,DHI US Equity
2020-09-09,8.315
2020-09-10,8.275
2020-09-11,8.472
2020-09-12,8.472
2020-09-13,8.472
2020-09-14,8.63
2020-09-15,8.517
2020-09-16,8.825
2020-09-17,8.701
2020-09-18,8.626
2020-09-19,8.626
2020-09-20,8.626
2020-09-21,8.558
2020-09-22,8.961
2020-09-23,8.446
2020-09-24,8.544
2020-09-25,8.524
2020-09-26,8.524
2020-09-27,8.524
2020-09-28,8.84
2020-09-29,8.784
2020-09-30,8.975
2020-10-01,9.202
2020-10-02,9.243
2020-10-03,9.243
2020-10-04,9.243
2020-10-05,8.983
2020-10-06,8.913
2020-10-07,8.99
2020-10-08,9.222
2020-10-09,9.267
2020-10-10,9.267
2020-10-11,9.267
2020-10-12,9.298
2020-10-13,9.238
2020-10-14,9.288
2020-10-15,9.354
2020-10-16,9.148
2020-10-17,9.148
2020-10-18,9.148
2020-10-19,8.994
2020-10-20,9.081
2020-10-21,8.676
2020-10-22,8.377
2020-10-23,8.67
2020-10-24,8.67
2020-10-25,8.67
2020-10-26,8.407
2020-10-27,8.2
2020-10-28,8.174
2020-10-29,8.073
2020-10-30,7.928
2020-10-31,7.928
2020-11-01,7.928
2020-11-02,8.21
2020-11-03,8.243
2020-11-04,8.871
2020-11-05,8.652
2020-11-06,8.379
2020-11-07,8.379
2020-11-08,8.379
2020-11-09,7.708
2020-11-10,8.411
2020-11-11,8.645
2020-11-12,7.209
2020-11-13,7.396
2020-11-14,7.396
2020-11-15,7.396
2020-11-16,7.482
2020-11-17,7.416
2020-11-18,7.524
2020-11-19,6.55
2020-11-20,6.542
2020-11-21,6.542
2020-11-22,6.542
2020-11-23,7.8
2020-11-24,7.499
2020-11-25,7.677
2020-11-26,7.677
2020-11-27,7.669
2020-11-28,7.669
2020-11-29,7.669
2020-11-30,7.52
2020-12-01,7.277
2020-12-02,6.992
2020-12-03,7.323
2020-12-04,7.215
2020-12-05,7.215
2020-12-06,7.215
2020-12-07,7.471
2020-12-08,7.17
2020-12-09,7.077
2020-12-10,7.083
2020-12-11,7.077
2020-12-12,7.077
2020-12-13,7.077
2020-12-14,7.127
2020-12-15,7.182
2020-12-16,7.205
2020-12-17,7.437
2020-12-18,7.413
2020-12-19,7.413
2020-12-20,7.413
2020-12-21,7.34
2020-12-22,7.321
2020-12-23,7.162
2020-12-24,7.273
2020-12-25,7.273
2020-12-26,7.273
2020-12-27,7.273
2020-12-28,7.127
2020-12-29,7.085
2020-12-30,7.098
2020-12-31,6.977
2021-01-01,6.977
2021-01-02,6.977
2021-01-03,6.977
2021-01-04,6.817
2021-01-05,6.723
2021-01-06,6.666
2021-01-07,6.953
2021-01-08,6.778
2021-01-09,6.778
2021-01-10,6.778
2021-01-11,6.89
2021-01-12,6.927
2021-01-13,6.956
2021-01-14,6.988
2021-01-15,7.021
2021-01-16,7.021
2021-01-17,7.021
2021-01-18,7.021
2021-01-19,7.219
2021-01-20,7.603
2021-01-21,7.751
2021-01-22,7.867
2021-01-23,7.867
2021-01-24,7.867
2021-01-25,7.994
2021-01-26,7.875
2021-01-27,6.882
2021-01-28,7.079
2021-01-29,7.079
2021-01-30,7.079
2021-01-31,7.079
2021-02-01,7.106
2021-02-02,7.136
2021-02-03,7.056
2021-02-04,7.105
2021-02-05,7.376
2021-02-06,7.376
2021-02-07,7.376
2021-02-08,7.647
2021-02-09,7.54
2021-02-10,7.61
2021-02-11,7.692
2021-02-12,7.575
2021-02-13,7.575
2021-02-14,7.575
2021-02-15,7.575
2021-02-16,7.296
2021-02-17,7.243
2021-02-18,7.229
2021-02-19,7.319
2021-02-20,7.319
2021-02-21,7.319
2021-02-22,7.157
2021-02-23,7.198
2021-02-24,7.397
2021-02-25,6.887
2021-02-26,7.103
2021-02-27,7.103
2021-02-28,7.103
2021-03-01,7.174
2021-03-02,7.279
2021-03-03,7.026
2021-03-04,6.912
2021-03-05,7.301
2021-03-06,7.301
2021-03-07,7.301
2021-03-08,7.439
2021-03-09,7.368
2021-03-10,7.585
2021-03-11,7.698
2021-03-12,7.456
2021-03-13,7.456
2021-03-14,7.456
2021-03-15,7.736
2021-03-16,7.693
2021-03-17,8.038
2021-03-18,7.299
2021-03-19,7.383
2021-03-20,7.383
2021-03-21,7.383
2021-03-22,7.459
2021-03-23,7.366
2021-03-24,7.377
2021-03-25,7.597
2021-03-26,7.932
2021-03-27,7.932
2021-03-28,7.932
2021-03-29,7.758
2021-03-30,7.878
2021-03-31,7.868
2021-04-01,8.038
2021-04-02,8.038
2021-04-03,8.038
2021-04-04,8.038
2021-04-05,8.179
2021-04-06,8.244
2021-04-07,8.137
2021-04-08,8.075
2021-04-09,8.293
2021-04-10,8.293
2021-04-11,8.293
2021-04-12,8.277
2021-04-13,8.223
2021-04-14,8.195
2021-04-15,8.215
2021-04-16,8.508
2021-04-17,8.508
2021-04-18,8.508
2021-04-19,8.451
2021-04-20,8.116
2021-04-21,8.237
2021-04-22,8.38
2021-04-23,8.67
2021-04-24,8.67
2021-04-25,8.67
2021-04-26,8.079
2021-04-27,8.092
2021-04-28,8.031
2021-04-29,8.164
2021-04-30,7.908
2021-05-01,7.908
2021-05-02,7.908
2021-05-03,8.114
2021-05-04,8.179
2021-05-05,8.183
2021-05-06,8.166
2021-05-07,8.374
2021-05-08,8.374
2021-05-09,8.374
2021-05-10,8.42
2021-05-11,8.029
2021-05-12,7.445
2021-05-13,7.656
2021-05-14,7.763
2021-05-15,7.763
2021-05-16,7.763
2021-05-17,7.711
2021-05-18,7.436
2021-05-19,7.361
2021-05-20,7.377
2021-05-21,7.298
2021-05-22,7.298
2021-05-23,7.298
2021-05-24,7.344
2021-05-25,7.513
2021-05-26,7.601
2021-05-27,7.705
2021-05-28,7.682
2021-05-29,7.682
2021-05-30,7.682
2021-05-31,7.682
2021-06-01,7.663
2021-06-02,7.494
2021-06-03,7.363
2021-06-04,7.463
2021-06-05,7.463
2021-06-06,7.463
2021-06-07,7.443
2021-06-08,7.488
2021-06-09,7.31
2021-06-10,7.081
2021-06-11,7.153
2021-06-12,7.153
2021-06-13,7.153
2021-06-14,7.093
2021-06-15,7.147
2021-06-16,7.04
2021-06-17,7.164
2021-06-18,7.251
2021-06-19,7.251
2021-06-20,7.251
2021-06-21,7.3
2021-06-22,7.335
2021-06-23,7.228
2021-06-24,7.201
2021-06-25,7.163
2021-06-26,7.163
2021-06-27,7.163
2021-06-28,7.222
2021-06-29,7.297
2021-06-30,7.285
2021-07-01,7.482
2021-07-02,7.446
2021-07-03,7.446
2021-07-04,7.446
2021-07-05,7.446
2021-07-06,7.328
2021-07-07,7.497
2021-07-08,7.182
2021-07-09,7.221
2021-07-10,7.221
2021-07-11,7.221
2021-07-12,7.177
2021-07-13,6.974
2021-07-14,6.995
2021-07-15,7.017
2021-07-16,6.957
2021-07-17,6.957
2021-07-18,6.957
2021-07-19,6.997
2021-07-20,7.18
2021-07-21,7.374
2021-07-22,7.226
2021-07-23,7.542
2021-07-24,7.542
2021-07-25,7.542
2021-07-26,7.278
2021-07-27,7.327
2021-07-28,7.181
2021-07-29,7.513
2021-07-30,7.507
2021-07-31,7.507
2021-08-01,7.507
2021-08-02,7.59
2021-08-03,7.673
2021-08-04,7.54
2021-08-05,7.578
2021-08-06,7.449
2021-08-07,7.449
2021-08-08,7.449
2021-08-09,7.426
2021-08-10,7.545
2021-08-11,7.761
2021-08-12,7.676
2021-08-13,7.708
2021-08-14,7.708
2021-08-15,7.708
2021-08-16,7.757
2021-08-17,7.456
2021-08-18,7.366
2021-08-19,7.35
2021-08-20,7.481
2021-08-21,7.481
2021-08-22,7.481
2021-08-23,7.46
2021-08-24,7.564
2021-08-25,7.659
2021-08-26,7.532
2021-08-27,7.643
2021-08-28,7.643
2021-08-29,7.643
2021-08-30,7.575
2021-08-31,7.538
2021-09-01,7.647
2021-09-02,7.619
2021-09-03,7.486
2021-09-04,7.486
2021-09-05,7.486
2021-09-06,7.486
2021-09-07,7.393
2021-09-08,7.205
2021-09-09,7.113
2021-09-10,7.062
2021-09-11,7.062
2021-09-12,7.062
2021-09-13,7.016
2021-09-14,6.927
2021-09-15,6.987
2021-09-16,7.118
2021-09-17,7.158
2021-09-18,7.158
2021-09-19,7.158
2021-09-20,6.943
2021-09-21,6.887
2021-09-22,6.929
2021-09-23,6.839
2021-09-24,6.817
2021-09-25,6.817
2021-09-26,6.817
2021-09-27,6.84
2021-09-28,6.664
2021-09-29,6.773
2021-09-30,6.577
2021-10-01,6.559
2021-10-02,6.559
2021-10-03,6.559
2021-10-04,6.501
2021-10-05,6.498
2021-10-06,6.516
2021-10-07,6.602
2021-10-08,6.533
2021-10-09,6.533
2021-10-10,6.533
2021-10-11,6.523
2021-10-12,6.557
2021-10-13,6.644
2021-10-14,6.848
2021-10-15,6.818
2021-10-16,6.818
2021-10-17,6.818
2021-10-18,6.926
2021-10-19,6.915
2021-10-20,7.011
2021-10-21,6.988
2021-10-22,6.939
2021-10-23,6.939
2021-10-24,6.939
2021-10-25,6.937
2021-10-26,6.947
2021-10-27,6.874
2021-10-28,6.999
2021-10-29,6.992
2021-10-30,6.992
2021-10-31,6.992
2021-11-01,7.072
2021-11-02,6.931
2021-11-03,6.956
2021-11-04,7.061
2021-11-05,7.245
2021-11-06,7.245
2021-11-07,7.245
2021-11-08,7.262
2021-11-09,7.638
2021-11-10,8.4
2021-11-11,8.079
2021-11-12,8.199
2021-11-13,8.199
2021-11-14,8.199
2021-11-15,7.67
2021-11-16,7.813
2021-11-17,8.004
2021-11-18,8.028
2021-11-19,8.054
2021-11-20,8.054
2021-11-21,8.054
2021-11-22,7.896
2021-11-23,8.021
2021-11-24,7.969
2021-11-25,7.969
2021-11-26,7.784
2021-11-27,7.784
2021-11-28,7.784
2021-11-29,7.785
2021-11-30,7.702
2021-12-01,6.676
2021-12-02,7.019
2021-12-03,7.018
2021-12-04,7.018
2021-12-05,7.018
2021-12-06,7.235
2021-12-07,7.266
2021-12-08,7.322
2021-12-09,7.321
2021-12-10,7.505
2021-12-11,7.505
2021-12-12,7.505
2021-12-13,7.393
2021-12-14,7.169
2021-12-15,7.349
2021-12-16,7.15
2021-12-17,7.051
2021-12-18,7.051
2021-12-19,7.051
2021-12-20,6.939
2021-12-21,7.083
2021-12-22,7.226
2021-12-23,7.181
2021-12-24,7.181
2021-12-25,7.181
2021-12-26,7.181
2021-12-27,7.269
2021-12-28,7.32
2021-12-29,7.417
2021-12-30,7.358
2021-12-31,7.423
2022-01-01,7.423
2022-01-02,7.423
2022-01-03,7.204
2022-01-04,7.236
2022-01-05,7.055
2022-01-06,6.947
2022-01-07,6.519
2022-01-08,6.519
2022-01-09,6.519
2022-01-10,6.551
2022-01-11,6.757
2022-01-12,6.805
2022-01-13,6.667
2022-01-14,6.585
2022-01-15,6.585
2022-01-16,6.585
2022-01-17,6.585
2022-01-18,6.244
2022-01-19,6.037
2022-01-20,5.982
2022-01-21,5.949
2022-01-22,5.949
2022-01-23,5.949
2022-01-24,6.167
2022-01-25,6.056
2022-01-26,5.812
2022-01-27,5.688
2022-01-28,5.826
2022-01-29,5.826
2022-01-30,5.826
2022-01-31,6.04
2022-02-01,6.056
2022-02-02,6.015
2022-02-03,5.596
2022-02-04,5.297
2022-02-05,5.297
2022-02-06,5.297
2022-02-07,5.381
2022-02-08,5.476
2022-02-09,5.596
2022-02-10,5.361
2022-02-11,5.311
2022-02-12,5.311
2022-02-13,5.311
2022-02-14,5.23
2022-02-15,5.347
2022-02-16,5.392
2022-02-17,5.231
2022-02-18,5.275
2022-02-19,5.275
2022-02-20,5.275
2022-02-21,5.275
2022-02-22,5.083
2022-02-23,4.94
2022-02-24,5.203
2022-02-25,5.438
2022-02-26,5.438
2022-02-27,5.438
2022-02-28,5.399
2022-03-01,5.426
2022-03-02,5.536
2022-03-03,5.469
2022-03-04,5.399
2022-03-05,5.399
2022-03-06,5.399
2022-03-07,5.063
2022-03-08,5.08
2022-03-09,5.225
2022-03-10,5.209
2022-03-11,5.118
2022-03-12,5.118
2022-03-13,5.118
2022-03-14,4.892
2022-03-15,5.083
2022-03-16,5.167
2022-03-17,5.26
2022-03-18,5.42
2022-03-19,5.42
2022-03-20,5.42
2022-03-21,5.242
2022-03-22,5.234
2022-03-23,4.965
2022-03-24,4.983
2022-03-25,4.916
2022-03-26,4.916
2022-03-27,4.916
2022-03-28,4.948
2022-03-29,5.108
2022-03-30,4.987
2022-03-31,4.541
2022-04-01,4.643
2022-04-02,4.643
2022-04-03,4.643
2022-04-04,4.672
2022-04-05,4.621
2022-04-06,4.438
2022-04-07,4.392
2022-04-08,4.42
2022-04-09,4.42
2022-04-10,4.42
2022-04-11,4.5
2022-04-12,4.468
2022-04-13,4.62
2022-04-14,4.521
2022-04-15,4.521
2022-04-16,4.521
2022-04-17,4.521
2022-04-18,4.449
2022-04-19,4.621
2022-04-20,4.651
2022-04-21,4.568
2022-04-22,4.449
2022-04-23,4.449
2022-04-24,4.449
2022-04-25,4.626
2022-04-26,4.326
2022-04-27,3.998
2022-04-28,4.105
2022-04-29,3.921
2022-04-30,3.921
2022-05-01,3.921
2022-05-02,3.987
2022-05-03,4.041
2022-05-04,4.258
2022-05-05,4.008
2022-05-06,3.931
2022-05-07,3.931
2022-05-08,3.931
2022-05-09,3.926
2022-05-10,3.83
2022-05-11,3.726
2022-05-12,3.881
2022-05-13,3.937
2022-05-14,3.937
2022-05-15,3.937
2022-05-16,3.928
2022-05-17,4.048
2022-05-18,3.775
2022-05-19,3.821
2022-05-20,3.95
2022-05-21,3.95
2022-05-22,3.95
2022-05-23,3.874
2022-05-24,3.77
2022-05-25,3.964
2022-05-26,4.186
2022-05-27,4.296
2022-05-28,4.296
2022-05-29,4.296
2022-05-30,4.296
2022-05-31,4.317
2022-06-01,4.313
2022-06-02,4.382
2022-06-03,4.366
2022-06-04,4.366
2022-06-05,4.366
2022-06-06,4.343
2022-06-07,4.337
2022-06-08,4.194
2022-06-09,4.22
2022-06-10,4.044
2022-06-11,4.044
2022-06-12,4.044
2022-06-13,3.82
2022-06-14,3.776
2022-06-15,3.759
2022-06-16,3.531
2022-06-17,3.488
2022-06-18,3.488
2022-06-19,3.488
2022-06-20,3.488
2022-06-21,3.803
2022-06-22,4.11
2022-06-23,4.323
2022-06-24,4.342
2022-06-25,4.342
2022-06-26,4.342
2022-06-27,4.507
2022-06-28,4.368
2022-06-29,4.377
2022-06-30,4.389
2022-07-01,4.647
2022-07-02,4.647
2022-07-03,4.647
2022-07-04,4.647
2022-07-05,4.807
2022-07-06,4.777
2022-07-07,4.826
2022-07-08,4.864
2022-07-09,4.864
2022-07-10,4.864
2022-07-11,4.858
2022-07-12,4.933
2022-07-13,4.891
2022-07-14,4.816
2022-07-15,4.871
2022-07-16,4.871
2022-07-17,4.871
2022-07-18,4.812
2022-07-19,4.925
2022-07-20,4.845
2022-07-21,5.032
2022-07-22,5.116
2022-07-23,5.116
2022-07-24,5.116
2022-07-25,5.037
2022-07-26,5.029
2022-07-27,5.204
2022-07-28,5.235
2022-07-29,5.219
2022-07-30,5.219
2022-07-31,5.219
2022-08-01,5.232
2022-08-02,4.96
2022-08-03,4.979
2022-08-04,5.292
2022-08-05,5.267
2022-08-06,5.267
2022-08-07,5.267
2022-08-08,5.33
2022-08-09,5.169
2022-08-10,5.41
2022-08-11,5.43
2022-08-12,5.5
2022-08-13,5.5
2022-08-14,5.5
2022-08-15,5.438
2022-08-16,5.423
2022-08-17,5.278
2022-08-18,5.301
2022-08-19,5.125
2022-08-20,5.125
2022-08-21,5.125
2022-08-22,5.016
2022-08-23,5.027
2022-08-24,5.152
2022-08-25,5.285
2022-08-26,5.023
2022-08-27,5.023
2022-08-28,5.023
2022-08-29,4.979
2022-08-30,4.962
2022-08-31,4.909
2022-09-01,4.802
2022-09-02,4.806
2022-09-03,4.806
2022-09-04,4.806
2022-09-05,4.806
2022-09-06,4.712
2022-09-07,4.812
2022-09-08,4.878
2022-09-09,4.963
2022-09-10,4.963
2022-09-11,4.963
2022-09-12,5.013
2022-09-13,4.685
2022-09-14,4.67
2022-09-15,4.712
2022-09-16,4.814
2022-09-17,4.814
2022-09-18,4.814
2022-09-19,5.239
2022-09-20,5.155
2022-09-21,5.113
2022-09-22,5.094
2022-09-23,5.128
2022-09-24,5.128
2022-09-25,5.128
2022-09-26,4.9
2022-09-27,4.848
2022-09-28,5.122
2022-09-29,4.909
2022-09-30,4.836
2022-10-01,4.836
2022-10-02,4.836
2022-10-03,5.079
2022-10-04,5.404
2022-10-05,5.333
2022-10-06,5.405
2022-10-07,5.267
2022-10-08,5.267
2022-10-09,5.267
2022-10-10,5.487
2022-10-11,5.524
2022-10-12,5.564
2022-10-13,5.517
2022-10-14,5.361
2022-10-15,5.361
2022-10-16,5.361
2022-10-17,5.464
2022-10-18,5.65
2022-10-19,5.294
2022-10-20,5.243
2022-10-21,5.447
2022-10-22,5.447
2022-10-23,5.447
2022-10-24,5.558
2022-10-25,5.889
2022-10-26,5.881
2022-10-27,5.918
2022-10-28,6.089
2022-10-29,6.089
2022-10-30,6.089
2022-10-31,6.003
2022-11-01,6.042
2022-11-02,5.87
2022-11-03,5.75
2022-11-04,5.871
2022-11-05,5.871
2022-11-06,5.871
2022-11-07,5.867
2022-11-08,5.721
2022-11-09,6.639
2022-11-10,7.758
2022-11-11,7.835
2022-11-12,7.835
2022-11-13,7.835
2022-11-14,7.519
2022-11-15,7.766
2022-11-16,7.669
2022-11-17,7.528
2022-11-18,7.509
2022-11-19,7.509
2022-11-20,7.509
2022-11-21,7.637
2022-11-22,7.83
2022-11-23,8.3
2022-11-24,8.3
2022-11-25,8.241
2022-11-26,8.241
2022-11-27,8.241
2022-11-28,8.184
2022-11-29,8.273
2022-11-30,8.42
2022-12-01,8.512
2022-12-02,8.475
2022-12-03,8.475
2022-12-04,8.475
2022-12-05,8.317
2022-12-06,8.238
2022-12-07,8.47
2022-12-08,8.436
2022-12-09,8.378
2022-12-10,8.378
2022-12-11,8.378
2022-12-12,8.463
2022-12-13,8.57
2022-12-14,8.608
2022-12-15,8.908
2022-12-16,8.803
2022-12-17,8.803
2022-12-18,8.803
2022-12-19,8.676
2022-12-20,8.624
2022-12-21,8.83
2022-12-22,8.89
2022-12-23,8.774
2022-12-24,8.774
2022-12-25,8.774
2022-12-26,8.774
2022-12-27,8.783
2022-12-28,8.636
2022-12-29,8.796
2022-12-30,8.77
2022-12-31,8.77
2023-01-01,8.77
2023-01-02,8.77
2023-01-03,8.922
2023-01-04,9.016
2023-01-05,9.082
2023-01-06,9.213
2023-01-07,9.213
2023-01-08,9.213
2023-01-09,9.258
2023-01-10,9.339
2023-01-11,9.498
2023-01-12,9.495
2023-01-13,9.564
2023-01-14,9.564
2023-01-15,9.564
2023-01-16,9.564
2023-01-17,9.612
2023-01-18,9.546
2023-01-19,9.275
2023-01-20,9.523
2023-01-21,9.523
2023-01-22,9.523
2023-01-23,9.719
2023-01-24,10.085
2023-01-25,10.142
2023-01-26,10.283
2023-01-27,10.409
2023-01-28,10.409
2023-01-29,10.409
2023-01-30,10.227
2023-01-31,10.643
2023-02-01,10.774
2023-02-02,11.101
2023-02-03,10.597
2023-02-04,10.597
2023-02-05,10.597
2023-02-06,10.486
2023-02-07,10.69
2023-02-08,10.471
2023-02-09,10.503
2023-02-10,10.598
2023-02-11,10.598
2023-02-12,10.598
2023-02-13,10.805
2023-02-14,10.66
2023-02-15,10.668
2023-02-16,10.443
2023-02-17,10.145
2023-02-18,10.145
2023-02-19,10.145
2023-02-20,10.145
2023-02-21,9.551
2023-02-22,9.644
2023-02-23,9.763
2023-02-24,9.646
2023-02-25,9.646
2023-02-26,9.646
2023-02-27,9.681
2023-02-28,9.786
2023-03-01,9.618
2023-03-02,9.607
2023-03-03,9.818
2023-03-04,9.818
2023-03-05,9.818
2023-03-06,9.678
2023-03-07,9.647
2023-03-08,9.925
2023-03-09,10.046
2023-03-10,9.958
2023-03-11,9.958
2023-03-12,9.958
2023-03-13,10.115
2023-03-14,10.319
2023-03-15,10.188
2023-03-16,10.379
2023-03-17,10.311
2023-03-18,10.311
2023-03-19,10.311
2023-03-20,10.225
2023-03-21,10.247
2023-03-22,10.128
2023-03-23,10.188
2023-03-24,10.257
2023-03-25,10.257
2023-03-26,10.257
2023-03-27,10.083
2023-03-28,10.127
2023-03-29,10.133
2023-03-30,10.077
2023-03-31,10.337
2023-04-01,10.337
2023-04-02,10.337
2023-04-03,10.383
2023-04-04,10.308
2023-04-05,10.306
2023-04-06,10.12
2023-04-07,10.12
2023-04-08,10.12
2023-04-09,10.12
2023-04-10,10.182
2023-04-11,10.552
2023-04-12,10.456
2023-04-13,10.363
2023-04-14,10.391
2023-04-15,10.391
2023-04-16,10.391
2023-04-17,10.521
2023-04-18,10.807
2023-04-19,10.642
2023-04-20,10.198
2023-04-21,9.607
2023-04-22,9.607
2023-04-23,9.607
2023-04-24,9.59
2023-04-25,9.564
2023-04-26,9.375
2023-04-27,9.575
2023-04-28,9.706
2023-04-29,9.706
2023-04-30,9.706
2023-05-01,9.583
2023-05-02,9.619
2023-05-03,9.712
2023-05-04,9.507
2023-05-05,9.587
2023-05-06,9.587
2023-05-07,9.587
2023-05-08,9.62
2023-05-09,9.664
2023-05-10,9.644
2023-05-11,9.678
2023-05-12,9.628
2023-05-13,9.628
2023-05-14,9.628
2023-05-15,9.682
2023-05-16,9.858
2023-05-17,9.902
2023-05-18,9.918
2023-05-19,9.716
2023-05-20,9.716
2023-05-21,9.716
2023-05-22,9.53
2023-05-23,9.337
2023-05-24,9.368
2023-05-25,9.4
2023-05-26,9.392
2023-05-27,9.392
2023-05-28,9.392
2023-05-29,9.392
2023-05-30,9.452
2023-05-31,9.403
2023-06-01,9.552
2023-06-02,9.864
2023-06-03,9.864
2023-06-04,9.864
2023-06-05,9.811
2023-06-06,10.15
2023-06-07,10.034
2023-06-08,9.974
2023-06-09,10.039
2023-06-10,10.039
2023-06-11,10.039
2023-06-12,10.22
2023-06-13,10.254
2023-06-14,10.061
2023-06-15,10.221
2023-06-16,10.309
2023-06-17,10.309
2023-06-18,10.309
2023-06-19,10.309
2023-06-20,10.481
2023-06-21,10.537
2023-06-22,10.597
2023-06-23,10.633
2023-06-24,10.633
2023-06-25,10.633
2023-06-26,10.588
2023-06-27,10.867
2023-06-28,10.792
2023-06-29,10.627
2023-06-30,10.747
