,GRA US Equity
2020-11-12,13.546
2020-11-13,14.082
2020-11-14,14.082
2020-11-15,14.082
2020-11-16,14.724
2020-11-17,14.37
2020-11-18,14.091
2020-11-19,14.117
2020-11-20,14.313
2020-11-21,14.313
2020-11-22,14.313
2020-11-23,14.492
2020-11-24,14.708
2020-11-25,14.477
2020-11-26,14.477
2020-11-27,14.565
2020-11-28,14.565
2020-11-29,14.565
2020-11-30,14.245
2020-12-01,14.523
2020-12-02,14.573
2020-12-03,14.521
2020-12-04,14.875
2020-12-05,14.875
2020-12-06,14.875
2020-12-07,14.789
2020-12-08,14.677
2020-12-09,14.534
2020-12-10,14.544
2020-12-11,14.24
2020-12-12,14.24
2020-12-13,14.24
2020-12-14,13.995
2020-12-15,14.19
2020-12-16,14.133
2020-12-17,14.549
2020-12-18,14.375
2020-12-19,14.375
2020-12-20,14.375
2020-12-21,14.547
2020-12-22,14.112
2020-12-23,14.206
2020-12-24,14.398
2020-12-25,14.398
2020-12-26,14.398
2020-12-27,14.398
2020-12-28,14.214
2020-12-29,14.138
2020-12-30,14.164
2020-12-31,14.271
2021-01-01,14.271
2021-01-02,14.271
2021-01-03,14.271
2021-01-04,14.112
2021-01-05,14.461
2021-01-06,14.388
2021-01-07,14.321
2021-01-08,14.492
2021-01-09,14.492
2021-01-10,14.492
2021-01-11,15.414
2021-01-12,15.403
2021-01-13,15.183
2021-01-14,15.157
2021-01-15,16.346
2021-01-16,16.346
2021-01-17,16.346
2021-01-18,16.346
2021-01-19,15.984
2021-01-20,15.973
2021-01-21,15.953
2021-01-22,15.79
2021-01-23,15.79
2021-01-24,15.79
2021-01-25,15.493
2021-01-26,15.294
2021-01-27,14.991
2021-01-28,15.286
2021-01-29,14.994
2021-01-30,14.994
2021-01-31,14.994
2021-02-01,15.146
2021-02-02,15.632
2021-02-03,15.728
2021-02-04,15.689
2021-02-05,15.764
2021-02-06,15.764
2021-02-07,15.764
2021-02-08,15.818
2021-02-09,15.711
2021-02-10,15.692
2021-02-11,15.593
2021-02-12,15.649
2021-02-13,15.649
2021-02-14,15.649
2021-02-15,15.649
2021-02-16,15.625
2021-02-17,15.622
2021-02-18,15.46
2021-02-19,15.627
2021-02-20,15.627
2021-02-21,15.627
2021-02-22,15.876
2021-02-23,15.996
2021-02-24,16.057
2021-02-25,15.605
2021-02-26,15.516
2021-02-27,15.516
2021-02-28,15.516
2021-03-01,15.84
2021-03-02,15.785
2021-03-03,15.677
2021-03-04,15.6
2021-03-05,15.89
2021-03-06,15.89
2021-03-07,15.89
2021-03-08,15.621
2021-03-09,15.766
2021-03-10,16.04
2021-03-11,15.99
2021-03-12,15.921
2021-03-13,15.921
2021-03-14,15.921
2021-03-15,15.868
2021-03-16,15.831
2021-03-17,15.887
2021-03-18,15.707
2021-03-19,15.512
2021-03-20,15.512
2021-03-21,15.512
2021-03-22,15.66
2021-03-23,15.32
2021-03-24,15.476
2021-03-25,15.816
2021-03-26,16.055
2021-03-27,16.055
2021-03-28,16.055
2021-03-29,15.986
2021-03-30,15.854
2021-03-31,15.786
2021-04-01,16.137
2021-04-02,16.137
2021-04-03,16.137
2021-04-04,16.137
2021-04-05,16.506
2021-04-06,16.909
2021-04-07,16.669
2021-04-08,16.688
2021-04-09,16.535
2021-04-10,16.535
2021-04-11,16.535
2021-04-12,16.474
2021-04-13,16.487
2021-04-14,16.606
2021-04-15,16.973
2021-04-16,17.097
2021-04-17,17.097
2021-04-18,17.097
2021-04-19,17.126
2021-04-20,17.002
2021-04-21,17.015
2021-04-22,16.693
2021-04-23,17.013
2021-04-24,17.013
2021-04-25,17.013
2021-04-26,18.191
2021-04-27,17.992
2021-04-28,18.068
2021-04-29,18.061
2021-04-30,18.087
2021-05-01,18.087
2021-05-02,18.087
2021-05-03,18.092
2021-05-04,18.016
2021-05-05,17.974
2021-05-06,18.021
2021-05-07,18.045
2021-05-08,18.045
2021-05-09,18.045
2021-05-10,18.04
2021-05-11,18.053
2021-05-12,18.016
2021-05-13,18.021
2021-05-14,18.061
2021-05-15,18.061
2021-05-16,18.061
2021-05-17,18.1
2021-05-18,18.116
2021-05-19,18.127
2021-05-20,18.098
2021-05-21,18.077
2021-05-22,18.077
2021-05-23,18.077
2021-05-24,18.066
2021-05-25,18.082
2021-05-26,18.058
2021-05-27,18.095
2021-05-28,18.223
2021-05-29,18.223
2021-05-30,18.223
2021-05-31,18.223
2021-06-01,18.277
2021-06-02,18.29
2021-06-03,18.285
2021-06-04,18.282
2021-06-05,18.282
2021-06-06,18.282
2021-06-07,18.301
2021-06-08,18.287
2021-06-09,18.301
2021-06-10,18.271
2021-06-11,18.301
2021-06-12,18.301
2021-06-13,18.301
2021-06-14,18.285
2021-06-15,18.319
2021-06-16,18.293
2021-06-17,18.274
2021-06-18,18.247
2021-06-19,18.247
2021-06-20,18.247
2021-06-21,18.354
2021-06-22,18.367
2021-06-23,18.338
2021-06-24,18.378
2021-06-25,18.372
2021-06-26,18.372
2021-06-27,18.372
2021-06-28,18.418
2021-06-29,18.388
2021-06-30,18.393
2021-07-01,18.438
2021-07-02,18.454
2021-07-03,18.454
2021-07-04,18.454
2021-07-05,18.454
2021-07-06,18.347
2021-07-07,18.185
2021-07-08,18.196
2021-07-09,18.245
2021-07-10,18.245
2021-07-11,18.245
2021-07-12,18.224
2021-07-13,18.204
2021-07-14,18.214
2021-07-15,18.222
2021-07-16,18.392
2021-07-17,18.392
2021-07-18,18.392
2021-07-19,18.405
2021-07-20,18.399
2021-07-21,18.399
2021-07-22,18.418
2021-07-23,18.426
2021-07-24,18.426
2021-07-25,18.426
2021-07-26,18.402
2021-07-27,18.399
2021-07-28,18.399
2021-07-29,18.402
2021-07-30,18.413
2021-07-31,18.413
2021-08-01,18.413
2021-08-02,18.399
2021-08-03,18.082
2021-08-04,18.027
2021-08-05,18.04
2021-08-06,18.027
2021-08-07,18.027
2021-08-08,18.027
2021-08-09,18.022
2021-08-10,18.058
2021-08-11,18.058
2021-08-12,18.061
2021-08-13,18.074
2021-08-14,18.074
2021-08-15,18.074
2021-08-16,18.04
2021-08-17,18.069
2021-08-18,18.04
2021-08-19,18.04
2021-08-20,18.045
2021-08-21,18.045
2021-08-22,18.045
2021-08-23,18.048
2021-08-24,18.048
2021-08-25,18.071
2021-08-26,18.082
2021-08-27,18.079
2021-08-28,18.079
2021-08-29,18.079
2021-08-30,18.088
2021-08-31,18.088
2021-09-01,18.088
2021-09-02,18.094
2021-09-03,18.094
2021-09-04,18.094
2021-09-05,18.094
2021-09-06,18.094
2021-09-07,18.088
2021-09-08,18.086
2021-09-09,18.161
2021-09-10,18.161
2021-09-11,18.161
2021-09-12,18.161
2021-09-13,18.161
2021-09-14,18.161
2021-09-15,18.169
2021-09-16,18.202
2021-09-17,18.21
2021-09-18,18.21
2021-09-19,18.21
2021-09-20,18.207
2021-09-21,18.212
2021-09-22,18.212
2021-09-23,18.212
2021-09-24,18.212
2021-09-25,18.212
2021-09-26,18.212
2021-09-27,18.212
2021-09-28,18.212
2021-09-29,18.212
2021-09-30,18.212
2021-10-01,18.212
2021-10-02,18.212
2021-10-03,18.212
2021-10-04,18.212
2021-10-05,18.212
2021-10-06,18.212
2021-10-07,18.212
2021-10-08,18.212
2021-10-09,18.212
2021-10-10,18.212
2021-10-11,18.212
2021-10-12,18.212
2021-10-13,18.212
2021-10-14,18.212
2021-10-15,18.212
2021-10-16,18.212
2021-10-17,18.212
2021-10-18,18.212
2021-10-19,18.212
2021-10-20,18.212
2021-10-21,18.212
2021-10-22,18.212
2021-10-23,18.212
2021-10-24,18.212
2021-10-25,18.212
2021-10-26,18.212
2021-10-27,18.212
2021-10-28,18.212
2021-10-29,18.212
2021-10-30,18.212
2021-10-31,18.212
2021-11-01,18.212
2021-11-02,18.212
2021-11-03,18.212
2021-11-04,18.212
2021-11-05,18.212
2021-11-06,18.212
2021-11-07,18.212
2021-11-08,18.212
2021-11-09,18.212
2021-11-10,18.212
2021-11-11,18.212
2021-11-12,18.212
2021-11-13,18.212
2021-11-14,18.212
2021-11-15,18.212
2021-11-16,18.212
2021-11-17,18.212
2021-11-18,18.212
2021-11-19,18.212
2021-11-20,18.212
2021-11-21,18.212
2021-11-22,18.212
2021-11-23,18.212
2021-11-24,18.212
2021-11-25,18.212
2021-11-26,18.212
2021-11-27,18.212
2021-11-28,18.212
2021-11-29,18.212
2021-11-30,18.212
2021-12-01,18.212
2021-12-02,18.212
2021-12-03,18.212
2021-12-04,18.212
2021-12-05,18.212
2021-12-06,18.212
2021-12-07,18.212
2021-12-08,18.212
2021-12-09,18.212
2021-12-10,18.212
2021-12-11,18.212
2021-12-12,18.212
2021-12-13,18.212
2021-12-14,18.212
2021-12-15,18.212
2021-12-16,18.212
2021-12-17,18.212
2021-12-18,18.212
2021-12-19,18.212
2021-12-20,18.212
2021-12-21,18.212
2021-12-22,18.212
2021-12-23,18.212
2021-12-24,18.212
2021-12-25,18.212
2021-12-26,18.212
2021-12-27,18.212
2021-12-28,18.212
2021-12-29,18.212
2021-12-30,18.212
2021-12-31,18.212
2022-01-01,18.212
2022-01-02,18.212
2022-01-03,18.212
2022-01-04,18.212
2022-01-05,18.212
2022-01-06,18.212
2022-01-07,18.212
2022-01-08,18.212
2022-01-09,18.212
2022-01-10,18.212
2022-01-11,18.212
2022-01-12,18.212
2022-01-13,18.212
2022-01-14,18.212
2022-01-15,18.212
2022-01-16,18.212
2022-01-17,18.212
2022-01-18,18.212
2022-01-19,18.212
2022-01-20,18.212
2022-01-21,18.212
2022-01-22,18.212
2022-01-23,18.212
2022-01-24,18.212
2022-01-25,18.212
2022-01-26,18.212
2022-01-27,18.212
2022-01-28,18.212
2022-01-29,18.212
2022-01-30,18.212
2022-01-31,18.212
2022-02-01,18.212
2022-02-02,18.212
2022-02-03,18.212
2022-02-04,18.212
2022-02-05,18.212
2022-02-06,18.212
2022-02-07,18.212
2022-02-08,18.212
2022-02-09,18.212
2022-02-10,18.212
2022-02-11,18.212
2022-02-12,18.212
2022-02-13,18.212
2022-02-14,18.212
2022-02-15,18.212
2022-02-16,18.212
2022-02-17,18.212
2022-02-18,18.212
2022-02-19,18.212
2022-02-20,18.212
2022-02-21,18.212
2022-02-22,18.212
2022-02-23,18.212
2022-02-24,18.212
2022-02-25,18.212
2022-02-26,18.212
2022-02-27,18.212
2022-02-28,18.212
2022-03-01,18.212
2022-03-02,18.212
2022-03-03,18.212
2022-03-04,18.212
2022-03-05,18.212
2022-03-06,18.212
2022-03-07,18.212
2022-03-08,18.212
2022-03-09,18.212
2022-03-10,18.212
2022-03-11,18.212
2022-03-12,18.212
2022-03-13,18.212
2022-03-14,18.212
2022-03-15,18.212
2022-03-16,18.212
2022-03-17,18.212
2022-03-18,18.212
2022-03-19,18.212
2022-03-20,18.212
2022-03-21,18.212
2022-03-22,18.212
2022-03-23,18.212
2022-03-24,18.212
2022-03-25,18.212
2022-03-26,18.212
2022-03-27,18.212
2022-03-28,18.212
2022-03-29,18.212
2022-03-30,18.212
2022-03-31,18.212
2022-04-01,18.212
2022-04-02,18.212
2022-04-03,18.212
2022-04-04,18.212
2022-04-05,18.212
2022-04-06,18.212
2022-04-07,18.212
2022-04-08,18.212
2022-04-09,18.212
2022-04-10,18.212
2022-04-11,18.212
2022-04-12,18.212
2022-04-13,18.212
2022-04-14,18.212
2022-04-15,18.212
2022-04-16,18.212
2022-04-17,18.212
2022-04-18,18.212
2022-04-19,18.212
2022-04-20,18.212
2022-04-21,18.212
2022-04-22,18.212
2022-04-23,18.212
2022-04-24,18.212
2022-04-25,18.212
2022-04-26,18.212
2022-04-27,18.212
2022-04-28,18.212
2022-04-29,18.212
2022-04-30,18.212
2022-05-01,18.212
2022-05-02,18.212
2022-05-03,18.212
2022-05-04,18.212
2022-05-05,18.212
2022-05-06,18.212
2022-05-07,18.212
2022-05-08,18.212
2022-05-09,18.212
2022-05-10,18.212
2022-05-11,18.212
2022-05-12,18.212
2022-05-13,18.212
2022-05-14,18.212
2022-05-15,18.212
2022-05-16,18.212
2022-05-17,18.212
2022-05-18,18.212
2022-05-19,18.212
2022-05-20,18.212
2022-05-21,18.212
2022-05-22,18.212
2022-05-23,18.212
2022-05-24,18.212
2022-05-25,18.212
2022-05-26,18.212
2022-05-27,18.212
2022-05-28,18.212
2022-05-29,18.212
2022-05-30,18.212
2022-05-31,18.212
2022-06-01,18.212
2022-06-02,18.212
2022-06-03,18.212
2022-06-04,18.212
2022-06-05,18.212
2022-06-06,18.212
2022-06-07,18.212
2022-06-08,18.212
2022-06-09,18.212
2022-06-10,18.212
2022-06-11,18.212
2022-06-12,18.212
2022-06-13,18.212
2022-06-14,18.212
2022-06-15,18.212
2022-06-16,18.212
2022-06-17,18.212
2022-06-18,18.212
2022-06-19,18.212
2022-06-20,18.212
2022-06-21,18.212
2022-06-22,18.212
2022-06-23,18.212
2022-06-24,18.212
2022-06-25,18.212
2022-06-26,18.212
2022-06-27,18.212
2022-06-28,18.212
2022-06-29,18.212
2022-06-30,18.212
2022-07-01,18.212
2022-07-02,18.212
2022-07-03,18.212
2022-07-04,18.212
2022-07-05,18.212
2022-07-06,18.212
2022-07-07,18.212
2022-07-08,18.212
2022-07-09,18.212
2022-07-10,18.212
2022-07-11,18.212
2022-07-12,18.212
2022-07-13,18.212
2022-07-14,18.212
2022-07-15,18.212
2022-07-16,18.212
2022-07-17,18.212
2022-07-18,18.212
2022-07-19,18.212
2022-07-20,18.212
2022-07-21,18.212
2022-07-22,18.212
2022-07-23,18.212
2022-07-24,18.212
2022-07-25,18.212
2022-07-26,18.212
2022-07-27,18.212
2022-07-28,18.212
2022-07-29,18.212
2022-07-30,18.212
2022-07-31,18.212
2022-08-01,18.212
2022-08-02,18.212
2022-08-03,18.212
2022-08-04,18.212
2022-08-05,18.212
2022-08-06,18.212
2022-08-07,18.212
2022-08-08,18.212
2022-08-09,18.212
2022-08-10,18.212
2022-08-11,18.212
2022-08-12,18.212
2022-08-13,18.212
2022-08-14,18.212
2022-08-15,18.212
2022-08-16,18.212
2022-08-17,18.212
2022-08-18,18.212
2022-08-19,18.212
2022-08-20,18.212
2022-08-21,18.212
2022-08-22,18.212
2022-08-23,18.212
2022-08-24,18.212
2022-08-25,18.212
2022-08-26,18.212
2022-08-27,18.212
2022-08-28,18.212
2022-08-29,18.212
2022-08-30,18.212
2022-08-31,18.212
2022-09-01,18.212
2022-09-02,18.212
2022-09-03,18.212
2022-09-04,18.212
2022-09-05,18.212
2022-09-06,18.212
2022-09-07,18.212
2022-09-08,18.212
2022-09-09,18.212
2022-09-10,18.212
2022-09-11,18.212
2022-09-12,18.212
2022-09-13,18.212
2022-09-14,18.212
2022-09-15,18.212
2022-09-16,18.212
2022-09-17,18.212
2022-09-18,18.212
2022-09-19,18.212
2022-09-20,18.212
2022-09-21,18.212
2022-09-22,18.212
2022-09-23,18.212
2022-09-24,18.212
2022-09-25,18.212
2022-09-26,18.212
2022-09-27,18.212
2022-09-28,18.212
2022-09-29,18.212
2022-09-30,18.212
2022-10-01,18.212
2022-10-02,18.212
2022-10-03,18.212
2022-10-04,18.212
2022-10-05,18.212
2022-10-06,18.212
2022-10-07,18.212
2022-10-08,18.212
2022-10-09,18.212
2022-10-10,18.212
2022-10-11,18.212
2022-10-12,18.212
2022-10-13,18.212
2022-10-14,18.212
2022-10-15,18.212
2022-10-16,18.212
2022-10-17,18.212
2022-10-18,18.212
2022-10-19,18.212
2022-10-20,18.212
2022-10-21,18.212
2022-10-22,18.212
2022-10-23,18.212
2022-10-24,18.212
2022-10-25,18.212
2022-10-26,18.212
2022-10-27,18.212
2022-10-28,18.212
2022-10-29,18.212
2022-10-30,18.212
2022-10-31,18.212
2022-11-01,18.212
2022-11-02,18.212
2022-11-03,18.212
2022-11-04,18.212
2022-11-05,18.212
2022-11-06,18.212
2022-11-07,18.212
2022-11-08,18.212
2022-11-09,18.212
2022-11-10,18.212
2022-11-11,18.212
2022-11-12,18.212
2022-11-13,18.212
2022-11-14,18.212
2022-11-15,18.212
2022-11-16,18.212
2022-11-17,18.212
2022-11-18,18.212
2022-11-19,18.212
2022-11-20,18.212
2022-11-21,18.212
2022-11-22,18.212
2022-11-23,18.212
2022-11-24,18.212
2022-11-25,18.212
2022-11-26,18.212
2022-11-27,18.212
2022-11-28,18.212
2022-11-29,18.212
2022-11-30,18.212
2022-12-01,18.212
2022-12-02,18.212
2022-12-03,18.212
2022-12-04,18.212
2022-12-05,18.212
2022-12-06,18.212
2022-12-07,18.212
2022-12-08,18.212
2022-12-09,18.212
2022-12-10,18.212
2022-12-11,18.212
2022-12-12,18.212
2022-12-13,18.212
2022-12-14,18.212
2022-12-15,18.212
2022-12-16,18.212
2022-12-17,18.212
2022-12-18,18.212
2022-12-19,18.212
2022-12-20,18.212
2022-12-21,18.212
2022-12-22,18.212
2022-12-23,18.212
2022-12-24,18.212
2022-12-25,18.212
2022-12-26,18.212
2022-12-27,18.212
2022-12-28,18.212
2022-12-29,18.212
2022-12-30,18.212
2022-12-31,18.212
2023-01-01,18.212
2023-01-02,18.212
2023-01-03,18.212
2023-01-04,18.212
2023-01-05,18.212
2023-01-06,18.212
2023-01-07,18.212
2023-01-08,18.212
2023-01-09,18.212
2023-01-10,18.212
2023-01-11,18.212
2023-01-12,18.212
2023-01-13,18.212
2023-01-14,18.212
2023-01-15,18.212
2023-01-16,18.212
2023-01-17,18.212
2023-01-18,18.212
2023-01-19,18.212
2023-01-20,18.212
2023-01-21,18.212
2023-01-22,18.212
2023-01-23,18.212
2023-01-24,18.212
2023-01-25,18.212
2023-01-26,18.212
2023-01-27,18.212
2023-01-28,18.212
2023-01-29,18.212
2023-01-30,18.212
2023-01-31,18.212
2023-02-01,18.212
2023-02-02,18.212
2023-02-03,18.212
2023-02-04,18.212
2023-02-05,18.212
2023-02-06,18.212
2023-02-07,18.212
2023-02-08,18.212
2023-02-09,18.212
2023-02-10,18.212
2023-02-11,18.212
2023-02-12,18.212
2023-02-13,18.212
2023-02-14,18.212
2023-02-15,18.212
2023-02-16,18.212
2023-02-17,18.212
2023-02-18,18.212
2023-02-19,18.212
2023-02-20,18.212
2023-02-21,18.212
2023-02-22,18.212
2023-02-23,18.212
2023-02-24,18.212
2023-02-25,18.212
2023-02-26,18.212
2023-02-27,18.212
2023-02-28,18.212
2023-03-01,18.212
2023-03-02,18.212
2023-03-03,18.212
2023-03-04,18.212
2023-03-05,18.212
2023-03-06,18.212
2023-03-07,18.212
2023-03-08,18.212
2023-03-09,18.212
2023-03-10,18.212
2023-03-11,18.212
2023-03-12,18.212
2023-03-13,18.212
2023-03-14,18.212
2023-03-15,18.212
2023-03-16,18.212
2023-03-17,18.212
2023-03-18,18.212
2023-03-19,18.212
2023-03-20,18.212
2023-03-21,18.212
2023-03-22,18.212
2023-03-23,18.212
2023-03-24,18.212
2023-03-25,18.212
2023-03-26,18.212
2023-03-27,18.212
2023-03-28,18.212
2023-03-29,18.212
2023-03-30,18.212
2023-03-31,18.212
2023-04-01,18.212
2023-04-02,18.212
2023-04-03,18.212
2023-04-04,18.212
2023-04-05,18.212
2023-04-06,18.212
2023-04-07,18.212
2023-04-08,18.212
2023-04-09,18.212
2023-04-10,18.212
2023-04-11,18.212
2023-04-12,18.212
2023-04-13,18.212
2023-04-14,18.212
2023-04-15,18.212
2023-04-16,18.212
2023-04-17,18.212
2023-04-18,18.212
2023-04-19,18.212
2023-04-20,18.212
2023-04-21,18.212
2023-04-22,18.212
2023-04-23,18.212
2023-04-24,18.212
2023-04-25,18.212
2023-04-26,18.212
2023-04-27,18.212
2023-04-28,18.212
2023-04-29,18.212
2023-04-30,18.212
2023-05-01,18.212
2023-05-02,18.212
2023-05-03,18.212
2023-05-04,18.212
2023-05-05,18.212
2023-05-06,18.212
2023-05-07,18.212
2023-05-08,18.212
2023-05-09,18.212
2023-05-10,18.212
2023-05-11,18.212
2023-05-12,18.212
2023-05-13,18.212
2023-05-14,18.212
2023-05-15,18.212
2023-05-16,18.212
2023-05-17,18.212
2023-05-18,18.212
2023-05-19,18.212
2023-05-20,18.212
2023-05-21,18.212
2023-05-22,18.212
2023-05-23,18.212
2023-05-24,18.212
2023-05-25,18.212
2023-05-26,18.212
2023-05-27,18.212
2023-05-28,18.212
2023-05-29,18.212
2023-05-30,18.212
2023-05-31,18.212
2023-06-01,18.212
2023-06-02,18.212
2023-06-03,18.212
2023-06-04,18.212
2023-06-05,18.212
2023-06-06,18.212
2023-06-07,18.212
2023-06-08,18.212
2023-06-09,18.212
2023-06-10,18.212
2023-06-11,18.212
2023-06-12,18.212
2023-06-13,18.212
2023-06-14,18.212
2023-06-15,18.212
2023-06-16,18.212
2023-06-17,18.212
2023-06-18,18.212
2023-06-19,18.212
2023-06-20,18.212
2023-06-21,18.212
2023-06-22,18.212
