,LEA US Equity
2020-10-31,5.049
2020-11-01,5.049
2020-11-02,5.168
2020-11-03,5.323
2020-11-04,5.191
2020-11-05,5.479
2020-11-06,5.391
2020-11-07,5.391
2020-11-08,5.391
2020-11-09,5.699
2020-11-10,5.782
2020-11-11,5.731
2020-11-12,5.635
2020-11-13,5.807
2020-11-14,5.807
2020-11-15,5.807
2020-11-16,5.929
2020-11-17,5.945
2020-11-18,5.941
2020-11-19,5.895
2020-11-20,5.858
2020-11-21,5.858
2020-11-22,5.858
2020-11-23,6.041
2020-11-24,6.327
2020-11-25,6.146
2020-11-26,6.146
2020-11-27,6.17
2020-11-28,6.17
2020-11-29,6.17
2020-11-30,6.016
2020-12-01,6.179
2020-12-02,6.089
2020-12-03,6.272
2020-12-04,6.625
2020-12-05,6.625
2020-12-06,6.625
2020-12-07,6.555
2020-12-08,6.593
2020-12-09,6.612
2020-12-10,6.514
2020-12-11,6.461
2020-12-12,6.461
2020-12-13,6.461
2020-12-14,6.505
2020-12-15,6.679
2020-12-16,6.748
2020-12-17,6.893
2020-12-18,6.684
2020-12-19,6.684
2020-12-20,6.684
2020-12-21,6.635
2020-12-22,6.648
2020-12-23,6.776
2020-12-24,6.691
2020-12-25,6.691
2020-12-26,6.691
2020-12-27,6.691
2020-12-28,6.664
2020-12-29,6.648
2020-12-30,6.717
2020-12-31,6.656
2021-01-01,6.656
2021-01-02,6.656
2021-01-03,6.656
2021-01-04,6.589
2021-01-05,6.704
2021-01-06,6.935
2021-01-07,7.132
2021-01-08,6.943
2021-01-09,6.943
2021-01-10,6.943
2021-01-11,6.851
2021-01-12,6.978
2021-01-13,6.811
2021-01-14,6.905
2021-01-15,6.688
2021-01-16,6.688
2021-01-17,6.688
2021-01-18,6.688
2021-01-19,6.824
2021-01-20,7.011
2021-01-21,7.028
2021-01-22,6.993
2021-01-23,6.993
2021-01-24,6.993
2021-01-25,6.784
2021-01-26,6.526
2021-01-27,6.168
2021-01-28,6.423
2021-01-29,5.585
2021-01-30,5.585
2021-01-31,5.585
2021-02-01,5.81
2021-02-02,5.881
2021-02-03,5.935
2021-02-04,5.676
2021-02-05,5.705
2021-02-06,5.705
2021-02-07,5.705
2021-02-08,6.14
2021-02-09,6.214
2021-02-10,6.196
2021-02-11,6.144
2021-02-12,6.125
2021-02-13,6.125
2021-02-14,6.125
2021-02-15,6.125
2021-02-16,6.233
2021-02-17,6.262
2021-02-18,6.204
2021-02-19,6.431
2021-02-20,6.431
2021-02-21,6.431
2021-02-22,6.512
2021-02-23,6.513
2021-02-24,6.453
2021-02-25,6.275
2021-02-26,6.371
2021-02-27,6.371
2021-02-28,6.371
2021-03-01,6.527
2021-03-02,6.512
2021-03-03,6.569
2021-03-04,6.368
2021-03-05,6.789
2021-03-06,6.789
2021-03-07,6.789
2021-03-08,6.93
2021-03-09,6.875
2021-03-10,7.052
2021-03-11,7.145
2021-03-12,7.251
2021-03-13,7.251
2021-03-14,7.251
2021-03-15,7.281
2021-03-16,7.25
2021-03-17,7.46
2021-03-18,7.238
2021-03-19,7.046
2021-03-20,7.046
2021-03-21,7.046
2021-03-22,6.88
2021-03-23,6.532
2021-03-24,6.563
2021-03-25,6.991
2021-03-26,7.212
2021-03-27,7.212
2021-03-28,7.212
2021-03-29,6.993
2021-03-30,7.178
2021-03-31,7.324
2021-04-01,7.279
2021-04-02,7.279
2021-04-03,7.279
2021-04-04,7.279
2021-04-05,7.34
2021-04-06,7.323
2021-04-07,7.235
2021-04-08,7.23
2021-04-09,7.233
2021-04-10,7.233
2021-04-11,7.233
2021-04-12,7.283
2021-04-13,7.146
2021-04-14,7.268
2021-04-15,7.303
2021-04-16,7.328
2021-04-17,7.328
2021-04-18,7.328
2021-04-19,7.252
2021-04-20,6.919
2021-04-21,7.255
2021-04-22,6.982
2021-04-23,7.227
2021-04-24,7.227
2021-04-25,7.227
2021-04-26,7.301
2021-04-27,7.564
2021-04-28,7.61
2021-04-29,7.377
2021-04-30,7.17
2021-05-01,7.17
2021-05-02,7.17
2021-05-03,7.238
2021-05-04,7.131
2021-05-05,7.333
2021-05-06,7.496
2021-05-07,7.3
2021-05-08,7.3
2021-05-09,7.3
2021-05-10,7.282
2021-05-11,7.129
2021-05-12,6.845
2021-05-13,6.972
2021-05-14,7.113
2021-05-15,7.113
2021-05-16,7.113
2021-05-17,7.067
2021-05-18,7.035
2021-05-19,7.016
2021-05-20,6.906
2021-05-21,7.192
2021-05-22,7.192
2021-05-23,7.192
2021-05-24,7.144
2021-05-25,7.103
2021-05-26,7.179
2021-05-27,7.354
2021-05-28,7.386
2021-05-29,7.386
2021-05-30,7.386
2021-05-31,7.386
2021-06-01,7.595
2021-06-02,7.57
2021-06-03,7.759
2021-06-04,7.694
2021-06-05,7.694
2021-06-06,7.694
2021-06-07,7.525
2021-06-08,7.55
2021-06-09,7.427
2021-06-10,7.269
2021-06-11,7.367
2021-06-12,7.367
2021-06-13,7.367
2021-06-14,7.167
2021-06-15,7.149
2021-06-16,6.949
2021-06-17,6.666
2021-06-18,6.483
2021-06-19,6.483
2021-06-20,6.483
2021-06-21,6.65
2021-06-22,6.742
2021-06-23,7.038
2021-06-24,7.091
2021-06-25,7.074
2021-06-26,7.074
2021-06-27,7.074
2021-06-28,6.958
2021-06-29,6.978
2021-06-30,6.969
2021-07-01,7.061
2021-07-02,7.045
2021-07-03,7.045
2021-07-04,7.045
2021-07-05,7.045
2021-07-06,6.851
2021-07-07,6.664
2021-07-08,6.697
2021-07-09,6.924
2021-07-10,6.924
2021-07-11,6.924
2021-07-12,6.876
2021-07-13,6.891
2021-07-14,6.892
2021-07-15,6.833
2021-07-16,6.486
2021-07-17,6.486
2021-07-18,6.486
2021-07-19,6.42
2021-07-20,6.658
2021-07-21,6.727
2021-07-22,6.605
2021-07-23,6.621
2021-07-24,6.621
2021-07-25,6.621
2021-07-26,6.692
2021-07-27,6.655
2021-07-28,6.738
2021-07-29,6.999
2021-07-30,6.936
2021-07-31,6.936
2021-08-01,6.936
2021-08-02,6.835
2021-08-03,6.881
2021-08-04,6.611
2021-08-05,6.714
2021-08-06,6.67
2021-08-07,6.67
2021-08-08,6.67
2021-08-09,6.657
2021-08-10,6.77
2021-08-11,6.848
2021-08-12,6.806
2021-08-13,6.874
2021-08-14,6.874
2021-08-15,6.874
2021-08-16,7.012
2021-08-17,6.737
2021-08-18,6.68
2021-08-19,6.389
2021-08-20,6.427
2021-08-21,6.427
2021-08-22,6.427
2021-08-23,6.551
2021-08-24,6.675
2021-08-25,6.699
2021-08-26,6.619
2021-08-27,6.794
2021-08-28,6.794
2021-08-29,6.794
2021-08-30,6.644
2021-08-31,6.606
2021-09-01,6.558
2021-09-02,6.621
2021-09-03,6.603
2021-09-04,6.603
2021-09-05,6.603
2021-09-06,6.603
2021-09-07,6.528
2021-09-08,6.509
2021-09-09,6.492
2021-09-10,6.413
2021-09-11,6.413
2021-09-12,6.413
2021-09-13,6.514
2021-09-14,6.525
2021-09-15,6.654
2021-09-16,6.422
2021-09-17,6.341
2021-09-18,6.341
2021-09-19,6.341
2021-09-20,6.098
2021-09-21,6.056
2021-09-22,6.208
2021-09-23,6.413
2021-09-24,6.445
2021-09-25,6.445
2021-09-26,6.445
2021-09-27,6.658
2021-09-28,6.648
2021-09-29,6.591
2021-09-30,6.507
2021-10-01,6.618
2021-10-02,6.618
2021-10-03,6.618
2021-10-04,6.64
2021-10-05,6.686
2021-10-06,6.534
2021-10-07,6.857
2021-10-08,6.996
2021-10-09,6.996
2021-10-10,6.996
2021-10-11,7.015
2021-10-12,7.214
2021-10-13,7.173
2021-10-14,7.362
2021-10-15,7.488
2021-10-16,7.488
2021-10-17,7.488
2021-10-18,7.309
2021-10-19,7.219
2021-10-20,7.203
2021-10-21,7.146
2021-10-22,6.978
2021-10-23,6.978
2021-10-24,6.978
2021-10-25,6.943
2021-10-26,6.733
2021-10-27,6.863
2021-10-28,6.978
2021-10-29,7.066
2021-10-30,7.066
2021-10-31,7.066
2021-11-01,7.248
2021-11-02,7.069
2021-11-03,7.063
2021-11-04,6.982
2021-11-05,7.014
2021-11-06,7.014
2021-11-07,7.014
2021-11-08,7.026
2021-11-09,7.089
2021-11-10,6.986
2021-11-11,6.997
2021-11-12,7.222
2021-11-13,7.222
2021-11-14,7.222
2021-11-15,7.357
2021-11-16,7.357
2021-11-17,7.122
2021-11-18,7.167
2021-11-19,6.983
2021-11-20,6.983
2021-11-21,6.983
2021-11-22,7.032
2021-11-23,7.124
2021-11-24,7.052
2021-11-25,7.052
2021-11-26,6.738
2021-11-27,6.738
2021-11-28,6.738
2021-11-29,6.65
2021-11-30,6.603
2021-12-01,6.678
2021-12-02,6.918
2021-12-03,6.877
2021-12-04,6.877
2021-12-05,6.877
2021-12-06,7.039
2021-12-07,7.241
2021-12-08,7.398
2021-12-09,7.265
2021-12-10,7.414
2021-12-11,7.414
2021-12-12,7.414
2021-12-13,7.262
2021-12-14,7.209
2021-12-15,6.935
2021-12-16,6.816
2021-12-17,6.693
2021-12-18,6.693
2021-12-19,6.693
2021-12-20,6.439
2021-12-21,6.553
2021-12-22,6.687
2021-12-23,6.909
2021-12-24,6.909
2021-12-25,6.909
2021-12-26,6.909
2021-12-27,7.076
2021-12-28,7.013
2021-12-29,6.985
2021-12-30,6.973
2021-12-31,7.022
2022-01-01,7.022
2022-01-02,7.022
2022-01-03,7.109
2022-01-04,7.403
2022-01-05,7.236
2022-01-06,7.321
2022-01-07,7.187
2022-01-08,7.187
2022-01-09,7.187
2022-01-10,7.147
2022-01-11,7.18
2022-01-12,7.123
2022-01-13,7.322
2022-01-14,7.231
2022-01-15,7.231
2022-01-16,7.231
2022-01-17,7.231
2022-01-18,7.107
2022-01-19,6.769
2022-01-20,6.485
2022-01-21,6.456
2022-01-22,6.456
2022-01-23,6.456
2022-01-24,6.593
2022-01-25,6.491
2022-01-26,6.501
2022-01-27,6.375
2022-01-28,6.24
2022-01-29,6.24
2022-01-30,6.24
2022-01-31,6.376
2022-02-01,6.506
2022-02-02,6.554
2022-02-03,6.346
2022-02-04,6.388
2022-02-05,6.388
2022-02-06,6.388
2022-02-07,6.498
2022-02-08,6.704
2022-02-09,6.776
2022-02-10,6.579
2022-02-11,6.337
2022-02-12,6.337
2022-02-13,6.337
2022-02-14,6.627
2022-02-15,6.96
2022-02-16,6.976
2022-02-17,6.85
2022-02-18,6.825
2022-02-19,6.825
2022-02-20,6.825
2022-02-21,6.825
2022-02-22,6.53
2022-02-23,6.509
2022-02-24,6.453
2022-02-25,6.631
2022-02-26,6.631
2022-02-27,6.631
2022-02-28,6.373
2022-03-01,5.833
2022-03-02,6.188
2022-03-03,6.118
2022-03-04,5.799
2022-03-05,5.799
2022-03-06,5.799
2022-03-07,5.231
2022-03-08,5.402
2022-03-09,5.722
2022-03-10,5.627
2022-03-11,5.531
2022-03-12,5.531
2022-03-13,5.531
2022-03-14,5.559
2022-03-15,5.625
2022-03-16,6.024
2022-03-17,5.978
2022-03-18,5.877
2022-03-19,5.877
2022-03-20,5.877
2022-03-21,5.827
2022-03-22,5.774
2022-03-23,5.691
2022-03-24,5.814
2022-03-25,5.838
2022-03-26,5.838
2022-03-27,5.838
2022-03-28,5.722
2022-03-29,6.002
2022-03-30,5.833
2022-03-31,5.712
2022-04-01,5.726
2022-04-02,5.726
2022-04-03,5.726
2022-04-04,5.732
2022-04-05,5.436
2022-04-06,5.341
2022-04-07,5.218
2022-04-08,5.289
2022-04-09,5.289
2022-04-10,5.289
2022-04-11,5.381
2022-04-12,5.381
2022-04-13,5.314
2022-04-14,5.304
2022-04-15,5.304
2022-04-16,5.304
2022-04-17,5.304
2022-04-18,5.355
2022-04-19,5.483
2022-04-20,5.561
2022-04-21,5.609
2022-04-22,5.426
2022-04-23,5.426
2022-04-24,5.426
2022-04-25,5.515
2022-04-26,5.322
2022-04-27,5.371
2022-04-28,5.552
2022-04-29,5.45
2022-04-30,5.45
2022-05-01,5.45
2022-05-02,5.531
2022-05-03,5.797
2022-05-04,5.978
2022-05-05,5.73
2022-05-06,5.738
2022-05-07,5.738
2022-05-08,5.738
2022-05-09,5.578
2022-05-10,5.618
2022-05-11,5.418
2022-05-12,5.498
2022-05-13,5.78
2022-05-14,5.78
2022-05-15,5.78
2022-05-16,5.58
2022-05-17,5.868
2022-05-18,5.666
2022-05-19,5.814
2022-05-20,5.785
2022-05-21,5.785
2022-05-22,5.785
2022-05-23,5.779
2022-05-24,5.574
2022-05-25,5.65
2022-05-26,5.876
2022-05-27,5.951
2022-05-28,5.951
2022-05-29,5.951
2022-05-30,5.951
2022-05-31,6.142
2022-06-01,6.174
2022-06-02,6.262
2022-06-03,6.124
2022-06-04,6.124
2022-06-05,6.124
2022-06-06,6.236
2022-06-07,6.314
2022-06-08,6.356
2022-06-09,6.286
2022-06-10,5.965
2022-06-11,5.965
2022-06-12,5.965
2022-06-13,5.672
2022-06-14,5.638
2022-06-15,5.889
2022-06-16,5.361
2022-06-17,5.444
2022-06-18,5.444
2022-06-19,5.444
2022-06-20,5.444
2022-06-21,5.732
2022-06-22,5.819
2022-06-23,5.751
2022-06-24,5.989
2022-06-25,5.989
2022-06-26,5.989
2022-06-27,5.979
2022-06-28,6.013
2022-06-29,5.822
2022-06-30,5.618
2022-07-01,5.656
2022-07-02,5.656
2022-07-03,5.656
2022-07-04,5.656
2022-07-05,5.652
2022-07-06,5.555
2022-07-07,5.868
2022-07-08,5.762
2022-07-09,5.762
2022-07-10,5.762
2022-07-11,5.65
2022-07-12,5.907
2022-07-13,5.807
2022-07-14,5.664
2022-07-15,5.837
2022-07-16,5.837
2022-07-17,5.837
2022-07-18,5.893
2022-07-19,6.307
2022-07-20,6.367
2022-07-21,6.541
2022-07-22,6.461
2022-07-23,6.461
2022-07-24,6.461
2022-07-25,6.536
2022-07-26,6.448
2022-07-27,6.633
2022-07-28,6.866
2022-07-29,6.917
2022-07-30,6.917
2022-07-31,6.917
2022-08-01,6.927
2022-08-02,6.983
2022-08-03,7.075
2022-08-04,6.712
2022-08-05,6.487
2022-08-06,6.487
2022-08-07,6.487
2022-08-08,6.672
2022-08-09,6.469
2022-08-10,6.675
2022-08-11,6.842
2022-08-12,6.917
2022-08-13,6.917
2022-08-14,6.917
2022-08-15,6.838
2022-08-16,6.835
2022-08-17,6.61
2022-08-18,6.721
2022-08-19,6.564
2022-08-20,6.564
2022-08-21,6.564
2022-08-22,6.161
2022-08-23,6.243
2022-08-24,6.32
2022-08-25,6.559
2022-08-26,6.295
2022-08-27,6.295
2022-08-28,6.295
2022-08-29,6.347
2022-08-30,6.337
2022-08-31,6.303
2022-09-01,6.309
2022-09-02,6.209
2022-09-03,6.209
2022-09-04,6.209
2022-09-05,6.209
2022-09-06,6.076
2022-09-07,6.292
2022-09-08,6.251
2022-09-09,6.397
2022-09-10,6.397
2022-09-11,6.397
2022-09-12,6.571
2022-09-13,6.34
2022-09-14,6.268
2022-09-15,6.272
2022-09-16,6.198
2022-09-17,6.198
2022-09-18,6.198
2022-09-19,6.311
2022-09-20,6.058
2022-09-21,5.806
2022-09-22,5.791
2022-09-23,5.604
2022-09-24,5.604
2022-09-25,5.604
2022-09-26,5.654
2022-09-27,5.731
2022-09-28,5.937
2022-09-29,5.666
2022-09-30,5.552
2022-10-01,5.552
2022-10-02,5.552
2022-10-03,5.711
2022-10-04,6.024
2022-10-05,5.944
2022-10-06,5.999
2022-10-07,5.861
2022-10-08,5.861
2022-10-09,5.861
2022-10-10,5.753
2022-10-11,5.744
2022-10-12,5.677
2022-10-13,5.769
2022-10-14,5.745
2022-10-15,5.745
2022-10-16,5.745
2022-10-17,6.104
2022-10-18,6.13
2022-10-19,6.102
2022-10-20,5.946
2022-10-21,6.203
2022-10-22,6.203
2022-10-23,6.203
2022-10-24,6.392
2022-10-25,6.594
2022-10-26,6.538
2022-10-27,6.577
2022-10-28,6.706
2022-10-29,6.706
2022-10-30,6.706
2022-10-31,6.716
2022-11-01,6.685
2022-11-02,6.568
2022-11-03,6.556
2022-11-04,7.069
2022-11-05,7.069
2022-11-06,7.069
2022-11-07,7.004
2022-11-08,7.011
2022-11-09,7.034
2022-11-10,7.455
2022-11-11,7.77
2022-11-12,7.77
2022-11-13,7.77
2022-11-14,7.589
2022-11-15,7.677
2022-11-16,7.321
2022-11-17,7.423
2022-11-18,7.57
2022-11-19,7.57
2022-11-20,7.57
2022-11-21,7.458
2022-11-22,7.525
2022-11-23,7.457
2022-11-24,7.457
2022-11-25,7.475
2022-11-26,7.475
2022-11-27,7.475
2022-11-28,7.28
2022-11-29,7.285
2022-11-30,7.498
2022-12-01,7.318
2022-12-02,7.202
2022-12-03,7.202
2022-12-04,7.202
2022-12-05,7.012
2022-12-06,7.058
2022-12-07,6.851
2022-12-08,6.84
2022-12-09,6.877
2022-12-10,6.877
2022-12-11,6.877
2022-12-12,6.988
2022-12-13,6.972
2022-12-14,6.897
2022-12-15,6.81
2022-12-16,6.635
2022-12-17,6.635
2022-12-18,6.635
2022-12-19,6.567
2022-12-20,6.612
2022-12-21,6.68
2022-12-22,6.457
2022-12-23,6.487
2022-12-24,6.487
2022-12-25,6.487
2022-12-26,6.487
2022-12-27,6.558
2022-12-28,6.437
2022-12-29,6.657
2022-12-30,6.599
2022-12-31,6.599
2023-01-01,6.599
2023-01-02,6.599
2023-01-03,6.697
2023-01-04,6.888
2023-01-05,6.826
2023-01-06,6.97
2023-01-07,6.97
2023-01-08,6.97
2023-01-09,6.982
2023-01-10,7.179
2023-01-11,7.237
2023-01-12,7.351
2023-01-13,7.376
2023-01-14,7.376
2023-01-15,7.376
2023-01-16,7.376
2023-01-17,7.32
2023-01-18,7.283
2023-01-19,7.184
2023-01-20,7.286
2023-01-21,7.286
2023-01-22,7.286
2023-01-23,7.404
2023-01-24,7.208
2023-01-25,7.2
2023-01-26,7.282
2023-01-27,7.509
2023-01-28,7.509
2023-01-29,7.509
2023-01-30,7.333
2023-01-31,7.65
2023-02-01,7.843
2023-02-02,7.899
2023-02-03,8.277
2023-02-04,8.277
2023-02-05,8.277
2023-02-06,8.506
2023-02-07,8.569
2023-02-08,8.481
2023-02-09,8.39
2023-02-10,8.361
2023-02-11,8.361
2023-02-12,8.361
2023-02-13,8.553
2023-02-14,8.638
2023-02-15,8.738
2023-02-16,8.889
2023-02-17,8.936
2023-02-18,8.936
2023-02-19,8.936
2023-02-20,8.936
2023-02-21,8.826
2023-02-22,8.919
2023-02-23,8.759
2023-02-24,8.71
2023-02-25,8.71
2023-02-26,8.71
2023-02-27,8.775
2023-02-28,8.682
2023-03-01,8.788
2023-03-02,8.719
2023-03-03,8.869
2023-03-04,8.869
2023-03-05,8.869
2023-03-06,8.746
2023-03-07,8.702
2023-03-08,8.686
2023-03-09,8.574
2023-03-10,8.417
2023-03-11,8.417
2023-03-12,8.417
2023-03-13,8.152
2023-03-14,8.723
2023-03-15,8.345
2023-03-16,8.579
2023-03-17,8.336
2023-03-18,8.336
2023-03-19,8.336
2023-03-20,8.412
2023-03-21,8.628
2023-03-22,8.45
2023-03-23,8.465
2023-03-24,8.551
2023-03-25,8.551
2023-03-26,8.551
2023-03-27,8.487
2023-03-28,8.468
2023-03-29,8.494
2023-03-30,8.562
2023-03-31,8.645
2023-04-01,8.645
2023-04-02,8.645
2023-04-03,8.554
2023-04-04,8.429
2023-04-05,8.269
2023-04-06,8.162
2023-04-07,8.162
2023-04-08,8.162
2023-04-09,8.162
2023-04-10,8.318
2023-04-11,8.383
2023-04-12,8.344
2023-04-13,8.393
2023-04-14,8.38
2023-04-15,8.38
2023-04-16,8.38
2023-04-17,8.335
2023-04-18,8.462
2023-04-19,8.391
2023-04-20,8.365
2023-04-21,8.199
2023-04-22,8.199
2023-04-23,8.199
2023-04-24,8.271
2023-04-25,8.129
2023-04-26,8.092
2023-04-27,7.938
2023-04-28,7.914
2023-04-29,7.914
2023-04-30,7.914
2023-05-01,7.863
2023-05-02,7.729
2023-05-03,7.556
2023-05-04,7.369
2023-05-05,7.658
2023-05-06,7.658
2023-05-07,7.658
2023-05-08,7.895
2023-05-09,7.752
2023-05-10,7.7
2023-05-11,7.78
2023-05-12,7.636
2023-05-13,7.636
2023-05-14,7.636
2023-05-15,7.604
2023-05-16,7.482
2023-05-17,7.622
2023-05-18,7.708
2023-05-19,7.756
2023-05-20,7.756
2023-05-21,7.756
2023-05-22,7.822
2023-05-23,7.791
2023-05-24,7.697
2023-05-25,7.712
2023-05-26,7.914
2023-05-27,7.914
2023-05-28,7.914
2023-05-29,7.914
2023-05-30,7.934
2023-05-31,7.618
2023-06-01,7.806
2023-06-02,8.14
2023-06-03,8.14
2023-06-04,8.14
2023-06-05,8.033
2023-06-06,8.265
2023-06-07,8.498
2023-06-08,8.423
2023-06-09,8.631
2023-06-10,8.631
2023-06-11,8.631
2023-06-12,8.86
2023-06-13,8.931
2023-06-14,9.04
2023-06-15,8.968
2023-06-16,8.942
2023-06-17,8.942
2023-06-18,8.942
2023-06-19,8.942
2023-06-20,8.897
2023-06-21,8.803
2023-06-22,8.585
2023-06-23,8.509
2023-06-24,8.509
2023-06-25,8.509
2023-06-26,8.658
2023-06-27,8.749
2023-06-28,8.71
2023-06-29,8.79
2023-06-30,8.858
2023-07-01,8.858
2023-07-02,8.858
2023-07-03,8.956
2023-07-04,8.956
2023-07-05,8.87
2023-07-06,8.966
2023-07-07,9.153
2023-07-08,9.153
2023-07-09,9.153
2023-07-10,9.006
2023-07-11,9.201
2023-07-12,9.362
2023-07-13,9.401
2023-07-14,9.183
2023-07-15,9.183
2023-07-16,9.183
2023-07-17,9.025
2023-07-18,9.051
2023-07-19,9.071
2023-07-20,9.037
2023-07-21,9.109
2023-07-22,9.109
2023-07-23,9.109
2023-07-24,9.19
2023-07-25,9.088
2023-07-26,9.222
2023-07-27,9.224
2023-07-28,9.359
2023-07-29,9.359
2023-07-30,9.359
2023-07-31,9.374
2023-08-01,9.312
2023-08-02,9.108
2023-08-03,9.235
2023-08-04,9.171
2023-08-05,9.171
2023-08-06,9.171
2023-08-07,9.293
2023-08-08,9.233
2023-08-09,9.085
2023-08-10,8.971
2023-08-11,8.617
2023-08-12,8.617
2023-08-13,8.617
2023-08-14,8.71
2023-08-15,8.626
2023-08-16,8.512
2023-08-17,8.5
2023-08-18,8.554
2023-08-19,8.554
2023-08-20,8.554
2023-08-21,8.538
