,OMC US Equity
2023-06-23,11.594
2023-06-24,11.594
2023-06-25,11.594
2023-06-26,11.726
2023-06-27,12.038
2023-06-28,12.005
2023-06-29,11.712
2023-06-30,11.839
2023-07-01,11.839
2023-07-02,11.839
2023-07-03,11.89
2023-07-04,11.89
2023-07-05,11.697
2023-07-06,11.476
2023-07-07,11.581
2023-07-08,11.581
2023-07-09,11.581
2023-07-10,11.598
2023-07-11,11.988
2023-07-12,11.855
2023-07-13,12.005
2023-07-14,11.992
2023-07-15,11.992
2023-07-16,11.992
2023-07-17,12.24
2023-07-18,12.196
2023-07-19,10.968
2023-07-20,11.027
2023-07-21,10.487
2023-07-22,10.487
2023-07-23,10.487
2023-07-24,10.405
2023-07-25,10.344
2023-07-26,10.382
2023-07-27,10.311
2023-07-28,10.337
2023-07-29,10.337
2023-07-30,10.337
2023-07-31,10.596
2023-08-01,10.372
2023-08-02,10.35
2023-08-03,10.256
2023-08-04,10.216
2023-08-05,10.216
2023-08-06,10.216
2023-08-07,10.282
2023-08-08,10.138
2023-08-09,10.132
2023-08-10,10.057
2023-08-11,10.069
2023-08-12,10.069
2023-08-13,10.069
2023-08-14,10.074
2023-08-15,10.088
2023-08-16,10.02
2023-08-17,9.909
2023-08-18,10.069
2023-08-19,10.069
2023-08-20,10.069
2023-08-21,9.996
2023-08-22,9.972
2023-08-23,10.091
2023-08-24,9.992
2023-08-25,10.062
2023-08-26,10.062
2023-08-27,10.062
2023-08-28,10.136
2023-08-29,10.17
2023-08-30,10.192
2023-08-31,10.207
2023-09-01,10.075
2023-09-02,10.075
2023-09-03,10.075
2023-09-04,10.075
2023-09-05,10.007
2023-09-06,10.07
2023-09-07,9.995
2023-09-08,9.911
2023-09-09,9.911
2023-09-10,9.911
2023-09-11,9.977
2023-09-12,9.932
2023-09-13,9.769
2023-09-14,9.847
2023-09-15,9.724
2023-09-16,9.724
2023-09-17,9.724
2023-09-18,9.724
2023-09-19,9.639
2023-09-20,9.48
2023-09-21,9.46
2023-09-22,9.365
2023-09-23,9.365
2023-09-24,9.365
2023-09-25,9.449
2023-09-26,9.304
2023-09-27,9.295
2023-09-28,9.379
2023-09-29,9.433
2023-09-30,9.433
2023-10-01,9.433
2023-10-02,9.281
2023-10-03,9.168
2023-10-04,9.273
2023-10-05,9.227
2023-10-06,9.397
2023-10-07,9.397
2023-10-08,9.397
2023-10-09,9.479
2023-10-10,9.527
2023-10-11,9.48
2023-10-12,9.572
2023-10-13,9.443
2023-10-14,9.443
2023-10-15,9.443
2023-10-16,9.636
2023-10-17,9.698
2023-10-18,9.526
2023-10-19,9.383
2023-10-20,9.348
2023-10-21,9.348
2023-10-22,9.348
2023-10-23,9.555
2023-10-24,9.417
2023-10-25,9.405
2023-10-26,9.391
2023-10-27,9.354
2023-10-28,9.354
2023-10-29,9.354
2023-10-30,9.421
2023-10-31,9.471
2023-11-01,9.416
2023-11-02,9.684
2023-11-03,9.807
2023-11-04,9.807
2023-11-05,9.807
2023-11-06,9.732
2023-11-07,9.682
2023-11-08,9.557
2023-11-09,9.468
2023-11-10,9.564
2023-11-11,9.564
2023-11-12,9.564
2023-11-13,9.561
2023-11-14,9.879
2023-11-15,9.871
2023-11-16,9.72
2023-11-17,9.984
2023-11-18,9.984
2023-11-19,9.984
2023-11-20,9.998
2023-11-21,9.934
2023-11-22,10.022
2023-11-23,10.022
2023-11-24,10.114
2023-11-25,10.114
2023-11-26,10.114
2023-11-27,10.001
2023-11-28,9.994
2023-11-29,10.076
2023-11-30,10.182
2023-12-01,10.331
2023-12-02,10.331
2023-12-03,10.331
2023-12-04,10.379
2023-12-05,10.254
2023-12-06,10.323
2023-12-07,10.342
2023-12-08,10.322
2023-12-09,10.322
2023-12-10,10.322
2023-12-11,10.588
2023-12-12,10.577
2023-12-13,10.573
2023-12-14,10.888
2023-12-15,10.911
2023-12-16,10.911
2023-12-17,10.911
2023-12-18,10.867
2023-12-19,10.912
2023-12-20,10.793
2023-12-21,10.97
2023-12-22,10.926
2023-12-23,10.926
2023-12-24,10.926
2023-12-25,10.926
2023-12-26,11.005
2023-12-27,10.997
2023-12-28,11.008
2023-12-29,10.981
2023-12-30,10.981
2023-12-31,10.981
2024-01-01,10.981
2024-01-02,11.074
2024-01-03,10.788
2024-01-04,10.8
2024-01-05,10.894
2024-01-06,10.894
2024-01-07,10.894
2024-01-08,11.19
2024-01-09,11.212
2024-01-10,11.186
2024-01-11,11.254
2024-01-12,11.205
2024-01-13,11.205
2024-01-14,11.205
2024-01-15,11.205
2024-01-16,11.164
2024-01-17,11.064
2024-01-18,11.097
2024-01-19,11.089
2024-01-20,11.089
2024-01-21,11.089
2024-01-22,11.203
2024-01-23,11.313
2024-01-24,11.27
2024-01-25,11.501
2024-01-26,11.489
2024-01-27,11.489
2024-01-28,11.489
2024-01-29,11.579
2024-01-30,11.584
2024-01-31,11.457
2024-02-01,11.385
2024-02-02,11.404
2024-02-03,11.404
2024-02-04,11.404
2024-02-05,11.257
2024-02-06,11.284
2024-02-07,10.997
2024-02-08,11.079
2024-02-09,10.818
2024-02-10,10.818
2024-02-11,10.818
2024-02-12,11.056
2024-02-13,10.889
2024-02-14,10.972
2024-02-15,11.125
2024-02-16,11.186
2024-02-17,11.186
2024-02-18,11.186
2024-02-19,11.186
2024-02-20,11.336
2024-02-21,11.369
2024-02-22,11.329
2024-02-23,11.367
2024-02-24,11.367
2024-02-25,11.367
2024-02-26,11.429
2024-02-27,11.438
2024-02-28,11.302
2024-02-29,11.34
2024-03-01,11.346
2024-03-02,11.346
2024-03-03,11.346
2024-03-04,11.443
2024-03-05,11.426
2024-03-06,11.647
2024-03-07,11.922
2024-03-08,11.877
2024-03-09,11.877
2024-03-10,11.877
2024-03-11,12.229
2024-03-12,12.286
2024-03-13,12.376
2024-03-14,11.934
2024-03-15,11.886
2024-03-16,11.886
2024-03-17,11.886
2024-03-18,12.005
2024-03-19,12.083
2024-03-20,12.2
2024-03-21,12.207
2024-03-22,12.163
2024-03-23,12.163
2024-03-24,12.163
2024-03-25,12.029
2024-03-26,11.953
2024-03-27,12.26
2024-03-28,12.459
2024-03-29,12.459
2024-03-30,12.459
2024-03-31,12.459
2024-04-01,12.436
2024-04-02,12.273
2024-04-03,12.208
2024-04-04,11.993
2024-04-05,11.926
2024-04-06,11.926
2024-04-07,11.926
2024-04-08,11.986
