,ED US Equity
2020-09-07,11.885
2020-09-08,11.846
2020-09-09,11.864
2020-09-10,11.841
2020-09-11,11.836
2020-09-12,11.836
2020-09-13,11.836
2020-09-14,12.077
2020-09-15,12.118
2020-09-16,12.315
2020-09-17,12.355
2020-09-18,12.022
2020-09-19,12.022
2020-09-20,12.022
2020-09-21,11.852
2020-09-22,11.992
2020-09-23,11.931
2020-09-24,12.03
2020-09-25,12.329
2020-09-26,12.329
2020-09-27,12.329
2020-09-28,12.419
2020-09-29,12.526
2020-09-30,12.66
2020-10-01,12.861
2020-10-02,12.98
2020-10-03,12.98
2020-10-04,12.98
2020-10-05,13.006
2020-10-06,13.141
2020-10-07,13.153
2020-10-08,13.387
2020-10-09,13.432
2020-10-10,13.432
2020-10-11,13.432
2020-10-12,13.488
2020-10-13,13.395
2020-10-14,13.382
2020-10-15,13.301
2020-10-16,13.294
2020-10-17,13.294
2020-10-18,13.294
2020-10-19,13.326
2020-10-20,13.295
2020-10-21,13.25
2020-10-22,13.433
2020-10-23,13.46
2020-10-24,13.46
2020-10-25,13.46
2020-10-26,13.648
2020-10-27,13.699
2020-10-28,13.222
2020-10-29,13.158
2020-10-30,12.947
2020-10-31,12.947
2020-11-01,12.947
2020-11-02,13.16
2020-11-03,14.177
2020-11-04,13.871
2020-11-05,13.9
2020-11-06,13.564
2020-11-07,13.564
2020-11-08,13.564
2020-11-09,13.822
2020-11-10,14.31
2020-11-11,14.247
2020-11-12,14.036
2020-11-13,14.232
2020-11-14,14.232
2020-11-15,14.232
2020-11-16,14.42
2020-11-17,13.946
2020-11-18,13.671
2020-11-19,13.567
2020-11-20,13.618
2020-11-21,13.618
2020-11-22,13.618
2020-11-23,13.65
2020-11-24,13.792
2020-11-25,13.842
2020-11-26,13.842
2020-11-27,13.685
2020-11-28,13.685
2020-11-29,13.685
2020-11-30,13.418
2020-12-01,13.534
2020-12-02,13.555
2020-12-03,13.358
2020-12-04,13.252
2020-12-05,13.252
2020-12-06,13.252
2020-12-07,13.17
2020-12-08,13.12
2020-12-09,13.064
2020-12-10,12.907
2020-12-11,12.874
2020-12-12,12.874
2020-12-13,12.874
2020-12-14,12.742
2020-12-15,12.846
2020-12-16,12.626
2020-12-17,12.603
2020-12-18,12.52
2020-12-19,12.52
2020-12-20,12.52
2020-12-21,12.309
2020-12-22,12.256
2020-12-23,12.33
2020-12-24,12.395
2020-12-25,12.395
2020-12-26,12.395
2020-12-27,12.395
2020-12-28,12.54
2020-12-29,12.452
2020-12-30,12.497
2020-12-31,12.617
2021-01-01,12.617
2021-01-02,12.617
2021-01-03,12.617
2021-01-04,12.336
2021-01-05,12.198
2021-01-06,12.458
2021-01-07,12.205
2021-01-08,12.209
2021-01-09,12.209
2021-01-10,12.209
2021-01-11,11.999
2021-01-12,11.952
2021-01-13,12.249
2021-01-14,12.047
2021-01-15,12.247
2021-01-16,12.247
2021-01-17,12.247
2021-01-18,12.247
2021-01-19,12.226
2021-01-20,12.307
2021-01-21,12.168
2021-01-22,12.112
2021-01-23,12.112
2021-01-24,12.112
2021-01-25,12.455
2021-01-26,12.392
2021-01-27,12.033
2021-01-28,11.809
2021-01-29,11.905
2021-01-30,11.905
2021-01-31,11.905
2021-02-01,11.9
2021-02-02,11.817
2021-02-03,11.859
2021-02-04,11.873
2021-02-05,12.026
2021-02-06,12.026
2021-02-07,12.026
2021-02-08,11.989
2021-02-09,12.001
2021-02-10,12.162
2021-02-11,12.08
2021-02-12,11.952
2021-02-13,11.952
2021-02-14,11.952
2021-02-15,11.952
2021-02-16,11.912
2021-02-17,11.931
2021-02-18,12.09
2021-02-19,11.772
2021-02-20,11.772
2021-02-21,11.772
2021-02-22,12.355
2021-02-23,12.3
2021-02-24,12.115
2021-02-25,12.206
2021-02-26,11.933
2021-02-27,11.933
2021-02-28,11.933
2021-03-01,12.186
2021-03-02,12.193
2021-03-03,12.257
2021-03-04,12.171
2021-03-05,12.415
2021-03-06,12.415
2021-03-07,12.415
2021-03-08,12.633
2021-03-09,12.667
2021-03-10,12.791
2021-03-11,12.691
2021-03-12,12.895
2021-03-13,12.895
2021-03-14,12.895
2021-03-15,13.055
2021-03-16,13.102
2021-03-17,13.049
2021-03-18,13.127
2021-03-19,13.142
2021-03-20,13.142
2021-03-21,13.142
2021-03-22,13.096
2021-03-23,13.313
2021-03-24,13.432
2021-03-25,13.585
2021-03-26,13.616
2021-03-27,13.616
2021-03-28,13.616
2021-03-29,13.801
2021-03-30,13.605
2021-03-31,13.682
2021-04-01,13.589
2021-04-02,13.589
2021-04-03,13.589
2021-04-04,13.589
2021-04-05,13.77
2021-04-06,13.845
2021-04-07,13.776
2021-04-08,13.741
2021-04-09,13.75
2021-04-10,13.75
2021-04-11,13.75
2021-04-12,13.854
2021-04-13,13.955
2021-04-14,14.008
2021-04-15,14.198
2021-04-16,14.385
2021-04-17,14.385
2021-04-18,14.385
2021-04-19,14.411
2021-04-20,14.595
2021-04-21,14.413
2021-04-22,14.367
2021-04-23,14.245
2021-04-24,14.245
2021-04-25,14.245
2021-04-26,14.139
2021-04-27,14.014
2021-04-28,14.017
2021-04-29,14.109
2021-04-30,14.238
2021-05-01,14.238
2021-05-02,14.238
2021-05-03,14.301
2021-05-04,14.369
2021-05-05,14.142
2021-05-06,14.245
2021-05-07,14.287
2021-05-08,14.287
2021-05-09,14.287
2021-05-10,14.609
2021-05-11,14.522
2021-05-12,14.258
2021-05-13,14.511
2021-05-14,14.454
2021-05-15,14.454
2021-05-16,14.454
2021-05-17,14.41
2021-05-18,14.37
2021-05-19,14.415
2021-05-20,14.496
2021-05-21,14.596
2021-05-22,14.596
2021-05-23,14.596
2021-05-24,14.489
2021-05-25,14.383
2021-05-26,14.418
2021-05-27,14.209
2021-05-28,14.278
2021-05-29,14.278
2021-05-30,14.278
2021-05-31,14.278
2021-06-01,14.128
2021-06-02,14.14
2021-06-03,14.226
2021-06-04,14.122
2021-06-05,14.122
2021-06-06,14.122
2021-06-07,14.135
2021-06-08,13.948
2021-06-09,14.056
2021-06-10,14.086
2021-06-11,14.12
2021-06-12,14.12
2021-06-13,14.12
2021-06-14,14.215
2021-06-15,14.215
2021-06-16,13.936
2021-06-17,13.947
2021-06-18,13.619
2021-06-19,13.619
2021-06-20,13.619
2021-06-21,13.747
2021-06-22,13.614
2021-06-23,13.433
2021-06-24,13.426
2021-06-25,13.506
2021-06-26,13.506
2021-06-27,13.506
2021-06-28,13.497
2021-06-29,13.173
2021-06-30,13.113
2021-07-01,13.263
2021-07-02,13.25
2021-07-03,13.25
2021-07-04,13.25
2021-07-05,13.25
2021-07-06,13.336
2021-07-07,13.409
2021-07-08,13.413
2021-07-09,13.402
2021-07-10,13.402
2021-07-11,13.402
2021-07-12,13.413
2021-07-13,13.25
2021-07-14,13.352
2021-07-15,13.565
2021-07-16,13.669
2021-07-17,13.669
2021-07-18,13.669
2021-07-19,13.458
2021-07-20,13.421
2021-07-21,13.277
2021-07-22,13.325
2021-07-23,13.533
2021-07-24,13.533
2021-07-25,13.533
2021-07-26,13.492
2021-07-27,13.779
2021-07-28,13.607
2021-07-29,13.595
2021-07-30,13.458
2021-07-31,13.458
2021-08-01,13.458
2021-08-02,13.591
2021-08-03,13.655
2021-08-04,13.658
2021-08-05,13.757
2021-08-06,13.827
2021-08-07,13.827
2021-08-08,13.827
2021-08-09,13.928
2021-08-10,13.988
2021-08-11,14.12
2021-08-12,14.144
2021-08-13,14.234
2021-08-14,14.234
2021-08-15,14.234
2021-08-16,14.327
2021-08-17,14.284
2021-08-18,14.165
2021-08-19,14.205
2021-08-20,14.253
2021-08-21,14.253
2021-08-22,14.253
2021-08-23,14.038
2021-08-24,13.896
2021-08-25,13.942
2021-08-26,13.933
2021-08-27,14.01
2021-08-28,14.01
2021-08-29,14.01
2021-08-30,14.024
2021-08-31,13.978
2021-09-01,14.161
2021-09-02,14.289
2021-09-03,14.135
2021-09-04,14.135
2021-09-05,14.135
2021-09-06,14.135
2021-09-07,13.872
2021-09-08,14.25
2021-09-09,14.15
2021-09-10,13.837
2021-09-11,13.837
2021-09-12,13.837
2021-09-13,13.785
2021-09-14,13.745
2021-09-15,13.708
2021-09-16,13.646
2021-09-17,13.537
2021-09-18,13.537
2021-09-19,13.537
2021-09-20,13.582
2021-09-21,13.533
2021-09-22,13.57
2021-09-23,13.544
2021-09-24,13.524
2021-09-25,13.524
2021-09-26,13.524
2021-09-27,13.437
2021-09-28,13.368
2021-09-29,13.607
2021-09-30,13.448
2021-10-01,13.273
2021-10-02,13.273
2021-10-03,13.273
2021-10-04,13.573
2021-10-05,13.54
2021-10-06,13.831
2021-10-07,13.78
2021-10-08,13.611
2021-10-09,13.611
2021-10-10,13.611
2021-10-11,13.695
2021-10-12,14.022
2021-10-13,14.089
2021-10-14,14.019
2021-10-15,13.796
2021-10-16,13.796
2021-10-17,13.796
2021-10-18,13.634
2021-10-19,13.791
2021-10-20,14.124
2021-10-21,14.11
2021-10-22,14.232
2021-10-23,14.232
2021-10-24,14.232
2021-10-25,14.193
2021-10-26,14.268
2021-10-27,14.213
2021-10-28,14.269
2021-10-29,14.103
2021-10-30,14.103
2021-10-31,14.103
2021-11-01,14.236
2021-11-02,14.298
2021-11-03,14.399
2021-11-04,14.268
2021-11-05,14.629
2021-11-06,14.629
2021-11-07,14.629
2021-11-08,14.412
2021-11-09,14.557
2021-11-10,14.582
2021-11-11,14.511
2021-11-12,14.43
2021-11-13,14.43
2021-11-14,14.43
2021-11-15,14.733
2021-11-16,14.644
2021-11-17,14.64
2021-11-18,14.67
2021-11-19,14.794
2021-11-20,14.794
2021-11-21,14.794
2021-11-22,14.897
2021-11-23,15.011
2021-11-24,15.02
2021-11-25,15.02
2021-11-26,14.916
2021-11-27,14.916
2021-11-28,14.916
2021-11-29,15.234
2021-11-30,14.736
2021-12-01,14.793
2021-12-02,14.935
2021-12-03,15.272
2021-12-04,15.272
2021-12-05,15.272
2021-12-06,15.427
2021-12-07,15.534
2021-12-08,15.528
2021-12-09,15.557
2021-12-10,15.734
2021-12-11,15.734
2021-12-12,15.734
2021-12-13,15.832
2021-12-14,15.775
2021-12-15,16.031
2021-12-16,16.064
2021-12-17,15.899
2021-12-18,15.899
2021-12-19,15.899
2021-12-20,15.94
2021-12-21,15.813
2021-12-22,15.904
2021-12-23,15.889
2021-12-24,15.889
2021-12-25,15.889
2021-12-26,15.889
2021-12-27,15.882
2021-12-28,16.009
2021-12-29,16.141
2021-12-30,16.157
2021-12-31,16.183
2022-01-01,16.183
2022-01-02,16.183
2022-01-03,16.147
2022-01-04,16.117
2022-01-05,16.227
2022-01-06,16.193
2022-01-07,16.25
2022-01-08,16.25
2022-01-09,16.25
2022-01-10,16.061
2022-01-11,15.737
2022-01-12,15.753
2022-01-13,15.895
2022-01-14,15.816
2022-01-15,15.816
2022-01-16,15.816
2022-01-17,15.816
2022-01-18,15.526
2022-01-19,15.572
2022-01-20,15.551
2022-01-21,15.669
2022-01-22,15.669
2022-01-23,15.669
2022-01-24,15.507
2022-01-25,15.489
2022-01-26,15.407
2022-01-27,15.669
2022-01-28,16.023
2022-01-29,16.023
2022-01-30,16.023
2022-01-31,16.29
2022-02-01,16.215
2022-02-02,16.422
2022-02-03,16.392
2022-02-04,16.223
2022-02-05,16.223
2022-02-06,16.223
2022-02-07,16.319
2022-02-08,16.285
2022-02-09,16.277
2022-02-10,15.834
2022-02-11,15.878
2022-02-12,15.878
2022-02-13,15.878
2022-02-14,15.644
2022-02-15,15.479
2022-02-16,15.378
2022-02-17,15.452
2022-02-18,15.986
2022-02-19,15.986
2022-02-20,15.986
2022-02-21,15.986
2022-02-22,16.035
2022-02-23,15.946
2022-02-24,15.74
2022-02-25,16.237
2022-02-26,16.237
2022-02-27,16.237
2022-02-28,16.205
2022-03-01,16.105
2022-03-02,16.394
2022-03-03,16.654
2022-03-04,16.954
2022-03-05,16.954
2022-03-06,16.954
2022-03-07,17.003
2022-03-08,16.741
2022-03-09,16.671
2022-03-10,16.772
2022-03-11,16.747
2022-03-12,16.747
2022-03-13,16.747
2022-03-14,16.727
2022-03-15,16.892
2022-03-16,16.75
2022-03-17,16.819
2022-03-18,16.574
2022-03-19,16.574
2022-03-20,16.574
2022-03-21,16.502
2022-03-22,16.45
2022-03-23,16.57
2022-03-24,16.841
2022-03-25,17.045
2022-03-26,17.045
2022-03-27,17.045
2022-03-28,17.113
2022-03-29,17.199
2022-03-30,17.408
2022-03-31,17.399
2022-04-01,17.662
2022-04-02,17.662
2022-04-03,17.662
2022-04-04,17.509
2022-04-05,17.638
2022-04-06,18.068
2022-04-07,17.914
2022-04-08,17.978
2022-04-09,17.978
2022-04-10,17.978
2022-04-11,17.759
2022-04-12,17.979
2022-04-13,17.998
2022-04-14,18.021
2022-04-15,18.021
2022-04-16,18.021
2022-04-17,18.021
2022-04-18,17.821
2022-04-19,18.011
2022-04-20,18.056
2022-04-21,18.015
2022-04-22,17.703
2022-04-23,17.703
2022-04-24,17.703
2022-04-25,17.654
2022-04-26,17.49
2022-04-27,17.411
2022-04-28,17.542
2022-04-29,17.046
2022-04-30,17.046
2022-05-01,17.046
2022-05-02,16.911
2022-05-03,16.961
2022-05-04,17.185
2022-05-05,17.034
2022-05-06,17.223
2022-05-07,17.223
2022-05-08,17.223
2022-05-09,17.306
2022-05-10,16.989
2022-05-11,17.288
2022-05-12,17.301
2022-05-13,17.346
2022-05-14,17.346
2022-05-15,17.346
2022-05-16,17.281
2022-05-17,17.51
2022-05-18,17.459
2022-05-19,17.386
2022-05-20,17.56
2022-05-21,17.56
2022-05-22,17.56
2022-05-23,17.896
2022-05-24,18.392
2022-05-25,18.38
2022-05-26,18.326
2022-05-27,18.456
2022-05-28,18.456
2022-05-29,18.456
2022-05-30,18.456
2022-05-31,18.189
2022-06-01,18.074
2022-06-02,18.064
2022-06-03,17.942
2022-06-04,17.942
2022-06-05,17.942
2022-06-06,17.962
2022-06-07,18.032
2022-06-08,17.768
2022-06-09,17.305
2022-06-10,17.422
2022-06-11,17.422
2022-06-12,17.422
2022-06-13,16.69
2022-06-14,16.256
2022-06-15,16.159
2022-06-16,16.053
2022-06-17,15.908
2022-06-18,15.908
2022-06-19,15.908
2022-06-20,15.908
2022-06-21,16.152
2022-06-22,16.278
2022-06-23,16.735
2022-06-24,17.032
2022-06-25,17.032
2022-06-26,17.032
2022-06-27,17.148
2022-06-28,17.25
2022-06-29,17.36
2022-06-30,17.427
2022-07-01,17.819
2022-07-02,17.819
2022-07-03,17.819
2022-07-04,17.819
2022-07-05,16.985
2022-07-06,17.06
2022-07-07,16.914
2022-07-08,16.853
2022-07-09,16.853
2022-07-10,16.853
2022-07-11,17.029
2022-07-12,17.009
2022-07-13,16.956
2022-07-14,17.013
2022-07-15,17.115
2022-07-16,17.115
2022-07-17,17.115
2022-07-18,16.791
2022-07-19,16.945
2022-07-20,16.655
2022-07-21,16.685
2022-07-22,16.982
2022-07-23,16.982
2022-07-24,16.982
2022-07-25,17.285
2022-07-26,17.519
2022-07-27,17.579
2022-07-28,18.092
2022-07-29,18.237
2022-07-30,18.237
2022-07-31,18.237
2022-08-01,18.064
2022-08-02,18.013
2022-08-03,18.022
2022-08-04,17.902
2022-08-05,17.858
2022-08-06,17.858
2022-08-07,17.858
2022-08-08,18.096
2022-08-09,18.231
2022-08-10,18.246
2022-08-11,18.152
2022-08-12,18.268
2022-08-13,18.268
2022-08-14,18.268
2022-08-15,18.486
2022-08-16,18.593
2022-08-17,18.705
2022-08-18,18.77
2022-08-19,18.699
2022-08-20,18.699
2022-08-21,18.699
2022-08-22,18.487
2022-08-23,18.359
2022-08-24,18.381
2022-08-25,18.489
2022-08-26,18.316
2022-08-27,18.316
2022-08-28,18.316
2022-08-29,18.443
2022-08-30,18.274
2022-08-31,18.169
2022-09-01,18.485
2022-09-02,18.307
2022-09-03,18.307
2022-09-04,18.307
2022-09-05,18.307
2022-09-06,18.186
2022-09-07,18.833
2022-09-08,18.727
2022-09-09,18.762
2022-09-10,18.762
2022-09-11,18.762
2022-09-12,18.961
2022-09-13,18.385
2022-09-14,18.599
2022-09-15,18.165
2022-09-16,18.122
2022-09-17,18.122
2022-09-18,18.122
2022-09-19,18.32
2022-09-20,18.115
2022-09-21,17.905
2022-09-22,17.952
2022-09-23,17.775
2022-09-24,17.775
2022-09-25,17.775
2022-09-26,17.347
2022-09-27,16.9
2022-09-28,16.91
2022-09-29,16.321
2022-09-30,15.967
2022-10-01,15.967
2022-10-02,15.967
2022-10-03,16.305
2022-10-04,16.575
2022-10-05,16.052
2022-10-06,15.624
2022-10-07,15.183
2022-10-08,15.183
2022-10-09,15.183
2022-10-10,15.166
2022-10-11,15.187
2022-10-12,14.791
2022-10-13,15.289
2022-10-14,15.245
2022-10-15,15.245
2022-10-16,15.245
2022-10-17,15.451
2022-10-18,15.82
2022-10-19,15.703
2022-10-20,15.456
2022-10-21,15.721
2022-10-22,15.721
2022-10-23,15.721
2022-10-24,15.688
2022-10-25,15.903
2022-10-26,15.883
2022-10-27,16.009
2022-10-28,16.385
2022-10-29,16.385
2022-10-30,16.385
2022-10-31,16.294
2022-11-01,16.305
2022-11-02,16.34
2022-11-03,16.437
2022-11-04,16.679
2022-11-05,16.679
2022-11-06,16.679
2022-11-07,16.236
2022-11-08,16.426
2022-11-09,16.307
2022-11-10,16.917
2022-11-11,16.548
2022-11-12,16.548
2022-11-13,16.548
2022-11-14,16.587
2022-11-15,16.804
2022-11-16,17.111
2022-11-17,17.012
2022-11-18,17.521
2022-11-19,17.521
2022-11-20,17.521
2022-11-21,17.665
2022-11-22,17.862
2022-11-23,18.134
2022-11-24,18.134
2022-11-25,18.29
2022-11-26,18.29
2022-11-27,18.29
2022-11-28,18.11
2022-11-29,18.065
2022-11-30,18.391
2022-12-01,18.356
2022-12-02,18.262
2022-12-03,18.262
2022-12-04,18.262
2022-12-05,18.266
2022-12-06,18.301
2022-12-07,18.119
2022-12-08,18.307
2022-12-09,18.108
2022-12-10,18.108
2022-12-11,18.108
2022-12-12,18.45
2022-12-13,18.549
2022-12-14,18.536
2022-12-15,18.253
2022-12-16,17.913
2022-12-17,17.913
2022-12-18,17.913
2022-12-19,17.853
2022-12-20,17.804
2022-12-21,18.016
2022-12-22,17.911
2022-12-23,18.041
2022-12-24,18.041
2022-12-25,18.041
2022-12-26,18.041
2022-12-27,18.173
2022-12-28,18.063
2022-12-29,18.161
2022-12-30,17.939
2022-12-31,17.939
2023-01-01,17.939
2023-01-02,17.939
2023-01-03,18.024
2023-01-04,18.105
2023-01-05,17.862
2023-01-06,18.338
2023-01-07,18.338
2023-01-08,18.338
2023-01-09,18.235
2023-01-10,18.304
2023-01-11,18.401
2023-01-12,18.199
2023-01-13,18.005
2023-01-14,18.005
2023-01-15,18.005
2023-01-16,18.005
2023-01-17,17.819
2023-01-18,17.418
2023-01-19,17.257
2023-01-20,17.502
2023-01-21,17.502
2023-01-22,17.502
2023-01-23,17.419
2023-01-24,17.54
2023-01-25,17.614
2023-01-26,17.695
2023-01-27,17.7
2023-01-28,17.7
2023-01-29,17.7
2023-01-30,17.726
2023-01-31,17.692
2023-02-01,17.718
2023-02-02,17.664
2023-02-03,17.25
2023-02-04,17.25
2023-02-05,17.25
2023-02-06,17.365
2023-02-07,17.428
2023-02-08,17.151
2023-02-09,16.856
2023-02-10,17.262
2023-02-11,17.262
2023-02-12,17.262
2023-02-13,17.344
2023-02-14,17.176
2023-02-15,17.195
2023-02-16,17.312
2023-02-17,17.575
2023-02-18,17.575
2023-02-19,17.575
2023-02-20,17.575
2023-02-21,17.348
2023-02-22,17.288
2023-02-23,17.133
2023-02-24,17.073
2023-02-25,17.073
2023-02-26,17.073
2023-02-27,16.986
2023-02-28,16.706
2023-03-01,16.481
2023-03-02,16.686
2023-03-03,16.888
2023-03-04,16.888
2023-03-05,16.888
2023-03-06,17.063
2023-03-07,16.882
2023-03-08,16.982
2023-03-09,16.908
2023-03-10,16.784
2023-03-11,16.784
2023-03-12,16.784
2023-03-13,17.186
2023-03-14,17.412
2023-03-15,17.714
2023-03-16,17.836
2023-03-17,17.712
2023-03-18,17.712
2023-03-19,17.712
2023-03-20,17.949
2023-03-21,17.28
2023-03-22,17.101
2023-03-23,17.045
2023-03-24,17.655
2023-03-25,17.655
2023-03-26,17.655
2023-03-27,17.559
2023-03-28,17.526
2023-03-29,17.659
2023-03-30,17.587
2023-03-31,17.763
2023-04-01,17.763
2023-04-02,17.763
2023-04-03,17.656
2023-04-04,17.828
2023-04-05,18.291
2023-04-06,18.376
2023-04-07,18.376
2023-04-08,18.376
2023-04-09,18.376
2023-04-10,18.421
2023-04-11,18.402
2023-04-12,18.324
2023-04-13,18.211
2023-04-14,17.951
2023-04-15,17.951
2023-04-16,17.951
2023-04-17,18.161
2023-04-18,18.096
2023-04-19,18.212
2023-04-20,18.308
2023-04-21,18.343
2023-04-22,18.343
2023-04-23,18.343
2023-04-24,18.491
2023-04-25,18.595
2023-04-26,18.362
2023-04-27,18.369
2023-04-28,18.238
2023-04-29,18.238
2023-04-30,18.238
2023-05-01,18.356
2023-05-02,18.256
2023-05-03,18.158
2023-05-04,18.268
2023-05-05,18.427
2023-05-06,18.427
2023-05-07,18.427
2023-05-08,18.324
2023-05-09,18.279
2023-05-10,18.398
2023-05-11,18.314
2023-05-12,18.418
2023-05-13,18.418
2023-05-14,18.418
2023-05-15,18.226
2023-05-16,18.007
2023-05-17,17.895
2023-05-18,17.781
2023-05-19,17.749
2023-05-20,17.749
2023-05-21,17.749
2023-05-22,17.645
2023-05-23,17.502
2023-05-24,17.431
2023-05-25,17.378
2023-05-26,17.28
2023-05-27,17.28
2023-05-28,17.28
2023-05-29,17.28
2023-05-30,17.255
2023-05-31,17.393
2023-06-01,17.111
2023-06-02,17.1
2023-06-03,17.1
2023-06-04,17.1
2023-06-05,17.322
2023-06-06,17.191
2023-06-07,17.415
2023-06-08,17.5
2023-06-09,17.405
2023-06-10,17.405
2023-06-11,17.405
2023-06-12,17.245
2023-06-13,17.134
2023-06-14,17.201
2023-06-15,17.311
2023-06-16,17.289
2023-06-17,17.289
2023-06-18,17.289
2023-06-19,17.289
2023-06-20,17.112
2023-06-21,17.279
2023-06-22,17.131
2023-06-23,16.874
2023-06-24,16.874
2023-06-25,16.874
2023-06-26,17.049
2023-06-27,17.105
