,TSLA US Equity
,BEST_PE_RATIO
2023-06-08,48.99
2023-06-09,50.98
2023-06-10,50.98
2023-06-11,50.98
2023-06-12,52.124
2023-06-13,53.977
2023-06-14,53.576
2023-06-15,53.524
2023-06-16,54.495
2023-06-17,54.495
2023-06-18,54.495
2023-06-19,54.495
2023-06-20,57.404
2023-06-21,54.28
2023-06-22,55.346
2023-06-23,53.671
2023-06-24,53.671
2023-06-25,53.671
2023-06-26,50.345
2023-06-27,52.258
2023-06-28,53.517
2023-06-29,53.78
2023-06-30,54.672
2023-07-01,54.672
2023-07-02,54.672
2023-07-03,58.199
2023-07-04,58.199
2023-07-05,58.703
2023-07-06,57.469
2023-07-07,57.03
2023-07-08,57.03
2023-07-09,57.03
2023-07-10,55.994
2023-07-11,56.031
2023-07-12,57.225
2023-07-13,58.468
2023-07-14,59.176
2023-07-15,59.176
2023-07-16,59.176
2023-07-17,61.068
2023-07-18,61.691
2023-07-19,61.499
2023-07-20,56.308
2023-07-21,55.595
2023-07-22,55.595
2023-07-23,55.595
2023-07-24,56.561
2023-07-25,55.884
2023-07-26,55.688
2023-07-27,53.868
2023-07-28,56.104
2023-07-29,56.104
2023-07-30,56.104
2023-07-31,56.183
2023-08-01,54.847
2023-08-02,53.384
2023-08-03,54.479
2023-08-04,52.69
2023-08-05,52.69
2023-08-06,52.69
2023-08-07,52.298
2023-08-08,51.934
2023-08-09,50.372
2023-08-10,51.027
2023-08-11,50.468
2023-08-12,50.468
2023-08-13,50.468
2023-08-14,49.867
2023-08-15,48.453
2023-08-16,46.922
2023-08-17,45.595
2023-08-18,44.819
2023-08-19,44.819
2023-08-20,44.819
2023-08-21,48.103
2023-08-22,48.5
2023-08-23,49.264
2023-08-24,47.845
2023-08-25,49.706
2023-08-26,49.706
2023-08-27,49.706
2023-08-28,49.754
2023-08-29,53.635
2023-08-30,53.577
2023-08-31,53.823
2023-09-01,51.097
2023-09-02,51.097
2023-09-03,51.097
2023-09-04,51.097
2023-09-05,53.491
2023-09-06,52.78
2023-09-07,52.69
2023-09-08,52.064
2023-09-09,52.064
2023-09-10,52.064
2023-09-11,57.39
2023-09-12,56.111
2023-09-13,56.912
2023-09-14,57.979
2023-09-15,57.633
2023-09-16,57.633
2023-09-17,57.633
2023-09-18,55.743
2023-09-19,56.164
2023-09-20,55.34
2023-09-21,53.888
2023-09-22,51.673
2023-09-23,51.673
2023-09-24,51.673
2023-09-25,52.207
2023-09-26,51.731
2023-09-27,50.964
2023-09-28,52.232
2023-09-29,53.114
2023-09-30,53.114
2023-10-01,53.114
2023-10-02,53.795
2023-10-03,53.131
2023-10-04,56.284
2023-10-05,56.045
2023-10-06,56.246
2023-10-07,56.246
2023-10-08,56.246
2023-10-09,56.291
2023-10-10,57.371
2023-10-11,57.234
2023-10-12,56.337
2023-10-13,54.651
2023-10-14,54.651
2023-10-15,54.651
2023-10-16,55.93
2023-10-17,56.184
2023-10-18,55.029
2023-10-19,53.205
2023-10-20,52.035
2023-10-21,52.035
2023-10-22,52.035
2023-10-23,52.914
2023-10-24,54.022
2023-10-25,53.318
2023-10-26,51.647
2023-10-27,52.046
2023-10-28,52.046
2023-10-29,52.046
2023-10-30,49.551
2023-10-31,50.513
2023-11-01,51.83
2023-11-02,55.068
2023-11-03,55.433
2023-11-04,55.433
2023-11-05,55.433
2023-11-06,55.26
2023-11-07,55.993
2023-11-08,56.245
2023-11-09,53.173
2023-11-10,54.356
2023-11-11,54.356
2023-11-12,54.356
2023-11-13,56.65
2023-11-14,60.119
2023-11-15,61.494
2023-11-16,59.152
2023-11-17,60.418
2023-11-18,60.418
2023-11-19,60.418
2023-11-20,61.084
2023-11-21,62.536
2023-11-22,60.723
2023-11-23,60.723
2023-11-24,61.172
2023-11-25,61.172
2023-11-26,61.172
2023-11-27,61.335
2023-11-28,64.283
2023-11-29,63.611
2023-11-30,62.553
2023-12-01,62.228
2023-12-02,62.228
2023-12-03,62.228
2023-12-04,61.333
2023-12-05,62.15
2023-12-06,62.32
2023-12-07,63.171
2023-12-08,63.237
2023-12-09,63.237
2023-12-10,63.237
2023-12-11,62.173
2023-12-12,61.465
2023-12-13,62.057
2023-12-14,65.344
2023-12-15,65.947
2023-12-16,65.947
2023-12-17,65.947
2023-12-18,65.731
2023-12-19,67.212
2023-12-20,64.578
2023-12-21,66.501
2023-12-22,65.989
2023-12-23,65.989
2023-12-24,65.989
2023-12-25,65.989
2023-12-26,67.053
2023-12-27,68.315
2023-12-28,66.156
2023-12-29,64.928
2023-12-30,64.928
2023-12-31,64.928
2024-01-01,64.928
2024-01-02,65.772
2024-01-03,63.384
2024-01-04,63.061
2024-01-05,62.961
2024-01-06,62.961
2024-01-07,62.961
2024-01-08,63.814
2024-01-09,62.357
2024-01-10,61.938
2024-01-11,60.159
2024-01-12,58.449
2024-01-13,58.449
2024-01-14,58.449
2024-01-15,58.449
2024-01-16,58.471
2024-01-17,57.434
2024-01-18,56.456
2024-01-19,56.539
2024-01-20,56.539
2024-01-21,56.539
2024-01-22,56.311
2024-01-23,56.585
2024-01-24,58.825
2024-01-25,55.46
2024-01-26,56.857
2024-01-27,56.857
2024-01-28,56.857
2024-01-29,59.871
2024-01-30,60.078
2024-01-31,58.73
2024-02-01,59.222
2024-02-02,58.924
2024-02-03,58.924
2024-02-04,58.924
2024-02-05,58.181
2024-02-06,59.479
2024-02-07,60.276
2024-02-08,61.346
2024-02-09,62.583
2024-02-10,62.583
2024-02-11,62.583
2024-02-12,60.824
2024-02-13,60.255
2024-02-14,61.791
2024-02-15,65.635
2024-02-16,65.472
2024-02-17,65.472
2024-02-18,65.472
2024-02-19,65.472
2024-02-20,63.445
2024-02-21,63.775
2024-02-22,64.64
2024-02-23,62.859
2024-02-24,62.859
2024-02-25,62.859
2024-02-26,64.846
2024-02-27,64.953
2024-02-28,65.79
2024-02-29,65.738
2024-03-01,65.985
2024-03-02,65.985
2024-03-03,65.985
2024-03-04,61.363
2024-03-05,59.259
2024-03-06,58.015
2024-03-07,58.709
2024-03-08,57.621
2024-03-09,57.621
2024-03-10,57.621
2024-03-11,58.477
2024-03-12,58.652
2024-03-13,55.989
2024-03-14,53.684
2024-03-15,54.037
2024-03-16,54.037
2024-03-17,54.037
2024-03-18,57.55
2024-03-19,56.728
2024-03-20,58.166
2024-03-21,57.339
2024-03-22,56.773
2024-03-23,56.773
2024-03-24,56.773
2024-03-25,57.794
2024-03-26,59.983
2024-03-27,61.607
2024-03-28,60.305
2024-03-29,60.305
2024-03-30,60.305
2024-03-31,60.305
2024-04-01,60.11
2024-04-02,58.364
2024-04-03,59.039
2024-04-04,59.662
2024-04-05,57.497
2024-04-06,57.497
2024-04-07,57.497
2024-04-08,60.063
