,NMRK US Equity
2023-07-05,4.585
2023-07-06,4.489
2023-07-07,4.607
2023-07-08,4.607
2023-07-09,4.607
2023-07-10,4.673
2023-07-11,4.968
2023-07-12,5.131
2023-07-13,5.256
2023-07-14,5.146
2023-07-15,5.146
2023-07-16,5.146
2023-07-17,5.168
2023-07-18,5.301
2023-07-19,5.491
2023-07-20,5.287
2023-07-21,5.173
2023-07-22,5.173
2023-07-23,5.173
2023-07-24,5.279
2023-07-25,5.286
2023-07-26,5.408
2023-07-27,5.21
2023-07-28,5.347
2023-07-29,5.347
2023-07-30,5.347
2023-07-31,5.477
2023-08-01,5.5
2023-08-02,5.951
2023-08-03,6.015
2023-08-04,6.141
2023-08-05,6.141
2023-08-06,6.141
2023-08-07,6.236
2023-08-08,6.244
2023-08-09,6.102
2023-08-10,6.094
2023-08-11,6.062
2023-08-12,6.062
2023-08-13,6.062
2023-08-14,5.828
2023-08-15,5.656
2023-08-16,5.437
2023-08-17,5.406
2023-08-18,5.398
2023-08-19,5.398
2023-08-20,5.398
2023-08-21,5.466
2023-08-22,5.393
2023-08-23,5.457
2023-08-24,5.49
2023-08-25,5.344
2023-08-26,5.344
2023-08-27,5.344
2023-08-28,5.514
2023-08-29,5.652
2023-08-30,5.798
2023-08-31,5.749
2023-09-01,5.863
2023-09-02,5.863
2023-09-03,5.863
2023-09-04,5.863
2023-09-05,5.766
2023-09-06,5.685
2023-09-07,5.595
2023-09-08,5.693
2023-09-09,5.693
2023-09-10,5.693
2023-09-11,5.749
2023-09-12,5.79
2023-09-13,5.36
2023-09-14,5.575
2023-09-15,5.53
2023-09-16,5.53
2023-09-17,5.53
2023-09-18,5.457
2023-09-19,5.53
2023-09-20,5.49
2023-09-21,5.255
2023-09-22,5.263
2023-09-23,5.263
2023-09-24,5.263
2023-09-25,5.328
2023-09-26,5.174
2023-09-27,6.127
2023-09-28,6.156
2023-09-29,6.293
2023-09-30,6.293
2023-10-01,6.293
2023-10-02,6.528
2023-10-03,6.14
2023-10-04,5.227
2023-10-05,5.281
2023-10-06,5.281
2023-10-07,5.281
2023-10-08,5.281
2023-10-09,5.415
2023-10-10,5.505
2023-10-11,5.657
2023-10-12,5.388
2023-10-13,5.227
2023-10-14,5.227
2023-10-15,5.227
2023-10-16,5.227
2023-10-17,5.578
2023-10-18,5.301
2023-10-19,5.158
2023-10-20,5.043
2023-10-21,5.043
2023-10-22,5.043
2023-10-23,5.034
2023-10-24,5.053
2023-10-25,5.024
2023-10-26,5.215
2023-10-27,5.196
2023-10-28,5.196
2023-10-29,5.196
2023-10-30,5.301
2023-10-31,5.416
2023-11-01,6.218
2023-11-02,6.505
2023-11-03,7.183
2023-11-04,7.183
2023-11-05,7.183
2023-11-06,6.839
2023-11-07,6.789
2023-11-08,6.76
2023-11-09,6.708
2023-11-10,6.775
2023-11-11,6.775
2023-11-12,6.775
2023-11-13,6.755
2023-11-14,7.589
2023-11-15,7.738
2023-11-16,7.477
2023-11-17,7.603
2023-11-18,7.603
2023-11-19,7.603
2023-11-20,7.613
2023-11-21,7.593
2023-11-22,7.72
2023-11-23,7.72
2023-11-24,7.71
2023-11-25,7.71
2023-11-26,7.71
2023-11-27,7.701
2023-11-28,7.798
2023-11-29,8.052
2023-11-30,8.022
2023-12-01,8.198
2023-12-02,8.198
2023-12-03,8.198
2023-12-04,8.305
2023-12-05,8.13
2023-12-06,8.12
2023-12-07,8.305
2023-12-08,8.461
2023-12-09,8.461
2023-12-10,8.461
2023-12-11,8.519
2023-12-12,8.529
2023-12-13,9.075
2023-12-14,9.738
2023-12-15,9.67
2023-12-16,9.67
2023-12-17,9.67
2023-12-18,9.718
2023-12-19,9.816
2023-12-20,9.943
2023-12-21,10.118
2023-12-22,10.186
2023-12-23,10.186
2023-12-24,10.186
2023-12-25,10.186
2023-12-26,10.762
2023-12-27,10.989
2023-12-28,10.91
2023-12-29,10.821
2023-12-30,10.821
2023-12-31,10.821
2024-01-01,10.821
2024-01-02,10.712
2024-01-03,10.229
2024-01-04,10.14
2024-01-05,10.001
2024-01-06,10.001
2024-01-07,10.001
2024-01-08,10.179
2024-01-09,9.853
2024-01-10,9.873
2024-01-11,9.626
2024-01-12,9.577
2024-01-13,9.577
2024-01-14,9.577
2024-01-15,9.577
2024-01-16,9.468
2024-01-17,9.485
2024-01-18,9.554
2024-01-19,9.684
2024-01-20,9.684
2024-01-21,9.684
2024-01-22,10.27
2024-01-23,10.171
2024-01-24,10.141
2024-01-25,10.12
2024-01-26,10.238
2024-01-27,10.238
2024-01-28,10.238
2024-01-29,10.316
2024-01-30,10.228
2024-01-31,10.121
2024-02-01,10.351
2024-02-02,10.111
2024-02-03,10.111
2024-02-04,10.111
2024-02-05,9.902
2024-02-06,9.942
2024-02-07,9.902
2024-02-08,10.461
2024-02-09,10.5
2024-02-10,10.5
2024-02-11,10.5
2024-02-12,10.65
2024-02-13,9.872
2024-02-14,10.5
2024-02-15,10.979
2024-02-16,10.859
2024-02-17,10.859
2024-02-18,10.859
2024-02-19,10.859
2024-02-20,10.63
2024-02-21,10.361
2024-02-22,10.839
2024-02-23,9.933
2024-02-24,9.933
2024-02-25,9.933
2024-02-26,10.146
2024-02-27,10.397
2024-02-28,10.117
2024-02-29,10.084
2024-03-01,10.056
2024-03-02,10.056
2024-03-03,10.056
2024-03-04,10.28
2024-03-05,10.093
2024-03-06,9.761
2024-03-07,9.936
2024-03-08,9.908
2024-03-09,9.908
2024-03-10,9.908
2024-03-11,9.752
2024-03-12,9.862
2024-03-13,9.798
2024-03-14,9.853
2024-03-15,9.697
2024-03-16,9.697
2024-03-17,9.697
2024-03-18,9.615
2024-03-19,9.844
2024-03-20,10.147
2024-03-21,10.394
2024-03-22,10.018
2024-03-23,10.018
2024-03-24,10.018
2024-03-25,9.945
2024-03-26,10.0
2024-03-27,10.165
2024-03-28,10.174
2024-03-29,10.174
2024-03-30,10.174
2024-03-31,10.174
2024-04-01,9.972
2024-04-02,9.771
2024-04-03,9.881
2024-04-04,9.817
2024-04-05,10.046
2024-04-06,10.046
2024-04-07,10.046
2024-04-08,10.128
