,NMRK US Equity
2020-09-14,2.268
2020-09-15,2.37
2020-09-16,2.34
2020-09-17,2.314
2020-09-18,2.23
2020-09-19,2.23
2020-09-20,2.23
2020-09-21,2.075
2020-09-22,2.111
2020-09-23,2.08
2020-09-24,2.08
2020-09-25,2.146
2020-09-26,2.146
2020-09-27,2.146
2020-09-28,2.197
2020-09-29,2.182
2020-09-30,2.197
2020-10-01,2.35
2020-10-02,2.365
2020-10-03,2.365
2020-10-04,2.365
2020-10-05,2.365
2020-10-06,2.502
2020-10-07,2.436
2020-10-08,2.543
2020-10-09,2.538
2020-10-10,2.538
2020-10-11,2.538
2020-10-12,2.538
2020-10-13,2.513
2020-10-14,2.574
2020-10-15,2.645
2020-10-16,2.614
2020-10-17,2.614
2020-10-18,2.614
2020-10-19,2.543
2020-10-20,2.533
2020-10-21,2.452
2020-10-22,2.473
2020-10-23,2.483
2020-10-24,2.483
2020-10-25,2.483
2020-10-26,2.299
2020-10-27,2.265
2020-10-28,2.151
2020-10-29,2.334
2020-10-30,2.347
2020-10-31,2.347
2020-11-01,2.347
2020-11-02,2.399
2020-11-03,2.443
2020-11-04,2.451
2020-11-05,2.701
2020-11-06,2.711
2020-11-07,2.711
2020-11-08,2.711
2020-11-09,3.204
2020-11-10,3.213
2020-11-11,3.112
2020-11-12,2.962
2020-11-13,3.049
2020-11-14,3.049
2020-11-15,3.049
2020-11-16,3.179
2020-11-17,3.175
2020-11-18,3.025
2020-11-19,3.054
2020-11-20,3.059
2020-11-21,3.059
2020-11-22,3.059
2020-11-23,3.281
2020-11-24,3.523
2020-11-25,3.489
2020-11-26,3.489
2020-11-27,3.474
2020-11-28,3.474
2020-11-29,3.474
2020-11-30,3.397
2020-12-01,3.455
2020-12-02,3.564
2020-12-03,3.578
2020-12-04,3.755
2020-12-05,3.755
2020-12-06,3.755
2020-12-07,3.678
2020-12-08,3.673
2020-12-09,3.658
2020-12-10,3.697
2020-12-11,3.6
2020-12-12,3.6
2020-12-13,3.6
2020-12-14,3.503
2020-12-15,3.629
2020-12-16,3.649
2020-12-17,3.707
2020-12-18,3.673
2020-12-19,3.673
2020-12-20,3.673
2020-12-21,3.513
2020-12-22,3.445
2020-12-23,3.513
2020-12-24,3.532
2020-12-25,3.532
2020-12-26,3.532
2020-12-27,3.532
2020-12-28,3.62
2020-12-29,3.542
2020-12-30,3.503
2020-12-31,3.528
2021-01-01,3.528
2021-01-02,3.528
2021-01-03,3.528
2021-01-04,3.334
2021-01-05,3.392
2021-01-06,3.484
2021-01-07,3.46
2021-01-08,3.47
2021-01-09,3.47
2021-01-10,3.47
2021-01-11,3.436
2021-01-12,3.441
2021-01-13,3.441
2021-01-14,3.416
2021-01-15,3.431
2021-01-16,3.431
2021-01-17,3.431
2021-01-18,3.431
2021-01-19,3.407
2021-01-20,3.441
2021-01-21,3.489
2021-01-22,3.547
2021-01-23,3.547
2021-01-24,3.547
2021-01-25,3.595
2021-01-26,3.557
2021-01-27,3.368
2021-01-28,3.436
2021-01-29,3.271
2021-01-30,3.271
2021-01-31,3.271
2021-02-01,3.358
2021-02-02,3.842
2021-02-03,3.753
2021-02-04,3.934
2021-02-05,3.881
2021-02-06,3.881
2021-02-07,3.881
2021-02-08,4.031
2021-02-09,4.142
2021-02-10,4.132
2021-02-11,4.229
2021-02-12,4.215
2021-02-13,4.215
2021-02-14,4.215
2021-02-15,4.215
2021-02-16,4.186
2021-02-17,4.224
2021-02-18,4.254
2021-02-19,4.613
2021-02-20,4.613
2021-02-21,4.613
2021-02-22,4.673
2021-02-23,4.719
2021-02-24,4.841
2021-02-25,4.899
2021-02-26,4.618
2021-02-27,4.618
2021-02-28,4.618
2021-03-01,4.839
2021-03-02,4.768
2021-03-03,4.71
2021-03-04,4.47
2021-03-05,4.678
2021-03-06,4.678
2021-03-07,4.678
2021-03-08,4.823
2021-03-09,4.821
2021-03-10,4.821
2021-03-11,4.964
2021-03-12,5.051
2021-03-13,5.051
2021-03-14,5.051
2021-03-15,5.171
2021-03-16,5.116
2021-03-17,5.162
2021-03-18,5.088
2021-03-19,5.0
2021-03-20,5.0
2021-03-21,5.0
2021-03-22,4.797
2021-03-23,4.657
2021-03-24,4.599
2021-03-25,4.871
2021-03-26,4.867
2021-03-27,4.867
2021-03-28,4.867
2021-03-29,4.742
2021-03-30,4.724
2021-03-31,4.615
2021-04-01,4.871
2021-04-02,4.871
2021-04-03,4.871
2021-04-04,4.871
2021-04-05,4.913
2021-04-06,4.83
2021-04-07,4.802
2021-04-08,4.839
2021-04-09,4.821
2021-04-10,4.821
2021-04-11,4.821
2021-04-12,4.811
2021-04-13,4.784
2021-04-14,4.885
2021-04-15,4.871
2021-04-16,4.894
2021-04-17,4.894
2021-04-18,4.894
2021-04-19,4.816
2021-04-20,4.809
2021-04-21,4.996
2021-04-22,4.968
2021-04-23,4.876
2021-04-24,4.876
2021-04-25,4.876
2021-04-26,4.913
2021-04-27,4.922
2021-04-28,5.051
2021-04-29,5.01
2021-04-30,4.959
2021-05-01,4.959
2021-05-02,4.959
2021-05-03,5.014
2021-05-04,5.028
2021-05-05,4.987
2021-05-06,5.559
2021-05-07,5.895
2021-05-08,5.895
2021-05-09,5.895
2021-05-10,5.868
2021-05-11,5.946
2021-05-12,5.9
2021-05-13,6.015
2021-05-14,6.08
2021-05-15,6.08
2021-05-16,6.08
2021-05-17,6.094
2021-05-18,5.946
2021-05-19,5.9
2021-05-20,5.868
2021-05-21,5.84
2021-05-22,5.84
2021-05-23,5.84
2021-05-24,5.974
2021-05-25,5.831
2021-05-26,5.854
2021-05-27,5.978
2021-05-28,5.955
2021-05-29,5.955
2021-05-30,5.955
2021-05-31,5.955
2021-06-01,5.997
2021-06-02,6.025
2021-06-03,5.983
2021-06-04,5.937
2021-06-05,5.937
2021-06-06,5.937
2021-06-07,5.974
2021-06-08,6.043
2021-06-09,6.001
2021-06-10,5.978
2021-06-11,6.029
2021-06-12,6.029
2021-06-13,6.029
2021-06-14,5.914
2021-06-15,6.214
2021-06-16,6.158
2021-06-17,5.978
2021-06-18,5.623
2021-06-19,5.623
2021-06-20,5.623
2021-06-21,5.84
2021-06-22,5.872
2021-06-23,5.988
2021-06-24,5.988
2021-06-25,5.775
2021-06-26,5.775
2021-06-27,5.775
2021-06-28,5.678
2021-06-29,5.563
2021-06-30,5.544
2021-07-01,5.586
2021-07-02,5.48
2021-07-03,5.48
2021-07-04,5.48
2021-07-05,5.48
2021-07-06,5.438
2021-07-07,5.374
2021-07-08,5.263
2021-07-09,5.332
2021-07-10,5.332
2021-07-11,5.332
2021-07-12,5.42
2021-07-13,5.226
2021-07-14,5.3
2021-07-15,5.314
2021-07-16,5.263
2021-07-17,5.263
2021-07-18,5.263
2021-07-19,5.143
2021-07-20,5.383
2021-07-21,5.475
2021-07-22,5.424
2021-07-23,5.512
2021-07-24,5.512
2021-07-25,5.512
2021-07-26,5.586
2021-07-27,5.637
2021-07-28,5.78
2021-07-29,6.006
2021-07-30,5.946
2021-07-31,5.946
2021-08-01,5.946
2021-08-02,5.757
2021-08-03,5.821
2021-08-04,5.918
2021-08-05,6.14
2021-08-06,5.585
2021-08-07,5.585
2021-08-08,5.585
2021-08-09,5.471
2021-08-10,5.585
2021-08-11,5.728
2021-08-12,5.585
2021-08-13,5.61
2021-08-14,5.61
2021-08-15,5.61
2021-08-16,5.543
2021-08-17,5.437
2021-08-18,5.324
2021-08-19,5.29
2021-08-20,5.585
2021-08-21,5.585
2021-08-22,5.585
2021-08-23,5.619
2021-08-24,5.657
2021-08-25,5.543
2021-08-26,5.497
2021-08-27,5.648
2021-08-28,5.648
2021-08-29,5.648
2021-08-30,5.619
2021-08-31,5.746
2021-09-01,5.657
2021-09-02,5.589
2021-09-03,5.611
2021-09-04,5.611
2021-09-05,5.611
2021-09-06,5.611
2021-09-07,5.754
2021-09-08,5.889
2021-09-09,5.821
2021-09-10,5.509
2021-09-11,5.509
2021-09-12,5.509
2021-09-13,5.724
2021-09-14,5.636
2021-09-15,5.665
2021-09-16,5.678
2021-09-17,5.703
2021-09-18,5.703
2021-09-19,5.703
2021-09-20,5.4
2021-09-21,5.573
2021-09-22,5.859
2021-09-23,6.032
2021-09-24,6.007
2021-09-25,6.007
2021-09-26,6.007
2021-09-27,6.087
2021-09-28,5.961
2021-09-29,6.129
2021-09-30,6.037
2021-10-01,6.218
2021-10-02,6.218
2021-10-03,6.218
2021-10-04,6.134
2021-10-05,6.264
2021-10-06,6.235
2021-10-07,6.214
2021-10-08,6.024
2021-10-09,6.024
2021-10-10,6.024
2021-10-11,6.037
2021-10-12,6.079
2021-10-13,6.138
2021-10-14,6.328
2021-10-15,6.226
2021-10-16,6.226
2021-10-17,6.226
2021-10-18,6.273
2021-10-19,6.18
2021-10-20,6.248
2021-10-21,6.307
2021-10-22,6.328
2021-10-23,6.328
2021-10-24,6.328
2021-10-25,6.345
2021-10-26,6.294
2021-10-27,6.256
2021-10-28,6.298
2021-10-29,6.277
2021-10-30,6.277
2021-10-31,6.277
2021-11-01,6.345
2021-11-02,6.328
2021-11-03,6.53
2021-11-04,6.48
2021-11-05,6.606
2021-11-06,6.606
2021-11-07,6.606
2021-11-08,6.42
2021-11-09,6.577
2021-11-10,6.4
2021-11-11,6.513
2021-11-12,6.8
2021-11-13,6.8
2021-11-14,6.8
2021-11-15,6.771
2021-11-16,6.808
2021-11-17,6.776
2021-11-18,6.824
2021-11-19,6.812
2021-11-20,6.812
2021-11-21,6.812
2021-11-22,7.115
2021-11-23,7.111
2021-11-24,7.099
2021-11-25,7.099
2021-11-26,6.658
2021-11-27,6.658
2021-11-28,6.658
2021-11-29,6.695
2021-11-30,6.496
2021-12-01,6.266
2021-12-02,6.529
2021-12-03,6.452
2021-12-04,6.452
2021-12-05,6.452
2021-12-06,6.355
2021-12-07,6.456
2021-12-08,6.44
2021-12-09,6.444
2021-12-10,6.784
2021-12-11,6.784
2021-12-12,6.784
2021-12-13,6.581
2021-12-14,6.472
2021-12-15,6.614
2021-12-16,6.5
2021-12-17,6.411
2021-12-18,6.411
2021-12-19,6.411
2021-12-20,6.254
2021-12-21,6.662
2021-12-22,6.945
2021-12-23,7.026
2021-12-24,7.026
2021-12-25,7.026
2021-12-26,7.026
2021-12-27,7.237
2021-12-28,7.322
2021-12-29,7.415
2021-12-30,7.471
2021-12-31,7.564
2022-01-01,7.564
2022-01-02,7.564
2022-01-03,7.423
2022-01-04,7.455
2022-01-05,7.067
2022-01-06,7.026
2022-01-07,6.8
2022-01-08,6.8
2022-01-09,6.8
2022-01-10,6.743
2022-01-11,6.812
2022-01-12,6.873
2022-01-13,6.78
2022-01-14,6.65
2022-01-15,6.65
2022-01-16,6.65
2022-01-17,6.65
2022-01-18,6.492
2022-01-19,6.266
2022-01-20,6.173
2022-01-21,5.92
2022-01-22,5.92
2022-01-23,5.92
2022-01-24,5.972
2022-01-25,5.829
2022-01-26,5.829
2022-01-27,5.773
2022-01-28,5.849
2022-01-29,5.849
2022-01-30,5.849
2022-01-31,6.067
2022-02-01,6.079
2022-02-02,6.186
2022-02-03,6.158
2022-02-04,6.134
2022-02-05,6.134
2022-02-06,6.134
2022-02-07,6.229
2022-02-08,6.388
2022-02-09,6.586
2022-02-10,6.617
2022-02-11,6.897
2022-02-12,6.897
2022-02-13,6.897
2022-02-14,6.509
2022-02-15,6.618
2022-02-16,7.253
2022-02-17,7.099
2022-02-18,7.095
2022-02-19,7.095
2022-02-20,7.095
2022-02-21,7.095
2022-02-22,7.314
2022-02-23,6.751
2022-02-24,6.856
2022-02-25,7.281
2022-02-26,7.281
2022-02-27,7.281
2022-02-28,7.156
2022-03-01,6.759
2022-03-02,7.119
2022-03-03,6.994
2022-03-04,6.767
2022-03-05,6.767
2022-03-06,6.767
2022-03-07,6.456
2022-03-08,6.524
2022-03-09,6.706
2022-03-10,6.419
2022-03-11,6.354
2022-03-12,6.354
2022-03-13,6.354
2022-03-14,6.326
2022-03-15,6.225
2022-03-16,6.492
2022-03-17,6.65
2022-03-18,6.456
2022-03-19,6.456
2022-03-20,6.456
2022-03-21,6.358
2022-03-22,6.46
2022-03-23,6.334
2022-03-24,6.294
2022-03-25,6.294
2022-03-26,6.294
2022-03-27,6.294
2022-03-28,6.362
2022-03-29,6.565
2022-03-30,6.532
2022-03-31,6.443
2022-04-01,6.516
2022-04-02,6.516
2022-04-03,6.516
2022-04-04,6.46
2022-04-05,6.334
2022-04-06,5.938
2022-04-07,5.669
2022-04-08,5.518
2022-04-09,5.518
2022-04-10,5.518
2022-04-11,5.53
2022-04-12,5.408
2022-04-13,5.547
2022-04-14,5.424
2022-04-15,5.424
2022-04-16,5.424
2022-04-17,5.424
2022-04-18,5.249
2022-04-19,5.469
2022-04-20,5.551
2022-04-21,5.514
2022-04-22,5.351
2022-04-23,5.351
2022-04-24,5.351
2022-04-25,5.407
2022-04-26,5.296
2022-04-27,5.308
2022-04-28,5.531
2022-04-29,5.011
2022-04-30,5.011
2022-05-01,5.011
2022-05-02,4.958
2022-05-03,5.032
2022-05-04,5.251
2022-05-05,5.028
2022-05-06,4.999
2022-05-07,4.999
2022-05-08,4.999
2022-05-09,4.818
2022-05-10,4.632
2022-05-11,4.702
2022-05-12,4.537
2022-05-13,4.694
2022-05-14,4.694
2022-05-15,4.694
2022-05-16,4.686
2022-05-17,4.727
2022-05-18,4.537
2022-05-19,4.595
2022-05-20,4.438
2022-05-21,4.438
2022-05-22,4.438
2022-05-23,4.475
2022-05-24,4.281
2022-05-25,4.326
2022-05-26,4.579
2022-05-27,4.669
2022-05-28,4.669
2022-05-29,4.669
2022-05-30,4.669
2022-05-31,4.579
2022-06-01,4.413
2022-06-02,4.467
2022-06-03,4.264
2022-06-04,4.264
2022-06-05,4.264
2022-06-06,4.397
2022-06-07,4.339
2022-06-08,4.181
2022-06-09,4.02
2022-06-10,3.937
2022-06-11,3.937
2022-06-12,3.937
2022-06-13,3.66
2022-06-14,3.755
2022-06-15,4.091
2022-06-16,3.931
2022-06-17,4.23
2022-06-18,4.23
2022-06-19,4.23
2022-06-20,4.23
2022-06-21,4.185
2022-06-22,4.163
2022-06-23,4.306
2022-06-24,4.489
2022-06-25,4.489
2022-06-26,4.489
2022-06-27,4.448
2022-06-28,4.346
2022-06-29,4.346
2022-06-30,4.315
2022-07-01,4.448
2022-07-02,4.448
2022-07-03,4.448
2022-07-04,4.448
2022-07-05,4.431
2022-07-06,4.27
2022-07-07,4.382
2022-07-08,4.399
2022-07-09,4.399
2022-07-10,4.399
2022-07-11,4.453
2022-07-12,4.515
2022-07-13,4.515
2022-07-14,4.52
2022-07-15,4.658
2022-07-16,4.658
2022-07-17,4.658
2022-07-18,4.747
2022-07-19,4.89
2022-07-20,4.997
2022-07-21,5.367
2022-07-22,5.387
2022-07-23,5.387
2022-07-24,5.387
2022-07-25,5.44
2022-07-26,5.396
2022-07-27,5.526
2022-07-28,5.622
2022-07-29,5.451
2022-07-30,5.451
2022-07-31,5.451
2022-08-01,5.346
2022-08-02,5.272
2022-08-03,5.154
2022-08-04,5.179
2022-08-05,5.282
2022-08-06,5.282
2022-08-07,5.282
2022-08-08,5.297
2022-08-09,5.238
2022-08-10,5.332
2022-08-11,5.391
2022-08-12,5.48
2022-08-13,5.48
2022-08-14,5.48
2022-08-15,5.559
2022-08-16,5.554
2022-08-17,5.53
2022-08-18,5.564
2022-08-19,5.485
2022-08-20,5.485
2022-08-21,5.485
2022-08-22,5.01
2022-08-23,5.158
2022-08-24,5.223
2022-08-25,5.356
2022-08-26,5.138
2022-08-27,5.138
2022-08-28,5.138
2022-08-29,5.104
2022-08-30,4.956
2022-08-31,4.971
2022-09-01,4.976
2022-09-02,4.937
2022-09-03,4.937
2022-09-04,4.937
2022-09-05,4.937
2022-09-06,4.656
2022-09-07,4.825
2022-09-08,4.922
2022-09-09,5.063
2022-09-10,5.063
2022-09-11,5.063
2022-09-12,5.15
2022-09-13,4.98
2022-09-14,5.01
2022-09-15,5.01
2022-09-16,4.976
2022-09-17,4.976
2022-09-18,4.976
2022-09-19,5.063
2022-09-20,4.898
2022-09-21,4.607
2022-09-22,4.437
2022-09-23,4.228
2022-09-24,4.228
2022-09-25,4.228
2022-09-26,4.117
2022-09-27,3.966
2022-09-28,4.039
2022-09-29,3.864
2022-09-30,3.913
2022-10-01,3.913
2022-10-02,3.913
2022-10-03,4.041
2022-10-04,4.29
2022-10-05,4.237
2022-10-06,4.242
2022-10-07,4.012
2022-10-08,4.012
2022-10-09,4.012
2022-10-10,4.026
2022-10-11,4.074
2022-10-12,4.04
2022-10-13,4.145
2022-10-14,4.078
2022-10-15,4.078
2022-10-16,4.078
2022-10-17,4.256
2022-10-18,4.268
2022-10-19,4.03
2022-10-20,4.087
2022-10-21,4.164
2022-10-22,4.164
2022-10-23,4.164
2022-10-24,4.294
2022-10-25,4.454
2022-10-26,4.521
2022-10-27,4.512
2022-10-28,3.888
2022-10-29,3.888
2022-10-30,3.888
2022-10-31,4.04
2022-11-01,4.242
2022-11-02,3.978
2022-11-03,3.88
2022-11-04,4.056
2022-11-05,4.056
2022-11-06,4.056
2022-11-07,4.264
2022-11-08,4.174
2022-11-09,4.11
2022-11-10,4.503
2022-11-11,4.647
2022-11-12,4.647
2022-11-13,4.647
2022-11-14,4.466
2022-11-15,4.978
2022-11-16,4.855
2022-11-17,4.756
2022-11-18,4.75
2022-11-19,4.75
2022-11-20,4.75
2022-11-21,4.756
2022-11-22,4.832
2022-11-23,4.896
2022-11-24,4.896
2022-11-25,4.943
2022-11-26,4.943
2022-11-27,4.943
2022-11-28,4.727
2022-11-29,4.885
2022-11-30,4.961
2022-12-01,5.089
2022-12-02,5.031
2022-12-03,5.031
2022-12-04,5.031
2022-12-05,4.961
2022-12-06,4.972
2022-12-07,4.92
2022-12-08,4.879
2022-12-09,4.873
2022-12-10,4.873
2022-12-11,4.873
2022-12-12,4.761
2022-12-13,5.19
2022-12-14,5.147
2022-12-15,4.969
2022-12-16,4.841
2022-12-17,4.841
2022-12-18,4.841
2022-12-19,4.768
2022-12-20,4.804
2022-12-21,4.896
2022-12-22,4.847
2022-12-23,4.896
2022-12-24,4.896
2022-12-25,4.896
2022-12-26,4.896
2022-12-27,4.859
2022-12-28,4.804
2022-12-29,4.969
2022-12-30,4.878
2022-12-31,4.878
2023-01-01,4.878
2023-01-02,4.878
2023-01-03,4.976
2023-01-04,5.159
2023-01-05,5.031
2023-01-06,5.19
2023-01-07,5.19
2023-01-08,5.19
2023-01-09,5.11
2023-01-10,5.141
2023-01-11,5.245
2023-01-12,5.38
2023-01-13,5.343
2023-01-14,5.343
2023-01-15,5.343
2023-01-16,5.343
2023-01-17,5.392
2023-01-18,5.343
2023-01-19,5.337
2023-01-20,5.576
2023-01-21,5.576
2023-01-22,5.576
2023-01-23,5.691
2023-01-24,5.474
2023-01-25,5.487
2023-01-26,5.588
2023-01-27,5.507
2023-01-28,5.507
2023-01-29,5.507
2023-01-30,5.404
2023-01-31,5.456
2023-02-01,5.443
2023-02-02,5.781
2023-02-03,5.736
2023-02-04,5.736
2023-02-05,5.736
2023-02-06,5.507
2023-02-07,5.545
2023-02-08,5.259
2023-02-09,5.507
2023-02-10,5.558
2023-02-11,5.558
2023-02-12,5.558
2023-02-13,5.602
2023-02-14,5.596
2023-02-15,5.66
2023-02-16,5.489
2023-02-17,5.457
2023-02-18,5.457
2023-02-19,5.457
2023-02-20,5.457
2023-02-21,5.16
2023-02-22,5.25
2023-02-23,5.289
2023-02-24,5.218
2023-02-25,5.218
2023-02-26,5.218
2023-02-27,5.147
2023-02-28,5.173
2023-03-01,5.167
2023-03-02,5.005
2023-03-03,5.128
2023-03-04,5.128
2023-03-05,5.128
2023-03-06,5.031
2023-03-07,4.972
2023-03-08,5.121
2023-03-09,4.914
2023-03-10,4.733
2023-03-11,4.733
2023-03-12,4.733
2023-03-13,4.571
2023-03-14,4.539
2023-03-15,4.604
2023-03-16,4.651
2023-03-17,4.387
2023-03-18,4.387
2023-03-19,4.387
2023-03-20,4.427
2023-03-21,4.519
2023-03-22,4.282
2023-03-23,4.249
2023-03-24,4.262
2023-03-25,4.262
2023-03-26,4.262
2023-03-27,4.282
2023-03-28,4.255
2023-03-29,4.604
2023-03-30,4.578
2023-03-31,4.664
2023-04-01,4.664
2023-04-02,4.664
2023-04-03,4.664
2023-04-04,4.624
2023-04-05,4.624
2023-04-06,4.69
2023-04-07,4.69
2023-04-08,4.69
2023-04-09,4.69
2023-04-10,4.582
2023-04-11,4.548
2023-04-12,4.419
2023-04-13,4.453
2023-04-14,4.358
2023-04-15,4.358
2023-04-16,4.358
2023-04-17,4.458
2023-04-18,4.356
2023-04-19,4.363
2023-04-20,4.346
2023-04-21,4.332
2023-04-22,4.332
2023-04-23,4.332
2023-04-24,4.399
2023-04-25,4.258
2023-04-26,4.187
2023-04-27,4.364
2023-04-28,4.469
2023-04-29,4.469
2023-04-30,4.469
2023-05-01,4.476
2023-05-02,4.279
2023-05-03,4.244
2023-05-04,4.166
2023-05-05,4.265
2023-05-06,4.265
2023-05-07,4.265
2023-05-08,3.941
2023-05-09,3.787
2023-05-10,3.824
2023-05-11,3.853
2023-05-12,3.948
2023-05-13,3.948
2023-05-14,3.948
2023-05-15,4.036
2023-05-16,4.058
2023-05-17,4.219
2023-05-18,4.336
2023-05-19,4.358
2023-05-20,4.358
2023-05-21,4.358
2023-05-22,4.454
2023-05-23,4.304
2023-05-24,4.101
2023-05-25,4.109
2023-05-26,4.282
2023-05-27,4.282
2023-05-28,4.282
2023-05-29,4.282
2023-05-30,4.26
2023-05-31,4.13
2023-06-01,4.166
2023-06-02,4.354
2023-06-03,4.354
2023-06-04,4.354
2023-06-05,4.21
2023-06-06,4.513
2023-06-07,4.824
2023-06-08,4.838
2023-06-09,4.816
2023-06-10,4.816
2023-06-11,4.816
2023-06-12,4.787
2023-06-13,4.845
2023-06-14,4.715
2023-06-15,4.65
2023-06-16,4.564
2023-06-17,4.564
2023-06-18,4.564
2023-06-19,4.564
2023-06-20,4.369
2023-06-21,4.419
2023-06-22,4.376
2023-06-23,4.207
2023-06-24,4.207
2023-06-25,4.207
2023-06-26,4.314
2023-06-27,4.4
2023-06-28,4.393
2023-06-29,4.725
2023-06-30,4.592
2023-07-01,4.592
2023-07-02,4.592
2023-07-03,4.688
2023-07-04,4.688
