,PEP US Equity
,BEST_PE_RATIO
2023-06-10,22.467
2023-06-11,22.467
2023-06-12,22.412
2023-06-13,22.367
2023-06-14,22.568
2023-06-15,22.881
2023-06-16,22.922
2023-06-17,22.922
2023-06-18,22.922
2023-06-19,22.922
2023-06-20,22.832
2023-06-21,22.847
2023-06-22,23.083
2023-06-23,22.926
2023-06-24,22.926
2023-06-25,22.926
2023-06-26,22.78
2023-06-27,22.941
2023-06-28,22.631
2023-06-29,22.653
2023-06-30,22.841
2023-07-01,22.841
2023-07-02,22.841
2023-07-03,22.888
2023-07-04,22.888
2023-07-05,23.009
2023-07-06,23.008
2023-07-07,22.574
2023-07-08,22.574
2023-07-09,22.574
2023-07-10,22.722
2023-07-11,22.685
2023-07-12,22.585
2023-07-13,22.901
2023-07-14,22.855
2023-07-15,22.855
2023-07-16,22.855
2023-07-17,22.52
2023-07-18,22.338
2023-07-19,22.557
2023-07-20,22.925
2023-07-21,23.029
2023-07-22,23.029
2023-07-23,23.029
2023-07-24,23.121
2023-07-25,23.174
2023-07-26,23.238
2023-07-27,22.883
2023-07-28,23.099
2023-07-29,23.099
2023-07-30,23.099
2023-07-31,22.719
2023-08-01,22.641
2023-08-02,22.822
2023-08-03,22.678
2023-08-04,22.372
2023-08-05,22.372
2023-08-06,22.372
2023-08-07,22.65
2023-08-08,22.353
2023-08-09,22.297
2023-08-10,22.269
2023-08-11,22.305
2023-08-12,22.305
2023-08-13,22.305
2023-08-14,22.254
2023-08-15,21.979
2023-08-16,21.962
2023-08-17,21.627
2023-08-18,21.594
2023-08-19,21.594
2023-08-20,21.594
2023-08-21,21.457
2023-08-22,21.294
2023-08-23,21.587
2023-08-24,21.473
2023-08-25,21.745
2023-08-26,21.745
2023-08-27,21.745
2023-08-28,21.845
2023-08-29,21.919
2023-08-30,21.938
2023-08-31,21.706
2023-09-01,21.389
2023-09-02,21.389
2023-09-03,21.389
2023-09-04,21.389
2023-09-05,21.248
2023-09-06,21.317
2023-09-07,21.521
2023-09-08,21.505
2023-09-09,21.505
2023-09-10,21.505
2023-09-11,21.83
2023-09-12,21.749
2023-09-13,21.921
2023-09-14,22.11
2023-09-15,21.941
2023-09-16,21.941
2023-09-17,21.941
2023-09-18,21.885
2023-09-19,21.755
2023-09-20,21.763
2023-09-21,21.397
2023-09-22,21.383
2023-09-23,21.383
2023-09-24,21.383
2023-09-25,21.268
2023-09-26,21.05
2023-09-27,20.69
2023-09-28,20.682
2023-09-29,20.674
2023-09-30,20.674
2023-10-01,20.674
2023-10-02,20.665
2023-10-03,20.495
2023-10-04,20.643
2023-10-05,19.586
2023-10-06,19.624
2023-10-07,19.624
2023-10-08,19.624
2023-10-09,19.762
2023-10-10,20.012
2023-10-11,19.749
2023-10-12,19.186
2023-10-13,19.419
2023-10-14,19.419
2023-10-15,19.419
2023-10-16,19.521
2023-10-17,19.431
2023-10-18,19.586
2023-10-19,19.408
2023-10-20,19.352
2023-10-21,19.352
2023-10-22,19.352
2023-10-23,19.362
2023-10-24,19.617
2023-10-25,19.617
2023-10-26,19.528
2023-10-27,19.314
2023-10-28,19.314
2023-10-29,19.314
2023-10-30,19.635
2023-10-31,19.756
2023-11-01,19.949
2023-11-02,20.186
2023-11-03,20.181
2023-11-04,20.181
2023-11-05,20.181
2023-11-06,20.153
2023-11-07,20.211
2023-11-08,20.236
2023-11-09,20.088
2023-11-10,20.179
2023-11-11,20.179
2023-11-12,20.179
2023-11-13,20.277
2023-11-14,20.318
2023-11-15,20.214
2023-11-16,20.27
2023-11-17,20.155
2023-11-18,20.155
2023-11-19,20.155
2023-11-20,20.126
2023-11-21,20.281
2023-11-22,20.453
2023-11-23,20.453
2023-11-24,20.471
2023-11-25,20.471
2023-11-26,20.471
2023-11-27,20.344
2023-11-28,20.409
2023-11-29,20.204
2023-11-30,20.495
2023-12-01,20.544
2023-12-02,20.544
2023-12-03,20.544
2023-12-04,20.599
2023-12-05,20.453
2023-12-06,20.4
2023-12-07,20.394
2023-12-08,20.177
2023-12-09,20.177
2023-12-10,20.177
2023-12-11,20.438
2023-12-12,20.517
2023-12-13,20.948
2023-12-14,20.49
2023-12-15,20.338
2023-12-16,20.338
2023-12-17,20.338
2023-12-18,20.568
2023-12-19,20.449
2023-12-20,20.174
2023-12-21,20.329
2023-12-22,20.416
2023-12-23,20.416
2023-12-24,20.416
2023-12-25,20.416
2023-12-26,20.56
2023-12-27,20.625
2023-12-28,20.624
2023-12-29,20.679
2023-12-30,20.679
2023-12-31,20.679
2024-01-01,20.679
2024-01-02,21.053
2024-01-03,21.058
2024-01-04,20.877
2024-01-05,20.569
2024-01-06,20.569
2024-01-07,20.569
2024-01-08,20.593
2024-01-09,20.356
2024-01-10,20.326
2024-01-11,20.23
2024-01-12,20.368
2024-01-13,20.368
2024-01-14,20.368
2024-01-15,20.368
2024-01-16,20.242
2024-01-17,20.277
2024-01-18,20.366
2024-01-19,20.197
2024-01-20,20.197
2024-01-21,20.197
2024-01-22,20.115
2024-01-23,20.424
2024-01-24,20.175
2024-01-25,20.292
2024-01-26,20.453
2024-01-27,20.453
2024-01-28,20.453
2024-01-29,20.501
2024-01-30,20.68
2024-01-31,20.547
2024-02-01,20.934
2024-02-02,20.845
2024-02-03,20.845
2024-02-04,20.845
2024-02-05,20.859
2024-02-06,20.92
2024-02-07,20.926
2024-02-08,21.217
2024-02-09,20.417
2024-02-10,20.417
2024-02-11,20.417
2024-02-12,20.775
2024-02-13,20.565
2024-02-14,20.399
2024-02-15,20.44
2024-02-16,20.253
2024-02-17,20.253
2024-02-18,20.253
2024-02-19,20.253
2024-02-20,20.537
2024-02-21,20.558
2024-02-22,20.488
2024-02-23,20.652
2024-02-24,20.652
2024-02-25,20.652
2024-02-26,20.489
2024-02-27,20.477
2024-02-28,20.339
2024-02-29,20.287
2024-03-01,20.195
2024-03-02,20.195
2024-03-03,20.195
2024-03-04,20.291
2024-03-05,19.882
2024-03-06,20.0
2024-03-07,20.013
2024-03-08,20.006
2024-03-09,20.006
2024-03-10,20.006
2024-03-11,20.212
2024-03-12,20.189
2024-03-13,20.252
2024-03-14,20.189
2024-03-15,20.174
2024-03-16,20.174
2024-03-17,20.174
2024-03-18,20.983
2024-03-19,21.049
2024-03-20,21.056
2024-03-21,21.128
2024-03-22,21.076
2024-03-23,21.076
2024-03-24,21.076
2024-03-25,21.147
2024-03-26,21.163
2024-03-27,21.266
2024-03-28,21.442
2024-03-29,21.442
2024-03-30,21.442
2024-03-31,21.442
2024-04-01,21.193
2024-04-02,21.005
2024-04-03,20.799
2024-04-04,20.796
2024-04-05,20.733
2024-04-06,20.733
2024-04-07,20.733
2024-04-08,20.787
