,VZ US Equity
2023-06-23,7.092
2023-06-24,7.092
2023-06-25,7.092
2023-06-26,7.212
2023-06-27,7.307
2023-06-28,7.361
2023-06-29,7.395
2023-06-30,7.435
2023-07-01,7.435
2023-07-02,7.435
2023-07-03,7.45
2023-07-04,7.45
2023-07-05,7.49
2023-07-06,7.422
2023-07-07,7.304
2023-07-08,7.304
2023-07-09,7.304
2023-07-10,7.15
2023-07-11,7.118
2023-07-12,7.091
2023-07-13,7.048
2023-07-14,6.914
2023-07-15,6.914
2023-07-16,6.914
2023-07-17,6.391
2023-07-18,6.557
2023-07-19,6.906
2023-07-20,6.837
2023-07-21,6.886
2023-07-22,6.886
2023-07-23,6.886
2023-07-24,6.906
2023-07-25,6.944
2023-07-26,6.961
2023-07-27,6.801
2023-07-28,6.899
2023-07-29,6.899
2023-07-30,6.899
2023-07-31,6.909
2023-08-01,6.777
2023-08-02,6.755
2023-08-03,6.702
2023-08-04,6.613
2023-08-05,6.613
2023-08-06,6.613
2023-08-07,6.595
2023-08-08,6.577
2023-08-09,6.606
2023-08-10,6.668
2023-08-11,6.737
2023-08-12,6.737
2023-08-13,6.737
2023-08-14,6.777
2023-08-15,6.717
2023-08-16,6.719
2023-08-17,6.676
2023-08-18,6.7
2023-08-19,6.7
2023-08-20,6.7
2023-08-21,6.663
2023-08-22,6.703
2023-08-23,6.701
2023-08-24,6.734
2023-08-25,6.728
2023-08-26,6.728
2023-08-27,6.728
2023-08-28,6.768
2023-08-29,6.998
2023-08-30,6.988
2023-08-31,7.056
2023-09-01,7.04
2023-09-02,7.04
2023-09-03,7.04
2023-09-04,7.04
2023-09-05,6.927
2023-09-06,6.902
2023-09-07,6.828
2023-09-08,6.755
2023-09-09,6.755
2023-09-10,6.755
2023-09-11,6.897
2023-09-12,6.908
2023-09-13,6.871
2023-09-14,6.908
2023-09-15,6.857
2023-09-16,6.857
2023-09-17,6.857
2023-09-18,6.803
2023-09-19,6.781
2023-09-20,6.828
2023-09-21,6.765
2023-09-22,6.744
2023-09-23,6.744
2023-09-24,6.744
2023-09-25,6.719
2023-09-26,6.685
2023-09-27,6.565
2023-09-28,6.596
2023-09-29,6.567
2023-09-30,6.567
2023-10-01,6.567
2023-10-02,6.444
2023-10-03,6.505
2023-10-04,6.416
2023-10-05,6.488
2023-10-06,6.425
2023-10-07,6.425
2023-10-08,6.425
2023-10-09,6.547
2023-10-10,6.611
2023-10-11,6.549
2023-10-12,6.441
2023-10-13,6.391
2023-10-14,6.391
2023-10-15,6.391
2023-10-16,6.512
2023-10-17,6.566
2023-10-18,6.47
2023-10-19,6.581
2023-10-20,6.579
2023-10-21,6.579
2023-10-22,6.579
2023-10-23,6.541
2023-10-24,7.148
2023-10-25,7.043
2023-10-26,7.211
2023-10-27,6.996
2023-10-28,6.996
2023-10-29,6.996
2023-10-30,7.242
2023-10-31,7.363
2023-11-01,7.422
2023-11-02,7.526
2023-11-03,7.552
2023-11-04,7.552
2023-11-05,7.552
2023-11-06,7.478
2023-11-07,7.533
2023-11-08,7.498
2023-11-09,7.466
2023-11-10,7.485
2023-11-11,7.485
2023-11-12,7.485
2023-11-13,7.48
2023-11-14,7.493
2023-11-15,7.538
2023-11-16,7.575
2023-11-17,7.586
2023-11-18,7.586
2023-11-19,7.586
2023-11-20,7.69
2023-11-21,7.799
2023-11-22,7.82
2023-11-23,7.82
2023-11-24,7.833
2023-11-25,7.833
2023-11-26,7.833
2023-11-27,7.82
2023-11-28,7.845
2023-11-29,7.906
2023-11-30,8.025
2023-12-01,8.078
2023-12-02,8.078
2023-12-03,8.078
2023-12-04,7.984
2023-12-05,8.063
2023-12-06,8.08
2023-12-07,8.112
2023-12-08,8.028
2023-12-09,8.028
2023-12-10,8.028
2023-12-11,7.906
2023-12-12,7.82
2023-12-13,7.758
2023-12-14,7.946
2023-12-15,7.841
2023-12-16,7.841
2023-12-17,7.841
2023-12-18,7.906
2023-12-19,7.885
2023-12-20,7.828
2023-12-21,7.856
2023-12-22,7.868
2023-12-23,7.868
2023-12-24,7.868
2023-12-25,7.868
2023-12-26,7.866
2023-12-27,7.831
2023-12-28,7.868
2023-12-29,7.912
2023-12-30,7.912
2023-12-31,7.912
2024-01-01,7.912
2024-01-02,8.156
2024-01-03,8.213
2024-01-04,8.266
2024-01-05,8.441
2024-01-06,8.441
2024-01-07,8.441
2024-01-08,8.438
2024-01-09,8.359
2024-01-10,8.397
2024-01-11,8.143
2024-01-12,8.285
2024-01-13,8.285
2024-01-14,8.285
2024-01-15,8.285
2024-01-16,8.442
2024-01-17,8.352
2024-01-18,8.367
2024-01-19,8.45
2024-01-20,8.45
2024-01-21,8.45
2024-01-22,8.5
2024-01-23,9.091
2024-01-24,8.908
2024-01-25,9.126
2024-01-26,9.154
2024-01-27,9.154
2024-01-28,9.154
2024-01-29,9.071
2024-01-30,9.161
2024-01-31,9.133
2024-02-01,9.167
2024-02-02,9.09
2024-02-03,9.09
2024-02-04,9.09
2024-02-05,8.928
2024-02-06,8.868
2024-02-07,8.685
2024-02-08,8.575
2024-02-09,8.534
2024-02-10,8.534
2024-02-11,8.534
2024-02-12,8.618
2024-02-13,8.624
2024-02-14,8.629
2024-02-15,8.723
2024-02-16,8.702
2024-02-17,8.702
2024-02-18,8.702
2024-02-19,8.702
2024-02-20,8.704
2024-02-21,8.833
2024-02-22,8.753
2024-02-23,8.738
2024-02-24,8.738
2024-02-25,8.738
2024-02-26,8.53
2024-02-27,8.581
2024-02-28,8.618
2024-02-29,8.601
2024-03-01,8.639
2024-03-02,8.639
2024-03-03,8.639
2024-03-04,8.663
2024-03-05,8.672
2024-03-06,8.581
2024-03-07,8.495
2024-03-08,8.491
2024-03-09,8.491
2024-03-10,8.491
2024-03-11,8.624
2024-03-12,8.624
2024-03-13,8.648
2024-03-14,8.543
2024-03-15,8.477
2024-03-16,8.477
2024-03-17,8.477
2024-03-18,8.578
2024-03-19,8.586
2024-03-20,8.616
2024-03-21,8.709
2024-03-22,8.666
2024-03-23,8.666
2024-03-24,8.666
2024-03-25,8.779
2024-03-26,8.775
2024-03-27,8.923
2024-03-28,9.014
2024-03-29,9.014
2024-03-30,9.014
2024-03-31,9.014
2024-04-01,9.082
2024-04-02,9.14
2024-04-03,9.205
2024-04-04,9.131
2024-04-05,9.06
2024-04-06,9.06
2024-04-07,9.06
2024-04-08,8.986
