,JLL US Equity
2023-07-05,9.264
2023-07-06,9.088
2023-07-07,9.337
2023-07-08,9.337
2023-07-09,9.337
2023-07-10,9.59
2023-07-11,9.75
2023-07-12,9.897
2023-07-13,10.19
2023-07-14,9.967
2023-07-15,9.967
2023-07-16,9.967
2023-07-17,10.076
2023-07-18,10.24
2023-07-19,10.263
2023-07-20,10.161
2023-07-21,10.168
2023-07-22,10.168
2023-07-23,10.168
2023-07-24,10.393
2023-07-25,10.454
2023-07-26,10.592
2023-07-27,10.157
2023-07-28,10.232
2023-07-29,10.232
2023-07-30,10.232
2023-07-31,10.284
2023-08-01,10.225
2023-08-02,10.22
2023-08-03,10.488
2023-08-04,10.741
2023-08-05,10.741
2023-08-06,10.741
2023-08-07,11.094
2023-08-08,11.17
2023-08-09,10.982
2023-08-10,11.109
2023-08-11,11.274
2023-08-12,11.274
2023-08-13,11.274
2023-08-14,11.429
2023-08-15,11.145
2023-08-16,10.979
2023-08-17,10.795
2023-08-18,10.789
2023-08-19,10.789
2023-08-20,10.789
2023-08-21,10.696
2023-08-22,10.675
2023-08-23,10.96
2023-08-24,11.074
2023-08-25,10.789
2023-08-26,10.789
2023-08-27,10.789
2023-08-28,11.224
2023-08-29,11.548
2023-08-30,11.396
2023-08-31,11.426
2023-09-01,11.715
2023-09-02,11.715
2023-09-03,11.715
2023-09-04,11.715
2023-09-05,11.483
2023-09-06,11.351
2023-09-07,11.063
2023-09-08,11.223
2023-09-09,11.223
2023-09-10,11.223
2023-09-11,11.241
2023-09-12,11.243
2023-09-13,10.401
2023-09-14,10.419
2023-09-15,10.32
2023-09-16,10.32
2023-09-17,10.32
2023-09-18,10.426
2023-09-19,10.316
2023-09-20,10.149
2023-09-21,9.755
2023-09-22,9.586
2023-09-23,9.586
2023-09-24,9.586
2023-09-25,9.587
2023-09-26,9.434
2023-09-27,9.308
2023-09-28,9.386
2023-09-29,9.446
2023-09-30,9.446
2023-10-01,9.446
2023-10-02,9.567
2023-10-03,9.243
2023-10-04,9.466
2023-10-05,9.589
2023-10-06,9.662
2023-10-07,9.662
2023-10-08,9.662
2023-10-09,9.647
2023-10-10,9.747
2023-10-11,9.925
2023-10-12,9.549
2023-10-13,9.341
2023-10-14,9.341
2023-10-15,9.341
2023-10-16,9.462
2023-10-17,10.238
2023-10-18,10.029
2023-10-19,9.991
2023-10-20,9.729
2023-10-21,9.729
2023-10-22,9.729
2023-10-23,9.586
2023-10-24,9.617
2023-10-25,9.44
2023-10-26,9.62
2023-10-27,9.542
2023-10-28,9.542
2023-10-29,9.542
2023-10-30,9.671
2023-10-31,9.901
2023-11-01,10.092
2023-11-02,11.241
2023-11-03,12.17
2023-11-04,12.17
2023-11-05,12.17
2023-11-06,11.925
2023-11-07,11.742
2023-11-08,11.645
2023-11-09,11.206
2023-11-10,11.358
2023-11-11,11.358
2023-11-12,11.358
2023-11-13,11.522
2023-11-14,12.372
2023-11-15,12.653
2023-11-16,12.701
2023-11-17,12.728
2023-11-18,12.728
2023-11-19,12.728
2023-11-20,12.776
2023-11-21,12.668
2023-11-22,12.815
2023-11-23,12.815
2023-11-24,13.1
2023-11-25,13.1
2023-11-26,13.1
2023-11-27,13.002
2023-11-28,13.018
2023-11-29,13.121
2023-11-30,13.02
2023-12-01,13.476
2023-12-02,13.476
2023-12-03,13.476
2023-12-04,13.604
2023-12-05,13.669
2023-12-06,13.822
2023-12-07,13.932
2023-12-08,14.082
2023-12-09,14.082
2023-12-10,14.082
2023-12-11,14.173
2023-12-12,13.883
2023-12-13,14.733
2023-12-14,15.586
2023-12-15,15.52
2023-12-16,15.52
2023-12-17,15.52
2023-12-18,15.462
2023-12-19,15.451
2023-12-20,15.229
2023-12-21,15.584
2023-12-22,15.612
2023-12-23,15.612
2023-12-24,15.612
2023-12-25,15.612
2023-12-26,15.652
2023-12-27,16.046
2023-12-28,16.059
2023-12-29,15.965
2023-12-30,15.965
2023-12-31,15.965
2024-01-01,15.965
2024-01-02,15.799
2024-01-03,15.3
2024-01-04,15.079
2024-01-05,15.169
2024-01-06,15.169
2024-01-07,15.169
2024-01-08,15.338
2024-01-09,15.138
2024-01-10,15.089
2024-01-11,14.707
2024-01-12,14.681
2024-01-13,14.681
2024-01-14,14.681
2024-01-15,14.681
2024-01-16,14.496
2024-01-17,14.26
2024-01-18,14.531
2024-01-19,14.744
2024-01-20,14.744
2024-01-21,14.744
2024-01-22,14.955
2024-01-23,14.847
2024-01-24,14.668
2024-01-25,14.989
2024-01-26,15.046
2024-01-27,15.046
2024-01-28,15.046
2024-01-29,15.174
2024-01-30,15.133
2024-01-31,15.104
2024-02-01,15.382
2024-02-02,15.0
2024-02-03,15.0
2024-02-04,15.0
2024-02-05,14.638
2024-02-06,14.61
2024-02-07,14.662
2024-02-08,15.305
2024-02-09,15.098
2024-02-10,15.098
2024-02-11,15.098
2024-02-12,15.293
2024-02-13,14.643
2024-02-14,15.17
2024-02-15,16.525
2024-02-16,16.2
2024-02-17,16.2
2024-02-18,16.2
2024-02-19,16.2
2024-02-20,15.722
2024-02-21,15.503
2024-02-22,15.816
2024-02-23,15.685
2024-02-24,15.685
2024-02-25,15.685
2024-02-26,15.848
2024-02-27,15.7
2024-02-28,15.775
2024-02-29,16.166
2024-03-01,16.389
2024-03-02,16.389
2024-03-03,16.389
2024-03-04,16.27
2024-03-05,15.811
2024-03-06,15.697
2024-03-07,15.603
2024-03-08,15.621
2024-03-09,15.621
2024-03-10,15.621
2024-03-11,15.53
2024-03-12,15.42
2024-03-13,15.316
2024-03-14,15.311
2024-03-15,15.223
2024-03-16,15.223
2024-03-17,15.223
2024-03-18,15.191
2024-03-19,15.553
2024-03-20,15.76
2024-03-21,16.347
2024-03-22,15.995
2024-03-23,15.995
2024-03-24,15.995
2024-03-25,16.061
2024-03-26,15.987
2024-03-27,16.258
2024-03-28,16.36
2024-03-29,16.36
2024-03-30,16.36
2024-03-31,16.36
2024-04-01,15.959
2024-04-02,15.861
2024-04-03,16.294
2024-04-04,16.812
2024-04-05,16.972
2024-04-06,16.972
2024-04-07,16.972
2024-04-08,16.905
