,CVI US Equity
2020-09-06,4.34
2020-09-07,4.34
2020-09-08,4.008
2020-09-09,3.816
2020-09-10,3.745
2020-09-11,3.819
2020-09-12,3.819
2020-09-13,3.819
2020-09-14,3.756
2020-09-15,3.646
2020-09-16,3.775
2020-09-17,3.819
2020-09-18,3.665
2020-09-19,3.665
2020-09-20,3.665
2020-09-21,3.498
2020-09-22,3.613
2020-09-23,3.448
2020-09-24,3.495
2020-09-25,3.435
2020-09-26,3.435
2020-09-27,3.435
2020-09-28,3.5
2020-09-29,3.399
2020-09-30,3.396
2020-10-01,3.311
2020-10-02,3.415
2020-10-03,3.415
2020-10-04,3.415
2020-10-05,3.514
2020-10-06,3.429
2020-10-07,3.448
2020-10-08,3.687
2020-10-09,3.616
2020-10-10,3.616
2020-10-11,3.616
2020-10-12,3.531
2020-10-13,3.158
2020-10-14,3.222
2020-10-15,3.245
2020-10-16,3.037
2020-10-17,3.037
2020-10-18,3.037
2020-10-19,2.943
2020-10-20,3.009
2020-10-21,2.896
2020-10-22,3.027
2020-10-23,3.066
2020-10-24,3.066
2020-10-25,3.066
2020-10-26,2.873
2020-10-27,2.725
2020-10-28,2.576
2020-10-29,2.722
2020-10-30,2.822
2020-10-31,2.822
2020-11-01,2.822
2020-11-02,2.878
2020-11-03,2.866
2020-11-04,2.588
2020-11-05,2.661
2020-11-06,2.53
2020-11-07,2.53
2020-11-08,2.53
2020-11-09,3.327
2020-11-10,3.227
2020-11-11,3.191
2020-11-12,3.045
2020-11-13,3.252
2020-11-14,3.252
2020-11-15,3.252
2020-11-16,3.619
2020-11-17,3.558
2020-11-18,3.366
2020-11-19,3.466
2020-11-20,3.364
2020-11-21,3.364
2020-11-22,3.364
2020-11-23,3.745
2020-11-24,3.884
2020-11-25,3.745
2020-11-26,3.745
2020-11-27,3.801
2020-11-28,3.801
2020-11-29,3.801
2020-11-30,3.436
2020-12-01,3.553
2020-12-02,3.711
2020-12-03,3.704
2020-12-04,3.978
2020-12-05,3.978
2020-12-06,3.978
2020-12-07,3.74
2020-12-08,3.837
2020-12-09,3.884
2020-12-10,4.039
2020-12-11,3.918
2020-12-12,3.918
2020-12-13,3.918
2020-12-14,3.667
2020-12-15,3.718
2020-12-16,3.573
2020-12-17,3.67
2020-12-18,3.604
2020-12-19,3.604
2020-12-20,3.604
2020-12-21,4.075
2020-12-22,3.969
2020-12-23,4.3
2020-12-24,4.219
2020-12-25,4.219
2020-12-26,4.219
2020-12-27,4.219
2020-12-28,4.208
2020-12-29,4.214
2020-12-30,4.395
2020-12-31,4.288
2021-01-01,4.288
2021-01-02,4.288
2021-01-03,4.288
2021-01-04,4.262
2021-01-05,4.481
2021-01-06,4.435
2021-01-07,4.628
2021-01-08,4.668
2021-01-09,4.668
2021-01-10,4.668
2021-01-11,4.878
2021-01-12,5.155
2021-01-13,4.95
2021-01-14,6.11
2021-01-15,6.07
2021-01-16,6.07
2021-01-17,6.07
2021-01-18,6.07
2021-01-19,6.359
2021-01-20,6.438
2021-01-21,6.133
2021-01-22,6.159
2021-01-23,6.159
2021-01-24,6.159
2021-01-25,6.205
2021-01-26,5.969
2021-01-27,6.313
2021-01-28,6.034
2021-01-29,5.611
2021-01-30,5.611
2021-01-31,5.611
2021-02-01,5.558
2021-02-02,5.608
2021-02-03,5.883
2021-02-04,5.985
2021-02-05,6.008
2021-02-06,6.008
2021-02-07,6.008
2021-02-08,6.274
2021-02-09,6.044
2021-02-10,6.247
2021-02-11,6.284
2021-02-12,6.434
2021-02-13,6.434
2021-02-14,6.434
2021-02-15,6.434
2021-02-16,6.93
2021-02-17,7.12
2021-02-18,6.943
2021-02-19,7.514
2021-02-20,7.514
2021-02-21,7.514
2021-02-22,8.039
2021-02-23,7.957
2021-02-24,7.724
2021-02-25,7.651
2021-02-26,7.348
2021-02-27,7.348
2021-02-28,7.348
2021-03-01,7.331
2021-03-02,7.231
2021-03-03,7.557
2021-03-04,7.93
2021-03-05,8.093
2021-03-06,8.093
2021-03-07,8.093
2021-03-08,8.057
2021-03-09,7.721
2021-03-10,8.18
2021-03-11,8.666
2021-03-12,8.556
2021-03-13,8.556
2021-03-14,8.556
2021-03-15,8.443
2021-03-16,8.073
2021-03-17,7.983
2021-03-18,7.098
2021-03-19,7.208
2021-03-20,7.208
2021-03-21,7.208
2021-03-22,7.045
2021-03-23,6.696
2021-03-24,6.699
2021-03-25,6.859
2021-03-26,6.905
2021-03-27,6.905
2021-03-28,6.905
2021-03-29,6.642
2021-03-30,6.476
2021-03-31,6.383
2021-04-01,6.855
2021-04-02,6.855
2021-04-03,6.855
2021-04-04,6.855
2021-04-05,6.523
2021-04-06,6.493
2021-04-07,6.433
2021-04-08,6.303
2021-04-09,6.15
2021-04-10,6.15
2021-04-11,6.15
2021-04-12,6.176
2021-04-13,6.266
2021-04-14,6.579
2021-04-15,5.396
2021-04-16,5.346
2021-04-17,5.346
2021-04-18,5.346
2021-04-19,5.273
2021-04-20,5.118
2021-04-21,5.261
2021-04-22,5.318
2021-04-23,5.41
2021-04-24,5.41
2021-04-25,5.41
2021-04-26,5.582
2021-04-27,5.604
2021-04-28,6.062
2021-04-29,6.054
2021-04-30,5.981
2021-05-01,5.981
2021-05-02,5.981
2021-05-03,6.312
2021-05-04,6.2
2021-05-05,6.585
2021-05-06,6.242
2021-05-07,6.576
2021-05-08,6.576
2021-05-09,6.576
2021-05-10,8.211
2021-05-11,7.877
2021-05-12,8.549
2021-05-13,8.196
2021-05-14,8.65
2021-05-15,8.65
2021-05-16,8.65
2021-05-17,8.722
2021-05-18,8.444
2021-05-19,8.17
2021-05-20,8.493
2021-05-21,8.789
2021-05-22,8.789
2021-05-23,8.789
2021-05-24,8.767
2021-05-25,8.035
2021-05-26,8.196
2021-05-27,8.211
2021-05-28,7.791
2021-05-29,7.791
2021-05-30,7.791
2021-05-31,7.791
2021-06-01,8.11
2021-06-02,8.5
2021-06-03,8.455
2021-06-04,8.643
2021-06-05,8.643
2021-06-06,8.643
2021-06-07,8.729
2021-06-08,8.744
2021-06-09,8.752
2021-06-10,8.8
2021-06-11,9.042
2021-06-12,9.042
2021-06-13,9.042
2021-06-14,8.857
2021-06-15,8.876
2021-06-16,9.293
2021-06-17,8.776
2021-06-18,8.226
2021-06-19,8.226
2021-06-20,8.226
2021-06-21,8.885
2021-06-22,9.146
2021-06-23,9.089
2021-06-24,9.032
2021-06-25,9.497
2021-06-26,9.497
2021-06-27,9.497
2021-06-28,8.715
2021-06-29,8.439
2021-06-30,8.52
2021-07-01,8.368
2021-07-02,8.302
2021-07-03,8.302
2021-07-04,8.302
2021-07-05,8.302
2021-07-06,7.979
2021-07-07,7.799
2021-07-08,7.647
2021-07-09,7.794
2021-07-10,7.794
2021-07-11,7.794
2021-07-12,7.619
2021-07-13,7.467
2021-07-14,7.192
2021-07-15,8.071
2021-07-16,7.65
2021-07-17,7.65
2021-07-18,7.65
2021-07-19,7.168
2021-07-20,7.301
2021-07-21,7.722
2021-07-22,7.351
2021-07-23,7.29
2021-07-24,7.29
2021-07-25,7.29
2021-07-26,7.766
2021-07-27,7.539
2021-07-28,7.711
2021-07-29,7.711
2021-07-30,7.572
2021-07-31,7.572
2021-08-01,7.572
2021-08-02,7.5
2021-08-03,7.766
2021-08-04,7.118
2021-08-05,7.151
2021-08-06,7.14
2021-08-07,7.14
2021-08-08,7.14
2021-08-09,5.963
2021-08-10,6.077
2021-08-11,6.186
2021-08-12,6.324
2021-08-13,6.224
2021-08-14,6.224
2021-08-15,6.224
2021-08-16,5.84
2021-08-17,5.901
2021-08-18,5.878
2021-08-19,5.437
2021-08-20,5.612
2021-08-21,5.612
2021-08-22,5.612
2021-08-23,6.082
2021-08-24,6.314
2021-08-25,6.461
2021-08-26,6.281
2021-08-27,6.77
2021-08-28,6.77
2021-08-29,6.77
2021-08-30,6.703
2021-08-31,6.831
2021-09-01,6.556
2021-09-02,6.589
2021-09-03,6.518
2021-09-04,6.518
2021-09-05,6.518
2021-09-06,6.518
2021-09-07,6.679
2021-09-08,6.362
2021-09-09,6.347
2021-09-10,6.338
2021-09-11,6.338
2021-09-12,6.338
2021-09-13,6.599
2021-09-14,6.499
2021-09-15,6.732
2021-09-16,6.561
2021-09-17,6.599
2021-09-18,6.599
2021-09-19,6.599
2021-09-20,6.224
2021-09-21,6.352
2021-09-22,6.86
2021-09-23,7.272
2021-09-24,7.415
2021-09-25,7.415
2021-09-26,7.415
2021-09-27,7.889
2021-09-28,7.813
2021-09-29,7.813
2021-09-30,7.903
2021-10-01,7.975
2021-10-02,7.975
2021-10-03,7.975
2021-10-04,8.202
2021-10-05,8.046
2021-10-06,8.169
2021-10-07,8.435
2021-10-08,8.909
2021-10-09,8.909
2021-10-10,8.909
2021-10-11,9.331
2021-10-12,9.63
2021-10-13,6.667
2021-10-14,6.854
2021-10-15,6.605
2021-10-16,6.605
2021-10-17,6.605
2021-10-18,6.706
2021-10-19,6.854
2021-10-20,7.08
2021-10-21,6.857
2021-10-22,6.978
2021-10-23,6.978
2021-10-24,6.978
2021-10-25,7.204
2021-10-26,6.929
2021-10-27,6.441
2021-10-28,6.392
2021-10-29,6.277
2021-10-30,6.277
2021-10-31,6.277
2021-11-01,6.493
2021-11-02,5.629
2021-11-03,7.738
2021-11-04,7.725
2021-11-05,7.893
2021-11-06,7.893
2021-11-07,7.893
2021-11-08,7.844
2021-11-09,8.213
2021-11-10,7.969
2021-11-11,7.938
2021-11-12,8.257
2021-11-13,8.257
2021-11-14,8.257
2021-11-15,8.324
2021-11-16,8.324
2021-11-17,7.618
2021-11-18,7.711
2021-11-19,7.09
2021-11-20,7.09
2021-11-21,7.09
2021-11-22,7.263
2021-11-23,7.578
2021-11-24,7.614
2021-11-25,7.614
2021-11-26,6.997
2021-11-27,6.997
2021-11-28,6.997
2021-11-29,7.023
2021-11-30,6.93
2021-12-01,6.903
2021-12-02,11.921
2021-12-03,11.6
2021-12-04,11.6
2021-12-05,11.6
2021-12-06,11.87
2021-12-07,12.286
2021-12-08,10.375
2021-12-09,9.953
2021-12-10,10.161
2021-12-11,10.161
2021-12-12,10.161
2021-12-13,9.84
2021-12-14,9.683
2021-12-15,9.758
2021-12-16,9.469
2021-12-17,9.633
2021-12-18,9.633
2021-12-19,9.633
2021-12-20,9.664
2021-12-21,10.192
2021-12-22,10.236
2021-12-23,10.199
2021-12-24,10.199
2021-12-25,10.199
2021-12-26,10.199
2021-12-27,10.513
2021-12-28,10.62
2021-12-29,10.538
2021-12-30,10.469
2021-12-31,10.569
2022-01-01,10.569
2022-01-02,10.569
2022-01-03,11.192
2022-01-04,11.506
2022-01-05,14.567
2022-01-06,15.285
2022-01-07,16.141
2022-01-08,16.141
2022-01-09,16.141
2022-01-10,16.294
2022-01-11,16.867
2022-01-12,16.786
2022-01-13,17.891
2022-01-14,18.967
2022-01-15,18.967
2022-01-16,18.967
2022-01-17,18.967
2022-01-18,19.316
2022-01-19,18.582
2022-01-20,17.404
2022-01-21,16.722
2022-01-22,16.722
2022-01-23,16.722
2022-01-24,16.602
2022-01-25,17.524
2022-01-26,16.636
2022-01-27,16.824
2022-01-28,16.73
2022-01-29,16.73
2022-01-30,16.73
2022-01-31,16.67
2022-02-01,17.678
2022-02-02,17.9
2022-02-03,17.456
2022-02-04,17.797
2022-02-05,17.797
2022-02-06,17.797
2022-02-07,18.053
2022-02-08,17.703
2022-02-09,18.087
2022-02-10,17.806
2022-02-11,18.915
2022-02-12,18.915
2022-02-13,18.915
2022-02-14,18.753
2022-02-15,18.267
2022-02-16,18.053
2022-02-17,17.737
2022-02-18,17.515
2022-02-19,17.515
2022-02-20,17.515
2022-02-21,17.515
2022-02-22,14.019
2022-02-23,18.752
2022-02-24,19.494
2022-02-25,18.606
2022-02-26,18.606
2022-02-27,18.606
2022-02-28,18.177
2022-03-01,17.78
2022-03-02,18.01
2022-03-03,17.926
2022-03-04,18.972
2022-03-05,18.972
2022-03-06,18.972
2022-03-07,13.399
2022-03-08,14.889
2022-03-09,14.83
2022-03-10,17.158
2022-03-11,17.826
2022-03-12,17.826
2022-03-13,17.826
2022-03-14,17.01
2022-03-15,15.058
2022-03-16,14.658
2022-03-17,15.402
2022-03-18,15.602
2022-03-19,15.602
2022-03-20,15.602
2022-03-21,16.531
2022-03-22,16.217
2022-03-23,16.374
2022-03-24,18.231
2022-03-25,18.459
2022-03-26,18.459
2022-03-27,18.459
2022-03-28,18.505
2022-03-29,17.933
2022-03-30,16.064
2022-03-31,16.801
2022-04-01,16.959
2022-04-02,16.959
2022-04-03,16.959
2022-04-04,17.268
2022-04-05,17.321
2022-04-06,17.399
2022-04-07,17.228
2022-04-08,17.314
2022-04-09,17.314
2022-04-10,17.314
2022-04-11,16.577
2022-04-12,16.617
2022-04-13,17.242
2022-04-14,12.865
2022-04-15,12.865
2022-04-16,12.865
2022-04-17,12.865
2022-04-18,13.889
2022-04-19,13.797
2022-04-20,13.952
2022-04-21,13.028
2022-04-22,12.437
2022-04-23,12.437
2022-04-24,12.437
2022-04-25,11.958
2022-04-26,12.026
2022-04-27,12.212
2022-04-28,12.862
2022-04-29,12.246
2022-04-30,12.246
2022-05-01,12.246
2022-05-02,12.437
2022-05-03,14.567
2022-05-04,16.316
2022-05-05,16.301
2022-05-06,16.301
2022-05-07,16.301
2022-05-08,16.301
2022-05-09,14.585
2022-05-10,15.228
2022-05-11,15.384
2022-05-12,15.323
2022-05-13,15.929
2022-05-14,15.929
2022-05-15,15.929
2022-05-16,13.199
2022-05-17,12.837
2022-05-18,12.474
2022-05-19,12.431
2022-05-20,12.412
2022-05-21,12.412
2022-05-22,12.412
2022-05-23,12.408
2022-05-24,12.517
2022-05-25,13.094
2022-05-26,13.098
2022-05-27,13.581
2022-05-28,13.581
2022-05-29,13.581
2022-05-30,13.581
2022-05-31,14.069
2022-06-01,14.834
2022-06-02,15.026
2022-06-03,15.994
2022-06-04,15.994
2022-06-05,15.994
2022-06-06,16.284
2022-06-07,17.6
2022-06-08,17.469
2022-06-09,17.191
2022-06-10,16.938
2022-06-11,16.938
2022-06-12,16.938
2022-06-13,15.794
2022-06-14,16.354
2022-06-15,15.912
2022-06-16,15.005
2022-06-17,13.898
2022-06-18,13.898
2022-06-19,13.898
2022-06-20,13.898
2022-06-21,14.993
2022-06-22,14.176
2022-06-23,13.256
2022-06-24,13.947
2022-06-25,13.947
2022-06-26,13.947
2022-06-27,14.751
2022-06-28,15.198
2022-06-29,14.402
2022-06-30,13.742
2022-07-01,15.494
2022-07-02,15.494
2022-07-03,15.494
2022-07-04,15.494
2022-07-05,13.118
2022-07-06,12.652
2022-07-07,13.555
2022-07-08,13.269
2022-07-09,13.269
2022-07-10,13.269
2022-07-11,13.333
2022-07-12,13.09
2022-07-13,13.105
2022-07-14,12.927
2022-07-15,13.424
2022-07-16,13.424
2022-07-17,13.424
2022-07-18,13.499
2022-07-19,13.774
2022-07-20,13.676
2022-07-21,12.972
2022-07-22,12.848
2022-07-23,12.848
2022-07-24,12.848
2022-07-25,13.911
2022-07-26,13.92
2022-07-27,14.385
2022-07-28,14.501
2022-07-29,14.864
2022-07-30,14.864
2022-07-31,14.864
2022-08-01,14.625
2022-08-02,15.352
2022-08-03,14.644
2022-08-04,13.477
2022-08-05,13.568
2022-08-06,13.568
2022-08-07,13.568
2022-08-08,14.884
2022-08-09,15.522
2022-08-10,15.742
2022-08-11,16.302
2022-08-12,16.482
2022-08-13,16.482
2022-08-14,16.482
2022-08-15,15.726
2022-08-16,15.913
2022-08-17,16.28
2022-08-18,16.855
2022-08-19,16.87
2022-08-20,16.87
2022-08-21,16.87
2022-08-22,17.341
2022-08-23,17.739
2022-08-24,18.153
2022-08-25,19.007
2022-08-26,18.582
2022-08-27,18.582
2022-08-28,18.582
2022-08-29,18.381
2022-08-30,15.906
2022-08-31,13.848
2022-09-01,13.148
2022-09-02,14.009
2022-09-03,14.009
2022-09-04,14.009
2022-09-05,14.009
2022-09-06,14.221
2022-09-07,14.039
2022-09-08,13.848
2022-09-09,14.318
2022-09-10,14.318
2022-09-11,14.318
2022-09-12,14.064
2022-09-13,13.75
2022-09-14,13.882
2022-09-15,12.563
2022-09-16,12.084
2022-09-17,12.084
2022-09-18,12.084
2022-09-19,12.075
2022-09-20,12.186
2022-09-21,11.642
2022-09-22,11.887
2022-09-23,10.81
2022-09-24,10.81
2022-09-25,10.81
2022-09-26,10.434
2022-09-27,11.426
2022-09-28,12.222
2022-09-29,11.576
2022-09-30,11.657
2022-10-01,11.657
2022-10-02,11.657
2022-10-03,12.135
2022-10-04,13.278
2022-10-05,13.33
2022-10-06,13.668
2022-10-07,13.648
2022-10-08,13.648
2022-10-09,13.648
2022-10-10,13.286
2022-10-11,12.895
2022-10-12,13.911
2022-10-13,14.431
2022-10-14,13.686
2022-10-15,13.686
2022-10-16,13.686
2022-10-17,14.395
2022-10-18,14.598
2022-10-19,15.502
2022-10-20,15.726
2022-10-21,16.667
2022-10-22,16.667
2022-10-23,16.667
2022-10-24,16.333
2022-10-25,16.378
2022-10-26,16.402
2022-10-27,16.28
2022-10-28,16.199
2022-10-29,16.199
2022-10-30,16.199
2022-10-31,15.905
2022-11-01,15.474
2022-11-02,15.201
2022-11-03,15.533
2022-11-04,15.856
2022-11-05,15.856
2022-11-06,15.856
2022-11-07,16.107
2022-11-08,15.772
2022-11-09,14.81
2022-11-10,14.903
2022-11-11,15.81
2022-11-12,15.81
2022-11-13,15.81
2022-11-14,15.447
2022-11-15,15.911
2022-11-16,15.556
2022-11-17,15.634
2022-11-18,15.638
2022-11-19,15.638
2022-11-20,15.638
2022-11-21,15.171
2022-11-22,15.911
2022-11-23,15.541
2022-11-24,15.541
2022-11-25,15.615
2022-11-26,15.615
2022-11-27,15.615
2022-11-28,14.79
2022-11-29,14.403
2022-11-30,13.986
2022-12-01,14.096
2022-12-02,13.109
2022-12-03,13.109
2022-12-04,13.109
2022-12-05,12.612
2022-12-06,12.289
2022-12-07,11.777
2022-12-08,11.249
2022-12-09,10.995
2022-12-10,10.995
2022-12-11,10.995
2022-12-12,11.519
2022-12-13,11.393
2022-12-14,11.302
2022-12-15,10.354
2022-12-16,10.168
2022-12-17,10.168
2022-12-18,10.168
2022-12-19,10.299
2022-12-20,10.861
2022-12-21,10.696
2022-12-22,10.299
2022-12-23,10.871
2022-12-24,10.871
2022-12-25,10.871
2022-12-26,10.871
2022-12-27,10.789
2022-12-28,10.343
2022-12-29,10.717
2022-12-30,10.748
2022-12-31,10.748
2023-01-01,10.748
2023-01-02,10.748
2023-01-03,10.048
2023-01-04,10.285
2023-01-05,10.751
2023-01-06,11.64
2023-01-07,11.64
2023-01-08,11.64
2023-01-09,11.476
2023-01-10,11.41
2023-01-11,11.425
2023-01-12,11.538
2023-01-13,11.658
2023-01-14,11.658
2023-01-15,11.658
2023-01-16,11.658
2023-01-17,8.943
2023-01-18,9.008
2023-01-19,9.025
2023-01-20,8.975
2023-01-21,8.975
2023-01-22,8.975
2023-01-23,9.198
2023-01-24,9.502
2023-01-25,9.351
2023-01-26,9.738
2023-01-27,9.425
2023-01-28,9.425
2023-01-29,9.425
2023-01-30,8.965
2023-01-31,9.107
2023-02-01,8.94
2023-02-02,8.89
2023-02-03,8.805
2023-02-04,8.805
2023-02-05,8.805
2023-02-06,8.674
2023-02-07,9.05
2023-02-08,8.929
2023-02-09,8.86
2023-02-10,9.428
2023-02-11,9.428
2023-02-12,9.428
2023-02-13,9.242
2023-02-14,9.322
2023-02-15,9.237
2023-02-16,9.411
2023-02-17,9.06
2023-02-18,9.06
2023-02-19,9.06
2023-02-20,9.06
2023-02-21,9.125
2023-02-22,9.002
2023-02-23,9.54
2023-02-24,9.607
2023-02-25,9.607
2023-02-26,9.607
2023-02-27,9.89
2023-02-28,9.653
2023-03-01,10.176
2023-03-02,10.06
2023-03-03,10.326
2023-03-04,10.326
2023-03-05,10.326
2023-03-06,10.351
2023-03-07,10.07
2023-03-08,9.906
2023-03-09,9.769
2023-03-10,9.618
2023-03-11,9.618
2023-03-12,9.618
2023-03-13,9.038
2023-03-14,9.213
2023-03-15,8.884
2023-03-16,9.314
2023-03-17,9.345
2023-03-18,9.345
2023-03-19,9.345
2023-03-20,9.58
2023-03-21,9.709
2023-03-22,9.731
2023-03-23,9.427
2023-03-24,9.273
2023-03-25,9.273
2023-03-26,9.273
2023-03-27,9.81
2023-03-28,10.227
2023-03-29,10.048
2023-03-30,9.92
2023-03-31,10.476
2023-04-01,10.476
2023-04-02,10.476
2023-04-03,10.655
2023-04-04,9.623
2023-04-05,10.035
2023-04-06,9.821
2023-04-07,9.821
2023-04-08,9.821
2023-04-09,9.821
2023-04-10,10.038
2023-04-11,10.288
2023-04-12,10.887
2023-04-13,10.488
2023-04-14,10.237
2023-04-15,10.237
2023-04-16,10.237
2023-04-17,9.971
2023-04-18,9.88
2023-04-19,9.852
2023-04-20,9.751
2023-04-21,9.471
2023-04-22,9.471
2023-04-23,9.471
2023-04-24,9.642
2023-04-25,9.223
2023-04-26,9.174
2023-04-27,9.153
2023-04-28,9.209
2023-04-29,9.209
2023-04-30,9.209
2023-05-01,9.342
2023-05-02,9.223
2023-05-03,8.688
2023-05-04,8.578
2023-05-05,8.833
2023-05-06,8.833
2023-05-07,8.833
2023-05-08,9.121
2023-05-09,9.335
2023-05-10,9.456
2023-05-11,9.15
2023-05-12,8.973
2023-05-13,8.973
2023-05-14,8.973
2023-05-15,9.35
2023-05-16,9.063
2023-05-17,9.267
2023-05-18,9.466
2023-05-19,9.384
2023-05-20,9.384
2023-05-21,9.384
2023-05-22,11.23
2023-05-23,10.806
2023-05-24,10.969
2023-05-25,10.413
2023-05-26,10.576
2023-05-27,10.576
2023-05-28,10.576
2023-05-29,10.576
2023-05-30,10.369
2023-05-31,9.289
2023-06-01,9.214
2023-06-02,10.406
2023-06-03,10.406
2023-06-04,10.406
2023-06-05,10.255
2023-06-06,10.587
2023-06-07,11.326
2023-06-08,11.273
2023-06-09,11.281
2023-06-10,11.281
2023-06-11,11.281
2023-06-12,11.199
2023-06-13,11.363
2023-06-14,11.117
2023-06-15,11.375
2023-06-16,11.347
2023-06-17,11.347
2023-06-18,11.347
2023-06-19,11.347
2023-06-20,11.023
2023-06-21,11.224
2023-06-22,11.154
2023-06-23,11.166
2023-06-24,11.166
2023-06-25,11.166
2023-06-26,11.367
