,SCHW US Equity
2020-05-31,13.052
2020-06-01,13.27
2020-06-02,13.499
2020-06-03,14.361
2020-06-04,15.092
2020-06-05,15.504
2020-06-06,15.504
2020-06-07,15.504
2020-06-08,15.142
2020-06-09,14.548
2020-06-10,13.803
2020-06-11,13.093
2020-06-12,13.238
2020-06-13,13.238
2020-06-14,13.238
2020-06-15,13.27
2020-06-16,13.368
2020-06-17,13.278
2020-06-18,13.354
2020-06-19,13.278
2020-06-20,13.278
2020-06-21,13.278
2020-06-22,13.187
2020-06-23,12.995
2020-06-24,12.238
2020-06-25,12.34
2020-06-26,11.496
2020-06-27,11.496
2020-06-28,11.496
2020-06-29,11.858
2020-06-30,12.217
2020-07-01,11.956
2020-07-02,12.09
2020-07-03,12.09
2020-07-04,12.09
2020-07-05,12.09
2020-07-06,12.387
2020-07-07,12.114
2020-07-08,12.307
2020-07-09,12.11
2020-07-10,12.439
2020-07-11,12.439
2020-07-12,12.439
2020-07-13,12.543
2020-07-14,12.587
2020-07-15,12.991
2020-07-16,13.093
2020-07-17,12.668
2020-07-18,12.668
2020-07-19,12.668
2020-07-20,12.82
2020-07-21,13.35
2020-07-22,13.35
2020-07-23,13.484
2020-07-24,13.381
2020-07-25,13.381
2020-07-26,13.381
2020-07-27,13.081
2020-07-28,13.011
2020-07-29,13.173
2020-07-30,12.98
2020-07-31,12.814
2020-08-01,12.814
2020-08-02,12.814
2020-08-03,12.887
2020-08-04,13.123
2020-08-05,13.22
2020-08-06,12.878
2020-08-07,13.228
2020-08-08,13.228
2020-08-09,13.228
2020-08-10,13.134
2020-08-11,13.585
2020-08-12,13.538
2020-08-13,13.449
2020-08-14,13.62
2020-08-15,13.62
2020-08-16,13.62
2020-08-17,13.344
2020-08-18,13.472
2020-08-19,13.765
2020-08-20,13.317
2020-08-21,13.279
2020-08-22,13.279
2020-08-23,13.279
2020-08-24,13.537
2020-08-25,13.703
2020-08-26,13.653
2020-08-27,13.907
2020-08-28,13.984
2020-08-29,13.984
2020-08-30,13.984
2020-08-31,13.695
2020-09-01,13.799
2020-09-02,13.865
2020-09-03,13.641
2020-09-04,13.953
2020-09-05,13.953
2020-09-06,13.953
2020-09-07,13.953
2020-09-08,13.36
2020-09-09,13.502
2020-09-10,13.36
2020-09-11,13.583
2020-09-12,13.583
2020-09-13,13.583
2020-09-14,13.772
2020-09-15,13.394
2020-09-16,13.553
2020-09-17,13.584
2020-09-18,13.667
2020-09-19,13.667
2020-09-20,13.667
2020-09-21,13.367
2020-09-22,13.265
2020-09-23,13.193
2020-09-24,13.034
2020-09-25,13.254
2020-09-26,13.254
2020-09-27,13.254
2020-09-28,13.732
2020-09-29,13.572
2020-09-30,13.743
2020-10-01,14.312
2020-10-02,14.289
2020-10-03,14.289
2020-10-04,14.289
2020-10-05,14.012
2020-10-06,13.94
2020-10-07,14.331
2020-10-08,14.316
2020-10-09,14.502
2020-10-10,14.502
2020-10-11,14.502
2020-10-12,12.409
2020-10-13,12.6
2020-10-14,12.435
2020-10-15,12.38
2020-10-16,11.958
2020-10-17,11.958
2020-10-18,11.958
2020-10-19,11.836
2020-10-20,11.909
2020-10-21,11.849
2020-10-22,12.214
2020-10-23,12.281
2020-10-24,12.281
2020-10-25,12.281
2020-10-26,11.916
2020-10-27,11.709
2020-10-28,11.611
2020-10-29,12.168
2020-10-30,12.744
2020-10-31,12.744
2020-11-01,12.744
2020-11-02,12.79
2020-11-03,13.279
2020-11-04,12.743
2020-11-05,12.933
2020-11-06,12.833
2020-11-07,12.833
2020-11-08,12.833
2020-11-09,14.028
2020-11-10,14.484
2020-11-11,14.424
2020-11-12,14.008
2020-11-13,14.39
2020-11-14,14.39
2020-11-15,14.39
2020-11-16,14.442
2020-11-17,15.061
2020-11-18,14.692
2020-11-19,14.501
2020-11-20,14.356
2020-11-21,14.356
2020-11-22,14.356
2020-11-23,14.858
2020-11-24,15.839
2020-11-25,15.827
2020-11-26,15.827
2020-11-27,15.811
2020-11-28,15.811
2020-11-29,15.811
2020-11-30,15.518
2020-12-01,15.823
2020-12-02,16.089
2020-12-03,16.155
2020-12-04,16.13
2020-12-05,16.13
2020-12-06,16.13
2020-12-07,16.057
2020-12-08,15.991
2020-12-09,15.991
2020-12-10,15.848
2020-12-11,15.637
2020-12-12,15.637
2020-12-13,15.637
2020-12-14,15.51
2020-12-15,15.887
2020-12-16,16.083
2020-12-17,16.114
2020-12-18,16.176
2020-12-19,16.176
2020-12-20,16.176
2020-12-21,16.105
2020-12-22,16.07
2020-12-23,16.291
2020-12-24,16.201
2020-12-25,16.201
2020-12-26,16.201
2020-12-27,16.201
2020-12-28,16.475
2020-12-29,16.351
2020-12-30,16.31
2020-12-31,16.506
2021-01-01,16.506
2021-01-02,16.506
2021-01-03,16.506
2021-01-04,15.589
2021-01-05,15.592
2021-01-06,16.963
2021-01-07,16.798
2021-01-08,16.775
2021-01-09,16.775
2021-01-10,16.775
2021-01-11,17.136
2021-01-12,17.407
2021-01-13,16.926
2021-01-14,16.87
2021-01-15,16.705
2021-01-16,16.705
2021-01-17,16.705
2021-01-18,16.705
2021-01-19,16.347
2021-01-20,16.331
2021-01-21,16.356
2021-01-22,16.034
2021-01-23,16.034
2021-01-24,16.034
2021-01-25,15.672
2021-01-26,15.433
2021-01-27,14.631
2021-01-28,14.755
2021-01-29,14.151
2021-01-30,14.151
2021-01-31,14.151
2021-02-01,14.653
2021-02-02,15.096
2021-02-03,14.835
2021-02-04,15.318
2021-02-05,15.468
2021-02-06,15.468
2021-02-07,15.468
2021-02-08,15.499
2021-02-09,15.615
2021-02-10,15.457
2021-02-11,15.571
2021-02-12,16.158
2021-02-13,16.158
2021-02-14,16.158
2021-02-15,16.158
2021-02-16,16.925
2021-02-17,17.022
2021-02-18,17.197
2021-02-19,17.191
2021-02-20,17.191
2021-02-21,17.191
2021-02-22,17.375
2021-02-23,17.297
2021-02-24,17.786
2021-02-25,17.416
2021-02-26,17.035
2021-02-27,17.035
2021-02-28,17.035
2021-03-01,17.692
2021-03-02,17.609
2021-03-03,17.929
2021-03-04,17.877
2021-03-05,17.946
2021-03-06,17.946
2021-03-07,17.946
2021-03-08,17.791
2021-03-09,17.595
2021-03-10,17.949
2021-03-11,18.33
2021-03-12,18.64
2021-03-13,18.64
2021-03-14,18.64
2021-03-15,18.279
2021-03-16,18.039
2021-03-17,18.102
2021-03-18,18.204
2021-03-19,18.199
2021-03-20,18.199
2021-03-21,18.199
2021-03-22,17.846
2021-03-23,17.458
2021-03-24,17.667
2021-03-25,17.838
2021-03-26,17.997
2021-03-27,17.997
2021-03-28,17.997
2021-03-29,17.559
2021-03-30,17.737
2021-03-31,17.852
2021-04-01,17.576
2021-04-02,17.576
2021-04-03,17.576
2021-04-04,17.576
2021-04-05,17.259
2021-04-06,17.044
2021-04-07,16.981
2021-04-08,16.928
2021-04-09,16.4
2021-04-10,16.4
2021-04-11,16.4
2021-04-12,15.532
2021-04-13,15.277
2021-04-14,15.47
2021-04-15,14.996
2021-04-16,15.037
2021-04-17,15.037
2021-04-18,15.037
2021-04-19,15.302
2021-04-20,14.793
2021-04-21,15.191
2021-04-22,14.655
2021-04-23,14.835
2021-04-24,14.835
2021-04-25,14.835
2021-04-26,14.954
2021-04-27,15.366
2021-04-28,15.415
2021-04-29,15.823
2021-04-30,15.534
2021-05-01,15.534
2021-05-02,15.534
2021-05-03,15.653
2021-05-04,15.466
2021-05-05,15.662
2021-05-06,15.781
2021-05-07,15.832
2021-05-08,15.832
2021-05-09,15.832
2021-05-10,15.688
2021-05-11,15.585
2021-05-12,15.252
2021-05-13,15.581
2021-05-14,16.205
2021-05-15,16.205
2021-05-16,16.205
2021-05-17,16.15
2021-05-18,15.685
2021-05-19,15.754
2021-05-20,15.65
2021-05-21,15.966
2021-05-22,15.966
2021-05-23,15.966
2021-05-24,16.063
2021-05-25,15.589
2021-05-26,15.567
2021-05-27,16.072
2021-05-28,16.072
2021-05-29,16.072
2021-05-30,16.072
2021-05-31,16.072
2021-06-01,16.244
2021-06-02,15.773
2021-06-03,16.001
2021-06-04,15.94
2021-06-05,15.94
2021-06-06,15.94
2021-06-07,15.731
2021-06-08,15.813
2021-06-09,15.335
2021-06-10,15.287
2021-06-11,15.561
2021-06-12,15.561
2021-06-13,15.561
2021-06-14,15.159
2021-06-15,15.27
2021-06-16,15.525
2021-06-17,15.186
2021-06-18,14.7
2021-06-19,14.7
2021-06-20,14.7
2021-06-21,15.312
2021-06-22,15.262
2021-06-23,15.344
2021-06-24,15.449
2021-06-25,15.531
2021-06-26,15.531
2021-06-27,15.531
2021-06-28,15.426
2021-06-29,15.413
2021-06-30,15.32
2021-07-01,15.494
2021-07-02,15.332
2021-07-03,15.332
2021-07-04,15.332
2021-07-05,15.332
2021-07-06,14.904
2021-07-07,14.757
2021-07-08,14.077
2021-07-09,14.838
2021-07-10,14.838
2021-07-11,14.838
2021-07-12,15.072
2021-07-13,15.142
2021-07-14,14.8
2021-07-15,14.874
2021-07-16,14.575
2021-07-17,14.575
2021-07-18,14.575
2021-07-19,14.166
2021-07-20,14.434
2021-07-21,14.778
2021-07-22,13.772
2021-07-23,13.907
2021-07-24,13.907
2021-07-25,13.907
2021-07-26,13.933
2021-07-27,13.796
2021-07-28,13.895
2021-07-29,14.042
2021-07-30,13.915
2021-07-31,13.915
2021-08-01,13.915
2021-08-02,13.872
2021-08-03,13.804
2021-08-04,13.858
2021-08-05,14.191
2021-08-06,14.73
2021-08-07,14.73
2021-08-08,14.73
2021-08-09,15.035
2021-08-10,15.262
2021-08-11,15.32
2021-08-12,15.482
2021-08-13,15.193
2021-08-14,15.193
2021-08-15,15.193
2021-08-16,15.039
2021-08-17,14.883
2021-08-18,14.78
2021-08-19,14.587
2021-08-20,14.774
2021-08-21,14.774
2021-08-22,14.774
2021-08-23,14.842
2021-08-24,15.221
2021-08-25,15.31
2021-08-26,15.119
2021-08-27,15.568
2021-08-28,15.568
2021-08-29,15.568
2021-08-30,15.076
2021-08-31,14.954
2021-09-01,15.026
2021-09-02,14.967
2021-09-03,14.798
2021-09-04,14.798
2021-09-05,14.798
2021-09-06,14.798
2021-09-07,14.796
2021-09-08,14.69
2021-09-09,14.848
2021-09-10,14.665
2021-09-11,14.665
2021-09-12,14.665
2021-09-13,14.757
2021-09-14,14.314
2021-09-15,14.605
2021-09-16,14.529
2021-09-17,14.458
2021-09-18,14.458
2021-09-19,14.458
2021-09-20,14.123
2021-09-21,14.049
2021-09-22,14.451
2021-09-23,15.252
2021-09-24,15.517
2021-09-25,15.517
2021-09-26,15.517
2021-09-27,15.884
2021-09-28,15.638
2021-09-29,15.474
2021-09-30,14.952
2021-10-01,15.277
2021-10-02,15.277
2021-10-03,15.277
2021-10-04,15.032
2021-10-05,15.581
2021-10-06,15.535
2021-10-07,15.651
2021-10-08,15.846
2021-10-09,15.846
2021-10-10,15.846
2021-10-11,15.696
2021-10-12,15.397
2021-10-13,15.198
2021-10-14,14.831
2021-10-15,15.336
2021-10-16,15.336
2021-10-17,15.336
2021-10-18,15.219
2021-10-19,15.406
2021-10-20,15.416
2021-10-21,15.367
2021-10-22,15.612
2021-10-23,15.612
2021-10-24,15.612
2021-10-25,15.489
2021-10-26,15.521
2021-10-27,15.164
2021-10-28,15.321
2021-10-29,15.328
2021-10-30,15.328
2021-10-31,15.328
2021-11-01,15.298
2021-11-02,15.28
2021-11-03,15.571
2021-11-04,15.22
2021-11-05,15.164
2021-11-06,15.164
2021-11-07,15.164
2021-11-08,15.263
2021-11-09,15.095
2021-11-10,15.123
2021-11-11,15.244
2021-11-12,15.377
2021-11-13,15.377
2021-11-14,15.377
2021-11-15,15.342
2021-11-16,15.321
2021-11-17,15.248
2021-11-18,15.304
2021-11-19,15.064
2021-11-20,15.064
2021-11-21,15.064
2021-11-22,15.392
2021-11-23,15.584
2021-11-24,15.622
2021-11-25,15.622
2021-11-26,14.872
2021-11-27,14.872
2021-11-28,14.872
2021-11-29,15.05
2021-11-30,14.541
2021-12-01,14.38
2021-12-02,15.054
2021-12-03,14.744
2021-12-04,14.744
2021-12-05,14.744
2021-12-06,15.101
2021-12-07,15.278
2021-12-08,15.257
2021-12-09,15.156
2021-12-10,15.184
2021-12-11,15.184
2021-12-12,15.184
2021-12-13,14.915
2021-12-14,15.18
2021-12-15,15.332
2021-12-16,15.513
2021-12-17,15.339
2021-12-18,15.339
2021-12-19,15.339
2021-12-20,14.919
2021-12-21,15.383
2021-12-22,15.603
2021-12-23,15.742
2021-12-24,15.742
2021-12-25,15.742
2021-12-26,15.742
2021-12-27,15.87
2021-12-28,15.811
2021-12-29,15.711
2021-12-30,15.622
2021-12-31,15.552
2022-01-01,15.552
2022-01-02,15.552
2022-01-03,15.859
2022-01-04,16.591
2022-01-05,16.471
2022-01-06,16.735
2022-01-07,16.76
2022-01-08,16.76
2022-01-09,16.76
2022-01-10,16.649
2022-01-11,17.06
2022-01-12,17.205
2022-01-13,16.781
2022-01-14,17.167
2022-01-15,17.167
2022-01-16,17.167
2022-01-17,17.167
2022-01-18,16.479
2022-01-19,16.327
2022-01-20,16.312
2022-01-21,15.914
2022-01-22,15.914
2022-01-23,15.914
2022-01-24,15.316
2022-01-25,15.285
2022-01-26,15.541
2022-01-27,15.487
2022-01-28,15.351
2022-01-29,15.351
2022-01-30,15.351
2022-01-31,15.142
2022-02-01,15.774
2022-02-02,15.827
2022-02-03,15.569
2022-02-04,16.097
2022-02-05,16.097
2022-02-06,16.097
2022-02-07,16.314
2022-02-08,16.633
2022-02-09,16.556
2022-02-10,16.298
2022-02-11,15.641
2022-02-12,15.641
2022-02-13,15.641
2022-02-14,15.401
2022-02-15,15.734
2022-02-16,15.68
2022-02-17,15.099
2022-02-18,15.054
2022-02-19,15.054
2022-02-20,15.054
2022-02-21,15.054
2022-02-22,14.871
2022-02-23,14.516
2022-02-24,14.467
2022-02-25,15.079
2022-02-26,15.079
2022-02-27,15.079
2022-02-28,14.852
2022-03-01,13.691
2022-03-02,14.386
2022-03-03,14.192
2022-03-04,13.935
2022-03-05,13.935
2022-03-06,13.935
2022-03-07,13.43
2022-03-08,13.312
2022-03-09,13.915
2022-03-10,13.94
2022-03-11,14.044
2022-03-12,14.044
2022-03-13,14.044
2022-03-14,14.572
2022-03-15,14.554
2022-03-16,15.563
2022-03-17,15.71
2022-03-18,15.749
2022-03-19,15.749
2022-03-20,15.749
2022-03-21,15.576
2022-03-22,16.134
2022-03-23,15.705
2022-03-24,15.912
2022-03-25,15.987
2022-03-26,15.987
2022-03-27,15.987
2022-03-28,16.023
2022-03-29,15.635
2022-03-30,15.292
2022-03-31,14.398
2022-04-01,14.206
2022-04-02,14.206
2022-04-03,14.206
2022-04-04,13.995
2022-04-05,13.92
2022-04-06,13.75
2022-04-07,13.574
2022-04-08,13.809
2022-04-09,13.809
2022-04-10,13.809
2022-04-11,13.791
2022-04-12,13.545
2022-04-13,13.988
2022-04-14,13.808
2022-04-15,13.808
2022-04-16,13.808
2022-04-17,13.808
2022-04-18,12.648
2022-04-19,13.063
2022-04-20,13.035
2022-04-21,12.798
2022-04-22,12.279
2022-04-23,12.279
2022-04-24,12.279
2022-04-25,12.431
2022-04-26,12.118
2022-04-27,12.125
2022-04-28,12.221
2022-04-29,11.727
2022-04-30,11.727
2022-05-01,11.727
2022-05-02,12.01
2022-05-03,12.288
2022-05-04,12.624
2022-05-05,12.438
2022-05-06,12.005
2022-05-07,12.005
2022-05-08,12.005
2022-05-09,11.42
2022-05-10,11.529
2022-05-11,11.624
2022-05-12,11.629
2022-05-13,11.747
2022-05-14,11.747
2022-05-15,11.747
2022-05-16,11.6
2022-05-17,11.811
2022-05-18,11.461
2022-05-19,11.399
2022-05-20,11.512
2022-05-21,11.512
2022-05-22,11.512
2022-05-23,11.874
2022-05-24,11.632
2022-05-25,11.97
2022-05-26,12.52
2022-05-27,12.842
2022-05-28,12.842
2022-05-29,12.842
2022-05-30,12.842
2022-05-31,12.753
2022-06-01,12.656
2022-06-02,13.038
2022-06-03,12.747
2022-06-04,12.747
2022-06-05,12.747
2022-06-06,12.382
2022-06-07,12.278
2022-06-08,11.958
2022-06-09,11.688
2022-06-10,11.319
2022-06-11,11.319
2022-06-12,11.319
2022-06-13,10.959
2022-06-14,11.111
2022-06-15,11.215
2022-06-16,11.097
2022-06-17,10.938
2022-06-18,10.938
2022-06-19,10.938
2022-06-20,10.938
2022-06-21,11.185
2022-06-22,11.196
2022-06-23,11.213
2022-06-24,11.647
2022-06-25,11.647
2022-06-26,11.647
2022-06-27,11.601
2022-06-28,11.648
2022-06-29,11.548
2022-06-30,11.541
2022-07-01,11.676
2022-07-02,11.676
2022-07-03,11.676
2022-07-04,11.676
2022-07-05,11.58
2022-07-06,11.55
2022-07-07,11.695
2022-07-08,11.682
2022-07-09,11.682
2022-07-10,11.682
2022-07-11,11.425
2022-07-12,11.325
2022-07-13,11.337
2022-07-14,11.157
2022-07-15,11.453
2022-07-16,11.453
2022-07-17,11.453
2022-07-18,11.37
2022-07-19,11.761
2022-07-20,11.692
2022-07-21,11.748
2022-07-22,11.745
2022-07-23,11.745
2022-07-24,11.745
2022-07-25,11.869
2022-07-26,11.405
2022-07-27,11.655
2022-07-28,12.664
2022-07-29,12.813
2022-07-30,12.813
2022-07-31,12.813
2022-08-01,12.713
2022-08-02,12.49
2022-08-03,12.754
2022-08-04,12.758
2022-08-05,12.815
2022-08-06,12.815
2022-08-07,12.815
2022-08-08,12.656
2022-08-09,12.765
2022-08-10,12.931
2022-08-11,13.46
2022-08-12,13.895
2022-08-13,13.895
2022-08-14,13.895
2022-08-15,14.054
2022-08-16,14.299
2022-08-17,13.98
2022-08-18,14.018
2022-08-19,13.668
2022-08-20,13.668
2022-08-21,13.668
2022-08-22,13.426
2022-08-23,13.47
2022-08-24,13.568
2022-08-25,13.694
2022-08-26,13.304
2022-08-27,13.304
2022-08-28,13.304
2022-08-29,13.31
2022-08-30,13.414
2022-08-31,13.14
2022-09-01,13.282
2022-09-02,13.027
2022-09-03,13.027
2022-09-04,13.027
2022-09-05,13.027
2022-09-06,13.058
2022-09-07,13.303
2022-09-08,13.557
2022-09-09,13.786
2022-09-10,13.786
2022-09-11,13.786
2022-09-12,13.856
2022-09-13,13.492
2022-09-14,13.455
2022-09-15,13.318
2022-09-16,13.099
2022-09-17,13.099
2022-09-18,13.099
2022-09-19,13.442
2022-09-20,13.376
2022-09-21,13.296
2022-09-22,13.141
2022-09-23,12.927
2022-09-24,12.927
2022-09-25,12.927
2022-09-26,12.927
2022-09-27,13.026
2022-09-28,13.321
2022-09-29,13.21
2022-09-30,13.016
2022-10-01,13.016
2022-10-02,13.016
2022-10-03,13.256
2022-10-04,13.827
2022-10-05,13.816
2022-10-06,13.806
2022-10-07,13.518
2022-10-08,13.518
2022-10-09,13.518
2022-10-10,13.359
2022-10-11,13.024
2022-10-12,12.986
2022-10-13,13.395
2022-10-14,12.474
2022-10-15,12.474
2022-10-16,12.474
2022-10-17,12.201
2022-10-18,12.401
2022-10-19,12.419
2022-10-20,12.29
2022-10-21,12.691
2022-10-22,12.691
2022-10-23,12.691
2022-10-24,12.75
2022-10-25,13.065
2022-10-26,13.153
2022-10-27,13.848
2022-10-28,14.072
2022-10-29,14.072
2022-10-30,14.072
2022-10-31,14.049
2022-11-01,14.065
2022-11-02,13.896
2022-11-03,13.899
2022-11-04,13.917
2022-11-05,13.917
2022-11-06,13.917
2022-11-07,14.007
2022-11-08,14.004
2022-11-09,13.803
2022-11-10,13.854
2022-11-11,13.818
2022-11-12,13.818
2022-11-13,13.818
2022-11-14,13.485
2022-11-15,13.798
2022-11-16,13.641
2022-11-17,13.727
2022-11-18,14.064
2022-11-19,14.064
2022-11-20,14.064
2022-11-21,14.125
2022-11-22,14.281
2022-11-23,14.307
2022-11-24,14.307
2022-11-25,14.343
2022-11-26,14.343
2022-11-27,14.343
2022-11-28,14.03
2022-11-29,14.128
2022-11-30,14.506
2022-12-01,14.364
2022-12-02,14.492
2022-12-03,14.492
2022-12-04,14.492
2022-12-05,14.277
2022-12-06,14.163
2022-12-07,14.093
2022-12-08,14.103
2022-12-09,14.028
2022-12-10,14.028
2022-12-11,14.028
2022-12-12,14.116
2022-12-13,13.669
2022-12-14,13.593
2022-12-15,13.523
2022-12-16,13.717
2022-12-17,13.717
2022-12-18,13.717
2022-12-19,13.729
2022-12-20,13.957
2022-12-21,14.254
2022-12-22,14.175
2022-12-23,14.243
2022-12-24,14.243
2022-12-25,14.243
2022-12-26,14.243
2022-12-27,14.321
2022-12-28,14.344
2022-12-29,14.398
2022-12-30,14.428
2022-12-31,14.428
2023-01-01,14.428
2023-01-02,14.428
2023-01-03,14.177
2023-01-04,14.365
2023-01-05,14.303
2023-01-06,14.549
2023-01-07,14.549
2023-01-08,14.549
2023-01-09,14.718
2023-01-10,14.761
2023-01-11,14.354
2023-01-12,14.364
2023-01-13,14.278
2023-01-14,14.278
2023-01-15,14.278
2023-01-16,14.278
2023-01-17,14.351
2023-01-18,14.062
2023-01-19,13.209
2023-01-20,13.344
2023-01-21,13.344
2023-01-22,13.344
2023-01-23,13.465
2023-01-24,13.728
2023-01-25,13.721
2023-01-26,13.52
2023-01-27,12.945
2023-01-28,12.945
2023-01-29,12.945
2023-01-30,13.484
2023-01-31,13.862
2023-02-01,14.011
2023-02-02,13.719
2023-02-03,14.149
2023-02-04,14.149
2023-02-05,14.149
2023-02-06,14.284
2023-02-07,14.521
2023-02-08,14.418
2023-02-09,14.278
2023-02-10,14.436
2023-02-11,14.436
2023-02-12,14.436
2023-02-13,14.428
2023-02-14,14.491
2023-02-15,14.49
2023-02-16,14.464
2023-02-17,14.455
2023-02-18,14.455
2023-02-19,14.455
2023-02-20,14.455
2023-02-21,14.38
2023-02-22,14.398
2023-02-23,14.212
2023-02-24,14.506
2023-02-25,14.506
2023-02-26,14.506
2023-02-27,14.016
2023-02-28,14.023
2023-03-01,13.932
2023-03-02,13.694
2023-03-03,13.932
2023-03-04,13.932
2023-03-05,13.932
2023-03-06,13.837
2023-03-07,13.494
2023-03-08,13.719
2023-03-09,11.967
2023-03-10,10.597
2023-03-11,10.597
2023-03-12,10.597
2023-03-13,9.666
2023-03-14,10.535
2023-03-15,11.155
2023-03-16,10.842
2023-03-17,10.566
2023-03-18,10.566
2023-03-19,10.566
2023-03-20,10.71
2023-03-21,11.352
2023-03-22,10.876
2023-03-23,10.225
2023-03-24,10.309
2023-03-25,10.309
2023-03-26,10.309
2023-03-27,10.618
2023-03-28,10.452
2023-03-29,10.803
2023-03-30,10.431
2023-03-31,10.46
2023-04-01,10.46
2023-04-02,10.46
2023-04-03,10.329
2023-04-04,10.015
2023-04-05,10.089
2023-04-06,10.526
2023-04-07,10.526
2023-04-08,10.526
2023-04-09,10.526
2023-04-10,11.034
2023-04-11,11.047
2023-04-12,11.177
2023-04-13,11.125
2023-04-14,11.048
2023-04-15,11.048
2023-04-16,11.048
2023-04-17,11.775
2023-04-18,12.468
2023-04-19,12.826
2023-04-20,12.695
2023-04-21,12.648
2023-04-22,12.648
2023-04-23,12.648
2023-04-24,12.488
2023-04-25,12.101
2023-04-26,12.055
2023-04-27,12.324
2023-04-28,12.445
2023-04-29,12.445
2023-04-30,12.445
2023-05-01,12.343
2023-05-02,11.935
2023-05-03,11.442
2023-05-04,11.285
2023-05-05,11.731
2023-05-06,11.731
2023-05-07,11.731
2023-05-08,11.331
2023-05-09,11.404
2023-05-10,11.311
2023-05-11,11.42
2023-05-12,11.704
2023-05-13,11.704
2023-05-14,11.704
2023-05-15,12.203
2023-05-16,11.999
2023-05-17,12.413
2023-05-18,12.415
2023-05-19,12.396
2023-05-20,12.396
2023-05-21,12.396
2023-05-22,12.474
2023-05-23,12.67
2023-05-24,12.5
2023-05-25,13.018
2023-05-26,12.866
2023-05-27,12.866
2023-05-28,12.866
2023-05-29,12.866
2023-05-30,12.907
2023-05-31,12.631
2023-06-01,12.633
2023-06-02,13.034
2023-06-03,13.034
2023-06-04,13.034
2023-06-05,13.059
2023-06-06,13.12
2023-06-07,13.365
2023-06-08,13.221
2023-06-09,13.214
2023-06-10,13.214
2023-06-11,13.214
2023-06-12,12.966
2023-06-13,13.154
2023-06-14,13.105
2023-06-15,13.418
2023-06-16,13.172
2023-06-17,13.172
2023-06-18,13.172
2023-06-19,13.172
2023-06-20,13.058
2023-06-21,13.068
2023-06-22,12.884
