,HON US Equity
,BEST_PE_RATIO
2020-01-01,15.589
2020-01-02,15.922
2020-01-03,15.752
2020-01-04,15.752
2020-01-05,15.752
2020-01-06,15.634
2020-01-07,15.642
2020-01-08,15.656
2020-01-09,15.771
2020-01-10,15.737
2020-01-11,15.737
2020-01-12,15.737
2020-01-13,15.965
2020-01-14,15.893
2020-01-15,15.917
2020-01-16,16.052
2020-01-17,16.137
2020-01-18,16.137
2020-01-19,16.137
2020-01-20,16.137
2020-01-21,15.935
2020-01-22,15.857
2020-01-23,15.816
2020-01-24,15.6
2020-01-25,15.6
2020-01-26,15.6
2020-01-27,15.284
2020-01-28,15.453
2020-01-29,15.472
2020-01-30,15.707
2020-01-31,15.256
2020-02-01,15.256
2020-02-02,15.256
2020-02-03,15.088
2020-02-04,15.431
2020-02-05,15.58
2020-02-06,15.531
2020-02-07,15.437
2020-02-08,15.437
2020-02-09,15.437
2020-02-10,15.584
2020-02-11,15.778
2020-02-12,15.957
2020-02-13,15.863
2020-02-14,15.924
2020-02-15,15.924
2020-02-16,15.924
2020-02-17,15.924
2020-02-18,15.802
2020-02-19,15.929
2020-02-20,15.915
2020-02-21,15.842
2020-02-22,15.842
2020-02-23,15.842
2020-02-24,15.436
2020-02-25,14.778
2020-02-26,14.724
2020-02-27,14.128
2020-02-28,14.36
2020-02-29,14.36
2020-03-01,14.36
2020-03-02,14.543
2020-03-03,14.335
2020-03-04,15.159
2020-03-05,14.603
2020-03-06,14.525
2020-03-07,14.525
2020-03-08,14.525
2020-03-09,13.535
2020-03-10,14.317
2020-03-11,13.582
2020-03-12,11.941
2020-03-13,13.23
2020-03-14,13.23
2020-03-15,13.23
2020-03-16,11.978
2020-03-17,11.671
2020-03-18,10.591
2020-03-19,10.534
2020-03-20,9.962
2020-03-21,9.962
2020-03-22,9.962
2020-03-23,9.197
2020-03-24,10.582
2020-03-25,11.48
2020-03-26,12.167
2020-03-27,11.624
2020-03-28,11.624
2020-03-29,11.624
2020-03-30,11.666
2020-03-31,11.847
2020-04-01,11.486
2020-04-02,11.76
2020-04-03,11.285
2020-04-04,11.285
2020-04-05,11.285
2020-04-06,11.865
2020-04-07,11.975
2020-04-08,12.33
2020-04-09,12.7
2020-04-10,12.7
2020-04-11,12.7
2020-04-12,12.7
2020-04-13,12.214
2020-04-14,12.449
2020-04-15,11.94
2020-04-16,11.718
2020-04-17,12.248
2020-04-18,12.248
2020-04-19,12.248
2020-04-20,12.016
2020-04-21,11.688
2020-04-22,11.78
2020-04-23,11.926
2020-04-24,12.0
2020-04-25,12.0
2020-04-26,12.0
2020-04-27,12.386
2020-04-28,12.641
2020-04-29,12.942
2020-04-30,12.565
2020-05-01,12.153
2020-05-02,12.153
2020-05-03,12.153
2020-05-04,11.972
2020-05-05,11.943
2020-05-06,11.78
2020-05-07,11.758
2020-05-08,12.123
2020-05-09,12.123
2020-05-10,12.123
2020-05-11,11.89
2020-05-12,11.298
2020-05-13,10.889
2020-05-14,11.333
2020-05-15,11.187
2020-05-16,11.187
2020-05-17,11.187
2020-05-18,11.178
2020-05-19,10.842
2020-05-20,11.177
2020-05-21,11.314
2020-05-22,11.436
2020-05-23,11.436
2020-05-24,11.436
2020-05-25,11.436
2020-05-26,11.91
2020-05-27,12.21
2020-05-28,12.125
2020-05-29,11.984
2020-05-30,11.984
2020-05-31,11.984
2020-06-01,12.012
2020-06-02,12.19
2020-06-03,12.601
2020-06-04,12.811
2020-06-05,13.26
2020-06-06,13.26
2020-06-07,13.26
2020-06-08,13.387
2020-06-09,12.991
2020-06-10,12.664
2020-06-11,11.786
2020-06-12,11.874
2020-06-13,11.874
2020-06-14,11.874
2020-06-15,12.048
2020-06-16,12.252
2020-06-17,12.189
2020-06-18,12.18
2020-06-19,11.945
2020-06-20,11.945
2020-06-21,11.945
2020-06-22,11.91
2020-06-23,11.903
2020-06-24,11.368
2020-06-25,11.706
2020-06-26,11.357
2020-06-27,11.357
2020-06-28,11.357
2020-06-29,11.77
2020-06-30,11.881
2020-07-01,11.841
2020-07-02,11.916
2020-07-03,11.916
2020-07-04,11.916
2020-07-05,11.916
2020-07-06,12.097
2020-07-07,12.342
2020-07-08,12.394
2020-07-09,12.035
2020-07-10,12.127
2020-07-11,12.127
2020-07-12,12.127
2020-07-13,12.216
2020-07-14,12.608
2020-07-15,12.934
2020-07-16,13.032
2020-07-17,13.196
2020-07-18,13.196
2020-07-19,13.196
2020-07-20,13.059
2020-07-21,13.175
2020-07-22,13.162
2020-07-23,13.087
2020-07-24,12.706
2020-07-25,12.706
2020-07-26,12.706
2020-07-27,12.95
2020-07-28,13.057
2020-07-29,13.278
2020-07-30,12.812
2020-07-31,12.83
2020-08-01,12.83
2020-08-02,12.83
2020-08-03,12.758
2020-08-04,12.655
2020-08-05,12.955
2020-08-06,13.046
2020-08-07,13.262
2020-08-08,13.262
2020-08-09,13.262
2020-08-10,13.632
2020-08-11,13.704
2020-08-12,14.049
2020-08-13,14.032
2020-08-14,14.147
2020-08-15,14.147
2020-08-16,14.147
2020-08-17,14.013
2020-08-18,13.891
2020-08-19,13.844
2020-08-20,13.784
2020-08-21,13.901
2020-08-22,13.901
2020-08-23,13.901
2020-08-24,14.066
2020-08-25,14.522
2020-08-26,14.591
2020-08-27,14.651
2020-08-28,14.862
2020-08-29,14.862
2020-08-30,14.862
2020-08-31,14.612
2020-09-01,14.826
2020-09-02,15.223
2020-09-03,14.678
2020-09-04,14.713
2020-09-05,14.713
2020-09-06,14.713
2020-09-07,14.713
2020-09-08,14.499
2020-09-09,14.63
2020-09-10,14.499
2020-09-11,14.691
2020-09-12,14.691
2020-09-13,14.691
2020-09-14,14.87
2020-09-15,14.855
2020-09-16,15.005
2020-09-17,15.035
2020-09-18,14.89
2020-09-19,14.89
2020-09-20,14.89
2020-09-21,14.243
2020-09-22,14.359
2020-09-23,14.015
2020-09-24,14.013
2020-09-25,14.254
2020-09-26,14.254
2020-09-27,14.254
2020-09-28,14.532
2020-09-29,14.52
2020-09-30,14.529
2020-10-01,14.447
2020-10-02,14.617
2020-10-03,14.617
2020-10-04,14.617
2020-10-05,14.883
2020-10-06,14.722
2020-10-07,15.153
2020-10-08,15.35
2020-10-09,15.403
2020-10-10,15.403
2020-10-11,15.403
2020-10-12,15.422
2020-10-13,15.087
2020-10-14,15.256
2020-10-15,15.18
2020-10-16,15.378
2020-10-17,15.378
2020-10-18,15.378
2020-10-19,15.091
2020-10-20,15.238
2020-10-21,15.203
2020-10-22,15.553
2020-10-23,15.438
2020-10-24,15.438
2020-10-25,15.438
2020-10-26,14.966
2020-10-27,14.665
2020-10-28,14.173
2020-10-29,14.476
2020-10-30,14.455
2020-10-31,14.455
2020-11-01,14.455
2020-11-02,15.283
2020-11-03,15.776
2020-11-04,15.749
2020-11-05,16.134
2020-11-06,16.221
2020-11-07,16.221
2020-11-08,16.221
2020-11-09,17.341
2020-11-10,17.78
2020-11-11,17.543
2020-11-12,17.444
2020-11-13,17.889
2020-11-14,17.889
2020-11-15,17.889
2020-11-16,18.515
2020-11-17,18.225
2020-11-18,17.851
2020-11-19,17.994
2020-11-20,17.93
2020-11-21,17.93
2020-11-22,17.93
2020-11-23,18.159
2020-11-24,18.452
2020-11-25,18.434
2020-11-26,18.434
2020-11-27,18.587
2020-11-28,18.587
2020-11-29,18.587
2020-11-30,18.083
2020-12-01,18.285
2020-12-02,18.445
2020-12-03,18.402
2020-12-04,18.796
2020-12-05,18.796
2020-12-06,18.796
2020-12-07,18.656
2020-12-08,18.742
2020-12-09,18.757
2020-12-10,18.733
2020-12-11,18.968
2020-12-12,18.968
2020-12-13,18.968
2020-12-14,18.516
2020-12-15,18.719
2020-12-16,18.382
2020-12-17,18.524
2020-12-18,18.358
2020-12-19,18.358
2020-12-20,18.358
2020-12-21,18.412
2020-12-22,18.175
2020-12-23,18.306
2020-12-24,18.266
2020-12-25,18.266
2020-12-26,18.266
2020-12-27,18.266
2020-12-28,18.302
2020-12-29,18.231
2020-12-30,18.39
2020-12-31,18.542
2021-01-01,18.542
2021-01-02,18.542
2021-01-03,18.542
2021-01-04,18.128
2021-01-05,18.21
2021-01-06,18.542
2021-01-07,18.572
2021-01-08,18.347
2021-01-09,18.347
2021-01-10,18.347
2021-01-11,18.201
2021-01-12,18.394
2021-01-13,18.23
2021-01-14,18.37
2021-01-15,18.138
2021-01-16,18.138
2021-01-17,18.138
2021-01-18,18.138
2021-01-19,18.207
2021-01-20,18.324
2021-01-21,18.073
2021-01-22,17.81
2021-01-23,17.81
2021-01-24,17.81
2021-01-25,17.777
2021-01-26,17.705
2021-01-27,17.557
2021-01-28,17.862
2021-01-29,16.995
2021-01-30,16.995
2021-01-31,16.995
2021-02-01,17.046
2021-02-02,17.454
2021-02-03,17.368
2021-02-04,17.495
2021-02-05,17.698
2021-02-06,17.698
2021-02-07,17.698
2021-02-08,17.78
2021-02-09,17.619
2021-02-10,17.632
2021-02-11,17.633
2021-02-12,17.755
2021-02-13,17.755
2021-02-14,17.755
2021-02-15,17.755
2021-02-16,17.743
2021-02-17,17.609
2021-02-18,17.75
2021-02-19,17.754
2021-02-20,17.754
2021-02-21,17.754
2021-02-22,17.759
2021-02-23,17.883
2021-02-24,18.405
2021-02-25,17.94
2021-02-26,17.726
2021-02-27,17.726
2021-02-28,17.726
2021-03-01,18.065
2021-03-02,18.097
2021-03-03,18.135
2021-03-04,17.778
2021-03-05,18.097
2021-03-06,18.097
2021-03-07,18.097
2021-03-08,18.195
2021-03-09,18.187
2021-03-10,18.651
2021-03-11,18.615
2021-03-12,18.78
2021-03-13,18.78
2021-03-14,18.78
2021-03-15,18.94
2021-03-16,18.555
2021-03-17,18.662
2021-03-18,18.836
2021-03-19,18.651
2021-03-20,18.651
2021-03-21,18.651
2021-03-22,18.583
2021-03-23,18.273
2021-03-24,18.522
2021-03-25,18.667
2021-03-26,19.073
2021-03-27,19.073
2021-03-28,19.073
2021-03-29,19.103
2021-03-30,19.034
2021-03-31,18.945
2021-04-01,18.922
2021-04-02,18.922
2021-04-03,18.922
2021-04-04,18.922
2021-04-05,19.137
2021-04-06,19.067
2021-04-07,19.007
2021-04-08,18.761
2021-04-09,19.374
2021-04-10,19.374
2021-04-11,19.374
2021-04-12,19.512
2021-04-13,19.437
2021-04-14,19.469
2021-04-15,19.508
2021-04-16,19.794
2021-04-17,19.794
2021-04-18,19.794
2021-04-19,19.696
2021-04-20,19.386
2021-04-21,19.656
2021-04-22,19.551
2021-04-23,19.11
2021-04-24,19.11
2021-04-25,19.11
2021-04-26,18.834
2021-04-27,18.954
2021-04-28,18.949
2021-04-29,19.037
2021-04-30,18.964
2021-05-01,18.964
2021-05-02,18.964
2021-05-03,18.977
2021-05-04,19.167
2021-05-05,19.231
2021-05-06,19.441
2021-05-07,19.452
2021-05-08,19.452
2021-05-09,19.452
2021-05-10,19.635
2021-05-11,19.484
2021-05-12,18.708
2021-05-13,19.099
2021-05-14,19.298
2021-05-15,19.298
2021-05-16,19.298
2021-05-17,19.222
2021-05-18,18.87
2021-05-19,18.785
2021-05-20,18.854
2021-05-21,18.945
2021-05-22,18.945
2021-05-23,18.945
2021-05-24,19.098
2021-05-25,19.016
2021-05-26,19.036
2021-05-27,19.63
2021-05-28,19.599
2021-05-29,19.599
2021-05-30,19.599
2021-05-31,19.599
2021-06-01,19.772
2021-06-02,19.585
2021-06-03,19.454
2021-06-04,19.526
2021-06-05,19.526
2021-06-06,19.526
2021-06-07,19.368
2021-06-08,19.499
2021-06-09,19.329
2021-06-10,19.197
2021-06-11,19.106
2021-06-12,19.106
2021-06-13,19.106
2021-06-14,18.935
2021-06-15,18.879
2021-06-16,18.581
2021-06-17,18.352
2021-06-18,18.03
2021-06-19,18.03
2021-06-20,18.03
2021-06-21,18.327
2021-06-22,18.284
2021-06-23,18.213
2021-06-24,18.47
2021-06-25,18.56
2021-06-26,18.56
2021-06-27,18.56
2021-06-28,18.394
2021-06-29,18.323
2021-06-30,18.611
2021-07-01,18.719
2021-07-02,18.778
2021-07-03,18.778
2021-07-04,18.778
2021-07-05,18.778
2021-07-06,18.544
2021-07-07,18.729
2021-07-08,18.609
2021-07-09,18.94
2021-07-10,18.94
2021-07-11,18.94
2021-07-12,19.002
2021-07-13,18.934
2021-07-14,19.246
2021-07-15,19.672
2021-07-16,19.463
2021-07-17,19.463
2021-07-18,19.463
2021-07-19,18.637
2021-07-20,19.397
2021-07-21,19.582
2021-07-22,19.657
2021-07-23,19.398
2021-07-24,19.398
