,MPC US Equity
2023-06-27,9.103
2023-06-28,9.193
2023-06-29,9.302
2023-06-30,9.238
2023-07-01,9.238
2023-07-02,9.238
2023-07-03,9.312
2023-07-04,9.312
2023-07-05,9.207
2023-07-06,8.979
2023-07-07,9.231
2023-07-08,9.231
2023-07-09,9.231
2023-07-10,9.237
2023-07-11,9.362
2023-07-12,9.363
2023-07-13,9.36
2023-07-14,9.053
2023-07-15,9.053
2023-07-16,9.053
2023-07-17,9.032
2023-07-18,9.184
2023-07-19,9.413
2023-07-20,9.578
2023-07-21,9.665
2023-07-22,9.665
2023-07-23,9.665
2023-07-24,9.862
2023-07-25,9.879
2023-07-26,10.013
2023-07-27,9.954
2023-07-28,10.127
2023-07-29,10.127
2023-07-30,10.127
2023-07-31,10.218
2023-08-01,10.316
2023-08-02,10.156
2023-08-03,10.182
2023-08-04,10.311
2023-08-05,10.311
2023-08-06,10.311
2023-08-07,10.247
2023-08-08,10.377
2023-08-09,10.094
2023-08-10,10.181
2023-08-11,10.494
2023-08-12,10.494
2023-08-13,10.494
2023-08-14,10.382
2023-08-15,9.951
2023-08-16,9.866
2023-08-17,9.942
2023-08-18,10.091
2023-08-19,10.091
2023-08-20,10.091
2023-08-21,9.951
2023-08-22,9.958
2023-08-23,9.978
2023-08-24,10.003
2023-08-25,9.816
2023-08-26,9.816
2023-08-27,9.816
2023-08-28,9.753
2023-08-29,9.694
2023-08-30,9.685
2023-08-31,9.705
2023-09-01,9.713
2023-09-02,9.713
2023-09-03,9.713
2023-09-04,9.713
2023-09-05,9.752
2023-09-06,9.809
2023-09-07,9.922
2023-09-08,10.289
2023-09-09,10.289
2023-09-10,10.289
2023-09-11,10.207
2023-09-12,10.324
2023-09-13,10.3
2023-09-14,10.347
2023-09-15,10.297
2023-09-16,10.297
2023-09-17,10.297
2023-09-18,10.21
2023-09-19,9.898
2023-09-20,9.932
2023-09-21,10.069
2023-09-22,9.984
2023-09-23,9.984
2023-09-24,9.984
2023-09-25,9.918
2023-09-26,9.546
2023-09-27,9.635
2023-09-28,9.761
2023-09-29,9.566
2023-09-30,9.566
2023-10-01,9.566
2023-10-02,9.359
2023-10-03,9.187
2023-10-04,8.771
2023-10-05,8.944
2023-10-06,9.001
2023-10-07,9.001
2023-10-08,9.001
2023-10-09,9.214
2023-10-10,9.361
2023-10-11,9.336
2023-10-12,9.499
2023-10-13,9.538
2023-10-14,9.538
2023-10-15,9.538
2023-10-16,9.759
2023-10-17,9.083
2023-10-18,9.242
2023-10-19,9.768
2023-10-20,9.641
2023-10-21,9.641
2023-10-22,9.641
2023-10-23,9.551
2023-10-24,9.499
2023-10-25,9.417
2023-10-26,9.462
2023-10-27,9.331
2023-10-28,9.331
2023-10-29,9.331
2023-10-30,9.386
2023-10-31,10.279
2023-11-01,10.168
2023-11-02,9.464
2023-11-03,9.161
2023-11-04,9.161
2023-11-05,9.161
2023-11-06,9.081
2023-11-07,8.853
2023-11-08,8.692
2023-11-09,8.671
2023-11-10,8.85
2023-11-11,8.85
2023-11-12,8.85
2023-11-13,9.132
2023-11-14,9.459
2023-11-15,9.49
2023-11-16,9.16
2023-11-17,9.337
2023-11-18,9.337
2023-11-19,9.337
2023-11-20,9.405
2023-11-21,9.329
2023-11-22,9.429
2023-11-23,9.429
2023-11-24,9.447
2023-11-25,9.447
2023-11-26,9.447
2023-11-27,9.514
2023-11-28,9.518
2023-11-29,9.355
2023-11-30,9.467
2023-12-01,9.609
2023-12-02,9.609
2023-12-03,9.609
2023-12-04,9.634
2023-12-05,9.477
2023-12-06,9.111
2023-12-07,8.968
2023-12-08,9.041
2023-12-09,9.041
2023-12-10,9.041
2023-12-11,9.057
2023-12-12,9.009
2023-12-13,9.331
2023-12-14,9.72
2023-12-15,9.558
2023-12-16,9.558
2023-12-17,9.558
2023-12-18,9.798
2023-12-19,9.924
2023-12-20,9.915
2023-12-21,9.63
2023-12-22,9.517
2023-12-23,9.517
2023-12-24,9.517
2023-12-25,9.517
2023-12-26,9.593
2023-12-27,9.454
2023-12-28,9.265
2023-12-29,9.359
2023-12-30,9.359
2023-12-31,9.359
2024-01-01,9.359
2024-01-02,9.614
2024-01-03,9.953
2024-01-04,9.67
2024-01-05,9.62
2024-01-06,9.62
2024-01-07,9.62
2024-01-08,10.006
2024-01-09,9.881
2024-01-10,9.824
2024-01-11,10.086
2024-01-12,10.295
2024-01-13,10.295
2024-01-14,10.295
2024-01-15,10.295
2024-01-16,10.299
2024-01-17,10.164
2024-01-18,10.151
2024-01-19,10.23
2024-01-20,10.23
2024-01-21,10.23
2024-01-22,10.327
2024-01-23,10.296
2024-01-24,10.344
2024-01-25,10.488
2024-01-26,10.705
2024-01-27,10.705
2024-01-28,10.705
2024-01-29,10.68
2024-01-30,11.29
2024-01-31,11.042
2024-02-01,11.17
2024-02-02,11.063
2024-02-03,11.063
2024-02-04,11.063
2024-02-05,11.433
2024-02-06,11.134
2024-02-07,11.331
2024-02-08,11.337
2024-02-09,11.313
2024-02-10,11.313
2024-02-11,11.313
2024-02-12,11.241
2024-02-13,11.307
2024-02-14,11.307
2024-02-15,11.394
2024-02-16,11.308
2024-02-17,11.308
2024-02-18,11.308
2024-02-19,11.308
2024-02-20,10.969
2024-02-21,11.086
2024-02-22,11.2
2024-02-23,11.319
2024-02-24,11.319
2024-02-25,11.319
2024-02-26,11.542
2024-02-27,11.454
2024-02-28,11.189
2024-02-29,11.327
2024-03-01,11.236
2024-03-02,11.236
2024-03-03,11.236
2024-03-04,11.271
2024-03-05,11.225
2024-03-06,11.226
2024-03-07,11.469
2024-03-08,11.499
2024-03-09,11.499
2024-03-10,11.499
2024-03-11,11.542
2024-03-12,11.528
2024-03-13,12.017
2024-03-14,12.023
2024-03-15,12.139
2024-03-16,12.139
2024-03-17,12.139
2024-03-18,12.288
2024-03-19,12.47
2024-03-20,12.545
2024-03-21,11.624
2024-03-22,11.381
2024-03-23,11.381
2024-03-24,11.381
2024-03-25,11.362
2024-03-26,11.222
2024-03-27,11.053
2024-03-28,11.306
2024-03-29,11.306
2024-03-30,11.306
2024-03-31,11.306
2024-04-01,11.985
2024-04-02,12.394
2024-04-03,12.564
2024-04-04,12.206
2024-04-05,12.32
2024-04-06,12.32
2024-04-07,12.32
2024-04-08,12.199
