,AXP US Equity
2023-06-23,13.3
2023-06-24,13.3
2023-06-25,13.3
2023-06-26,13.239
2023-06-27,13.325
2023-06-28,13.451
2023-06-29,13.627
2023-06-30,13.801
2023-07-01,13.801
2023-07-02,13.801
2023-07-03,13.899
2023-07-04,13.899
2023-07-05,13.918
2023-07-06,13.598
2023-07-07,13.586
2023-07-08,13.586
2023-07-09,13.586
2023-07-10,13.745
2023-07-11,13.98
2023-07-12,13.955
2023-07-13,13.948
2023-07-14,13.88
2023-07-15,13.88
2023-07-16,13.88
2023-07-17,14.041
2023-07-18,14.253
2023-07-19,14.179
2023-07-20,14.096
2023-07-21,13.697
2023-07-22,13.697
2023-07-23,13.697
2023-07-24,13.585
2023-07-25,13.391
2023-07-26,13.476
2023-07-27,13.143
2023-07-28,13.293
2023-07-29,13.293
2023-07-30,13.293
2023-07-31,13.568
2023-08-01,13.63
2023-08-02,13.411
2023-08-03,13.384
2023-08-04,13.31
2023-08-05,13.31
2023-08-06,13.31
2023-08-07,13.434
2023-08-08,13.347
2023-08-09,13.182
2023-08-10,13.159
2023-08-11,13.298
2023-08-12,13.298
2023-08-13,13.298
2023-08-14,13.364
2023-08-15,13.024
2023-08-16,12.929
2023-08-17,12.915
2023-08-18,12.887
2023-08-19,12.887
2023-08-20,12.887
2023-08-21,12.939
2023-08-22,12.794
2023-08-23,12.823
2023-08-24,12.69
2023-08-25,12.733
2023-08-26,12.733
2023-08-27,12.733
2023-08-28,12.803
2023-08-29,12.887
2023-08-30,12.882
2023-08-31,12.697
2023-09-01,12.841
2023-09-02,12.841
2023-09-03,12.841
2023-09-04,12.841
2023-09-05,12.871
2023-09-06,12.71
2023-09-07,12.612
2023-09-08,12.664
2023-09-09,12.664
2023-09-10,12.664
2023-09-11,12.697
2023-09-12,12.751
2023-09-13,12.802
2023-09-14,13.014
2023-09-15,13.173
2023-09-16,13.173
2023-09-17,13.173
2023-09-18,12.841
2023-09-19,12.819
2023-09-20,12.648
2023-09-21,12.446
2023-09-22,12.315
2023-09-23,12.315
2023-09-24,12.315
2023-09-25,12.327
2023-09-26,12.157
2023-09-27,12.057
2023-09-28,12.083
2023-09-29,12.0
2023-09-30,12.0
2023-10-01,12.0
2023-10-02,12.034
2023-10-03,11.671
2023-10-04,11.793
2023-10-05,11.881
2023-10-06,11.978
2023-10-07,11.978
2023-10-08,11.978
2023-10-09,11.938
2023-10-10,12.105
2023-10-11,12.151
2023-10-12,12.14
2023-10-13,12.125
2023-10-14,12.125
2023-10-15,12.125
2023-10-16,12.287
2023-10-17,12.423
2023-10-18,12.193
2023-10-19,12.04
2023-10-20,11.413
2023-10-21,11.413
2023-10-22,11.413
2023-10-23,11.644
2023-10-24,11.663
2023-10-25,11.59
2023-10-26,11.576
2023-10-27,11.412
2023-10-28,11.412
2023-10-29,11.412
2023-10-30,11.567
2023-10-31,11.79
2023-11-01,11.824
2023-11-02,12.179
2023-11-03,12.333
2023-11-04,12.333
2023-11-05,12.333
2023-11-06,12.352
2023-11-07,12.351
2023-11-08,12.353
2023-11-09,12.302
2023-11-10,12.464
2023-11-11,12.464
2023-11-12,12.464
2023-11-13,12.462
2023-11-14,12.655
2023-11-15,12.862
2023-11-16,12.824
2023-11-17,13.112
2023-11-18,13.112
2023-11-19,13.112
2023-11-20,13.216
2023-11-21,13.09
2023-11-22,13.211
2023-11-23,13.211
2023-11-24,13.262
2023-11-25,13.262
2023-11-26,13.262
2023-11-27,13.231
2023-11-28,13.362
2023-11-29,13.492
2023-11-30,13.762
2023-12-01,14.001
2023-12-02,14.001
2023-12-03,14.001
2023-12-04,13.96
2023-12-05,13.757
2023-12-06,13.501
2023-12-07,13.591
2023-12-08,13.575
2023-12-09,13.575
2023-12-10,13.575
2023-12-11,13.572
2023-12-12,13.787
2023-12-13,14.07
2023-12-14,14.412
2023-12-15,14.545
2023-12-16,14.545
2023-12-17,14.545
2023-12-18,14.727
2023-12-19,14.968
2023-12-20,14.572
2023-12-21,14.906
2023-12-22,14.969
2023-12-23,14.969
2023-12-24,14.969
2023-12-25,14.969
2023-12-26,15.0
2023-12-27,15.089
2023-12-28,15.149
2023-12-29,15.112
2023-12-30,15.112
2023-12-31,15.112
2024-01-01,15.112
2024-01-02,15.171
2024-01-03,15.011
2024-01-04,15.115
2024-01-05,15.27
2024-01-06,15.27
2024-01-07,15.27
2024-01-08,15.332
2024-01-09,15.073
2024-01-10,14.892
2024-01-11,14.897
2024-01-12,14.673
2024-01-13,14.673
2024-01-14,14.673
2024-01-15,14.673
2024-01-16,14.552
2024-01-17,14.555
2024-01-18,14.458
2024-01-19,14.73
2024-01-20,14.73
2024-01-21,14.73
2024-01-22,14.878
2024-01-23,14.915
2024-01-24,14.943
2024-01-25,15.124
2024-01-26,15.992
2024-01-27,15.992
2024-01-28,15.992
2024-01-29,15.733
2024-01-30,16.0
2024-01-31,15.733
2024-02-01,15.928
2024-02-02,16.166
2024-02-03,16.166
2024-02-04,16.166
2024-02-05,16.129
2024-02-06,15.978
2024-02-07,16.245
2024-02-08,16.404
2024-02-09,16.502
2024-02-10,16.502
2024-02-11,16.502
2024-02-12,16.485
2024-02-13,16.251
2024-02-14,16.346
2024-02-15,16.475
2024-02-16,16.478
2024-02-17,16.478
2024-02-18,16.478
2024-02-19,16.478
2024-02-20,16.472
2024-02-21,16.348
2024-02-22,16.581
2024-02-23,16.626
2024-02-24,16.626
2024-02-25,16.626
2024-02-26,16.816
2024-02-27,16.895
2024-02-28,16.899
2024-02-29,17.007
2024-03-01,17.025
2024-03-02,17.025
2024-03-03,17.025
2024-03-04,16.967
2024-03-05,16.835
2024-03-06,16.932
2024-03-07,17.317
2024-03-08,17.313
2024-03-09,17.313
2024-03-10,17.313
2024-03-11,17.067
2024-03-12,17.257
2024-03-13,17.27
2024-03-14,17.088
2024-03-15,16.984
2024-03-16,16.984
2024-03-17,16.984
2024-03-18,17.174
2024-03-19,17.223
2024-03-20,17.706
2024-03-21,17.8
2024-03-22,17.555
2024-03-23,17.555
2024-03-24,17.555
2024-03-25,17.577
2024-03-26,17.454
2024-03-27,17.71
2024-03-28,17.706
2024-03-29,17.706
2024-03-30,17.706
2024-03-31,17.706
2024-04-01,17.698
2024-04-02,17.516
2024-04-03,17.608
2024-04-04,17.113
2024-04-05,17.331
2024-04-06,17.331
2024-04-07,17.331
2024-04-08,17.461
