,MKC/V US Equity
2021-01-13,28.221
2021-01-14,27.834
2021-01-15,28.129
2021-01-16,28.129
2021-01-17,28.129
2021-01-18,28.129
2021-01-19,28.201
2021-01-20,28.038
2021-01-21,28.168
2021-01-22,27.782
2021-01-23,27.782
2021-01-24,27.782
2021-01-25,28.434
2021-01-26,28.917
2021-01-27,28.304
2021-01-28,27.178
2021-01-29,29.048
2021-01-30,29.048
2021-01-31,29.048
2021-02-01,28.093
2021-02-02,28.487
2021-02-03,28.372
2021-02-04,28.401
2021-02-05,28.808
2021-02-06,28.808
2021-02-07,28.808
2021-02-08,28.718
2021-02-09,29.234
2021-02-10,29.279
2021-02-11,29.443
2021-02-12,28.545
2021-02-13,28.545
2021-02-14,28.545
2021-02-15,28.545
2021-02-16,28.144
2021-02-17,27.465
2021-02-18,27.719
2021-02-19,26.974
2021-02-20,26.974
2021-02-21,26.974
2021-02-22,26.798
2021-02-23,26.798
2021-02-24,27.147
2021-02-25,26.641
2021-02-26,26.736
2021-02-27,26.736
2021-02-28,26.736
2021-03-01,26.635
2021-03-02,26.746
2021-03-03,26.375
2021-03-04,26.258
2021-03-05,26.591
2021-03-06,26.591
2021-03-07,26.591
2021-03-08,26.66
2021-03-09,27.012
2021-03-10,27.214
2021-03-11,27.349
2021-03-12,27.208
2021-03-13,27.208
2021-03-14,27.208
2021-03-15,27.69
2021-03-16,27.496
2021-03-17,27.503
2021-03-18,27.126
2021-03-19,27.161
2021-03-20,27.161
2021-03-21,27.161
2021-03-22,27.655
2021-03-23,27.781
2021-03-24,27.753
2021-03-25,27.987
2021-03-26,28.399
2021-03-27,28.399
2021-03-28,28.399
2021-03-29,28.627
2021-03-30,28.147
2021-03-31,27.906
2021-04-01,27.843
2021-04-02,27.843
2021-04-03,27.843
2021-04-04,27.843
2021-04-05,28.018
2021-04-06,28.059
2021-04-07,27.768
2021-04-08,27.943
2021-04-09,27.66
2021-04-10,27.66
2021-04-11,27.66
2021-04-12,27.707
2021-04-13,27.802
2021-04-14,27.564
2021-04-15,27.739
2021-04-16,27.861
2021-04-17,27.861
2021-04-18,27.861
2021-04-19,27.905
2021-04-20,28.468
2021-04-21,29.392
2021-04-22,32.259
2021-04-23,32.178
2021-04-24,32.178
2021-04-25,32.178
2021-04-26,31.76
2021-04-27,31.616
2021-04-28,31.303
2021-04-29,31.739
2021-04-30,31.907
2021-05-01,31.907
2021-05-02,31.907
2021-05-03,32.006
2021-05-04,31.999
2021-05-05,31.728
2021-05-06,31.88
2021-05-07,31.384
2021-05-08,31.384
2021-05-09,31.384
2021-05-10,31.746
2021-05-11,31.331
2021-05-12,31.096
2021-05-13,31.528
2021-05-14,31.327
2021-05-15,31.327
2021-05-16,31.327
2021-05-17,31.292
2021-05-18,31.152
2021-05-19,31.377
2021-05-20,31.869
2021-05-21,31.696
2021-05-22,31.696
2021-05-23,31.696
2021-05-24,31.904
2021-05-25,31.63
2021-05-26,31.459
2021-05-27,30.446
2021-05-28,31.18
2021-05-29,31.18
2021-05-30,31.18
2021-05-31,31.18
2021-06-01,31.076
2021-06-02,31.277
2021-06-03,31.249
2021-06-04,31.363
2021-06-05,31.363
2021-06-06,31.363
2021-06-07,31.306
2021-06-08,30.955
2021-06-09,31.092
2021-06-10,30.994
2021-06-11,31.143
2021-06-12,31.143
2021-06-13,31.143
2021-06-14,31.113
2021-06-15,31.298
2021-06-16,30.846
2021-06-17,30.554
2021-06-18,30.41
2021-06-19,30.41
2021-06-20,30.41
2021-06-21,30.582
2021-06-22,30.949
2021-06-23,30.621
2021-06-24,30.511
2021-06-25,30.727
2021-06-26,30.727
2021-06-27,30.727
2021-06-28,31.261
2021-06-29,30.936
2021-06-30,31.162
2021-07-01,31.421
2021-07-02,26.935
2021-07-03,26.935
2021-07-04,26.935
2021-07-05,26.935
2021-07-06,26.715
2021-07-07,26.658
2021-07-08,26.507
2021-07-09,26.53
2021-07-10,26.53
2021-07-11,26.53
2021-07-12,26.353
2021-07-13,26.036
2021-07-14,25.332
2021-07-15,25.561
2021-07-16,25.561
2021-07-17,25.561
2021-07-18,25.561
2021-07-19,25.653
2021-07-20,25.653
2021-07-21,24.944
2021-07-22,24.696
2021-07-23,25.021
2021-07-24,25.021
2021-07-25,25.021
2021-07-26,24.894
2021-07-27,25.175
2021-07-28,24.624
2021-07-29,24.533
2021-07-30,24.533
2021-07-31,24.533
2021-08-01,24.533
2021-08-02,24.473
2021-08-03,24.414
2021-08-04,24.154
2021-08-05,24.227
2021-08-06,24.341
2021-08-07,24.341
2021-08-08,24.341
2021-08-09,24.18
2021-08-10,24.422
2021-08-11,25.052
2021-08-12,25.07
2021-08-13,25.268
2021-08-14,25.268
2021-08-15,25.268
2021-08-16,25.309
2021-08-17,25.448
2021-08-18,25.338
2021-08-19,25.457
2021-08-20,25.546
2021-08-21,25.546
2021-08-22,25.546
2021-08-23,25.314
2021-08-24,25.04
2021-08-25,24.915
2021-08-26,24.79
2021-08-27,24.67
2021-08-28,24.67
2021-08-29,24.67
2021-08-30,24.959
2021-08-31,24.959
2021-09-01,25.551
2021-09-02,25.653
2021-09-03,25.545
2021-09-04,25.545
2021-09-05,25.545
2021-09-06,25.545
2021-09-07,25.349
2021-09-08,25.632
2021-09-09,25.553
2021-09-10,24.93
2021-09-11,24.93
2021-09-12,24.93
2021-09-13,25.073
2021-09-14,25.073
2021-09-15,25.135
2021-09-16,25.13
2021-09-17,25.332
2021-09-18,25.332
2021-09-19,25.332
2021-09-20,25.08
2021-09-21,25.168
2021-09-22,24.989
2021-09-23,24.872
2021-09-24,24.74
2021-09-25,24.74
2021-09-26,24.74
2021-09-27,24.734
2021-09-28,24.497
2021-09-29,24.603
2021-09-30,24.427
2021-10-01,23.988
2021-10-02,23.988
2021-10-03,23.988
2021-10-04,23.938
2021-10-05,23.755
2021-10-06,23.503
2021-10-07,23.961
2021-10-08,23.554
2021-10-09,23.554
2021-10-10,23.554
2021-10-11,23.693
2021-10-12,23.229
2021-10-13,23.47
2021-10-14,23.836
2021-10-15,23.72
2021-10-16,23.72
2021-10-17,23.72
2021-10-18,23.576
2021-10-19,23.786
2021-10-20,23.97
2021-10-21,23.976
2021-10-22,24.09
2021-10-23,24.09
2021-10-24,24.09
2021-10-25,24.015
2021-10-26,24.134
2021-10-27,24.06
2021-10-28,24.128
2021-10-29,24.191
2021-10-30,24.191
2021-10-31,24.191
2021-11-01,23.958
2021-11-02,24.119
2021-11-03,24.405
2021-11-04,24.09
2021-11-05,24.234
2021-11-06,24.234
2021-11-07,24.234
2021-11-08,24.234
2021-11-09,24.009
2021-11-10,24.182
2021-11-11,24.304
2021-11-12,24.077
2021-11-13,24.077
2021-11-14,24.077
2021-11-15,24.305
2021-11-16,24.445
2021-11-17,24.558
2021-11-18,24.442
2021-11-19,24.877
2021-11-20,24.877
2021-11-21,24.877
2021-11-22,24.739
2021-11-23,25.198
2021-11-24,25.155
2021-11-25,25.155
2021-11-26,25.221
2021-11-27,25.221
2021-11-28,25.221
2021-11-29,25.583
2021-11-30,25.483
2021-12-01,25.771
2021-12-02,25.845
2021-12-03,25.874
2021-12-04,25.874
2021-12-05,25.874
2021-12-06,26.501
2021-12-07,25.889
2021-12-08,26.145
2021-12-09,26.145
2021-12-10,26.545
2021-12-11,26.545
2021-12-12,26.545
2021-12-13,27.333
2021-12-14,26.969
2021-12-15,26.966
2021-12-16,27.687
2021-12-17,27.514
2021-12-18,27.514
2021-12-19,27.514
2021-12-20,27.511
2021-12-21,27.371
2021-12-22,27.28
2021-12-23,27.233
2021-12-24,27.233
2021-12-25,27.233
2021-12-26,27.233
2021-12-27,27.4
2021-12-28,27.69
2021-12-29,27.637
2021-12-30,28.025
2021-12-31,28.043
2022-01-01,28.043
2022-01-02,28.043
2022-01-03,28.078
2022-01-04,28.41
2022-01-05,28.519
2022-01-06,28.413
2022-01-07,28.369
2022-01-08,28.369
2022-01-09,28.369
2022-01-10,27.697
2022-01-11,27.766
2022-01-12,27.896
2022-01-13,28.028
2022-01-14,28.375
2022-01-15,28.375
2022-01-16,28.375
2022-01-17,28.375
2022-01-18,28.692
2022-01-19,28.201
2022-01-20,28.201
2022-01-21,28.172
2022-01-22,28.172
2022-01-23,28.172
2022-01-24,28.266
2022-01-25,27.451
2022-01-26,27.451
2022-01-27,25.564
2022-01-28,25.592
2022-01-29,25.592
2022-01-30,25.592
2022-01-31,26.094
2022-02-01,26.206
2022-02-02,26.543
2022-02-03,26.991
2022-02-04,26.742
2022-02-05,26.742
2022-02-06,26.742
2022-02-07,26.7
2022-02-08,26.834
2022-02-09,26.698
2022-02-10,26.112
2022-02-11,26.047
2022-02-12,26.047
2022-02-13,26.047
2022-02-14,25.959
2022-02-15,25.959
2022-02-16,25.466
2022-02-17,25.529
2022-02-18,25.24
2022-02-19,25.24
2022-02-20,25.24
2022-02-21,25.24
2022-02-22,25.109
2022-02-23,24.979
2022-02-24,24.093
2022-02-25,24.92
2022-02-26,24.92
2022-02-27,24.92
2022-02-28,24.546
2022-03-01,24.463
2022-03-02,25.226
2022-03-03,25.736
2022-03-04,26.882
2022-03-05,26.882
2022-03-06,26.882
2022-03-07,27.102
2022-03-08,25.648
2022-03-09,25.477
2022-03-10,25.319
2022-03-11,25.51
2022-03-12,25.51
2022-03-13,25.51
2022-03-14,25.425
2022-03-15,25.7
2022-03-16,25.25
2022-03-17,25.279
2022-03-18,24.996
2022-03-19,24.996
2022-03-20,24.996
2022-03-21,25.31
2022-03-22,25.31
2022-03-23,25.035
2022-03-24,25.174
2022-03-25,25.511
2022-03-26,25.511
2022-03-27,25.511
2022-03-28,25.653
2022-03-29,25.176
2022-03-30,25.306
2022-03-31,26.158
2022-04-01,26.742
2022-04-02,26.742
2022-04-03,26.742
2022-04-04,26.19
2022-04-05,26.836
2022-04-06,26.53
2022-04-07,27.061
2022-04-08,26.746
2022-04-09,26.746
2022-04-10,26.746
2022-04-11,26.777
2022-04-12,26.835
2022-04-13,26.746
2022-04-14,26.752
2022-04-15,26.752
2022-04-16,26.752
2022-04-17,26.752
2022-04-18,26.326
2022-04-19,26.596
2022-04-20,27.323
2022-04-21,27.546
2022-04-22,27.168
2022-04-23,27.168
2022-04-24,27.168
2022-04-25,26.679
2022-04-26,26.615
2022-04-27,27.066
2022-04-28,26.83
2022-04-29,26.717
2022-04-30,26.717
2022-05-01,26.717
2022-05-02,25.47
2022-05-03,25.47
2022-05-04,25.546
2022-05-05,25.331
2022-05-06,25.331
2022-05-07,25.331
2022-05-08,25.331
2022-05-09,25.739
2022-05-10,25.958
2022-05-11,25.883
2022-05-12,25.948
2022-05-13,26.263
2022-05-14,26.263
2022-05-15,26.263
2022-05-16,26.355
2022-05-17,26.357
2022-05-18,24.157
2022-05-19,23.543
2022-05-20,23.548
2022-05-21,23.548
2022-05-22,23.548
2022-05-23,23.96
2022-05-24,24.058
2022-05-25,24.058
2022-05-26,24.651
2022-05-27,24.336
2022-05-28,24.336
2022-05-29,24.336
2022-05-30,24.336
2022-05-31,24.402
2022-06-01,23.756
2022-06-02,23.866
2022-06-03,23.63
2022-06-04,23.63
2022-06-05,23.63
2022-06-06,23.782
2022-06-07,23.534
2022-06-08,23.523
2022-06-09,23.07
2022-06-10,23.21
2022-06-11,23.21
2022-06-12,23.21
2022-06-13,22.761
2022-06-14,22.118
2022-06-15,22.131
2022-06-16,21.663
2022-06-17,21.747
2022-06-18,21.747
2022-06-19,21.747
2022-06-20,21.747
2022-06-21,21.537
2022-06-22,21.871
2022-06-23,22.362
2022-06-24,23.002
2022-06-25,23.002
2022-06-26,23.002
2022-06-27,23.067
2022-06-28,23.138
2022-06-29,22.96
2022-06-30,22.229
2022-07-01,22.138
2022-07-02,22.138
2022-07-03,22.138
2022-07-04,22.138
2022-07-05,22.454
2022-07-06,22.373
2022-07-07,22.111
2022-07-08,22.111
2022-07-09,22.111
2022-07-10,22.111
2022-07-11,22.143
2022-07-12,22.091
2022-07-13,22.466
2022-07-14,22.192
2022-07-15,22.057
2022-07-16,22.057
2022-07-17,22.057
2022-07-18,21.95
2022-07-19,21.912
2022-07-20,22.256
2022-07-21,22.25
2022-07-22,22.61
2022-07-23,22.61
2022-07-24,22.61
2022-07-25,22.745
2022-07-26,22.959
2022-07-27,22.916
2022-07-28,23.655
2022-07-29,23.69
2022-07-30,23.69
2022-07-31,23.69
2022-08-01,23.733
2022-08-02,23.82
2022-08-03,23.798
2022-08-04,23.857
2022-08-05,23.857
2022-08-06,23.857
2022-08-07,23.857
2022-08-08,23.895
2022-08-09,24.393
2022-08-10,24.393
2022-08-11,24.393
2022-08-12,24.558
2022-08-13,24.558
2022-08-14,24.558
2022-08-15,25.06
2022-08-16,25.307
2022-08-17,25.336
2022-08-18,25.083
2022-08-19,24.914
2022-08-20,24.914
2022-08-21,24.914
2022-08-22,24.625
2022-08-23,24.27
2022-08-24,24.15
2022-08-25,24.273
2022-08-26,24.273
2022-08-27,24.273
2022-08-28,24.273
2022-08-29,23.31
2022-08-30,23.195
2022-08-31,22.981
2022-09-01,23.129
2022-09-02,22.611
2022-09-03,22.611
2022-09-04,22.611
2022-09-05,22.611
2022-09-06,22.42
2022-09-07,23.162
2022-09-08,21.866
2022-09-09,23.105
2022-09-10,23.105
2022-09-11,23.105
2022-09-12,23.346
2022-09-13,22.795
2022-09-14,22.783
2022-09-15,22.737
2022-09-16,22.594
2022-09-17,22.594
2022-09-18,22.594
2022-09-19,22.579
2022-09-20,22.41
2022-09-21,22.304
2022-09-22,22.172
2022-09-23,21.675
2022-09-24,21.675
2022-09-25,21.675
2022-09-26,21.675
2022-09-27,21.44
2022-09-28,21.586
2022-09-29,20.989
2022-09-30,21.004
2022-10-01,21.004
2022-10-02,21.004
2022-10-03,20.854
2022-10-04,21.824
2022-10-05,21.672
2022-10-06,22.391
2022-10-07,22.95
2022-10-08,22.95
2022-10-09,22.95
2022-10-10,23.491
2022-10-11,23.452
2022-10-12,23.452
2022-10-13,23.452
2022-10-14,22.703
2022-10-15,22.703
2022-10-16,22.703
2022-10-17,23.247
2022-10-18,22.644
2022-10-19,22.864
2022-10-20,22.088
2022-10-21,22.679
2022-10-22,22.679
2022-10-23,22.679
2022-10-24,23.194
2022-10-25,23.319
2022-10-26,23.253
2022-10-27,23.485
2022-10-28,23.863
2022-10-29,23.863
2022-10-30,23.863
2022-10-31,23.863
2022-11-01,23.824
2022-11-02,23.824
2022-11-03,24.353
2022-11-04,24.41
2022-11-05,24.41
2022-11-06,24.41
2022-11-07,24.74
2022-11-08,25.097
2022-11-09,25.097
2022-11-10,24.44
2022-11-11,24.633
2022-11-12,24.633
2022-11-13,24.633
2022-11-14,25.159
2022-11-15,25.662
2022-11-16,25.69
2022-11-17,25.122
2022-11-18,25.561
2022-11-19,25.561
2022-11-20,25.561
2022-11-21,26.108
2022-11-22,26.257
2022-11-23,26.315
2022-11-24,26.315
2022-11-25,25.888
2022-11-26,25.888
2022-11-27,25.888
2022-11-28,25.76
2022-11-29,25.76
2022-11-30,25.647
2022-12-01,26.221
2022-12-02,26.386
2022-12-03,26.386
2022-12-04,26.386
2022-12-05,25.607
2022-12-06,25.61
2022-12-07,25.61
2022-12-08,26.045
2022-12-09,26.002
2022-12-10,26.002
2022-12-11,26.002
2022-12-12,25.969
2022-12-13,26.289
2022-12-14,26.641
2022-12-15,26.148
2022-12-16,26.148
2022-12-17,26.148
2022-12-18,26.148
2022-12-19,25.075
2022-12-20,25.075
2022-12-21,25.075
2022-12-22,25.075
2022-12-23,25.075
2022-12-24,25.075
2022-12-25,25.075
2022-12-26,25.075
2022-12-27,25.829
2022-12-28,25.829
2022-12-29,25.718
2022-12-30,25.308
2022-12-31,25.308
2023-01-01,25.308
2023-01-02,25.308
2023-01-03,25.556
2023-01-04,25.777
2023-01-05,26.174
2023-01-06,26.446
2023-01-07,26.446
2023-01-08,26.446
2023-01-09,26.028
2023-01-10,26.028
2023-01-11,25.515
2023-01-12,25.0
2023-01-13,24.919
2023-01-14,24.919
2023-01-15,24.919
2023-01-16,24.919
2023-01-17,24.868
2023-01-18,24.091
2023-01-19,23.72
2023-01-20,24.581
2023-01-21,24.581
2023-01-22,24.581
2023-01-23,24.581
2023-01-24,24.223
2023-01-25,23.913
2023-01-26,23.942
2023-01-27,24.61
2023-01-28,24.61
2023-01-29,24.61
2023-01-30,25.091
2023-01-31,25.175
2023-02-01,25.311
2023-02-02,25.236
2023-02-03,25.531
2023-02-04,25.531
2023-02-05,25.531
2023-02-06,25.377
2023-02-07,25.301
2023-02-08,25.317
2023-02-09,24.751
2023-02-10,24.751
2023-02-11,24.751
2023-02-12,24.751
2023-02-13,25.211
2023-02-14,26.711
2023-02-15,25.568
2023-02-16,25.507
2023-02-17,25.507
2023-02-18,25.507
2023-02-19,25.507
2023-02-20,25.507
2023-02-21,25.372
2023-02-22,25.372
2023-02-23,25.372
2023-02-24,25.402
2023-02-25,25.402
2023-02-26,25.402
2023-02-27,25.402
2023-02-28,25.7
2023-03-01,24.492
2023-03-02,24.641
2023-03-03,24.627
2023-03-04,24.627
2023-03-05,24.627
2023-03-06,24.634
2023-03-07,24.577
2023-03-08,25.098
2023-03-09,24.537
2023-03-10,24.611
2023-03-11,24.611
2023-03-12,24.611
2023-03-13,24.81
2023-03-14,24.603
2023-03-15,24.603
2023-03-16,24.532
2023-03-17,23.57
2023-03-18,23.57
2023-03-19,23.57
2023-03-20,24.807
2023-03-21,24.539
2023-03-22,24.61
2023-03-23,24.467
2023-03-24,24.437
2023-03-25,24.437
2023-03-26,24.437
2023-03-27,25.3
2023-03-28,26.87
2023-03-29,27.317
2023-03-30,26.668
2023-03-31,27.56
2023-04-01,27.56
2023-04-02,27.56
2023-04-03,28.027
2023-04-04,28.327
2023-04-05,28.227
2023-04-06,28.619
2023-04-07,28.619
2023-04-08,28.619
2023-04-09,28.619
2023-04-10,28.504
2023-04-11,28.324
2023-04-12,28.84
2023-04-13,28.768
2023-04-14,28.999
2023-04-15,28.999
2023-04-16,28.999
2023-04-17,28.467
2023-04-18,28.115
2023-04-19,28.299
2023-04-20,28.282
2023-04-21,28.742
2023-04-22,28.742
2023-04-23,28.742
2023-04-24,28.205
2023-04-25,28.597
2023-04-26,28.042
2023-04-27,29.033
2023-04-28,28.933
2023-04-29,28.933
2023-04-30,28.933
2023-05-01,29.466
2023-05-02,29.181
2023-05-03,29.708
2023-05-04,29.772
2023-05-05,29.772
2023-05-06,29.772
2023-05-07,29.772
2023-05-08,29.735
2023-05-09,29.824
2023-05-10,29.88
2023-05-11,30.15
2023-05-12,30.302
2023-05-13,30.302
2023-05-14,30.302
2023-05-15,30.444
2023-05-16,30.213
2023-05-17,30.213
2023-05-18,29.62
2023-05-19,30.031
2023-05-20,30.031
2023-05-21,30.031
2023-05-22,29.664
2023-05-23,29.355
2023-05-24,29.502
2023-05-25,29.441
2023-05-26,29.441
2023-05-27,29.441
2023-05-28,29.441
2023-05-29,29.441
2023-05-30,29.441
2023-05-31,29.272
2023-06-01,29.441
2023-06-02,29.694
2023-06-03,29.694
2023-06-04,29.694
2023-06-05,29.892
2023-06-06,30.321
2023-06-07,30.383
2023-06-08,30.197
2023-06-09,30.405
2023-06-10,30.405
2023-06-11,30.405
2023-06-12,30.624
2023-06-13,30.355
2023-06-14,30.524
2023-06-15,30.974
2023-06-16,30.793
2023-06-17,30.793
2023-06-18,30.793
2023-06-19,30.793
2023-06-20,31.5
2023-06-21,31.299
2023-06-22,31.651
