,GIS US Equity
2020-07-15,14.383
2020-07-16,14.392
2020-07-17,14.381
2020-07-18,14.381
2020-07-19,14.381
2020-07-20,14.158
2020-07-21,14.35
2020-07-22,14.399
2020-07-23,14.459
2020-07-24,14.29
2020-07-25,14.29
2020-07-26,14.29
2020-07-27,14.256
2020-07-28,14.359
2020-07-29,14.321
2020-07-30,14.123
2020-07-31,14.076
2020-08-01,14.076
2020-08-02,14.076
2020-08-03,14.372
2020-08-04,14.626
2020-08-05,14.332
2020-08-06,14.279
2020-08-07,14.316
2020-08-08,14.316
2020-08-09,14.316
2020-08-10,14.183
2020-08-11,13.825
2020-08-12,14.029
2020-08-13,14.009
2020-08-14,14.076
2020-08-15,14.076
2020-08-16,14.076
2020-08-17,14.301
2020-08-18,14.379
2020-08-19,14.341
2020-08-20,14.285
2020-08-21,14.243
2020-08-22,14.243
2020-08-23,14.243
2020-08-24,14.268
2020-08-25,14.216
2020-08-26,14.294
2020-08-27,14.397
2020-08-28,14.103
2020-08-29,14.103
2020-08-30,14.103
2020-08-31,14.227
2020-09-01,14.043
2020-09-02,14.35
2020-09-03,14.009
2020-09-04,14.049
2020-09-05,14.049
2020-09-06,14.049
2020-09-07,14.049
2020-09-08,13.143
2020-09-09,13.245
2020-09-10,12.916
2020-09-11,12.927
2020-09-12,12.927
2020-09-13,12.927
2020-09-14,12.975
2020-09-15,13.033
2020-09-16,12.973
2020-09-17,12.715
2020-09-18,12.657
2020-09-19,12.657
2020-09-20,12.657
2020-09-21,12.779
2020-09-22,12.805
2020-09-23,12.746
2020-09-24,12.972
2020-09-25,13.127
2020-09-26,13.127
2020-09-27,13.127
2020-09-28,13.178
2020-09-29,13.137
2020-09-30,13.536
2020-10-01,13.731
2020-10-02,13.72
2020-10-03,13.72
2020-10-04,13.72
2020-10-05,13.755
2020-10-06,13.437
2020-10-07,13.516
2020-10-08,13.585
2020-10-09,13.691
2020-10-10,13.691
2020-10-11,13.691
2020-10-12,13.797
2020-10-13,13.879
2020-10-14,13.74
2020-10-15,13.875
2020-10-16,13.802
2020-10-17,13.802
2020-10-18,13.802
2020-10-19,13.563
2020-10-20,13.525
2020-10-21,13.492
2020-10-22,13.567
2020-10-23,13.671
2020-10-24,13.671
2020-10-25,13.671
2020-10-26,13.494
2020-10-27,13.525
2020-10-28,13.171
2020-10-29,13.105
2020-10-30,13.083
2020-10-31,13.083
2020-11-01,13.083
2020-11-02,13.218
2020-11-03,13.474
2020-11-04,13.381
2020-11-05,13.401
2020-11-06,13.514
2020-11-07,13.514
2020-11-08,13.514
2020-11-09,12.914
2020-11-10,13.038
2020-11-11,13.253
2020-11-12,13.386
2020-11-13,13.492
2020-11-14,13.492
2020-11-15,13.492
2020-11-16,13.545
2020-11-17,13.561
2020-11-18,13.527
2020-11-19,13.72
2020-11-20,13.578
2020-11-21,13.578
2020-11-22,13.578
2020-11-23,13.503
2020-11-24,13.403
2020-11-25,13.277
2020-11-26,13.277
2020-11-27,13.306
2020-11-28,13.306
2020-11-29,13.306
2020-11-30,13.459
2020-12-01,13.567
2020-12-02,13.326
2020-12-03,13.375
2020-12-04,13.424
2020-12-05,13.424
2020-12-06,13.424
2020-12-07,13.269
2020-12-08,13.415
2020-12-09,13.178
2020-12-10,13.076
2020-12-11,13.176
2020-12-12,13.176
2020-12-13,13.176
2020-12-14,13.182
2020-12-15,13.111
2020-12-16,13.087
2020-12-17,13.286
2020-12-18,13.177
2020-12-19,13.177
2020-12-20,13.177
2020-12-21,13.086
2020-12-22,13.0
2020-12-23,13.086
2020-12-24,13.117
2020-12-25,13.117
2020-12-26,13.117
2020-12-27,13.117
2020-12-28,13.166
2020-12-29,13.122
2020-12-30,12.991
2020-12-31,13.044
2021-01-01,13.044
2021-01-02,13.044
2021-01-03,13.044
2021-01-04,13.095
2021-01-05,13.233
2021-01-06,13.199
2021-01-07,13.091
2021-01-08,12.741
2021-01-09,12.741
2021-01-10,12.741
2021-01-11,12.553
2021-01-12,12.282
2021-01-13,12.512
2021-01-14,12.594
2021-01-15,12.704
2021-01-16,12.704
2021-01-17,12.704
2021-01-18,12.704
2021-01-19,12.576
2021-01-20,12.501
2021-01-21,12.49
2021-01-22,12.643
2021-01-23,12.643
2021-01-24,12.643
2021-01-25,13.079
2021-01-26,13.357
2021-01-27,13.644
2021-01-28,13.409
2021-01-29,13.125
2021-01-30,13.125
2021-01-31,13.125
2021-02-01,13.0
2021-02-02,13.016
2021-02-03,12.836
2021-02-04,12.854
2021-02-05,12.967
2021-02-06,12.967
2021-02-07,12.967
2021-02-08,13.034
2021-02-09,13.028
2021-02-10,13.122
2021-02-11,12.856
2021-02-12,12.903
2021-02-13,12.903
2021-02-14,12.903
2021-02-15,12.903
2021-02-16,12.716
2021-02-17,12.833
2021-02-18,13.107
2021-02-19,12.763
2021-02-20,12.763
2021-02-21,12.763
2021-02-22,12.689
2021-02-23,12.836
2021-02-24,12.695
2021-02-25,12.614
2021-02-26,12.427
2021-02-27,12.427
2021-02-28,12.427
2021-03-01,12.366
2021-03-02,12.44
2021-03-03,12.4
2021-03-04,12.49
2021-03-05,12.826
2021-03-06,12.826
2021-03-07,12.826
2021-03-08,13.048
2021-03-09,12.967
2021-03-10,13.229
2021-03-11,13.131
2021-03-12,13.248
2021-03-13,13.248
2021-03-14,13.248
2021-03-15,13.309
2021-03-16,13.39
2021-03-17,13.393
2021-03-18,13.508
2021-03-19,13.546
2021-03-20,13.546
2021-03-21,13.546
2021-03-22,13.857
2021-03-23,13.788
2021-03-24,13.209
2021-03-25,13.608
2021-03-26,13.937
2021-03-27,13.937
2021-03-28,13.937
2021-03-29,14.284
2021-03-30,14.124
2021-03-31,14.017
2021-04-01,13.925
2021-04-02,13.925
2021-04-03,13.925
2021-04-04,13.925
2021-04-05,14.065
2021-04-06,14.113
2021-04-07,14.033
2021-04-08,14.049
2021-04-09,13.86
2021-04-10,13.86
2021-04-11,13.86
2021-04-12,14.053
2021-04-13,13.987
2021-04-14,13.971
2021-04-15,13.957
2021-04-16,14.13
2021-04-17,14.13
2021-04-18,14.13
2021-04-19,14.13
2021-04-20,14.36
2021-04-21,14.466
2021-04-22,14.298
2021-04-23,14.12
2021-04-24,14.12
2021-04-25,14.12
2021-04-26,13.954
2021-04-27,13.678
2021-04-28,13.736
2021-04-29,13.879
2021-04-30,13.75
2021-05-01,13.75
2021-05-02,13.75
2021-05-03,13.917
2021-05-04,13.962
2021-05-05,13.969
2021-05-06,14.378
2021-05-07,14.245
2021-05-08,14.245
2021-05-09,14.245
2021-05-10,14.421
2021-05-11,14.258
2021-05-12,14.224
2021-05-13,14.455
2021-05-14,14.324
2021-05-15,14.324
2021-05-16,14.324
2021-05-17,14.144
2021-05-18,14.175
2021-05-19,14.101
2021-05-20,14.169
2021-05-21,14.22
2021-05-22,14.22
2021-05-23,14.22
2021-05-24,14.202
2021-05-25,14.157
2021-05-26,14.153
2021-05-27,14.029
2021-05-28,14.16
2021-05-29,14.16
2021-05-30,14.16
2021-05-31,14.16
2021-06-01,14.115
2021-06-02,14.301
2021-06-03,14.371
2021-06-04,14.423
2021-06-05,14.423
2021-06-06,14.423
2021-06-07,14.353
2021-06-08,14.146
2021-06-09,13.907
2021-06-10,14.008
2021-06-11,13.996
2021-06-12,13.996
2021-06-13,13.996
2021-06-14,14.026
2021-06-15,13.911
2021-06-16,13.69
2021-06-17,13.679
2021-06-18,13.379
2021-06-19,13.379
2021-06-20,13.379
2021-06-21,13.437
2021-06-22,13.453
2021-06-23,13.229
2021-06-24,13.216
2021-06-25,13.323
2021-06-26,13.323
2021-06-27,13.323
2021-06-28,13.529
2021-06-29,13.413
2021-06-30,13.732
2021-07-01,13.468
2021-07-02,13.445
2021-07-03,13.445
2021-07-04,13.445
2021-07-05,13.445
2021-07-06,13.36
2021-07-07,13.483
2021-07-08,13.434
2021-07-09,13.492
2021-07-10,13.492
2021-07-11,13.492
2021-07-12,13.395
2021-07-13,13.363
2021-07-14,13.395
2021-07-15,13.51
2021-07-16,13.571
2021-07-17,13.571
2021-07-18,13.571
2021-07-19,13.725
2021-07-20,13.542
2021-07-21,13.332
2021-07-22,13.289
2021-07-23,13.424
2021-07-24,13.424
2021-07-25,13.424
2021-07-26,13.406
2021-07-27,13.458
2021-07-28,13.293
2021-07-29,13.314
2021-07-30,13.302
2021-07-31,13.302
2021-08-01,13.302
2021-08-02,13.418
2021-08-03,13.422
2021-08-04,13.024
2021-08-05,13.013
2021-08-06,13.079
2021-08-07,13.079
2021-08-08,13.079
2021-08-09,13.187
2021-08-10,13.219
2021-08-11,13.345
2021-08-12,13.323
2021-08-13,13.524
2021-08-14,13.524
2021-08-15,13.524
2021-08-16,13.589
2021-08-17,13.754
2021-08-18,13.397
2021-08-19,13.589
2021-08-20,13.628
2021-08-21,13.628
2021-08-22,13.628
2021-08-23,13.47
2021-08-24,13.203
2021-08-25,13.144
2021-08-26,12.95
2021-08-27,13.047
2021-08-28,13.047
2021-08-29,13.047
2021-08-30,13.013
2021-08-31,13.065
2021-09-01,13.04
2021-09-02,13.09
2021-09-03,13.056
2021-09-04,13.056
2021-09-05,13.056
2021-09-06,13.056
2021-09-07,12.835
2021-09-08,13.41
2021-09-09,13.177
2021-09-10,13.173
2021-09-11,13.173
2021-09-12,13.173
2021-09-13,13.215
2021-09-14,13.246
2021-09-15,13.235
2021-09-16,13.235
2021-09-17,13.28
2021-09-18,13.28
2021-09-19,13.28
2021-09-20,13.242
2021-09-21,13.123
2021-09-22,13.522
2021-09-23,13.567
2021-09-24,13.595
2021-09-25,13.595
2021-09-26,13.595
2021-09-27,13.395
2021-09-28,13.323
2021-09-29,13.647
2021-09-30,13.433
2021-10-01,13.61
2021-10-02,13.61
2021-10-03,13.61
2021-10-04,13.796
2021-10-05,13.816
2021-10-06,13.935
2021-10-07,13.867
2021-10-08,13.899
2021-10-09,13.899
2021-10-10,13.899
2021-10-11,13.954
2021-10-12,14.056
2021-10-13,13.993
2021-10-14,14.106
2021-10-15,14.061
2021-10-16,14.061
2021-10-17,14.061
2021-10-18,13.916
2021-10-19,13.954
2021-10-20,14.185
2021-10-21,14.135
2021-10-22,14.178
2021-10-23,14.178
2021-10-24,14.178
2021-10-25,14.0
2021-10-26,14.045
2021-10-27,13.866
2021-10-28,14.034
2021-10-29,13.979
2021-10-30,13.979
2021-10-31,13.979
2021-11-01,14.09
2021-11-02,14.167
2021-11-03,14.282
2021-11-04,14.185
2021-11-05,14.172
2021-11-06,14.172
2021-11-07,14.172
2021-11-08,14.169
2021-11-09,14.289
2021-11-10,14.371
2021-11-11,14.228
2021-11-12,14.305
2021-11-13,14.305
2021-11-14,14.305
2021-11-15,14.409
2021-11-16,14.31
2021-11-17,14.278
2021-11-18,14.228
2021-11-19,14.034
2021-11-20,14.034
2021-11-21,14.034
2021-11-22,14.224
2021-11-23,14.35
2021-11-24,14.319
2021-11-25,14.319
2021-11-26,14.196
2021-11-27,14.196
2021-11-28,14.196
2021-11-29,14.368
2021-11-30,13.973
2021-12-01,13.896
2021-12-02,14.219
2021-12-03,14.529
2021-12-04,14.529
2021-12-05,14.529
2021-12-06,14.577
2021-12-07,14.606
2021-12-08,14.524
2021-12-09,14.47
2021-12-10,14.649
2021-12-11,14.649
2021-12-12,14.649
2021-12-13,14.914
2021-12-14,14.909
2021-12-15,15.232
2021-12-16,15.573
2021-12-17,15.299
2021-12-18,15.299
2021-12-19,15.299
2021-12-20,15.331
2021-12-21,14.681
2021-12-22,14.836
2021-12-23,14.833
2021-12-24,14.833
2021-12-25,14.833
2021-12-26,14.833
2021-12-27,14.849
2021-12-28,15.035
2021-12-29,15.064
2021-12-30,15.071
2021-12-31,15.145
2022-01-01,15.145
2022-01-02,15.145
2022-01-03,15.118
2022-01-04,15.256
2022-01-05,15.461
2022-01-06,15.391
2022-01-07,15.525
2022-01-08,15.525
2022-01-09,15.525
2022-01-10,15.57
2022-01-11,15.467
2022-01-12,15.422
2022-01-13,15.55
2022-01-14,15.776
2022-01-15,15.776
2022-01-16,15.776
2022-01-17,15.776
2022-01-18,15.632
2022-01-19,15.607
2022-01-20,15.456
2022-01-21,15.58
2022-01-22,15.58
2022-01-23,15.58
2022-01-24,15.471
2022-01-25,15.424
2022-01-26,15.302
2022-01-27,15.426
2022-01-28,15.659
2022-01-29,15.659
2022-01-30,15.659
2022-01-31,15.497
2022-02-01,15.4
2022-02-02,15.517
2022-02-03,15.581
2022-02-04,15.326
2022-02-05,15.326
2022-02-06,15.326
2022-02-07,15.375
2022-02-08,15.441
2022-02-09,15.382
2022-02-10,15.136
2022-02-11,15.357
2022-02-12,15.357
2022-02-13,15.357
2022-02-14,15.26
2022-02-15,15.118
2022-02-16,15.064
2022-02-17,15.296
2022-02-18,15.377
2022-02-19,15.377
2022-02-20,15.377
2022-02-21,15.377
2022-02-22,15.217
2022-02-23,15.157
2022-02-24,14.807
2022-02-25,15.356
2022-02-26,15.356
2022-02-27,15.356
2022-02-28,15.23
2022-03-01,15.092
2022-03-02,15.236
2022-03-03,15.419
2022-03-04,15.386
2022-03-05,15.386
2022-03-06,15.386
2022-03-07,15.284
2022-03-08,14.411
2022-03-09,14.49
2022-03-10,14.262
2022-03-11,14.074
2022-03-12,14.074
2022-03-13,14.074
2022-03-14,14.17
2022-03-15,14.317
2022-03-16,14.174
2022-03-17,14.303
2022-03-18,14.12
2022-03-19,14.12
2022-03-20,14.12
2022-03-21,14.223
2022-03-22,14.191
2022-03-23,14.313
2022-03-24,14.788
2022-03-25,15.017
2022-03-26,15.017
2022-03-27,15.017
2022-03-28,14.899
2022-03-29,15.077
2022-03-30,15.14
2022-03-31,15.163
2022-04-01,15.416
2022-04-02,15.416
2022-04-03,15.416
2022-04-04,15.336
2022-04-05,15.486
2022-04-06,15.613
2022-04-07,15.733
2022-04-08,15.827
2022-04-09,15.827
2022-04-10,15.827
2022-04-11,15.904
2022-04-12,15.917
2022-04-13,15.973
2022-04-14,16.027
2022-04-15,16.027
2022-04-16,16.027
2022-04-17,16.027
2022-04-18,16.009
2022-04-19,16.208
2022-04-20,16.459
2022-04-21,16.54
2022-04-22,16.384
2022-04-23,16.384
2022-04-24,16.384
2022-04-25,16.317
2022-04-26,16.052
2022-04-27,16.127
2022-04-28,16.332
2022-04-29,15.992
2022-04-30,15.992
2022-05-01,15.992
2022-05-02,15.71
2022-05-03,15.748
2022-05-04,16.01
2022-05-05,15.997
2022-05-06,16.144
2022-05-07,16.144
2022-05-08,16.144
2022-05-09,16.618
2022-05-10,16.22
2022-05-11,16.234
2022-05-12,16.327
2022-05-13,16.528
2022-05-14,16.528
2022-05-15,16.528
2022-05-16,16.609
2022-05-17,16.387
2022-05-18,15.186
2022-05-19,14.863
2022-05-20,15.061
2022-05-21,15.061
2022-05-22,15.061
2022-05-23,15.166
2022-05-24,15.539
2022-05-25,15.585
2022-05-26,15.63
2022-05-27,15.727
2022-05-28,15.727
2022-05-29,15.727
2022-05-30,15.727
2022-05-31,15.718
2022-06-01,15.553
2022-06-02,15.421
2022-06-03,15.356
2022-06-04,15.356
2022-06-05,15.356
2022-06-06,15.441
2022-06-07,15.529
2022-06-08,15.47
2022-06-09,15.253
2022-06-10,15.354
2022-06-11,15.354
2022-06-12,15.354
2022-06-13,15.057
2022-06-14,14.92
2022-06-15,14.896
2022-06-16,14.988
2022-06-17,14.871
2022-06-18,14.871
2022-06-19,14.871
2022-06-20,14.871
2022-06-21,15.235
2022-06-22,15.246
2022-06-23,15.503
2022-06-24,15.874
2022-06-25,15.874
2022-06-26,15.874
2022-06-27,15.985
2022-06-28,15.81
2022-06-29,16.725
2022-06-30,16.741
2022-07-01,16.805
2022-07-02,16.805
2022-07-03,16.805
2022-07-04,16.805
2022-07-05,16.663
2022-07-06,16.9
2022-07-07,16.862
2022-07-08,16.869
2022-07-09,16.869
2022-07-10,16.869
2022-07-11,16.974
2022-07-12,16.918
2022-07-13,17.012
2022-07-14,16.626
2022-07-15,16.675
2022-07-16,16.675
2022-07-17,16.675
2022-07-18,16.46
2022-07-19,16.58
2022-07-20,16.364
2022-07-21,16.359
2022-07-22,16.477
2022-07-23,16.477
2022-07-24,16.477
2022-07-25,16.597
2022-07-26,16.632
2022-07-27,16.5
2022-07-28,16.694
2022-07-29,16.737
2022-07-30,16.737
2022-07-31,16.737
2022-08-01,16.921
2022-08-02,16.916
2022-08-03,16.898
2022-08-04,16.88
2022-08-05,17.026
2022-08-06,17.026
2022-08-07,17.026
2022-08-08,17.068
2022-08-09,17.218
2022-08-10,17.341
2022-08-11,17.202
2022-08-12,17.211
2022-08-13,17.211
2022-08-14,17.211
2022-08-15,17.131
2022-08-16,17.31
2022-08-17,17.243
2022-08-18,17.323
2022-08-19,17.428
2022-08-20,17.428
2022-08-21,17.428
2022-08-22,17.323
2022-08-23,17.406
2022-08-24,17.535
2022-08-25,17.421
2022-08-26,17.067
2022-08-27,17.067
2022-08-28,17.067
2022-08-29,17.269
2022-08-30,17.203
2022-08-31,17.162
2022-09-01,17.243
2022-09-02,17.145
2022-09-03,17.145
2022-09-04,17.145
2022-09-05,17.145
2022-09-06,16.851
2022-09-07,17.07
2022-09-08,16.925
2022-09-09,16.988
2022-09-10,16.988
2022-09-11,16.988
2022-09-12,17.033
2022-09-13,16.572
2022-09-14,16.576
2022-09-15,16.729
2022-09-16,16.769
2022-09-17,16.769
2022-09-18,16.769
2022-09-19,16.898
2022-09-20,16.804
2022-09-21,17.505
2022-09-22,17.64
2022-09-23,17.288
2022-09-24,17.288
2022-09-25,17.288
2022-09-26,17.177
2022-09-27,17.026
2022-09-28,17.209
2022-09-29,16.973
2022-09-30,16.733
2022-10-01,16.733
2022-10-02,16.733
2022-10-03,17.142
2022-10-04,17.146
2022-10-05,16.969
2022-10-06,16.489
2022-10-07,16.573
2022-10-08,16.573
2022-10-09,16.573
2022-10-10,16.783
2022-10-11,16.998
2022-10-12,16.992
2022-10-13,17.312
2022-10-14,17.069
2022-10-15,17.069
2022-10-16,17.069
2022-10-17,17.003
2022-10-18,17.192
2022-10-19,17.161
2022-10-20,16.84
2022-10-21,16.921
2022-10-22,16.921
2022-10-23,16.921
2022-10-24,17.049
2022-10-25,17.19
2022-10-26,17.203
2022-10-27,17.535
2022-10-28,17.908
2022-10-29,17.908
2022-10-30,17.908
2022-10-31,17.91
2022-11-01,17.627
2022-11-02,17.522
2022-11-03,17.324
2022-11-04,17.357
2022-11-05,17.357
2022-11-06,17.357
2022-11-07,17.386
2022-11-08,17.467
2022-11-09,17.638
2022-11-10,17.471
2022-11-11,16.96
2022-11-12,16.96
2022-11-13,16.96
2022-11-14,16.898
2022-11-15,16.986
2022-11-16,17.341
2022-11-17,17.497
2022-11-18,17.773
2022-11-19,17.773
2022-11-20,17.773
2022-11-21,17.982
2022-11-22,18.023
2022-11-23,18.157
2022-11-24,18.157
2022-11-25,18.199
2022-11-26,18.199
2022-11-27,18.199
2022-11-28,18.19
2022-11-29,18.17
2022-11-30,18.71
2022-12-01,18.736
2022-12-02,18.977
2022-12-03,18.977
2022-12-04,18.977
2022-12-05,18.929
2022-12-06,18.727
2022-12-07,19.122
2022-12-08,19.19
2022-12-09,18.815
2022-12-10,18.815
2022-12-11,18.815
2022-12-12,19.034
2022-12-13,19.045
2022-12-14,19.124
2022-12-15,19.094
2022-12-16,19.089
2022-12-17,19.089
2022-12-18,19.089
2022-12-19,19.131
2022-12-20,18.154
2022-12-21,18.689
2022-12-22,18.634
2022-12-23,18.687
2022-12-24,18.687
2022-12-25,18.687
2022-12-26,18.687
2022-12-27,18.803
2022-12-28,18.544
2022-12-29,18.461
2022-12-30,18.345
2022-12-31,18.345
2023-01-01,18.345
2023-01-02,18.345
2023-01-03,18.245
2023-01-04,18.392
2023-01-05,18.506
2023-01-06,18.846
2023-01-07,18.846
2023-01-08,18.846
2023-01-09,18.683
2023-01-10,18.544
2023-01-11,18.551
2023-01-12,18.254
2023-01-13,18.25
2023-01-14,18.25
2023-01-15,18.25
2023-01-16,18.25
2023-01-17,18.106
2023-01-18,17.343
2023-01-19,17.131
2023-01-20,17.133
2023-01-21,17.133
2023-01-22,17.133
2023-01-23,17.12
2023-01-24,17.033
2023-01-25,17.244
2023-01-26,17.007
2023-01-27,17.224
2023-01-28,17.224
2023-01-29,17.224
2023-01-30,17.295
2023-01-31,17.328
2023-02-01,17.226
2023-02-02,16.765
2023-02-03,16.672
2023-02-04,16.672
2023-02-05,16.672
2023-02-06,17.048
2023-02-07,16.855
2023-02-08,16.729
2023-02-09,16.615
2023-02-10,16.807
2023-02-11,16.807
2023-02-12,16.807
2023-02-13,16.919
2023-02-14,16.662
2023-02-15,16.609
2023-02-16,16.59
2023-02-17,16.957
2023-02-18,16.957
2023-02-19,16.957
2023-02-20,16.957
2023-02-21,17.625
2023-02-22,17.591
2023-02-23,17.595
2023-02-24,17.669
2023-02-25,17.669
2023-02-26,17.669
2023-02-27,17.744
2023-02-28,17.414
2023-03-01,17.269
2023-03-02,17.291
2023-03-03,17.434
2023-03-04,17.434
2023-03-05,17.434
2023-03-06,17.314
2023-03-07,17.299
2023-03-08,17.328
2023-03-09,17.227
2023-03-10,17.201
2023-03-11,17.201
2023-03-12,17.201
2023-03-13,17.479
2023-03-14,17.56
2023-03-15,17.713
2023-03-16,17.608
2023-03-17,17.443
2023-03-18,17.443
2023-03-19,17.443
2023-03-20,17.623
2023-03-21,17.625
2023-03-22,17.433
2023-03-23,17.866
2023-03-24,18.363
2023-03-25,18.363
2023-03-26,18.363
2023-03-27,18.306
2023-03-28,18.253
2023-03-29,18.309
2023-03-30,18.294
2023-03-31,18.402
2023-04-01,18.402
2023-04-02,18.402
2023-04-03,18.501
2023-04-04,18.533
2023-04-05,18.747
2023-04-06,18.808
2023-04-07,18.808
2023-04-08,18.808
2023-04-09,18.808
2023-04-10,18.643
2023-04-11,18.796
2023-04-12,18.777
2023-04-13,18.747
2023-04-14,18.663
2023-04-15,18.663
2023-04-16,18.663
2023-04-17,18.777
2023-04-18,18.883
2023-04-19,18.807
2023-04-20,18.902
2023-04-21,18.876
2023-04-22,18.876
2023-04-23,18.876
2023-04-24,18.913
2023-04-25,19.103
2023-04-26,18.969
2023-04-27,19.165
2023-04-28,19.131
2023-04-29,19.131
2023-04-30,19.131
2023-05-01,19.291
2023-05-02,19.211
2023-05-03,19.174
2023-05-04,19.297
2023-05-05,19.385
2023-05-06,19.385
2023-05-07,19.385
2023-05-08,19.398
2023-05-09,19.338
2023-05-10,19.334
2023-05-11,19.483
2023-05-12,19.558
2023-05-13,19.558
2023-05-14,19.558
2023-05-15,19.489
2023-05-16,19.483
2023-05-17,19.394
2023-05-18,19.103
2023-05-19,18.915
2023-05-20,18.915
2023-05-21,18.915
2023-05-22,18.498
2023-05-23,18.449
2023-05-24,18.362
2023-05-25,18.241
2023-05-26,18.17
2023-05-27,18.17
2023-05-28,18.17
2023-05-29,18.17
2023-05-30,17.974
2023-05-31,18.166
2023-06-01,18.108
2023-06-02,18.259
2023-06-03,18.259
2023-06-04,18.259
2023-06-05,18.399
2023-06-06,18.084
2023-06-07,17.592
2023-06-08,17.84
2023-06-09,17.764
2023-06-10,17.764
2023-06-11,17.764
2023-06-12,17.609
2023-06-13,17.426
2023-06-14,17.408
2023-06-15,17.421
2023-06-16,17.421
2023-06-17,17.421
2023-06-18,17.421
2023-06-19,17.421
2023-06-20,17.394
2023-06-21,17.554
2023-06-22,17.537
