,WEC US Equity
2023-06-28,17.291
2023-06-29,17.254
2023-06-30,17.45
2023-07-01,17.45
2023-07-02,17.45
2023-07-03,17.67
2023-07-04,17.67
2023-07-05,17.874
2023-07-06,17.801
2023-07-07,17.6
2023-07-08,17.6
2023-07-09,17.6
2023-07-10,17.507
2023-07-11,17.7
2023-07-12,17.961
2023-07-13,18.102
2023-07-14,18.078
2023-07-15,18.078
2023-07-16,18.078
2023-07-17,17.706
2023-07-18,17.551
2023-07-19,17.739
2023-07-20,18.05
2023-07-21,18.27
2023-07-22,18.27
2023-07-23,18.27
2023-07-24,18.238
2023-07-25,18.205
2023-07-26,18.304
2023-07-27,17.916
2023-07-28,17.813
2023-07-29,17.813
2023-07-30,17.813
2023-07-31,17.774
2023-08-01,17.721
2023-08-02,17.699
2023-08-03,17.45
2023-08-04,17.254
2023-08-05,17.254
2023-08-06,17.254
2023-08-07,17.298
2023-08-08,17.337
2023-08-09,17.256
2023-08-10,17.217
2023-08-11,17.31
2023-08-12,17.31
2023-08-13,17.31
2023-08-14,17.196
2023-08-15,16.807
2023-08-16,16.953
2023-08-17,16.957
2023-08-18,17.158
2023-08-19,17.158
2023-08-20,17.158
2023-08-21,16.979
2023-08-22,16.952
2023-08-23,16.892
2023-08-24,16.848
2023-08-25,16.95
2023-08-26,16.95
2023-08-27,16.95
2023-08-28,16.98
2023-08-29,17.013
2023-08-30,16.976
2023-08-31,16.755
2023-09-01,16.547
2023-09-02,16.547
2023-09-03,16.547
2023-09-04,16.547
2023-09-05,16.33
2023-09-06,16.34
2023-09-07,16.65
2023-09-08,16.857
2023-09-09,16.857
2023-09-10,16.857
2023-09-11,16.833
2023-09-12,16.817
2023-09-13,17.068
2023-09-14,17.287
2023-09-15,17.177
2023-09-16,17.177
2023-09-17,17.177
2023-09-18,17.261
2023-09-19,17.265
2023-09-20,17.356
2023-09-21,17.187
2023-09-22,17.014
2023-09-23,17.014
2023-09-24,17.014
2023-09-25,16.873
2023-09-26,16.257
2023-09-27,16.047
2023-09-28,15.91
2023-09-29,16.043
2023-09-30,16.043
2023-10-01,16.043
2023-10-02,15.342
2023-10-03,15.583
2023-10-04,15.779
2023-10-05,15.794
2023-10-06,16.059
2023-10-07,16.059
2023-10-08,16.059
2023-10-09,16.276
2023-10-10,16.38
2023-10-11,16.521
2023-10-12,16.203
2023-10-13,16.446
2023-10-14,16.446
2023-10-15,16.446
2023-10-16,16.665
2023-10-17,16.62
2023-10-18,16.537
2023-10-19,16.425
2023-10-20,16.176
2023-10-21,16.176
2023-10-22,16.176
2023-10-23,16.043
2023-10-24,16.252
2023-10-25,16.399
2023-10-26,16.561
2023-10-27,16.282
2023-10-28,16.282
2023-10-29,16.282
2023-10-30,16.256
2023-10-31,16.214
2023-11-01,16.447
2023-11-02,16.712
2023-11-03,16.724
2023-11-04,16.724
2023-11-05,16.724
2023-11-06,16.487
2023-11-07,16.346
2023-11-08,16.136
2023-11-09,15.863
2023-11-10,15.999
2023-11-11,15.999
2023-11-12,15.999
2023-11-13,15.969
2023-11-14,16.397
2023-11-15,16.381
2023-11-16,16.57
2023-11-17,16.443
2023-11-18,16.443
2023-11-19,16.443
2023-11-20,16.359
2023-11-21,16.279
2023-11-22,16.391
2023-11-23,16.391
2023-11-24,16.415
2023-11-25,16.415
2023-11-26,16.415
2023-11-27,16.54
2023-11-28,16.729
2023-11-29,16.691
2023-11-30,16.849
2023-12-01,17.118
2023-12-02,17.118
2023-12-03,17.118
2023-12-04,17.127
2023-12-05,16.871
2023-12-06,17.109
2023-12-07,17.127
2023-12-08,16.94
2023-12-09,16.94
2023-12-10,16.94
2023-12-11,16.968
2023-12-12,16.73
2023-12-13,17.53
2023-12-14,17.054
2023-12-15,16.626
2023-12-16,16.626
2023-12-17,16.626
2023-12-18,16.609
2023-12-19,16.783
2023-12-20,16.487
2023-12-21,16.6
2023-12-22,16.719
2023-12-23,16.719
2023-12-24,16.719
2023-12-25,16.719
2023-12-26,16.86
2023-12-27,16.822
2023-12-28,16.943
2023-12-29,16.967
2023-12-30,16.967
2023-12-31,16.967
2024-01-01,16.967
2024-01-02,17.4
2024-01-03,17.459
2024-01-04,17.32
2024-01-05,17.384
2024-01-06,17.384
2024-01-07,17.384
2024-01-08,17.249
2024-01-09,17.211
2024-01-10,17.264
2024-01-11,16.564
2024-01-12,16.699
2024-01-13,16.699
2024-01-14,16.699
2024-01-15,16.699
2024-01-16,16.654
2024-01-17,16.4
2024-01-18,16.217
2024-01-19,16.142
2024-01-20,16.142
2024-01-21,16.142
2024-01-22,16.034
2024-01-23,16.089
2024-01-24,15.953
2024-01-25,16.145
2024-01-26,16.116
2024-01-27,16.116
2024-01-28,16.116
2024-01-29,16.233
2024-01-30,16.296
2024-01-31,16.296
2024-02-01,16.559
2024-02-02,16.18
2024-02-03,16.18
2024-02-04,16.18
2024-02-05,15.81
2024-02-06,15.872
2024-02-07,15.836
2024-02-08,15.692
2024-02-09,15.722
2024-02-10,15.722
2024-02-11,15.722
2024-02-12,15.875
2024-02-13,15.655
2024-02-14,15.694
2024-02-15,15.971
2024-02-16,15.985
2024-02-17,15.985
2024-02-18,15.985
2024-02-19,15.985
2024-02-20,15.971
2024-02-21,16.235
2024-02-22,16.022
2024-02-23,16.147
2024-02-24,16.147
2024-02-25,16.147
2024-02-26,15.674
2024-02-27,15.86
2024-02-28,15.813
2024-02-29,16.077
2024-03-01,16.057
2024-03-02,16.057
2024-03-03,16.057
2024-03-04,16.349
2024-03-05,16.352
2024-03-06,16.657
2024-03-07,16.725
2024-03-08,16.751
2024-03-09,16.751
2024-03-10,16.751
2024-03-11,16.838
2024-03-12,16.614
2024-03-13,16.565
2024-03-14,16.488
2024-03-15,16.57
2024-03-16,16.57
2024-03-17,16.57
2024-03-18,16.63
2024-03-19,16.626
2024-03-20,16.535
2024-03-21,16.429
2024-03-22,16.422
2024-03-23,16.422
2024-03-24,16.422
2024-03-25,16.4
2024-03-26,16.143
2024-03-27,16.663
2024-03-28,16.856
2024-03-29,16.856
2024-03-30,16.856
2024-03-31,16.856
2024-04-01,16.741
2024-04-02,16.808
2024-04-03,16.671
2024-04-04,16.632
2024-04-05,16.471
2024-04-06,16.471
2024-04-07,16.471
2024-04-08,16.686
