,RRX US Equity
2023-06-23,11.606
2023-06-24,11.606
2023-06-25,11.606
2023-06-26,11.724
2023-06-27,11.975
2023-06-28,11.894
2023-06-29,11.872
2023-06-30,12.065
2023-07-01,12.065
2023-07-02,12.065
2023-07-03,12.189
2023-07-04,12.189
2023-07-05,12.071
2023-07-06,11.665
2023-07-07,11.74
2023-07-08,11.74
2023-07-09,11.74
2023-07-10,11.797
2023-07-11,11.746
2023-07-12,11.813
2023-07-13,12.04
2023-07-14,11.718
2023-07-15,11.718
2023-07-16,11.718
2023-07-17,11.894
2023-07-18,12.134
2023-07-19,12.212
2023-07-20,12.221
2023-07-21,12.208
2023-07-22,12.208
2023-07-23,12.208
2023-07-24,12.196
2023-07-25,12.02
2023-07-26,11.939
2023-07-27,11.916
2023-07-28,12.11
2023-07-29,12.11
2023-07-30,12.11
2023-07-31,12.332
2023-08-01,12.994
2023-08-02,12.595
2023-08-03,12.55
2023-08-04,12.451
2023-08-05,12.451
2023-08-06,12.451
2023-08-07,12.647
2023-08-08,12.613
2023-08-09,12.451
2023-08-10,12.379
2023-08-11,12.424
2023-08-12,12.424
2023-08-13,12.424
2023-08-14,12.284
2023-08-15,12.125
2023-08-16,11.886
2023-08-17,11.572
2023-08-18,11.453
2023-08-19,11.453
2023-08-20,11.453
2023-08-21,11.465
2023-08-22,11.591
2023-08-23,11.965
2023-08-24,11.96
2023-08-25,12.038
2023-08-26,12.038
2023-08-27,12.038
2023-08-28,12.271
2023-08-29,12.423
2023-08-30,12.551
2023-08-31,12.694
2023-09-01,12.906
2023-09-02,12.906
2023-09-03,12.906
2023-09-04,12.906
2023-09-05,12.571
2023-09-06,12.654
2023-09-07,12.716
2023-09-08,12.323
2023-09-09,12.323
2023-09-10,12.323
2023-09-11,12.095
2023-09-12,11.791
2023-09-13,11.685
2023-09-14,11.996
2023-09-15,11.845
2023-09-16,11.845
2023-09-17,11.845
2023-09-18,12.275
2023-09-19,12.178
2023-09-20,11.891
2023-09-21,11.535
2023-09-22,11.462
2023-09-23,11.462
2023-09-24,11.462
2023-09-25,11.425
2023-09-26,11.288
2023-09-27,11.313
2023-09-28,11.502
2023-09-29,11.379
2023-09-30,11.379
2023-10-01,11.379
2023-10-02,11.274
2023-10-03,11.12
2023-10-04,11.052
2023-10-05,10.812
2023-10-06,10.905
2023-10-07,10.905
2023-10-08,10.905
2023-10-09,10.778
2023-10-10,11.11
2023-10-11,11.116
2023-10-12,11.058
2023-10-13,10.653
2023-10-14,10.653
2023-10-15,10.653
2023-10-16,10.775
2023-10-17,10.872
2023-10-18,10.307
2023-10-19,10.235
2023-10-20,10.067
2023-10-21,10.067
2023-10-22,10.067
2023-10-23,9.761
2023-10-24,9.709
2023-10-25,9.453
2023-10-26,9.6
2023-10-27,9.738
2023-10-28,9.738
2023-10-29,9.738
2023-10-30,9.703
2023-10-31,9.71
2023-11-01,9.693
2023-11-02,8.729
2023-11-03,9.428
2023-11-04,9.428
2023-11-05,9.428
2023-11-06,9.554
2023-11-07,9.631
2023-11-08,10.028
2023-11-09,10.086
2023-11-10,10.418
2023-11-11,10.418
2023-11-12,10.418
2023-11-13,10.346
2023-11-14,10.923
2023-11-15,11.107
2023-11-16,10.882
2023-11-17,10.959
2023-11-18,10.959
2023-11-19,10.959
2023-11-20,10.971
2023-11-21,10.89
2023-11-22,10.872
2023-11-23,10.872
2023-11-24,10.904
2023-11-25,10.904
2023-11-26,10.904
2023-11-27,11.003
2023-11-28,10.862
2023-11-29,11.126
2023-11-30,11.324
2023-12-01,11.751
2023-12-02,11.751
2023-12-03,11.751
2023-12-04,11.78
2023-12-05,11.503
2023-12-06,11.563
2023-12-07,11.455
2023-12-08,11.498
2023-12-09,11.498
2023-12-10,11.498
2023-12-11,12.113
2023-12-12,11.991
2023-12-13,12.838
2023-12-14,14.04
2023-12-15,13.823
2023-12-16,13.823
2023-12-17,13.823
2023-12-18,13.714
2023-12-19,13.869
2023-12-20,13.657
2023-12-21,13.944
2023-12-22,14.04
2023-12-23,14.04
2023-12-24,14.04
2023-12-25,14.04
2023-12-26,14.331
2023-12-27,14.292
2023-12-28,14.143
2023-12-29,14.003
2023-12-30,14.003
2023-12-31,14.003
2024-01-01,14.003
2024-01-02,13.694
2024-01-03,13.387
2024-01-04,13.153
2024-01-05,13.196
2024-01-06,13.196
2024-01-07,13.196
2024-01-08,13.373
2024-01-09,13.256
2024-01-10,13.283
2024-01-11,13.116
2024-01-12,13.175
2024-01-13,13.175
2024-01-14,13.175
2024-01-15,13.175
2024-01-16,12.831
2024-01-17,12.728
2024-01-18,13.135
2024-01-19,13.334
2024-01-20,13.334
2024-01-21,13.334
2024-01-22,13.389
2024-01-23,13.235
2024-01-24,12.971
2024-01-25,13.141
2024-01-26,13.05
2024-01-27,13.05
2024-01-28,13.05
2024-01-29,13.277
2024-01-30,13.241
2024-01-31,12.724
2024-02-01,13.047
2024-02-02,13.281
2024-02-03,13.281
2024-02-04,13.281
2024-02-05,12.969
2024-02-06,13.109
2024-02-07,13.453
2024-02-08,14.376
2024-02-09,14.768
2024-02-10,14.768
2024-02-11,14.768
2024-02-12,15.165
2024-02-13,14.761
2024-02-14,15.076
2024-02-15,15.489
2024-02-16,15.86
2024-02-17,15.86
2024-02-18,15.86
2024-02-19,15.86
2024-02-20,15.601
2024-02-21,15.82
2024-02-22,16.371
2024-02-23,16.556
2024-02-24,16.556
2024-02-25,16.556
2024-02-26,16.483
2024-02-27,16.62
2024-02-28,16.774
2024-02-29,16.853
2024-03-01,16.846
2024-03-02,16.846
2024-03-03,16.846
2024-03-04,16.898
2024-03-05,16.366
2024-03-06,16.429
2024-03-07,16.622
2024-03-08,16.985
2024-03-09,16.985
2024-03-10,16.985
2024-03-11,16.837
2024-03-12,17.218
2024-03-13,17.14
2024-03-14,16.785
2024-03-15,16.945
2024-03-16,16.945
2024-03-17,16.945
2024-03-18,17.029
2024-03-19,17.07
2024-03-20,17.436
2024-03-21,17.897
2024-03-22,17.783
2024-03-23,17.783
2024-03-24,17.783
2024-03-25,17.511
2024-03-26,17.612
2024-03-27,17.536
2024-03-28,17.709
2024-03-29,17.709
2024-03-30,17.709
2024-03-31,17.709
2024-04-01,17.307
2024-04-02,17.147
2024-04-03,17.11
2024-04-04,17.019
2024-04-05,16.985
2024-04-06,16.985
2024-04-07,16.985
2024-04-08,17.068
