,KR US Equity
2020-09-15,9.625
2020-09-16,9.419
2020-09-17,9.563
2020-09-18,9.769
2020-09-19,9.769
2020-09-20,9.769
2020-09-21,9.842
2020-09-22,9.925
2020-09-23,9.728
2020-09-24,9.772
2020-09-25,9.801
2020-09-26,9.801
2020-09-27,9.801
2020-09-28,9.85
2020-09-29,9.871
2020-09-30,9.912
2020-10-01,9.944
2020-10-02,9.959
2020-10-03,9.959
2020-10-04,9.959
2020-10-05,10.093
2020-10-06,9.924
2020-10-07,9.947
2020-10-08,10.023
2020-10-09,10.07
2020-10-10,10.07
2020-10-11,10.07
2020-10-12,10.122
2020-10-13,10.172
2020-10-14,9.891
2020-10-15,9.932
2020-10-16,9.959
2020-10-17,9.959
2020-10-18,9.959
2020-10-19,9.903
2020-10-20,9.742
2020-10-21,9.742
2020-10-22,9.541
2020-10-23,9.576
2020-10-24,9.576
2020-10-25,9.576
2020-10-26,9.693
2020-10-27,9.453
2020-10-28,9.4
2020-10-29,9.43
2020-10-30,9.415
2020-10-31,9.415
2020-11-01,9.415
2020-11-02,9.371
2020-11-03,9.57
2020-11-04,9.38
2020-11-05,9.564
2020-11-06,9.696
2020-11-07,9.696
2020-11-08,9.696
2020-11-09,9.064
2020-11-10,9.33
2020-11-11,9.38
2020-11-12,9.415
2020-11-13,9.447
2020-11-14,9.447
2020-11-15,9.447
2020-11-16,9.495
2020-11-17,9.377
2020-11-18,9.418
2020-11-19,9.63
2020-11-20,9.485
2020-11-21,9.485
2020-11-22,9.485
2020-11-23,9.657
2020-11-24,9.558
2020-11-25,9.45
2020-11-26,9.45
2020-11-27,9.482
2020-11-28,9.482
2020-11-29,9.482
2020-11-30,9.649
2020-12-01,9.652
2020-12-02,9.441
2020-12-03,9.029
2020-12-04,9.156
2020-12-05,9.156
2020-12-06,9.156
2020-12-07,9.267
2020-12-08,9.372
2020-12-09,9.345
2020-12-10,9.345
2020-12-11,9.384
2020-12-12,9.384
2020-12-13,9.384
2020-12-14,9.372
2020-12-15,9.538
2020-12-16,9.471
2020-12-17,9.48
2020-12-18,9.44
2020-12-19,9.44
2020-12-20,9.44
2020-12-21,9.419
2020-12-22,9.446
2020-12-23,9.599
2020-12-24,9.642
2020-12-25,9.642
2020-12-26,9.642
2020-12-27,9.642
2020-12-28,9.599
2020-12-29,9.621
2020-12-30,9.648
2020-12-31,9.712
2021-01-01,9.712
2021-01-02,9.712
2021-01-03,9.712
2021-01-04,9.825
2021-01-05,9.755
2021-01-06,9.85
2021-01-07,9.731
2021-01-08,9.673
2021-01-09,9.673
2021-01-10,9.673
2021-01-11,9.712
2021-01-12,9.639
2021-01-13,9.783
2021-01-14,10.134
2021-01-15,10.306
2021-01-16,10.306
2021-01-17,10.306
2021-01-18,10.306
2021-01-19,10.281
2021-01-20,10.113
2021-01-21,10.156
2021-01-22,10.263
2021-01-23,10.263
2021-01-24,10.263
2021-01-25,10.572
2021-01-26,11.336
2021-01-27,11.85
2021-01-28,10.819
2021-01-29,10.55
2021-01-30,10.55
2021-01-31,10.55
2021-02-01,10.306
2021-02-02,10.122
2021-02-03,10.385
2021-02-04,10.229
2021-02-05,10.137
2021-02-06,10.137
2021-02-07,10.137
2021-02-08,10.177
2021-02-09,10.272
2021-02-10,10.278
2021-02-11,10.269
2021-02-12,10.438
2021-02-13,10.438
2021-02-14,10.438
2021-02-15,10.438
2021-02-16,10.349
2021-02-17,10.567
2021-02-18,10.404
2021-02-19,10.459
2021-02-20,10.459
2021-02-21,10.459
2021-02-22,10.327
2021-02-23,10.155
2021-02-24,10.069
2021-02-25,9.964
2021-02-26,9.903
2021-02-27,9.903
2021-02-28,9.903
2021-03-01,10.112
2021-03-02,10.011
2021-03-03,10.223
2021-03-04,9.806
2021-03-05,9.906
2021-03-06,9.906
2021-03-07,9.906
2021-03-08,9.993
2021-03-09,9.912
2021-03-10,10.137
2021-03-11,10.05
2021-03-12,10.2
2021-03-13,10.2
2021-03-14,10.2
2021-03-15,10.318
2021-03-16,10.303
2021-03-17,10.148
2021-03-18,9.978
2021-03-19,10.183
2021-03-20,10.183
2021-03-21,10.183
2021-03-22,10.41
2021-03-23,10.539
2021-03-24,10.272
2021-03-25,10.496
2021-03-26,10.709
2021-03-27,10.709
2021-03-28,10.709
2021-03-29,10.916
2021-03-30,10.953
2021-03-31,10.352
2021-04-01,10.341
2021-04-02,10.341
2021-04-03,10.341
2021-04-04,10.341
2021-04-05,10.565
2021-04-06,10.611
2021-04-07,10.525
2021-04-08,10.547
2021-04-09,10.703
2021-04-10,10.703
2021-04-11,10.703
2021-04-12,10.757
2021-04-13,10.646
2021-04-14,10.55
2021-04-15,10.536
2021-04-16,10.513
2021-04-17,10.513
2021-04-18,10.513
2021-04-19,10.604
2021-04-20,10.697
2021-04-21,10.74
2021-04-22,10.604
2021-04-23,10.581
2021-04-24,10.581
2021-04-25,10.581
2021-04-26,10.352
2021-04-27,10.417
2021-04-28,10.383
2021-04-29,10.499
2021-04-30,10.352
2021-05-01,10.352
2021-05-02,10.352
2021-05-03,10.59
2021-05-04,9.534
2021-05-05,9.688
2021-05-06,10.012
2021-05-07,10.023
2021-05-08,10.023
2021-05-09,10.023
2021-05-10,10.323
2021-05-11,10.206
2021-05-12,9.73
2021-05-13,9.827
2021-05-14,9.931
2021-05-15,9.931
2021-05-16,9.931
2021-05-17,9.981
2021-05-18,9.931
2021-05-19,9.717
2021-05-20,9.706
2021-05-21,9.768
2021-05-22,9.768
2021-05-23,9.768
2021-05-24,9.771
2021-05-25,9.733
2021-05-26,9.714
2021-05-27,9.688
2021-05-28,9.872
2021-05-29,9.872
2021-05-30,9.872
2021-05-31,9.872
2021-06-01,9.952
2021-06-02,10.131
2021-06-03,10.275
2021-06-04,10.307
2021-06-05,10.307
2021-06-06,10.307
2021-06-07,10.403
2021-06-08,10.382
2021-06-09,10.219
2021-06-10,10.355
2021-06-11,10.334
2021-06-12,10.334
2021-06-13,10.334
2021-06-14,10.251
2021-06-15,10.11
2021-06-16,10.024
2021-06-17,10.43
2021-06-18,10.315
2021-06-19,10.315
2021-06-20,10.315
2021-06-21,10.536
2021-06-22,10.603
2021-06-23,10.432
2021-06-24,10.422
2021-06-25,10.438
2021-06-26,10.438
2021-06-27,10.438
2021-06-28,10.478
2021-06-29,10.342
2021-06-30,10.037
2021-07-01,9.989
2021-07-02,10.052
2021-07-03,10.052
2021-07-04,10.052
2021-07-05,10.052
2021-07-06,9.88
2021-07-07,9.941
2021-07-08,10.005
2021-07-09,10.108
2021-07-10,10.108
2021-07-11,10.108
2021-07-12,10.118
2021-07-13,10.055
2021-07-14,10.121
2021-07-15,10.258
2021-07-16,10.395
2021-07-17,10.395
2021-07-18,10.395
2021-07-19,10.847
2021-07-20,10.715
2021-07-21,10.594
2021-07-22,10.493
2021-07-23,10.535
2021-07-24,10.535
2021-07-25,10.535
2021-07-26,10.509
2021-07-27,10.572
2021-07-28,10.572
2021-07-29,10.755
2021-07-30,10.749
2021-07-31,10.749
2021-08-01,10.749
2021-08-02,10.831
2021-08-03,11.256
2021-08-04,11.072
2021-08-05,11.058
2021-08-06,11.027
2021-08-07,11.027
2021-08-08,11.027
2021-08-09,11.167
2021-08-10,11.299
2021-08-11,11.357
2021-08-12,11.317
2021-08-13,11.362
2021-08-14,11.362
2021-08-15,11.362
2021-08-16,11.532
2021-08-17,12.06
2021-08-18,12.278
2021-08-19,12.19
2021-08-20,12.458
2021-08-21,12.458
2021-08-22,12.458
2021-08-23,12.405
2021-08-24,12.142
2021-08-25,12.156
2021-08-26,11.988
2021-08-27,12.073
2021-08-28,12.073
2021-08-29,12.073
2021-08-30,12.262
2021-08-31,12.217
2021-09-01,12.14
2021-09-02,12.556
2021-09-03,12.381
2021-09-04,12.381
2021-09-05,12.381
2021-09-06,12.381
2021-09-07,12.206
2021-09-08,12.286
2021-09-09,12.243
2021-09-10,11.325
2021-09-11,11.325
2021-09-12,11.325
2021-09-13,11.49
2021-09-14,11.198
2021-09-15,11.013
2021-09-16,10.787
2021-09-17,10.805
2021-09-18,10.805
2021-09-19,10.805
2021-09-20,10.665
2021-09-21,10.676
2021-09-22,10.601
2021-09-23,10.622
2021-09-24,10.57
2021-09-25,10.57
2021-09-26,10.57
2021-09-27,10.625
2021-09-28,10.71
2021-09-29,10.929
2021-09-30,10.688
2021-10-01,10.347
2021-10-02,10.347
2021-10-03,10.347
2021-10-04,10.477
2021-10-05,10.543
2021-10-06,10.456
2021-10-07,10.443
2021-10-08,10.435
2021-10-09,10.435
2021-10-10,10.435
2021-10-11,10.464
2021-10-12,10.53
2021-10-13,10.435
2021-10-14,10.342
2021-10-15,10.202
2021-10-16,10.202
2021-10-17,10.202
2021-10-18,10.366
2021-10-19,10.329
2021-10-20,10.395
2021-10-21,10.39
2021-10-22,10.636
2021-10-23,10.636
2021-10-24,10.636
2021-10-25,10.662
2021-10-26,10.564
2021-10-27,10.437
2021-10-28,10.493
2021-10-29,10.58
2021-10-30,10.58
2021-10-31,10.58
2021-11-01,10.694
2021-11-02,10.76
2021-11-03,11.355
2021-11-04,11.479
2021-11-05,11.188
2021-11-06,11.188
2021-11-07,11.188
2021-11-08,11.024
2021-11-09,11.085
2021-11-10,11.228
2021-11-11,11.175
2021-11-12,11.273
2021-11-13,11.273
2021-11-14,11.273
2021-11-15,11.334
2021-11-16,11.077
2021-11-17,10.8
2021-11-18,11.0
2021-11-19,10.864
2021-11-20,10.864
2021-11-21,10.864
2021-11-22,11.387
2021-11-23,11.441
2021-11-24,11.302
2021-11-25,11.302
2021-11-26,11.462
2021-11-27,11.462
2021-11-28,11.462
2021-11-29,11.252
2021-11-30,11.034
2021-12-01,10.683
2021-12-02,11.301
2021-12-03,10.993
2021-12-04,10.993
2021-12-05,10.993
2021-12-06,11.418
2021-12-07,11.384
2021-12-08,10.813
2021-12-09,11.062
2021-12-10,11.295
2021-12-11,11.295
2021-12-12,11.295
2021-12-13,11.556
2021-12-14,11.543
2021-12-15,11.705
2021-12-16,11.627
2021-12-17,11.343
2021-12-18,11.343
2021-12-19,11.343
2021-12-20,11.525
2021-12-21,11.11
2021-12-22,11.021
2021-12-23,10.943
2021-12-24,10.943
2021-12-25,10.943
2021-12-26,10.943
2021-12-27,11.077
2021-12-28,11.249
2021-12-29,11.323
2021-12-30,11.432
2021-12-31,11.462
2022-01-01,11.462
2022-01-02,11.462
2022-01-03,11.444
2022-01-04,11.692
2022-01-05,11.854
2022-01-06,11.933
2022-01-07,12.186
2022-01-08,12.186
2022-01-09,12.186
2022-01-10,12.434
2022-01-11,12.082
2022-01-12,11.938
2022-01-13,12.531
2022-01-14,12.439
2022-01-15,12.439
2022-01-16,12.439
2022-01-17,12.439
2022-01-18,12.305
2022-01-19,12.303
2022-01-20,11.971
2022-01-21,11.882
2022-01-22,11.882
2022-01-23,11.882
2022-01-24,12.085
2022-01-25,11.416
2022-01-26,11.239
2022-01-27,11.497
2022-01-28,11.009
2022-01-29,11.009
2022-01-30,11.009
2022-01-31,11.039
2022-02-01,11.176
2022-02-02,11.168
2022-02-03,11.424
2022-02-04,11.338
2022-02-05,11.338
2022-02-06,11.338
2022-02-07,11.313
2022-02-08,11.523
2022-02-09,11.434
2022-02-10,11.439
2022-02-11,11.956
2022-02-12,11.956
2022-02-13,11.956
2022-02-14,11.86
2022-02-15,12.047
2022-02-16,11.57
2022-02-17,11.741
2022-02-18,11.834
2022-02-19,11.834
2022-02-20,11.834
2022-02-21,11.834
2022-02-22,11.692
2022-02-23,11.559
2022-02-24,11.536
2022-02-25,12.06
2022-02-26,12.06
2022-02-27,12.06
2022-02-28,12.148
2022-03-01,12.551
2022-03-02,12.816
2022-03-03,13.801
2022-03-04,14.489
2022-03-05,14.489
2022-03-06,14.489
2022-03-07,14.026
2022-03-08,13.382
2022-03-09,13.293
2022-03-10,13.717
2022-03-11,13.429
2022-03-12,13.429
2022-03-13,13.429
2022-03-14,13.316
2022-03-15,13.501
2022-03-16,13.213
2022-03-17,13.374
2022-03-18,13.412
2022-03-19,13.412
2022-03-20,13.412
2022-03-21,13.378
2022-03-22,13.592
2022-03-23,13.563
2022-03-24,13.635
2022-03-25,13.695
2022-03-26,13.695
2022-03-27,13.695
2022-03-28,13.695
2022-03-29,13.549
2022-03-30,13.544
2022-03-31,13.784
2022-04-01,13.811
2022-04-02,13.811
2022-04-03,13.811
2022-04-04,13.087
2022-04-05,13.135
2022-04-06,13.381
2022-04-07,13.643
2022-04-08,14.051
2022-04-09,14.051
2022-04-10,14.051
2022-04-11,13.819
2022-04-12,13.386
2022-04-13,13.293
2022-04-14,13.288
2022-04-15,13.288
2022-04-16,13.288
2022-04-17,13.288
2022-04-18,13.162
2022-04-19,13.155
2022-04-20,13.134
2022-04-21,13.243
2022-04-22,12.843
2022-04-23,12.843
2022-04-24,12.843
2022-04-25,12.774
2022-04-26,12.555
2022-04-27,12.523
2022-04-28,12.503
2022-04-29,12.158
2022-04-30,12.158
2022-05-01,12.158
2022-05-02,12.104
2022-05-03,12.345
2022-05-04,12.566
2022-05-05,12.134
2022-05-06,12.134
2022-05-07,12.134
2022-05-08,12.134
2022-05-09,12.357
2022-05-10,12.436
2022-05-11,12.471
2022-05-12,12.494
2022-05-13,12.303
2022-05-14,12.303
2022-05-15,12.303
2022-05-16,12.259
2022-05-17,11.805
2022-05-18,11.038
2022-05-19,11.061
2022-05-20,11.213
2022-05-21,11.213
2022-05-22,11.213
2022-05-23,11.572
2022-05-24,11.87
2022-05-25,11.789
2022-05-26,12.015
2022-05-27,12.204
2022-05-28,12.204
2022-05-29,12.204
2022-05-30,12.204
2022-05-31,12.206
2022-06-01,11.833
2022-06-02,12.185
2022-06-03,12.107
2022-06-04,12.107
2022-06-05,12.107
2022-06-06,11.988
2022-06-07,11.961
2022-06-08,11.774
2022-06-09,11.593
2022-06-10,11.745
2022-06-11,11.745
2022-06-12,11.745
2022-06-13,11.562
2022-06-14,11.575
2022-06-15,11.688
2022-06-16,11.486
2022-06-17,10.631
2022-06-18,10.631
2022-06-19,10.631
2022-06-20,10.631
2022-06-21,11.269
2022-06-22,11.022
2022-06-23,11.113
2022-06-24,11.281
2022-06-25,11.281
2022-06-26,11.281
2022-06-27,11.328
2022-06-28,11.265
2022-06-29,11.191
2022-06-30,11.009
2022-07-01,11.198
2022-07-02,11.198
2022-07-03,11.198
2022-07-04,11.198
2022-07-05,10.986
2022-07-06,11.026
2022-07-07,11.337
2022-07-08,11.17
2022-07-09,11.17
2022-07-10,11.17
2022-07-11,11.142
2022-07-12,11.072
2022-07-13,11.154
2022-07-14,11.049
2022-07-15,11.107
2022-07-16,11.107
2022-07-17,11.107
2022-07-18,11.056
2022-07-19,11.002
2022-07-20,10.979
2022-07-21,10.765
2022-07-22,10.756
2022-07-23,10.756
2022-07-24,10.756
2022-07-25,10.633
2022-07-26,10.615
2022-07-27,10.596
2022-07-28,10.619
2022-07-29,10.712
2022-07-30,10.712
2022-07-31,10.712
2022-08-01,10.781
2022-08-02,10.79
2022-08-03,10.834
2022-08-04,10.772
2022-08-05,10.898
2022-08-06,10.898
2022-08-07,10.898
2022-08-08,10.861
2022-08-09,10.811
2022-08-10,10.792
2022-08-11,10.885
2022-08-12,10.95
2022-08-13,10.95
2022-08-14,10.95
2022-08-15,11.021
2022-08-16,11.383
2022-08-17,11.26
2022-08-18,11.508
2022-08-19,11.481
2022-08-20,11.481
2022-08-21,11.481
2022-08-22,11.624
2022-08-23,11.504
2022-08-24,11.518
2022-08-25,11.439
2022-08-26,11.221
2022-08-27,11.221
2022-08-28,11.221
2022-08-29,11.202
2022-08-30,11.019
2022-08-31,11.119
2022-09-01,11.21
2022-09-02,11.168
2022-09-03,11.168
2022-09-04,11.168
2022-09-05,11.168
2022-09-06,11.189
2022-09-07,11.489
2022-09-08,11.152
2022-09-09,11.904
2022-09-10,11.904
2022-09-11,11.904
2022-09-12,11.433
2022-09-13,11.169
2022-09-14,11.043
2022-09-15,10.804
2022-09-16,10.651
2022-09-17,10.651
2022-09-18,10.651
2022-09-19,10.689
2022-09-20,10.57
2022-09-21,10.198
2022-09-22,10.25
2022-09-23,10.106
2022-09-24,10.106
2022-09-25,10.106
2022-09-26,10.137
2022-09-27,9.98
2022-09-28,10.241
2022-09-29,10.068
2022-09-30,9.858
2022-10-01,9.858
2022-10-02,9.858
2022-10-03,9.858
2022-10-04,10.072
2022-10-05,10.05
2022-10-06,9.851
2022-10-07,9.689
2022-10-08,9.689
2022-10-09,9.689
2022-10-10,9.975
2022-10-11,10.295
2022-10-12,10.376
2022-10-13,10.486
2022-10-14,9.718
2022-10-15,9.718
2022-10-16,9.718
2022-10-17,9.475
2022-10-18,9.711
2022-10-19,9.662
2022-10-20,9.475
2022-10-21,9.803
2022-10-22,9.803
2022-10-23,9.803
2022-10-24,9.884
2022-10-25,10.06
2022-10-26,10.21
2022-10-27,10.264
2022-10-28,10.509
2022-10-29,10.509
2022-10-30,10.509
2022-10-31,10.626
2022-11-01,10.599
2022-11-02,10.462
2022-11-03,10.61
2022-11-04,10.426
2022-11-05,10.426
2022-11-06,10.426
2022-11-07,10.527
2022-11-08,10.588
2022-11-09,10.799
2022-11-10,10.81
2022-11-11,10.583
2022-11-12,10.583
2022-11-13,10.583
2022-11-14,10.52
2022-11-15,10.59
2022-11-16,10.807
2022-11-17,10.886
2022-11-18,10.904
2022-11-19,10.904
2022-11-20,10.904
2022-11-21,10.921
2022-11-22,10.912
2022-11-23,10.857
2022-11-24,10.857
2022-11-25,11.129
2022-11-26,11.129
2022-11-27,11.129
2022-11-28,11.082
2022-11-29,11.168
2022-11-30,11.132
2022-12-01,10.935
2022-12-02,10.738
2022-12-03,10.738
2022-12-04,10.738
2022-12-05,10.416
2022-12-06,10.48
2022-12-07,10.635
2022-12-08,10.753
2022-12-09,10.529
2022-12-10,10.529
2022-12-11,10.529
2022-12-12,10.583
2022-12-13,10.298
2022-12-14,10.144
2022-12-15,9.881
2022-12-16,10.065
2022-12-17,10.065
2022-12-18,10.065
2022-12-19,10.084
2022-12-20,10.124
2022-12-21,10.097
2022-12-22,10.277
2022-12-23,10.422
2022-12-24,10.422
2022-12-25,10.422
2022-12-26,10.422
2022-12-27,10.436
2022-12-28,10.124
2022-12-29,10.133
2022-12-30,10.124
2022-12-31,10.124
2023-01-01,10.124
2023-01-02,10.124
2023-01-03,10.099
2023-01-04,10.213
2023-01-05,10.256
2023-01-06,10.393
2023-01-07,10.393
2023-01-08,10.393
2023-01-09,10.495
2023-01-10,10.447
2023-01-11,10.363
2023-01-12,10.377
2023-01-13,10.275
2023-01-14,10.275
2023-01-15,10.275
2023-01-16,10.275
2023-01-17,10.463
2023-01-18,10.255
2023-01-19,9.969
2023-01-20,10.071
2023-01-21,10.071
2023-01-22,10.071
2023-01-23,10.128
2023-01-24,10.028
2023-01-25,10.173
2023-01-26,10.064
2023-01-27,10.198
2023-01-28,10.198
2023-01-29,10.198
2023-01-30,10.045
2023-01-31,10.141
2023-02-01,10.265
2023-02-02,10.206
2023-02-03,10.081
2023-02-04,10.081
2023-02-05,10.081
2023-02-06,10.108
2023-02-07,10.092
2023-02-08,10.047
2023-02-09,10.006
2023-02-10,10.167
2023-02-11,10.167
2023-02-12,10.167
2023-02-13,10.188
2023-02-14,9.959
2023-02-15,10.105
2023-02-16,10.01
2023-02-17,10.025
2023-02-18,10.025
2023-02-19,10.025
2023-02-20,10.025
2023-02-21,10.166
2023-02-22,10.166
2023-02-23,10.005
2023-02-24,9.982
2023-02-25,9.982
2023-02-26,9.982
2023-02-27,9.902
2023-02-28,9.841
2023-03-01,9.895
2023-03-02,10.131
2023-03-03,10.076
2023-03-04,10.076
2023-03-05,10.076
2023-03-06,10.204
2023-03-07,10.299
2023-03-08,10.417
2023-03-09,10.373
2023-03-10,10.34
2023-03-11,10.34
2023-03-12,10.34
2023-03-13,10.272
2023-03-14,10.344
2023-03-15,10.587
2023-03-16,10.333
2023-03-17,10.256
2023-03-18,10.256
2023-03-19,10.256
2023-03-20,10.351
2023-03-21,10.438
2023-03-22,10.5
2023-03-23,10.604
2023-03-24,10.72
2023-03-25,10.72
2023-03-26,10.72
2023-03-27,10.628
2023-03-28,10.692
2023-03-29,10.718
2023-03-30,10.725
2023-03-31,10.793
2023-04-01,10.793
2023-04-02,10.793
2023-04-03,10.917
2023-04-04,10.812
2023-04-05,10.506
2023-04-06,10.607
2023-04-07,10.607
2023-04-08,10.607
2023-04-09,10.607
2023-04-10,10.635
2023-04-11,10.431
2023-04-12,10.291
2023-04-13,10.233
2023-04-14,10.146
2023-04-15,10.146
2023-04-16,10.146
2023-04-17,10.398
2023-04-18,10.407
2023-04-19,10.32
2023-04-20,10.396
2023-04-21,10.422
2023-04-22,10.422
2023-04-23,10.422
2023-04-24,10.492
2023-04-25,10.433
2023-04-26,10.4
2023-04-27,10.513
2023-04-28,10.576
2023-04-29,10.576
2023-04-30,10.576
2023-05-01,10.718
2023-05-02,10.753
2023-05-03,10.644
2023-05-04,10.5
2023-05-05,10.707
2023-05-06,10.707
2023-05-07,10.707
2023-05-08,10.689
2023-05-09,10.692
2023-05-10,10.683
2023-05-11,10.692
2023-05-12,10.753
2023-05-13,10.753
2023-05-14,10.753
2023-05-15,10.729
2023-05-16,10.698
2023-05-17,10.768
2023-05-18,10.786
2023-05-19,10.853
2023-05-20,10.853
2023-05-21,10.853
2023-05-22,10.928
2023-05-23,10.735
2023-05-24,10.836
2023-05-25,10.692
2023-05-26,10.344
2023-05-27,10.344
2023-05-28,10.344
2023-05-29,10.344
2023-05-30,10.049
2023-05-31,9.911
2023-06-01,9.765
2023-06-02,10.04
2023-06-03,10.04
2023-06-04,10.04
2023-06-05,10.09
2023-06-06,10.046
2023-06-07,9.913
2023-06-08,9.978
2023-06-09,10.068
2023-06-10,10.068
2023-06-11,10.068
2023-06-12,10.091
2023-06-13,10.196
2023-06-14,10.272
2023-06-15,10.015
2023-06-16,10.068
2023-06-17,10.068
2023-06-18,10.068
2023-06-19,10.068
2023-06-20,10.003
2023-06-21,9.97
2023-06-22,10.075
2023-06-23,10.09
2023-06-24,10.09
2023-06-25,10.09
2023-06-26,10.193
2023-06-27,10.221
2023-06-28,10.302
2023-06-29,10.116
2023-06-30,10.265
2023-07-01,10.265
2023-07-02,10.265
2023-07-03,10.361
2023-07-04,10.361
2023-07-05,10.274
2023-07-06,10.328
