,KR US Equity
2023-07-07,10.35
2023-07-08,10.35
2023-07-09,10.35
2023-07-10,10.287
2023-07-11,10.438
2023-07-12,10.39
2023-07-13,10.313
2023-07-14,10.19
2023-07-15,10.19
2023-07-16,10.19
2023-07-17,10.265
2023-07-18,10.185
2023-07-19,10.355
2023-07-20,10.549
2023-07-21,10.578
2023-07-22,10.578
2023-07-23,10.578
2023-07-24,10.743
2023-07-25,10.732
2023-07-26,10.736
2023-07-27,10.602
2023-07-28,10.694
2023-07-29,10.694
2023-07-30,10.694
2023-07-31,10.714
2023-08-01,10.672
2023-08-02,10.778
2023-08-03,10.861
2023-08-04,10.881
2023-08-05,10.881
2023-08-06,10.881
2023-08-07,10.927
2023-08-08,10.745
2023-08-09,10.831
2023-08-10,10.791
2023-08-11,10.769
2023-08-12,10.769
2023-08-13,10.769
2023-08-14,10.731
2023-08-15,10.596
2023-08-16,10.39
2023-08-17,10.333
2023-08-18,10.517
2023-08-19,10.517
2023-08-20,10.517
2023-08-21,10.477
2023-08-22,10.393
2023-08-23,10.375
2023-08-24,10.278
2023-08-25,10.289
2023-08-26,10.289
2023-08-27,10.289
2023-08-28,10.307
2023-08-29,10.276
2023-08-30,10.282
2023-08-31,10.254
2023-09-01,10.163
2023-09-02,10.163
2023-09-03,10.163
2023-09-04,10.163
2023-09-05,9.962
2023-09-06,9.993
2023-09-07,9.985
2023-09-08,10.333
2023-09-09,10.333
2023-09-10,10.333
2023-09-11,10.064
2023-09-12,10.117
2023-09-13,10.002
2023-09-14,10.16
2023-09-15,10.277
2023-09-16,10.277
2023-09-17,10.277
2023-09-18,10.326
2023-09-19,10.219
2023-09-20,10.239
2023-09-21,10.232
2023-09-22,10.22
2023-09-23,10.22
2023-09-24,10.22
2023-09-25,10.229
2023-09-26,10.104
2023-09-27,9.954
2023-09-28,10.047
2023-09-29,9.971
2023-09-30,9.971
2023-10-01,9.971
2023-10-02,9.811
2023-10-03,9.873
2023-10-04,10.023
2023-10-05,9.847
2023-10-06,9.69
2023-10-07,9.69
2023-10-08,9.69
2023-10-09,9.951
2023-10-10,10.0
2023-10-11,9.856
2023-10-12,9.871
2023-10-13,9.849
2023-10-14,9.849
2023-10-15,9.849
2023-10-16,9.878
2023-10-17,9.922
2023-10-18,9.864
2023-10-19,9.925
2023-10-20,9.842
2023-10-21,9.842
2023-10-22,9.842
2023-10-23,9.661
2023-10-24,9.726
2023-10-25,9.878
2023-10-26,9.985
2023-10-27,9.909
2023-10-28,9.909
2023-10-29,9.909
2023-10-30,10.025
2023-10-31,10.119
2023-11-01,10.123
2023-11-02,10.125
2023-11-03,10.119
2023-11-04,10.119
2023-11-05,10.119
2023-11-06,10.081
2023-11-07,10.07
2023-11-08,9.793
2023-11-09,9.797
2023-11-10,9.797
2023-11-11,9.797
2023-11-12,9.797
2023-11-13,9.862
2023-11-14,9.941
2023-11-15,10.002
2023-11-16,9.586
2023-11-17,9.536
2023-11-18,9.536
2023-11-19,9.536
2023-11-20,9.644
2023-11-21,9.664
2023-11-22,9.849
2023-11-23,9.849
2023-11-24,9.93
2023-11-25,9.93
2023-11-26,9.93
2023-11-27,9.923
2023-11-28,9.885
2023-11-29,9.822
2023-11-30,10.084
2023-12-01,10.153
2023-12-02,10.153
2023-12-03,10.153
2023-12-04,10.284
2023-12-05,10.247
2023-12-06,10.254
2023-12-07,10.264
2023-12-08,10.214
2023-12-09,10.214
2023-12-10,10.214
2023-12-11,10.328
2023-12-12,10.136
2023-12-13,10.236
2023-12-14,9.978
2023-12-15,10.097
2023-12-16,10.097
2023-12-17,10.097
2023-12-18,10.4
2023-12-19,10.295
2023-12-20,10.279
2023-12-21,10.284
2023-12-22,10.311
2023-12-23,10.311
2023-12-24,10.311
2023-12-25,10.311
2023-12-26,10.329
2023-12-27,10.327
2023-12-28,10.33
2023-12-29,10.453
2023-12-30,10.453
2023-12-31,10.453
2024-01-01,10.453
2024-01-02,10.586
2024-01-03,10.745
2024-01-04,10.602
2024-01-05,10.636
2024-01-06,10.636
2024-01-07,10.636
2024-01-08,10.628
2024-01-09,10.69
2024-01-10,10.672
2024-01-11,10.605
2024-01-12,10.646
2024-01-13,10.646
2024-01-14,10.646
2024-01-15,10.646
2024-01-16,10.744
2024-01-17,10.772
2024-01-18,10.674
2024-01-19,10.626
2024-01-20,10.626
2024-01-21,10.626
2024-01-22,10.623
2024-01-23,10.697
2024-01-24,10.663
2024-01-25,10.739
2024-01-26,10.709
2024-01-27,10.709
2024-01-28,10.709
2024-01-29,10.777
2024-01-30,10.805
2024-01-31,10.687
2024-02-01,10.819
2024-02-02,10.687
2024-02-03,10.687
2024-02-04,10.687
2024-02-05,10.669
2024-02-06,10.445
2024-02-07,10.359
2024-02-08,10.549
2024-02-09,10.542
2024-02-10,10.542
2024-02-11,10.542
2024-02-12,10.642
2024-02-13,10.579
2024-02-14,10.705
2024-02-15,10.982
2024-02-16,11.162
2024-02-17,11.162
2024-02-18,11.162
2024-02-19,11.162
2024-02-20,11.246
2024-02-21,11.202
2024-02-22,11.209
2024-02-23,11.296
2024-02-24,11.296
2024-02-25,11.296
2024-02-26,11.073
2024-02-27,11.325
2024-02-28,11.363
2024-02-29,11.618
2024-03-01,11.513
2024-03-02,11.513
2024-03-03,11.513
2024-03-04,11.543
2024-03-05,11.569
2024-03-06,11.805
2024-03-07,12.742
2024-03-08,12.814
2024-03-09,12.814
2024-03-10,12.814
2024-03-11,12.558
2024-03-12,12.663
2024-03-13,12.812
2024-03-14,12.542
2024-03-15,12.666
2024-03-16,12.666
2024-03-17,12.666
2024-03-18,12.716
2024-03-19,12.744
2024-03-20,12.823
2024-03-21,12.866
2024-03-22,12.759
2024-03-23,12.759
2024-03-24,12.759
2024-03-25,12.624
2024-03-26,12.686
2024-03-27,12.801
2024-03-28,12.853
2024-03-29,12.853
2024-03-30,12.853
2024-03-31,12.853
2024-04-01,12.821
2024-04-02,13.008
2024-04-03,12.994
2024-04-04,12.922
2024-04-05,12.899
2024-04-06,12.899
2024-04-07,12.899
2024-04-08,12.493
