,CTRA US Equity
2020-05-12,7.07
2020-05-13,7.022
2020-05-14,6.977
2020-05-15,6.827
2020-05-16,6.827
2020-05-17,6.827
2020-05-18,6.909
2020-05-19,6.812
2020-05-20,7.074
2020-05-21,6.969
2020-05-22,7.07
2020-05-23,7.07
2020-05-24,7.07
2020-05-25,7.07
2020-05-26,7.283
2020-05-27,7.605
2020-05-28,7.227
2020-05-29,7.422
2020-05-30,7.422
2020-05-31,7.422
2020-06-01,7.418
2020-06-02,7.56
2020-06-03,7.613
2020-06-04,7.474
2020-06-05,7.639
2020-06-06,7.639
2020-06-07,7.639
2020-06-08,8.368
2020-06-09,8.204
2020-06-10,7.572
2020-06-11,7.534
2020-06-12,7.508
2020-06-13,7.508
2020-06-14,7.508
2020-06-15,7.257
2020-06-16,7.224
2020-06-17,7.067
2020-06-18,7.022
2020-06-19,6.992
2020-06-20,6.992
2020-06-21,6.992
2020-06-22,6.76
2020-06-23,6.797
2020-06-24,6.704
2020-06-25,6.423
2020-06-26,6.199
2020-06-27,6.199
2020-06-28,6.199
2020-06-29,7.208
2020-06-30,7.258
2020-07-01,7.182
2020-07-02,7.495
2020-07-03,7.495
2020-07-04,7.495
2020-07-05,7.495
2020-07-06,7.571
2020-07-07,7.638
2020-07-08,7.259
2020-07-09,7.044
2020-07-10,7.28
2020-07-11,7.28
2020-07-12,7.28
2020-07-13,6.962
2020-07-14,7.509
2020-07-15,7.69
2020-07-16,7.629
2020-07-17,7.729
2020-07-18,7.729
2020-07-19,7.729
2020-07-20,7.861
2020-07-21,8.165
2020-07-22,8.143
2020-07-23,8.456
2020-07-24,8.39
2020-07-25,8.39
2020-07-26,8.39
2020-07-27,7.918
2020-07-28,8.051
2020-07-29,8.143
2020-07-30,7.993
2020-07-31,8.24
2020-08-01,8.24
2020-08-02,8.24
2020-08-03,8.294
2020-08-04,8.515
2020-08-05,8.511
2020-08-06,8.602
2020-08-07,8.932
2020-08-08,8.932
2020-08-09,8.932
2020-08-10,8.928
2020-08-11,8.55
2020-08-12,8.628
2020-08-13,8.396
2020-08-14,8.613
2020-08-15,8.613
2020-08-16,8.613
2020-08-17,8.665
2020-08-18,8.307
2020-08-19,8.395
2020-08-20,8.09
2020-08-21,8.153
2020-08-22,8.153
2020-08-23,8.153
2020-08-24,8.149
2020-08-25,8.057
2020-08-26,7.762
2020-08-27,7.924
2020-08-28,7.874
2020-08-29,7.874
2020-08-30,7.874
2020-08-31,7.883
2020-09-01,7.725
2020-09-02,7.55
2020-09-03,7.538
2020-09-04,7.617
2020-09-05,7.617
2020-09-06,7.617
2020-09-07,7.617
2020-09-08,7.43
2020-09-09,7.721
2020-09-10,7.563
2020-09-11,7.579
2020-09-12,7.579
2020-09-13,7.579
2020-09-14,7.733
2020-09-15,7.762
2020-09-16,7.919
2020-09-17,7.964
2020-09-18,7.956
2020-09-19,7.956
2020-09-20,7.956
2020-09-21,7.98
2020-09-22,7.964
2020-09-23,7.652
2020-09-24,7.701
2020-09-25,7.446
2020-09-26,7.446
2020-09-27,7.446
2020-09-28,7.425
2020-09-29,7.249
2020-09-30,7.134
2020-10-01,6.924
2020-10-02,6.99
2020-10-03,6.99
2020-10-04,6.99
2020-10-05,7.29
2020-10-06,7.236
2020-10-07,7.507
2020-10-08,8.057
2020-10-09,8.249
2020-10-10,8.249
2020-10-11,8.249
2020-10-12,8.528
2020-10-13,8.415
2020-10-14,8.439
2020-10-15,8.562
2020-10-16,8.4
2020-10-17,8.4
2020-10-18,8.4
2020-10-19,8.391
2020-10-20,8.657
2020-10-21,8.616
2020-10-22,9.061
2020-10-23,8.841
2020-10-24,8.841
2020-10-25,8.841
2020-10-26,8.688
2020-10-27,8.576
2020-10-28,8.163
2020-10-29,8.262
2020-10-30,7.992
2020-10-31,7.992
2020-11-01,7.992
2020-11-02,8.048
2020-11-03,7.761
2020-11-04,7.396
2020-11-05,7.6
2020-11-06,7.595
2020-11-07,7.595
2020-11-08,7.595
2020-11-09,7.692
2020-11-10,7.83
2020-11-11,7.871
2020-11-12,7.702
2020-11-13,8.012
2020-11-14,8.012
2020-11-15,8.012
2020-11-16,7.668
2020-11-17,7.726
2020-11-18,7.528
2020-11-19,7.726
2020-11-20,7.762
2020-11-21,7.762
2020-11-22,7.762
2020-11-23,8.017
2020-11-24,8.199
2020-11-25,8.08
2020-11-26,8.08
2020-11-27,8.08
2020-11-28,8.08
2020-11-29,8.08
2020-11-30,7.967
2020-12-01,7.903
2020-12-02,7.753
2020-12-03,7.239
2020-12-04,7.476
2020-12-05,7.476
2020-12-06,7.476
2020-12-07,7.442
2020-12-08,7.397
2020-12-09,7.681
2020-12-10,8.084
2020-12-11,7.786
2020-12-12,7.786
2020-12-13,7.786
2020-12-14,7.901
2020-12-15,7.933
2020-12-16,7.796
2020-12-17,8.013
2020-12-18,7.892
2020-12-19,7.892
2020-12-20,7.892
2020-12-21,7.841
2020-12-22,7.808
2020-12-23,7.985
2020-12-24,7.878
2020-12-25,7.878
2020-12-26,7.878
2020-12-27,7.878
2020-12-28,7.664
2020-12-29,7.478
2020-12-30,7.659
2020-12-31,7.571
2021-01-01,7.571
2021-01-02,7.571
2021-01-03,7.571
2021-01-04,7.689
2021-01-05,7.763
2021-01-06,7.907
2021-01-07,8.069
2021-01-08,8.0
2021-01-09,8.0
2021-01-10,8.0
2021-01-11,8.356
2021-01-12,8.68
2021-01-13,8.839
2021-01-14,9.11
2021-01-15,9.001
2021-01-16,9.001
2021-01-17,9.001
2021-01-18,9.001
2021-01-19,8.784
2021-01-20,8.714
2021-01-21,8.924
2021-01-22,9.011
2021-01-23,9.011
2021-01-24,9.011
2021-01-25,8.978
2021-01-26,8.834
2021-01-27,9.141
2021-01-28,8.819
2021-01-29,8.795
2021-01-30,8.795
2021-01-31,8.795
2021-02-01,8.929
2021-02-02,8.766
2021-02-03,9.088
2021-02-04,9.028
2021-02-05,8.391
2021-02-06,8.391
2021-02-07,8.391
2021-02-08,8.571
2021-02-09,8.417
2021-02-10,8.823
2021-02-11,8.63
2021-02-12,9.037
2021-02-13,9.037
2021-02-14,9.037
2021-02-15,9.037
2021-02-16,9.076
2021-02-17,9.21
2021-02-18,8.952
2021-02-19,9.2
2021-02-20,9.2
2021-02-21,9.2
2021-02-22,9.091
2021-02-23,8.969
2021-02-24,9.598
2021-02-25,9.707
2021-02-26,9.299
2021-02-27,9.299
2021-02-28,9.299
2021-03-01,9.475
2021-03-02,9.429
2021-03-03,9.367
2021-03-04,9.369
2021-03-05,9.443
2021-03-06,9.443
2021-03-07,9.443
2021-03-08,9.493
2021-03-09,9.224
2021-03-10,9.553
2021-03-11,9.608
2021-03-12,9.359
2021-03-13,9.359
2021-03-14,9.359
2021-03-15,9.438
2021-03-16,9.384
2021-03-17,9.224
2021-03-18,8.868
2021-03-19,8.947
2021-03-20,8.947
2021-03-21,8.947
2021-03-22,8.923
2021-03-23,8.903
2021-03-24,9.037
2021-03-25,9.28
2021-03-26,9.508
2021-03-27,9.508
2021-03-28,9.508
2021-03-29,9.532
2021-03-30,9.314
2021-03-31,9.309
2021-04-01,9.463
2021-04-02,9.463
2021-04-03,9.463
2021-04-04,9.463
2021-04-05,9.195
2021-04-06,9.166
2021-04-07,9.161
2021-04-08,8.848
2021-04-09,8.615
2021-04-10,8.615
2021-04-11,8.615
2021-04-12,8.407
2021-04-13,8.293
2021-04-14,8.372
2021-04-15,8.318
2021-04-16,8.174
2021-04-17,8.174
2021-04-18,8.174
2021-04-19,7.813
2021-04-20,7.65
2021-04-21,7.659
2021-04-22,7.645
2021-04-23,7.528
2021-04-24,7.528
2021-04-25,7.528
2021-04-26,7.678
2021-04-27,7.841
2021-04-28,7.925
2021-04-29,7.967
2021-04-30,7.816
2021-05-01,7.816
2021-05-02,7.816
2021-05-03,8.268
2021-05-04,8.321
2021-05-05,8.456
2021-05-06,8.282
2021-05-07,8.418
2021-05-08,8.418
2021-05-09,8.418
2021-05-10,8.568
2021-05-11,8.762
2021-05-12,8.799
2021-05-13,8.643
2021-05-14,8.935
2021-05-15,8.935
2021-05-16,8.935
2021-05-17,9.206
2021-05-18,8.97
2021-05-19,9.023
2021-05-20,8.898
2021-05-21,8.53
2021-05-22,8.53
2021-05-23,8.53
2021-05-24,7.758
2021-05-25,7.688
2021-05-26,7.805
2021-05-27,7.655
2021-05-28,7.664
2021-05-29,7.664
2021-05-30,7.664
2021-05-31,7.664
2021-06-01,7.482
2021-06-02,7.745
2021-06-03,7.636
2021-06-04,7.695
2021-06-05,7.695
2021-06-06,7.695
2021-06-07,8.17
2021-06-08,8.242
2021-06-09,8.344
2021-06-10,8.383
2021-06-11,8.373
2021-06-12,8.373
2021-06-13,8.373
2021-06-14,8.194
2021-06-15,8.179
2021-06-16,8.029
2021-06-17,6.601
2021-06-18,6.361
2021-06-19,6.361
2021-06-20,6.361
2021-06-21,6.61
2021-06-22,6.66
2021-06-23,6.801
2021-06-24,6.875
2021-06-25,6.979
2021-06-26,6.979
2021-06-27,6.979
2021-06-28,6.772
2021-06-29,6.755
2021-06-30,7.245
2021-07-01,7.406
2021-07-02,7.402
2021-07-03,7.402
2021-07-04,7.402
2021-07-05,7.402
2021-07-06,6.828
2021-07-07,6.836
2021-07-08,6.657
2021-07-09,6.734
2021-07-10,6.734
2021-07-11,6.734
2021-07-12,6.764
2021-07-13,6.764
2021-07-14,6.428
2021-07-15,6.369
2021-07-16,6.245
2021-07-17,6.245
2021-07-18,6.245
2021-07-19,5.864
2021-07-20,5.826
2021-07-21,6.059
2021-07-22,5.883
2021-07-23,5.916
2021-07-24,5.916
2021-07-25,5.916
2021-07-26,6.1
2021-07-27,6.018
2021-07-28,6.014
2021-07-29,6.03
2021-07-30,6.023
2021-07-31,6.023
2021-08-01,6.023
2021-08-02,6.167
2021-08-03,6.259
2021-08-04,6.067
2021-08-05,6.136
2021-08-06,6.228
2021-08-07,6.228
2021-08-08,6.228
2021-08-09,6.138
2021-08-10,6.275
2021-08-11,6.432
2021-08-12,6.299
2021-08-13,6.403
2021-08-14,6.403
2021-08-15,6.403
2021-08-16,6.24
2021-08-17,6.253
2021-08-18,6.063
2021-08-19,5.885
2021-08-20,5.817
2021-08-21,5.817
2021-08-22,5.817
2021-08-23,5.91
2021-08-24,5.93
2021-08-25,6.051
2021-08-26,5.934
2021-08-27,6.305
2021-08-28,6.305
2021-08-29,6.305
2021-08-30,6.349
2021-08-31,6.41
2021-09-01,6.559
2021-09-02,6.999
2021-09-03,7.184
2021-09-04,7.184
2021-09-05,7.184
2021-09-06,7.184
2021-09-07,7.058
2021-09-08,7.317
2021-09-09,7.364
2021-09-10,7.281
2021-09-11,7.281
2021-09-12,7.281
2021-09-13,7.543
2021-09-14,7.416
2021-09-15,7.521
2021-09-16,7.292
2021-09-17,7.307
2021-09-18,7.307
2021-09-19,7.307
2021-09-20,7.292
2021-09-21,7.145
2021-09-22,7.295
2021-09-23,7.453
2021-09-24,7.629
2021-09-25,7.629
2021-09-26,7.629
2021-09-27,8.275
2021-09-28,8.185
2021-09-29,8.458
2021-09-30,8.162
2021-10-01,8.346
2021-10-02,8.346
2021-10-03,8.346
2021-10-04,8.011
2021-10-05,7.84
2021-10-06,7.639
2021-10-07,7.619
2021-10-08,7.709
2021-10-09,7.709
2021-10-10,7.709
2021-10-11,7.449
2021-10-12,7.425
2021-10-13,7.529
2021-10-14,7.305
2021-10-15,7.146
2021-10-16,7.146
2021-10-17,7.146
2021-10-18,7.029
2021-10-19,7.187
2021-10-20,7.082
2021-10-21,7.16
2021-10-22,7.335
2021-10-23,7.335
2021-10-24,7.335
2021-10-25,7.773
2021-10-26,7.701
2021-10-27,7.578
2021-10-28,7.499
2021-10-29,7.023
2021-10-30,7.023
2021-10-31,7.023
2021-11-01,7.112
2021-11-02,7.065
2021-11-03,7.246
2021-11-04,7.134
2021-11-05,7.078
2021-11-06,7.078
2021-11-07,7.078
2021-11-08,6.947
2021-11-09,6.851
2021-11-10,6.501
2021-11-11,6.615
2021-11-12,6.622
2021-11-13,6.622
2021-11-14,6.622
2021-11-15,6.722
2021-11-16,6.799
2021-11-17,6.561
2021-11-18,6.612
2021-11-19,6.364
2021-11-20,6.364
2021-11-21,6.364
2021-11-22,6.673
2021-11-23,6.686
2021-11-24,6.714
2021-11-25,6.714
2021-11-26,6.686
2021-11-27,6.686
2021-11-28,6.686
2021-11-29,6.635
2021-11-30,6.393
2021-12-01,6.284
2021-12-02,6.44
2021-12-03,6.456
2021-12-04,6.456
2021-12-05,6.456
2021-12-06,6.271
2021-12-07,6.538
2021-12-08,6.752
2021-12-09,6.775
2021-12-10,6.804
2021-12-11,6.804
2021-12-12,6.804
2021-12-13,6.658
2021-12-14,6.538
2021-12-15,6.629
2021-12-16,6.534
2021-12-17,6.417
2021-12-18,6.417
2021-12-19,6.417
2021-12-20,6.339
2021-12-21,6.41
2021-12-22,6.446
2021-12-23,6.329
2021-12-24,6.329
2021-12-25,6.329
2021-12-26,6.329
2021-12-27,6.499
2021-12-28,6.515
2021-12-29,6.531
2021-12-30,6.381
2021-12-31,6.202
2022-01-01,6.202
2022-01-02,6.202
2022-01-03,6.388
2022-01-04,6.831
2022-01-05,6.702
2022-01-06,6.613
2022-01-07,6.966
2022-01-08,6.966
2022-01-09,6.966
2022-01-10,6.912
2022-01-11,6.876
2022-01-12,7.294
2022-01-13,7.038
2022-01-14,7.154
2022-01-15,7.154
2022-01-16,7.154
2022-01-17,7.154
2022-01-18,7.058
2022-01-19,6.739
2022-01-20,6.477
2022-01-21,6.262
2022-01-22,6.262
2022-01-23,6.262
2022-01-24,6.351
2022-01-25,6.605
2022-01-26,6.72
2022-01-27,6.959
2022-01-28,7.171
2022-01-29,7.171
2022-01-30,7.171
2022-01-31,7.26
2022-02-01,7.262
2022-02-02,7.501
2022-02-03,7.511
2022-02-04,7.664
2022-02-05,7.664
2022-02-06,7.664
2022-02-07,7.544
2022-02-08,7.281
2022-02-09,7.391
2022-02-10,7.476
2022-02-11,7.84
2022-02-12,7.84
2022-02-13,7.84
2022-02-14,7.554
2022-02-15,7.453
2022-02-16,7.437
2022-02-17,7.411
2022-02-18,7.346
2022-02-19,7.346
2022-02-20,7.346
2022-02-21,7.346
2022-02-22,7.336
2022-02-23,7.547
2022-02-24,8.007
2022-02-25,8.575
2022-02-26,8.575
2022-02-27,8.575
2022-02-28,8.809
2022-03-01,9.37
2022-03-02,10.162
2022-03-03,10.603
2022-03-04,11.329
2022-03-05,11.329
2022-03-06,11.329
2022-03-07,11.878
2022-03-08,11.42
2022-03-09,11.737
2022-03-10,11.933
2022-03-11,11.616
2022-03-12,11.616
2022-03-13,11.616
2022-03-14,10.186
2022-03-15,10.318
2022-03-16,10.336
2022-03-17,10.895
2022-03-18,10.857
2022-03-19,10.857
2022-03-20,10.857
2022-03-21,11.045
2022-03-22,10.928
2022-03-23,11.189
2022-03-24,11.547
2022-03-25,12.315
2022-03-26,12.315
2022-03-27,12.315
2022-03-28,11.966
2022-03-29,12.084
2022-03-30,11.952
2022-03-31,11.456
2022-04-01,11.511
2022-04-02,11.511
2022-04-03,11.511
2022-04-04,11.29
2022-04-05,11.205
2022-04-06,11.252
2022-04-07,10.959
2022-04-08,11.306
2022-04-09,11.306
2022-04-10,11.306
2022-04-11,10.967
2022-04-12,10.953
2022-04-13,10.992
2022-04-14,11.121
2022-04-15,11.121
2022-04-16,11.121
2022-04-17,11.121
2022-04-18,11.16
2022-04-19,11.051
2022-04-20,11.077
2022-04-21,10.475
2022-04-22,10.094
2022-04-23,10.094
2022-04-24,10.094
2022-04-25,9.715
2022-04-26,9.626
2022-04-27,9.727
2022-04-28,9.828
2022-04-29,9.707
2022-04-30,9.707
2022-05-01,9.707
2022-05-02,9.773
2022-05-03,10.344
2022-05-04,10.883
2022-05-05,10.584
2022-05-06,10.81
2022-05-07,10.81
2022-05-08,10.81
2022-05-09,9.752
2022-05-10,9.851
2022-05-11,9.823
2022-05-12,9.813
2022-05-13,10.053
2022-05-14,10.053
2022-05-15,10.053
2022-05-16,10.135
2022-05-17,10.297
2022-05-18,9.863
2022-05-19,9.777
2022-05-20,9.867
2022-05-21,9.867
2022-05-22,9.867
2022-05-23,10.407
2022-05-24,10.481
2022-05-25,10.812
2022-05-26,11.038
2022-05-27,11.315
2022-05-28,11.315
2022-05-29,11.315
2022-05-30,11.315
2022-05-31,10.936
2022-06-01,11.21
2022-06-02,11.143
2022-06-03,11.207
2022-06-04,11.207
2022-06-05,11.207
2022-06-06,11.771
2022-06-07,11.824
2022-06-08,11.716
2022-06-09,11.447
2022-06-10,11.234
2022-06-11,11.234
2022-06-12,11.234
2022-06-13,10.581
2022-06-14,10.11
2022-06-15,9.967
2022-06-16,9.304
2022-06-17,8.597
2022-06-18,8.597
2022-06-19,8.597
2022-06-20,8.597
2022-06-21,8.601
2022-06-22,8.432
2022-06-23,8.08
2022-06-24,8.22
2022-06-25,8.22
2022-06-26,8.22
2022-06-27,8.278
2022-06-28,8.48
2022-06-29,8.18
2022-06-30,7.898
2022-07-01,8.064
2022-07-02,8.064
2022-07-03,8.064
2022-07-04,8.064
2022-07-05,7.671
2022-07-06,7.572
2022-07-07,7.791
2022-07-08,7.771
2022-07-09,7.771
2022-07-10,7.771
2022-07-11,7.38
2022-07-12,7.453
2022-07-13,7.68
2022-07-14,7.445
2022-07-15,7.618
2022-07-16,7.618
2022-07-17,7.618
2022-07-18,7.771
2022-07-19,7.896
2022-07-20,8.112
2022-07-21,7.896
2022-07-22,7.732
2022-07-23,7.732
2022-07-24,7.732
2022-07-25,8.062
2022-07-26,8.331
2022-07-27,8.503
2022-07-28,8.436
2022-07-29,8.581
2022-07-30,8.581
2022-07-31,8.581
2022-08-01,8.295
2022-08-02,8.303
2022-08-03,8.105
2022-08-04,7.529
2022-08-05,7.601
2022-08-06,7.601
2022-08-07,7.601
2022-08-08,7.571
2022-08-09,7.637
2022-08-10,7.6
2022-08-11,7.88
2022-08-12,7.875
2022-08-13,7.875
2022-08-14,7.875
2022-08-15,7.797
2022-08-16,8.025
2022-08-17,8.072
2022-08-18,8.41
2022-08-19,8.333
2022-08-20,8.333
2022-08-21,8.333
2022-08-22,8.41
2022-08-23,8.336
2022-08-24,8.6
2022-08-25,8.597
2022-08-26,8.467
2022-08-27,8.467
2022-08-28,8.467
2022-08-29,8.658
2022-08-30,8.176
2022-08-31,8.069
2022-09-01,7.891
2022-09-02,7.539
2022-09-03,7.539
2022-09-04,7.539
2022-09-05,7.539
2022-09-06,7.301
2022-09-07,7.286
2022-09-08,7.291
2022-09-09,7.454
2022-09-10,7.454
2022-09-11,7.454
2022-09-12,7.684
2022-09-13,7.526
2022-09-14,8.048
2022-09-15,7.632
2022-09-16,7.128
2022-09-17,7.128
2022-09-18,7.128
2022-09-19,7.178
2022-09-20,7.173
2022-09-21,7.113
2022-09-22,7.182
2022-09-23,6.752
2022-09-24,6.752
2022-09-25,6.752
2022-09-26,6.585
2022-09-27,6.635
2022-09-28,6.934
2022-09-29,6.754
2022-09-30,6.794
2022-10-01,6.794
2022-10-02,6.794
2022-10-03,7.207
2022-10-04,7.666
2022-10-05,7.524
2022-10-06,7.551
2022-10-07,7.696
2022-10-08,7.696
2022-10-09,7.696
2022-10-10,7.461
2022-10-11,7.548
2022-10-12,7.74
2022-10-13,7.933
2022-10-14,7.493
2022-10-15,7.493
2022-10-16,7.493
2022-10-17,7.636
2022-10-18,7.755
2022-10-19,7.871
2022-10-20,7.764
2022-10-21,7.758
2022-10-22,7.758
2022-10-23,7.758
2022-10-24,7.945
2022-10-25,7.911
2022-10-26,7.942
2022-10-27,7.908
2022-10-28,7.898
2022-10-29,7.898
2022-10-30,7.898
2022-10-31,8.168
2022-11-01,8.068
2022-11-02,8.05
2022-11-03,7.977
2022-11-04,7.563
2022-11-05,7.563
2022-11-06,7.563
2022-11-07,7.697
2022-11-08,7.598
2022-11-09,6.974
2022-11-10,7.18
2022-11-11,7.42
2022-11-12,7.42
2022-11-13,7.42
2022-11-14,7.356
2022-11-15,7.452
2022-11-16,7.09
2022-11-17,7.192
2022-11-18,7.062
2022-11-19,7.062
2022-11-20,7.062
2022-11-21,7.004
2022-11-22,7.301
2022-11-23,7.509
2022-11-24,7.509
2022-11-25,7.528
2022-11-26,7.528
2022-11-27,7.528
2022-11-28,7.403
2022-11-29,7.616
2022-11-30,7.573
2022-12-01,7.443
2022-12-02,7.397
2022-12-03,7.397
2022-12-04,7.397
2022-12-05,7.087
2022-12-06,6.906
2022-12-07,6.82
2022-12-08,6.678
2022-12-09,6.514
2022-12-10,6.514
2022-12-11,6.514
2022-12-12,6.612
2022-12-13,6.625
2022-12-14,6.565
2022-12-15,6.732
2022-12-16,6.575
2022-12-17,6.575
2022-12-18,6.575
2022-12-19,6.461
2022-12-20,6.506
2022-12-21,6.663
2022-12-22,6.514
2022-12-23,6.698
2022-12-24,6.698
2022-12-25,6.698
2022-12-26,6.698
2022-12-27,6.799
2022-12-28,6.477
2022-12-29,6.517
2022-12-30,6.53
2022-12-31,6.53
2023-01-01,6.53
2023-01-02,6.53
2023-01-03,6.225
2023-01-04,6.431
2023-01-05,6.424
2023-01-06,6.585
2023-01-07,6.585
2023-01-08,6.585
2023-01-09,6.771
2023-01-10,7.085
2023-01-11,7.055
2023-01-12,7.464
2023-01-13,7.361
2023-01-14,7.361
2023-01-15,7.361
2023-01-16,7.361
2023-01-17,7.705
2023-01-18,7.509
2023-01-19,7.698
2023-01-20,7.795
2023-01-21,7.795
2023-01-22,7.795
2023-01-23,8.008
2023-01-24,7.883
2023-01-25,7.932
2023-01-26,7.983
2023-01-27,8.13
2023-01-28,8.13
2023-01-29,8.13
2023-01-30,7.915
2023-01-31,8.122
2023-02-01,8.048
2023-02-02,8.11
2023-02-03,7.956
2023-02-04,7.956
2023-02-05,7.956
2023-02-06,7.809
2023-02-07,7.956
2023-02-08,7.92
2023-02-09,8.064
2023-02-10,8.299
2023-02-11,8.299
2023-02-12,8.299
2023-02-13,8.277
2023-02-14,8.455
2023-02-15,8.247
2023-02-16,8.144
2023-02-17,7.744
2023-02-18,7.744
2023-02-19,7.744
2023-02-20,7.744
2023-02-21,7.611
2023-02-22,7.79
2023-02-23,8.077
2023-02-24,8.305
2023-02-25,8.305
2023-02-26,8.305
2023-02-27,8.154
2023-02-28,8.085
2023-03-01,8.151
2023-03-02,8.323
2023-03-03,8.471
2023-03-04,8.471
2023-03-05,8.471
2023-03-06,8.2
2023-03-07,8.162
2023-03-08,7.862
2023-03-09,7.831
2023-03-10,7.669
2023-03-11,7.669
2023-03-12,7.669
2023-03-13,7.612
2023-03-14,7.742
2023-03-15,7.233
2023-03-16,7.47
2023-03-17,7.404
2023-03-18,7.404
2023-03-19,7.404
2023-03-20,7.532
2023-03-21,7.704
2023-03-22,7.503
2023-03-23,7.555
2023-03-24,7.692
2023-03-25,7.692
2023-03-26,7.692
2023-03-27,7.584
2023-03-28,7.654
2023-03-29,7.701
2023-03-30,7.755
2023-03-31,7.838
2023-04-01,7.838
2023-04-02,7.838
2023-04-03,8.023
2023-04-04,8.051
2023-04-05,8.161
2023-04-06,8.011
2023-04-07,8.011
2023-04-08,8.011
2023-04-09,8.011
2023-04-10,8.182
2023-04-11,8.568
2023-04-12,8.436
2023-04-13,8.519
2023-04-14,8.456
2023-04-15,8.456
2023-04-16,8.456
2023-04-17,8.478
2023-04-18,8.575
2023-04-19,8.561
2023-04-20,8.514
2023-04-21,8.481
2023-04-22,8.481
2023-04-23,8.481
2023-04-24,8.552
2023-04-25,8.369
2023-04-26,8.216
2023-04-27,8.364
2023-04-28,8.51
2023-04-29,8.51
2023-04-30,8.51
2023-05-01,8.457
2023-05-02,8.081
2023-05-03,8.011
2023-05-04,8.003
2023-05-05,8.289
2023-05-06,8.289
2023-05-07,8.289
2023-05-08,8.197
2023-05-09,8.184
2023-05-10,8.062
2023-05-11,7.991
2023-05-12,8.163
2023-05-13,8.163
2023-05-14,8.163
2023-05-15,8.39
2023-05-16,8.159
2023-05-17,8.146
2023-05-18,8.428
2023-05-19,8.408
2023-05-20,8.408
2023-05-21,8.408
2023-05-22,8.487
2023-05-23,8.448
2023-05-24,8.354
2023-05-25,8.331
2023-05-26,8.133
2023-05-27,8.133
2023-05-28,8.133
2023-05-29,8.133
2023-05-30,7.901
2023-05-31,7.801
2023-06-01,7.712
2023-06-02,8.024
2023-06-03,8.024
2023-06-04,8.024
2023-06-05,7.967
2023-06-06,8.115
2023-06-07,8.34
2023-06-08,8.242
2023-06-09,8.249
2023-06-10,8.249
2023-06-11,8.249
2023-06-12,8.344
2023-06-13,8.44
2023-06-14,8.273
2023-06-15,8.546
2023-06-16,8.591
2023-06-17,8.591
2023-06-18,8.591
2023-06-19,8.591
2023-06-20,8.36
2023-06-21,8.322
2023-06-22,8.177
