,CLX US Equity
2020-04-06,29.008
2020-04-07,29.027
2020-04-08,28.953
2020-04-09,29.46
2020-04-10,29.46
2020-04-11,29.46
2020-04-12,29.46
2020-04-13,29.662
2020-04-14,31.085
2020-04-15,31.288
2020-04-16,31.424
2020-04-17,30.946
2020-04-18,30.946
2020-04-19,30.946
2020-04-20,30.775
2020-04-21,30.679
2020-04-22,30.865
2020-04-23,30.542
2020-04-24,30.659
2020-04-25,30.659
2020-04-26,30.659
2020-04-27,30.402
2020-04-28,30.063
2020-04-29,29.579
2020-04-30,29.982
2020-05-01,30.991
2020-05-02,30.991
2020-05-03,30.991
2020-05-04,26.44
2020-05-05,25.092
2020-05-06,24.637
2020-05-07,24.908
2020-05-08,25.162
2020-05-09,25.162
2020-05-10,25.162
2020-05-11,25.379
2020-05-12,25.363
2020-05-13,25.494
2020-05-14,25.428
2020-05-15,25.875
2020-05-16,25.875
2020-05-17,25.875
2020-05-18,25.15
2020-05-19,24.875
2020-05-20,25.185
2020-05-21,24.589
2020-05-22,24.489
2020-05-23,24.489
2020-05-24,24.489
2020-05-25,24.489
2020-05-26,24.309
2020-05-27,24.663
2020-05-28,25.274
2020-05-29,25.433
2020-05-30,25.433
2020-05-31,25.433
2020-06-01,25.182
2020-06-02,25.496
2020-06-03,24.219
2020-06-04,24.017
2020-06-05,23.232
2020-06-06,23.232
2020-06-07,23.232
2020-06-08,23.372
2020-06-09,23.761
2020-06-10,24.376
2020-06-11,24.097
2020-06-12,24.119
2020-06-13,24.119
2020-06-14,24.119
2020-06-15,24.462
2020-06-16,24.544
2020-06-17,24.928
2020-06-18,25.233
2020-06-19,25.592
2020-06-20,25.592
2020-06-21,25.592
2020-06-22,25.505
2020-06-23,25.091
2020-06-24,24.932
2020-06-25,25.272
2020-06-26,25.316
2020-06-27,25.316
2020-06-28,25.316
2020-06-29,25.585
2020-06-30,25.795
2020-07-01,25.819
2020-07-02,26.123
2020-07-03,26.123
2020-07-04,26.123
2020-07-05,26.123
2020-07-06,26.036
2020-07-07,26.317
2020-07-08,26.524
2020-07-09,26.986
2020-07-10,27.017
2020-07-11,27.017
2020-07-12,27.017
2020-07-13,26.544
2020-07-14,27.106
2020-07-15,26.516
2020-07-16,26.799
2020-07-17,26.854
2020-07-18,26.854
2020-07-19,26.854
2020-07-20,26.779
2020-07-21,26.66
2020-07-22,26.757
2020-07-23,26.791
2020-07-24,26.697
2020-07-25,26.697
2020-07-26,26.697
2020-07-27,26.374
2020-07-28,26.425
2020-07-29,26.65
2020-07-30,26.68
2020-07-31,27.286
2020-08-01,27.286
2020-08-02,27.286
2020-08-03,26.761
2020-08-04,27.399
2020-08-05,27.333
2020-08-06,27.216
2020-08-07,27.371
2020-08-08,27.371
2020-08-09,27.371
2020-08-10,26.895
2020-08-11,25.62
2020-08-12,26.156
2020-08-13,25.897
2020-08-14,25.845
2020-08-15,25.845
2020-08-16,25.845
2020-08-17,26.136
2020-08-18,25.933
2020-08-19,25.906
2020-08-20,25.947
2020-08-21,25.723
2020-08-22,25.723
2020-08-23,25.723
2020-08-24,25.36
2020-08-25,24.91
2020-08-26,25.037
2020-08-27,25.082
2020-08-28,24.678
2020-08-29,24.678
2020-08-30,24.678
2020-08-31,25.402
2020-09-01,25.014
2020-09-02,25.429
2020-09-03,24.631
2020-09-04,24.154
2020-09-05,24.154
2020-09-06,24.154
2020-09-07,24.154
2020-09-08,24.208
2020-09-09,25.004
2020-09-10,24.432
2020-09-11,24.322
2020-09-12,24.322
2020-09-13,24.322
2020-09-14,24.715
2020-09-15,23.821
2020-09-16,23.566
2020-09-17,23.509
2020-09-18,23.657
2020-09-19,23.657
2020-09-20,23.657
2020-09-21,23.7
2020-09-22,24.138
2020-09-23,24.121
2020-09-24,24.287
2020-09-25,24.039
2020-09-26,24.039
2020-09-27,24.039
2020-09-28,24.091
2020-09-29,23.914
2020-09-30,23.887
2020-10-01,24.055
2020-10-02,23.779
2020-10-03,23.779
2020-10-04,23.779
2020-10-05,23.766
2020-10-06,23.998
2020-10-07,24.45
2020-10-08,24.192
2020-10-09,24.412
2020-10-10,24.412
2020-10-11,24.412
2020-10-12,24.483
2020-10-13,25.137
2020-10-14,24.882
2020-10-15,24.819
2020-10-16,24.435
2020-10-17,24.435
2020-10-18,24.435
2020-10-19,24.152
2020-10-20,23.937
2020-10-21,24.142
2020-10-22,23.961
2020-10-23,24.118
2020-10-24,24.118
2020-10-25,24.118
2020-10-26,24.3
2020-10-27,24.466
2020-10-28,23.984
2020-10-29,23.852
2020-10-30,23.683
2020-10-31,23.683
2020-11-01,23.683
2020-11-02,24.686
2020-11-03,23.97
2020-11-04,24.048
2020-11-05,24.053
2020-11-06,24.629
2020-11-07,24.629
2020-11-08,24.629
2020-11-09,22.689
2020-11-10,23.063
2020-11-11,23.583
2020-11-12,24.158
2020-11-13,24.141
2020-11-14,24.141
2020-11-15,24.141
2020-11-16,24.175
2020-11-17,24.341
2020-11-18,23.862
2020-11-19,23.569
2020-11-20,23.637
2020-11-21,23.637
2020-11-22,23.637
2020-11-23,23.551
2020-11-24,23.228
2020-11-25,23.369
2020-11-26,23.369
2020-11-27,23.642
2020-11-28,23.642
2020-11-29,23.642
2020-11-30,23.626
2020-12-01,23.655
2020-12-02,23.481
2020-12-03,23.425
2020-12-04,23.279
2020-12-05,23.279
2020-12-06,23.279
2020-12-07,23.353
2020-12-08,23.617
2020-12-09,23.341
2020-12-10,23.352
2020-12-11,23.483
2020-12-12,23.483
2020-12-13,23.483
2020-12-14,23.559
2020-12-15,23.636
2020-12-16,23.783
2020-12-17,23.654
2020-12-18,23.751
2020-12-19,23.751
2020-12-20,23.751
2020-12-21,23.667
2020-12-22,23.543
2020-12-23,23.653
2020-12-24,23.825
2020-12-25,23.825
2020-12-26,23.825
2020-12-27,23.825
2020-12-28,23.644
2020-12-29,23.586
2020-12-30,23.502
2020-12-31,23.605
2021-01-01,23.605
2021-01-02,23.605
2021-01-03,23.605
2021-01-04,23.432
2021-01-05,23.382
2021-01-06,23.078
2021-01-07,22.963
2021-01-08,23.128
2021-01-09,23.128
2021-01-10,23.128
2021-01-11,22.648
2021-01-12,22.707
2021-01-13,22.649
2021-01-14,22.861
2021-01-15,23.091
2021-01-16,23.091
2021-01-17,23.091
2021-01-18,23.091
2021-01-19,22.577
2021-01-20,22.626
2021-01-21,22.658
2021-01-22,23.248
2021-01-23,23.248
2021-01-24,23.248
2021-01-25,24.352
2021-01-26,24.6
2021-01-27,25.726
2021-01-28,24.266
2021-01-29,24.253
2021-01-30,24.253
2021-01-31,24.253
2021-02-01,24.318
2021-02-02,23.648
2021-02-03,23.689
2021-02-04,22.191
2021-02-05,22.005
2021-02-06,22.005
2021-02-07,22.005
2021-02-08,21.861
2021-02-09,21.556
2021-02-10,21.687
2021-02-11,21.398
2021-02-12,21.61
2021-02-13,21.61
2021-02-14,21.61
2021-02-15,21.61
2021-02-16,21.306
2021-02-17,21.818
2021-02-18,22.038
2021-02-19,21.736
2021-02-20,21.736
2021-02-21,21.736
2021-02-22,21.819
2021-02-23,21.772
2021-02-24,21.299
2021-02-25,21.061
2021-02-26,21.038
2021-02-27,21.038
2021-02-28,21.038
2021-03-01,20.89
2021-03-02,20.803
2021-03-03,20.916
2021-03-04,20.704
2021-03-05,21.421
2021-03-06,21.421
2021-03-07,21.421
2021-03-08,21.818
2021-03-09,21.572
2021-03-10,21.995
2021-03-11,21.707
2021-03-12,21.961
2021-03-13,21.961
2021-03-14,21.961
2021-03-15,21.9
2021-03-16,21.966
2021-03-17,22.031
2021-03-18,21.436
2021-03-19,21.629
2021-03-20,21.629
2021-03-21,21.629
2021-03-22,22.013
2021-03-23,22.399
2021-03-24,21.063
2021-03-25,21.235
2021-03-26,21.177
2021-03-27,21.177
2021-03-28,21.177
2021-03-29,21.728
2021-03-30,21.577
2021-03-31,21.47
2021-04-01,21.465
2021-04-02,21.465
2021-04-03,21.465
2021-04-04,21.465
2021-04-05,21.639
2021-04-06,21.599
2021-04-07,21.595
2021-04-08,21.469
2021-04-09,21.164
2021-04-10,21.164
2021-04-11,21.164
2021-04-12,21.235
2021-04-13,21.007
2021-04-14,20.992
2021-04-15,21.217
2021-04-16,21.102
2021-04-17,21.102
2021-04-18,21.102
2021-04-19,21.017
2021-04-20,21.642
2021-04-21,21.827
2021-04-22,21.736
2021-04-23,21.008
2021-04-24,21.008
2021-04-25,21.008
2021-04-26,20.928
2021-04-27,20.759
2021-04-28,20.621
2021-04-29,20.718
2021-04-30,20.335
2021-05-01,20.335
2021-05-02,20.335
2021-05-03,20.808
2021-05-04,21.035
2021-05-05,21.209
2021-05-06,21.267
2021-05-07,21.083
2021-05-08,21.083
2021-05-09,21.083
2021-05-10,21.656
2021-05-11,21.439
2021-05-12,20.982
2021-05-13,21.057
2021-05-14,20.906
2021-05-15,20.906
2021-05-16,20.906
2021-05-17,20.832
2021-05-18,20.945
2021-05-19,20.83
2021-05-20,20.868
2021-05-21,20.564
2021-05-22,20.564
2021-05-23,20.564
2021-05-24,20.618
2021-05-25,20.598
2021-05-26,20.478
2021-05-27,20.348
2021-05-28,20.377
2021-05-29,20.377
2021-05-30,20.377
2021-05-31,20.377
2021-06-01,20.369
2021-06-02,20.51
2021-06-03,20.606
2021-06-04,20.64
2021-06-05,20.64
2021-06-06,20.64
2021-06-07,20.597
2021-06-08,20.264
2021-06-09,20.258
2021-06-10,20.33
2021-06-11,20.311
2021-06-12,20.311
2021-06-13,20.311
2021-06-14,20.089
2021-06-15,20.007
2021-06-16,20.08
2021-06-17,20.229
2021-06-18,19.945
2021-06-19,19.945
2021-06-20,19.945
2021-06-21,19.938
2021-06-22,20.129
2021-06-23,19.915
2021-06-24,19.885
2021-06-25,20.368
2021-06-26,20.368
2021-06-27,20.368
2021-06-28,20.694
2021-06-29,20.685
2021-06-30,20.744
2021-07-01,20.621
2021-07-02,20.672
2021-07-03,20.672
2021-07-04,20.672
2021-07-05,20.672
2021-07-06,20.904
2021-07-07,21.373
2021-07-08,20.971
2021-07-09,20.856
2021-07-10,20.856
2021-07-11,20.856
2021-07-12,20.731
2021-07-13,20.633
2021-07-14,20.823
2021-07-15,20.93
2021-07-16,21.477
2021-07-17,21.477
2021-07-18,21.477
2021-07-19,21.641
2021-07-20,21.024
2021-07-21,20.615
2021-07-22,20.831
2021-07-23,21.299
2021-07-24,21.299
2021-07-25,21.299
2021-07-26,21.343
2021-07-27,21.154
2021-07-28,21.203
2021-07-29,21.335
2021-07-30,21.107
2021-07-31,21.107
2021-08-01,21.107
2021-08-02,21.143
2021-08-03,20.079
2021-08-04,20.911
2021-08-05,20.653
2021-08-06,20.529
2021-08-07,20.529
2021-08-08,20.529
2021-08-09,20.815
2021-08-10,20.814
2021-08-11,21.09
2021-08-12,21.12
2021-08-13,21.334
2021-08-14,21.334
2021-08-15,21.334
2021-08-16,21.237
2021-08-17,21.403
2021-08-18,21.056
2021-08-19,21.388
2021-08-20,21.258
2021-08-21,21.258
2021-08-22,21.258
2021-08-23,21.026
2021-08-24,20.837
2021-08-25,20.605
2021-08-26,20.626
2021-08-27,20.98
2021-08-28,20.98
2021-08-29,20.98
2021-08-30,21.232
2021-08-31,21.386
2021-09-01,21.736
2021-09-02,21.634
2021-09-03,21.572
2021-09-04,21.572
2021-09-05,21.572
2021-09-06,21.572
2021-09-07,21.396
2021-09-08,21.602
2021-09-09,21.498
2021-09-10,21.594
2021-09-11,21.594
2021-09-12,21.594
2021-09-13,21.788
2021-09-14,21.919
2021-09-15,21.497
2021-09-16,21.203
2021-09-17,21.137
2021-09-18,21.137
2021-09-19,21.137
2021-09-20,20.97
2021-09-21,20.841
2021-09-22,20.64
2021-09-23,20.666
2021-09-24,20.942
2021-09-25,20.942
2021-09-26,20.942
2021-09-27,20.981
2021-09-28,21.209
2021-09-29,21.394
2021-09-30,21.076
2021-10-01,20.937
2021-10-02,20.937
2021-10-03,20.937
2021-10-04,20.836
2021-10-05,20.63
2021-10-06,20.953
2021-10-07,20.957
2021-10-08,20.756
2021-10-09,20.756
2021-10-10,20.756
2021-10-11,20.669
2021-10-12,20.767
2021-10-13,20.537
2021-10-14,20.896
2021-10-15,20.857
2021-10-16,20.857
2021-10-17,20.857
2021-10-18,20.515
2021-10-19,20.314
2021-10-20,20.576
2021-10-21,20.451
2021-10-22,20.627
2021-10-23,20.627
2021-10-24,20.627
2021-10-25,20.653
2021-10-26,20.747
2021-10-27,20.536
2021-10-28,20.83
2021-10-29,20.978
2021-10-30,20.978
2021-10-31,20.978
2021-11-01,20.893
2021-11-02,21.058
2021-11-03,21.028
2021-11-04,20.954
2021-11-05,20.803
2021-11-06,20.803
2021-11-07,20.803
2021-11-08,20.932
2021-11-09,21.172
2021-11-10,21.081
2021-11-11,21.145
2021-11-12,21.158
2021-11-13,21.158
2021-11-14,21.158
2021-11-15,21.647
2021-11-16,21.675
2021-11-17,21.59
2021-11-18,21.146
2021-11-19,21.301
2021-11-20,21.301
2021-11-21,21.301
2021-11-22,21.381
2021-11-23,21.538
2021-11-24,21.44
2021-11-25,21.44
2021-11-26,22.223
2021-11-27,22.223
2021-11-28,22.223
2021-11-29,21.579
2021-11-30,20.774
2021-12-01,21.145
2021-12-02,21.236
2021-12-03,21.451
2021-12-04,21.451
2021-12-05,21.451
2021-12-06,21.524
2021-12-07,21.081
2021-12-08,21.403
2021-12-09,21.293
2021-12-10,21.499
2021-12-11,21.499
2021-12-12,21.499
2021-12-13,21.951
2021-12-14,22.027
2021-12-15,22.468
2021-12-16,22.728
2021-12-17,22.217
2021-12-18,22.217
2021-12-19,22.217
2021-12-20,22.528
2021-12-21,21.834
2021-12-22,21.784
2021-12-23,21.664
2021-12-24,21.664
2021-12-25,21.664
2021-12-26,21.664
2021-12-27,21.8
2021-12-28,21.932
2021-12-29,21.862
2021-12-30,21.982
2021-12-31,22.242
2022-01-01,22.242
2022-01-02,22.242
2022-01-03,22.315
2022-01-04,22.399
2022-01-05,22.606
2022-01-06,22.747
2022-01-07,22.921
2022-01-08,22.921
2022-01-09,22.921
2022-01-10,22.833
2022-01-11,22.816
2022-01-12,22.941
2022-01-13,23.141
2022-01-14,23.6
2022-01-15,23.6
2022-01-16,23.6
2022-01-17,23.6
2022-01-18,22.912
2022-01-19,22.927
2022-01-20,22.275
2022-01-21,22.606
2022-01-22,22.606
2022-01-23,22.606
2022-01-24,22.398
2022-01-25,22.237
2022-01-26,21.14
2022-01-27,21.236
2022-01-28,21.424
2022-01-29,21.424
2022-01-30,21.424
2022-01-31,21.543
2022-02-01,21.655
2022-02-02,21.481
2022-02-03,21.514
2022-02-04,19.167
2022-02-05,19.167
2022-02-06,19.167
2022-02-07,19.918
2022-02-08,19.511
2022-02-09,19.458
2022-02-10,19.26
2022-02-11,19.732
2022-02-12,19.732
2022-02-13,19.732
2022-02-14,19.583
2022-02-15,19.54
2022-02-16,19.354
2022-02-17,20.002
2022-02-18,20.624
2022-02-19,20.624
2022-02-20,20.624
2022-02-21,20.624
2022-02-22,20.343
2022-02-23,20.211
2022-02-24,19.622
2022-02-25,20.217
2022-02-26,20.217
2022-02-27,20.217
2022-02-28,19.972
2022-03-01,19.847
2022-03-02,19.839
2022-03-03,19.925
2022-03-04,19.828
2022-03-05,19.828
2022-03-06,19.828
2022-03-07,19.93
2022-03-08,18.965
2022-03-09,19.16
2022-03-10,18.627
2022-03-11,18.168
2022-03-12,18.168
2022-03-13,18.168
2022-03-14,17.813
2022-03-15,18.351
2022-03-16,18.482
2022-03-17,18.66
2022-03-18,18.801
2022-03-19,18.801
2022-03-20,18.801
2022-03-21,18.808
2022-03-22,19.125
2022-03-23,19.076
2022-03-24,18.839
2022-03-25,19.17
2022-03-26,19.17
2022-03-27,19.17
2022-03-28,19.56
2022-03-29,19.886
2022-03-30,19.859
2022-03-31,19.883
2022-04-01,20.426
2022-04-02,20.426
2022-04-03,20.426
2022-04-04,20.737
2022-04-05,20.622
2022-04-06,20.582
2022-04-07,20.903
2022-04-08,20.951
2022-04-09,20.951
2022-04-10,20.951
2022-04-11,21.13
2022-04-12,21.037
2022-04-13,20.885
2022-04-14,20.911
2022-04-15,20.911
2022-04-16,20.911
2022-04-17,20.911
2022-04-18,20.645
2022-04-19,20.98
2022-04-20,21.108
2022-04-21,21.39
2022-04-22,21.751
2022-04-23,21.751
2022-04-24,21.751
2022-04-25,21.987
2022-04-26,21.28
2022-04-27,21.49
2022-04-28,21.581
2022-04-29,20.873
2022-04-30,20.873
2022-05-01,20.873
2022-05-02,21.195
2022-05-03,21.907
2022-05-04,22.214
2022-05-05,22.012
2022-05-06,22.854
2022-05-07,22.854
2022-05-08,22.854
2022-05-09,23.372
2022-05-10,23.129
2022-05-11,22.926
2022-05-12,23.247
2022-05-13,23.432
2022-05-14,23.432
2022-05-15,23.432
2022-05-16,23.256
2022-05-17,23.206
2022-05-18,21.589
2022-05-19,20.452
2022-05-20,20.59
2022-05-21,20.59
2022-05-22,20.59
2022-05-23,20.783
2022-05-24,21.082
2022-05-25,21.245
2022-05-26,21.89
2022-05-27,22.235
2022-05-28,22.235
2022-05-29,22.235
2022-05-30,22.235
2022-05-31,21.734
2022-06-01,21.037
2022-06-02,21.13
2022-06-03,20.765
2022-06-04,20.765
2022-06-05,20.765
2022-06-06,20.519
2022-06-07,20.106
2022-06-08,20.114
2022-06-09,19.778
2022-06-10,19.63
2022-06-11,19.63
2022-06-12,19.63
2022-06-13,19.298
2022-06-14,18.663
2022-06-15,18.437
2022-06-16,18.353
2022-06-17,18.375
2022-06-18,18.375
2022-06-19,18.375
2022-06-20,18.375
2022-06-21,18.933
2022-06-22,19.915
2022-06-23,21.116
2022-06-24,21.213
2022-06-25,21.213
2022-06-26,21.213
2022-06-27,20.839
2022-06-28,20.639
2022-06-29,21.031
2022-06-30,21.248
2022-07-01,21.688
2022-07-02,21.688
2022-07-03,21.688
2022-07-04,21.688
2022-07-05,21.816
2022-07-06,22.104
2022-07-07,21.92
2022-07-08,21.305
2022-07-09,21.305
2022-07-10,21.305
2022-07-11,21.409
2022-07-12,21.714
2022-07-13,22.274
2022-07-14,22.262
2022-07-15,22.435
2022-07-16,22.435
2022-07-17,22.435
2022-07-18,22.023
2022-07-19,22.626
2022-07-20,22.258
2022-07-21,22.284
2022-07-22,22.344
2022-07-23,22.344
2022-07-24,22.344
2022-07-25,22.662
2022-07-26,22.453
2022-07-27,21.995
2022-07-28,22.365
2022-07-29,21.653
2022-07-30,21.653
2022-07-31,21.653
2022-08-01,22.461
2022-08-02,22.243
2022-08-03,22.364
2022-08-04,23.652
2022-08-05,23.863
2022-08-06,23.863
2022-08-07,23.863
2022-08-08,25.081
2022-08-09,24.878
2022-08-10,25.17
2022-08-11,25.086
2022-08-12,25.392
2022-08-13,25.392
2022-08-14,25.392
2022-08-15,25.818
2022-08-16,25.976
2022-08-17,25.785
2022-08-18,25.723
2022-08-19,25.75
2022-08-20,25.75
2022-08-21,25.75
2022-08-22,25.795
2022-08-23,25.617
2022-08-24,25.596
2022-08-25,25.582
2022-08-26,25.034
2022-08-27,25.034
2022-08-28,25.034
2022-08-29,25.858
2022-08-30,25.956
2022-08-31,25.719
2022-09-01,25.997
2022-09-02,25.454
2022-09-03,25.454
2022-09-04,25.454
2022-09-05,25.454
2022-09-06,25.429
2022-09-07,26.085
2022-09-08,25.98
2022-09-09,26.822
2022-09-10,26.822
2022-09-11,26.822
2022-09-12,26.804
2022-09-13,26.019
2022-09-14,25.669
2022-09-15,25.463
2022-09-16,25.695
2022-09-17,25.695
2022-09-18,25.695
2022-09-19,25.905
2022-09-20,25.609
2022-09-21,25.731
2022-09-22,25.606
2022-09-23,25.66
2022-09-24,25.66
2022-09-25,25.66
2022-09-26,25.379
2022-09-27,24.573
2022-09-28,24.696
2022-09-29,24.13
2022-09-30,23.27
2022-10-01,23.27
2022-10-02,23.27
2022-10-03,23.508
2022-10-04,23.891
2022-10-05,23.904
2022-10-06,23.61
2022-10-07,22.828
2022-10-08,22.828
2022-10-09,22.828
2022-10-10,23.056
2022-10-11,23.488
2022-10-12,23.65
2022-10-13,23.774
2022-10-14,23.863
2022-10-15,23.863
2022-10-16,23.863
2022-10-17,24.344
2022-10-18,24.598
2022-10-19,24.911
2022-10-20,24.227
2022-10-21,24.798
2022-10-22,24.798
2022-10-23,24.798
2022-10-24,25.362
2022-10-25,25.933
2022-10-26,26.119
2022-10-27,26.413
2022-10-28,27.351
2022-10-29,27.351
2022-10-30,27.351
2022-10-31,26.963
2022-11-01,27.001
2022-11-02,25.039
2022-11-03,25.139
2022-11-04,25.586
2022-11-05,25.586
2022-11-06,25.586
2022-11-07,26.032
2022-11-08,25.866
2022-11-09,25.315
2022-11-10,25.983
2022-11-11,25.609
2022-11-12,25.609
2022-11-13,25.609
2022-11-14,25.743
2022-11-15,26.09
2022-11-16,25.714
2022-11-17,26.258
2022-11-18,26.425
2022-11-19,26.425
2022-11-20,26.425
2022-11-21,26.882
2022-11-22,27.183
2022-11-23,26.843
2022-11-24,26.843
2022-11-25,26.913
2022-11-26,26.913
2022-11-27,26.913
2022-11-28,26.828
2022-11-29,26.54
2022-11-30,26.815
2022-12-01,27.034
2022-12-02,27.182
2022-12-03,27.182
2022-12-04,27.182
2022-12-05,26.887
2022-12-06,26.514
2022-12-07,26.941
2022-12-08,27.102
2022-12-09,26.844
2022-12-10,26.844
2022-12-11,26.844
2022-12-12,27.059
2022-12-13,26.635
2022-12-14,26.75
2022-12-15,26.424
2022-12-16,26.104
2022-12-17,26.104
2022-12-18,26.104
2022-12-19,26.142
2022-12-20,25.787
2022-12-21,25.919
2022-12-22,26.244
2022-12-23,26.011
2022-12-24,26.011
2022-12-25,26.011
2022-12-26,26.011
2022-12-27,26.035
2022-12-28,25.695
2022-12-29,25.706
2022-12-30,25.329
2022-12-31,25.329
2023-01-01,25.329
2023-01-02,25.329
2023-01-03,25.706
2023-01-04,26.167
2023-01-05,25.868
2023-01-06,26.298
2023-01-07,26.298
2023-01-08,26.298
2023-01-09,25.974
2023-01-10,25.668
2023-01-11,25.845
2023-01-12,26.122
2023-01-13,26.724
2023-01-14,26.724
2023-01-15,26.724
2023-01-16,26.724
2023-01-17,27.068
2023-01-18,26.214
2023-01-19,25.568
2023-01-20,26.134
2023-01-21,26.134
2023-01-22,26.134
2023-01-23,26.184
2023-01-24,26.065
2023-01-25,26.156
2023-01-26,26.231
2023-01-27,25.976
2023-01-28,25.976
2023-01-29,25.976
2023-01-30,26.281
2023-01-31,26.513
2023-02-01,26.461
2023-02-02,25.614
2023-02-03,28.194
2023-02-04,28.194
2023-02-05,28.194
2023-02-06,27.783
2023-02-07,27.623
2023-02-08,27.484
2023-02-09,27.275
2023-02-10,27.351
2023-02-11,27.351
2023-02-12,27.351
2023-02-13,27.784
2023-02-14,27.744
2023-02-15,27.936
2023-02-16,27.723
2023-02-17,27.876
2023-02-18,27.876
2023-02-19,27.876
2023-02-20,27.876
2023-02-21,28.02
2023-02-22,28.027
2023-02-23,27.832
2023-02-24,27.97
2023-02-25,27.97
2023-02-26,27.97
2023-02-27,28.157
2023-02-28,28.226
2023-03-01,28.09
2023-03-02,28.415
2023-03-03,28.297
2023-03-04,28.297
2023-03-05,28.297
2023-03-06,27.607
2023-03-07,27.547
2023-03-08,27.427
2023-03-09,27.091
2023-03-10,27.231
2023-03-11,27.231
2023-03-12,27.231
2023-03-13,27.44
2023-03-14,27.895
2023-03-15,28.358
2023-03-16,28.089
2023-03-17,27.931
2023-03-18,27.931
2023-03-19,27.931
2023-03-20,28.377
2023-03-21,28.428
2023-03-22,28.049
2023-03-23,28.044
2023-03-24,28.568
2023-03-25,28.568
2023-03-26,28.568
2023-03-27,28.615
2023-03-28,28.403
2023-03-29,28.205
2023-03-30,28.013
2023-03-31,28.702
2023-04-01,28.702
2023-04-02,28.702
2023-04-03,28.252
2023-04-04,28.099
2023-04-05,28.373
2023-04-06,28.418
2023-04-07,28.418
2023-04-08,28.418
2023-04-09,28.418
2023-04-10,28.45
2023-04-11,28.613
2023-04-12,28.312
2023-04-13,28.579
2023-04-14,28.45
2023-04-15,28.45
2023-04-16,28.45
2023-04-17,28.434
2023-04-18,28.824
2023-04-19,28.833
2023-04-20,29.248
2023-04-21,29.664
2023-04-22,29.664
2023-04-23,29.664
2023-04-24,29.657
2023-04-25,29.812
2023-04-26,29.548
2023-04-27,30.046
2023-04-28,29.943
2023-04-29,29.943
2023-04-30,29.943
2023-05-01,30.214
2023-05-02,30.099
2023-05-03,31.159
2023-05-04,30.348
2023-05-05,29.864
2023-05-06,29.864
2023-05-07,29.864
2023-05-08,29.444
2023-05-09,29.595
2023-05-10,29.665
2023-05-11,29.792
2023-05-12,29.744
2023-05-13,29.744
2023-05-14,29.744
2023-05-15,29.378
2023-05-16,29.734
2023-05-17,29.377
2023-05-18,29.287
2023-05-19,29.094
2023-05-20,29.094
2023-05-21,29.094
2023-05-22,28.475
2023-05-23,28.026
2023-05-24,27.811
2023-05-25,27.583
2023-05-26,27.713
2023-05-27,27.713
2023-05-28,27.713
2023-05-29,27.713
2023-05-30,27.309
2023-05-31,27.525
2023-06-01,27.602
2023-06-02,28.08
2023-06-03,28.08
2023-06-04,28.08
2023-06-05,28.227
2023-06-06,27.58
2023-06-07,27.264
2023-06-08,27.378
2023-06-09,27.246
2023-06-10,27.246
2023-06-11,27.246
2023-06-12,27.12
2023-06-13,27.23
2023-06-14,26.807
2023-06-15,26.984
2023-06-16,27.259
2023-06-17,27.259
2023-06-18,27.259
2023-06-19,27.259
2023-06-20,27.073
2023-06-21,27.209
2023-06-22,27.312
