,SO US Equity
2020-10-25,13.159
2020-10-26,13.081
2020-10-27,13.35
2020-10-28,12.94
2020-10-29,12.907
2020-10-30,12.616
2020-10-31,12.616
2020-11-01,12.616
2020-11-02,13.034
2020-11-03,13.222
2020-11-04,13.2
2020-11-05,13.29
2020-11-06,13.244
2020-11-07,13.244
2020-11-08,13.244
2020-11-09,13.765
2020-11-10,14.174
2020-11-11,14.119
2020-11-12,14.03
2020-11-13,14.258
2020-11-14,14.258
2020-11-15,14.258
2020-11-16,14.307
2020-11-17,13.914
2020-11-18,13.785
2020-11-19,13.626
2020-11-20,13.584
2020-11-21,13.584
2020-11-22,13.584
2020-11-23,13.488
2020-11-24,13.512
2020-11-25,13.446
2020-11-26,13.446
2020-11-27,13.393
2020-11-28,13.393
2020-11-29,13.393
2020-11-30,13.216
2020-12-01,13.44
2020-12-02,13.596
2020-12-03,13.596
2020-12-04,13.517
2020-12-05,13.517
2020-12-06,13.517
2020-12-07,13.656
2020-12-08,13.494
2020-12-09,13.443
2020-12-10,13.383
2020-12-11,13.366
2020-12-12,13.366
2020-12-13,13.366
2020-12-14,13.198
2020-12-15,13.463
2020-12-16,13.368
2020-12-17,13.51
2020-12-18,13.304
2020-12-19,13.304
2020-12-20,13.304
2020-12-21,13.273
2020-12-22,13.211
2020-12-23,13.136
2020-12-24,13.229
2020-12-25,13.229
2020-12-26,13.229
2020-12-27,13.229
2020-12-28,13.271
2020-12-29,13.288
2020-12-30,13.408
2020-12-31,13.589
2021-01-01,13.589
2021-01-02,13.589
2021-01-03,13.589
2021-01-04,13.131
2021-01-05,13.218
2021-01-06,13.483
2021-01-07,13.467
2021-01-08,13.562
2021-01-09,13.562
2021-01-10,13.562
2021-01-11,13.483
2021-01-12,13.134
2021-01-13,13.333
2021-01-14,13.183
2021-01-15,13.322
2021-01-16,13.322
2021-01-17,13.322
2021-01-18,13.322
2021-01-19,13.635
2021-01-20,13.464
2021-01-21,13.293
2021-01-22,13.351
2021-01-23,13.351
2021-01-24,13.351
2021-01-25,13.546
2021-01-26,13.251
2021-01-27,12.996
2021-01-28,13.107
2021-01-29,13.08
2021-01-30,13.08
2021-01-31,13.08
2021-02-01,13.122
2021-02-02,13.24
2021-02-03,13.198
2021-02-04,13.395
2021-02-05,13.515
2021-02-06,13.515
2021-02-07,13.515
2021-02-08,13.482
2021-02-09,13.462
2021-02-10,13.526
2021-02-11,13.606
2021-02-12,13.483
2021-02-13,13.483
2021-02-14,13.483
2021-02-15,13.483
2021-02-16,13.303
2021-02-17,13.297
2021-02-18,13.346
2021-02-19,13.162
2021-02-20,13.162
2021-02-21,13.162
2021-02-22,12.89
2021-02-23,12.81
2021-02-24,12.689
2021-02-25,12.555
2021-02-26,12.329
2021-02-27,12.329
2021-02-28,12.329
2021-03-01,12.559
2021-03-02,12.57
2021-03-03,12.518
2021-03-04,12.478
2021-03-05,12.683
2021-03-06,12.683
2021-03-07,12.683
2021-03-08,12.957
2021-03-09,12.913
2021-03-10,12.994
2021-03-11,12.885
2021-03-12,13.007
2021-03-13,13.007
2021-03-14,13.007
2021-03-15,13.254
2021-03-16,13.313
2021-03-17,13.194
2021-03-18,13.068
2021-03-19,12.916
2021-03-20,12.916
2021-03-21,12.916
2021-03-22,12.914
2021-03-23,13.117
2021-03-24,13.13
2021-03-25,13.28
2021-03-26,13.34
2021-03-27,13.34
2021-03-28,13.34
2021-03-29,13.483
2021-03-30,13.314
2021-03-31,13.448
2021-04-01,13.472
2021-04-02,13.472
2021-04-03,13.472
2021-04-04,13.472
2021-04-05,13.543
2021-04-06,13.641
2021-04-07,13.574
2021-04-08,13.586
2021-04-09,13.558
2021-04-10,13.558
2021-04-11,13.558
2021-04-12,13.593
2021-04-13,13.738
2021-04-14,13.833
2021-04-15,13.963
2021-04-16,14.075
2021-04-17,14.075
2021-04-18,14.075
2021-04-19,14.056
2021-04-20,14.309
2021-04-21,14.252
2021-04-22,14.115
2021-04-23,14.165
2021-04-24,14.165
2021-04-25,14.165
2021-04-26,14.02
2021-04-27,13.948
2021-04-28,13.951
2021-04-29,14.121
2021-04-30,14.312
2021-05-01,14.312
2021-05-02,14.312
2021-05-03,14.286
2021-05-04,14.366
2021-05-05,14.157
2021-05-06,14.286
2021-05-07,14.332
2021-05-08,14.332
2021-05-09,14.332
2021-05-10,14.343
2021-05-11,14.232
2021-05-12,13.921
2021-05-13,14.217
2021-05-14,14.226
2021-05-15,14.226
2021-05-16,14.226
2021-05-17,14.08
2021-05-18,14.018
2021-05-19,13.979
2021-05-20,13.997
2021-05-21,14.066
2021-05-22,14.066
2021-05-23,14.066
2021-05-24,14.075
2021-05-25,14.001
2021-05-26,13.922
2021-05-27,13.909
2021-05-28,13.918
2021-05-29,13.918
2021-05-30,13.918
2021-05-31,13.918
2021-06-01,13.812
2021-06-02,13.914
2021-06-03,14.036
2021-06-04,14.012
2021-06-05,14.012
2021-06-06,14.012
2021-06-07,14.082
2021-06-08,13.814
2021-06-09,13.775
2021-06-10,13.829
2021-06-11,13.823
2021-06-12,13.823
2021-06-13,13.823
2021-06-14,13.81
2021-06-15,13.924
2021-06-16,13.634
2021-06-17,13.714
2021-06-18,13.303
2021-06-19,13.303
2021-06-20,13.303
2021-06-21,13.53
2021-06-22,13.439
2021-06-23,13.307
2021-06-24,13.208
2021-06-25,13.327
2021-06-26,13.327
2021-06-27,13.327
2021-06-28,13.318
2021-06-29,13.095
2021-06-30,13.106
2021-07-01,13.316
2021-07-02,13.327
2021-07-03,13.327
2021-07-04,13.327
2021-07-05,13.327
2021-07-06,13.351
2021-07-07,13.361
2021-07-08,13.331
2021-07-09,13.314
2021-07-10,13.314
2021-07-11,13.314
2021-07-12,13.385
2021-07-13,13.295
2021-07-14,13.414
2021-07-15,13.583
2021-07-16,13.679
2021-07-17,13.679
2021-07-18,13.679
2021-07-19,13.61
2021-07-20,13.641
2021-07-21,13.613
2021-07-22,13.647
2021-07-23,13.838
2021-07-24,13.838
2021-07-25,13.838
2021-07-26,13.81
2021-07-27,13.985
2021-07-28,13.866
2021-07-29,13.931
2021-07-30,13.804
2021-07-31,13.804
2021-08-01,13.804
2021-08-02,13.849
2021-08-03,13.86
2021-08-04,13.838
2021-08-05,14.0
2021-08-06,13.983
2021-08-07,13.983
2021-08-08,13.983
2021-08-09,14.015
2021-08-10,14.093
2021-08-11,14.184
2021-08-12,14.203
2021-08-13,14.375
2021-08-14,14.375
2021-08-15,14.375
2021-08-16,14.562
2021-08-17,14.584
2021-08-18,14.488
2021-08-19,14.569
2021-08-20,14.775
2021-08-21,14.775
2021-08-22,14.775
2021-08-23,14.632
2021-08-24,14.426
2021-08-25,14.457
2021-08-26,14.516
2021-08-27,14.483
2021-08-28,14.483
2021-08-29,14.483
2021-08-30,14.508
2021-08-31,14.504
2021-09-01,14.669
2021-09-02,14.751
2021-09-03,14.623
2021-09-04,14.623
2021-09-05,14.623
2021-09-06,14.623
2021-09-07,14.524
2021-09-08,14.769
2021-09-09,14.741
2021-09-10,14.528
2021-09-11,14.528
2021-09-12,14.528
2021-09-13,14.554
2021-09-14,14.475
2021-09-15,14.484
2021-09-16,14.346
2021-09-17,14.074
2021-09-18,14.074
2021-09-19,14.074
2021-09-20,14.034
2021-09-21,14.001
2021-09-22,13.957
2021-09-23,13.911
2021-09-24,13.859
2021-09-25,13.859
2021-09-26,13.859
2021-09-27,13.701
2021-09-28,13.591
2021-09-29,13.745
2021-09-30,13.598
2021-10-01,13.53
2021-10-02,13.53
2021-10-03,13.53
2021-10-04,13.613
2021-10-05,13.532
2021-10-06,13.678
2021-10-07,13.665
2021-10-08,13.641
2021-10-09,13.641
2021-10-10,13.641
2021-10-11,13.502
2021-10-12,13.541
2021-10-13,13.63
2021-10-14,13.794
2021-10-15,13.765
2021-10-16,13.765
2021-10-17,13.765
2021-10-18,13.624
2021-10-19,13.737
2021-10-20,13.835
2021-10-21,13.933
2021-10-22,13.66
2021-10-23,13.66
2021-10-24,13.66
2021-10-25,13.63
2021-10-26,13.732
2021-10-27,13.593
2021-10-28,13.615
2021-10-29,13.524
2021-10-30,13.524
2021-10-31,13.524
2021-11-01,13.558
2021-11-02,13.56
2021-11-03,13.574
2021-11-04,13.569
2021-11-05,13.699
2021-11-06,13.699
2021-11-07,13.699
2021-11-08,13.595
2021-11-09,13.754
2021-11-10,13.864
2021-11-11,13.689
2021-11-12,13.579
2021-11-13,13.579
2021-11-14,13.579
2021-11-15,13.647
2021-11-16,13.603
2021-11-17,13.64
2021-11-18,13.522
2021-11-19,13.75
2021-11-20,13.75
2021-11-21,13.75
2021-11-22,13.849
2021-11-23,13.825
2021-11-24,13.844
2021-11-25,13.844
2021-11-26,13.612
2021-11-27,13.612
2021-11-28,13.612
2021-11-29,13.783
2021-11-30,13.389
2021-12-01,13.398
2021-12-02,13.589
2021-12-03,13.842
2021-12-04,13.842
2021-12-05,13.842
2021-12-06,14.245
2021-12-07,14.203
2021-12-08,14.265
2021-12-09,14.225
2021-12-10,14.337
2021-12-11,14.337
2021-12-12,14.337
2021-12-13,14.58
2021-12-14,14.533
2021-12-15,14.705
2021-12-16,14.921
2021-12-17,14.764
2021-12-18,14.764
2021-12-19,14.764
2021-12-20,14.826
2021-12-21,14.665
2021-12-22,14.772
2021-12-23,14.748
2021-12-24,14.748
2021-12-25,14.748
2021-12-26,14.748
2021-12-27,14.841
2021-12-28,15.011
2021-12-29,15.087
2021-12-30,15.151
2021-12-31,15.2
2022-01-01,15.2
2022-01-02,15.2
2022-01-03,15.109
2022-01-04,15.109
2022-01-05,15.127
2022-01-06,15.109
2022-01-07,15.213
2022-01-08,15.213
2022-01-09,15.213
2022-01-10,15.189
2022-01-11,14.994
2022-01-12,15.055
2022-01-13,15.182
2022-01-14,15.251
2022-01-15,15.251
2022-01-16,15.251
2022-01-17,15.251
2022-01-18,15.106
2022-01-19,15.214
2022-01-20,15.114
2022-01-21,15.099
2022-01-22,15.099
2022-01-23,15.099
2022-01-24,15.001
2022-01-25,14.974
2022-01-26,14.923
2022-01-27,15.148
2022-01-28,15.364
2022-01-29,15.364
2022-01-30,15.364
2022-01-31,15.469
2022-02-01,15.303
2022-02-02,15.487
2022-02-03,15.586
2022-02-04,15.46
2022-02-05,15.46
2022-02-06,15.46
2022-02-07,15.226
2022-02-08,15.28
2022-02-09,15.323
2022-02-10,14.862
2022-02-11,15.051
2022-02-12,15.051
2022-02-13,15.051
2022-02-14,14.839
2022-02-15,14.652
2022-02-16,14.618
2022-02-17,14.6
2022-02-18,14.476
2022-02-19,14.476
2022-02-20,14.476
2022-02-21,14.476
2022-02-22,14.594
2022-02-23,14.265
2022-02-24,14.274
2022-02-25,14.764
2022-02-26,14.764
2022-02-27,14.764
2022-02-28,14.703
2022-03-01,14.558
2022-03-02,14.665
2022-03-03,15.08
2022-03-04,15.348
2022-03-05,15.348
2022-03-06,15.348
2022-03-07,15.738
2022-03-08,15.418
2022-03-09,15.259
2022-03-10,15.597
2022-03-11,15.616
2022-03-12,15.616
2022-03-13,15.616
2022-03-14,15.609
2022-03-15,15.609
2022-03-16,15.558
2022-03-17,15.533
2022-03-18,15.447
2022-03-19,15.447
2022-03-20,15.447
2022-03-21,15.584
2022-03-22,15.568
2022-03-23,15.562
2022-03-24,15.677
2022-03-25,15.859
2022-03-26,15.859
2022-03-27,15.859
2022-03-28,15.864
2022-03-29,16.1
2022-03-30,16.199
2022-03-31,16.201
2022-04-01,16.561
2022-04-02,16.561
2022-04-03,16.561
2022-04-04,16.337
2022-04-05,16.612
2022-04-06,17.091
2022-04-07,16.923
2022-04-08,17.086
2022-04-09,17.086
2022-04-10,17.086
2022-04-11,16.637
2022-04-12,16.874
2022-04-13,16.834
2022-04-14,16.974
2022-04-15,16.974
2022-04-16,16.974
2022-04-17,16.974
2022-04-18,16.926
2022-04-19,17.058
2022-04-20,17.159
2022-04-21,17.15
2022-04-22,17.026
2022-04-23,17.026
2022-04-24,17.026
2022-04-25,16.824
2022-04-26,16.544
2022-04-27,16.485
2022-04-28,16.957
2022-04-29,16.465
2022-04-30,16.465
2022-05-01,16.465
2022-05-02,16.425
2022-05-03,16.461
2022-05-04,16.787
2022-05-05,16.672
2022-05-06,16.81
2022-05-07,16.81
2022-05-08,16.81
2022-05-09,16.694
2022-05-10,16.463
2022-05-11,16.638
2022-05-12,16.661
2022-05-13,16.717
2022-05-14,16.717
2022-05-15,16.717
2022-05-16,16.853
2022-05-17,16.831
2022-05-18,16.756
2022-05-19,16.645
2022-05-20,16.667
2022-05-21,16.667
2022-05-22,16.667
2022-05-23,16.835
2022-05-24,17.184
2022-05-25,17.184
2022-05-26,17.094
2022-05-27,17.271
2022-05-28,17.271
2022-05-29,17.271
2022-05-30,17.271
2022-05-31,17.161
2022-06-01,17.136
2022-06-02,17.227
2022-06-03,17.07
2022-06-04,17.07
2022-06-05,17.07
2022-06-06,17.091
2022-06-07,17.168
2022-06-08,16.915
2022-06-09,16.521
2022-06-10,16.351
2022-06-11,16.351
2022-06-12,16.351
2022-06-13,15.582
2022-06-14,15.136
2022-06-15,15.088
2022-06-16,15.022
2022-06-17,14.821
2022-06-18,14.821
2022-06-19,14.821
2022-06-20,14.821
2022-06-21,15.22
2022-06-22,15.527
2022-06-23,15.892
2022-06-24,15.994
2022-06-25,15.994
2022-06-26,15.994
2022-06-27,16.118
2022-06-28,16.175
2022-06-29,16.187
2022-06-30,16.313
2022-07-01,16.732
2022-07-02,16.732
2022-07-03,16.732
2022-07-04,16.732
2022-07-05,16.205
2022-07-06,16.354
2022-07-07,16.313
2022-07-08,16.29
2022-07-09,16.29
2022-07-10,16.29
2022-07-11,16.422
2022-07-12,16.471
2022-07-13,16.292
2022-07-14,16.443
2022-07-15,16.551
2022-07-16,16.551
2022-07-17,16.551
2022-07-18,16.376
2022-07-19,16.39
2022-07-20,16.051
2022-07-21,16.023
2022-07-22,16.27
2022-07-23,16.27
2022-07-24,16.27
2022-07-25,16.439
2022-07-26,16.625
2022-07-27,16.568
2022-07-28,17.152
2022-07-29,17.385
2022-07-30,17.385
2022-07-31,17.385
2022-08-01,17.337
2022-08-02,17.168
2022-08-03,17.469
2022-08-04,17.612
2022-08-05,17.454
2022-08-06,17.454
2022-08-07,17.454
2022-08-08,17.436
2022-08-09,17.675
2022-08-10,17.684
2022-08-11,17.588
2022-08-12,17.793
2022-08-13,17.793
2022-08-14,17.793
2022-08-15,17.85
2022-08-16,18.005
2022-08-17,18.046
2022-08-18,18.153
2022-08-19,18.262
2022-08-20,18.262
2022-08-21,18.262
2022-08-22,18.023
2022-08-23,17.958
2022-08-24,17.977
2022-08-25,18.034
2022-08-26,17.824
2022-08-27,17.824
2022-08-28,17.824
2022-08-29,17.964
2022-08-30,17.713
2022-08-31,17.596
2022-09-01,17.984
2022-09-02,17.779
2022-09-03,17.779
2022-09-04,17.779
2022-09-05,17.779
2022-09-06,17.758
2022-09-07,18.208
2022-09-08,18.13
2022-09-09,18.156
2022-09-10,18.156
2022-09-11,18.156
2022-09-12,18.299
2022-09-13,17.861
2022-09-14,18.135
2022-09-15,17.646
2022-09-16,17.637
2022-09-17,17.637
2022-09-18,17.637
2022-09-19,17.87
2022-09-20,17.63
2022-09-21,17.382
2022-09-22,17.334
2022-09-23,17.117
2022-09-24,17.117
2022-09-25,17.117
2022-09-26,16.697
2022-09-27,16.371
2022-09-28,16.553
2022-09-29,15.837
2022-09-30,15.522
2022-10-01,15.522
2022-10-02,15.522
2022-10-03,15.916
2022-10-04,16.136
2022-10-05,15.688
2022-10-06,15.003
2022-10-07,14.636
2022-10-08,14.636
2022-10-09,14.636
2022-10-10,14.61
2022-10-11,14.53
2022-10-12,14.041
2022-10-13,14.624
2022-10-14,14.5
2022-10-15,14.5
2022-10-16,14.5
2022-10-17,14.676
2022-10-18,14.929
2022-10-19,14.777
2022-10-20,14.505
2022-10-21,14.733
2022-10-22,14.733
2022-10-23,14.733
2022-10-24,14.754
2022-10-25,15.012
2022-10-26,14.994
2022-10-27,14.886
2022-10-28,15.154
2022-10-29,15.154
2022-10-30,15.154
2022-10-31,14.957
2022-11-01,14.969
2022-11-02,14.802
2022-11-03,14.813
2022-11-04,14.827
2022-11-05,14.827
2022-11-06,14.827
2022-11-07,14.473
2022-11-08,14.604
2022-11-09,14.488
2022-11-10,15.006
2022-11-11,14.865
2022-11-12,14.865
2022-11-13,14.865
2022-11-14,14.739
2022-11-15,15.047
2022-11-16,15.056
2022-11-17,14.847
2022-11-18,15.184
2022-11-19,15.184
2022-11-20,15.184
2022-11-21,15.24
2022-11-22,15.28
2022-11-23,15.375
2022-11-24,15.375
2022-11-25,15.532
2022-11-26,15.532
2022-11-27,15.532
2022-11-28,15.31
2022-11-29,15.285
2022-11-30,15.729
2022-12-01,15.747
2022-12-02,15.659
2022-12-03,15.659
2022-12-04,15.659
2022-12-05,15.692
2022-12-06,15.924
2022-12-07,15.929
2022-12-08,15.971
2022-12-09,15.896
2022-12-10,15.896
2022-12-11,15.896
2022-12-12,16.517
2022-12-13,16.563
2022-12-14,16.56
2022-12-15,16.384
2022-12-16,16.165
2022-12-17,16.165
2022-12-18,16.165
2022-12-19,16.044
2022-12-20,16.194
2022-12-21,16.488
2022-12-22,16.495
2022-12-23,16.723
2022-12-24,16.723
2022-12-25,16.723
2022-12-26,16.723
2022-12-27,16.847
2022-12-28,16.702
2022-12-29,16.828
2022-12-30,16.646
2022-12-31,16.646
2023-01-01,16.646
2023-01-02,16.646
2023-01-03,16.76
2023-01-04,16.903
2023-01-05,16.406
2023-01-06,16.714
2023-01-07,16.714
2023-01-08,16.714
2023-01-09,16.7
2023-01-10,16.637
2023-01-11,16.73
2023-01-12,16.457
2023-01-13,16.453
2023-01-14,16.453
2023-01-15,16.453
2023-01-16,16.453
2023-01-17,16.398
2023-01-18,15.864
2023-01-19,15.578
2023-01-20,15.735
2023-01-21,15.735
2023-01-22,15.735
2023-01-23,15.701
2023-01-24,15.675
2023-01-25,15.807
2023-01-26,15.868
2023-01-27,15.992
2023-01-28,15.992
2023-01-29,15.992
2023-01-30,15.886
2023-01-31,15.945
2023-02-01,16.223
2023-02-02,16.166
2023-02-03,15.848
2023-02-04,15.848
2023-02-05,15.848
2023-02-06,16.005
2023-02-07,15.967
2023-02-08,15.663
2023-02-09,15.505
2023-02-10,15.764
2023-02-11,15.764
2023-02-12,15.764
2023-02-13,15.823
2023-02-14,15.71
2023-02-15,15.738
2023-02-16,15.531
2023-02-17,15.881
2023-02-18,15.881
2023-02-19,15.881
2023-02-20,15.881
2023-02-21,15.635
2023-02-22,15.577
2023-02-23,15.45
2023-02-24,15.414
2023-02-25,15.414
2023-02-26,15.414
2023-02-27,15.369
2023-02-28,15.056
2023-03-01,14.894
2023-03-02,15.217
2023-03-03,15.489
2023-03-04,15.489
2023-03-05,15.489
2023-03-06,15.59
2023-03-07,15.375
2023-03-08,15.474
2023-03-09,15.431
2023-03-10,15.285
2023-03-11,15.285
2023-03-12,15.285
2023-03-13,15.575
2023-03-14,15.821
2023-03-15,16.172
2023-03-16,16.297
2023-03-17,16.244
2023-03-18,16.244
2023-03-19,16.244
2023-03-20,16.4
2023-03-21,16.06
2023-03-22,15.959
2023-03-23,15.855
2023-03-24,16.393
2023-03-25,16.393
2023-03-26,16.393
2023-03-27,16.309
2023-03-28,16.345
2023-03-29,16.572
2023-03-30,16.505
2023-03-31,16.629
2023-04-01,16.629
2023-04-02,16.629
2023-04-03,16.484
2023-04-04,16.641
2023-04-05,17.088
2023-04-06,17.282
2023-04-07,17.282
2023-04-08,17.282
2023-04-09,17.282
2023-04-10,17.217
2023-04-11,17.167
2023-04-12,17.236
2023-04-13,17.309
2023-04-14,17.185
2023-04-15,17.185
2023-04-16,17.185
2023-04-17,17.229
2023-04-18,17.286
2023-04-19,17.345
2023-04-20,17.395
2023-04-21,17.536
2023-04-22,17.536
2023-04-23,17.536
2023-04-24,17.653
2023-04-25,17.624
2023-04-26,17.293
2023-04-27,17.521
2023-04-28,17.53
2023-04-29,17.53
2023-04-30,17.53
2023-05-01,17.659
2023-05-02,17.435
2023-05-03,17.478
2023-05-04,17.697
2023-05-05,17.862
2023-05-06,17.862
2023-05-07,17.862
2023-05-08,17.773
2023-05-09,17.802
2023-05-10,18.033
2023-05-11,17.792
2023-05-12,17.648
2023-05-13,17.648
2023-05-14,17.648
2023-05-15,17.424
2023-05-16,17.059
2023-05-17,17.068
2023-05-18,17.095
2023-05-19,17.19
2023-05-20,17.19
2023-05-21,17.19
2023-05-22,17.079
2023-05-23,17.127
2023-05-24,17.055
2023-05-25,16.807
2023-05-26,16.723
2023-05-27,16.723
2023-05-28,16.723
2023-05-29,16.723
2023-05-30,16.809
2023-05-31,16.79
2023-06-01,16.653
2023-06-02,16.718
2023-06-03,16.718
2023-06-04,16.718
2023-06-05,16.776
2023-06-06,16.699
2023-06-07,16.882
2023-06-08,17.11
2023-06-09,17.154
2023-06-10,17.154
2023-06-11,17.154
2023-06-12,17.061
2023-06-13,16.955
2023-06-14,16.962
2023-06-15,17.029
2023-06-16,17.27
2023-06-17,17.27
2023-06-18,17.27
2023-06-19,17.27
2023-06-20,16.928
2023-06-21,17.241
2023-06-22,17.159
2023-06-23,16.955
