,SEIC US Equity
,BEST_PE_RATIO
2023-06-16,15.178
2023-06-17,15.178
2023-06-18,15.178
2023-06-19,15.178
2023-06-20,15.097
2023-06-21,14.964
2023-06-22,14.751
2023-06-23,14.577
2023-06-24,14.577
2023-06-25,14.577
2023-06-26,14.485
2023-06-27,14.878
2023-06-28,14.873
2023-06-29,15.017
2023-06-30,15.105
2023-07-01,15.105
2023-07-02,15.105
2023-07-03,15.095
2023-07-04,15.095
2023-07-05,14.932
2023-07-06,14.894
2023-07-07,14.942
2023-07-08,14.942
2023-07-09,14.942
2023-07-10,15.003
2023-07-11,15.153
2023-07-12,15.243
2023-07-13,15.531
2023-07-14,15.403
2023-07-15,15.403
2023-07-16,15.403
2023-07-17,15.551
2023-07-18,15.736
2023-07-19,15.984
2023-07-20,16.026
2023-07-21,15.974
2023-07-22,15.974
2023-07-23,15.974
2023-07-24,16.026
2023-07-25,15.999
2023-07-26,15.924
2023-07-27,15.505
2023-07-28,15.609
2023-07-29,15.609
2023-07-30,15.609
2023-07-31,15.624
2023-08-01,15.574
2023-08-02,15.4
2023-08-03,15.381
2023-08-04,15.301
2023-08-05,15.301
2023-08-06,15.301
2023-08-07,15.602
2023-08-08,15.33
2023-08-09,15.278
2023-08-10,15.301
2023-08-11,15.296
2023-08-12,15.296
2023-08-13,15.296
2023-08-14,15.331
2023-08-15,15.049
2023-08-16,15.074
2023-08-17,15.066
2023-08-18,15.148
2023-08-19,15.148
2023-08-20,15.148
2023-08-21,15.131
2023-08-22,14.995
2023-08-23,15.227
2023-08-24,15.054
2023-08-25,15.168
2023-08-26,15.168
2023-08-27,15.168
2023-08-28,15.183
2023-08-29,15.341
2023-08-30,15.4
2023-08-31,15.351
2023-09-01,15.3
2023-09-02,15.3
2023-09-03,15.3
2023-09-04,15.3
2023-09-05,15.132
2023-09-06,15.009
2023-09-07,14.967
2023-09-08,15.142
2023-09-09,15.142
2023-09-10,15.142
2023-09-11,15.083
2023-09-12,14.925
2023-09-13,14.989
2023-09-14,15.063
2023-09-15,15.044
2023-09-16,15.044
2023-09-17,15.044
2023-09-18,15.211
2023-09-19,15.157
2023-09-20,15.118
2023-09-21,14.871
2023-09-22,14.866
2023-09-23,14.866
2023-09-24,14.866
2023-09-25,14.989
2023-09-26,14.859
2023-09-27,14.908
2023-09-28,14.866
2023-09-29,14.861
2023-09-30,14.861
2023-10-01,14.861
2023-10-02,14.709
2023-10-03,14.312
2023-10-04,14.544
2023-10-05,14.675
2023-10-06,14.65
2023-10-07,14.65
2023-10-08,14.65
2023-10-09,14.522
2023-10-10,14.643
2023-10-11,14.64
2023-10-12,14.385
2023-10-13,14.512
2023-10-14,14.512
2023-10-15,14.512
2023-10-16,14.613
2023-10-17,14.695
2023-10-18,14.374
2023-10-19,14.296
2023-10-20,14.147
2023-10-21,14.147
2023-10-22,14.147
2023-10-23,14.067
2023-10-24,14.021
2023-10-25,14.555
2023-10-26,14.219
2023-10-27,14.315
2023-10-28,14.315
2023-10-29,14.315
2023-10-30,14.382
2023-10-31,14.423
2023-11-01,14.557
2023-11-02,14.927
2023-11-03,15.119
2023-11-04,15.119
2023-11-05,15.119
2023-11-06,15.164
2023-11-07,15.094
2023-11-08,15.102
2023-11-09,15.094
2023-11-10,15.262
2023-11-11,15.262
2023-11-12,15.262
2023-11-13,15.162
2023-11-14,15.55
2023-11-15,15.755
2023-11-16,15.734
2023-11-17,15.65
2023-11-18,15.65
2023-11-19,15.65
2023-11-20,15.728
2023-11-21,15.564
2023-11-22,15.575
2023-11-23,15.575
2023-11-24,15.645
2023-11-25,15.645
2023-11-26,15.645
2023-11-27,15.569
2023-11-28,15.631
2023-11-29,15.62
2023-11-30,15.834
2023-12-01,16.038
2023-12-02,16.038
2023-12-03,16.038
2023-12-04,16.076
2023-12-05,15.943
2023-12-06,15.935
2023-12-07,16.023
2023-12-08,16.109
2023-12-09,16.109
2023-12-10,16.109
2023-12-11,16.17
2023-12-12,16.194
2023-12-13,16.526
2023-12-14,16.825
2023-12-15,16.579
2023-12-16,16.579
2023-12-17,16.579
2023-12-18,16.881
2023-12-19,16.695
2023-12-20,16.703
2023-12-21,16.924
2023-12-22,16.966
2023-12-23,16.966
2023-12-24,16.966
2023-12-25,16.966
2023-12-26,16.963
2023-12-27,16.963
2023-12-28,16.91
2023-12-29,16.812
2023-12-30,16.812
2023-12-31,16.812
2024-01-01,16.812
2024-01-02,16.275
2024-01-03,16.034
2024-01-04,16.102
2024-01-05,16.132
2024-01-06,16.132
2024-01-07,16.132
2024-01-08,16.245
2024-01-09,16.025
2024-01-10,16.141
2024-01-11,16.282
2024-01-12,16.346
2024-01-13,16.346
2024-01-14,16.346
2024-01-15,16.346
2024-01-16,16.202
2024-01-17,16.133
2024-01-18,16.164
2024-01-19,16.292
2024-01-20,16.292
2024-01-21,16.292
2024-01-22,16.531
2024-01-23,16.366
2024-01-24,16.406
2024-01-25,16.236
2024-01-26,16.231
2024-01-27,16.231
2024-01-28,16.231
2024-01-29,16.347
2024-01-30,16.317
2024-01-31,15.954
2024-02-01,16.605
2024-02-02,16.688
2024-02-03,16.688
2024-02-04,16.688
2024-02-05,16.487
2024-02-06,16.452
2024-02-07,16.517
2024-02-08,16.602
2024-02-09,16.688
2024-02-10,16.688
2024-02-11,16.688
2024-02-12,16.825
2024-02-13,16.407
2024-02-14,16.49
2024-02-15,16.562
2024-02-16,16.492
2024-02-17,16.492
2024-02-18,16.492
2024-02-19,16.492
2024-02-20,16.592
2024-02-21,16.605
2024-02-22,16.773
2024-02-23,16.848
2024-02-24,16.848
2024-02-25,16.848
2024-02-26,16.78
2024-02-27,16.86
2024-02-28,16.93
2024-02-29,16.838
2024-03-01,16.919
2024-03-02,16.919
2024-03-03,16.919
2024-03-04,17.017
2024-03-05,17.029
2024-03-06,17.087
2024-03-07,17.176
2024-03-08,17.226
2024-03-09,17.226
2024-03-10,17.226
2024-03-11,17.276
2024-03-12,17.358
2024-03-13,17.336
2024-03-14,17.202
2024-03-15,17.085
2024-03-16,17.085
2024-03-17,17.085
2024-03-18,17.112
2024-03-19,17.125
2024-03-20,17.323
2024-03-21,17.558
2024-03-22,17.372
2024-03-23,17.372
2024-03-24,17.372
2024-03-25,17.506
2024-03-26,17.471
2024-03-27,17.853
2024-03-28,17.824
2024-03-29,17.824
2024-03-30,17.824
2024-03-31,17.824
2024-04-01,17.451
2024-04-02,17.332
2024-04-03,17.438
2024-04-04,17.195
2024-04-05,17.352
2024-04-06,17.352
2024-04-07,17.352
2024-04-08,17.322
