,ZBH US Equity
2020-08-03,13.391
2020-08-04,12.677
2020-08-05,12.959
2020-08-06,12.897
2020-08-07,13.516
2020-08-08,13.516
2020-08-09,13.516
2020-08-10,13.419
2020-08-11,13.403
2020-08-12,13.439
2020-08-13,13.374
2020-08-14,13.317
2020-08-15,13.317
2020-08-16,13.317
2020-08-17,13.439
2020-08-18,13.46
2020-08-19,13.31
2020-08-20,13.266
2020-08-21,13.204
2020-08-22,13.204
2020-08-23,13.204
2020-08-24,13.267
2020-08-25,13.344
2020-08-26,13.269
2020-08-27,13.628
2020-08-28,13.738
2020-08-29,13.738
2020-08-30,13.738
2020-08-31,13.662
2020-09-01,13.623
2020-09-02,13.865
2020-09-03,13.627
2020-09-04,13.557
2020-09-05,13.557
2020-09-06,13.557
2020-09-07,13.557
2020-09-08,13.41
2020-09-09,13.596
2020-09-10,13.448
2020-09-11,13.5
2020-09-12,13.5
2020-09-13,13.5
2020-09-14,13.634
2020-09-15,13.993
2020-09-16,14.152
2020-09-17,13.847
2020-09-18,13.475
2020-09-19,13.475
2020-09-20,13.475
2020-09-21,13.003
2020-09-22,13.153
2020-09-23,12.977
2020-09-24,12.82
2020-09-25,13.104
2020-09-26,13.104
2020-09-27,13.104
2020-09-28,13.227
2020-09-29,12.967
2020-09-30,13.234
2020-10-01,13.349
2020-10-02,13.384
2020-10-03,13.384
2020-10-04,13.384
2020-10-05,13.763
2020-10-06,13.714
2020-10-07,14.078
2020-10-08,14.256
2020-10-09,14.386
2020-10-10,14.386
2020-10-11,14.386
2020-10-12,14.498
2020-10-13,14.076
2020-10-14,14.165
2020-10-15,14.342
2020-10-16,14.282
2020-10-17,14.282
2020-10-18,14.282
2020-10-19,13.803
2020-10-20,13.48
2020-10-21,13.473
2020-10-22,13.589
2020-10-23,13.557
2020-10-24,13.557
2020-10-25,13.557
2020-10-26,13.253
2020-10-27,13.167
2020-10-28,12.67
2020-10-29,12.715
2020-10-30,12.549
2020-10-31,12.549
2020-11-01,12.549
2020-11-02,12.589
2020-11-03,12.959
2020-11-04,12.996
2020-11-05,13.238
2020-11-06,13.153
2020-11-07,13.153
2020-11-08,13.153
2020-11-09,14.691
2020-11-10,14.145
2020-11-11,14.074
2020-11-12,13.983
2020-11-13,14.259
2020-11-14,14.259
2020-11-15,14.259
2020-11-16,14.151
2020-11-17,14.145
2020-11-18,13.96
2020-11-19,13.804
2020-11-20,13.748
2020-11-21,13.748
2020-11-22,13.748
2020-11-23,13.776
2020-11-24,14.232
2020-11-25,14.1
2020-11-26,14.1
2020-11-27,14.132
2020-11-28,14.132
2020-11-29,14.132
2020-11-30,14.048
2020-12-01,13.763
2020-12-02,13.928
2020-12-03,13.783
2020-12-04,14.041
2020-12-05,14.041
2020-12-06,14.041
2020-12-07,13.71
2020-12-08,13.805
2020-12-09,13.865
2020-12-10,13.75
2020-12-11,13.344
2020-12-12,13.344
2020-12-13,13.344
2020-12-14,13.43
2020-12-15,13.921
2020-12-16,14.019
2020-12-17,14.254
2020-12-18,14.3
2020-12-19,14.3
2020-12-20,14.3
2020-12-21,13.994
2020-12-22,14.204
2020-12-23,14.03
2020-12-24,14.078
2020-12-25,14.078
2020-12-26,14.078
2020-12-27,14.078
2020-12-28,14.044
2020-12-29,14.38
2020-12-30,14.358
2020-12-31,14.535
2021-01-01,14.535
2021-01-02,14.535
2021-01-03,14.535
2021-01-04,14.387
2021-01-05,14.636
2021-01-06,15.053
2021-01-07,14.964
2021-01-08,14.931
2021-01-09,14.931
2021-01-10,14.931
2021-01-11,14.935
2021-01-12,15.013
2021-01-13,15.306
2021-01-14,15.275
2021-01-15,15.041
2021-01-16,15.041
2021-01-17,15.041
2021-01-18,15.041
2021-01-19,15.023
2021-01-20,15.354
2021-01-21,15.307
2021-01-22,15.124
2021-01-23,15.124
2021-01-24,15.124
2021-01-25,14.965
2021-01-26,14.862
2021-01-27,14.334
2021-01-28,14.75
2021-01-29,14.435
2021-01-30,14.435
2021-01-31,14.435
2021-02-01,14.456
2021-02-02,14.888
2021-02-03,14.918
2021-02-04,15.122
2021-02-05,15.496
2021-02-06,15.496
2021-02-07,15.496
2021-02-08,15.047
2021-02-09,14.985
2021-02-10,15.097
2021-02-11,15.273
2021-02-12,15.195
2021-02-13,15.195
2021-02-14,15.195
2021-02-15,15.195
2021-02-16,15.1
2021-02-17,14.932
2021-02-18,14.765
2021-02-19,14.752
2021-02-20,14.752
2021-02-21,14.752
2021-02-22,15.097
2021-02-23,15.241
2021-02-24,15.413
2021-02-25,15.489
2021-02-26,15.353
2021-02-27,15.353
2021-02-28,15.353
2021-03-01,15.385
2021-03-02,15.177
2021-03-03,15.042
2021-03-04,14.712
2021-03-05,14.924
2021-03-06,14.924
2021-03-07,14.924
2021-03-08,14.736
2021-03-09,14.751
2021-03-10,15.102
2021-03-11,15.093
2021-03-12,15.539
2021-03-13,15.539
2021-03-14,15.539
2021-03-15,15.378
2021-03-16,15.262
2021-03-17,15.288
2021-03-18,15.132
2021-03-19,15.253
2021-03-20,15.253
2021-03-21,15.253
2021-03-22,15.261
2021-03-23,14.87
2021-03-24,14.995
2021-03-25,15.036
2021-03-26,15.387
2021-03-27,15.387
2021-03-28,15.387
2021-03-29,15.281
2021-03-30,15.378
2021-03-31,15.269
2021-04-01,15.261
2021-04-02,15.261
2021-04-03,15.261
2021-04-04,15.261
2021-04-05,15.519
2021-04-06,15.596
2021-04-07,15.524
2021-04-08,15.694
2021-04-09,16.18
2021-04-10,16.18
2021-04-11,16.18
2021-04-12,16.07
2021-04-13,16.084
2021-04-14,16.068
2021-04-15,16.398
2021-04-16,16.409
2021-04-17,16.409
2021-04-18,16.409
2021-04-19,16.471
2021-04-20,16.593
2021-04-21,16.865
2021-04-22,16.934
2021-04-23,16.957
2021-04-24,16.957
2021-04-25,16.957
2021-04-26,16.776
2021-04-27,16.836
2021-04-28,17.041
2021-04-29,17.052
2021-04-30,16.913
2021-05-01,16.913
2021-05-02,16.913
2021-05-03,16.988
2021-05-04,16.179
2021-05-05,16.105
2021-05-06,16.075
2021-05-07,16.007
2021-05-08,16.007
2021-05-09,16.007
2021-05-10,15.956
2021-05-11,15.548
2021-05-12,15.197
2021-05-13,15.37
2021-05-14,15.522
2021-05-15,15.522
2021-05-16,15.522
2021-05-17,15.387
2021-05-18,15.454
2021-05-19,15.684
2021-05-20,15.795
2021-05-21,15.832
2021-05-22,15.832
2021-05-23,15.832
2021-05-24,15.872
2021-05-25,15.863
2021-05-26,15.524
2021-05-27,15.85
2021-05-28,15.916
2021-05-29,15.916
2021-05-30,15.916
2021-05-31,15.916
2021-06-01,15.717
2021-06-02,15.229
2021-06-03,15.123
2021-06-04,15.047
2021-06-05,15.047
2021-06-06,15.047
2021-06-07,14.93
2021-06-08,14.896
2021-06-09,14.96
2021-06-10,15.059
2021-06-11,14.966
2021-06-12,14.966
2021-06-13,14.966
2021-06-14,14.897
2021-06-15,14.972
2021-06-16,14.943
2021-06-17,15.166
2021-06-18,14.988
2021-06-19,14.988
2021-06-20,14.988
2021-06-21,15.458
2021-06-22,15.732
2021-06-23,15.551
2021-06-24,15.544
2021-06-25,15.705
2021-06-26,15.705
2021-06-27,15.705
2021-06-28,15.501
2021-06-29,15.263
2021-06-30,15.229
2021-07-01,15.448
2021-07-02,15.484
2021-07-03,15.484
2021-07-04,15.484
2021-07-05,15.484
2021-07-06,15.414
2021-07-07,15.255
2021-07-08,15.081
2021-07-09,15.086
2021-07-10,15.086
2021-07-11,15.086
2021-07-12,15.128
2021-07-13,14.871
2021-07-14,14.732
2021-07-15,14.498
2021-07-16,14.526
2021-07-17,14.526
2021-07-18,14.526
2021-07-19,14.22
2021-07-20,14.737
2021-07-21,15.11
2021-07-22,15.024
2021-07-23,15.148
2021-07-24,15.148
2021-07-25,15.148
2021-07-26,15.118
2021-07-27,15.42
2021-07-28,15.393
2021-07-29,15.41
2021-07-30,15.475
2021-07-31,15.475
2021-08-01,15.475
2021-08-02,15.436
2021-08-03,14.624
2021-08-04,14.071
2021-08-05,14.256
2021-08-06,14.145
2021-08-07,14.145
2021-08-08,14.145
2021-08-09,13.996
2021-08-10,13.838
2021-08-11,13.831
2021-08-12,13.899
2021-08-13,13.868
2021-08-14,13.868
2021-08-15,13.868
2021-08-16,13.914
2021-08-17,14.036
2021-08-18,13.706
2021-08-19,13.681
2021-08-20,13.809
2021-08-21,13.809
2021-08-22,13.809
2021-08-23,13.797
2021-08-24,14.12
2021-08-25,14.277
2021-08-26,14.201
2021-08-27,14.246
2021-08-28,14.246
2021-08-29,14.246
2021-08-30,14.216
2021-08-31,14.279
2021-09-01,14.319
2021-09-02,14.15
2021-09-03,13.927
2021-09-04,13.927
2021-09-05,13.927
2021-09-06,13.927
2021-09-07,13.916
2021-09-08,14.017
2021-09-09,13.719
2021-09-10,13.351
2021-09-11,13.351
2021-09-12,13.351
2021-09-13,13.404
2021-09-14,14.067
2021-09-15,13.908
2021-09-16,13.929
2021-09-17,13.967
2021-09-18,13.967
2021-09-19,13.967
2021-09-20,13.713
2021-09-21,13.59
2021-09-22,13.922
2021-09-23,14.371
2021-09-24,14.45
2021-09-25,14.45
2021-09-26,14.45
2021-09-27,14.48
2021-09-28,14.414
2021-09-29,14.294
2021-09-30,14.007
2021-10-01,14.305
2021-10-02,14.305
2021-10-03,14.305
2021-10-04,14.043
2021-10-05,14.037
2021-10-06,14.069
2021-10-07,14.203
2021-10-08,14.099
2021-10-09,14.099
2021-10-10,14.099
2021-10-11,13.824
2021-10-12,13.73
2021-10-13,13.726
2021-10-14,14.001
2021-10-15,14.071
2021-10-16,14.071
2021-10-17,14.071
2021-10-18,13.937
2021-10-19,14.317
2021-10-20,14.433
2021-10-21,14.499
2021-10-22,14.504
2021-10-23,14.504
2021-10-24,14.504
2021-10-25,14.562
2021-10-26,14.447
2021-10-27,14.107
2021-10-28,14.031
2021-10-29,13.8
2021-10-30,13.8
2021-10-31,13.8
2021-11-01,14.172
2021-11-02,14.16
2021-11-03,14.459
2021-11-04,13.787
2021-11-05,14.421
2021-11-06,14.421
2021-11-07,14.421
2021-11-08,14.005
2021-11-09,13.68
2021-11-10,13.641
2021-11-11,13.521
2021-11-12,13.53
2021-11-13,13.53
2021-11-14,13.53
2021-11-15,13.402
2021-11-16,13.466
2021-11-17,13.397
2021-11-18,13.173
2021-11-19,13.165
2021-11-20,13.165
2021-11-21,13.165
2021-11-22,13.309
2021-11-23,13.517
2021-11-24,13.495
2021-11-25,13.495
2021-11-26,13.013
2021-11-27,13.013
2021-11-28,13.013
2021-11-29,12.794
2021-11-30,12.39
2021-12-01,12.41
2021-12-02,12.735
2021-12-03,12.558
2021-12-04,12.558
2021-12-05,12.558
2021-12-06,12.859
2021-12-07,13.16
2021-12-08,13.214
2021-12-09,12.823
2021-12-10,12.726
2021-12-11,12.726
2021-12-12,12.726
2021-12-13,12.825
2021-12-14,12.602
2021-12-15,12.336
2021-12-16,12.315
2021-12-17,12.354
2021-12-18,12.354
2021-12-19,12.354
2021-12-20,12.153
2021-12-21,12.518
2021-12-22,12.75
2021-12-23,12.981
2021-12-24,12.981
2021-12-25,12.981
2021-12-26,12.981
2021-12-27,13.09
2021-12-28,13.131
2021-12-29,13.133
2021-12-30,13.137
2021-12-31,13.011
2022-01-01,13.011
2022-01-02,13.011
2022-01-03,13.225
2022-01-04,13.359
2022-01-05,13.315
2022-01-06,13.205
2022-01-07,13.125
2022-01-08,13.125
2022-01-09,13.125
2022-01-10,12.997
2022-01-11,13.148
2022-01-12,12.862
2022-01-13,13.117
2022-01-14,13.052
2022-01-15,13.052
2022-01-16,13.052
2022-01-17,13.052
2022-01-18,12.946
2022-01-19,12.631
2022-01-20,12.607
2022-01-21,12.622
2022-01-22,12.622
2022-01-23,12.622
2022-01-24,12.737
2022-01-25,12.458
2022-01-26,12.411
2022-01-27,12.488
2022-01-28,12.452
2022-01-29,12.452
2022-01-30,12.452
2022-01-31,12.672
2022-02-01,12.772
2022-02-02,12.537
2022-02-03,12.491
2022-02-04,12.652
2022-02-05,12.652
2022-02-06,12.652
2022-02-07,12.061
2022-02-08,14.015
2022-02-09,14.035
2022-02-10,13.809
2022-02-11,13.511
2022-02-12,13.511
2022-02-13,13.511
2022-02-14,13.602
2022-02-15,14.2
2022-02-16,14.242
2022-02-17,13.948
2022-02-18,14.07
2022-02-19,14.07
2022-02-20,14.07
2022-02-21,14.07
2022-02-22,14.297
2022-02-23,14.252
2022-02-24,14.356
2022-02-25,14.731
2022-02-26,14.731
2022-02-27,14.731
2022-02-28,14.788
2022-03-01,14.877
2022-03-02,15.197
2022-03-03,15.128
2022-03-04,14.918
2022-03-05,14.918
2022-03-06,14.918
2022-03-07,14.452
2022-03-08,14.337
2022-03-09,14.571
2022-03-10,14.782
2022-03-11,14.718
2022-03-12,14.718
2022-03-13,14.718
2022-03-14,14.578
2022-03-15,14.765
2022-03-16,15.445
2022-03-17,15.456
2022-03-18,15.15
2022-03-19,15.15
2022-03-20,15.15
2022-03-21,15.184
2022-03-22,15.114
2022-03-23,15.146
2022-03-24,15.291
2022-03-25,15.43
2022-03-26,15.43
2022-03-27,15.43
2022-03-28,15.509
2022-03-29,15.99
2022-03-30,15.881
2022-03-31,15.783
2022-04-01,15.972
2022-04-02,15.972
2022-04-03,15.972
2022-04-04,15.727
2022-04-05,16.135
2022-04-06,15.975
2022-04-07,16.233
2022-04-08,16.234
2022-04-09,16.234
2022-04-10,16.234
2022-04-11,15.964
2022-04-12,15.931
2022-04-13,16.096
2022-04-14,15.867
2022-04-15,15.867
2022-04-16,15.867
2022-04-17,15.867
2022-04-18,15.77
2022-04-19,16.446
2022-04-20,16.858
2022-04-21,16.584
2022-04-22,15.833
2022-04-23,15.833
2022-04-24,15.833
2022-04-25,16.116
2022-04-26,15.714
2022-04-27,15.554
2022-04-28,15.771
2022-04-29,15.282
2022-04-30,15.282
2022-05-01,15.282
2022-05-02,15.269
2022-05-03,15.422
2022-05-04,16.168
2022-05-05,15.672
2022-05-06,15.401
2022-05-07,15.401
2022-05-08,15.401
2022-05-09,14.719
2022-05-10,14.613
2022-05-11,14.517
2022-05-12,14.42
2022-05-13,14.671
2022-05-14,14.671
2022-05-15,14.671
2022-05-16,14.715
2022-05-17,15.26
2022-05-18,14.885
2022-05-19,14.944
2022-05-20,15.034
2022-05-21,15.034
2022-05-22,15.034
2022-05-23,15.445
2022-05-24,15.261
2022-05-25,15.23
2022-05-26,15.422
2022-05-27,15.317
2022-05-28,15.317
2022-05-29,15.317
2022-05-30,15.317
2022-05-31,15.366
2022-06-01,15.247
2022-06-02,15.604
2022-06-03,15.42
2022-06-04,15.42
2022-06-05,15.42
2022-06-06,15.136
2022-06-07,15.228
2022-06-08,15.151
2022-06-09,14.704
2022-06-10,14.493
2022-06-11,14.493
2022-06-12,14.493
2022-06-13,14.074
2022-06-14,13.456
2022-06-15,13.674
2022-06-16,13.197
2022-06-17,13.121
2022-06-18,13.121
2022-06-19,13.121
2022-06-20,13.121
2022-06-21,13.068
2022-06-22,13.461
2022-06-23,13.601
2022-06-24,13.948
2022-06-25,13.948
2022-06-26,13.948
2022-06-27,13.905
2022-06-28,13.645
2022-06-29,13.654
2022-06-30,13.463
2022-07-01,13.746
2022-07-02,13.746
2022-07-03,13.746
2022-07-04,13.746
2022-07-05,13.698
2022-07-06,13.549
2022-07-07,13.591
2022-07-08,13.499
2022-07-09,13.499
2022-07-10,13.499
2022-07-11,13.277
2022-07-12,13.243
2022-07-13,13.167
2022-07-14,13.065
2022-07-15,13.304
2022-07-16,13.304
2022-07-17,13.304
2022-07-18,13.304
2022-07-19,13.787
2022-07-20,13.92
2022-07-21,14.018
2022-07-22,13.83
2022-07-23,13.83
2022-07-24,13.83
2022-07-25,13.947
2022-07-26,13.962
2022-07-27,14.362
2022-07-28,14.319
2022-07-29,14.284
2022-07-30,14.284
2022-07-31,14.284
2022-08-01,14.206
2022-08-02,14.913
2022-08-03,15.042
2022-08-04,14.748
2022-08-05,14.736
2022-08-06,14.736
2022-08-07,14.736
2022-08-08,14.723
2022-08-09,14.636
2022-08-10,14.959
2022-08-11,14.963
2022-08-12,15.231
2022-08-13,15.231
2022-08-14,15.231
2022-08-15,15.198
2022-08-16,15.118
2022-08-17,14.926
2022-08-18,14.91
2022-08-19,14.742
2022-08-20,14.742
2022-08-21,14.742
2022-08-22,14.498
2022-08-23,14.23
2022-08-24,14.282
2022-08-25,14.574
2022-08-26,13.997
2022-08-27,13.997
2022-08-28,13.997
2022-08-29,14.012
2022-08-30,13.979
2022-08-31,13.842
2022-09-01,13.905
2022-09-02,13.745
2022-09-03,13.745
2022-09-04,13.745
2022-09-05,13.745
2022-09-06,13.661
2022-09-07,14.137
2022-09-08,14.424
2022-09-09,14.907
2022-09-10,14.907
2022-09-11,14.907
2022-09-12,15.528
2022-09-13,15.155
2022-09-14,15.156
2022-09-15,15.073
2022-09-16,14.672
2022-09-17,14.672
2022-09-18,14.672
2022-09-19,14.764
2022-09-20,14.571
2022-09-21,14.366
2022-09-22,14.081
2022-09-23,13.846
2022-09-24,13.846
2022-09-25,13.846
2022-09-26,13.708
2022-09-27,13.665
2022-09-28,14.018
2022-09-29,13.996
2022-09-30,13.66
2022-10-01,13.66
2022-10-02,13.66
2022-10-03,14.022
2022-10-04,14.593
2022-10-05,14.698
2022-10-06,14.451
2022-10-07,14.145
2022-10-08,14.145
2022-10-09,14.145
2022-10-10,13.989
2022-10-11,14.175
2022-10-12,14.011
2022-10-13,14.321
2022-10-14,13.991
2022-10-15,13.991
2022-10-16,13.991
2022-10-17,14.462
2022-10-18,14.268
2022-10-19,14.149
2022-10-20,13.928
2022-10-21,14.067
2022-10-22,14.067
2022-10-23,14.067
2022-10-24,14.282
2022-10-25,14.504
2022-10-26,14.706
2022-10-27,14.613
2022-10-28,14.863
2022-10-29,14.863
2022-10-30,14.863
2022-10-31,14.857
2022-11-01,14.659
2022-11-02,14.359
2022-11-03,14.058
2022-11-04,13.98
2022-11-05,13.98
2022-11-06,13.98
2022-11-07,14.338
2022-11-08,14.164
2022-11-09,14.103
2022-11-10,15.103
2022-11-11,15.458
2022-11-12,15.458
2022-11-13,15.458
2022-11-14,15.158
2022-11-15,15.4
2022-11-16,15.318
2022-11-17,15.004
2022-11-18,15.268
2022-11-19,15.268
2022-11-20,15.268
2022-11-21,15.327
2022-11-22,15.434
2022-11-23,15.793
2022-11-24,15.793
2022-11-25,15.953
2022-11-26,15.953
2022-11-27,15.953
2022-11-28,15.747
2022-11-29,15.925
2022-11-30,16.072
2022-12-01,16.507
2022-12-02,16.456
2022-12-03,16.456
2022-12-04,16.456
2022-12-05,16.362
2022-12-06,16.243
2022-12-07,16.615
2022-12-08,16.836
2022-12-09,16.643
2022-12-10,16.643
2022-12-11,16.643
2022-12-12,16.875
2022-12-13,17.182
2022-12-14,17.157
2022-12-15,16.994
2022-12-16,16.801
2022-12-17,16.801
2022-12-18,16.801
2022-12-19,16.718
2022-12-20,16.544
2022-12-21,16.761
2022-12-22,16.723
2022-12-23,16.742
2022-12-24,16.742
2022-12-25,16.742
2022-12-26,16.742
2022-12-27,16.82
2022-12-28,16.649
2022-12-29,16.892
2022-12-30,16.849
2022-12-31,16.849
2023-01-01,16.849
2023-01-02,16.849
2023-01-03,16.826
2023-01-04,16.996
2023-01-05,16.723
2023-01-06,16.673
2023-01-07,16.673
2023-01-08,16.673
2023-01-09,16.715
2023-01-10,16.642
2023-01-11,16.486
2023-01-12,16.337
2023-01-13,16.361
2023-01-14,16.361
2023-01-15,16.361
2023-01-16,16.361
2023-01-17,16.312
2023-01-18,16.189
2023-01-19,16.171
2023-01-20,16.455
2023-01-21,16.455
2023-01-22,16.455
2023-01-23,16.7
2023-01-24,16.637
2023-01-25,16.56
2023-01-26,16.607
2023-01-27,16.657
2023-01-28,16.657
2023-01-29,16.657
2023-01-30,16.65
2023-01-31,16.85
2023-02-01,16.911
2023-02-02,16.859
2023-02-03,16.988
2023-02-04,16.988
2023-02-05,16.988
2023-02-06,16.795
2023-02-07,17.111
2023-02-08,17.088
2023-02-09,16.765
2023-02-10,16.715
2023-02-11,16.715
2023-02-12,16.715
2023-02-13,16.734
2023-02-14,16.559
2023-02-15,16.533
2023-02-16,16.35
2023-02-17,16.475
2023-02-18,16.475
2023-02-19,16.475
2023-02-20,16.475
2023-02-21,16.217
2023-02-22,16.168
2023-02-23,16.109
2023-02-24,16.047
2023-02-25,16.047
2023-02-26,16.047
2023-02-27,16.126
2023-02-28,16.2
2023-03-01,15.966
2023-03-02,16.085
2023-03-03,16.508
2023-03-04,16.508
2023-03-05,16.508
2023-03-06,16.298
2023-03-07,16.106
2023-03-08,15.944
2023-03-09,16.002
2023-03-10,16.156
2023-03-11,16.156
2023-03-12,16.156
2023-03-13,16.25
2023-03-14,16.561
2023-03-15,16.382
2023-03-16,16.404
2023-03-17,16.258
2023-03-18,16.258
2023-03-19,16.258
2023-03-20,16.522
2023-03-21,16.713
2023-03-22,16.399
2023-03-23,16.349
2023-03-24,16.491
2023-03-25,16.491
2023-03-26,16.491
2023-03-27,16.479
2023-03-28,16.529
2023-03-29,16.618
2023-03-30,16.614
2023-03-31,16.934
2023-04-01,16.934
2023-04-02,16.934
2023-04-03,16.782
2023-04-04,16.766
2023-04-05,16.854
2023-04-06,16.93
2023-04-07,16.93
2023-04-08,16.93
2023-04-09,16.93
2023-04-10,16.797
2023-04-11,17.22
2023-04-12,17.247
2023-04-13,17.369
2023-04-14,17.35
2023-04-15,17.35
2023-04-16,17.35
2023-04-17,17.296
2023-04-18,17.408
2023-04-19,17.9
2023-04-20,17.93
2023-04-21,17.874
2023-04-22,17.874
2023-04-23,17.874
2023-04-24,17.903
2023-04-25,18.022
2023-04-26,18.024
2023-04-27,17.93
2023-04-28,18.162
2023-04-29,18.162
2023-04-30,18.162
2023-05-01,18.213
2023-05-02,18.064
2023-05-03,17.551
2023-05-04,17.175
2023-05-05,17.236
2023-05-06,17.236
2023-05-07,17.236
2023-05-08,17.177
2023-05-09,17.003
2023-05-10,17.175
2023-05-11,17.083
2023-05-12,17.091
2023-05-13,17.091
2023-05-14,17.091
2023-05-15,17.1
2023-05-16,16.886
2023-05-17,16.822
2023-05-18,16.909
2023-05-19,16.906
2023-05-20,16.906
2023-05-21,16.906
2023-05-22,16.931
2023-05-23,16.312
2023-05-24,16.099
2023-05-25,15.996
2023-05-26,15.978
2023-05-27,15.978
2023-05-28,15.978
2023-05-29,15.978
2023-05-30,15.821
2023-05-31,15.935
2023-06-01,15.937
2023-06-02,16.244
2023-06-03,16.244
2023-06-04,16.244
2023-06-05,16.326
2023-06-06,16.301
2023-06-07,16.646
2023-06-08,16.923
2023-06-09,17.013
2023-06-10,17.013
2023-06-11,17.013
2023-06-12,16.956
2023-06-13,17.116
2023-06-14,17.764
2023-06-15,17.837
2023-06-16,18.028
2023-06-17,18.028
2023-06-18,18.028
2023-06-19,18.028
2023-06-20,17.972
2023-06-21,17.876
2023-06-22,18.088
