,COR US Equity
2023-06-24,14.679
2023-06-25,14.679
2023-06-26,14.686
2023-06-27,14.764
2023-06-28,14.837
2023-06-29,14.9
2023-06-30,15.049
2023-07-01,15.049
2023-07-02,15.049
2023-07-03,14.931
2023-07-04,14.931
2023-07-05,14.91
2023-07-06,15.03
2023-07-07,14.917
2023-07-08,14.917
2023-07-09,14.917
2023-07-10,15.075
2023-07-11,15.105
2023-07-12,14.916
2023-07-13,14.953
2023-07-14,14.964
2023-07-15,14.964
2023-07-16,14.964
2023-07-17,15.019
2023-07-18,15.039
2023-07-19,15.004
2023-07-20,15.119
2023-07-21,15.055
2023-07-22,15.055
2023-07-23,15.055
2023-07-24,14.973
2023-07-25,15.007
2023-07-26,14.68
2023-07-27,14.65
2023-07-28,14.599
2023-07-29,14.599
2023-07-30,14.599
2023-07-31,14.626
2023-08-01,14.765
2023-08-02,14.887
2023-08-03,14.864
2023-08-04,14.384
2023-08-05,14.384
2023-08-06,14.384
2023-08-07,14.469
2023-08-08,14.368
2023-08-09,14.394
2023-08-10,14.535
2023-08-11,14.536
2023-08-12,14.536
2023-08-13,14.536
2023-08-14,14.556
2023-08-15,14.386
2023-08-16,14.239
2023-08-17,13.931
2023-08-18,13.962
2023-08-19,13.962
2023-08-20,13.962
2023-08-21,14.007
2023-08-22,13.773
2023-08-23,13.758
2023-08-24,13.835
2023-08-25,13.89
2023-08-26,13.89
2023-08-27,13.89
2023-08-28,13.961
2023-08-29,13.928
2023-08-30,13.841
2023-08-31,13.615
2023-09-01,13.529
2023-09-02,13.529
2023-09-03,13.529
2023-09-04,13.529
2023-09-05,13.367
2023-09-06,13.507
2023-09-07,13.778
2023-09-08,13.741
2023-09-09,13.741
2023-09-10,13.741
2023-09-11,13.743
2023-09-12,13.801
2023-09-13,13.663
2023-09-14,13.686
2023-09-15,13.787
2023-09-16,13.787
2023-09-17,13.787
2023-09-18,13.855
2023-09-19,13.909
2023-09-20,14.145
2023-09-21,14.311
2023-09-22,14.39
2023-09-23,14.39
2023-09-24,14.39
2023-09-25,14.488
2023-09-26,14.376
2023-09-27,14.329
2023-09-28,14.151
2023-09-29,13.927
2023-09-30,13.927
2023-10-01,13.927
2023-10-02,13.855
2023-10-03,13.947
2023-10-04,14.132
2023-10-05,14.316
2023-10-06,14.224
2023-10-07,14.224
2023-10-08,14.224
2023-10-09,14.405
2023-10-10,14.534
2023-10-11,14.543
2023-10-12,14.508
2023-10-13,14.617
2023-10-14,14.617
2023-10-15,14.617
2023-10-16,14.453
2023-10-17,14.491
2023-10-18,14.654
2023-10-19,14.68
2023-10-20,14.592
2023-10-21,14.592
2023-10-22,14.592
2023-10-23,14.597
2023-10-24,14.612
2023-10-25,14.621
2023-10-26,14.58
2023-10-27,14.506
2023-10-28,14.506
2023-10-29,14.506
2023-10-30,14.344
2023-10-31,14.343
2023-11-01,14.504
2023-11-02,14.871
2023-11-03,15.153
2023-11-04,15.153
2023-11-05,15.153
2023-11-06,15.203
2023-11-07,15.14
2023-11-08,15.184
2023-11-09,15.186
2023-11-10,15.284
2023-11-11,15.284
2023-11-12,15.284
2023-11-13,15.384
2023-11-14,15.036
2023-11-15,14.947
2023-11-16,15.234
2023-11-17,15.082
2023-11-18,15.082
2023-11-19,15.082
2023-11-20,15.155
2023-11-21,15.379
2023-11-22,15.445
2023-11-23,15.445
2023-11-24,15.57
2023-11-25,15.57
2023-11-26,15.57
2023-11-27,15.607
2023-11-28,15.57
2023-11-29,15.432
2023-11-30,15.73
2023-12-01,15.786
2023-12-02,15.786
2023-12-03,15.786
2023-12-04,15.76
2023-12-05,15.758
2023-12-06,15.521
2023-12-07,15.486
2023-12-08,15.605
2023-12-09,15.605
2023-12-10,15.605
2023-12-11,15.69
2023-12-12,15.775
2023-12-13,15.757
2023-12-14,15.588
2023-12-15,15.497
2023-12-16,15.497
2023-12-17,15.497
2023-12-18,15.477
2023-12-19,15.617
2023-12-20,15.456
2023-12-21,15.643
2023-12-22,15.702
2023-12-23,15.702
2023-12-24,15.702
2023-12-25,15.702
2023-12-26,15.783
2023-12-27,15.794
2023-12-28,15.737
2023-12-29,15.883
2023-12-30,15.883
2023-12-31,15.883
2024-01-01,15.883
2024-01-02,16.125
2024-01-03,16.263
2024-01-04,16.288
2024-01-05,16.342
2024-01-06,16.342
2024-01-07,16.342
2024-01-08,16.262
2024-01-09,16.513
2024-01-10,16.707
2024-01-11,16.923
2024-01-12,16.962
2024-01-13,16.962
2024-01-14,16.962
2024-01-15,16.962
2024-01-16,16.929
2024-01-17,16.906
2024-01-18,17.067
2024-01-19,16.873
2024-01-20,16.873
2024-01-21,16.873
2024-01-22,16.864
2024-01-23,16.84
2024-01-24,16.801
2024-01-25,16.908
2024-01-26,16.821
2024-01-27,16.821
2024-01-28,16.821
2024-01-29,16.88
2024-01-30,17.041
2024-01-31,17.65
2024-02-01,17.88
2024-02-02,17.69
2024-02-03,17.69
2024-02-04,17.69
2024-02-05,17.547
2024-02-06,17.607
2024-02-07,17.806
2024-02-08,17.249
2024-02-09,17.154
2024-02-10,17.154
2024-02-11,17.154
2024-02-12,17.101
2024-02-13,17.191
2024-02-14,17.22
2024-02-15,17.332
2024-02-16,17.231
2024-02-17,17.231
2024-02-18,17.231
2024-02-19,17.231
2024-02-20,17.28
2024-02-21,17.362
2024-02-22,17.431
2024-02-23,17.645
2024-02-24,17.645
2024-02-25,17.645
2024-02-26,17.719
2024-02-27,17.583
2024-02-28,17.555
2024-02-29,17.518
2024-03-01,17.624
2024-03-02,17.624
2024-03-03,17.624
2024-03-04,17.533
2024-03-05,17.496
2024-03-06,17.45
2024-03-07,17.669
2024-03-08,17.657
2024-03-09,17.657
2024-03-10,17.657
2024-03-11,17.673
2024-03-12,17.655
2024-03-13,17.456
2024-03-14,17.673
2024-03-15,17.714
2024-03-16,17.714
2024-03-17,17.714
2024-03-18,17.794
2024-03-19,18.02
2024-03-20,17.984
2024-03-21,18.018
2024-03-22,18.031
2024-03-23,18.031
2024-03-24,18.031
2024-03-25,17.998
2024-03-26,18.053
2024-03-27,18.19
2024-03-28,18.068
2024-03-29,18.068
2024-03-30,18.068
2024-03-31,18.068
2024-04-01,18.068
2024-04-02,18.075
2024-04-03,18.275
2024-04-04,18.001
2024-04-05,18.089
2024-04-06,18.089
2024-04-07,18.089
2024-04-08,17.879
