,TPX US Equity
2020-09-14,9.062
2020-09-15,9.176
2020-09-16,8.584
2020-09-17,8.61
2020-09-18,8.305
2020-09-19,8.305
2020-09-20,8.305
2020-09-21,8.212
2020-09-22,8.232
2020-09-23,8.099
2020-09-24,8.117
2020-09-25,8.293
2020-09-26,8.293
2020-09-27,8.293
2020-09-28,8.547
2020-09-29,8.352
2020-09-30,8.442
2020-10-01,8.492
2020-10-02,8.666
2020-10-03,8.666
2020-10-04,8.666
2020-10-05,8.684
2020-10-06,8.41
2020-10-07,8.337
2020-10-08,8.434
2020-10-09,8.532
2020-10-10,8.532
2020-10-11,8.532
2020-10-12,8.716
2020-10-13,8.808
2020-10-14,8.927
2020-10-15,9.014
2020-10-16,8.929
2020-10-17,8.929
2020-10-18,8.929
2020-10-19,8.718
2020-10-20,8.683
2020-10-21,8.385
2020-10-22,8.407
2020-10-23,8.389
2020-10-24,8.389
2020-10-25,8.389
2020-10-26,8.199
2020-10-27,8.184
2020-10-28,8.098
2020-10-29,7.786
2020-10-30,8.046
2020-10-31,8.046
2020-11-01,8.046
2020-11-02,8.046
2020-11-03,8.07
2020-11-04,8.242
2020-11-05,8.827
2020-11-06,8.803
2020-11-07,8.803
2020-11-08,8.803
2020-11-09,7.901
2020-11-10,8.046
2020-11-11,8.192
2020-11-12,8.179
2020-11-13,8.494
2020-11-14,8.494
2020-11-15,8.494
2020-11-16,8.832
2020-11-17,9.158
2020-11-18,9.152
2020-11-19,9.241
2020-11-20,9.268
2020-11-21,9.268
2020-11-22,9.268
2020-11-23,9.273
2020-11-24,9.083
2020-11-25,9.221
2020-11-26,9.221
2020-11-27,9.242
2020-11-28,9.242
2020-11-29,9.242
2020-11-30,9.109
2020-12-01,9.08
2020-12-02,8.83
2020-12-03,9.145
2020-12-04,9.109
2020-12-05,9.109
2020-12-06,9.109
2020-12-07,9.148
2020-12-08,8.892
2020-12-09,9.315
2020-12-10,9.651
2020-12-11,9.937
2020-12-12,9.937
2020-12-13,9.937
2020-12-14,9.377
2020-12-15,9.737
2020-12-16,9.651
2020-12-17,9.744
2020-12-18,9.779
2020-12-19,9.779
2020-12-20,9.779
2020-12-21,9.868
2020-12-22,9.897
2020-12-23,9.801
2020-12-24,9.997
2020-12-25,9.997
2020-12-26,9.997
2020-12-27,9.997
2020-12-28,9.804
2020-12-29,9.712
2020-12-30,9.786
2020-12-31,9.619
2021-01-01,9.619
2021-01-02,9.619
2021-01-03,9.619
2021-01-04,9.427
2021-01-05,9.512
2021-01-06,9.911
2021-01-07,9.957
2021-01-08,9.904
2021-01-09,9.904
2021-01-10,9.904
2021-01-11,10.1
2021-01-12,10.374
2021-01-13,10.136
2021-01-14,10.189
2021-01-15,10.228
2021-01-16,10.228
2021-01-17,10.228
2021-01-18,10.228
2021-01-19,10.114
2021-01-20,10.242
2021-01-21,10.2
2021-01-22,10.274
2021-01-23,10.274
2021-01-24,10.274
2021-01-25,10.125
2021-01-26,9.504
2021-01-27,9.163
2021-01-28,9.269
2021-01-29,9.006
2021-01-30,9.006
2021-01-31,9.006
2021-02-01,9.331
2021-02-02,9.672
2021-02-03,9.562
2021-02-04,9.767
2021-02-05,9.696
2021-02-06,9.696
2021-02-07,9.696
2021-02-08,10.026
2021-02-09,10.016
2021-02-10,10.023
2021-02-11,9.415
2021-02-12,9.511
2021-02-13,9.511
2021-02-14,9.511
2021-02-15,9.511
2021-02-16,9.251
2021-02-17,9.131
2021-02-18,9.365
2021-02-19,9.801
2021-02-20,9.801
2021-02-21,9.801
2021-02-22,9.707
2021-02-23,9.883
2021-02-24,10.015
2021-02-25,9.795
2021-02-26,9.795
2021-02-27,9.795
2021-02-28,9.795
2021-03-01,10.211
2021-03-02,10.311
2021-03-03,10.563
2021-03-04,10.018
2021-03-05,10.592
2021-03-06,10.592
2021-03-07,10.592
2021-03-08,10.877
2021-03-09,10.768
2021-03-10,10.774
2021-03-11,10.856
2021-03-12,11.132
2021-03-13,11.132
2021-03-14,11.132
2021-03-15,11.478
2021-03-16,11.29
2021-03-17,11.478
2021-03-18,11.211
2021-03-19,11.571
2021-03-20,11.571
2021-03-21,11.571
2021-03-22,11.398
2021-03-23,10.792
2021-03-24,10.715
2021-03-25,10.924
2021-03-26,11.132
2021-03-27,11.132
2021-03-28,11.132
2021-03-29,10.642
2021-03-30,10.833
2021-03-31,10.718
2021-04-01,10.97
2021-04-02,10.97
2021-04-03,10.97
2021-04-04,10.97
2021-04-05,11.0
2021-04-06,11.029
2021-04-07,10.988
2021-04-08,10.991
2021-04-09,11.413
2021-04-10,11.413
2021-04-11,11.413
2021-04-12,11.393
2021-04-13,11.384
2021-04-14,11.428
2021-04-15,11.454
2021-04-16,11.58
2021-04-17,11.58
2021-04-18,11.58
2021-04-19,11.434
2021-04-20,11.249
2021-04-21,11.56
2021-04-22,11.422
2021-04-23,11.721
2021-04-24,11.721
2021-04-25,11.721
2021-04-26,11.654
2021-04-27,11.914
2021-04-28,11.815
2021-04-29,10.345
2021-04-30,10.264
2021-05-01,10.264
2021-05-02,10.264
2021-05-03,10.49
2021-05-04,10.401
2021-05-05,10.506
2021-05-06,10.409
2021-05-07,10.59
2021-05-08,10.59
2021-05-09,10.59
2021-05-10,10.549
2021-05-11,10.339
2021-05-12,9.684
2021-05-13,9.908
2021-05-14,10.215
2021-05-15,10.215
2021-05-16,10.215
2021-05-17,10.121
2021-05-18,9.959
2021-05-19,9.781
2021-05-20,9.827
2021-05-21,9.622
2021-05-22,9.622
2021-05-23,9.622
2021-05-24,9.897
2021-05-25,9.884
2021-05-26,9.935
2021-05-27,10.636
2021-05-28,10.38
2021-05-29,10.38
2021-05-30,10.38
2021-05-31,10.38
2021-06-01,10.577
2021-06-02,10.143
2021-06-03,10.058
2021-06-04,10.225
2021-06-05,10.225
2021-06-06,10.225
2021-06-07,10.331
2021-06-08,10.392
2021-06-09,10.331
2021-06-10,10.191
2021-06-11,10.469
2021-06-12,10.469
2021-06-13,10.469
2021-06-14,10.294
2021-06-15,10.22
2021-06-16,10.09
2021-06-17,9.889
2021-06-18,9.867
2021-06-19,9.867
2021-06-20,9.867
2021-06-21,9.989
2021-06-22,9.976
2021-06-23,9.928
2021-06-24,10.056
2021-06-25,10.281
2021-06-26,10.281
2021-06-27,10.281
2021-06-28,10.257
2021-06-29,10.305
2021-06-30,10.392
2021-07-01,11.01
2021-07-02,11.201
2021-07-03,11.201
2021-07-04,11.201
2021-07-05,11.201
2021-07-06,10.764
2021-07-07,10.753
2021-07-08,10.406
2021-07-09,10.689
2021-07-10,10.689
2021-07-11,10.689
2021-07-12,10.793
2021-07-13,10.52
2021-07-14,10.467
2021-07-15,10.35
2021-07-16,10.231
2021-07-17,10.231
2021-07-18,10.231
2021-07-19,10.056
2021-07-20,10.483
2021-07-21,10.713
2021-07-22,10.453
2021-07-23,10.559
2021-07-24,10.559
2021-07-25,10.559
2021-07-26,10.581
2021-07-27,10.143
2021-07-28,9.981
2021-07-29,11.519
2021-07-30,10.009
2021-07-31,10.009
2021-08-01,10.009
2021-08-02,9.854
2021-08-03,9.857
2021-08-04,9.794
2021-08-05,9.896
2021-08-06,9.776
2021-08-07,9.776
2021-08-08,9.776
2021-08-09,9.873
2021-08-10,9.9
2021-08-11,10.139
2021-08-12,10.116
2021-08-13,10.151
2021-08-14,10.151
2021-08-15,10.151
2021-08-16,10.151
2021-08-17,9.982
2021-08-18,9.993
2021-08-19,9.831
2021-08-20,9.873
2021-08-21,9.873
2021-08-22,9.873
2021-08-23,10.007
2021-08-24,10.162
2021-08-25,10.436
2021-08-26,10.348
2021-08-27,10.533
2021-08-28,10.533
2021-08-29,10.533
2021-08-30,10.529
2021-08-31,10.362
2021-09-01,10.554
2021-09-02,10.61
2021-09-03,10.617
2021-09-04,10.617
2021-09-05,10.617
2021-09-06,10.617
2021-09-07,10.563
2021-09-08,10.617
2021-09-09,11.002
2021-09-10,10.946
2021-09-11,10.946
2021-09-12,10.946
2021-09-13,11.064
2021-09-14,10.988
2021-09-15,11.08
2021-09-16,11.055
2021-09-17,11.029
2021-09-18,11.029
2021-09-19,11.029
2021-09-20,11.041
2021-09-21,11.206
2021-09-22,11.495
2021-09-23,11.477
2021-09-24,11.444
2021-09-25,11.444
2021-09-26,11.444
2021-09-27,11.461
2021-09-28,11.206
2021-09-29,11.189
2021-09-30,10.758
2021-10-01,10.786
2021-10-02,10.786
2021-10-03,10.786
2021-10-04,10.57
2021-10-05,10.496
2021-10-06,10.485
2021-10-07,10.661
2021-10-08,10.429
2021-10-09,10.429
2021-10-10,10.429
2021-10-11,10.387
2021-10-12,10.353
2021-10-13,10.204
2021-10-14,10.429
2021-10-15,10.341
2021-10-16,10.341
2021-10-17,10.341
2021-10-18,10.784
2021-10-19,10.689
2021-10-20,10.854
2021-10-21,11.063
2021-10-22,11.095
2021-10-23,11.095
2021-10-24,11.095
2021-10-25,11.107
2021-10-26,11.012
2021-10-27,10.822
2021-10-28,10.418
2021-10-29,10.284
2021-10-30,10.284
2021-10-31,10.284
2021-11-01,10.418
2021-11-02,10.259
2021-11-03,10.455
2021-11-04,10.413
2021-11-05,10.425
2021-11-06,10.425
2021-11-07,10.425
2021-11-08,10.367
2021-11-09,10.307
2021-11-10,10.154
2021-11-11,10.115
2021-11-12,10.388
2021-11-13,10.388
2021-11-14,10.388
2021-11-15,10.471
2021-11-16,10.652
2021-11-17,10.263
2021-11-18,10.244
2021-11-19,10.191
2021-11-20,10.191
2021-11-21,10.191
2021-11-22,10.212
2021-11-23,10.175
2021-11-24,10.166
2021-11-25,10.166
2021-11-26,9.786
2021-11-27,9.786
2021-11-28,9.786
2021-11-29,9.853
2021-11-30,9.927
2021-12-01,10.029
2021-12-02,10.39
2021-12-03,10.119
2021-12-04,10.119
2021-12-05,10.119
2021-12-06,10.502
2021-12-07,10.513
2021-12-08,10.604
2021-12-09,10.376
2021-12-10,10.388
2021-12-11,10.388
2021-12-12,10.388
2021-12-13,10.597
2021-12-14,10.636
2021-12-15,10.935
2021-12-16,10.747
2021-12-17,10.58
2021-12-18,10.58
2021-12-19,10.58
2021-12-20,10.395
2021-12-21,10.578
2021-12-22,10.775
2021-12-23,10.729
2021-12-24,10.729
2021-12-25,10.729
2021-12-26,10.729
2021-12-27,10.896
2021-12-28,10.935
2021-12-29,11.069
2021-12-30,10.889
2021-12-31,10.898
2022-01-01,10.898
2022-01-02,10.898
2022-01-03,10.977
2022-01-04,11.171
2022-01-05,10.851
2022-01-06,10.907
2022-01-07,10.39
2022-01-08,10.39
2022-01-09,10.39
2022-01-10,10.258
2022-01-11,10.346
2022-01-12,10.291
2022-01-13,10.138
2022-01-14,9.753
2022-01-15,9.753
2022-01-16,9.753
2022-01-17,9.753
2022-01-18,9.459
2022-01-19,9.359
2022-01-20,9.127
2022-01-21,8.885
2022-01-22,8.885
2022-01-23,8.885
2022-01-24,9.168
2022-01-25,9.14
2022-01-26,8.885
2022-01-27,8.493
2022-01-28,8.842
2022-01-29,8.842
2022-01-30,8.842
2022-01-31,9.138
2022-02-01,9.216
2022-02-02,9.22
2022-02-03,9.044
2022-02-04,9.085
2022-02-05,9.085
2022-02-06,9.085
2022-02-07,9.11
2022-02-08,9.276
2022-02-09,9.588
2022-02-10,9.34
2022-02-11,9.22
2022-02-12,9.22
2022-02-13,9.22
2022-02-14,9.152
2022-02-15,9.179
2022-02-16,9.009
2022-02-17,8.559
2022-02-18,8.587
2022-02-19,8.587
2022-02-20,8.587
2022-02-21,8.587
2022-02-22,6.548
2022-02-23,6.698
2022-02-24,6.91
2022-02-25,7.121
2022-02-26,7.121
2022-02-27,7.121
2022-02-28,6.957
2022-03-01,6.716
2022-03-02,7.039
2022-03-03,6.974
2022-03-04,6.83
2022-03-05,6.83
2022-03-06,6.83
2022-03-07,6.159
2022-03-08,6.383
2022-03-09,6.599
2022-03-10,6.741
2022-03-11,6.612
2022-03-12,6.612
2022-03-13,6.612
2022-03-14,6.421
2022-03-15,6.669
2022-03-16,6.924
2022-03-17,6.996
2022-03-18,7.226
2022-03-19,7.226
2022-03-20,7.226
2022-03-21,7.042
2022-03-22,7.019
2022-03-23,6.502
2022-03-24,6.498
2022-03-25,6.299
2022-03-26,6.299
2022-03-27,6.299
2022-03-28,6.272
2022-03-29,6.562
2022-03-30,6.182
2022-03-31,5.954
2022-04-01,6.014
2022-04-02,6.014
2022-04-03,6.014
2022-04-04,6.081
2022-04-05,6.177
2022-04-06,6.188
2022-04-07,6.133
2022-04-08,6.262
2022-04-09,6.262
2022-04-10,6.262
2022-04-11,6.229
2022-04-12,6.613
2022-04-13,6.579
2022-04-14,6.498
2022-04-15,6.498
2022-04-16,6.498
2022-04-17,6.498
2022-04-18,6.464
2022-04-19,6.897
2022-04-20,6.888
2022-04-21,6.776
2022-04-22,6.6
2022-04-23,6.6
2022-04-24,6.6
2022-04-25,6.809
2022-04-26,6.477
2022-04-27,6.358
2022-04-28,6.796
2022-04-29,6.35
2022-04-30,6.35
2022-05-01,6.35
2022-05-02,6.565
2022-05-03,6.624
2022-05-04,6.849
2022-05-05,6.551
2022-05-06,6.441
2022-05-07,6.441
2022-05-08,6.441
2022-05-09,6.247
2022-05-10,6.034
2022-05-11,5.744
2022-05-12,5.961
2022-05-13,6.231
2022-05-14,6.231
2022-05-15,6.231
2022-05-16,6.104
2022-05-17,6.288
2022-05-18,5.897
2022-05-19,5.855
2022-05-20,5.843
2022-05-21,5.843
2022-05-22,5.843
2022-05-23,5.857
2022-05-24,5.563
2022-05-25,5.817
2022-05-26,6.106
2022-05-27,6.21
2022-05-28,6.21
2022-05-29,6.21
2022-05-30,6.21
2022-05-31,6.201
2022-06-01,5.794
2022-06-02,6.038
2022-06-03,5.853
2022-06-04,5.853
2022-06-05,5.853
2022-06-06,5.932
2022-06-07,5.822
2022-06-08,5.773
2022-06-09,5.601
2022-06-10,5.204
2022-06-11,5.204
2022-06-12,5.204
2022-06-13,5.086
2022-06-14,5.032
2022-06-15,5.323
2022-06-16,4.792
2022-06-17,4.994
2022-06-18,4.994
2022-06-19,4.994
2022-06-20,4.994
2022-06-21,4.99
2022-06-22,5.072
2022-06-23,5.302
2022-06-24,5.563
2022-06-25,5.563
2022-06-26,5.563
2022-06-27,5.446
2022-06-28,5.291
2022-06-29,5.093
2022-06-30,5.025
2022-07-01,4.999
2022-07-02,4.999
2022-07-03,4.999
2022-07-04,4.999
2022-07-05,5.366
2022-07-06,5.361
2022-07-07,5.535
2022-07-08,5.508
2022-07-09,5.508
2022-07-10,5.508
2022-07-11,5.479
2022-07-12,5.584
2022-07-13,5.648
2022-07-14,5.513
2022-07-15,5.591
2022-07-16,5.591
2022-07-17,5.591
2022-07-18,5.68
2022-07-19,5.935
2022-07-20,6.662
2022-07-21,6.809
2022-07-22,6.775
2022-07-23,6.775
2022-07-24,6.775
2022-07-25,6.697
2022-07-26,6.472
2022-07-27,7.119
2022-07-28,7.898
2022-07-29,8.129
2022-07-30,8.129
2022-07-31,8.129
2022-08-01,8.236
2022-08-02,7.975
2022-08-03,8.176
2022-08-04,8.153
2022-08-05,8.046
2022-08-06,8.046
2022-08-07,8.046
2022-08-08,8.307
2022-08-09,7.91
2022-08-10,8.243
2022-08-11,8.132
2022-08-12,8.238
2022-08-13,8.238
2022-08-14,8.238
2022-08-15,8.249
2022-08-16,8.477
2022-08-17,8.223
2022-08-18,8.252
2022-08-19,7.97
2022-08-20,7.97
2022-08-21,7.97
2022-08-22,7.704
2022-08-23,7.702
2022-08-24,7.667
2022-08-25,7.727
2022-08-26,7.382
2022-08-27,7.382
2022-08-28,7.382
2022-08-29,7.314
2022-08-30,7.354
2022-08-31,7.131
2022-09-01,7.242
2022-09-02,7.094
2022-09-03,7.094
2022-09-04,7.094
2022-09-05,7.094
2022-09-06,6.957
2022-09-07,7.767
2022-09-08,7.713
2022-09-09,7.944
2022-09-10,7.944
2022-09-11,7.944
2022-09-12,8.049
2022-09-13,7.89
2022-09-14,7.947
2022-09-15,7.984
2022-09-16,7.693
2022-09-17,7.693
2022-09-18,7.693
2022-09-19,7.893
2022-09-20,7.639
2022-09-21,7.582
2022-09-22,7.168
2022-09-23,7.08
2022-09-24,7.08
2022-09-25,7.08
2022-09-26,6.997
2022-09-27,7.037
2022-09-28,7.314
2022-09-29,6.943
2022-09-30,6.883
2022-10-01,6.883
2022-10-02,6.883
2022-10-03,7.225
2022-10-04,7.724
2022-10-05,7.604
2022-10-06,7.699
2022-10-07,7.518
2022-10-08,7.518
2022-10-09,7.518
2022-10-10,7.479
2022-10-11,7.235
2022-10-12,7.461
2022-10-13,7.372
2022-10-14,7.141
2022-10-15,7.141
2022-10-16,7.141
2022-10-17,7.484
2022-10-18,7.687
2022-10-19,7.388
2022-10-20,7.32
2022-10-21,7.652
2022-10-22,7.652
2022-10-23,7.652
2022-10-24,7.758
2022-10-25,8.034
2022-10-26,8.002
2022-10-27,7.673
2022-10-28,7.814
2022-10-29,7.814
2022-10-30,7.814
2022-10-31,7.708
2022-11-01,7.728
2022-11-02,7.177
2022-11-03,8.159
2022-11-04,9.063
2022-11-05,9.063
2022-11-06,9.063
2022-11-07,9.191
2022-11-08,9.264
2022-11-09,9.267
2022-11-10,9.872
2022-11-11,10.198
2022-11-12,10.198
2022-11-13,10.198
2022-11-14,9.8
2022-11-15,10.235
2022-11-16,9.959
2022-11-17,9.805
2022-11-18,9.823
2022-11-19,9.823
2022-11-20,9.823
2022-11-21,9.77
2022-11-22,9.924
2022-11-23,10.022
2022-11-24,10.022
2022-11-25,9.893
2022-11-26,9.893
2022-11-27,9.893
2022-11-28,9.858
2022-11-29,9.691
2022-11-30,9.99
2022-12-01,10.091
2022-12-02,10.088
2022-12-03,10.088
2022-12-04,10.088
2022-12-05,9.908
2022-12-06,9.968
2022-12-07,9.937
2022-12-08,10.207
2022-12-09,10.194
2022-12-10,10.194
2022-12-11,10.194
2022-12-12,10.154
2022-12-13,10.446
2022-12-14,10.701
2022-12-15,10.688
2022-12-16,10.503
2022-12-17,10.503
2022-12-18,10.503
2022-12-19,10.408
2022-12-20,10.424
2022-12-21,10.66
2022-12-22,10.735
2022-12-23,10.871
2022-12-24,10.871
2022-12-25,10.871
2022-12-26,10.871
2022-12-27,10.965
2022-12-28,10.682
2022-12-29,10.76
2022-12-30,10.795
2022-12-31,10.795
2023-01-01,10.795
2023-01-02,10.795
2023-01-03,10.619
2023-01-04,10.984
2023-01-05,10.959
2023-01-06,11.238
2023-01-07,11.238
2023-01-08,11.238
2023-01-09,11.372
2023-01-10,11.893
2023-01-11,12.258
2023-01-12,12.245
2023-01-13,12.478
2023-01-14,12.478
2023-01-15,12.478
2023-01-16,12.478
2023-01-17,12.001
2023-01-18,11.852
2023-01-19,11.549
2023-01-20,11.886
2023-01-21,11.886
2023-01-22,11.886
2023-01-23,12.115
2023-01-24,11.99
2023-01-25,11.946
2023-01-26,12.108
2023-01-27,12.423
2023-01-28,12.423
2023-01-29,12.423
2023-01-30,12.357
2023-01-31,12.697
2023-02-01,13.334
2023-02-02,13.77
2023-02-03,13.536
2023-02-04,13.536
2023-02-05,13.536
2023-02-06,13.051
2023-02-07,13.088
2023-02-08,12.78
2023-02-09,12.932
2023-02-10,12.614
2023-02-11,12.614
2023-02-12,12.614
2023-02-13,12.7
2023-02-14,12.734
2023-02-15,13.196
2023-02-16,13.168
2023-02-17,13.233
2023-02-18,13.233
2023-02-19,13.233
2023-02-20,13.233
2023-02-21,12.734
2023-02-22,13.026
2023-02-23,13.359
2023-02-24,13.269
2023-02-25,13.269
2023-02-26,13.269
2023-02-27,13.256
2023-02-28,13.281
2023-03-01,13.29
2023-03-02,13.349
2023-03-03,13.293
2023-03-04,13.293
2023-03-05,13.293
2023-03-06,13.076
2023-03-07,12.921
2023-03-08,12.992
2023-03-09,12.507
2023-03-10,12.203
2023-03-11,12.203
2023-03-12,12.203
2023-03-13,11.976
2023-03-14,11.995
2023-03-15,11.721
2023-03-16,11.758
2023-03-17,11.202
2023-03-18,11.202
2023-03-19,11.202
2023-03-20,11.522
2023-03-21,12.01
2023-03-22,11.789
2023-03-23,11.718
2023-03-24,11.715
2023-03-25,11.715
2023-03-26,11.715
2023-03-27,12.013
2023-03-28,11.923
2023-03-29,12.082
2023-03-30,12.054
2023-03-31,12.271
2023-04-01,12.271
2023-04-02,12.271
2023-04-03,12.19
2023-04-04,11.883
2023-04-05,11.395
2023-04-06,11.308
2023-04-07,11.308
2023-04-08,11.308
2023-04-09,11.308
2023-04-10,11.432
2023-04-11,11.936
2023-04-12,11.69
2023-04-13,11.684
2023-04-14,11.746
2023-04-15,11.746
2023-04-16,11.746
2023-04-17,11.883
2023-04-18,11.942
2023-04-19,11.811
2023-04-20,11.517
2023-04-21,11.315
2023-04-22,11.315
2023-04-23,11.315
2023-04-24,11.427
2023-04-25,11.165
2023-04-26,11.157
2023-04-27,11.416
2023-04-28,11.713
2023-04-29,11.713
2023-04-30,11.713
2023-05-01,11.607
2023-05-02,11.482
2023-05-03,11.425
2023-05-04,11.259
2023-05-05,11.394
2023-05-06,11.394
2023-05-07,11.394
2023-05-08,11.805
2023-05-09,11.865
2023-05-10,11.483
2023-05-11,11.728
2023-05-12,11.964
2023-05-13,11.964
2023-05-14,11.964
2023-05-15,12.277
2023-05-16,12.014
2023-05-17,11.86
2023-05-18,12.07
2023-05-19,11.866
2023-05-20,11.866
2023-05-21,11.866
2023-05-22,11.939
2023-05-23,11.917
2023-05-24,11.715
2023-05-25,11.637
2023-05-26,11.772
2023-05-27,11.772
2023-05-28,11.772
2023-05-29,11.772
2023-05-30,11.715
2023-05-31,11.209
2023-06-01,11.313
2023-06-02,11.731
2023-06-03,11.731
2023-06-04,11.731
2023-06-05,11.153
2023-06-06,11.782
2023-06-07,12.112
2023-06-08,12.021
2023-06-09,11.86
2023-06-10,11.86
2023-06-11,11.86
2023-06-12,11.939
2023-06-13,12.137
2023-06-14,12.027
2023-06-15,12.165
2023-06-16,12.087
2023-06-17,12.087
2023-06-18,12.087
2023-06-19,12.087
2023-06-20,11.98
2023-06-21,12.027
2023-06-22,11.951
2023-06-23,11.844
2023-06-24,11.844
2023-06-25,11.844
2023-06-26,12.109
2023-06-27,12.473
2023-06-28,12.319
2023-06-29,12.577
2023-06-30,12.602
2023-07-01,12.602
2023-07-02,12.602
2023-07-03,12.505
2023-07-04,12.505
