,TPX US Equity
2023-07-05,12.59
2023-07-06,12.351
2023-07-07,12.716
2023-07-08,12.716
2023-07-09,12.716
2023-07-10,13.442
2023-07-11,13.634
2023-07-12,13.93
2023-07-13,13.835
2023-07-14,13.829
2023-07-15,13.829
2023-07-16,13.829
2023-07-17,14.182
2023-07-18,14.273
2023-07-19,14.544
2023-07-20,14.443
2023-07-21,14.465
2023-07-22,14.465
2023-07-23,14.465
2023-07-24,14.475
2023-07-25,14.491
2023-07-26,14.513
2023-07-27,14.441
2023-07-28,14.419
2023-07-29,14.419
2023-07-30,14.419
2023-07-31,13.992
2023-08-01,13.81
2023-08-02,13.638
2023-08-03,14.849
2023-08-04,14.844
2023-08-05,14.844
2023-08-06,14.844
2023-08-07,14.682
2023-08-08,14.779
2023-08-09,14.879
2023-08-10,14.769
2023-08-11,14.646
2023-08-12,14.646
2023-08-13,14.646
2023-08-14,14.649
2023-08-15,14.591
2023-08-16,14.348
2023-08-17,13.981
2023-08-18,13.91
2023-08-19,13.91
2023-08-20,13.91
2023-08-21,13.803
2023-08-22,13.88
2023-08-23,14.247
2023-08-24,14.085
2023-08-25,14.046
2023-08-26,14.046
2023-08-27,14.046
2023-08-28,14.562
2023-08-29,14.942
2023-08-30,14.981
2023-08-31,15.162
2023-09-01,15.282
2023-09-02,15.282
2023-09-03,15.282
2023-09-04,15.282
2023-09-05,14.646
2023-09-06,14.64
2023-09-07,14.656
2023-09-08,14.439
2023-09-09,14.439
2023-09-10,14.439
2023-09-11,14.854
2023-09-12,14.737
2023-09-13,14.539
2023-09-14,14.837
2023-09-15,14.44
2023-09-16,14.44
2023-09-17,14.44
2023-09-18,14.401
2023-09-19,14.456
2023-09-20,14.159
2023-09-21,13.746
2023-09-22,13.726
2023-09-23,13.726
2023-09-24,13.726
2023-09-25,13.717
2023-09-26,13.475
2023-09-27,13.549
2023-09-28,13.826
2023-09-29,13.988
2023-09-30,13.988
2023-10-01,13.988
2023-10-02,13.546
2023-10-03,13.045
2023-10-04,13.378
2023-10-05,13.207
2023-10-06,13.367
2023-10-07,13.367
2023-10-08,13.367
2023-10-09,13.436
2023-10-10,13.628
2023-10-11,13.55
2023-10-12,13.054
2023-10-13,13.018
2023-10-14,13.018
2023-10-15,13.018
2023-10-16,13.478
2023-10-17,13.822
2023-10-18,13.44
2023-10-19,13.222
2023-10-20,13.14
2023-10-21,13.14
2023-10-22,13.14
2023-10-23,13.12
2023-10-24,13.13
2023-10-25,12.817
2023-10-26,12.53
2023-10-27,12.52
2023-10-28,12.52
2023-10-29,12.52
2023-10-30,12.903
2023-10-31,13.156
2023-11-01,13.311
2023-11-02,12.867
2023-11-03,14.053
2023-11-04,14.053
2023-11-05,14.053
2023-11-06,13.499
2023-11-07,13.657
2023-11-08,13.495
2023-11-09,13.136
2023-11-10,13.481
2023-11-11,13.481
2023-11-12,13.481
2023-11-13,13.452
2023-11-14,14.525
2023-11-15,14.608
2023-11-16,14.153
2023-11-17,14.279
2023-11-18,14.279
2023-11-19,14.279
2023-11-20,14.499
2023-11-21,14.305
2023-11-22,14.297
2023-11-23,14.297
2023-11-24,14.29
2023-11-25,14.29
2023-11-26,14.29
2023-11-27,14.178
2023-11-28,14.175
2023-11-29,14.662
2023-11-30,14.55
2023-12-01,15.405
2023-12-02,15.405
2023-12-03,15.405
2023-12-04,15.853
2023-12-05,15.679
2023-12-06,16.405
2023-12-07,16.502
2023-12-08,16.679
2023-12-09,16.679
2023-12-10,16.679
2023-12-11,16.896
2023-12-12,16.924
2023-12-13,17.686
2023-12-14,18.249
2023-12-15,18.137
2023-12-16,18.137
2023-12-17,18.137
2023-12-18,18.108
2023-12-19,18.148
2023-12-20,17.639
2023-12-21,18.206
2023-12-22,18.213
2023-12-23,18.213
2023-12-24,18.213
2023-12-25,18.213
2023-12-26,18.397
2023-12-27,18.465
2023-12-28,18.53
2023-12-29,18.393
2023-12-30,18.393
2023-12-31,18.393
2024-01-01,18.393
2024-01-02,17.913
2024-01-03,17.421
2024-01-04,17.28
2024-01-05,17.427
2024-01-06,17.427
2024-01-07,17.427
2024-01-08,17.799
2024-01-09,17.835
2024-01-10,18.227
2024-01-11,18.113
2024-01-12,17.82
2024-01-13,17.82
2024-01-14,17.82
2024-01-15,17.82
2024-01-16,17.617
2024-01-17,17.427
2024-01-18,17.913
2024-01-19,18.051
2024-01-20,18.051
2024-01-21,18.051
2024-01-22,18.232
2024-01-23,18.094
2024-01-24,17.92
2024-01-25,18.048
2024-01-26,18.327
2024-01-27,18.327
2024-01-28,18.327
2024-01-29,18.504
2024-01-30,18.338
2024-01-31,17.658
2024-02-01,17.87
2024-02-02,17.806
2024-02-03,17.806
2024-02-04,17.806
2024-02-05,17.989
2024-02-06,18.035
2024-02-07,18.23
2024-02-08,18.728
2024-02-09,18.373
2024-02-10,18.373
2024-02-11,18.373
2024-02-12,18.881
2024-02-13,18.309
2024-02-14,18.518
2024-02-15,18.463
2024-02-16,18.503
2024-02-17,18.503
2024-02-18,18.503
2024-02-19,18.503
2024-02-20,18.423
2024-02-21,18.291
2024-02-22,18.558
2024-02-23,18.997
2024-02-24,18.997
2024-02-25,18.997
2024-02-26,19.023
2024-02-27,19.711
2024-02-28,19.539
2024-02-29,19.93
2024-03-01,20.033
2024-03-02,20.033
2024-03-03,20.033
2024-03-04,19.905
2024-03-05,19.707
2024-03-06,20.077
2024-03-07,20.249
2024-03-08,20.055
2024-03-09,20.055
2024-03-10,20.055
2024-03-11,19.74
2024-03-12,19.971
2024-03-13,20.395
2024-03-14,19.923
2024-03-15,19.389
2024-03-16,19.389
2024-03-17,19.389
2024-03-18,19.236
2024-03-19,19.481
2024-03-20,19.662
2024-03-21,20.396
2024-03-22,19.96
2024-03-23,19.96
2024-03-24,19.96
2024-03-25,20.215
2024-03-26,20.389
2024-03-27,20.447
2024-03-28,20.662
2024-03-29,20.662
2024-03-30,20.662
2024-03-31,20.662
2024-04-01,20.185
2024-04-02,19.615
2024-04-03,19.44
2024-04-04,19.218
2024-04-05,19.527
2024-04-06,19.527
2024-04-07,19.527
2024-04-08,19.498
