,PNM US Equity
2020-09-06,13.682
2020-09-07,13.682
2020-09-08,13.284
2020-09-09,13.412
2020-09-10,13.008
2020-09-11,12.992
2020-09-12,12.992
2020-09-13,12.992
2020-09-14,12.944
2020-09-15,13.043
2020-09-16,12.995
2020-09-17,12.753
2020-09-18,12.737
2020-09-19,12.737
2020-09-20,12.737
2020-09-21,12.696
2020-09-22,12.941
2020-09-23,12.55
2020-09-24,12.785
2020-09-25,13.033
2020-09-26,13.033
2020-09-27,13.033
2020-09-28,13.186
2020-09-29,13.055
2020-09-30,13.148
2020-10-01,13.329
2020-10-02,13.634
2020-10-03,13.634
2020-10-04,13.634
2020-10-05,13.952
2020-10-06,13.882
2020-10-07,14.007
2020-10-08,14.201
2020-10-09,14.162
2020-10-10,14.162
2020-10-11,14.162
2020-10-12,14.522
2020-10-13,14.474
2020-10-14,14.598
2020-10-15,14.617
2020-10-16,14.706
2020-10-17,14.706
2020-10-18,14.706
2020-10-19,14.675
2020-10-20,14.551
2020-10-21,15.874
2020-10-22,15.96
2020-10-23,15.915
2020-10-24,15.915
2020-10-25,15.915
2020-10-26,15.826
2020-10-27,15.877
2020-10-28,15.852
2020-10-29,15.848
2020-10-30,15.848
2020-10-31,15.848
2020-11-01,15.848
2020-11-02,15.848
2020-11-03,15.848
2020-11-04,15.848
2020-11-05,15.848
2020-11-06,15.848
2020-11-07,15.848
2020-11-08,15.848
2020-11-09,15.848
2020-11-10,15.848
2020-11-11,15.848
2020-11-12,15.848
2020-11-13,15.848
2020-11-14,15.848
2020-11-15,15.848
2020-11-16,15.848
2020-11-17,15.848
2020-11-18,15.848
2020-11-19,15.848
2020-11-20,15.848
2020-11-21,15.848
2020-11-22,15.848
2020-11-23,15.848
2020-11-24,15.848
2020-11-25,15.848
2020-11-26,15.848
2020-11-27,15.848
2020-11-28,15.848
2020-11-29,15.848
2020-11-30,15.848
2020-12-01,15.848
2020-12-02,15.848
2020-12-03,15.848
2020-12-04,15.848
2020-12-05,15.848
2020-12-06,15.848
2020-12-07,15.848
2020-12-08,15.848
2020-12-09,15.848
2020-12-10,15.848
2020-12-11,15.848
2020-12-12,15.848
2020-12-13,15.848
2020-12-14,15.848
2020-12-15,15.848
2020-12-16,15.848
2020-12-17,15.848
2020-12-18,15.848
2020-12-19,15.848
2020-12-20,15.848
2020-12-21,15.848
2020-12-22,15.848
2020-12-23,15.848
2020-12-24,15.848
2020-12-25,15.848
2020-12-26,15.848
2020-12-27,15.848
2020-12-28,15.848
2020-12-29,15.848
2020-12-30,15.848
2020-12-31,15.848
2021-01-01,15.848
2021-01-02,15.848
2021-01-03,15.848
2021-01-04,15.848
2021-01-05,15.848
2021-01-06,15.848
2021-01-07,15.848
2021-01-08,15.848
2021-01-09,15.848
2021-01-10,15.848
2021-01-11,15.848
2021-01-12,15.848
2021-01-13,15.848
2021-01-14,15.848
2021-01-15,15.848
2021-01-16,15.848
2021-01-17,15.848
2021-01-18,15.848
2021-01-19,15.848
2021-01-20,15.848
2021-01-21,15.848
2021-01-22,15.848
2021-01-23,15.848
2021-01-24,15.848
2021-01-25,15.848
2021-01-26,15.848
2021-01-27,15.848
2021-01-28,15.848
2021-01-29,15.848
2021-01-30,15.848
2021-01-31,15.848
2021-02-01,15.848
2021-02-02,15.848
2021-02-03,15.848
2021-02-04,15.848
2021-02-05,15.848
2021-02-06,15.848
2021-02-07,15.848
2021-02-08,15.848
2021-02-09,15.848
2021-02-10,15.848
2021-02-11,15.848
2021-02-12,15.848
2021-02-13,15.848
2021-02-14,15.848
2021-02-15,15.848
2021-02-16,15.848
2021-02-17,15.848
2021-02-18,15.848
2021-02-19,15.848
2021-02-20,15.848
2021-02-21,15.848
2021-02-22,15.848
2021-02-23,15.848
2021-02-24,15.848
2021-02-25,15.848
2021-02-26,15.848
2021-02-27,15.848
2021-02-28,15.848
2021-03-01,15.848
2021-03-02,15.848
2021-03-03,15.848
2021-03-04,15.848
2021-03-05,15.848
2021-03-06,15.848
2021-03-07,15.848
2021-03-08,15.848
2021-03-09,15.848
2021-03-10,15.848
2021-03-11,15.848
2021-03-12,15.848
2021-03-13,15.848
2021-03-14,15.848
2021-03-15,15.848
2021-03-16,15.848
2021-03-17,15.848
2021-03-18,15.848
2021-03-19,15.848
2021-03-20,15.848
2021-03-21,15.848
2021-03-22,15.848
2021-03-23,15.848
2021-03-24,15.848
2021-03-25,15.848
2021-03-26,15.848
2021-03-27,15.848
2021-03-28,15.848
2021-03-29,15.848
2021-03-30,15.848
2021-03-31,15.848
2021-04-01,15.848
2021-04-02,15.848
2021-04-03,15.848
2021-04-04,15.848
2021-04-05,15.848
2021-04-06,15.848
2021-04-07,15.848
2021-04-08,15.848
2021-04-09,15.848
2021-04-10,15.848
2021-04-11,15.848
2021-04-12,15.848
2021-04-13,15.848
2021-04-14,15.848
2021-04-15,15.848
2021-04-16,15.848
2021-04-17,15.848
2021-04-18,15.848
2021-04-19,15.848
2021-04-20,15.848
2021-04-21,15.848
2021-04-22,15.848
2021-04-23,15.848
2021-04-24,15.848
2021-04-25,15.848
2021-04-26,15.848
2021-04-27,15.848
2021-04-28,15.848
2021-04-29,15.848
2021-04-30,15.848
2021-05-01,15.848
2021-05-02,15.848
2021-05-03,15.848
2021-05-04,15.848
2021-05-05,15.848
2021-05-06,15.848
2021-05-07,15.848
2021-05-08,15.848
2021-05-09,15.848
2021-05-10,15.848
2021-05-11,15.848
2021-05-12,15.848
2021-05-13,15.848
2021-05-14,15.848
2021-05-15,15.848
2021-05-16,15.848
2021-05-17,15.848
2021-05-18,15.848
2021-05-19,15.848
2021-05-20,15.848
2021-05-21,15.848
2021-05-22,15.848
2021-05-23,15.848
2021-05-24,15.848
2021-05-25,15.848
2021-05-26,15.848
2021-05-27,15.848
2021-05-28,15.848
2021-05-29,15.848
2021-05-30,15.848
2021-05-31,15.848
2021-06-01,15.848
2021-06-02,15.848
2021-06-03,15.848
2021-06-04,15.848
2021-06-05,15.848
2021-06-06,15.848
2021-06-07,15.848
2021-06-08,15.848
2021-06-09,15.848
2021-06-10,15.848
2021-06-11,15.848
2021-06-12,15.848
2021-06-13,15.848
2021-06-14,15.848
2021-06-15,15.848
2021-06-16,15.848
2021-06-17,15.848
2021-06-18,15.848
2021-06-19,15.848
2021-06-20,15.848
2021-06-21,15.848
2021-06-22,15.848
2021-06-23,15.848
2021-06-24,15.848
2021-06-25,15.848
2021-06-26,15.848
2021-06-27,15.848
2021-06-28,15.848
2021-06-29,15.848
2021-06-30,15.848
2021-07-01,15.848
2021-07-02,15.848
2021-07-03,15.848
2021-07-04,15.848
2021-07-05,15.848
2021-07-06,15.848
2021-07-07,15.848
2021-07-08,15.848
2021-07-09,15.848
2021-07-10,15.848
2021-07-11,15.848
2021-07-12,15.848
2021-07-13,15.848
2021-07-14,15.848
2021-07-15,15.848
2021-07-16,15.848
2021-07-17,15.848
2021-07-18,15.848
2021-07-19,15.848
2021-07-20,15.848
2021-07-21,15.848
2021-07-22,15.848
2021-07-23,15.848
2021-07-24,15.848
2021-07-25,15.848
2021-07-26,15.848
2021-07-27,15.848
2021-07-28,15.848
2021-07-29,15.848
2021-07-30,15.848
2021-07-31,15.848
2021-08-01,15.848
2021-08-02,15.848
2021-08-03,15.848
2021-08-04,15.848
2021-08-05,15.848
2021-08-06,15.848
2021-08-07,15.848
2021-08-08,15.848
2021-08-09,15.848
2021-08-10,15.848
2021-08-11,15.848
2021-08-12,15.848
2021-08-13,15.848
2021-08-14,15.848
2021-08-15,15.848
2021-08-16,15.848
2021-08-17,15.848
2021-08-18,15.848
2021-08-19,15.848
2021-08-20,15.848
2021-08-21,15.848
2021-08-22,15.848
2021-08-23,15.848
2021-08-24,15.848
2021-08-25,15.848
2021-08-26,15.848
2021-08-27,15.848
2021-08-28,15.848
2021-08-29,15.848
2021-08-30,15.848
2021-08-31,15.848
2021-09-01,15.848
2021-09-02,15.848
2021-09-03,15.848
2021-09-04,15.848
2021-09-05,15.848
2021-09-06,15.848
2021-09-07,15.848
2021-09-08,15.848
2021-09-09,15.848
2021-09-10,15.848
2021-09-11,15.848
2021-09-12,15.848
2021-09-13,15.848
2021-09-14,15.848
2021-09-15,15.848
2021-09-16,15.848
2021-09-17,15.848
2021-09-18,15.848
2021-09-19,15.848
2021-09-20,15.848
2021-09-21,15.848
2021-09-22,15.848
2021-09-23,15.848
2021-09-24,15.848
2021-09-25,15.848
2021-09-26,15.848
2021-09-27,15.848
2021-09-28,15.848
2021-09-29,15.848
2021-09-30,15.848
2021-10-01,15.848
2021-10-02,15.848
2021-10-03,15.848
2021-10-04,15.848
2021-10-05,15.848
2021-10-06,15.848
2021-10-07,15.848
2021-10-08,15.848
2021-10-09,15.848
2021-10-10,15.848
2021-10-11,15.848
2021-10-12,15.848
2021-10-13,15.848
2021-10-14,15.848
2021-10-15,15.848
2021-10-16,15.848
2021-10-17,15.848
2021-10-18,15.848
2021-10-19,15.848
2021-10-20,15.848
2021-10-21,15.848
2021-10-22,15.848
2021-10-23,15.848
2021-10-24,15.848
2021-10-25,15.848
2021-10-26,15.848
2021-10-27,15.848
2021-10-28,15.848
2021-10-29,15.848
2021-10-30,15.848
2021-10-31,15.848
2021-11-01,15.848
2021-11-02,15.848
2021-11-03,15.848
2021-11-04,15.848
2021-11-05,15.848
2021-11-06,15.848
2021-11-07,15.848
2021-11-08,15.848
2021-11-09,15.848
2021-11-10,15.848
2021-11-11,15.848
2021-11-12,15.848
2021-11-13,15.848
2021-11-14,15.848
2021-11-15,15.848
2021-11-16,15.848
2021-11-17,15.848
2021-11-18,15.848
2021-11-19,15.848
2021-11-20,15.848
2021-11-21,15.848
2021-11-22,15.848
2021-11-23,15.848
2021-11-24,15.848
2021-11-25,15.848
2021-11-26,15.848
2021-11-27,15.848
2021-11-28,15.848
2021-11-29,15.848
2021-11-30,15.848
2021-12-01,15.848
2021-12-02,14.742
2021-12-03,14.778
2021-12-04,14.778
2021-12-05,14.778
2021-12-06,14.886
2021-12-07,14.928
2021-12-08,14.896
2021-12-09,14.671
2021-12-10,14.873
2021-12-11,14.873
2021-12-12,14.873
2021-12-13,14.785
2021-12-14,14.772
2021-12-15,14.873
2021-12-16,14.719
2021-12-17,14.713
2021-12-18,14.713
2021-12-19,14.713
2021-12-20,14.654
2021-12-21,14.728
2021-12-22,14.784
2021-12-23,14.817
2021-12-24,14.817
2021-12-25,14.817
2021-12-26,14.817
2021-12-27,14.847
2021-12-28,14.981
2021-12-29,14.998
2021-12-30,15.073
2021-12-31,14.994
2022-01-01,14.994
2022-01-02,14.994
2022-01-03,14.935
2022-01-04,15.011
2022-01-05,15.011
2022-01-06,15.113
2022-01-07,15.113
2022-01-08,15.113
2022-01-09,15.113
2022-01-10,15.165
2022-01-11,15.044
2022-01-12,15.073
2022-01-13,15.1
2022-01-14,15.185
2022-01-15,15.185
2022-01-16,15.185
2022-01-17,15.185
2022-01-18,14.879
2022-01-19,14.797
2022-01-20,14.791
2022-01-21,14.899
2022-01-22,14.899
2022-01-23,14.899
2022-01-24,14.832
2022-01-25,14.706
2022-01-26,14.667
2022-01-27,14.713
2022-01-28,14.746
2022-01-29,14.746
2022-01-30,14.746
2022-01-31,14.847
2022-02-01,14.751
2022-02-02,14.854
2022-02-03,15.082
2022-02-04,14.974
2022-02-05,14.974
2022-02-06,14.974
2022-02-07,14.983
2022-02-08,15.128
2022-02-09,15.128
2022-02-10,15.016
2022-02-11,14.954
2022-02-12,14.954
2022-02-13,14.954
2022-02-14,14.837
2022-02-15,14.951
2022-02-16,14.968
2022-02-17,14.911
2022-02-18,14.915
2022-02-19,14.915
2022-02-20,14.915
2022-02-21,14.915
2022-02-22,14.915
2022-02-23,14.798
2022-02-24,14.955
2022-02-25,14.991
2022-02-26,14.991
2022-02-27,14.991
2022-02-28,15.071
2022-03-01,14.895
2022-03-02,15.068
2022-03-03,15.011
2022-03-04,15.295
2022-03-05,15.295
2022-03-06,15.295
2022-03-07,15.429
2022-03-08,15.399
2022-03-09,15.298
2022-03-10,15.325
2022-03-11,15.298
2022-03-12,15.298
2022-03-13,15.298
2022-03-14,15.255
2022-03-15,15.295
2022-03-16,15.278
2022-03-17,15.436
2022-03-18,15.436
2022-03-19,15.436
2022-03-20,15.436
2022-03-21,15.446
2022-03-22,15.372
2022-03-23,15.493
2022-03-24,15.519
2022-03-25,15.687
2022-03-26,15.687
2022-03-27,15.687
2022-03-28,15.613
2022-03-29,15.82
2022-03-30,16.105
2022-03-31,15.951
2022-04-01,15.981
2022-04-02,15.981
2022-04-03,15.981
2022-04-04,15.978
2022-04-05,15.901
2022-04-06,16.021
2022-04-07,15.914
2022-04-08,16.011
2022-04-09,16.011
2022-04-10,16.011
2022-04-11,16.008
2022-04-12,15.988
2022-04-13,16.061
2022-04-14,16.075
2022-04-15,16.075
2022-04-16,16.075
2022-04-17,16.075
2022-04-18,15.978
2022-04-19,15.998
2022-04-20,16.018
2022-04-21,15.998
2022-04-22,15.988
2022-04-23,15.988
2022-04-24,15.988
2022-04-25,16.075
2022-04-26,16.011
2022-04-27,16.039
2022-04-28,16.193
2022-04-29,15.823
2022-04-30,15.823
2022-05-01,15.823
2022-05-02,15.62
2022-05-03,15.623
2022-05-04,15.661
2022-05-05,15.593
2022-05-06,15.6
2022-05-07,15.6
2022-05-08,15.6
2022-05-09,15.457
2022-05-10,15.396
2022-05-11,15.45
2022-05-12,15.834
2022-05-13,15.81
2022-05-14,15.81
2022-05-15,15.81
2022-05-16,15.74
2022-05-17,15.899
2022-05-18,15.818
2022-05-19,15.806
2022-05-20,15.722
2022-05-21,15.722
2022-05-22,15.722
2022-05-23,15.871
2022-05-24,15.895
2022-05-25,16.091
2022-05-26,16.064
2022-05-27,16.108
2022-05-28,16.108
2022-05-29,16.108
2022-05-30,16.108
2022-05-31,16.118
2022-06-01,16.088
2022-06-02,16.105
2022-06-03,16.051
2022-06-04,16.051
2022-06-05,16.051
2022-06-06,16.023
2022-06-07,16.125
2022-06-08,15.871
2022-06-09,15.773
2022-06-10,15.549
2022-06-11,15.549
2022-06-12,15.549
2022-06-13,15.216
2022-06-14,15.162
2022-06-15,15.176
2022-06-16,15.033
2022-06-17,15.199
2022-06-18,15.199
2022-06-19,15.199
2022-06-20,15.199
2022-06-21,15.196
2022-06-22,15.507
2022-06-23,15.798
2022-06-24,16.14
2022-06-25,16.14
2022-06-26,16.14
2022-06-27,15.988
2022-06-28,16.005
2022-06-29,16.093
2022-06-30,16.174
2022-07-01,16.442
2022-07-02,16.442
2022-07-03,16.442
2022-07-04,16.442
2022-07-05,16.117
2022-07-06,16.073
2022-07-07,16.035
2022-07-08,15.981
2022-07-09,15.981
2022-07-10,15.981
2022-07-11,16.103
2022-07-12,16.062
2022-07-13,15.998
2022-07-14,15.981
2022-07-15,15.971
2022-07-16,15.971
2022-07-17,15.971
2022-07-18,15.994
2022-07-19,16.065
2022-07-20,15.909
2022-07-21,15.841
2022-07-22,15.926
2022-07-23,15.926
2022-07-24,15.926
2022-07-25,16.096
2022-07-26,16.102
2022-07-27,16.113
2022-07-28,16.425
2022-07-29,16.364
2022-07-30,16.364
2022-07-31,16.364
2022-08-01,16.36
2022-08-02,16.296
2022-08-03,16.438
2022-08-04,16.34
2022-08-05,16.306
2022-08-06,16.306
2022-08-07,16.306
2022-08-08,16.299
2022-08-09,16.357
2022-08-10,16.475
2022-08-11,16.269
2022-08-12,16.479
2022-08-13,16.479
2022-08-14,16.479
2022-08-15,16.502
2022-08-16,16.491
2022-08-17,16.488
2022-08-18,16.515
2022-08-19,16.413
2022-08-20,16.413
2022-08-21,16.413
2022-08-22,16.338
2022-08-23,16.263
2022-08-24,16.287
2022-08-25,16.341
2022-08-26,16.256
2022-08-27,16.256
2022-08-28,16.256
2022-08-29,16.256
2022-08-30,16.208
2022-08-31,16.194
2022-09-01,16.368
2022-09-02,16.266
2022-09-03,16.266
2022-09-04,16.266
2022-09-05,16.266
2022-09-06,16.198
2022-09-07,16.407
2022-09-08,16.322
2022-09-09,16.243
2022-09-10,16.243
2022-09-11,16.243
2022-09-12,16.25
2022-09-13,16.167
2022-09-14,16.229
2022-09-15,16.219
2022-09-16,16.298
2022-09-17,16.298
2022-09-18,16.298
2022-09-19,16.401
2022-09-20,16.274
2022-09-21,16.191
2022-09-22,16.188
2022-09-23,16.037
2022-09-24,16.037
2022-09-25,16.037
2022-09-26,15.975
2022-09-27,15.859
2022-09-28,15.972
2022-09-29,15.78
2022-09-30,15.687
2022-10-01,15.687
2022-10-02,15.687
2022-10-03,15.824
2022-10-04,16.037
2022-10-05,16.071
2022-10-06,15.848
2022-10-07,15.811
2022-10-08,15.811
2022-10-09,15.811
2022-10-10,15.831
2022-10-11,15.745
2022-10-12,15.838
2022-10-13,15.872
2022-10-14,15.68
2022-10-15,15.68
2022-10-16,15.68
2022-10-17,15.804
2022-10-18,15.824
2022-10-19,15.886
2022-10-20,15.9
2022-10-21,15.994
2022-10-22,15.994
2022-10-23,15.994
2022-10-24,16.109
2022-10-25,16.116
2022-10-26,16.073
2022-10-27,16.073
2022-10-28,16.209
2022-10-29,16.209
2022-10-30,16.209
2022-10-31,16.255
2022-11-01,16.314
2022-11-02,16.321
2022-11-03,16.335
2022-11-04,16.551
2022-11-05,16.551
2022-11-06,16.551
2022-11-07,16.495
2022-11-08,16.6
2022-11-09,16.66
2022-11-10,16.681
2022-11-11,16.696
2022-11-12,16.696
2022-11-13,16.696
2022-11-14,16.667
2022-11-15,16.897
2022-11-16,16.868
2022-11-17,16.921
2022-11-18,17.038
2022-11-19,17.038
2022-11-20,17.038
2022-11-21,17.066
2022-11-22,17.084
2022-11-23,17.126
2022-11-24,17.126
2022-11-25,17.2
2022-11-26,17.2
2022-11-27,17.2
2022-11-28,17.186
2022-11-29,17.196
2022-11-30,17.285
2022-12-01,17.161
2022-12-02,17.225
2022-12-03,17.225
2022-12-04,17.225
2022-12-05,17.211
2022-12-06,17.285
2022-12-07,17.278
2022-12-08,17.274
2022-12-09,17.249
2022-12-10,17.249
2022-12-11,17.249
2022-12-12,17.302
2022-12-13,17.249
2022-12-14,17.278
2022-12-15,17.285
2022-12-16,17.288
2022-12-17,17.288
2022-12-18,17.288
2022-12-19,16.791
2022-12-20,16.771
2022-12-21,16.771
2022-12-22,16.695
2022-12-23,16.743
2022-12-24,16.743
2022-12-25,16.743
2022-12-26,16.743
2022-12-27,16.771
2022-12-28,16.798
2022-12-29,16.85
2022-12-30,16.76
2022-12-31,16.76
2023-01-01,16.76
2023-01-02,16.76
2023-01-03,16.832
2023-01-04,16.836
2023-01-05,16.801
2023-01-06,16.857
2023-01-07,16.857
2023-01-08,16.857
2023-01-09,16.868
2023-01-10,16.861
2023-01-11,16.868
2023-01-12,16.888
2023-01-13,16.912
2023-01-14,16.912
2023-01-15,16.912
2023-01-16,16.912
2023-01-17,16.994
2023-01-18,16.922
2023-01-19,16.966
2023-01-20,17.008
2023-01-21,17.008
2023-01-22,17.008
2023-01-23,17.004
2023-01-24,16.935
2023-01-25,16.929
2023-01-26,16.942
2023-01-27,16.932
2023-01-28,16.932
2023-01-29,16.932
2023-01-30,16.891
2023-01-31,16.997
2023-02-01,16.918
2023-02-02,16.973
2023-02-03,16.966
2023-02-04,16.966
2023-02-05,16.966
2023-02-06,17.014
2023-02-07,16.976
2023-02-08,17.011
2023-02-09,17.007
2023-02-10,17.042
2023-02-11,17.042
2023-02-12,17.042
2023-02-13,17.122
2023-02-14,17.063
2023-02-15,17.052
2023-02-16,17.014
2023-02-17,17.039
2023-02-18,17.039
2023-02-19,17.039
2023-02-20,17.039
2023-02-21,17.052
2023-02-22,17.111
2023-02-23,17.045
2023-02-24,17.052
2023-02-25,17.052
2023-02-26,17.052
2023-02-27,17.0
2023-02-28,16.959
2023-03-01,16.845
2023-03-02,16.938
2023-03-03,16.931
2023-03-04,16.931
2023-03-05,16.931
2023-03-06,16.987
2023-03-07,16.89
2023-03-08,17.014
2023-03-09,16.99
2023-03-10,16.959
2023-03-11,16.959
2023-03-12,16.959
2023-03-13,16.897
2023-03-14,16.942
2023-03-15,16.935
2023-03-16,16.928
2023-03-17,16.841
2023-03-18,16.841
2023-03-19,16.841
2023-03-20,16.966
2023-03-21,16.92
2023-03-22,16.83
2023-03-23,16.754
2023-03-24,16.813
2023-03-25,16.813
2023-03-26,16.813
2023-03-27,16.816
2023-03-28,16.806
2023-03-29,16.796
2023-03-30,16.872
2023-03-31,16.83
2023-04-01,16.83
2023-04-02,16.83
2023-04-03,16.768
2023-04-04,16.854
2023-04-05,16.906
2023-04-06,16.872
2023-04-07,16.872
2023-04-08,16.872
2023-04-09,16.872
2023-04-10,16.934
2023-04-11,16.84
2023-04-12,16.865
2023-04-13,16.903
2023-04-14,16.868
2023-04-15,16.868
2023-04-16,16.868
2023-04-17,16.92
2023-04-18,16.934
2023-04-19,16.961
2023-04-20,16.906
2023-04-21,16.885
2023-04-22,16.885
2023-04-23,16.885
2023-04-24,16.875
2023-04-25,16.861
2023-04-26,16.82
2023-04-27,16.826
2023-04-28,16.767
2023-04-29,16.767
2023-04-30,16.767
2023-05-01,16.732
2023-05-02,16.739
2023-05-03,16.725
2023-05-04,16.659
2023-05-05,16.857
2023-05-06,16.857
2023-05-07,16.857
2023-05-08,16.855
2023-05-09,16.768
2023-05-10,16.722
2023-05-11,16.649
2023-05-12,16.632
2023-05-13,16.632
2023-05-14,16.632
2023-05-15,15.696
2023-05-16,15.763
2023-05-17,16.01
2023-05-18,16.003
2023-05-19,15.881
2023-05-20,15.881
2023-05-21,15.881
2023-05-22,15.923
2023-05-23,15.955
2023-05-24,15.909
2023-05-25,15.822
2023-05-26,15.756
2023-05-27,15.756
2023-05-28,15.756
2023-05-29,15.756
2023-05-30,15.881
2023-05-31,16.014
2023-06-01,15.979
2023-06-02,16.265
2023-06-03,16.265
2023-06-04,16.265
2023-06-05,16.199
2023-06-06,16.234
2023-06-07,16.272
2023-06-08,16.199
2023-06-09,16.153
2023-06-10,16.153
2023-06-11,16.153
2023-06-12,16.064
2023-06-13,16.033
2023-06-14,15.943
2023-06-15,15.984
2023-06-16,15.898
2023-06-17,15.898
2023-06-18,15.898
2023-06-19,15.898
2023-06-20,15.774
2023-06-21,15.81
2023-06-22,15.71
2023-06-23,15.53
2023-06-24,15.53
2023-06-25,15.53
2023-06-26,15.51
