,REGI US Equity
,BEST_PE_RATIO
2020-09-20,7.372
2020-09-21,7.082
2020-09-22,7.169
2020-09-23,6.917
2020-09-24,7.015
2020-09-25,6.82
2020-09-26,6.82
2020-09-27,6.82
2020-09-28,7.074
2020-09-29,7.556
2020-09-30,8.069
2020-10-01,8.147
2020-10-02,8.414
2020-10-03,8.414
2020-10-04,8.414
2020-10-05,8.622
2020-10-06,8.521
2020-10-07,9.023
2020-10-08,9.088
2020-10-09,9.557
2020-10-10,9.557
2020-10-11,9.557
2020-10-12,9.536
2020-10-13,9.312
2020-10-14,9.17
2020-10-15,9.244
2020-10-16,9.07
2020-10-17,9.07
2020-10-18,9.07
2020-10-19,8.992
2020-10-20,10.58
2020-10-21,10.666
2020-10-22,11.08
2020-10-23,10.539
2020-10-24,10.539
2020-10-25,10.539
2020-10-26,9.251
2020-10-27,9.546
2020-10-28,8.905
2020-10-29,9.259
2020-10-30,9.107
2020-10-31,9.107
2020-11-01,9.107
2020-11-02,8.959
2020-11-03,8.837
2020-11-04,8.338
2020-11-05,9.113
2020-11-06,8.487
2020-11-07,8.487
2020-11-08,8.487
2020-11-09,9.61
2020-11-10,10.201
2020-11-11,10.568
2020-11-12,9.88
2020-11-13,10.047
2020-11-14,10.047
2020-11-15,10.047
2020-11-16,10.193
2020-11-17,9.855
2020-11-18,9.362
2020-11-19,9.297
2020-11-20,9.012
2020-11-21,9.012
2020-11-22,9.012
2020-11-23,9.622
2020-11-24,9.685
2020-11-25,9.892
2020-11-26,9.892
2020-11-27,10.307
2020-11-28,10.307
2020-11-29,10.307
2020-11-30,9.675
2020-12-01,9.747
2020-12-02,9.938
2020-12-03,9.775
2020-12-04,9.885
2020-12-05,9.885
2020-12-06,9.885
2020-12-07,9.224
2020-12-08,9.812
2020-12-09,9.727
2020-12-10,9.637
2020-12-11,10.353
2020-12-12,10.353
2020-12-13,10.353
2020-12-14,10.8
2020-12-15,11.839
2020-12-16,12.049
2020-12-17,12.493
2020-12-18,12.887
2020-12-19,12.887
2020-12-20,12.887
2020-12-21,13.217
2020-12-22,13.471
2020-12-23,13.168
2020-12-24,12.382
2020-12-25,12.382
2020-12-26,12.382
2020-12-27,12.382
