,OXY US Equity
2023-06-27,10.924
2023-06-28,10.987
2023-06-29,11.246
2023-06-30,11.3
2023-07-01,11.3
2023-07-02,11.3
2023-07-03,11.45
2023-07-04,11.45
2023-07-05,11.386
2023-07-06,11.112
2023-07-07,11.305
2023-07-08,11.305
2023-07-09,11.305
2023-07-10,11.237
2023-07-11,11.623
2023-07-12,11.863
2023-07-13,12.013
2023-07-14,11.61
2023-07-15,11.61
2023-07-16,11.61
2023-07-17,11.771
2023-07-18,11.986
2023-07-19,12.345
2023-07-20,12.453
2023-07-21,12.647
2023-07-22,12.647
2023-07-23,12.647
2023-07-24,13.097
2023-07-25,13.326
2023-07-26,13.209
2023-07-27,12.999
2023-07-28,13.047
2023-07-29,13.047
2023-07-30,13.047
2023-07-31,13.225
2023-08-01,13.123
2023-08-02,12.872
2023-08-03,13.06
2023-08-04,13.429
2023-08-05,13.429
2023-08-06,13.429
2023-08-07,13.521
2023-08-08,13.489
2023-08-09,13.479
2023-08-10,13.462
2023-08-11,13.908
2023-08-12,13.908
2023-08-13,13.908
2023-08-14,13.6
2023-08-15,13.274
2023-08-16,12.978
2023-08-17,13.135
2023-08-18,13.332
2023-08-19,13.332
2023-08-20,13.332
2023-08-21,13.281
2023-08-22,13.118
2023-08-23,12.957
2023-08-24,12.639
2023-08-25,12.868
2023-08-26,12.868
2023-08-27,12.868
2023-08-28,12.641
2023-08-29,12.673
2023-08-30,12.72
2023-08-31,12.597
2023-09-01,12.957
2023-09-02,12.957
2023-09-03,12.957
2023-09-04,12.957
2023-09-05,13.302
2023-09-06,13.168
2023-09-07,13.003
2023-09-08,13.146
2023-09-09,13.146
2023-09-10,13.146
2023-09-11,12.732
2023-09-12,13.249
2023-09-13,13.119
2023-09-14,13.313
2023-09-15,13.085
2023-09-16,13.085
2023-09-17,13.085
2023-09-18,12.86
2023-09-19,12.789
2023-09-20,12.564
2023-09-21,12.234
2023-09-22,12.294
2023-09-23,12.294
2023-09-24,12.294
2023-09-25,12.346
2023-09-26,12.344
2023-09-27,12.571
2023-09-28,12.625
2023-09-29,12.433
2023-09-30,12.433
2023-10-01,12.433
2023-10-02,12.036
2023-10-03,12.2
2023-10-04,11.613
2023-10-05,11.493
2023-10-06,11.876
2023-10-07,11.876
2023-10-08,11.876
2023-10-09,12.414
2023-10-10,12.509
2023-10-11,12.194
2023-10-12,12.15
2023-10-13,12.371
2023-10-14,12.371
2023-10-15,12.371
2023-10-16,12.549
2023-10-17,12.72
2023-10-18,12.938
2023-10-19,13.053
2023-10-20,12.761
2023-10-21,12.761
2023-10-22,12.761
2023-10-23,12.449
2023-10-24,12.389
2023-10-25,12.536
2023-10-26,12.358
2023-10-27,12.155
2023-10-28,12.155
2023-10-29,12.155
2023-10-30,12.088
2023-10-31,12.116
2023-11-01,12.028
2023-11-02,12.402
2023-11-03,12.351
2023-11-04,12.351
2023-11-05,12.351
2023-11-06,12.104
2023-11-07,11.724
2023-11-08,11.916
2023-11-09,11.803
2023-11-10,11.867
2023-11-11,11.867
2023-11-12,11.867
2023-11-13,11.75
2023-11-14,11.734
2023-11-15,11.675
2023-11-16,11.486
2023-11-17,11.61
2023-11-18,11.61
2023-11-19,11.61
2023-11-20,11.644
2023-11-21,11.63
2023-11-22,11.657
2023-11-23,11.657
2023-11-24,11.648
2023-11-25,11.648
2023-11-26,11.648
2023-11-27,11.591
2023-11-28,11.784
2023-11-29,11.738
2023-11-30,11.508
2023-12-01,11.446
2023-12-02,11.446
2023-12-03,11.446
2023-12-04,11.326
2023-12-05,11.241
2023-12-06,11.034
2023-12-07,11.309
2023-12-08,11.563
2023-12-09,11.563
2023-12-10,11.563
2023-12-11,11.394
2023-12-12,11.68
2023-12-13,11.532
2023-12-14,11.745
2023-12-15,11.696
2023-12-16,11.696
2023-12-17,11.696
2023-12-18,11.747
2023-12-19,11.756
2023-12-20,11.73
2023-12-21,11.897
2023-12-22,11.693
2023-12-23,11.693
2023-12-24,11.693
2023-12-25,11.693
2023-12-26,11.814
2023-12-27,11.737
2023-12-28,11.531
2023-12-29,11.481
2023-12-30,11.481
2023-12-31,11.481
2024-01-01,11.481
2024-01-02,11.546
2024-01-03,12.107
2024-01-04,11.81
2024-01-05,12.621
2024-01-06,12.621
2024-01-07,12.621
2024-01-08,13.332
2024-01-09,13.195
2024-01-10,13.031
2024-01-11,13.211
2024-01-12,13.893
2024-01-13,13.893
2024-01-14,13.893
2024-01-15,13.893
2024-01-16,14.125
2024-01-17,14.018
2024-01-18,14.081
2024-01-19,14.075
2024-01-20,14.075
2024-01-21,14.075
2024-01-22,14.808
2024-01-23,14.697
2024-01-24,14.848
2024-01-25,15.1
2024-01-26,15.095
2024-01-27,15.095
2024-01-28,15.095
2024-01-29,15.021
2024-01-30,15.343
2024-01-31,14.997
2024-02-01,14.932
2024-02-02,14.859
2024-02-03,14.859
2024-02-04,14.859
2024-02-05,14.847
2024-02-06,15.001
2024-02-07,15.014
2024-02-08,15.126
2024-02-09,14.975
2024-02-10,14.975
2024-02-11,14.975
2024-02-12,15.216
2024-02-13,15.106
2024-02-14,14.911
2024-02-15,16.568
2024-02-16,16.727
2024-02-17,16.727
2024-02-18,16.727
2024-02-19,16.727
2024-02-20,16.961
2024-02-21,17.439
2024-02-22,17.456
2024-02-23,17.756
2024-02-24,17.756
2024-02-25,17.756
2024-02-26,17.89
2024-02-27,17.928
2024-02-28,17.827
2024-02-29,17.83
2024-03-01,18.04
2024-03-02,18.04
2024-03-03,18.04
2024-03-04,17.957
2024-03-05,17.927
2024-03-06,18.078
2024-03-07,18.132
2024-03-08,18.242
2024-03-09,18.242
2024-03-10,18.242
2024-03-11,18.19
2024-03-12,18.132
2024-03-13,18.744
2024-03-14,18.901
2024-03-15,18.922
2024-03-16,18.922
2024-03-17,18.922
2024-03-18,19.099
2024-03-19,19.359
2024-03-20,19.278
2024-03-21,19.164
2024-03-22,19.162
2024-03-23,19.162
2024-03-24,19.162
2024-03-25,19.384
2024-03-26,19.015
2024-03-27,19.349
2024-03-28,19.517
2024-03-29,19.517
2024-03-30,19.517
2024-03-31,19.517
2024-04-01,19.988
2024-04-02,20.253
2024-04-03,19.985
2024-04-04,19.962
2024-04-05,20.16
2024-04-06,20.16
2024-04-07,20.16
2024-04-08,19.818
