,MOH US Equity
2023-06-26,12.59
2023-06-27,12.622
2023-06-28,12.548
2023-06-29,12.797
2023-06-30,13.046
2023-07-01,13.046
2023-07-02,13.046
2023-07-03,12.926
2023-07-04,12.926
2023-07-05,13.014
2023-07-06,13.017
2023-07-07,12.792
2023-07-08,12.792
2023-07-09,12.792
2023-07-10,13.083
2023-07-11,13.048
2023-07-12,12.64
2023-07-13,12.57
2023-07-14,12.955
2023-07-15,12.955
2023-07-16,12.955
2023-07-17,13.014
2023-07-18,13.15
2023-07-19,13.558
2023-07-20,13.761
2023-07-21,13.818
2023-07-22,13.818
2023-07-23,13.818
2023-07-24,13.623
2023-07-25,13.696
2023-07-26,13.502
2023-07-27,13.254
2023-07-28,12.968
2023-07-29,12.968
2023-07-30,12.968
2023-07-31,13.099
2023-08-01,12.992
2023-08-02,13.102
2023-08-03,12.998
2023-08-04,13.031
2023-08-05,13.031
2023-08-06,13.031
2023-08-07,13.377
2023-08-08,13.3
2023-08-09,13.471
2023-08-10,13.536
2023-08-11,13.545
2023-08-12,13.545
2023-08-13,13.545
2023-08-14,13.71
2023-08-15,13.54
2023-08-16,13.493
2023-08-17,13.291
2023-08-18,13.481
2023-08-19,13.481
2023-08-20,13.481
2023-08-21,13.729
2023-08-22,13.632
2023-08-23,13.686
2023-08-24,13.646
2023-08-25,13.684
2023-08-26,13.684
2023-08-27,13.684
2023-08-28,13.781
2023-08-29,13.826
2023-08-30,13.829
2023-08-31,13.305
2023-09-01,13.243
2023-09-02,13.243
2023-09-03,13.243
2023-09-04,13.243
2023-09-05,13.389
2023-09-06,13.308
2023-09-07,13.536
2023-09-08,13.721
2023-09-09,13.721
2023-09-10,13.721
2023-09-11,13.784
2023-09-12,13.745
2023-09-13,14.055
2023-09-14,14.0
2023-09-15,14.026
2023-09-16,14.026
2023-09-17,14.026
2023-09-18,14.091
2023-09-19,14.109
2023-09-20,14.284
2023-09-21,14.338
2023-09-22,14.33
2023-09-23,14.33
2023-09-24,14.33
2023-09-25,14.622
2023-09-26,14.305
2023-09-27,14.179
2023-09-28,14.276
2023-09-29,14.043
2023-09-30,14.043
2023-10-01,14.043
2023-10-02,14.239
2023-10-03,13.795
2023-10-04,14.048
2023-10-05,14.094
2023-10-06,14.253
2023-10-07,14.253
2023-10-08,14.253
2023-10-09,14.479
2023-10-10,14.552
2023-10-11,14.568
2023-10-12,14.536
2023-10-13,14.929
2023-10-14,14.929
2023-10-15,14.929
2023-10-16,15.22
2023-10-17,15.402
2023-10-18,15.408
2023-10-19,14.959
2023-10-20,14.928
2023-10-21,14.928
2023-10-22,14.928
2023-10-23,14.746
2023-10-24,14.281
2023-10-25,14.395
2023-10-26,14.109
2023-10-27,14.26
2023-10-28,14.26
2023-10-29,14.26
2023-10-30,13.915
2023-10-31,14.126
2023-11-01,14.291
2023-11-02,14.322
2023-11-03,14.316
2023-11-04,14.316
2023-11-05,14.316
2023-11-06,14.787
2023-11-07,14.826
2023-11-08,14.824
2023-11-09,14.95
2023-11-10,15.192
2023-11-11,15.192
2023-11-12,15.192
2023-11-13,15.322
2023-11-14,15.395
2023-11-15,15.462
2023-11-16,15.501
2023-11-17,14.916
2023-11-18,14.916
2023-11-19,14.916
2023-11-20,15.041
2023-11-21,15.206
2023-11-22,15.404
2023-11-23,15.404
2023-11-24,15.521
2023-11-25,15.521
2023-11-26,15.521
2023-11-27,15.465
2023-11-28,15.251
2023-11-29,14.811
2023-11-30,15.434
2023-12-01,15.315
2023-12-02,15.315
2023-12-03,15.315
2023-12-04,15.434
2023-12-05,15.494
2023-12-06,15.317
2023-12-07,15.344
2023-12-08,15.525
2023-12-09,15.525
2023-12-10,15.525
2023-12-11,15.452
2023-12-12,15.979
2023-12-13,16.144
2023-12-14,15.824
2023-12-15,15.325
2023-12-16,15.325
2023-12-17,15.325
2023-12-18,15.462
2023-12-19,15.167
2023-12-20,14.845
2023-12-21,15.124
2023-12-22,15.13
2023-12-23,15.13
2023-12-24,15.13
2023-12-25,15.13
2023-12-26,15.104
2023-12-27,15.065
2023-12-28,15.048
2023-12-29,15.254
2023-12-30,15.254
2023-12-31,15.254
2024-01-01,15.254
2024-01-02,15.686
2024-01-03,15.903
2024-01-04,15.975
2024-01-05,15.995
2024-01-06,15.995
2024-01-07,15.995
2024-01-08,15.96
2024-01-09,16.14
2024-01-10,16.106
2024-01-11,16.27
2024-01-12,16.14
2024-01-13,16.14
2024-01-14,16.14
2024-01-15,16.14
2024-01-16,16.334
2024-01-17,16.395
2024-01-18,16.165
2024-01-19,15.505
2024-01-20,15.505
2024-01-21,15.505
2024-01-22,15.622
2024-01-23,15.611
2024-01-24,15.543
2024-01-25,14.852
2024-01-26,15.003
2024-01-27,15.003
2024-01-28,15.003
2024-01-29,15.048
2024-01-30,15.07
2024-01-31,15.123
2024-02-01,15.07
2024-02-02,15.056
2024-02-03,15.056
2024-02-04,15.056
2024-02-05,14.835
2024-02-06,15.089
2024-02-07,15.3
2024-02-08,16.161
2024-02-09,16.477
2024-02-10,16.477
2024-02-11,16.477
2024-02-12,16.65
2024-02-13,16.722
2024-02-14,16.873
2024-02-15,16.796
2024-02-16,16.947
2024-02-17,16.947
2024-02-18,16.947
2024-02-19,16.947
2024-02-20,16.938
2024-02-21,16.834
2024-02-22,17.055
2024-02-23,17.16
2024-02-24,17.16
2024-02-25,17.16
2024-02-26,16.902
2024-02-27,16.835
2024-02-28,16.905
2024-02-29,16.633
2024-03-01,16.35
2024-03-02,16.35
2024-03-03,16.35
2024-03-04,16.322
2024-03-05,16.283
2024-03-06,16.414
2024-03-07,16.548
2024-03-08,16.581
2024-03-09,16.581
2024-03-10,16.581
2024-03-11,16.988
2024-03-12,17.0
2024-03-13,17.098
2024-03-14,17.174
2024-03-15,17.08
2024-03-16,17.08
2024-03-17,17.08
2024-03-18,17.329
2024-03-19,17.717
2024-03-20,17.572
2024-03-21,17.641
2024-03-22,17.514
2024-03-23,17.514
2024-03-24,17.514
2024-03-25,17.421
2024-03-26,17.671
2024-03-27,17.677
2024-03-28,17.349
2024-03-29,17.349
2024-03-30,17.349
2024-03-31,17.349
2024-04-01,17.069
2024-04-02,16.094
2024-04-03,15.992
2024-04-04,15.857
2024-04-05,15.919
2024-04-06,15.919
2024-04-07,15.919
2024-04-08,16.126
