,PNC US Equity
2023-06-23,8.876
2023-06-24,8.876
2023-06-25,8.876
2023-06-26,8.938
2023-06-27,8.994
2023-06-28,8.971
2023-06-29,9.106
2023-06-30,9.126
2023-07-01,9.126
2023-07-02,9.126
2023-07-03,9.24
2023-07-04,9.24
2023-07-05,9.174
2023-07-06,9.033
2023-07-07,9.159
2023-07-08,9.159
2023-07-09,9.159
2023-07-10,9.163
2023-07-11,9.243
2023-07-12,9.317
2023-07-13,9.503
2023-07-14,9.321
2023-07-15,9.321
2023-07-16,9.321
2023-07-17,9.423
2023-07-18,10.04
2023-07-19,10.222
2023-07-20,10.348
2023-07-21,10.438
2023-07-22,10.438
2023-07-23,10.438
2023-07-24,10.532
2023-07-25,10.368
2023-07-26,10.56
2023-07-27,10.336
2023-07-28,10.52
2023-07-29,10.52
2023-07-30,10.52
2023-07-31,10.647
2023-08-01,10.561
2023-08-02,10.459
2023-08-03,10.373
2023-08-04,10.251
2023-08-05,10.251
2023-08-06,10.251
2023-08-07,10.35
2023-08-08,10.166
2023-08-09,9.955
2023-08-10,10.013
2023-08-11,10.157
2023-08-12,10.157
2023-08-13,10.157
2023-08-14,9.949
2023-08-15,9.662
2023-08-16,9.594
2023-08-17,9.66
2023-08-18,9.637
2023-08-19,9.637
2023-08-20,9.637
2023-08-21,9.615
2023-08-22,9.31
2023-08-23,9.34
2023-08-24,9.204
2023-08-25,9.21
2023-08-26,9.21
2023-08-27,9.21
2023-08-28,9.262
2023-08-29,9.432
2023-08-30,9.424
2023-08-31,9.443
2023-09-01,9.537
2023-09-02,9.537
2023-09-03,9.537
2023-09-04,9.537
2023-09-05,9.403
2023-09-06,9.236
2023-09-07,9.074
2023-09-08,9.165
2023-09-09,9.165
2023-09-10,9.165
2023-09-11,9.25
2023-09-12,9.783
2023-09-13,9.686
2023-09-14,9.946
2023-09-15,9.891
2023-09-16,9.891
2023-09-17,9.891
2023-09-18,9.758
2023-09-19,9.72
2023-09-20,9.71
2023-09-21,9.571
2023-09-22,9.467
2023-09-23,9.467
2023-09-24,9.467
2023-09-25,9.606
2023-09-26,9.531
2023-09-27,9.574
2023-09-28,9.655
2023-09-29,9.65
2023-09-30,9.65
2023-10-01,9.65
2023-10-02,9.426
2023-10-03,9.38
2023-10-04,9.423
2023-10-05,9.435
2023-10-06,9.43
2023-10-07,9.43
2023-10-08,9.43
2023-10-09,9.37
2023-10-10,9.454
2023-10-11,9.493
2023-10-12,9.384
2023-10-13,9.105
2023-10-14,9.105
2023-10-15,9.105
2023-10-16,9.174
2023-10-17,9.253
2023-10-18,9.018
2023-10-19,9.015
2023-10-20,8.715
2023-10-21,8.715
2023-10-22,8.715
2023-10-23,8.55
2023-10-24,8.673
2023-10-25,8.673
2023-10-26,8.913
2023-10-27,8.67
2023-10-28,8.67
2023-10-29,8.67
2023-10-30,8.799
2023-10-31,8.922
2023-11-01,8.824
2023-11-02,9.321
2023-11-03,9.582
2023-11-04,9.582
2023-11-05,9.582
2023-11-06,9.453
2023-11-07,9.393
2023-11-08,9.352
2023-11-09,9.282
2023-11-10,9.366
2023-11-11,9.366
2023-11-12,9.366
2023-11-13,9.299
2023-11-14,9.878
2023-11-15,10.057
2023-11-16,10.176
2023-11-17,10.265
2023-11-18,10.265
2023-11-19,10.265
2023-11-20,10.272
2023-11-21,10.085
2023-11-22,10.083
2023-11-23,10.083
2023-11-24,10.142
2023-11-25,10.142
2023-11-26,10.142
2023-11-27,10.154
2023-11-28,10.213
2023-11-29,10.432
2023-11-30,10.539
2023-12-01,10.936
2023-12-02,10.936
2023-12-03,10.936
2023-12-04,11.076
2023-12-05,10.909
2023-12-06,10.964
2023-12-07,10.997
2023-12-08,11.089
2023-12-09,11.089
2023-12-10,11.089
2023-12-11,11.097
2023-12-12,11.062
2023-12-13,11.491
2023-12-14,12.04
2023-12-15,11.963
2023-12-16,11.963
2023-12-17,11.963
2023-12-18,11.89
2023-12-19,12.141
2023-12-20,11.75
2023-12-21,11.914
2023-12-22,11.969
2023-12-23,11.969
2023-12-24,11.969
2023-12-25,11.969
2023-12-26,12.097
2023-12-27,12.168
2023-12-28,12.218
2023-12-29,12.156
2023-12-30,12.156
2023-12-31,12.156
2024-01-01,12.156
2024-01-02,12.266
2024-01-03,11.893
2024-01-04,11.989
2024-01-05,12.276
2024-01-06,12.276
2024-01-07,12.276
2024-01-08,12.337
2024-01-09,12.092
2024-01-10,12.144
2024-01-11,11.938
2024-01-12,11.774
2024-01-13,11.774
2024-01-14,11.774
2024-01-15,11.774
2024-01-16,11.83
2024-01-17,11.823
2024-01-18,11.622
2024-01-19,12.003
2024-01-20,12.003
2024-01-21,12.003
2024-01-22,11.892
2024-01-23,11.93
2024-01-24,11.956
2024-01-25,12.037
2024-01-26,12.065
2024-01-27,12.065
2024-01-28,12.065
2024-01-29,12.214
2024-01-30,12.275
2024-01-31,12.033
2024-02-01,11.578
2024-02-02,11.793
2024-02-03,11.793
2024-02-04,11.793
2024-02-05,11.622
2024-02-06,11.897
2024-02-07,11.808
2024-02-08,11.786
2024-02-09,11.773
2024-02-10,11.773
2024-02-11,11.773
2024-02-12,11.882
2024-02-13,11.536
2024-02-14,11.743
2024-02-15,11.901
2024-02-16,11.839
2024-02-17,11.839
2024-02-18,11.839
2024-02-19,11.839
2024-02-20,11.668
2024-02-21,11.67
2024-02-22,11.576
2024-02-23,11.634
2024-02-24,11.634
2024-02-25,11.634
2024-02-26,11.524
2024-02-27,11.611
2024-02-28,11.591
2024-02-29,11.711
2024-03-01,11.758
2024-03-02,11.758
2024-03-03,11.758
2024-03-04,12.229
2024-03-05,12.339
2024-03-06,11.962
2024-03-07,11.972
2024-03-08,11.963
2024-03-09,11.963
2024-03-10,11.963
2024-03-11,12.161
2024-03-12,12.034
2024-03-13,12.173
2024-03-14,11.835
2024-03-15,11.859
2024-03-16,11.859
2024-03-17,11.859
2024-03-18,11.924
2024-03-19,11.971
2024-03-20,12.266
2024-03-21,12.585
2024-03-22,12.402
2024-03-23,12.402
2024-03-24,12.402
2024-03-25,12.348
2024-03-26,12.357
2024-03-27,12.772
2024-03-28,12.928
2024-03-29,12.928
2024-03-30,12.928
2024-03-31,12.928
2024-04-01,12.801
2024-04-02,12.615
2024-04-03,12.576
2024-04-04,12.555
2024-04-05,12.599
2024-04-06,12.599
2024-04-07,12.599
2024-04-08,12.9
