,MCO US Equity
2020-07-18,21.992
2020-07-19,21.992
2020-07-20,22.099
2020-07-21,21.87
2020-07-22,22.067
2020-07-23,21.662
2020-07-24,21.779
2020-07-25,21.779
2020-07-26,21.779
2020-07-27,21.766
2020-07-28,21.252
2020-07-29,21.906
2020-07-30,21.231
2020-07-31,20.047
2020-08-01,20.047
2020-08-02,20.047
2020-08-03,19.999
2020-08-04,19.669
2020-08-05,19.799
2020-08-06,19.92
2020-08-07,19.649
2020-08-08,19.649
2020-08-09,19.649
2020-08-10,19.338
2020-08-11,19.579
2020-08-12,19.886
2020-08-13,20.109
2020-08-14,20.044
2020-08-15,20.044
2020-08-16,20.044
2020-08-17,20.227
2020-08-18,20.361
2020-08-19,20.129
2020-08-20,20.255
2020-08-21,20.328
2020-08-22,20.328
2020-08-23,20.328
2020-08-24,20.31
2020-08-25,20.393
2020-08-26,20.862
2020-08-27,20.877
2020-08-28,21.036
2020-08-29,21.036
2020-08-30,21.036
2020-08-31,21.054
2020-09-01,21.157
2020-09-02,21.758
2020-09-03,20.812
2020-09-04,20.185
2020-09-05,20.185
2020-09-06,20.185
2020-09-07,20.185
2020-09-08,19.915
2020-09-09,20.609
2020-09-10,20.278
2020-09-11,20.361
2020-09-12,20.361
2020-09-13,20.361
2020-09-14,20.628
2020-09-15,20.505
2020-09-16,20.493
2020-09-17,20.199
2020-09-18,20.064
2020-09-19,20.064
2020-09-20,20.064
2020-09-21,20.008
2020-09-22,19.943
2020-09-23,19.552
2020-09-24,19.684
2020-09-25,20.04
2020-09-26,20.04
2020-09-27,20.04
2020-09-28,20.374
2020-09-29,20.415
2020-09-30,20.709
2020-10-01,20.881
2020-10-02,20.617
2020-10-03,20.617
2020-10-04,20.617
2020-10-05,20.702
2020-10-06,20.195
2020-10-07,20.244
2020-10-08,20.517
2020-10-09,20.699
2020-10-10,20.699
2020-10-11,20.699
2020-10-12,20.601
2020-10-13,20.607
2020-10-14,20.239
2020-10-15,20.264
2020-10-16,20.165
2020-10-17,20.165
2020-10-18,20.165
2020-10-19,19.849
2020-10-20,19.909
2020-10-21,19.335
2020-10-22,19.025
2020-10-23,18.967
2020-10-24,18.967
2020-10-25,18.967
2020-10-26,18.766
2020-10-27,18.57
2020-10-28,18.268
2020-10-29,18.254
2020-10-30,18.128
2020-10-31,18.128
2020-11-01,18.128
2020-11-02,18.337
2020-11-03,18.564
2020-11-04,19.697
2020-11-05,20.072
2020-11-06,20.043
2020-11-07,20.043
2020-11-08,20.043
2020-11-09,18.996
2020-11-10,18.643
2020-11-11,19.327
2020-11-12,19.057
2020-11-13,18.993
2020-11-14,18.993
2020-11-15,18.993
2020-11-16,19.002
2020-11-17,18.944
2020-11-18,18.801
2020-11-19,18.904
2020-11-20,18.861
2020-11-21,18.861
2020-11-22,18.861
2020-11-23,18.716
2020-11-24,18.767
2020-11-25,19.112
2020-11-26,19.112
2020-11-27,19.157
2020-11-28,19.157
2020-11-29,19.157
2020-11-30,19.511
2020-12-01,19.294
2020-12-02,19.206
2020-12-03,19.338
2020-12-04,19.738
2020-12-05,19.738
2020-12-06,19.738
2020-12-07,19.561
2020-12-08,19.264
2020-12-09,19.023
2020-12-10,18.931
2020-12-11,18.976
2020-12-12,18.976
2020-12-13,18.976
2020-12-14,18.975
2020-12-15,19.166
2020-12-16,19.384
2020-12-17,19.351
2020-12-18,19.579
2020-12-19,19.579
2020-12-20,19.579
2020-12-21,19.268
2020-12-22,19.434
2020-12-23,19.049
2020-12-24,19.269
2020-12-25,19.269
2020-12-26,19.269
2020-12-27,19.269
2020-12-28,19.206
2020-12-29,19.397
2020-12-30,19.727
2020-12-31,20.054
2021-01-01,20.054
2021-01-02,20.054
2021-01-03,20.054
2021-01-04,19.981
2021-01-05,19.46
2021-01-06,19.252
2021-01-07,19.254
2021-01-08,19.174
2021-01-09,19.174
2021-01-10,19.174
2021-01-11,18.91
2021-01-12,18.753
2021-01-13,18.766
2021-01-14,18.623
2021-01-15,18.246
2021-01-16,18.246
2021-01-17,18.246
2021-01-18,18.246
2021-01-19,18.427
2021-01-20,18.854
2021-01-21,18.528
2021-01-22,18.25
2021-01-23,18.25
2021-01-24,18.25
2021-01-25,18.24
2021-01-26,18.385
2021-01-27,17.999
2021-01-28,18.48
2021-01-29,18.22
2021-01-30,18.22
2021-01-31,18.22
2021-02-01,18.527
2021-02-02,19.04
2021-02-03,18.741
2021-02-04,18.944
2021-02-05,18.953
2021-02-06,18.953
2021-02-07,18.953
2021-02-08,19.05
2021-02-09,19.319
2021-02-10,18.946
2021-02-11,19.068
2021-02-12,18.945
2021-02-13,18.945
2021-02-14,18.945
2021-02-15,18.945
2021-02-16,18.873
2021-02-17,18.886
2021-02-18,18.677
2021-02-19,18.786
2021-02-20,18.786
2021-02-21,18.786
2021-02-22,18.559
2021-02-23,18.493
2021-02-24,18.703
2021-02-25,18.619
2021-02-26,18.457
2021-02-27,18.457
2021-02-28,18.457
2021-03-01,18.966
2021-03-02,18.876
2021-03-03,18.666
2021-03-04,18.667
2021-03-05,19.3
2021-03-06,19.3
2021-03-07,19.3
2021-03-08,19.437
2021-03-09,19.475
2021-03-10,19.438
2021-03-11,19.465
2021-03-12,19.472
2021-03-13,19.472
2021-03-14,19.472
2021-03-15,19.854
2021-03-16,19.775
2021-03-17,19.57
2021-03-18,19.203
2021-03-19,19.215
2021-03-20,19.215
2021-03-21,19.215
2021-03-22,19.382
2021-03-23,19.415
2021-03-24,19.78
2021-03-25,19.748
2021-03-26,20.305
2021-03-27,20.305
2021-03-28,20.305
2021-03-29,20.496
2021-03-30,19.865
2021-03-31,19.937
2021-04-01,20.365
2021-04-02,20.365
2021-04-03,20.365
2021-04-04,20.365
2021-04-05,20.67
2021-04-06,20.577
2021-04-07,20.471
2021-04-08,20.816
2021-04-09,20.864
2021-04-10,20.864
2021-04-11,20.864
2021-04-12,20.877
2021-04-13,20.923
2021-04-14,20.9
2021-04-15,21.121
2021-04-16,21.353
2021-04-17,21.353
2021-04-18,21.353
2021-04-19,21.268
2021-04-20,21.469
2021-04-21,21.554
2021-04-22,21.555
2021-04-23,21.733
2021-04-24,21.733
2021-04-25,21.733
2021-04-26,21.352
2021-04-27,21.426
2021-04-28,20.997
2021-04-29,21.666
2021-04-30,21.453
2021-05-01,21.453
2021-05-02,21.453
2021-05-03,21.625
2021-05-04,21.683
2021-05-05,21.582
2021-05-06,21.643
2021-05-07,21.965
2021-05-08,21.965
2021-05-09,21.965
2021-05-10,21.907
2021-05-11,21.587
2021-05-12,20.995
2021-05-13,21.593
2021-05-14,21.935
2021-05-15,21.935
2021-05-16,21.935
2021-05-17,21.649
2021-05-18,21.263
2021-05-19,21.31
2021-05-20,21.513
2021-05-21,21.637
2021-05-22,21.637
2021-05-23,21.637
2021-05-24,21.835
2021-05-25,21.91
2021-05-26,21.789
2021-05-27,21.956
2021-05-28,22.063
2021-05-29,22.063
2021-05-30,22.063
2021-05-31,22.063
2021-06-01,21.771
2021-06-02,22.04
2021-06-03,21.993
2021-06-04,22.083
2021-06-05,22.083
2021-06-06,22.083
2021-06-07,22.045
2021-06-08,22.168
2021-06-09,22.289
2021-06-10,22.366
2021-06-11,22.681
2021-06-12,22.681
2021-06-13,22.681
2021-06-14,22.879
2021-06-15,23.087
2021-06-16,22.823
2021-06-17,23.379
2021-06-18,22.945
2021-06-19,22.945
2021-06-20,22.945
2021-06-21,23.398
2021-06-22,23.651
2021-06-23,23.527
2021-06-24,23.814
2021-06-25,24.013
2021-06-26,24.013
2021-06-27,24.013
2021-06-28,24.063
2021-06-29,24.102
2021-06-30,23.683
2021-07-01,23.875
2021-07-02,24.04
2021-07-03,24.04
2021-07-04,24.04
2021-07-05,24.04
2021-07-06,24.129
2021-07-07,24.461
2021-07-08,24.309
2021-07-09,24.387
2021-07-10,24.387
2021-07-11,24.387
2021-07-12,24.339
2021-07-13,24.337
2021-07-14,24.376
2021-07-15,24.321
2021-07-16,24.529
2021-07-17,24.529
2021-07-18,24.529
2021-07-19,24.131
2021-07-20,24.501
2021-07-21,24.611
2021-07-22,24.755
2021-07-23,24.797
2021-07-24,24.797
2021-07-25,24.797
2021-07-26,24.662
2021-07-27,24.739
2021-07-28,24.293
2021-07-29,24.213
2021-07-30,24.037
2021-07-31,24.037
2021-08-01,24.037
2021-08-02,24.243
2021-08-03,24.239
2021-08-04,24.469
2021-08-05,24.734
2021-08-06,24.614
2021-08-07,24.614
2021-08-08,24.614
2021-08-09,24.397
2021-08-10,24.265
2021-08-11,24.242
2021-08-12,24.174
2021-08-13,24.284
2021-08-14,24.284
2021-08-15,24.284
2021-08-16,24.525
2021-08-17,24.362
2021-08-18,23.854
2021-08-19,23.934
2021-08-20,24.054
2021-08-21,24.054
2021-08-22,24.054
2021-08-23,24.226
2021-08-24,24.049
2021-08-25,24.052
2021-08-26,23.987
2021-08-27,24.145
2021-08-28,24.145
2021-08-29,24.145
2021-08-30,24.352
2021-08-31,24.332
2021-09-01,24.417
2021-09-02,24.649
2021-09-03,24.63
2021-09-04,24.63
2021-09-05,24.63
2021-09-06,24.63
2021-09-07,24.399
2021-09-08,24.41
2021-09-09,24.445
2021-09-10,24.447
2021-09-11,24.447
2021-09-12,24.447
2021-09-13,24.233
2021-09-14,24.295
2021-09-15,24.274
2021-09-16,24.307
2021-09-17,23.647
2021-09-18,23.647
2021-09-19,23.647
2021-09-20,23.578
2021-09-21,23.611
2021-09-22,23.671
2021-09-23,24.089
2021-09-24,24.047
2021-09-25,24.047
2021-09-26,24.047
2021-09-27,23.532
2021-09-28,22.719
2021-09-29,22.97
2021-09-30,23.306
2021-10-01,23.578
2021-10-02,23.578
2021-10-03,23.578
2021-10-04,22.953
2021-10-05,23.275
2021-10-06,23.444
2021-10-07,23.774
2021-10-08,23.715
2021-10-09,23.715
2021-10-10,23.715
2021-10-11,23.57
2021-10-12,23.628
2021-10-13,23.663
2021-10-14,24.253
2021-10-15,24.253
2021-10-16,24.253
2021-10-17,24.253
2021-10-18,24.437
2021-10-19,24.761
2021-10-20,24.303
2021-10-21,24.581
2021-10-22,24.938
2021-10-23,24.938
2021-10-24,24.938
2021-10-25,25.051
2021-10-26,25.391
2021-10-27,25.541
2021-10-28,26.275
2021-10-29,25.944
2021-10-30,25.944
2021-10-31,25.944
2021-11-01,25.318
2021-11-02,24.666
2021-11-03,24.404
2021-11-04,24.579
2021-11-05,24.455
2021-11-06,24.455
2021-11-07,24.455
2021-11-08,24.466
2021-11-09,24.783
2021-11-10,24.492
2021-11-11,24.351
2021-11-12,24.513
2021-11-13,24.513
2021-11-14,24.513
2021-11-15,24.687
2021-11-16,25.373
2021-11-17,25.041
2021-11-18,24.9
2021-11-19,24.42
2021-11-20,24.42
2021-11-21,24.42
2021-11-22,24.279
2021-11-23,24.408
2021-11-24,24.78
2021-11-25,24.78
2021-11-26,24.249
2021-11-27,24.249
2021-11-28,24.249
2021-11-29,25.081
2021-11-30,24.662
2021-12-01,24.008
2021-12-02,24.568
2021-12-03,24.292
2021-12-04,24.292
2021-12-05,24.292
2021-12-06,24.332
2021-12-07,25.152
2021-12-08,25.131
2021-12-09,24.836
2021-12-10,25.111
2021-12-11,25.111
2021-12-12,25.111
2021-12-13,25.177
2021-12-14,24.744
2021-12-15,25.11
2021-12-16,24.807
2021-12-17,24.664
2021-12-18,24.664
2021-12-19,24.664
2021-12-20,24.244
2021-12-21,24.516
2021-12-22,24.747
2021-12-23,24.891
2021-12-24,24.891
2021-12-25,24.891
2021-12-26,24.891
2021-12-27,25.029
2021-12-28,25.026
2021-12-29,24.941
2021-12-30,24.435
2021-12-31,24.405
2022-01-01,24.405
2022-01-02,24.405
2022-01-03,23.935
2022-01-04,24.102
2022-01-05,23.527
2022-01-06,23.375
2022-01-07,23.219
2022-01-08,23.219
2022-01-09,23.219
2022-01-10,22.549
2022-01-11,22.927
2022-01-12,23.241
2022-01-13,22.581
2022-01-14,21.928
2022-01-15,21.928
2022-01-16,21.928
2022-01-17,21.928
2022-01-18,21.361
2022-01-19,21.498
2022-01-20,21.414
2022-01-21,21.203
2022-01-22,21.203
2022-01-23,21.203
2022-01-24,21.34
2022-01-25,20.159
2022-01-26,20.128
2022-01-27,20.214
2022-01-28,20.871
2022-01-29,20.871
2022-01-30,20.871
2022-01-31,21.273
2022-02-01,21.329
2022-02-02,21.524
2022-02-03,21.11
2022-02-04,21.514
2022-02-05,21.514
2022-02-06,21.514
2022-02-07,20.859
2022-02-08,20.903
2022-02-09,21.215
2022-02-10,21.734
2022-02-11,20.569
2022-02-12,20.569
2022-02-13,20.569
2022-02-14,20.039
2022-02-15,20.433
2022-02-16,20.482
2022-02-17,20.019
2022-02-18,20.046
2022-02-19,20.046
2022-02-20,20.046
2022-02-21,20.046
2022-02-22,20.013
2022-02-23,19.692
2022-02-24,19.911
2022-02-25,20.016
2022-02-26,20.016
2022-02-27,20.016
2022-02-28,19.913
2022-03-01,19.933
2022-03-02,20.158
2022-03-03,20.028
2022-03-04,20.085
2022-03-05,20.085
2022-03-06,20.085
2022-03-07,19.398
2022-03-08,19.333
2022-03-09,19.906
2022-03-10,19.479
2022-03-11,19.131
2022-03-12,19.131
2022-03-13,19.131
2022-03-14,18.933
2022-03-15,19.239
2022-03-16,19.75
2022-03-17,20.187
2022-03-18,20.777
2022-03-19,20.777
2022-03-20,20.777
2022-03-21,20.499
2022-03-22,20.808
2022-03-23,20.502
2022-03-24,20.714
2022-03-25,20.778
2022-03-26,20.778
2022-03-27,20.778
2022-03-28,21.108
2022-03-29,21.378
2022-03-30,21.296
2022-03-31,21.219
2022-04-01,21.402
2022-04-02,21.402
2022-04-03,21.402
2022-04-04,21.538
2022-04-05,21.543
2022-04-06,21.504
2022-04-07,21.716
2022-04-08,21.673
2022-04-09,21.673
2022-04-10,21.673
2022-04-11,21.147
2022-04-12,21.006
2022-04-13,21.102
2022-04-14,20.803
2022-04-15,20.803
2022-04-16,20.803
2022-04-17,20.803
2022-04-18,20.725
2022-04-19,21.06
2022-04-20,21.155
2022-04-21,20.832
2022-04-22,20.358
2022-04-23,20.358
2022-04-24,20.358
2022-04-25,20.553
2022-04-26,20.142
2022-04-27,20.173
2022-04-28,20.718
2022-04-29,20.083
2022-04-30,20.083
2022-05-01,20.083
2022-05-02,19.783
2022-05-03,20.808
2022-05-04,21.345
2022-05-05,20.444
2022-05-06,20.513
2022-05-07,20.513
2022-05-08,20.513
2022-05-09,19.502
2022-05-10,19.462
2022-05-11,19.267
2022-05-12,19.318
2022-05-13,19.546
2022-05-14,19.546
2022-05-15,19.546
2022-05-16,19.465
2022-05-17,20.085
2022-05-18,19.244
2022-05-19,19.441
2022-05-20,19.889
2022-05-21,19.889
2022-05-22,19.889
2022-05-23,20.293
2022-05-24,20.137
2022-05-25,20.076
2022-05-26,20.588
2022-05-27,21.141
2022-05-28,21.141
2022-05-29,21.141
2022-05-30,21.141
2022-05-31,20.734
2022-06-01,19.63
2022-06-02,20.239
2022-06-03,19.74
2022-06-04,19.74
2022-06-05,19.74
2022-06-06,19.803
2022-06-07,20.175
2022-06-08,19.932
2022-06-09,19.62
2022-06-10,19.184
2022-06-11,19.184
2022-06-12,19.184
2022-06-13,18.631
2022-06-14,18.092
2022-06-15,18.417
2022-06-16,17.809
2022-06-17,18.007
2022-06-18,18.007
2022-06-19,18.007
2022-06-20,18.007
2022-06-21,18.36
2022-06-22,18.58
2022-06-23,19.062
2022-06-24,19.591
2022-06-25,19.591
2022-06-26,19.591
2022-06-27,19.613
2022-06-28,19.104
2022-06-29,19.199
2022-06-30,19.292
2022-07-01,19.501
2022-07-02,19.501
2022-07-03,19.501
2022-07-04,19.501
2022-07-05,19.932
2022-07-06,20.217
2022-07-07,20.41
2022-07-08,20.343
2022-07-09,20.343
2022-07-10,20.343
2022-07-11,20.415
2022-07-12,19.825
2022-07-13,19.845
2022-07-14,19.807
2022-07-15,20.269
2022-07-16,20.269
2022-07-17,20.269
2022-07-18,20.214
2022-07-19,20.81
2022-07-20,20.947
2022-07-21,21.301
2022-07-22,21.272
2022-07-23,21.272
2022-07-24,21.272
2022-07-25,20.92
2022-07-26,21.185
2022-07-27,21.881
2022-07-28,23.095
2022-07-29,23.913
2022-07-30,23.913
2022-07-31,23.913
2022-08-01,23.702
2022-08-02,23.702
2022-08-03,23.959
2022-08-04,24.151
2022-08-05,23.98
2022-08-06,23.98
2022-08-07,23.98
2022-08-08,24.14
2022-08-09,23.96
2022-08-10,24.868
2022-08-11,24.487
2022-08-12,24.89
2022-08-13,24.89
2022-08-14,24.89
2022-08-15,24.838
2022-08-16,24.83
2022-08-17,24.781
2022-08-18,24.704
2022-08-19,24.011
2022-08-20,24.011
2022-08-21,24.011
2022-08-22,23.512
2022-08-23,23.062
2022-08-24,23.081
2022-08-25,23.637
2022-08-26,22.622
2022-08-27,22.622
2022-08-28,22.622
2022-08-29,22.405
2022-08-30,22.145
2022-08-31,21.969
2022-09-01,22.198
2022-09-02,22.043
2022-09-03,22.043
2022-09-04,22.043
2022-09-05,22.043
2022-09-06,22.314
2022-09-07,22.82
2022-09-08,22.95
2022-09-09,23.216
2022-09-10,23.216
2022-09-11,23.216
2022-09-12,23.51
2022-09-13,22.532
2022-09-14,22.183
2022-09-15,21.881
2022-09-16,21.774
2022-09-17,21.774
2022-09-18,21.774
2022-09-19,21.636
2022-09-20,21.037
2022-09-21,20.72
2022-09-22,19.834
2022-09-23,19.787
2022-09-24,19.787
2022-09-25,19.787
2022-09-26,19.447
2022-09-27,19.422
2022-09-28,19.596
2022-09-29,19.245
2022-09-30,18.998
2022-10-01,18.998
2022-10-02,18.998
2022-10-03,19.703
2022-10-04,20.575
2022-10-05,20.566
2022-10-06,19.949
2022-10-07,19.273
2022-10-08,19.273
2022-10-09,19.273
2022-10-10,19.124
2022-10-11,18.974
2022-10-12,18.93
2022-10-13,19.11
2022-10-14,18.59
2022-10-15,18.59
2022-10-16,18.59
2022-10-17,19.207
2022-10-18,19.434
2022-10-19,19.056
2022-10-20,18.704
2022-10-21,19.046
2022-10-22,19.046
2022-10-23,19.046
2022-10-24,19.49
2022-10-25,21.608
2022-10-26,22.17
2022-10-27,22.735
2022-10-28,23.44
2022-10-29,23.44
2022-10-30,23.44
2022-10-31,23.072
2022-11-01,23.027
2022-11-02,22.309
2022-11-03,22.179
2022-11-04,22.557
2022-11-05,22.557
2022-11-06,22.557
2022-11-07,23.225
2022-11-08,23.467
2022-11-09,23.058
2022-11-10,25.849
2022-11-11,27.264
2022-11-12,27.264
2022-11-13,27.264
2022-11-14,25.791
2022-11-15,26.243
2022-11-16,26.067
2022-11-17,25.457
2022-11-18,25.68
2022-11-19,25.68
2022-11-20,25.68
2022-11-21,25.645
2022-11-22,25.92
2022-11-23,26.237
2022-11-24,26.237
2022-11-25,26.505
2022-11-26,26.505
2022-11-27,26.505
2022-11-28,25.703
2022-11-29,25.607
2022-11-30,26.38
2022-12-01,27.07
2022-12-02,26.686
2022-12-03,26.686
2022-12-04,26.686
2022-12-05,25.763
2022-12-06,25.843
2022-12-07,25.674
2022-12-08,25.601
2022-12-09,25.435
2022-12-10,25.435
2022-12-11,25.435
2022-12-12,25.706
2022-12-13,26.641
2022-12-14,26.147
2022-12-15,25.201
2022-12-16,24.753
2022-12-17,24.753
2022-12-18,24.753
2022-12-19,24.451
2022-12-20,24.149
2022-12-21,24.811
2022-12-22,24.528
2022-12-23,24.495
2022-12-24,24.495
2022-12-25,24.495
2022-12-26,24.495
2022-12-27,24.279
2022-12-28,23.985
2022-12-29,24.856
2022-12-30,24.441
2022-12-31,24.441
2023-01-01,24.441
2023-01-02,24.441
2023-01-03,24.312
2023-01-04,24.984
2023-01-05,24.332
2023-01-06,25.476
2023-01-07,25.476
2023-01-08,25.476
2023-01-09,25.599
2023-01-10,26.198
2023-01-11,27.047
2023-01-12,27.484
2023-01-13,27.672
2023-01-14,27.672
2023-01-15,27.672
2023-01-16,27.672
2023-01-17,27.588
2023-01-18,27.843
2023-01-19,27.558
2023-01-20,28.142
2023-01-21,28.142
2023-01-22,28.142
2023-01-23,28.175
2023-01-24,27.75
2023-01-25,27.725
2023-01-26,27.943
2023-01-27,28.063
2023-01-28,28.063
2023-01-29,28.063
2023-01-30,27.591
2023-01-31,28.489
2023-02-01,28.443
2023-02-02,28.99
2023-02-03,28.539
2023-02-04,28.539
2023-02-05,28.539
2023-02-06,27.673
2023-02-07,27.97
2023-02-08,27.512
2023-02-09,27.073
2023-02-10,27.071
2023-02-11,27.071
2023-02-12,27.071
2023-02-13,27.669
2023-02-14,27.274
2023-02-15,27.396
2023-02-16,26.694
2023-02-17,26.601
2023-02-18,26.601
2023-02-19,26.601
2023-02-20,26.601
2023-02-21,26.018
2023-02-22,25.978
2023-02-23,26.049
2023-02-24,25.589
2023-02-25,25.589
2023-02-26,25.589
2023-02-27,25.63
2023-02-28,25.669
2023-03-01,25.592
2023-03-02,25.686
2023-03-03,26.418
2023-03-04,26.418
2023-03-05,26.418
2023-03-06,26.848
2023-03-07,25.965
2023-03-08,25.953
2023-03-09,26.035
2023-03-10,25.156
2023-03-11,25.156
2023-03-12,25.156
2023-03-13,25.176
2023-03-14,25.856
2023-03-15,25.836
2023-03-16,26.291
2023-03-17,25.965
2023-03-18,25.965
2023-03-19,25.965
2023-03-20,25.717
2023-03-21,26.215
2023-03-22,25.663
2023-03-23,25.622
2023-03-24,25.83
2023-03-25,25.83
2023-03-26,25.83
2023-03-27,25.87
2023-03-28,25.942
2023-03-29,26.432
2023-03-30,26.555
2023-03-31,27.003
2023-04-01,27.003
2023-04-02,27.003
2023-04-03,26.825
2023-04-04,26.793
2023-04-05,26.714
2023-04-06,26.367
2023-04-07,26.367
2023-04-08,26.367
2023-04-09,26.367
2023-04-10,26.117
2023-04-11,26.381
2023-04-12,26.276
2023-04-13,26.78
2023-04-14,26.641
2023-04-15,26.641
2023-04-16,26.641
2023-04-17,26.807
2023-04-18,26.88
2023-04-19,26.687
2023-04-20,26.649
2023-04-21,26.724
2023-04-22,26.724
2023-04-23,26.724
2023-04-24,26.642
2023-04-25,26.921
2023-04-26,26.868
2023-04-27,27.439
2023-04-28,27.573
2023-04-29,27.573
2023-04-30,27.573
2023-05-01,27.575
2023-05-02,26.892
2023-05-03,26.405
2023-05-04,26.354
2023-05-05,26.793
2023-05-06,26.793
2023-05-07,26.793
2023-05-08,26.907
2023-05-09,26.962
2023-05-10,27.371
2023-05-11,27.228
2023-05-12,27.295
2023-05-13,27.295
2023-05-14,27.295
2023-05-15,27.474
2023-05-16,27.152
2023-05-17,27.333
2023-05-18,27.814
2023-05-19,27.892
2023-05-20,27.892
2023-05-21,27.892
2023-05-22,28.455
2023-05-23,27.689
2023-05-24,27.356
2023-05-25,27.413
2023-05-26,27.708
2023-05-27,27.708
2023-05-28,27.708
2023-05-29,27.708
2023-05-30,27.755
2023-05-31,28.051
2023-06-01,28.652
2023-06-02,28.946
2023-06-03,28.946
2023-06-04,28.946
2023-06-05,29.106
2023-06-06,29.274
2023-06-07,28.989
2023-06-08,29.491
2023-06-09,29.69
2023-06-10,29.69
2023-06-11,29.69
2023-06-12,29.699
2023-06-13,29.984
2023-06-14,30.153
2023-06-15,30.718
2023-06-16,30.106
2023-06-17,30.106
2023-06-18,30.106
2023-06-19,30.106
2023-06-20,29.96
2023-06-21,29.814
2023-06-22,29.577
