,DFS US Equity
2020-05-12,2.317
2020-05-13,2.151
2020-05-14,2.319
2020-05-15,2.246
2020-05-16,2.246
2020-05-17,2.246
2020-05-18,2.427
2020-05-19,2.35
2020-05-20,2.452
2020-05-21,2.436
2020-05-22,2.419
2020-05-23,2.419
2020-05-24,2.419
2020-05-25,2.419
2020-05-26,2.635
2020-05-27,2.965
2020-05-28,2.957
2020-05-29,2.84
2020-05-30,2.84
2020-05-31,2.84
2020-06-01,2.979
2020-06-02,3.132
2020-06-03,3.416
2020-06-04,3.483
2020-06-05,3.624
2020-06-06,3.624
2020-06-07,3.624
2020-06-08,3.664
2020-06-09,3.518
2020-06-10,3.285
2020-06-11,2.954
2020-06-12,6.763
2020-06-13,6.763
2020-06-14,6.763
2020-06-15,6.962
2020-06-16,7.137
2020-06-17,7.029
2020-06-18,6.87
2020-06-19,6.857
2020-06-20,6.857
2020-06-21,6.857
2020-06-22,6.894
2020-06-23,7.001
2020-06-24,6.485
2020-06-25,6.644
2020-06-26,6.211
2020-06-27,6.211
2020-06-28,6.211
2020-06-29,6.294
2020-06-30,6.393
2020-07-01,6.154
2020-07-02,6.234
2020-07-03,6.234
2020-07-04,6.234
2020-07-05,6.234
2020-07-06,6.459
2020-07-07,6.145
2020-07-08,6.213
2020-07-09,5.928
2020-07-10,6.174
2020-07-11,6.174
2020-07-12,6.174
2020-07-13,6.149
2020-07-14,6.065
2020-07-15,6.426
2020-07-16,6.418
2020-07-17,6.252
2020-07-18,6.252
2020-07-19,6.252
2020-07-20,6.061
2020-07-21,6.255
2020-07-22,6.471
2020-07-23,6.589
2020-07-24,6.652
2020-07-25,6.652
2020-07-26,6.652
2020-07-27,6.775
2020-07-28,6.559
2020-07-29,6.785
2020-07-30,6.599
2020-07-31,6.47
2020-08-01,6.47
2020-08-02,6.47
2020-08-03,6.48
2020-08-04,6.377
2020-08-05,6.604
2020-08-06,6.559
2020-08-07,6.727
2020-08-08,6.727
2020-08-09,6.727
2020-08-10,7.039
2020-08-11,7.299
2020-08-12,7.133
2020-08-13,6.994
2020-08-14,7.108
2020-08-15,7.108
2020-08-16,7.108
2020-08-17,6.884
2020-08-18,6.668
2020-08-19,6.709
2020-08-20,6.594
2020-08-21,6.545
2020-08-22,6.545
2020-08-23,6.545
2020-08-24,6.918
2020-08-25,6.895
2020-08-26,6.804
2020-08-27,7.092
2020-08-28,7.163
2020-08-29,7.163
2020-08-30,7.163
2020-08-31,7.009
2020-09-01,6.994
2020-09-02,7.088
2020-09-03,7.318
2020-09-04,7.542
2020-09-05,7.542
2020-09-06,7.542
2020-09-07,7.542
2020-09-08,7.277
2020-09-09,7.268
2020-09-10,7.139
2020-09-11,7.228
2020-09-12,7.228
2020-09-13,7.228
2020-09-14,7.657
2020-09-15,7.533
2020-09-16,7.819
2020-09-17,7.862
2020-09-18,7.794
2020-09-19,7.794
2020-09-20,7.794
2020-09-21,7.265
2020-09-22,7.199
2020-09-23,7.029
2020-09-24,7.017
2020-09-25,7.147
2020-09-26,7.147
2020-09-27,7.147
2020-09-28,7.455
2020-09-29,7.347
2020-09-30,7.629
2020-10-01,7.779
2020-10-02,8.044
2020-10-03,8.044
2020-10-04,8.044
2020-10-05,8.341
2020-10-06,8.068
2020-10-07,8.414
2020-10-08,8.637
2020-10-09,8.568
2020-10-10,8.568
2020-10-11,8.568
2020-10-12,8.534
2020-10-13,8.468
2020-10-14,8.494
2020-10-15,8.529
2020-10-16,8.646
2020-10-17,8.646
2020-10-18,8.646
2020-10-19,8.393
2020-10-20,8.319
2020-10-21,8.002
2020-10-22,8.736
2020-10-23,8.736
2020-10-24,8.736
2020-10-25,8.736
2020-10-26,8.736
2020-10-27,8.736
2020-10-28,8.736
2020-10-29,8.736
2020-10-30,8.736
2020-10-31,8.736
2020-11-01,8.736
2020-11-02,8.736
2020-11-03,8.736
2020-11-04,8.736
2020-11-05,8.736
2020-11-06,8.736
2020-11-07,8.736
2020-11-08,8.736
2020-11-09,8.736
2020-11-10,8.736
2020-11-11,8.736
2020-11-12,8.736
2020-11-13,8.736
2020-11-14,8.736
2020-11-15,8.736
2020-11-16,8.736
2020-11-17,8.736
2020-11-18,8.736
2020-11-19,8.736
2020-11-20,8.736
2020-11-21,8.736
2020-11-22,8.736
2020-11-23,8.736
2020-11-24,8.736
2020-11-25,8.736
2020-11-26,8.736
2020-11-27,8.736
2020-11-28,8.736
2020-11-29,8.736
2020-11-30,8.736
2020-12-01,8.736
2020-12-02,8.736
2020-12-03,8.736
2020-12-04,8.736
2020-12-05,8.736
2020-12-06,8.736
2020-12-07,8.736
2020-12-08,8.736
2020-12-09,8.736
2020-12-10,8.736
2020-12-11,8.736
2020-12-12,8.736
2020-12-13,8.736
2020-12-14,8.736
2020-12-15,8.736
2020-12-16,8.736
2020-12-17,8.736
2020-12-18,8.736
2020-12-19,8.736
2020-12-20,8.736
2020-12-21,8.736
2020-12-22,8.736
2020-12-23,8.736
2020-12-24,8.736
2020-12-25,8.736
2020-12-26,8.736
2020-12-27,8.736
2020-12-28,8.736
2020-12-29,8.736
2020-12-30,8.736
2020-12-31,8.736
2021-01-01,8.736
2021-01-02,8.736
2021-01-03,8.736
2021-01-04,8.736
2021-01-05,8.736
2021-01-06,8.736
2021-01-07,8.736
2021-01-08,8.736
2021-01-09,8.736
2021-01-10,8.736
2021-01-11,8.736
2021-01-12,8.736
2021-01-13,8.736
2021-01-14,8.736
2021-01-15,8.736
2021-01-16,8.736
2021-01-17,8.736
2021-01-18,8.736
2021-01-19,8.736
2021-01-20,8.736
2021-01-21,8.736
2021-01-22,8.736
2021-01-23,8.736
2021-01-24,8.736
2021-01-25,8.736
2021-01-26,8.736
2021-01-27,8.736
2021-01-28,8.736
2021-01-29,8.736
2021-01-30,8.736
2021-01-31,8.736
2021-02-01,8.736
2021-02-02,8.736
2021-02-03,8.736
2021-02-04,8.736
2021-02-05,8.736
2021-02-06,8.736
2021-02-07,8.736
2021-02-08,8.736
2021-02-09,8.736
2021-02-10,8.736
2021-02-11,8.736
2021-02-12,8.736
2021-02-13,8.736
2021-02-14,8.736
2021-02-15,8.736
2021-02-16,8.736
2021-02-17,8.736
2021-02-18,8.736
2021-02-19,8.736
2021-02-20,8.736
2021-02-21,8.736
2021-02-22,8.736
2021-02-23,8.736
2021-02-24,8.736
2021-02-25,8.736
2021-02-26,8.736
2021-02-27,8.736
2021-02-28,8.736
2021-03-01,8.736
2021-03-02,8.736
2021-03-03,8.736
2021-03-04,8.736
2021-03-05,8.736
2021-03-06,8.736
2021-03-07,8.736
2021-03-08,8.736
2021-03-09,8.736
2021-03-10,8.736
2021-03-11,8.736
2021-03-12,8.736
2021-03-13,8.736
2021-03-14,8.736
2021-03-15,8.736
2021-03-16,8.736
2021-03-17,8.736
2021-03-18,8.736
2021-03-19,8.736
2021-03-20,8.736
2021-03-21,8.736
2021-03-22,8.736
2021-03-23,8.736
2021-03-24,8.736
2021-03-25,8.736
2021-03-26,8.736
2021-03-27,8.736
2021-03-28,8.736
2021-03-29,8.736
2021-03-30,8.736
2021-03-31,8.736
2021-04-01,8.736
2021-04-02,8.736
2021-04-03,8.736
2021-04-04,8.736
2021-04-05,8.736
2021-04-06,8.736
2021-04-07,8.736
2021-04-08,8.736
2021-04-09,8.736
2021-04-10,8.736
2021-04-11,8.736
2021-04-12,8.736
2021-04-13,8.736
2021-04-14,8.736
2021-04-15,8.736
2021-04-16,8.736
2021-04-17,8.736
2021-04-18,8.736
2021-04-19,8.736
2021-04-20,8.736
2021-04-21,8.736
2021-04-22,8.736
2021-04-23,8.736
2021-04-24,8.736
2021-04-25,8.736
2021-04-26,8.736
2021-04-27,8.736
2021-04-28,8.736
2021-04-29,8.736
2021-04-30,8.736
2021-05-01,8.736
2021-05-02,8.736
2021-05-03,8.736
2021-05-04,8.736
2021-05-05,8.736
2021-05-06,8.736
2021-05-07,8.736
2021-05-08,8.736
2021-05-09,8.736
2021-05-10,8.736
2021-05-11,8.736
2021-05-12,8.736
2021-05-13,8.736
2021-05-14,8.736
2021-05-15,8.736
2021-05-16,8.736
2021-05-17,8.736
2021-05-18,8.736
2021-05-19,8.736
2021-05-20,8.736
2021-05-21,8.736
2021-05-22,8.736
2021-05-23,8.736
2021-05-24,8.736
2021-05-25,8.736
2021-05-26,8.736
2021-05-27,8.736
2021-05-28,8.736
2021-05-29,8.736
2021-05-30,8.736
2021-05-31,8.736
2021-06-01,8.736
2021-06-02,8.736
2021-06-03,8.736
2021-06-04,8.736
2021-06-05,8.736
2021-06-06,8.736
2021-06-07,8.736
2021-06-08,8.736
2021-06-09,8.736
2021-06-10,8.736
2021-06-11,8.736
2021-06-12,8.736
2021-06-13,8.736
2021-06-14,8.736
2021-06-15,8.736
2021-06-16,8.736
2021-06-17,8.736
2021-06-18,8.736
2021-06-19,8.736
2021-06-20,8.736
2021-06-21,8.736
2021-06-22,8.736
2021-06-23,8.736
2021-06-24,8.736
2021-06-25,8.736
2021-06-26,8.736
2021-06-27,8.736
2021-06-28,8.736
2021-06-29,8.736
2021-06-30,8.736
2021-07-01,8.736
2021-07-02,8.736
2021-07-03,8.736
2021-07-04,8.736
2021-07-05,8.736
2021-07-06,8.736
2021-07-07,8.736
2021-07-08,8.736
2021-07-09,8.736
2021-07-10,8.736
2021-07-11,8.736
2021-07-12,8.736
2021-07-13,8.736
2021-07-14,8.736
2021-07-15,8.736
2021-07-16,8.736
2021-07-17,8.736
2021-07-18,8.736
2021-07-19,8.736
2021-07-20,8.736
2021-07-21,8.736
2021-07-22,8.736
2021-07-23,8.736
2021-07-24,8.736
2021-07-25,8.736
2021-07-26,8.736
2021-07-27,8.736
2021-07-28,8.736
2021-07-29,8.736
2021-07-30,8.736
2021-07-31,8.736
2021-08-01,8.736
2021-08-02,8.736
2021-08-03,8.736
2021-08-04,8.736
2021-08-05,8.736
2021-08-06,8.736
2021-08-07,8.736
2021-08-08,8.736
2021-08-09,8.736
2021-08-10,8.736
2021-08-11,8.736
2021-08-12,8.736
2021-08-13,8.736
2021-08-14,8.736
2021-08-15,8.736
2021-08-16,8.736
2021-08-17,8.736
2021-08-18,8.736
2021-08-19,8.736
2021-08-20,8.736
2021-08-21,8.736
2021-08-22,8.736
2021-08-23,8.736
2021-08-24,8.736
2021-08-25,8.736
2021-08-26,8.736
2021-08-27,8.736
2021-08-28,8.736
2021-08-29,8.736
2021-08-30,8.736
2021-08-31,8.736
2021-09-01,8.736
2021-09-02,8.736
2021-09-03,8.736
2021-09-04,8.736
2021-09-05,8.736
2021-09-06,8.736
2021-09-07,8.736
2021-09-08,8.736
2021-09-09,8.736
2021-09-10,8.736
2021-09-11,8.736
2021-09-12,8.736
2021-09-13,8.736
2021-09-14,8.736
2021-09-15,8.736
2021-09-16,8.736
2021-09-17,8.736
2021-09-18,8.736
2021-09-19,8.736
2021-09-20,8.736
2021-09-21,8.736
2021-09-22,8.736
2021-09-23,8.736
2021-09-24,8.736
2021-09-25,8.736
2021-09-26,8.736
2021-09-27,8.736
2021-09-28,8.736
2021-09-29,8.736
2021-09-30,8.736
2021-10-01,8.736
2021-10-02,8.736
2021-10-03,8.736
2021-10-04,8.736
2021-10-05,8.736
2021-10-06,8.736
2021-10-07,8.736
2021-10-08,8.736
2021-10-09,8.736
2021-10-10,8.736
2021-10-11,8.736
2021-10-12,8.736
2021-10-13,8.736
2021-10-14,8.736
2021-10-15,8.736
2021-10-16,8.736
2021-10-17,8.736
2021-10-18,8.736
2021-10-19,8.736
2021-10-20,8.736
2021-10-21,8.736
2021-10-22,8.736
2021-10-23,8.736
2021-10-24,8.736
2021-10-25,8.736
2021-10-26,8.736
2021-10-27,8.736
2021-10-28,8.736
2021-10-29,8.736
2021-10-30,8.736
2021-10-31,8.736
2021-11-01,8.736
2021-11-02,8.736
2021-11-03,8.736
2021-11-04,6.068
2021-11-05,6.173
2021-11-06,6.173
2021-11-07,6.173
2021-11-08,6.187
2021-11-09,6.191
2021-11-10,6.225
2021-11-11,6.281
2021-11-12,6.331
2021-11-13,6.331
2021-11-14,6.331
2021-11-15,6.264
2021-11-16,6.214
2021-11-17,6.115
2021-11-18,6.122
2021-11-19,6.062
2021-11-20,6.062
2021-11-21,6.062
2021-11-22,6.157
2021-11-23,6.354
2021-11-24,6.361
2021-11-25,6.361
2021-11-26,6.099
2021-11-27,6.099
2021-11-28,6.099
2021-11-29,6.032
2021-11-30,5.741
2021-12-01,5.649
2021-12-02,5.86
2021-12-03,5.785
2021-12-04,5.785
2021-12-05,5.785
2021-12-06,5.957
2021-12-07,6.089
2021-12-08,6.046
2021-12-09,6.137
2021-12-10,6.216
2021-12-11,6.216
2021-12-12,6.216
2021-12-13,6.007
2021-12-14,6.15
2021-12-15,6.121
2021-12-16,6.16
2021-12-17,6.074
2021-12-18,6.074
2021-12-19,6.074
2021-12-20,5.835
2021-12-21,6.131
2021-12-22,6.114
2021-12-23,6.14
2021-12-24,6.14
2021-12-25,6.14
2021-12-26,6.14
2021-12-27,6.181
2021-12-28,6.179
2021-12-29,6.163
2021-12-30,6.166
2021-12-31,6.151
2022-01-01,6.151
2022-01-02,6.151
2022-01-03,6.315
2022-01-04,6.51
2022-01-05,6.422
2022-01-06,6.538
2022-01-07,6.691
2022-01-08,6.691
2022-01-09,6.691
2022-01-10,6.788
2022-01-11,6.845
2022-01-12,6.803
2022-01-13,6.888
2022-01-14,6.789
2022-01-15,6.789
2022-01-16,6.789
2022-01-17,6.789
2022-01-18,6.586
2022-01-19,6.308
2022-01-20,6.678
2022-01-21,7.252
2022-01-22,7.252
2022-01-23,7.252
2022-01-24,7.309
2022-01-25,7.505
2022-01-26,7.428
2022-01-27,7.174
2022-01-28,7.207
2022-01-29,7.207
2022-01-30,7.207
2022-01-31,7.335
2022-02-01,7.479
2022-02-02,7.443
2022-02-03,7.347
2022-02-04,7.429
2022-02-05,7.429
2022-02-06,7.429
2022-02-07,7.504
2022-02-08,7.792
2022-02-09,7.911
2022-02-10,7.906
2022-02-11,7.866
2022-02-12,7.866
2022-02-13,7.866
2022-02-14,7.868
2022-02-15,8.081
2022-02-16,8.069
2022-02-17,7.831
2022-02-18,7.877
2022-02-19,7.877
2022-02-20,7.877
2022-02-21,7.877
2022-02-22,7.763
2022-02-23,7.636
2022-02-24,7.525
2022-02-25,7.89
2022-02-26,7.89
2022-02-27,7.89
2022-02-28,7.854
2022-03-01,7.228
2022-03-02,7.369
2022-03-03,7.271
2022-03-04,6.995
2022-03-05,6.995
2022-03-06,6.995
2022-03-07,6.432
2022-03-08,6.555
2022-03-09,6.791
2022-03-10,6.651
2022-03-11,6.63
2022-03-12,6.63
2022-03-13,6.63
2022-03-14,6.902
2022-03-15,6.999
2022-03-16,7.602
2022-03-17,7.567
2022-03-18,7.714
2022-03-19,7.714
2022-03-20,7.714
2022-03-21,7.467
2022-03-22,7.641
2022-03-23,7.369
2022-03-24,7.452
2022-03-25,7.542
2022-03-26,7.542
2022-03-27,7.542
2022-03-28,7.457
2022-03-29,7.659
2022-03-30,7.591
2022-03-31,7.384
2022-04-01,7.361
2022-04-02,7.361
2022-04-03,7.361
2022-04-04,7.408
2022-04-05,7.403
2022-04-06,7.387
2022-04-07,7.149
2022-04-08,7.307
2022-04-09,7.307
2022-04-10,7.307
2022-04-11,7.309
2022-04-12,7.353
2022-04-13,7.408
2022-04-14,7.376
2022-04-15,7.376
2022-04-16,7.376
2022-04-17,7.376
2022-04-18,7.655
2022-04-19,7.808
2022-04-20,7.812
2022-04-21,7.662
2022-04-22,7.388
2022-04-23,7.388
2022-04-24,7.388
2022-04-25,7.406
2022-04-26,7.192
2022-04-27,7.036
2022-04-28,7.494
2022-04-29,7.123
2022-04-30,7.123
2022-05-01,7.123
2022-05-02,7.175
2022-05-03,7.274
2022-05-04,7.59
2022-05-05,7.267
2022-05-06,6.988
2022-05-07,6.988
2022-05-08,6.988
2022-05-09,6.752
2022-05-10,6.623
2022-05-11,6.929
2022-05-12,6.711
2022-05-13,6.946
2022-05-14,6.946
2022-05-15,6.946
2022-05-16,6.821
2022-05-17,7.143
2022-05-18,6.954
2022-05-19,6.887
2022-05-20,6.857
2022-05-21,6.857
2022-05-22,6.857
2022-05-23,7.141
2022-05-24,6.897
2022-05-25,7.153
2022-05-26,7.359
2022-05-27,7.454
2022-05-28,7.454
2022-05-29,7.454
2022-05-30,7.454
2022-05-31,7.539
2022-06-01,7.387
2022-06-02,7.491
2022-06-03,7.326
2022-06-04,7.326
2022-06-05,7.326
2022-06-06,7.374
2022-06-07,7.154
2022-06-08,6.976
2022-06-09,6.707
2022-06-10,6.202
2022-06-11,6.202
2022-06-12,6.202
2022-06-13,5.805
2022-06-14,5.804
2022-06-15,5.984
2022-06-16,5.655
2022-06-17,5.964
2022-06-18,5.964
2022-06-19,5.964
2022-06-20,5.964
2022-06-21,5.968
2022-06-22,5.939
2022-06-23,5.944
2022-06-24,6.264
2022-06-25,6.264
2022-06-26,6.264
2022-06-27,6.23
2022-06-28,6.147
2022-06-29,6.038
2022-06-30,5.827
2022-07-01,6.019
2022-07-02,6.019
2022-07-03,6.019
2022-07-04,6.019
2022-07-05,6.023
2022-07-06,6.005
2022-07-07,6.128
2022-07-08,6.16
2022-07-09,6.16
2022-07-10,6.16
2022-07-11,6.092
2022-07-12,6.154
2022-07-13,6.146
2022-07-14,6.037
2022-07-15,6.416
2022-07-16,6.416
2022-07-17,6.416
2022-07-18,6.493
2022-07-19,6.712
2022-07-20,6.839
2022-07-21,6.388
2022-07-22,6.398
2022-07-23,6.398
2022-07-24,6.398
2022-07-25,6.417
2022-07-26,6.31
2022-07-27,6.434
2022-07-28,6.382
2022-07-29,6.48
2022-07-30,6.48
2022-07-31,6.48
2022-08-01,6.558
2022-08-02,6.426
2022-08-03,6.666
2022-08-04,6.64
2022-08-05,6.64
2022-08-06,6.64
2022-08-07,6.64
2022-08-08,6.674
2022-08-09,6.609
2022-08-10,7.005
2022-08-11,7.039
2022-08-12,7.11
2022-08-13,7.11
2022-08-14,7.11
2022-08-15,7.06
2022-08-16,7.166
2022-08-17,7.04
2022-08-18,7.037
2022-08-19,6.935
2022-08-20,6.935
2022-08-21,6.935
2022-08-22,6.702
2022-08-23,6.789
2022-08-24,6.811
2022-08-25,6.941
2022-08-26,6.701
2022-08-27,6.701
2022-08-28,6.701
2022-08-29,6.59
2022-08-30,6.581
2022-08-31,6.556
2022-09-01,6.527
2022-09-02,6.494
2022-09-03,6.494
2022-09-04,6.494
2022-09-05,6.494
2022-09-06,6.361
2022-09-07,6.521
2022-09-08,6.593
2022-09-09,6.689
2022-09-10,6.689
2022-09-11,6.689
2022-09-12,6.737
2022-09-13,6.426
2022-09-14,6.461
2022-09-15,6.581
2022-09-16,6.571
2022-09-17,6.571
2022-09-18,6.571
2022-09-19,6.653
2022-09-20,6.531
2022-09-21,6.373
2022-09-22,6.185
2022-09-23,6.104
2022-09-24,6.104
2022-09-25,6.104
2022-09-26,5.929
2022-09-27,5.924
2022-09-28,6.092
2022-09-29,5.951
2022-09-30,5.919
2022-10-01,5.919
2022-10-02,5.919
2022-10-03,6.096
2022-10-04,6.324
2022-10-05,6.277
2022-10-06,6.189
2022-10-07,6.062
2022-10-08,6.062
2022-10-09,6.062
2022-10-10,5.953
2022-10-11,5.889
2022-10-12,5.932
2022-10-13,6.096
2022-10-14,6.038
2022-10-15,6.038
2022-10-16,6.038
2022-10-17,6.161
2022-10-18,6.397
2022-10-19,6.207
2022-10-20,6.162
2022-10-21,6.29
2022-10-22,6.29
2022-10-23,6.29
2022-10-24,6.368
2022-10-25,6.571
2022-10-26,6.64
2022-10-27,6.678
2022-10-28,6.864
2022-10-29,6.864
2022-10-30,6.864
2022-10-31,6.787
2022-11-01,6.722
2022-11-02,6.537
2022-11-03,6.339
2022-11-04,6.46
2022-11-05,6.46
2022-11-06,6.46
2022-11-07,6.619
2022-11-08,6.715
2022-11-09,6.555
2022-11-10,7.098
2022-11-11,7.128
2022-11-12,7.128
2022-11-13,7.128
2022-11-14,6.941
2022-11-15,6.79
2022-11-16,6.944
2022-11-17,7.004
2022-11-18,7.019
2022-11-19,7.019
2022-11-20,7.019
2022-11-21,7.076
2022-11-22,7.136
2022-11-23,7.166
2022-11-24,7.166
2022-11-25,7.171
2022-11-26,7.171
2022-11-27,7.171
2022-11-28,7.047
2022-11-29,7.159
2022-11-30,7.146
2022-12-01,7.036
2022-12-02,6.961
2022-12-03,6.961
2022-12-04,6.961
2022-12-05,6.837
2022-12-06,6.821
2022-12-07,6.812
2022-12-08,6.759
2022-12-09,6.764
2022-12-10,6.764
2022-12-11,6.764
2022-12-12,6.947
2022-12-13,7.032
2022-12-14,6.824
2022-12-15,6.522
2022-12-16,6.392
2022-12-17,6.392
2022-12-18,6.392
2022-12-19,6.278
2022-12-20,6.38
2022-12-21,6.452
2022-12-22,6.39
2022-12-23,6.438
2022-12-24,6.438
2022-12-25,6.438
2022-12-26,6.438
2022-12-27,6.382
2022-12-28,6.285
2022-12-29,6.428
2022-12-30,6.454
2022-12-31,6.454
2023-01-01,6.454
2023-01-02,6.454
2023-01-03,6.405
2023-01-04,6.611
2023-01-05,6.495
2023-01-06,6.717
2023-01-07,6.717
2023-01-08,6.717
2023-01-09,6.771
2023-01-10,6.875
2023-01-11,6.971
2023-01-12,6.907
2023-01-13,6.979
2023-01-14,6.979
2023-01-15,6.979
2023-01-16,6.979
2023-01-17,6.861
2023-01-18,6.706
2023-01-19,6.918
2023-01-20,7.297
2023-01-21,7.297
2023-01-22,7.297
2023-01-23,7.586
2023-01-24,7.538
2023-01-25,7.768
2023-01-26,7.754
2023-01-27,7.949
2023-01-28,7.949
2023-01-29,7.949
2023-01-30,7.738
2023-01-31,7.893
2023-02-01,7.89
2023-02-02,8.034
2023-02-03,8.106
2023-02-04,8.106
2023-02-05,8.106
2023-02-06,7.98
2023-02-07,8.026
2023-02-08,7.874
2023-02-09,7.801
2023-02-10,7.833
2023-02-11,7.833
2023-02-12,7.833
2023-02-13,7.912
2023-02-14,7.857
2023-02-15,7.85
2023-02-16,7.604
2023-02-17,7.574
2023-02-18,7.574
2023-02-19,7.574
2023-02-20,7.574
2023-02-21,7.434
2023-02-22,7.506
2023-02-23,7.583
2023-02-24,7.687
2023-02-25,7.687
2023-02-26,7.687
2023-02-27,7.634
2023-02-28,7.672
2023-03-01,7.736
2023-03-02,7.697
2023-03-03,7.861
2023-03-04,7.861
2023-03-05,7.861
2023-03-06,7.805
2023-03-07,7.63
2023-03-08,7.576
2023-03-09,7.236
2023-03-10,6.996
2023-03-11,6.996
2023-03-12,6.996
2023-03-13,6.68
2023-03-14,6.948
2023-03-15,6.593
2023-03-16,6.54
2023-03-17,6.318
2023-03-18,6.318
2023-03-19,6.318
2023-03-20,6.426
2023-03-21,6.736
2023-03-22,6.492
2023-03-23,6.409
2023-03-24,6.36
2023-03-25,6.36
2023-03-26,6.36
2023-03-27,6.465
2023-03-28,6.461
2023-03-29,6.702
2023-03-30,6.757
2023-03-31,6.81
2023-04-01,6.81
2023-04-02,6.81
2023-04-03,6.809
2023-04-04,6.707
2023-04-05,6.64
2023-04-06,6.634
2023-04-07,6.634
2023-04-08,6.634
2023-04-09,6.634
2023-04-10,6.749
2023-04-11,6.851
2023-04-12,6.766
2023-04-13,6.862
2023-04-14,6.923
2023-04-15,6.923
2023-04-16,6.923
2023-04-17,7.04
2023-04-18,7.11
2023-04-19,7.256
2023-04-20,7.219
2023-04-21,7.245
2023-04-22,7.245
2023-04-23,7.245
2023-04-24,7.171
2023-04-25,6.985
2023-04-26,6.944
2023-04-27,7.0
2023-04-28,7.101
2023-04-29,7.101
2023-04-30,7.101
2023-05-01,6.836
2023-05-02,6.519
2023-05-03,6.557
2023-05-04,6.329
2023-05-05,6.57
2023-05-06,6.57
2023-05-07,6.57
2023-05-08,6.63
2023-05-09,6.62
2023-05-10,6.528
2023-05-11,6.561
2023-05-12,6.52
2023-05-13,6.52
2023-05-14,6.52
2023-05-15,6.639
2023-05-16,6.589
2023-05-17,6.745
2023-05-18,6.883
2023-05-19,6.892
2023-05-20,6.892
2023-05-21,6.892
2023-05-22,6.914
2023-05-23,6.971
2023-05-24,6.849
2023-05-25,6.88
2023-05-26,7.052
2023-05-27,7.052
2023-05-28,7.052
2023-05-29,7.052
2023-05-30,7.117
2023-05-31,7.077
2023-06-01,7.256
2023-06-02,7.513
2023-06-03,7.513
2023-06-04,7.513
2023-06-05,7.509
2023-06-06,7.736
2023-06-07,7.789
2023-06-08,7.861
2023-06-09,7.9
2023-06-10,7.9
2023-06-11,7.9
2023-06-12,7.947
2023-06-13,8.148
2023-06-14,8.091
2023-06-15,8.099
2023-06-16,7.965
2023-06-17,7.965
2023-06-18,7.965
2023-06-19,7.965
2023-06-20,7.979
2023-06-21,8.033
2023-06-22,7.976
