,NFG US Equity
,BEST_PE_RATIO
2023-06-14,8.882
2023-06-15,8.971
2023-06-16,9.039
2023-06-17,9.039
2023-06-18,9.039
2023-06-19,9.039
2023-06-20,8.879
2023-06-21,8.949
2023-06-22,8.841
2023-06-23,8.637
2023-06-24,8.637
2023-06-25,8.637
2023-06-26,8.741
2023-06-27,8.816
2023-06-28,8.828
2023-06-29,9.007
2023-06-30,9.03
2023-07-01,9.03
2023-07-02,9.03
2023-07-03,9.049
2023-07-04,9.049
2023-07-05,9.04
2023-07-06,8.859
2023-07-07,8.8
2023-07-08,8.8
2023-07-09,8.8
2023-07-10,8.751
2023-07-11,8.944
2023-07-12,9.011
2023-07-13,9.053
2023-07-14,8.733
2023-07-15,8.733
2023-07-16,8.733
2023-07-17,8.679
2023-07-18,8.867
2023-07-19,8.943
2023-07-20,8.986
2023-07-21,8.942
2023-07-22,8.942
2023-07-23,8.942
2023-07-24,8.954
2023-07-25,9.028
2023-07-26,9.054
2023-07-27,8.902
2023-07-28,9.037
2023-07-29,9.037
2023-07-30,9.037
2023-07-31,9.168
2023-08-01,9.03
2023-08-02,9.052
2023-08-03,9.168
2023-08-04,9.283
2023-08-05,9.283
2023-08-06,9.283
2023-08-07,9.326
2023-08-08,8.97
2023-08-09,9.266
2023-08-10,9.203
2023-08-11,9.188
2023-08-12,9.188
2023-08-13,9.188
2023-08-14,9.036
2023-08-15,8.886
2023-08-16,8.901
2023-08-17,8.91
2023-08-18,8.921
2023-08-19,8.921
2023-08-20,8.921
2023-08-21,8.921
2023-08-22,8.777
2023-08-23,8.888
2023-08-24,8.806
2023-08-25,8.801
2023-08-26,8.801
2023-08-27,8.801
2023-08-28,8.83
2023-08-29,8.838
2023-08-30,8.853
2023-08-31,8.946
2023-09-01,8.948
2023-09-02,8.948
2023-09-03,8.948
2023-09-04,8.948
2023-09-05,8.655
2023-09-06,8.56
2023-09-07,8.563
2023-09-08,8.633
2023-09-09,8.633
2023-09-10,8.633
2023-09-11,8.587
2023-09-12,8.685
2023-09-13,8.729
2023-09-14,8.98
2023-09-15,8.952
2023-09-16,8.952
2023-09-17,8.952
2023-09-18,9.042
2023-09-19,8.862
2023-09-20,8.799
2023-09-21,8.695
2023-09-22,8.614
2023-09-23,8.614
2023-09-24,8.614
2023-09-25,8.688
2023-09-26,8.62
2023-09-27,8.701
2023-09-28,8.692
2023-09-29,8.654
2023-09-30,8.654
2023-10-01,8.654
2023-10-02,8.415
2023-10-03,8.476
2023-10-04,8.429
2023-10-05,8.598
2023-10-06,8.734
2023-10-07,8.734
2023-10-08,8.734
2023-10-09,9.04
2023-10-10,9.104
2023-10-11,9.13
2023-10-12,9.114
2023-10-13,9.069
2023-10-14,9.069
2023-10-15,9.069
2023-10-16,9.277
2023-10-17,9.466
2023-10-18,9.334
2023-10-19,9.259
2023-10-20,9.142
2023-10-21,9.142
2023-10-22,9.142
2023-10-23,9.087
2023-10-24,9.193
2023-10-25,9.127
2023-10-26,9.074
2023-10-27,8.937
2023-10-28,8.937
2023-10-29,8.937
2023-10-30,8.804
2023-10-31,8.872
2023-11-01,9.0
2023-11-02,9.233
2023-11-03,9.423
2023-11-04,9.423
2023-11-05,9.423
2023-11-06,9.254
2023-11-07,9.1
2023-11-08,8.9
2023-11-09,8.845
2023-11-10,8.906
2023-11-11,8.906
2023-11-12,8.906
2023-11-13,8.933
2023-11-14,9.178
2023-11-15,9.165
2023-11-16,9.058
2023-11-17,9.005
2023-11-18,9.005
2023-11-19,9.005
2023-11-20,8.922
2023-11-21,8.857
2023-11-22,8.994
2023-11-23,8.994
2023-11-24,9.017
2023-11-25,9.017
2023-11-26,9.017
2023-11-27,8.963
2023-11-28,8.989
2023-11-29,8.929
2023-11-30,9.06
2023-12-01,9.189
2023-12-02,9.189
2023-12-03,9.189
2023-12-04,9.178
2023-12-05,8.951
2023-12-06,9.093
2023-12-07,9.184
2023-12-08,9.198
2023-12-09,9.198
2023-12-10,9.198
2023-12-11,9.22
2023-12-12,9.138
2023-12-13,9.4
2023-12-14,9.413
2023-12-15,9.288
2023-12-16,9.288
2023-12-17,9.288
2023-12-18,9.341
2023-12-19,9.38
2023-12-20,9.161
2023-12-21,9.257
2023-12-22,9.321
2023-12-23,9.321
2023-12-24,9.321
2023-12-25,9.321
2023-12-26,9.306
2023-12-27,9.22
2023-12-28,9.292
2023-12-29,9.301
2023-12-30,9.301
2023-12-31,9.301
2024-01-01,9.301
2024-01-02,9.419
2024-01-03,9.38
2024-01-04,9.386
2024-01-05,9.738
2024-01-06,9.738
2024-01-07,9.738
2024-01-08,9.805
2024-01-09,9.87
2024-01-10,9.82
2024-01-11,9.682
2024-01-12,9.779
2024-01-13,9.779
2024-01-14,9.779
2024-01-15,9.779
2024-01-16,9.96
2024-01-17,9.852
2024-01-18,9.67
2024-01-19,9.686
2024-01-20,9.686
2024-01-21,9.686
2024-01-22,9.646
2024-01-23,9.827
2024-01-24,9.707
2024-01-25,9.806
2024-01-26,9.851
2024-01-27,9.851
2024-01-28,9.851
2024-01-29,9.874
2024-01-30,9.899
2024-01-31,9.756
2024-02-01,9.827
2024-02-02,9.682
2024-02-03,9.682
2024-02-04,9.682
2024-02-05,9.45
2024-02-06,9.541
2024-02-07,9.477
2024-02-08,9.596
2024-02-09,9.346
2024-02-10,9.346
2024-02-11,9.346
2024-02-12,9.737
2024-02-13,9.436
2024-02-14,9.381
2024-02-15,9.6
2024-02-16,9.63
2024-02-17,9.63
2024-02-18,9.63
2024-02-19,9.63
2024-02-20,9.731
2024-02-21,9.953
2024-02-22,9.873
2024-02-23,9.825
2024-02-24,9.825
2024-02-25,9.825
2024-02-26,9.735
2024-02-27,9.831
2024-02-28,9.771
2024-02-29,9.779
2024-03-01,9.783
2024-03-02,9.783
2024-03-03,9.783
2024-03-04,10.048
2024-03-05,10.048
2024-03-06,10.182
2024-03-07,10.238
2024-03-08,10.196
2024-03-09,10.196
2024-03-10,10.196
2024-03-11,10.411
2024-03-12,10.347
2024-03-13,10.371
2024-03-14,10.218
2024-03-15,10.298
2024-03-16,10.298
2024-03-17,10.298
2024-03-18,10.3
2024-03-19,10.357
2024-03-20,10.365
2024-03-21,10.454
2024-03-22,10.327
2024-03-23,10.327
2024-03-24,10.327
2024-03-25,10.419
2024-03-26,10.383
2024-03-27,10.643
2024-03-28,10.791
2024-03-29,10.791
2024-03-30,10.791
2024-03-31,10.791
2024-04-01,10.691
2024-04-02,10.806
2024-04-03,10.826
2024-04-04,10.891
2024-04-05,10.846
2024-04-06,10.846
2024-04-07,10.846
2024-04-08,10.988
