,IFF US Equity
2020-12-03,13.838
2020-12-04,14.251
2020-12-05,14.251
2020-12-06,14.251
2020-12-07,14.117
2020-12-08,14.181
2020-12-09,14.155
2020-12-10,13.832
2020-12-11,13.641
2020-12-12,13.641
2020-12-13,13.641
2020-12-14,13.422
2020-12-15,13.628
2020-12-16,13.774
2020-12-17,13.953
2020-12-18,14.041
2020-12-19,14.041
2020-12-20,14.041
2020-12-21,14.041
2020-12-22,14.123
2020-12-23,13.579
2020-12-24,13.616
2020-12-25,13.616
2020-12-26,13.616
2020-12-27,13.616
2020-12-28,13.513
2020-12-29,13.737
2020-12-30,13.764
2020-12-31,13.465
2021-01-01,13.465
2021-01-02,13.465
2021-01-03,13.465
2021-01-04,13.0
2021-01-05,13.36
2021-01-06,13.97
2021-01-07,14.679
2021-01-08,14.722
2021-01-09,14.722
2021-01-10,14.722
2021-01-11,15.149
2021-01-12,15.545
2021-01-13,14.995
2021-01-14,14.8
2021-01-15,14.526
2021-01-16,14.526
2021-01-17,14.526
2021-01-18,14.526
2021-01-19,14.849
2021-01-20,14.817
2021-01-21,14.314
2021-01-22,14.29
2021-01-23,14.29
2021-01-24,14.29
2021-01-25,14.354
2021-01-26,14.04
2021-01-27,13.689
2021-01-28,14.193
2021-01-29,13.867
2021-01-30,13.867
2021-01-31,13.867
2021-02-01,16.342
2021-02-02,15.599
2021-02-03,16.106
2021-02-04,15.939
2021-02-05,15.954
2021-02-06,15.954
2021-02-07,15.954
2021-02-08,15.978
2021-02-09,16.066
2021-02-10,17.023
2021-02-11,17.173
2021-02-12,16.833
2021-02-13,16.833
2021-02-14,16.833
2021-02-15,16.833
2021-02-16,17.117
2021-02-17,17.215
2021-02-18,17.25
2021-02-19,17.444
2021-02-20,17.444
2021-02-21,17.444
2021-02-22,17.576
2021-02-23,17.371
2021-02-24,17.275
2021-02-25,17.085
2021-02-26,16.945
2021-02-27,16.945
2021-02-28,16.945
2021-03-01,17.4
2021-03-02,17.15
2021-03-03,16.472
2021-03-04,16.367
2021-03-05,16.721
2021-03-06,16.721
2021-03-07,16.721
2021-03-08,16.41
2021-03-09,16.42
2021-03-10,16.917
2021-03-11,16.99
2021-03-12,16.861
2021-03-13,16.861
2021-03-14,16.861
2021-03-15,17.105
2021-03-16,17.091
2021-03-17,17.237
2021-03-18,17.216
2021-03-19,17.17
2021-03-20,17.17
2021-03-21,17.17
2021-03-22,17.169
2021-03-23,17.006
2021-03-24,17.06
2021-03-25,17.531
2021-03-26,17.671
2021-03-27,17.671
2021-03-28,17.671
2021-03-29,17.77
2021-03-30,17.041
2021-03-31,17.023
2021-04-01,16.931
2021-04-02,16.931
2021-04-03,16.931
2021-04-04,16.931
2021-04-05,16.949
2021-04-06,17.184
2021-04-07,16.888
2021-04-08,16.874
2021-04-09,17.117
2021-04-10,17.117
2021-04-11,17.117
2021-04-12,17.142
2021-04-13,17.179
2021-04-14,17.198
2021-04-15,17.313
2021-04-16,17.431
2021-04-17,17.431
2021-04-18,17.431
2021-04-19,17.439
2021-04-20,17.305
2021-04-21,17.553
2021-04-22,17.386
2021-04-23,17.636
2021-04-24,17.636
2021-04-25,17.636
2021-04-26,17.632
2021-04-27,17.399
2021-04-28,17.544
2021-04-29,17.686
2021-04-30,17.445
2021-05-01,17.445
2021-05-02,17.445
2021-05-03,17.685
2021-05-04,17.727
2021-05-05,17.626
2021-05-06,17.851
2021-05-07,17.843
2021-05-08,17.843
2021-05-09,17.843
2021-05-10,17.388
2021-05-11,16.791
2021-05-12,16.381
2021-05-13,16.787
2021-05-14,17.097
2021-05-15,17.097
2021-05-16,17.097
2021-05-17,17.284
2021-05-18,17.195
2021-05-19,17.181
2021-05-20,16.874
2021-05-21,17.014
2021-05-22,17.014
2021-05-23,17.014
2021-05-24,17.174
2021-05-25,17.145
2021-05-26,17.154
2021-05-27,17.292
2021-05-28,17.151
2021-05-29,17.151
2021-05-30,17.151
2021-05-31,17.151
2021-06-01,17.228
2021-06-02,17.393
2021-06-03,17.277
2021-06-04,17.312
2021-06-05,17.312
2021-06-06,17.312
2021-06-07,17.334
2021-06-08,17.531
2021-06-09,17.807
2021-06-10,17.887
2021-06-11,17.891
2021-06-12,17.891
2021-06-13,17.891
2021-06-14,17.889
2021-06-15,17.824
2021-06-16,17.829
2021-06-17,17.652
2021-06-18,17.537
2021-06-19,17.537
2021-06-20,17.537
2021-06-21,17.967
2021-06-22,18.05
2021-06-23,17.972
2021-06-24,18.098
2021-06-25,18.164
2021-06-26,18.164
2021-06-27,18.164
2021-06-28,18.143
2021-06-29,18.139
2021-06-30,18.217
2021-07-01,18.216
2021-07-02,18.289
2021-07-03,18.289
2021-07-04,18.289
2021-07-05,18.289
2021-07-06,18.098
2021-07-07,18.207
2021-07-08,18.133
2021-07-09,18.121
2021-07-10,18.121
2021-07-11,18.121
2021-07-12,18.229
2021-07-13,17.845
2021-07-14,17.754
2021-07-15,17.667
2021-07-16,17.596
2021-07-17,17.596
2021-07-18,17.596
2021-07-19,17.19
2021-07-20,18.111
2021-07-21,18.261
2021-07-22,18.396
2021-07-23,18.683
2021-07-24,18.683
2021-07-25,18.683
2021-07-26,18.743
2021-07-27,18.788
2021-07-28,18.701
2021-07-29,18.784
2021-07-30,18.974
2021-07-31,18.974
2021-08-01,18.974
2021-08-02,18.842
2021-08-03,18.908
2021-08-04,18.615
2021-08-05,18.652
2021-08-06,19.027
2021-08-07,19.027
2021-08-08,19.027
2021-08-09,19.345
2021-08-10,18.709
2021-08-11,18.76
2021-08-12,18.678
2021-08-13,19.055
2021-08-14,19.055
2021-08-15,19.055
2021-08-16,18.91
2021-08-17,18.822
2021-08-18,18.418
2021-08-19,18.193
2021-08-20,18.237
2021-08-21,18.237
2021-08-22,18.237
2021-08-23,18.295
2021-08-24,18.462
2021-08-25,18.509
2021-08-26,18.431
2021-08-27,18.528
2021-08-28,18.528
2021-08-29,18.528
2021-08-30,18.451
2021-08-31,18.488
2021-09-01,18.361
2021-09-02,18.479
2021-09-03,18.416
2021-09-04,18.416
2021-09-05,18.416
2021-09-06,18.416
2021-09-07,18.314
2021-09-08,18.429
2021-09-09,18.407
2021-09-10,18.011
2021-09-11,18.011
2021-09-12,18.011
2021-09-13,18.011
2021-09-14,17.542
2021-09-15,17.611
2021-09-16,17.465
2021-09-17,16.887
2021-09-18,16.887
2021-09-19,16.887
2021-09-20,16.871
2021-09-21,16.572
2021-09-22,16.712
2021-09-23,16.848
2021-09-24,16.816
2021-09-25,16.816
2021-09-26,16.816
2021-09-27,16.683
2021-09-28,16.853
2021-09-29,16.999
2021-09-30,16.953
2021-10-01,18.523
2021-10-02,18.523
2021-10-03,18.523
2021-10-04,18.116
2021-10-05,17.784
2021-10-06,18.168
2021-10-07,18.266
2021-10-08,18.238
2021-10-09,18.238
2021-10-10,18.238
2021-10-11,18.497
2021-10-12,17.314
2021-10-13,17.42
2021-10-14,17.899
2021-10-15,17.809
2021-10-16,17.809
2021-10-17,17.809
2021-10-18,17.561
2021-10-19,17.741
2021-10-20,17.591
2021-10-21,17.601
2021-10-22,17.537
2021-10-23,17.537
2021-10-24,17.537
2021-10-25,17.66
2021-10-26,17.871
2021-10-27,17.891
2021-10-28,17.918
2021-10-29,17.794
2021-10-30,17.794
2021-10-31,17.794
2021-11-01,17.387
2021-11-02,17.426
2021-11-03,17.533
2021-11-04,17.12
2021-11-05,17.329
2021-11-06,17.329
2021-11-07,17.329
2021-11-08,17.803
2021-11-09,18.461
2021-11-10,18.028
2021-11-11,17.923
2021-11-12,18.201
2021-11-13,18.201
2021-11-14,18.201
2021-11-15,18.321
2021-11-16,18.809
2021-11-17,18.795
2021-11-18,18.453
2021-11-19,18.45
2021-11-20,18.45
2021-11-21,18.45
2021-11-22,18.358
2021-11-23,18.149
2021-11-24,18.135
2021-11-25,18.135
2021-11-26,17.779
2021-11-27,17.779
2021-11-28,17.779
2021-11-29,18.101
2021-11-30,17.484
2021-12-01,17.401
2021-12-02,17.278
2021-12-03,17.312
2021-12-04,17.312
2021-12-05,17.312
2021-12-06,17.589
2021-12-07,17.845
2021-12-08,18.22
2021-12-09,18.137
2021-12-10,18.092
2021-12-11,18.092
2021-12-12,18.092
2021-12-13,18.016
2021-12-14,17.919
2021-12-15,17.833
2021-12-16,17.944
2021-12-17,17.762
2021-12-18,17.762
2021-12-19,17.762
2021-12-20,17.498
2021-12-21,17.548
2021-12-22,17.49
2021-12-23,17.597
2021-12-24,17.597
2021-12-25,17.597
2021-12-26,17.597
2021-12-27,17.957
2021-12-28,18.232
2021-12-29,18.424
2021-12-30,18.371
2021-12-31,18.629
2022-01-01,18.629
2022-01-02,18.629
2022-01-03,18.44
2022-01-04,18.509
2022-01-05,17.947
2022-01-06,17.811
2022-01-07,17.582
2022-01-08,17.582
2022-01-09,17.582
2022-01-10,16.625
2022-01-11,16.762
2022-01-12,17.275
2022-01-13,17.268
2022-01-14,17.257
2022-01-15,17.257
2022-01-16,17.257
2022-01-17,17.257
2022-01-18,16.541
2022-01-19,16.419
2022-01-20,16.61
2022-01-21,16.408
2022-01-22,16.408
2022-01-23,16.408
2022-01-24,16.094
2022-01-25,15.789
2022-01-26,15.694
2022-01-27,15.545
2022-01-28,15.398
2022-01-29,15.398
2022-01-30,15.398
2022-01-31,15.54
2022-02-01,15.797
2022-02-02,15.714
2022-02-03,15.195
2022-02-04,14.972
2022-02-05,14.972
2022-02-06,14.972
2022-02-07,15.075
2022-02-08,15.187
2022-02-09,15.62
2022-02-10,16.142
2022-02-11,16.633
2022-02-12,16.633
2022-02-13,16.633
2022-02-14,16.533
2022-02-15,16.991
2022-02-16,17.27
2022-02-17,17.047
2022-02-18,17.3
2022-02-19,17.3
2022-02-20,17.3
2022-02-21,17.3
2022-02-22,17.166
2022-02-23,17.121
2022-02-24,17.415
2022-02-25,17.913
2022-02-26,17.913
2022-02-27,17.913
2022-02-28,17.071
2022-03-01,16.482
2022-03-02,16.65
2022-03-03,16.304
2022-03-04,15.851
2022-03-05,15.851
2022-03-06,15.851
2022-03-07,15.167
2022-03-08,15.633
2022-03-09,15.215
2022-03-10,15.266
2022-03-11,14.877
2022-03-12,14.877
2022-03-13,14.877
2022-03-14,14.864
2022-03-15,15.423
2022-03-16,16.372
2022-03-17,16.579
2022-03-18,16.916
2022-03-19,16.916
2022-03-20,16.916
2022-03-21,16.581
2022-03-22,16.71
2022-03-23,16.581
2022-03-24,16.931
2022-03-25,17.132
2022-03-26,17.132
2022-03-27,17.132
2022-03-28,17.246
2022-03-29,17.748
2022-03-30,17.358
2022-03-31,17.374
2022-04-01,17.781
2022-04-02,17.781
2022-04-03,17.781
2022-04-04,17.319
2022-04-05,17.128
2022-04-06,16.612
2022-04-07,16.76
2022-04-08,16.543
2022-04-09,16.543
2022-04-10,16.543
2022-04-11,16.73
2022-04-12,16.564
2022-04-13,17.082
2022-04-14,16.791
2022-04-15,16.791
2022-04-16,16.791
2022-04-17,16.791
2022-04-18,16.43
2022-04-19,16.672
2022-04-20,16.754
2022-04-21,16.713
2022-04-22,16.681
2022-04-23,16.681
2022-04-24,16.681
2022-04-25,16.475
2022-04-26,16.04
2022-04-27,16.499
2022-04-28,16.756
2022-04-29,16.238
2022-04-30,16.238
2022-05-01,16.238
2022-05-02,16.274
2022-05-03,16.318
2022-05-04,16.933
2022-05-05,16.432
2022-05-06,16.352
2022-05-07,16.352
2022-05-08,16.352
2022-05-09,15.996
2022-05-10,16.786
2022-05-11,16.881
2022-05-12,16.96
2022-05-13,17.494
2022-05-14,17.494
2022-05-15,17.494
2022-05-16,16.926
2022-05-17,16.755
2022-05-18,16.408
2022-05-19,16.674
2022-05-20,16.664
2022-05-21,16.664
2022-05-22,16.664
2022-05-23,16.687
2022-05-24,16.614
2022-05-25,16.774
2022-05-26,16.943
2022-05-27,17.197
2022-05-28,17.197
2022-05-29,17.197
2022-05-30,17.197
2022-05-31,17.777
2022-06-01,17.776
2022-06-02,17.998
2022-06-03,17.831
2022-06-04,17.831
2022-06-05,17.831
2022-06-06,17.834
2022-06-07,18.094
2022-06-08,17.878
2022-06-09,17.593
2022-06-10,16.8
2022-06-11,16.8
2022-06-12,16.8
2022-06-13,16.081
2022-06-14,15.792
2022-06-15,15.692
2022-06-16,14.884
2022-06-17,14.715
2022-06-18,14.715
2022-06-19,14.715
2022-06-20,14.715
2022-06-21,15.345
2022-06-22,15.72
2022-06-23,15.918
2022-06-24,16.608
2022-06-25,16.608
2022-06-26,16.608
2022-06-27,16.25
2022-06-28,15.916
2022-06-29,16.01
2022-06-30,16.247
2022-07-01,16.278
2022-07-02,16.278
2022-07-03,16.278
2022-07-04,16.278
2022-07-05,16.229
2022-07-06,16.301
2022-07-07,16.05
2022-07-08,15.912
2022-07-09,15.912
2022-07-10,15.912
2022-07-11,15.863
2022-07-12,15.974
2022-07-13,15.739
2022-07-14,14.921
2022-07-15,15.293
2022-07-16,15.293
2022-07-17,15.293
2022-07-18,15.241
2022-07-19,15.676
2022-07-20,15.895
2022-07-21,16.292
2022-07-22,16.283
2022-07-23,16.283
2022-07-24,16.283
2022-07-25,16.389
2022-07-26,16.114
2022-07-27,16.15
2022-07-28,16.556
2022-07-29,16.521
2022-07-30,16.521
2022-07-31,16.521
2022-08-01,16.668
2022-08-02,16.547
2022-08-03,16.853
2022-08-04,16.906
2022-08-05,16.88
2022-08-06,16.88
2022-08-07,16.88
2022-08-08,17.002
2022-08-09,16.093
2022-08-10,16.344
2022-08-11,16.103
2022-08-12,16.376
2022-08-13,16.376
2022-08-14,16.376
2022-08-15,16.203
2022-08-16,16.202
2022-08-17,16.506
2022-08-18,16.394
2022-08-19,16.028
2022-08-20,16.028
2022-08-21,16.028
2022-08-22,15.481
2022-08-23,15.037
2022-08-24,15.703
2022-08-25,15.97
2022-08-26,15.321
2022-08-27,15.321
2022-08-28,15.321
2022-08-29,15.161
2022-08-30,14.937
2022-08-31,14.819
2022-09-01,14.572
2022-09-02,14.464
2022-09-03,14.464
2022-09-04,14.464
2022-09-05,14.464
2022-09-06,14.729
2022-09-07,15.197
2022-09-08,15.324
2022-09-09,15.368
2022-09-10,15.368
2022-09-11,15.368
2022-09-12,15.717
2022-09-13,14.685
2022-09-14,14.494
2022-09-15,14.149
2022-09-16,13.745
2022-09-17,13.745
2022-09-18,13.745
2022-09-19,13.812
2022-09-20,13.632
2022-09-21,13.309
2022-09-22,13.217
2022-09-23,13.054
2022-09-24,13.054
2022-09-25,13.054
2022-09-26,12.993
2022-09-27,12.685
2022-09-28,12.833
2022-09-29,12.359
2022-09-30,12.344
2022-10-01,12.344
2022-10-02,12.344
2022-10-03,12.613
2022-10-04,12.99
2022-10-05,12.591
2022-10-06,12.292
2022-10-07,12.034
2022-10-08,12.034
2022-10-09,12.034
2022-10-10,12.153
2022-10-11,11.856
2022-10-12,11.691
2022-10-13,12.099
2022-10-14,12.088
2022-10-15,12.088
2022-10-16,12.088
2022-10-17,12.442
2022-10-18,12.864
2022-10-19,12.845
2022-10-20,12.659
2022-10-21,12.621
2022-10-22,12.621
2022-10-23,12.621
2022-10-24,12.626
2022-10-25,12.901
2022-10-26,12.854
2022-10-27,12.803
2022-10-28,12.989
2022-10-29,12.989
2022-10-30,12.989
2022-10-31,13.096
2022-11-01,12.806
2022-11-02,12.646
2022-11-03,12.518
2022-11-04,12.726
2022-11-05,12.726
2022-11-06,12.726
2022-11-07,12.926
2022-11-08,12.585
2022-11-09,12.605
2022-11-10,13.318
2022-11-11,14.028
2022-11-12,14.028
2022-11-13,14.028
2022-11-14,13.863
2022-11-15,13.661
2022-11-16,13.968
2022-11-17,13.892
2022-11-18,13.947
2022-11-19,13.947
2022-11-20,13.947
2022-11-21,13.813
2022-11-22,13.968
2022-11-23,14.121
2022-11-24,14.121
2022-11-25,14.355
2022-11-26,14.355
2022-11-27,14.355
2022-11-28,14.158
2022-11-29,14.501
2022-11-30,14.985
2022-12-01,15.526
2022-12-02,15.705
2022-12-03,15.705
2022-12-04,15.705
2022-12-05,15.533
2022-12-06,15.266
2022-12-07,15.287
2022-12-08,15.158
2022-12-09,15.092
2022-12-10,15.092
2022-12-11,15.092
2022-12-12,14.931
2022-12-13,15.088
2022-12-14,14.858
2022-12-15,14.763
2022-12-16,14.794
2022-12-17,14.794
2022-12-18,14.794
2022-12-19,14.586
2022-12-20,15.015
2022-12-21,15.288
2022-12-22,15.181
2022-12-23,15.268
2022-12-24,15.268
2022-12-25,15.268
2022-12-26,15.268
2022-12-27,15.373
2022-12-28,15.262
2022-12-29,15.568
2022-12-30,15.527
2022-12-31,15.527
2023-01-01,15.527
2023-01-02,15.527
2023-01-03,15.645
2023-01-04,16.019
2023-01-05,15.89
2023-01-06,16.293
2023-01-07,16.293
2023-01-08,16.293
2023-01-09,16.292
2023-01-10,16.968
2023-01-11,16.837
2023-01-12,16.846
2023-01-13,16.939
2023-01-14,16.939
2023-01-15,16.939
2023-01-16,16.939
2023-01-17,16.989
2023-01-18,16.756
2023-01-19,16.401
2023-01-20,16.414
2023-01-21,16.414
2023-01-22,16.414
2023-01-23,16.484
2023-01-24,16.194
2023-01-25,16.335
2023-01-26,16.162
2023-01-27,16.342
2023-01-28,16.342
2023-01-29,16.342
2023-01-30,16.251
2023-01-31,16.431
2023-02-01,16.585
2023-02-02,17.051
2023-02-03,16.558
2023-02-04,16.558
2023-02-05,16.558
2023-02-06,16.475
2023-02-07,16.504
2023-02-08,16.694
2023-02-09,14.778
2023-02-10,15.661
2023-02-11,15.661
2023-02-12,15.661
2023-02-13,15.835
2023-02-14,15.804
2023-02-15,15.939
2023-02-16,15.807
2023-02-17,15.881
2023-02-18,15.881
2023-02-19,15.881
2023-02-20,15.881
2023-02-21,15.427
2023-02-22,15.808
2023-02-23,15.723
2023-02-24,15.549
2023-02-25,15.549
2023-02-26,15.549
2023-02-27,15.695
2023-02-28,15.474
2023-03-01,15.181
2023-03-02,15.409
2023-03-03,15.535
2023-03-04,15.535
2023-03-05,15.535
2023-03-06,15.335
2023-03-07,14.879
2023-03-08,14.699
2023-03-09,14.378
2023-03-10,14.406
2023-03-11,14.406
2023-03-12,14.406
2023-03-13,14.154
2023-03-14,14.259
2023-03-15,14.007
2023-03-16,14.175
2023-03-17,14.014
2023-03-18,14.014
2023-03-19,14.014
2023-03-20,14.234
2023-03-21,14.366
2023-03-22,14.089
2023-03-23,14.311
2023-03-24,14.441
2023-03-25,14.441
2023-03-26,14.441
2023-03-27,15.358
2023-03-28,15.265
2023-03-29,15.322
2023-03-30,15.512
2023-03-31,15.759
2023-04-01,15.759
2023-04-02,15.759
2023-04-03,15.525
2023-04-04,15.336
2023-04-05,15.39
2023-04-06,15.583
2023-04-07,15.583
2023-04-08,15.583
2023-04-09,15.583
2023-04-10,15.688
2023-04-11,15.993
2023-04-12,15.945
2023-04-13,16.366
2023-04-14,16.095
2023-04-15,16.095
2023-04-16,16.095
2023-04-17,16.381
2023-04-18,16.691
2023-04-19,16.776
2023-04-20,16.581
2023-04-21,16.748
2023-04-22,16.748
2023-04-23,16.748
2023-04-24,16.866
2023-04-25,16.601
2023-04-26,16.401
2023-04-27,16.543
2023-04-28,16.849
2023-04-29,16.849
2023-04-30,16.849
2023-05-01,16.807
2023-05-02,16.708
2023-05-03,16.382
2023-05-04,16.522
2023-05-05,16.76
2023-05-06,16.76
2023-05-07,16.76
2023-05-08,16.703
2023-05-09,15.623
2023-05-10,15.173
2023-05-11,14.944
2023-05-12,14.609
2023-05-13,14.609
2023-05-14,14.609
2023-05-15,14.97
2023-05-16,14.329
2023-05-17,14.529
2023-05-18,14.887
2023-05-19,14.8
2023-05-20,14.8
2023-05-21,14.8
2023-05-22,14.611
2023-05-23,14.546
2023-05-24,14.073
2023-05-25,13.711
2023-05-26,13.711
2023-05-27,13.711
2023-05-28,13.711
2023-05-29,13.711
2023-05-30,13.702
2023-05-31,13.541
2023-06-01,13.42
2023-06-02,14.024
2023-06-03,14.024
2023-06-04,14.024
2023-06-05,13.951
2023-06-06,14.168
2023-06-07,14.192
2023-06-08,13.939
2023-06-09,13.675
2023-06-10,13.675
2023-06-11,13.675
2023-06-12,13.607
2023-06-13,13.87
2023-06-14,13.626
2023-06-15,13.835
2023-06-16,13.983
2023-06-17,13.983
2023-06-18,13.983
2023-06-19,13.983
2023-06-20,13.784
2023-06-21,13.602
2023-06-22,13.581
