,LVS US Equity
2020-05-26,13.635
2020-05-27,13.908
2020-05-28,13.258
2020-05-29,13.091
2020-05-30,13.091
2020-05-31,13.091
2020-06-01,13.389
2020-06-02,13.05
2020-06-03,14.143
2020-06-04,14.296
2020-06-05,14.465
2020-06-06,14.465
2020-06-07,14.465
2020-06-08,15.194
2020-06-09,14.653
2020-06-10,14.137
2020-06-11,13.405
2020-06-12,13.618
2020-06-13,13.618
2020-06-14,13.618
2020-06-15,13.397
2020-06-16,13.49
2020-06-17,13.353
2020-06-18,13.162
2020-06-19,12.886
2020-06-20,12.886
2020-06-21,12.886
2020-06-22,12.641
2020-06-23,12.802
2020-06-24,12.272
2020-06-25,12.286
2020-06-26,11.832
2020-06-27,11.832
2020-06-28,11.832
2020-06-29,12.193
2020-06-30,12.436
2020-07-01,12.299
2020-07-02,12.654
2020-07-03,12.654
2020-07-04,12.654
2020-07-05,12.654
2020-07-06,12.854
2020-07-07,12.297
2020-07-08,12.455
2020-07-09,12.201
2020-07-10,12.485
2020-07-11,12.485
2020-07-12,12.485
2020-07-13,13.252
2020-07-14,12.941
2020-07-15,13.722
2020-07-16,13.575
2020-07-17,13.296
2020-07-18,13.296
2020-07-19,13.296
2020-07-20,12.911
2020-07-21,13.108
2020-07-22,12.791
2020-07-23,12.256
2020-07-24,12.114
2020-07-25,12.114
2020-07-26,12.114
2020-07-27,11.873
2020-07-28,8.976
2020-07-29,8.996
2020-07-30,9.236
2020-07-31,8.858
2020-08-01,8.858
2020-08-02,8.858
2020-08-03,8.931
2020-08-04,8.877
2020-08-05,8.797
2020-08-06,9.179
2020-08-07,8.972
2020-08-08,8.972
2020-08-09,8.972
2020-08-10,9.646
2020-08-11,10.352
2020-08-12,9.96
2020-08-13,9.869
2020-08-14,9.818
2020-08-15,9.818
2020-08-16,9.818
2020-08-17,9.686
2020-08-18,9.68
2020-08-19,9.636
2020-08-20,9.634
2020-08-21,9.849
2020-08-22,9.849
2020-08-23,9.849
2020-08-24,10.111
2020-08-25,10.141
2020-08-26,10.121
2020-08-27,10.257
2020-08-28,10.588
2020-08-29,10.588
2020-08-30,10.588
2020-08-31,10.293
2020-09-01,10.078
2020-09-02,10.419
2020-09-03,10.277
2020-09-04,10.547
2020-09-05,10.547
2020-09-06,10.547
2020-09-07,10.547
2020-09-08,10.488
2020-09-09,10.32
2020-09-10,10.62
2020-09-11,10.537
2020-09-12,10.537
2020-09-13,10.537
2020-09-14,10.778
2020-09-15,10.525
2020-09-16,10.082
2020-09-17,9.962
2020-09-18,9.946
2020-09-19,9.946
2020-09-20,9.946
2020-09-21,9.427
2020-09-22,9.388
2020-09-23,9.142
2020-09-24,9.319
2020-09-25,9.532
2020-09-26,9.532
2020-09-27,9.532
2020-09-28,9.666
2020-09-29,9.483
2020-09-30,9.471
2020-10-01,9.382
2020-10-02,9.368
2020-10-03,9.368
2020-10-04,9.368
2020-10-05,9.382
2020-10-06,9.423
2020-10-07,9.374
2020-10-08,9.36
2020-10-09,9.28
2020-10-10,9.28
2020-10-11,9.28
2020-10-12,9.372
2020-10-13,9.096
2020-10-14,9.13
2020-10-15,9.285
2020-10-16,9.209
2020-10-17,9.209
2020-10-18,9.209
2020-10-19,9.126
2020-10-20,9.378
2020-10-21,10.464
2020-10-22,11.345
2020-10-23,11.544
2020-10-24,11.544
2020-10-25,11.544
2020-10-26,9.44
2020-10-27,9.278
2020-10-28,9.003
2020-10-29,9.192
2020-10-30,9.234
2020-10-31,9.234
2020-11-01,9.234
2020-11-02,9.447
2020-11-03,9.418
2020-11-04,9.589
2020-11-05,10.106
2020-11-06,10.179
2020-11-07,10.179
2020-11-08,10.179
2020-11-09,11.119
2020-11-10,11.253
2020-11-11,10.942
2020-11-12,10.675
2020-11-13,11.198
2020-11-14,11.198
2020-11-15,11.198
2020-11-16,11.217
2020-11-17,11.048
2020-11-18,11.015
2020-11-19,11.251
2020-11-20,10.74
2020-11-21,10.74
2020-11-22,10.74
2020-11-23,10.892
2020-11-24,11.159
2020-11-25,10.863
2020-11-26,10.863
2020-11-27,10.873
2020-11-28,10.873
2020-11-29,10.873
2020-11-30,10.704
2020-12-01,10.879
2020-12-02,11.069
2020-12-03,11.271
2020-12-04,11.549
2020-12-05,11.549
2020-12-06,11.549
2020-12-07,11.324
2020-12-08,11.255
2020-12-09,11.142
2020-12-10,11.009
2020-12-11,10.904
2020-12-12,10.904
2020-12-13,10.904
2020-12-14,10.861
2020-12-15,11.119
2020-12-16,11.075
2020-12-17,11.017
2020-12-18,11.034
2020-12-19,11.034
2020-12-20,11.034
2020-12-21,10.929
2020-12-22,10.808
2020-12-23,10.988
2020-12-24,10.954
2020-12-25,10.954
2020-12-26,10.954
2020-12-27,10.954
2020-12-28,11.332
2020-12-29,11.165
2020-12-30,11.286
2020-12-31,11.451
2021-01-01,11.451
2021-01-02,11.451
2021-01-03,11.451
2021-01-04,11.134
2021-01-05,11.421
2021-01-06,11.248
2021-01-07,11.173
2021-01-08,11.128
2021-01-09,11.128
2021-01-10,11.128
2021-01-11,10.838
2021-01-12,10.879
2021-01-13,10.625
2021-01-14,10.698
2021-01-15,10.268
2021-01-16,10.268
2021-01-17,10.268
2021-01-18,10.268
2021-01-19,10.462
2021-01-20,10.458
2021-01-21,10.64
2021-01-22,10.41
2021-01-23,10.41
2021-01-24,10.41
2021-01-25,10.179
2021-01-26,10.072
2021-01-27,9.112
2021-01-28,9.12
2021-01-29,8.936
2021-01-30,8.936
2021-01-31,8.936
2021-02-01,9.118
2021-02-02,9.692
2021-02-03,9.997
2021-02-04,9.839
2021-02-05,10.326
2021-02-06,10.326
2021-02-07,10.326
2021-02-08,10.276
2021-02-09,10.108
2021-02-10,13.303
2021-02-11,13.18
2021-02-12,13.425
2021-02-13,13.425
2021-02-14,13.425
2021-02-15,13.425
2021-02-16,13.77
2021-02-17,13.897
2021-02-18,13.957
2021-02-19,14.422
2021-02-20,14.422
2021-02-21,14.422
2021-02-22,14.796
2021-02-23,15.428
2021-02-24,15.531
2021-02-25,14.99
2021-02-26,15.002
2021-02-27,15.002
2021-02-28,15.002
2021-03-01,15.11
2021-03-02,15.565
2021-03-03,15.773
2021-03-04,14.942
2021-03-05,15.847
2021-03-06,15.847
2021-03-07,15.847
2021-03-08,17.227
2021-03-09,16.917
2021-03-10,16.89
2021-03-11,17.2
2021-03-12,17.007
2021-03-13,17.007
2021-03-14,17.007
2021-03-15,18.028
2021-03-16,17.693
2021-03-17,17.954
2021-03-18,17.638
2021-03-19,17.358
2021-03-20,17.358
2021-03-21,17.358
2021-03-22,17.121
2021-03-23,16.162
2021-03-24,16.111
2021-03-25,16.535
2021-03-26,16.612
2021-03-27,16.612
2021-03-28,16.612
2021-03-29,16.263
2021-03-30,16.672
2021-03-31,16.546
2021-04-01,16.843
2021-04-02,16.843
2021-04-03,16.843
2021-04-04,16.843
2021-04-05,17.047
2021-04-06,17.323
2021-04-07,16.919
2021-04-08,17.047
2021-04-09,16.868
2021-04-10,16.868
2021-04-11,16.868
2021-04-12,16.778
2021-04-13,16.612
2021-04-14,16.696
2021-04-15,16.691
2021-04-16,16.612
2021-04-17,16.612
2021-04-18,16.612
2021-04-19,16.508
2021-04-20,16.078
2021-04-21,16.546
2021-04-22,15.885
2021-04-23,15.505
2021-04-24,15.505
2021-04-25,15.505
2021-04-26,15.386
2021-04-27,15.757
2021-04-28,16.019
2021-04-29,15.876
2021-04-30,15.894
2021-05-01,15.894
2021-05-02,15.894
2021-05-03,15.843
2021-05-04,15.396
2021-05-05,15.427
2021-05-06,14.859
2021-05-07,14.971
2021-05-08,14.971
2021-05-09,14.971
2021-05-10,14.825
2021-05-11,14.592
2021-05-12,14.255
2021-05-13,14.467
2021-05-14,15.023
2021-05-15,15.023
2021-05-16,15.023
2021-05-17,14.727
2021-05-18,14.714
2021-05-19,14.563
2021-05-20,14.986
2021-05-21,14.976
2021-05-22,14.976
2021-05-23,14.976
2021-05-24,14.981
2021-05-25,14.963
2021-05-26,15.311
2021-05-27,15.194
2021-05-28,14.984
2021-05-29,14.984
2021-05-30,14.984
2021-05-31,14.984
2021-06-01,15.36
2021-06-02,15.287
2021-06-03,14.727
2021-06-04,14.665
2021-06-05,14.665
2021-06-06,14.665
2021-06-07,14.665
2021-06-08,14.509
2021-06-09,14.294
2021-06-10,14.371
2021-06-11,14.434
2021-06-12,14.434
2021-06-13,14.434
2021-06-14,14.05
2021-06-15,14.086
2021-06-16,14.107
2021-06-17,14.047
2021-06-18,13.751
2021-06-19,13.751
2021-06-20,13.751
2021-06-21,14.159
2021-06-22,13.907
2021-06-23,13.847
2021-06-24,13.471
2021-06-25,13.668
2021-06-26,13.668
2021-06-27,13.668
2021-06-28,13.328
2021-06-29,13.279
2021-06-30,13.671
2021-07-01,13.785
2021-07-02,13.769
2021-07-03,13.769
2021-07-04,13.769
2021-07-05,13.769
2021-07-06,13.37
2021-07-07,13.193
2021-07-08,13.038
2021-07-09,13.318
2021-07-10,13.318
2021-07-11,13.318
2021-07-12,13.238
2021-07-13,13.1
2021-07-14,13.004
2021-07-15,12.828
2021-07-16,12.407
2021-07-17,12.407
2021-07-18,12.407
2021-07-19,12.283
2021-07-20,12.397
2021-07-21,12.822
2021-07-22,12.252
2021-07-23,11.875
2021-07-24,11.875
2021-07-25,11.875
2021-07-26,11.436
2021-07-27,11.0
2021-07-28,11.224
2021-07-29,10.841
2021-07-30,10.68
2021-07-31,10.68
2021-08-01,10.68
2021-08-02,10.468
2021-08-03,10.12
2021-08-04,9.8
2021-08-05,10.281
2021-08-06,10.306
2021-08-07,10.306
2021-08-08,10.306
2021-08-09,10.248
2021-08-10,10.332
2021-08-11,10.337
2021-08-12,10.286
2021-08-13,10.077
2021-08-14,10.077
2021-08-15,10.077
2021-08-16,9.923
2021-08-17,9.744
2021-08-18,9.663
2021-08-19,9.273
2021-08-20,9.469
2021-08-21,9.469
2021-08-22,9.469
2021-08-23,10.019
2021-08-24,10.773
2021-08-25,10.904
2021-08-26,10.849
2021-08-27,11.073
2021-08-28,11.073
2021-08-29,11.073
2021-08-30,10.955
2021-08-31,11.25
2021-09-01,11.126
2021-09-02,11.098
2021-09-03,10.876
2021-09-04,10.876
2021-09-05,10.876
2021-09-06,10.876
2021-09-07,11.33
2021-09-08,11.081
2021-09-09,11.013
2021-09-10,11.209
2021-09-11,11.209
2021-09-12,11.209
2021-09-13,10.613
2021-09-14,9.579
2021-09-15,9.415
2021-09-16,9.284
2021-09-17,9.917
2021-09-18,9.917
2021-09-19,9.917
2021-09-20,9.792
2021-09-21,9.246
2021-09-22,9.384
2021-09-23,9.685
2021-09-24,9.587
2021-09-25,9.587
2021-09-26,9.587
2021-09-27,9.846
2021-09-28,9.691
2021-09-29,9.457
2021-09-30,9.509
2021-10-01,9.919
2021-10-02,9.919
2021-10-03,9.919
2021-10-04,9.589
2021-10-05,9.735
2021-10-06,9.548
2021-10-07,9.644
2021-10-08,9.93
2021-10-09,9.93
2021-10-10,9.93
2021-10-11,11.674
2021-10-12,12.015
2021-10-13,11.961
2021-10-14,12.057
2021-10-15,11.976
2021-10-16,11.976
2021-10-17,11.976
2021-10-18,11.958
2021-10-19,12.036
2021-10-20,11.803
2021-10-21,11.579
2021-10-22,11.813
2021-10-23,11.813
2021-10-24,11.813
2021-10-25,11.681
2021-10-26,12.001
2021-10-27,12.391
2021-10-28,12.219
2021-10-29,11.933
2021-10-30,11.933
2021-10-31,11.933
2021-11-01,12.613
2021-11-02,12.514
2021-11-03,12.631
2021-11-04,12.219
2021-11-05,13.111
2021-11-06,13.111
2021-11-07,13.111
2021-11-08,12.782
2021-11-09,12.631
2021-11-10,12.311
2021-11-11,12.145
2021-11-12,12.207
2021-11-13,12.207
2021-11-14,12.207
2021-11-15,12.711
2021-11-16,12.496
2021-11-17,12.081
2021-11-18,11.853
2021-11-19,11.764
2021-11-20,11.764
2021-11-21,11.764
2021-11-22,12.493
2021-11-23,12.241
2021-11-24,12.302
2021-11-25,12.302
2021-11-26,11.644
2021-11-27,11.644
2021-11-28,11.644
2021-11-29,11.457
2021-11-30,10.952
2021-12-01,10.448
2021-12-02,10.943
2021-12-03,10.54
2021-12-04,10.54
2021-12-05,10.54
2021-12-06,11.297
2021-12-07,11.398
2021-12-08,11.902
2021-12-09,11.718
2021-12-10,11.58
2021-12-11,11.58
2021-12-12,11.58
2021-12-13,11.355
2021-12-14,11.183
2021-12-15,11.072
2021-12-16,10.795
2021-12-17,10.897
2021-12-18,10.897
2021-12-19,10.897
2021-12-20,10.5
2021-12-21,11.383
2021-12-22,11.386
2021-12-23,11.865
2021-12-24,11.865
2021-12-25,11.865
2021-12-26,11.865
2021-12-27,11.644
2021-12-28,11.576
2021-12-29,11.435
2021-12-30,11.586
2021-12-31,11.573
2022-01-01,11.573
2022-01-02,11.573
2022-01-03,11.945
2022-01-04,11.887
2022-01-05,11.367
2022-01-06,11.632
2022-01-07,11.653
2022-01-08,11.653
2022-01-09,11.653
2022-01-10,11.201
2022-01-11,12.25
2022-01-12,12.603
2022-01-13,12.186
2022-01-14,13.911
2022-01-15,13.911
2022-01-16,13.911
2022-01-17,13.911
2022-01-18,13.722
2022-01-19,13.983
2022-01-20,13.884
2022-01-21,13.929
2022-01-22,13.929
2022-01-23,13.929
2022-01-24,14.292
2022-01-25,14.285
2022-01-26,15.039
2022-01-27,13.616
2022-01-28,13.95
2022-01-29,13.95
2022-01-30,13.95
2022-01-31,14.569
2022-02-01,14.851
2022-02-02,14.885
2022-02-03,14.605
2022-02-04,14.702
2022-02-05,14.702
2022-02-06,14.702
2022-02-07,15.134
2022-02-08,15.085
2022-02-09,15.402
2022-02-10,15.382
2022-02-11,14.891
2022-02-12,14.891
2022-02-13,14.891
2022-02-14,15.237
2022-02-15,15.717
2022-02-16,15.667
2022-02-17,15.486
2022-02-18,15.506
2022-02-19,15.506
2022-02-20,15.506
2022-02-21,15.506
2022-02-22,14.946
2022-02-23,14.858
2022-02-24,14.341
2022-02-25,14.65
2022-02-26,14.65
2022-02-27,14.65
2022-02-28,14.104
2022-03-01,13.262
2022-03-02,14.611
2022-03-03,13.943
2022-03-04,13.426
2022-03-05,13.426
2022-03-06,13.426
2022-03-07,11.394
2022-03-08,11.678
2022-03-09,12.206
2022-03-10,12.152
2022-03-11,11.466
2022-03-12,11.466
2022-03-13,11.466
2022-03-14,10.103
2022-03-15,10.282
2022-03-16,11.504
2022-03-17,11.765
2022-03-18,12.265
2022-03-19,12.265
2022-03-20,12.265
2022-03-21,12.18
2022-03-22,12.367
2022-03-23,12.098
2022-03-24,12.592
2022-03-25,12.424
2022-03-26,12.424
2022-03-27,12.424
2022-03-28,12.326
2022-03-29,12.678
2022-03-30,12.567
2022-03-31,12.319
2022-04-01,12.525
2022-04-02,12.525
2022-04-03,12.525
2022-04-04,12.676
2022-04-05,12.048
2022-04-06,11.783
2022-04-07,11.474
2022-04-08,11.423
2022-04-09,11.423
2022-04-10,11.423
2022-04-11,11.134
2022-04-12,11.135
2022-04-13,11.522
2022-04-14,11.748
2022-04-15,11.748
2022-04-16,11.748
2022-04-17,11.748
2022-04-18,11.687
2022-04-19,12.194
2022-04-20,12.28
2022-04-21,11.866
2022-04-22,11.607
2022-04-23,11.607
2022-04-24,11.607
2022-04-25,11.591
2022-04-26,11.099
2022-04-27,11.534
2022-04-28,12.042
2022-04-29,12.019
2022-04-30,12.019
2022-05-01,12.019
2022-05-02,12.472
2022-05-03,12.384
2022-05-04,12.598
2022-05-05,12.085
2022-05-06,11.656
2022-05-07,11.656
2022-05-08,11.656
2022-05-09,10.83
2022-05-10,10.606
2022-05-11,10.31
2022-05-12,10.246
2022-05-13,11.789
2022-05-14,11.789
2022-05-15,11.789
2022-05-16,11.344
2022-05-17,11.792
2022-05-18,11.572
2022-05-19,11.381
2022-05-20,11.449
2022-05-21,11.449
2022-05-22,11.449
2022-05-23,11.288
2022-05-24,10.6
2022-05-25,10.973
2022-05-26,11.692
2022-05-27,11.846
2022-05-28,11.846
2022-05-29,11.846
2022-05-30,11.846
2022-05-31,12.133
2022-06-01,12.031
2022-06-02,12.157
2022-06-03,11.962
2022-06-04,11.962
2022-06-05,11.962
2022-06-06,12.147
2022-06-07,12.26
2022-06-08,12.794
2022-06-09,12.075
2022-06-10,11.463
2022-06-11,11.463
2022-06-12,11.463
2022-06-13,10.51
2022-06-14,11.084
2022-06-15,11.211
2022-06-16,10.603
2022-06-17,10.989
2022-06-18,10.989
2022-06-19,10.989
2022-06-20,10.989
2022-06-21,11.003
2022-06-22,10.972
2022-06-23,10.965
2022-06-24,11.608
2022-06-25,11.608
2022-06-26,11.608
2022-06-27,11.517
2022-06-28,12.097
2022-06-29,11.782
2022-06-30,11.775
2022-07-01,12.367
2022-07-02,12.367
2022-07-03,12.367
2022-07-04,12.367
2022-07-05,12.185
2022-07-06,12.164
2022-07-07,12.788
2022-07-08,12.444
2022-07-09,12.444
2022-07-10,12.444
2022-07-11,11.524
2022-07-12,11.896
2022-07-13,11.889
2022-07-14,12.254
2022-07-15,12.354
2022-07-16,12.354
2022-07-17,12.354
2022-07-18,12.814
2022-07-19,13.14
2022-07-20,14.408
2022-07-21,15.472
2022-07-22,15.301
2022-07-23,15.301
2022-07-24,15.301
2022-07-25,15.356
2022-07-26,15.107
2022-07-27,15.403
2022-07-28,15.225
2022-07-29,14.897
2022-07-30,14.897
2022-07-31,14.897
2022-08-01,14.929
2022-08-02,15.079
2022-08-03,15.399
2022-08-04,15.534
2022-08-05,15.166
2022-08-06,15.166
2022-08-07,15.166
2022-08-08,14.7
2022-08-09,14.585
2022-08-10,14.486
2022-08-11,14.915
2022-08-12,15.303
2022-08-13,15.303
2022-08-14,15.303
2022-08-15,15.311
2022-08-16,15.149
2022-08-17,14.82
2022-08-18,14.927
2022-08-19,14.891
2022-08-20,14.891
2022-08-21,14.891
2022-08-22,14.484
2022-08-23,14.935
2022-08-24,15.336
2022-08-25,15.822
2022-08-26,15.361
2022-08-27,15.361
2022-08-28,15.361
2022-08-29,15.344
2022-08-30,14.842
2022-08-31,15.239
2022-09-01,14.862
2022-09-02,14.664
2022-09-03,14.664
2022-09-04,14.664
2022-09-05,14.664
2022-09-06,14.356
2022-09-07,14.741
2022-09-08,14.929
2022-09-09,15.135
2022-09-10,15.135
2022-09-11,15.135
2022-09-12,15.365
2022-09-13,15.004
2022-09-14,15.127
2022-09-15,15.738
2022-09-16,15.322
2022-09-17,15.322
2022-09-18,15.322
2022-09-19,15.375
2022-09-20,15.557
2022-09-21,14.503
2022-09-22,13.977
2022-09-23,14.048
2022-09-24,14.048
2022-09-25,14.048
2022-09-26,15.707
2022-09-27,15.731
2022-09-28,15.727
2022-09-29,15.26
2022-09-30,15.176
2022-10-01,15.176
2022-10-02,15.176
2022-10-03,15.594
2022-10-04,16.967
2022-10-05,17.218
2022-10-06,17.399
2022-10-07,17.183
2022-10-08,17.183
2022-10-09,17.183
2022-10-10,15.885
2022-10-11,14.701
2022-10-12,14.757
2022-10-13,14.454
2022-10-14,14.24
2022-10-15,14.24
2022-10-16,14.24
2022-10-17,14.412
2022-10-18,14.477
2022-10-19,14.271
2022-10-20,14.977
2022-10-21,15.567
2022-10-22,15.567
2022-10-23,15.567
2022-10-24,14.183
2022-10-25,14.069
2022-10-26,14.353
2022-10-27,14.183
2022-10-28,15.008
2022-10-29,15.008
2022-10-30,15.008
2022-10-31,15.38
2022-11-01,15.655
2022-11-02,15.299
2022-11-03,15.167
2022-11-04,16.124
2022-11-05,16.124
2022-11-06,16.124
2022-11-07,16.309
2022-11-08,16.293
2022-11-09,16.008
2022-11-10,16.449
2022-11-11,17.358
2022-11-12,17.358
2022-11-13,17.358
2022-11-14,17.23
2022-11-15,17.603
2022-11-16,17.595
2022-11-17,17.743
2022-11-18,17.479
2022-11-19,17.479
2022-11-20,17.479
2022-11-21,17.04
2022-11-22,17.169
2022-11-23,17.317
2022-11-24,17.317
2022-11-25,17.362
2022-11-26,17.362
2022-11-27,17.362
2022-11-28,17.555
2022-11-29,17.961
2022-11-30,18.838
2022-12-01,18.858
2022-12-02,19.288
2022-12-03,19.288
2022-12-04,19.288
2022-12-05,19.317
2022-12-06,19.015
2022-12-07,19.149
2022-12-08,19.628
2022-12-09,19.222
2022-12-10,19.222
2022-12-11,19.222
2022-12-12,19.473
2022-12-13,19.598
2022-12-14,19.63
2022-12-15,19.392
2022-12-16,18.93
2022-12-17,18.93
2022-12-18,18.93
2022-12-19,18.479
2022-12-20,18.487
2022-12-21,18.69
2022-12-22,18.543
2022-12-23,18.543
2022-12-24,18.543
2022-12-25,18.543
2022-12-26,18.543
2022-12-27,19.316
2022-12-28,18.407
2022-12-29,18.766
2022-12-30,19.161
2022-12-31,19.161
2023-01-01,19.161
2023-01-02,19.161
2023-01-03,19.561
2023-01-04,20.576
2023-01-05,20.433
2023-01-06,20.49
2023-01-07,20.49
2023-01-08,20.49
2023-01-09,20.945
2023-01-10,21.35
2023-01-11,21.128
2023-01-12,20.83
2023-01-13,21.402
2023-01-14,21.402
2023-01-15,21.402
2023-01-16,21.402
2023-01-17,21.2
2023-01-18,21.214
2023-01-19,21.21
2023-01-20,21.288
2023-01-21,21.288
2023-01-22,21.288
2023-01-23,21.608
2023-01-24,21.504
2023-01-25,20.099
2023-01-26,21.066
2023-01-27,20.625
2023-01-28,20.625
2023-01-29,20.625
2023-01-30,19.908
2023-01-31,20.315
2023-02-01,20.287
2023-02-02,19.764
2023-02-03,19.956
2023-02-04,19.956
2023-02-05,19.956
2023-02-06,19.829
2023-02-07,19.894
2023-02-08,19.719
2023-02-09,19.716
2023-02-10,19.472
2023-02-11,19.472
2023-02-12,19.472
2023-02-13,19.716
2023-02-14,19.73
2023-02-15,19.39
2023-02-16,19.483
2023-02-17,19.208
2023-02-18,19.208
2023-02-19,19.208
2023-02-20,19.208
2023-02-21,19.322
2023-02-22,19.664
2023-02-23,19.359
2023-02-24,19.253
2023-02-25,19.253
2023-02-26,19.253
2023-02-27,19.302
2023-02-28,19.802
2023-03-01,20.167
2023-03-02,20.718
2023-03-03,20.934
2023-03-04,20.934
2023-03-05,20.934
2023-03-06,20.711
2023-03-07,20.386
2023-03-08,20.275
2023-03-09,19.407
2023-03-10,19.3
2023-03-11,19.3
2023-03-12,19.3
2023-03-13,19.161
2023-03-14,19.14
2023-03-15,18.11
2023-03-16,18.561
2023-03-17,18.636
2023-03-18,18.636
2023-03-19,18.636
2023-03-20,18.728
2023-03-21,18.796
2023-03-22,18.551
2023-03-23,18.65
2023-03-24,18.52
2023-03-25,18.52
2023-03-26,18.52
2023-03-27,18.489
2023-03-28,18.598
2023-03-29,18.708
2023-03-30,18.926
2023-03-31,19.576
2023-04-01,19.576
2023-04-02,19.576
2023-04-03,20.016
2023-04-04,19.655
2023-04-05,19.276
2023-04-06,19.433
2023-04-07,19.433
2023-04-08,19.433
2023-04-09,19.433
2023-04-10,19.437
2023-04-11,18.628
2023-04-12,18.481
2023-04-13,19.027
2023-04-14,19.265
2023-04-15,19.265
2023-04-16,19.265
2023-04-17,19.552
2023-04-18,19.935
2023-04-19,19.315
2023-04-20,19.526
2023-04-21,19.768
2023-04-22,19.768
2023-04-23,19.768
2023-04-24,19.917
2023-04-25,19.437
2023-04-26,19.247
2023-04-27,19.378
2023-04-28,19.898
2023-04-29,19.898
2023-04-30,19.898
2023-05-01,20.207
2023-05-02,19.824
2023-05-03,19.006
2023-05-04,19.09
2023-05-05,19.075
2023-05-06,19.075
2023-05-07,19.075
2023-05-08,19.245
2023-05-09,19.297
2023-05-10,19.344
2023-05-11,18.92
2023-05-12,18.601
2023-05-13,18.601
2023-05-14,18.601
2023-05-15,18.549
2023-05-16,18.072
2023-05-17,18.453
2023-05-18,18.686
2023-05-19,18.64
2023-05-20,18.64
2023-05-21,18.64
2023-05-22,18.207
2023-05-23,17.05
2023-05-24,17.108
2023-05-25,17.084
2023-05-26,17.246
2023-05-27,17.246
2023-05-28,17.246
2023-05-29,17.246
2023-05-30,16.842
2023-05-31,16.872
2023-06-01,16.97
2023-06-02,18.027
2023-06-03,18.027
2023-06-04,18.027
2023-06-05,17.663
2023-06-06,18.012
2023-06-07,17.89
2023-06-08,17.69
2023-06-09,17.892
2023-06-10,17.892
2023-06-11,17.892
2023-06-12,18.008
2023-06-13,18.139
2023-06-14,18.277
2023-06-15,17.919
2023-06-16,17.855
2023-06-17,17.855
2023-06-18,17.855
2023-06-19,17.855
2023-06-20,17.879
2023-06-21,17.766
2023-06-22,17.711
