,PINC US Equity
2020-10-02,10.273
2020-10-03,10.273
2020-10-04,10.273
2020-10-05,10.273
2020-10-06,10.273
2020-10-07,10.273
2020-10-08,10.273
2020-10-09,10.273
2020-10-10,10.273
2020-10-11,10.273
2020-10-12,10.273
2020-10-13,10.273
2020-10-14,10.273
2020-10-15,10.273
2020-10-16,10.273
2020-10-17,10.273
2020-10-18,10.273
2020-10-19,10.273
2020-10-20,10.273
2020-10-21,10.273
2020-10-22,10.273
2020-10-23,10.273
2020-10-24,10.273
2020-10-25,10.273
2020-10-26,10.273
2020-10-27,10.273
2020-10-28,10.273
2020-10-29,10.273
2020-10-30,10.273
2020-10-31,10.273
2020-11-01,10.273
2020-11-02,10.273
2020-11-03,10.273
2020-11-04,10.273
2020-11-05,10.273
2020-11-06,10.273
2020-11-07,10.273
2020-11-08,10.273
2020-11-09,10.273
2020-11-10,10.273
2020-11-11,10.273
2020-11-12,10.273
2020-11-13,10.273
2020-11-14,10.273
2020-11-15,10.273
2020-11-16,10.273
2020-11-17,10.273
2020-11-18,10.273
2020-11-19,10.273
2020-11-20,10.273
2020-11-21,10.273
2020-11-22,10.273
2020-11-23,10.273
2020-11-24,10.273
2020-11-25,10.273
2020-11-26,10.273
2020-11-27,10.273
2020-11-28,10.273
2020-11-29,10.273
2020-11-30,10.273
2020-12-01,10.273
2020-12-02,10.273
2020-12-03,10.273
2020-12-04,10.273
2020-12-05,10.273
2020-12-06,10.273
2020-12-07,10.273
2020-12-08,13.594
2020-12-09,13.43
2020-12-10,13.792
2020-12-11,13.445
2020-12-12,13.445
2020-12-13,13.445
2020-12-14,13.124
2020-12-15,13.288
2020-12-16,13.217
2020-12-17,13.176
2020-12-18,13.064
2020-12-19,13.064
2020-12-20,13.064
2020-12-21,12.997
2020-12-22,12.743
2020-12-23,13.228
2020-12-24,13.284
2020-12-25,13.284
2020-12-26,13.284
2020-12-27,13.284
2020-12-28,13.127
2020-12-29,13.064
2020-12-30,13.109
2020-12-31,13.101
2021-01-01,13.101
2021-01-02,13.101
2021-01-03,13.101
2021-01-04,13.271
2021-01-05,13.628
2021-01-06,13.859
2021-01-07,13.967
2021-01-08,13.93
2021-01-09,13.93
2021-01-10,13.93
2021-01-11,13.687
2021-01-12,13.71
2021-01-13,13.743
2021-01-14,13.792
2021-01-15,13.762
2021-01-16,13.762
2021-01-17,13.762
2021-01-18,13.762
2021-01-19,13.146
2021-01-20,13.295
2021-01-21,12.974
2021-01-22,13.053
2021-01-23,13.053
2021-01-24,13.053
2021-01-25,12.862
2021-01-26,12.814
2021-01-27,12.784
2021-01-28,12.777
2021-01-29,12.642
2021-01-30,12.642
2021-01-31,12.642
2021-02-01,12.791
2021-02-02,13.243
2021-02-03,10.02
2021-02-04,10.028
2021-02-05,9.929
2021-02-06,9.929
2021-02-07,9.929
2021-02-08,9.949
2021-02-09,9.879
2021-02-10,9.867
2021-02-11,9.884
2021-02-12,9.941
2021-02-13,9.941
2021-02-14,9.941
2021-02-15,9.941
2021-02-16,9.811
2021-02-17,9.695
2021-02-18,9.483
2021-02-19,9.548
2021-02-20,9.548
2021-02-21,9.548
2021-02-22,9.721
2021-02-23,9.673
2021-02-24,9.647
2021-02-25,9.653
2021-02-26,9.599
2021-02-27,9.599
2021-02-28,9.599
2021-03-01,9.448
2021-03-02,9.443
2021-03-03,9.397
2021-03-04,9.287
2021-03-05,9.596
2021-03-06,9.596
2021-03-07,9.596
2021-03-08,9.795
2021-03-09,9.517
2021-03-10,9.647
2021-03-11,9.627
2021-03-12,12.337
2021-03-13,12.337
2021-03-14,12.337
2021-03-15,12.294
2021-03-16,12.247
2021-03-17,12.261
2021-03-18,12.193
2021-03-19,12.012
2021-03-20,12.012
2021-03-21,12.012
2021-03-22,12.081
2021-03-23,12.02
2021-03-24,12.084
2021-03-25,12.254
2021-03-26,12.366
2021-03-27,12.366
2021-03-28,12.366
2021-03-29,12.333
2021-03-30,12.25
2021-03-31,12.207
2021-04-01,12.535
2021-04-02,12.535
2021-04-03,12.535
2021-04-04,12.535
2021-04-05,12.391
2021-04-06,12.276
2021-04-07,12.279
2021-04-08,12.243
2021-04-09,12.312
2021-04-10,12.312
2021-04-11,12.312
2021-04-12,12.492
2021-04-13,12.373
2021-04-14,12.604
2021-04-15,12.672
2021-04-16,12.687
2021-04-17,12.687
2021-04-18,12.687
2021-04-19,12.77
2021-04-20,12.77
2021-04-21,12.86
2021-04-22,12.806
2021-04-23,12.849
2021-04-24,12.849
2021-04-25,12.849
2021-04-26,12.824
2021-04-27,12.607
2021-04-28,12.618
2021-04-29,12.734
2021-04-30,12.748
2021-05-01,12.748
2021-05-02,12.748
2021-05-03,12.892
2021-05-04,12.643
2021-05-05,11.474
2021-05-06,11.319
2021-05-07,11.364
2021-05-08,11.364
2021-05-09,11.364
2021-05-10,11.293
2021-05-11,10.954
2021-05-12,10.922
2021-05-13,10.996
2021-05-14,11.08
2021-05-15,11.08
2021-05-16,11.08
2021-05-17,10.97
2021-05-18,11.238
2021-05-19,11.235
2021-05-20,11.19
2021-05-21,11.212
2021-05-22,11.212
2021-05-23,11.212
2021-05-24,11.19
2021-05-25,11.142
2021-05-26,11.229
2021-05-27,11.164
2021-05-28,10.707
2021-05-29,10.707
2021-05-30,10.707
2021-05-31,10.707
2021-06-01,10.677
2021-06-02,10.736
2021-06-03,10.882
2021-06-04,10.794
2021-06-05,10.794
2021-06-06,10.794
2021-06-07,10.716
2021-06-08,10.836
2021-06-09,10.924
2021-06-10,11.002
2021-06-11,11.005
2021-06-12,11.005
2021-06-13,11.005
2021-06-14,11.031
2021-06-15,11.093
2021-06-16,11.193
2021-06-17,11.2
2021-06-18,11.106
2021-06-19,11.106
2021-06-20,11.106
2021-06-21,11.151
2021-06-22,11.245
2021-06-23,11.109
2021-06-24,11.141
2021-06-25,11.414
2021-06-26,11.414
2021-06-27,11.414
2021-06-28,11.317
2021-06-29,11.317
2021-06-30,11.287
2021-07-01,11.313
2021-07-02,11.485
2021-07-03,11.485
2021-07-04,11.485
2021-07-05,11.485
2021-07-06,11.498
2021-07-07,11.443
2021-07-08,11.401
2021-07-09,11.524
2021-07-10,11.524
2021-07-11,11.524
2021-07-12,11.566
2021-07-13,11.368
2021-07-14,11.469
2021-07-15,11.563
2021-07-16,11.492
2021-07-17,11.492
2021-07-18,11.492
2021-07-19,11.443
2021-07-20,11.547
2021-07-21,11.566
2021-07-22,11.583
2021-07-23,11.472
2021-07-24,11.472
2021-07-25,11.472
2021-07-26,11.453
2021-07-27,11.544
2021-07-28,11.566
2021-07-29,11.596
2021-07-30,11.563
2021-07-31,11.563
2021-08-01,11.563
2021-08-02,11.576
2021-08-03,11.677
2021-08-04,11.492
2021-08-05,11.313
2021-08-06,11.596
2021-08-07,11.596
2021-08-08,11.596
2021-08-09,11.547
2021-08-10,11.664
2021-08-11,11.635
2021-08-12,11.751
2021-08-13,11.703
2021-08-14,11.703
2021-08-15,11.703
2021-08-16,11.673
2021-08-17,11.85
2021-08-18,12.142
2021-08-19,11.954
2021-08-20,11.91
2021-08-21,11.91
2021-08-22,11.91
2021-08-23,11.941
2021-08-24,11.976
2021-08-25,11.749
2021-08-26,11.654
2021-08-27,11.638
2021-08-28,11.638
2021-08-29,11.638
2021-08-30,11.588
2021-08-31,11.81
2021-09-01,11.657
2021-09-02,11.769
2021-09-03,11.73
2021-09-04,11.73
2021-09-05,11.73
2021-09-06,11.73
2021-09-07,11.867
2021-09-08,12.172
2021-09-09,12.331
2021-09-10,12.429
2021-09-11,12.429
2021-09-12,12.429
2021-09-13,12.258
2021-09-14,12.607
2021-09-15,12.521
2021-09-16,12.515
2021-09-17,12.382
2021-09-18,12.382
2021-09-19,12.382
2021-09-20,12.321
2021-09-21,12.248
2021-09-22,12.366
2021-09-23,12.353
2021-09-24,12.337
2021-09-25,12.337
2021-09-26,12.337
2021-09-27,12.331
2021-09-28,12.356
2021-09-29,12.426
2021-09-30,12.312
2021-10-01,12.159
2021-10-02,12.159
2021-10-03,12.159
2021-10-04,12.181
2021-10-05,12.21
2021-10-06,12.14
2021-10-07,12.28
2021-10-08,12.493
2021-10-09,12.493
2021-10-10,12.493
2021-10-11,12.537
2021-10-12,12.587
2021-10-13,12.581
2021-10-14,12.546
2021-10-15,12.587
2021-10-16,12.587
2021-10-17,12.587
2021-10-18,12.527
2021-10-19,12.663
2021-10-20,12.717
2021-10-21,12.635
2021-10-22,12.683
2021-10-23,12.683
2021-10-24,12.683
2021-10-25,12.438
2021-10-26,12.428
2021-10-27,12.164
2021-10-28,12.253
2021-10-29,12.381
2021-10-30,12.381
2021-10-31,12.381
2021-11-01,12.533
2021-11-02,12.718
2021-11-03,13.35
2021-11-04,13.26
2021-11-05,13.251
2021-11-06,13.251
2021-11-07,13.251
2021-11-08,13.247
2021-11-09,13.131
2021-11-10,13.121
2021-11-11,13.196
2021-11-12,13.212
2021-11-13,13.212
2021-11-14,13.212
2021-11-15,12.967
2021-11-16,12.994
2021-11-17,13.452
2021-11-18,13.26
2021-11-19,12.999
2021-11-20,12.999
2021-11-21,12.999
2021-11-22,13.07
2021-11-23,12.881
2021-11-24,12.796
2021-11-25,12.796
2021-11-26,12.686
2021-11-27,12.686
2021-11-28,12.686
2021-11-29,12.52
2021-11-30,12.118
2021-12-01,12.089
2021-12-02,12.111
2021-12-03,12.278
2021-12-04,12.278
2021-12-05,12.278
2021-12-06,12.366
2021-12-07,12.327
2021-12-08,12.448
2021-12-09,12.438
2021-12-10,12.69
2021-12-11,12.69
2021-12-12,12.69
2021-12-13,12.424
2021-12-14,12.34
2021-12-15,12.428
2021-12-16,12.512
2021-12-17,12.876
2021-12-18,12.876
2021-12-19,12.876
2021-12-20,12.788
2021-12-21,12.896
2021-12-22,13.026
2021-12-23,13.123
2021-12-24,13.123
2021-12-25,13.123
2021-12-26,13.123
2021-12-27,13.27
2021-12-28,13.393
2021-12-29,13.452
2021-12-30,13.403
2021-12-31,13.383
2022-01-01,13.383
2022-01-02,13.383
2022-01-03,13.396
2022-01-04,13.302
2022-01-05,13.185
2022-01-06,13.11
2022-01-07,13.003
2022-01-08,13.003
2022-01-09,13.003
2022-01-10,12.877
2022-01-11,13.084
2022-01-12,13.062
2022-01-13,12.855
2022-01-14,12.803
2022-01-15,12.803
2022-01-16,12.803
2022-01-17,12.803
2022-01-18,12.382
2022-01-19,12.263
2022-01-20,12.463
2022-01-21,12.337
2022-01-22,12.337
2022-01-23,12.337
2022-01-24,12.402
2022-01-25,12.188
2022-01-26,12.078
2022-01-27,12.166
2022-01-28,12.243
2022-01-29,12.243
2022-01-30,12.243
2022-01-31,12.36
2022-02-01,12.183
2022-02-02,12.092
2022-02-03,12.088
2022-02-04,12.129
2022-02-05,12.129
2022-02-06,12.129
2022-02-07,12.061
2022-02-08,12.194
2022-02-09,12.266
2022-02-10,12.136
2022-02-11,12.136
2022-02-12,12.136
2022-02-13,12.136
2022-02-14,11.896
2022-02-15,11.887
2022-02-16,11.844
2022-02-17,11.705
2022-02-18,11.65
2022-02-19,11.65
2022-02-20,11.65
2022-02-21,11.65
2022-02-22,11.605
2022-02-23,11.52
2022-02-24,11.485
2022-02-25,11.734
2022-02-26,11.734
2022-02-27,11.734
2022-02-28,11.711
2022-03-01,11.767
2022-03-02,11.855
2022-03-03,11.949
2022-03-04,12.236
2022-03-05,12.236
2022-03-06,12.236
2022-03-07,11.796
2022-03-08,11.535
2022-03-09,11.62
2022-03-10,11.656
2022-03-11,11.5
2022-03-12,11.5
2022-03-13,11.5
2022-03-14,11.48
2022-03-15,11.633
2022-03-16,11.63
2022-03-17,11.979
2022-03-18,11.842
2022-03-19,11.842
2022-03-20,11.842
2022-03-21,11.685
2022-03-22,11.698
2022-03-23,11.379
2022-03-24,11.571
2022-03-25,11.617
2022-03-26,11.617
2022-03-27,11.617
2022-03-28,11.519
2022-03-29,11.666
2022-03-30,12.047
2022-03-31,11.597
2022-04-01,11.793
2022-04-02,11.793
2022-04-03,11.793
2022-04-04,11.5
2022-04-05,11.561
2022-04-06,11.768
2022-04-07,11.814
2022-04-08,11.939
2022-04-09,11.939
2022-04-10,11.939
2022-04-11,11.795
2022-04-12,11.86
2022-04-13,11.885
2022-04-14,11.916
2022-04-15,11.916
2022-04-16,11.916
2022-04-17,11.916
2022-04-18,11.955
2022-04-19,12.168
2022-04-20,12.417
2022-04-21,12.423
2022-04-22,12.142
2022-04-23,12.142
2022-04-24,12.142
2022-04-25,12.328
2022-04-26,11.88
2022-04-27,11.998
2022-04-28,12.083
2022-04-29,11.857
2022-04-30,11.857
2022-05-01,11.857
2022-05-02,11.778
2022-05-03,11.578
2022-05-04,12.063
2022-05-05,11.855
2022-05-06,11.826
2022-05-07,11.826
2022-05-08,11.826
2022-05-09,11.633
2022-05-10,11.758
2022-05-11,11.643
2022-05-12,11.678
2022-05-13,11.781
2022-05-14,11.781
2022-05-15,11.781
2022-05-16,11.929
2022-05-17,12.006
2022-05-18,11.871
2022-05-19,11.739
2022-05-20,11.935
2022-05-21,11.935
2022-05-22,11.935
2022-05-23,12.003
2022-05-24,11.987
2022-05-25,12.157
2022-05-26,12.211
2022-05-27,12.282
2022-05-28,12.282
2022-05-29,12.282
2022-05-30,12.282
2022-05-31,12.079
2022-06-01,11.875
2022-06-02,12.046
2022-06-03,11.982
2022-06-04,11.982
2022-06-05,11.982
2022-06-06,12.062
2022-06-07,12.043
2022-06-08,11.975
2022-06-09,11.791
2022-06-10,11.765
2022-06-11,11.765
2022-06-12,11.765
2022-06-13,11.455
2022-06-14,11.359
2022-06-15,11.431
2022-06-16,11.1
2022-06-17,11.181
2022-06-18,11.181
2022-06-19,11.181
2022-06-20,11.181
2022-06-21,11.31
2022-06-22,11.562
2022-06-23,11.643
2022-06-24,11.823
2022-06-25,11.823
2022-06-26,11.823
2022-06-27,11.823
2022-06-28,11.54
2022-06-29,11.55
2022-06-30,11.349
2022-07-01,11.524
2022-07-02,11.524
2022-07-03,11.524
2022-07-04,11.524
2022-07-05,11.384
2022-07-06,11.769
2022-07-07,11.922
2022-07-08,11.852
2022-07-09,11.852
2022-07-10,11.852
2022-07-11,11.823
2022-07-12,11.814
2022-07-13,11.69
2022-07-14,11.728
2022-07-15,11.846
2022-07-16,11.846
2022-07-17,11.846
2022-07-18,11.68
2022-07-19,11.865
2022-07-20,11.833
2022-07-21,11.836
2022-07-22,11.919
2022-07-23,11.919
2022-07-24,11.919
2022-07-25,11.941
2022-07-26,12.09
2022-07-27,12.071
2022-07-28,12.199
2022-07-29,12.234
2022-07-30,12.234
2022-07-31,12.234
2022-08-01,12.164
2022-08-02,12.078
2022-08-03,12.119
2022-08-04,11.919
2022-08-05,12.16
2022-08-06,12.16
2022-08-07,12.16
2022-08-08,12.052
2022-08-09,12.065
2022-08-10,12.256
2022-08-11,12.129
2022-08-12,12.224
2022-08-13,12.224
2022-08-14,12.224
2022-08-15,12.246
2022-08-16,12.285
2022-08-17,12.275
2022-08-18,12.313
2022-08-19,12.225
2022-08-20,12.225
2022-08-21,12.225
2022-08-22,12.12
2022-08-23,11.987
2022-08-24,12.07
2022-08-25,12.152
2022-08-26,11.956
2022-08-27,11.956
2022-08-28,11.956
2022-08-29,11.871
2022-08-30,11.564
2022-08-31,11.564
2022-09-01,11.522
2022-09-02,11.561
2022-09-03,11.561
2022-09-04,11.561
2022-09-05,11.561
2022-09-06,11.566
2022-09-07,11.684
2022-09-08,11.563
2022-09-09,11.75
2022-09-10,11.75
2022-09-11,11.75
2022-09-12,11.809
2022-09-13,11.504
2022-09-14,11.386
2022-09-15,11.333
2022-09-16,11.412
2022-09-17,11.412
2022-09-18,11.412
2022-09-19,11.455
2022-09-20,11.373
2022-09-21,11.31
2022-09-22,11.186
2022-09-23,10.973
2022-09-24,10.973
2022-09-25,10.973
2022-09-26,10.891
2022-09-27,10.841
2022-09-28,10.989
2022-09-29,11.081
2022-09-30,11.13
2022-10-01,11.13
2022-10-02,11.13
2022-10-03,11.291
2022-10-04,11.468
2022-10-05,11.419
2022-10-06,11.248
2022-10-07,10.917
2022-10-08,10.917
2022-10-09,10.917
2022-10-10,10.956
2022-10-11,10.89
2022-10-12,10.712
2022-10-13,10.726
2022-10-14,11.051
2022-10-15,11.051
2022-10-16,11.051
2022-10-17,11.202
2022-10-18,11.287
2022-10-19,10.995
2022-10-20,10.972
2022-10-21,10.982
2022-10-22,10.982
2022-10-23,10.982
2022-10-24,11.126
2022-10-25,11.123
2022-10-26,11.425
2022-10-27,11.346
2022-10-28,11.54
2022-10-29,11.54
2022-10-30,11.54
2022-10-31,11.458
2022-11-01,10.347
2022-11-02,10.424
2022-11-03,10.341
2022-11-04,10.318
2022-11-05,10.318
2022-11-06,10.318
2022-11-07,10.272
2022-11-08,10.174
2022-11-09,10.122
2022-11-10,10.318
2022-11-11,10.312
2022-11-12,10.312
2022-11-13,10.312
2022-11-14,10.419
2022-11-15,10.485
2022-11-16,10.491
2022-11-17,10.491
2022-11-18,10.637
2022-11-19,10.637
2022-11-20,10.637
2022-11-21,10.617
2022-11-22,10.781
2022-11-23,10.843
2022-11-24,10.843
2022-11-25,10.892
2022-11-26,10.892
2022-11-27,10.892
2022-11-28,10.771
2022-11-29,10.876
2022-11-30,10.995
2022-12-01,11.034
2022-12-02,11.17
2022-12-03,11.17
2022-12-04,11.17
2022-12-05,11.024
2022-12-06,10.906
2022-12-07,11.028
2022-12-08,11.011
2022-12-09,10.991
2022-12-10,10.991
2022-12-11,10.991
2022-12-12,11.031
2022-12-13,11.123
2022-12-14,11.137
2022-12-15,11.041
2022-12-16,10.952
2022-12-17,10.952
2022-12-18,10.952
2022-12-19,10.978
2022-12-20,11.071
2022-12-21,11.348
2022-12-22,11.423
2022-12-23,11.595
2022-12-24,11.595
2022-12-25,11.595
2022-12-26,11.595
2022-12-27,11.394
2022-12-28,11.364
2022-12-29,11.522
2022-12-30,11.532
2022-12-31,11.532
2023-01-01,11.532
2023-01-02,11.532
2023-01-03,11.628
2023-01-04,11.632
2023-01-05,11.514
2023-01-06,11.55
2023-01-07,11.55
2023-01-08,11.55
2023-01-09,11.474
2023-01-10,11.517
2023-01-11,11.319
2023-01-12,10.986
2023-01-13,11.088
2023-01-14,11.088
2023-01-15,11.088
2023-01-16,11.088
2023-01-17,11.17
2023-01-18,11.074
2023-01-19,11.166
2023-01-20,11.176
2023-01-21,11.176
2023-01-22,11.176
2023-01-23,11.027
2023-01-24,10.849
2023-01-25,10.803
2023-01-26,10.876
2023-01-27,10.898
2023-01-28,10.898
2023-01-29,10.898
2023-01-30,10.938
2023-01-31,11.044
2023-02-01,11.03
2023-02-02,11.168
2023-02-03,11.023
2023-02-04,11.023
2023-02-05,11.023
2023-02-06,10.755
2023-02-07,11.1
2023-02-08,10.893
2023-02-09,10.894
2023-02-10,10.888
2023-02-11,10.888
2023-02-12,10.888
2023-02-13,10.871
2023-02-14,10.905
2023-02-15,10.966
2023-02-16,11.01
2023-02-17,11.262
2023-02-18,11.262
2023-02-19,11.262
2023-02-20,11.262
2023-02-21,11.188
2023-02-22,11.215
2023-02-23,11.067
2023-02-24,11.077
2023-02-25,11.077
2023-02-26,11.077
2023-02-27,11.091
2023-02-28,10.918
2023-03-01,10.829
2023-03-02,10.765
2023-03-03,10.846
2023-03-04,10.846
2023-03-05,10.846
2023-03-06,10.663
2023-03-07,10.524
2023-03-08,10.477
2023-03-09,10.521
2023-03-10,10.555
2023-03-11,10.555
2023-03-12,10.555
2023-03-13,10.487
2023-03-14,10.751
2023-03-15,10.66
2023-03-16,10.829
2023-03-17,10.768
2023-03-18,10.768
2023-03-19,10.768
2023-03-20,10.775
2023-03-21,10.897
2023-03-22,10.717
2023-03-23,10.633
2023-03-24,10.792
2023-03-25,10.792
2023-03-26,10.792
2023-03-27,10.857
2023-03-28,10.89
2023-03-29,10.907
2023-03-30,10.897
2023-03-31,10.979
2023-04-01,10.979
2023-04-02,10.979
2023-04-03,11.002
2023-04-04,11.009
2023-04-05,11.131
2023-04-06,11.124
2023-04-07,11.124
2023-04-08,11.124
2023-04-09,11.124
2023-04-10,11.101
2023-04-11,11.006
2023-04-12,10.918
2023-04-13,10.867
2023-04-14,10.897
2023-04-15,10.897
2023-04-16,10.897
2023-04-17,10.945
2023-04-18,10.874
2023-04-19,10.938
2023-04-20,10.921
2023-04-21,11.2
2023-04-22,11.2
2023-04-23,11.2
2023-04-24,11.159
2023-04-25,11.047
2023-04-26,11.101
2023-04-27,11.189
2023-04-28,11.308
2023-04-29,11.308
2023-04-30,11.308
2023-05-01,11.335
2023-05-02,9.412
2023-05-03,9.482
2023-05-04,9.369
2023-05-05,9.466
2023-05-06,9.466
2023-05-07,9.466
2023-05-08,9.596
2023-05-09,9.85
2023-05-10,9.948
2023-05-11,9.785
2023-05-12,9.81
2023-05-13,9.81
2023-05-14,9.81
2023-05-15,9.854
2023-05-16,9.77
2023-05-17,9.745
2023-05-18,9.662
2023-05-19,9.687
2023-05-20,9.687
2023-05-21,9.687
2023-05-22,9.644
2023-05-23,9.546
2023-05-24,9.361
2023-05-25,9.23
2023-05-26,9.288
2023-05-27,9.288
2023-05-28,9.288
2023-05-29,9.288
2023-05-30,9.15
2023-05-31,9.14
2023-06-01,9.161
2023-06-02,9.439
2023-06-03,9.439
2023-06-04,9.439
2023-06-05,9.534
2023-06-06,9.432
2023-06-07,9.454
2023-06-08,9.472
2023-06-09,9.531
2023-06-10,9.531
2023-06-11,9.531
2023-06-12,9.545
2023-06-13,9.564
2023-06-14,9.468
2023-06-15,10.09
2023-06-16,10.244
2023-06-17,10.244
2023-06-18,10.244
2023-06-19,10.244
2023-06-20,10.098
2023-06-21,10.09
2023-06-22,10.014
