,WM US Equity
2021-03-29,19.585
2021-03-30,19.426
2021-03-31,19.387
2021-04-01,19.426
2021-04-02,19.426
2021-04-03,19.426
2021-04-04,19.426
2021-04-05,19.683
2021-04-06,19.267
2021-04-07,19.385
2021-04-08,19.448
2021-04-09,19.718
2021-04-10,19.718
2021-04-11,19.718
2021-04-12,19.687
2021-04-13,19.685
2021-04-14,19.601
2021-04-15,19.694
2021-04-16,19.772
2021-04-17,19.772
2021-04-18,19.772
2021-04-19,19.681
2021-04-20,19.745
2021-04-21,19.846
2021-04-22,19.728
2021-04-23,19.838
2021-04-24,19.838
2021-04-25,19.838
2021-04-26,19.608
2021-04-27,19.773
2021-04-28,19.085
2021-04-29,19.218
2021-04-30,19.329
2021-05-01,19.329
2021-05-02,19.329
2021-05-03,19.661
2021-05-04,19.737
2021-05-05,19.843
2021-05-06,19.821
2021-05-07,19.807
2021-05-08,19.807
2021-05-09,19.807
2021-05-10,20.07
2021-05-11,19.781
2021-05-12,19.358
2021-05-13,19.812
2021-05-14,19.885
2021-05-15,19.885
2021-05-16,19.885
2021-05-17,19.825
2021-05-18,19.679
2021-05-19,19.494
2021-05-20,19.674
2021-05-21,19.749
2021-05-22,19.749
2021-05-23,19.749
2021-05-24,19.769
2021-05-25,19.71
2021-05-26,19.581
2021-05-27,19.69
2021-05-28,19.709
2021-05-29,19.709
2021-05-30,19.709
2021-05-31,19.709
2021-06-01,19.623
2021-06-02,19.77
2021-06-03,19.775
2021-06-04,19.799
2021-06-05,19.799
2021-06-06,19.799
2021-06-07,19.633
2021-06-08,19.601
2021-06-09,19.635
2021-06-10,19.684
2021-06-11,19.681
2021-06-12,19.681
2021-06-13,19.681
2021-06-14,19.729
2021-06-15,19.815
2021-06-16,19.668
2021-06-17,19.595
2021-06-18,19.281
2021-06-19,19.281
2021-06-20,19.281
2021-06-21,19.604
2021-06-22,19.647
2021-06-23,19.485
2021-06-24,19.488
2021-06-25,19.568
2021-06-26,19.568
2021-06-27,19.568
2021-06-28,19.578
2021-06-29,19.618
2021-06-30,19.709
2021-07-01,19.858
2021-07-02,19.971
2021-07-03,19.971
2021-07-04,19.971
2021-07-05,19.971
2021-07-06,20.083
2021-07-07,20.262
2021-07-08,19.999
2021-07-09,20.121
2021-07-10,20.121
2021-07-11,20.121
2021-07-12,20.131
2021-07-13,20.048
2021-07-14,20.255
2021-07-15,20.448
2021-07-16,20.509
2021-07-17,20.509
2021-07-18,20.509
2021-07-19,20.204
2021-07-20,20.421
2021-07-21,20.376
2021-07-22,20.394
2021-07-23,20.592
2021-07-24,20.592
2021-07-25,20.592
2021-07-26,20.635
2021-07-27,20.492
2021-07-28,20.931
2021-07-29,21.009
2021-07-30,21.304
2021-07-31,21.304
2021-08-01,21.304
2021-08-02,21.161
2021-08-03,21.469
2021-08-04,21.39
2021-08-05,21.314
2021-08-06,21.243
2021-08-07,21.243
2021-08-08,21.243
2021-08-09,21.156
2021-08-10,21.12
2021-08-11,21.429
2021-08-12,21.565
2021-08-13,21.641
2021-08-14,21.641
2021-08-15,21.641
2021-08-16,21.831
2021-08-17,21.798
2021-08-18,21.49
2021-08-19,21.786
2021-08-20,21.976
2021-08-21,21.976
2021-08-22,21.976
2021-08-23,21.806
2021-08-24,21.897
2021-08-25,21.96
2021-08-26,22.071
2021-08-27,22.15
2021-08-28,22.15
2021-08-29,22.15
2021-08-30,22.291
2021-08-31,22.288
2021-09-01,22.394
2021-09-02,22.471
2021-09-03,22.412
2021-09-04,22.412
2021-09-05,22.412
2021-09-06,22.412
2021-09-07,22.104
2021-09-08,22.245
2021-09-09,22.181
2021-09-10,22.275
2021-09-11,22.275
2021-09-12,22.275
2021-09-13,22.373
2021-09-14,22.294
2021-09-15,22.445
2021-09-16,22.194
2021-09-17,22.02
2021-09-18,22.02
2021-09-19,22.02
2021-09-20,22.027
2021-09-21,22.03
2021-09-22,22.127
2021-09-23,22.138
2021-09-24,22.238
2021-09-25,22.238
2021-09-26,22.238
2021-09-27,21.929
2021-09-28,21.622
2021-09-29,21.864
2021-09-30,21.541
2021-10-01,21.61
2021-10-02,21.61
2021-10-03,21.61
2021-10-04,21.465
2021-10-05,21.612
2021-10-06,21.818
2021-10-07,22.209
2021-10-08,22.314
2021-10-09,22.314
2021-10-10,22.314
2021-10-11,22.222
2021-10-12,22.277
2021-10-13,22.35
2021-10-14,22.781
2021-10-15,22.812
2021-10-16,22.812
2021-10-17,22.812
2021-10-18,22.666
2021-10-19,22.908
2021-10-20,23.148
2021-10-21,23.347
2021-10-22,23.713
2021-10-23,23.713
2021-10-24,23.713
2021-10-25,23.241
2021-10-26,22.972
2021-10-27,21.883
2021-10-28,22.214
2021-10-29,22.6
2021-10-30,22.6
2021-10-31,22.6
2021-11-01,22.466
2021-11-02,22.741
2021-11-03,22.528
2021-11-04,22.667
2021-11-05,22.552
2021-11-06,22.552
2021-11-07,22.552
2021-11-08,22.574
2021-11-09,22.508
2021-11-10,22.86
2021-11-11,22.742
2021-11-12,22.987
2021-11-13,22.987
2021-11-14,22.987
2021-11-15,22.99
2021-11-16,23.22
2021-11-17,23.33
2021-11-18,23.2
2021-11-19,23.045
2021-11-20,23.045
2021-11-21,23.045
2021-11-22,22.993
2021-11-23,23.25
2021-11-24,23.374
2021-11-25,23.374
2021-11-26,23.057
2021-11-27,23.057
2021-11-28,23.057
2021-11-29,23.53
2021-11-30,22.662
2021-12-01,22.639
2021-12-02,23.178
2021-12-03,23.104
2021-12-04,23.104
2021-12-05,23.104
2021-12-06,23.141
2021-12-07,23.25
2021-12-08,23.148
2021-12-09,23.043
2021-12-10,23.316
2021-12-11,23.316
2021-12-12,23.316
2021-12-13,23.247
2021-12-14,23.013
2021-12-15,23.006
2021-12-16,23.503
2021-12-17,22.834
2021-12-18,22.834
2021-12-19,22.834
2021-12-20,22.732
2021-12-21,22.652
2021-12-22,22.742
2021-12-23,22.923
2021-12-24,22.923
2021-12-25,22.923
2021-12-26,22.923
2021-12-27,23.185
2021-12-28,23.376
2021-12-29,23.551
2021-12-30,23.459
2021-12-31,23.625
2022-01-01,23.625
2022-01-02,23.625
2022-01-03,23.036
2022-01-04,23.257
2022-01-05,22.909
2022-01-06,23.052
2022-01-07,22.897
2022-01-08,22.897
2022-01-09,22.897
2022-01-10,22.655
2022-01-11,22.662
2022-01-12,22.657
2022-01-13,22.376
2022-01-14,22.262
2022-01-15,22.262
2022-01-16,22.262
2022-01-17,22.262
2022-01-18,22.078
2022-01-19,22.039
2022-01-20,21.776
2022-01-21,21.516
2022-01-22,21.516
2022-01-23,21.516
2022-01-24,21.287
2022-01-25,21.034
2022-01-26,21.027
2022-01-27,20.784
2022-01-28,21.019
2022-01-29,21.019
2022-01-30,21.019
2022-01-31,21.38
2022-02-01,21.283
2022-02-02,20.774
2022-02-03,20.576
2022-02-04,20.252
2022-02-05,20.252
2022-02-06,20.252
2022-02-07,20.261
2022-02-08,20.269
2022-02-09,20.477
2022-02-10,20.084
2022-02-11,19.919
2022-02-12,19.919
2022-02-13,19.919
2022-02-14,19.797
2022-02-15,19.924
2022-02-16,19.909
2022-02-17,19.977
2022-02-18,19.875
2022-02-19,19.875
2022-02-20,19.875
2022-02-21,19.875
2022-02-22,19.764
2022-02-23,19.634
2022-02-24,19.817
2022-02-25,20.271
2022-02-26,20.271
2022-02-27,20.271
2022-02-28,20.165
2022-03-01,20.469
2022-03-02,20.969
2022-03-03,21.339
2022-03-04,22.039
2022-03-05,22.039
2022-03-06,22.039
2022-03-07,21.763
2022-03-08,20.662
2022-03-09,20.944
2022-03-10,21.149
2022-03-11,21.152
2022-03-12,21.152
2022-03-13,21.152
2022-03-14,21.568
2022-03-15,21.668
2022-03-16,21.666
2022-03-17,21.824
2022-03-18,21.83
2022-03-19,21.83
2022-03-20,21.83
2022-03-21,21.88
2022-03-22,21.712
2022-03-23,21.532
2022-03-24,21.741
2022-03-25,21.915
2022-03-26,21.915
2022-03-27,21.915
2022-03-28,22.179
2022-03-29,22.121
2022-03-30,22.36
2022-03-31,22.227
2022-04-01,22.41
2022-04-02,22.41
2022-04-03,22.41
2022-04-04,22.351
2022-04-05,22.52
2022-04-06,22.591
2022-04-07,22.967
2022-04-08,23.159
2022-04-09,23.159
2022-04-10,23.159
2022-04-11,22.95
2022-04-12,22.628
2022-04-13,22.333
2022-04-14,22.251
2022-04-15,22.251
2022-04-16,22.251
2022-04-17,22.251
2022-04-18,22.091
2022-04-19,22.24
2022-04-20,22.451
2022-04-21,22.531
2022-04-22,22.021
2022-04-23,22.021
2022-04-24,22.021
2022-04-25,21.944
2022-04-26,22.693
2022-04-27,23.061
2022-04-28,23.364
2022-04-29,22.646
2022-04-30,22.646
2022-05-01,22.646
2022-05-02,21.902
2022-05-03,21.942
2022-05-04,22.324
2022-05-05,21.816
2022-05-06,22.248
2022-05-07,22.248
2022-05-08,22.248
2022-05-09,21.899
2022-05-10,21.584
2022-05-11,21.698
2022-05-12,21.382
2022-05-13,21.714
2022-05-14,21.714
2022-05-15,21.714
2022-05-16,21.65
2022-05-17,21.622
2022-05-18,21.049
2022-05-19,21.009
2022-05-20,21.247
2022-05-21,21.247
2022-05-22,21.247
2022-05-23,21.464
2022-05-24,21.673
2022-05-25,21.455
2022-05-26,21.727
2022-05-27,22.141
2022-05-28,22.141
2022-05-29,22.141
2022-05-30,22.141
2022-05-31,21.798
2022-06-01,21.801
2022-06-02,22.008
2022-06-03,21.972
2022-06-04,21.972
2022-06-05,21.972
2022-06-06,21.809
2022-06-07,22.066
2022-06-08,21.688
2022-06-09,21.176
2022-06-10,20.908
2022-06-11,20.908
2022-06-12,20.908
2022-06-13,20.417
2022-06-14,20.108
2022-06-15,20.079
2022-06-16,19.655
2022-06-17,19.422
2022-06-18,19.422
2022-06-19,19.422
2022-06-20,19.422
2022-06-21,19.883
2022-06-22,19.97
2022-06-23,20.285
2022-06-24,20.715
2022-06-25,20.715
2022-06-26,20.715
2022-06-27,20.607
2022-06-28,20.518
2022-06-29,20.844
2022-06-30,21.083
2022-07-01,21.45
2022-07-02,21.45
2022-07-03,21.45
2022-07-04,21.45
2022-07-05,20.906
2022-07-06,21.3
2022-07-07,21.162
2022-07-08,21.052
2022-07-09,21.052
2022-07-10,21.052
2022-07-11,21.027
2022-07-12,20.814
2022-07-13,20.731
2022-07-14,20.819
2022-07-15,20.949
2022-07-16,20.949
2022-07-17,20.949
2022-07-18,20.571
2022-07-19,20.967
2022-07-20,21.123
2022-07-21,21.468
2022-07-22,21.424
2022-07-23,21.424
2022-07-24,21.424
2022-07-25,21.549
2022-07-26,21.426
2022-07-27,22.054
2022-07-28,22.735
2022-07-29,22.733
2022-07-30,22.733
2022-07-31,22.733
2022-08-01,22.567
2022-08-02,22.563
2022-08-03,22.957
2022-08-04,23.365
2022-08-05,23.323
2022-08-06,23.323
2022-08-07,23.323
2022-08-08,23.416
2022-08-09,23.471
2022-08-10,23.494
2022-08-11,23.449
2022-08-12,23.725
2022-08-13,23.725
2022-08-14,23.725
2022-08-15,23.858
2022-08-16,24.149
2022-08-17,24.216
2022-08-18,24.174
2022-08-19,24.082
2022-08-20,24.082
2022-08-21,24.082
2022-08-22,24.07
2022-08-23,23.959
2022-08-24,23.965
2022-08-25,24.124
2022-08-26,23.693
2022-08-27,23.693
2022-08-28,23.693
2022-08-29,23.724
2022-08-30,23.586
2022-08-31,23.351
2022-09-01,23.49
2022-09-02,23.271
2022-09-03,23.271
2022-09-04,23.271
2022-09-05,23.271
2022-09-06,23.369
2022-09-07,24.0
2022-09-08,24.069
2022-09-09,24.044
2022-09-10,24.044
2022-09-11,24.044
2022-09-12,24.087
2022-09-13,23.741
2022-09-14,23.813
2022-09-15,23.716
2022-09-16,23.378
2022-09-17,23.378
2022-09-18,23.378
2022-09-19,23.595
2022-09-20,23.428
2022-09-21,23.316
2022-09-22,23.037
2022-09-23,22.881
2022-09-24,22.881
2022-09-25,22.881
2022-09-26,22.865
2022-09-27,22.588
2022-09-28,22.788
2022-09-29,22.407
2022-09-30,22.171
2022-10-01,22.171
2022-10-02,22.171
2022-10-03,22.847
2022-10-04,23.274
2022-10-05,23.06
2022-10-06,22.116
2022-10-07,21.538
2022-10-08,21.538
2022-10-09,21.538
2022-10-10,21.575
2022-10-11,21.681
2022-10-12,21.415
2022-10-13,21.851
2022-10-14,21.483
2022-10-15,21.483
2022-10-16,21.483
2022-10-17,21.912
2022-10-18,22.37
2022-10-19,22.423
2022-10-20,22.115
2022-10-21,22.103
2022-10-22,22.103
2022-10-23,22.103
2022-10-24,22.486
2022-10-25,22.812
2022-10-26,22.538
2022-10-27,22.4
2022-10-28,22.338
2022-10-29,22.338
2022-10-30,22.338
2022-10-31,22.403
2022-11-01,22.141
2022-11-02,21.957
2022-11-03,22.228
2022-11-04,22.035
2022-11-05,22.035
2022-11-06,22.035
2022-11-07,22.259
2022-11-08,22.583
2022-11-09,22.379
2022-11-10,22.806
2022-11-11,22.547
2022-11-12,22.547
2022-11-13,22.547
2022-11-14,22.465
2022-11-15,22.394
2022-11-16,22.535
2022-11-17,22.679
2022-11-18,22.977
2022-11-19,22.977
2022-11-20,22.977
2022-11-21,23.208
2022-11-22,23.271
2022-11-23,23.381
2022-11-24,23.381
2022-11-25,23.445
2022-11-26,23.445
2022-11-27,23.445
2022-11-28,23.463
2022-11-29,23.533
2022-11-30,23.909
2022-12-01,24.017
2022-12-02,24.302
2022-12-03,24.302
2022-12-04,24.302
2022-12-05,24.013
2022-12-06,23.635
2022-12-07,23.585
2022-12-08,23.699
2022-12-09,23.816
2022-12-10,23.816
2022-12-11,23.816
2022-12-12,23.81
2022-12-13,23.805
2022-12-14,23.775
2022-12-15,23.322
2022-12-16,23.15
2022-12-17,23.15
2022-12-18,23.15
2022-12-19,22.549
2022-12-20,22.578
2022-12-21,22.79
2022-12-22,22.57
2022-12-23,22.781
2022-12-24,22.781
2022-12-25,22.781
2022-12-26,22.781
2022-12-27,22.823
2022-12-28,22.518
2022-12-29,22.733
2022-12-30,22.448
2022-12-31,22.448
2023-01-01,22.448
2023-01-02,22.448
2023-01-03,22.469
2023-01-04,22.452
2023-01-05,22.019
2023-01-06,22.831
2023-01-07,22.831
2023-01-08,22.831
2023-01-09,22.652
2023-01-10,22.179
2023-01-11,22.477
2023-01-12,21.805
2023-01-13,22.021
2023-01-14,22.021
2023-01-15,22.021
2023-01-16,22.021
2023-01-17,22.124
2023-01-18,21.627
2023-01-19,21.568
2023-01-20,21.816
2023-01-21,21.816
2023-01-22,21.816
2023-01-23,21.919
2023-01-24,21.862
2023-01-25,21.982
2023-01-26,21.895
2023-01-27,21.911
2023-01-28,21.911
2023-01-29,21.911
2023-01-30,22.033
2023-01-31,21.992
2023-02-01,22.014
2023-02-02,21.518
2023-02-03,21.621
2023-02-04,21.621
2023-02-05,21.621
2023-02-06,22.234
2023-02-07,22.162
2023-02-08,22.067
2023-02-09,22.275
2023-02-10,22.537
2023-02-11,22.537
2023-02-12,22.537
2023-02-13,22.348
2023-02-14,22.137
2023-02-15,22.254
2023-02-16,22.273
2023-02-17,22.661
2023-02-18,22.661
2023-02-19,22.661
2023-02-20,22.661
2023-02-21,22.313
2023-02-22,22.256
2023-02-23,22.085
2023-02-24,22.133
2023-02-25,22.133
2023-02-26,22.133
2023-02-27,22.098
2023-02-28,21.906
2023-03-01,21.77
2023-03-02,21.941
2023-03-03,21.953
2023-03-04,21.953
2023-03-05,21.953
2023-03-06,22.054
2023-03-07,21.853
2023-03-08,21.927
2023-03-09,22.109
2023-03-10,21.92
2023-03-11,21.92
2023-03-12,21.92
2023-03-13,22.2
2023-03-14,22.658
2023-03-15,22.761
2023-03-16,22.841
2023-03-17,22.48
2023-03-18,22.48
2023-03-19,22.48
2023-03-20,22.733
2023-03-21,22.68
2023-03-22,22.325
2023-03-23,22.121
2023-03-24,22.673
2023-03-25,22.673
2023-03-26,22.673
2023-03-27,22.543
2023-03-28,22.725
2023-03-29,23.013
2023-03-30,23.671
2023-03-31,23.969
2023-04-01,23.969
2023-04-02,23.969
2023-04-03,24.072
2023-04-04,24.022
2023-04-05,23.968
2023-04-06,24.084
2023-04-07,24.084
2023-04-08,24.084
2023-04-09,24.084
2023-04-10,23.881
2023-04-11,24.008
2023-04-12,24.355
2023-04-13,24.554
2023-04-14,24.336
2023-04-15,24.336
2023-04-16,24.336
2023-04-17,24.355
2023-04-18,24.352
2023-04-19,24.311
2023-04-20,24.384
2023-04-21,24.303
2023-04-22,24.303
2023-04-23,24.303
2023-04-24,24.38
2023-04-25,24.343
2023-04-26,24.055
2023-04-27,23.668
2023-04-28,24.251
2023-04-29,24.251
2023-04-30,24.251
2023-05-01,24.348
2023-05-02,24.336
2023-05-03,24.425
2023-05-04,24.497
2023-05-05,24.587
2023-05-06,24.587
2023-05-07,24.587
2023-05-08,24.675
2023-05-09,24.738
2023-05-10,24.938
2023-05-11,24.885
2023-05-12,24.746
2023-05-13,24.746
2023-05-14,24.746
2023-05-15,24.65
2023-05-16,24.525
2023-05-17,24.378
2023-05-18,24.126
2023-05-19,24.179
2023-05-20,24.179
2023-05-21,24.179
2023-05-22,24.024
2023-05-23,23.801
2023-05-24,23.778
2023-05-25,23.67
2023-05-26,23.582
2023-05-27,23.582
2023-05-28,23.582
2023-05-29,23.582
2023-05-30,23.711
2023-05-31,23.676
2023-06-01,23.908
2023-06-02,24.225
2023-06-03,24.225
2023-06-04,24.225
2023-06-05,24.193
2023-06-06,23.89
2023-06-07,23.724
2023-06-08,23.868
2023-06-09,23.89
2023-06-10,23.89
2023-06-11,23.89
2023-06-12,23.924
2023-06-13,23.805
2023-06-14,23.852
2023-06-15,24.113
2023-06-16,24.235
2023-06-17,24.235
2023-06-18,24.235
2023-06-19,24.235
2023-06-20,24.21
2023-06-21,24.301
2023-06-22,24.511
2023-06-23,24.317
