,MTZ US Equity
2023-06-23,17.749
2023-06-24,17.749
2023-06-25,17.749
2023-06-26,18.158
2023-06-27,18.711
2023-06-28,18.558
2023-06-29,18.744
2023-06-30,18.942
2023-07-01,18.942
2023-07-02,18.942
2023-07-03,18.979
2023-07-04,18.979
2023-07-05,18.63
2023-07-06,18.479
2023-07-07,18.585
2023-07-08,18.585
2023-07-09,18.585
2023-07-10,18.658
2023-07-11,18.524
2023-07-12,18.41
2023-07-13,18.77
2023-07-14,18.487
2023-07-15,18.487
2023-07-16,18.487
2023-07-17,18.536
2023-07-18,18.597
2023-07-19,18.494
2023-07-20,18.386
2023-07-21,18.415
2023-07-22,18.415
2023-07-23,18.415
2023-07-24,18.707
2023-07-25,18.767
2023-07-26,18.707
2023-07-27,18.889
2023-07-28,18.789
2023-07-29,18.789
2023-07-30,18.789
2023-07-31,18.907
2023-08-01,19.581
2023-08-02,19.602
2023-08-03,19.422
2023-08-04,16.702
2023-08-05,16.702
2023-08-06,16.702
2023-08-07,17.137
2023-08-08,16.524
2023-08-09,16.624
2023-08-10,16.768
2023-08-11,16.777
2023-08-12,16.777
2023-08-13,16.777
2023-08-14,16.841
2023-08-15,16.718
2023-08-16,16.683
2023-08-17,16.783
2023-08-18,16.978
2023-08-19,16.978
2023-08-20,16.978
2023-08-21,17.128
2023-08-22,17.432
2023-08-23,17.445
2023-08-24,17.19
2023-08-25,17.317
2023-08-26,17.317
2023-08-27,17.317
2023-08-28,17.75
2023-08-29,17.803
2023-08-30,17.57
2023-08-31,17.581
2023-09-01,17.677
2023-09-02,17.677
2023-09-03,17.677
2023-09-04,17.677
2023-09-05,16.991
2023-09-06,16.682
2023-09-07,16.435
2023-09-08,16.304
2023-09-09,16.304
2023-09-10,16.304
2023-09-11,16.053
2023-09-12,15.671
2023-09-13,14.876
2023-09-14,15.495
2023-09-15,14.997
2023-09-16,14.997
2023-09-17,14.997
2023-09-18,15.137
2023-09-19,15.031
2023-09-20,14.809
2023-09-21,14.103
2023-09-22,13.827
2023-09-23,13.827
2023-09-24,13.827
2023-09-25,13.318
2023-09-26,13.095
2023-09-27,13.209
2023-09-28,13.194
2023-09-29,13.04
2023-09-30,13.04
2023-10-01,13.04
2023-10-02,12.606
2023-10-03,12.127
2023-10-04,12.372
2023-10-05,12.316
2023-10-06,12.482
2023-10-07,12.482
2023-10-08,12.482
2023-10-09,12.062
2023-10-10,12.649
2023-10-11,12.144
2023-10-12,12.4
2023-10-13,11.894
2023-10-14,11.894
2023-10-15,11.894
2023-10-16,12.285
2023-10-17,13.053
2023-10-18,12.571
2023-10-19,12.184
2023-10-20,11.643
2023-10-21,11.643
2023-10-22,11.643
2023-10-23,12.088
2023-10-24,11.754
2023-10-25,11.48
2023-10-26,11.791
2023-10-27,11.428
2023-10-28,11.428
2023-10-29,11.428
2023-10-30,11.3
2023-10-31,11.484
2023-11-01,14.744
2023-11-02,17.49
2023-11-03,18.233
2023-11-04,18.233
2023-11-05,18.233
2023-11-06,18.068
2023-11-07,18.372
2023-11-08,18.58
2023-11-09,17.689
2023-11-10,18.305
2023-11-11,18.305
2023-11-12,18.305
2023-11-13,18.246
2023-11-14,19.418
2023-11-15,21.259
2023-11-16,21.113
2023-11-17,21.137
2023-11-18,21.137
2023-11-19,21.137
2023-11-20,21.758
2023-11-21,22.428
2023-11-22,22.709
2023-11-23,22.709
2023-11-24,22.646
2023-11-25,22.646
2023-11-26,22.646
2023-11-27,22.436
2023-11-28,21.62
2023-11-29,23.347
2023-11-30,24.016
2023-12-01,24.998
2023-12-02,24.998
2023-12-03,24.998
2023-12-04,25.489
2023-12-05,25.992
2023-12-06,25.525
2023-12-07,25.671
2023-12-08,26.309
2023-12-09,26.309
2023-12-10,26.309
2023-12-11,26.642
2023-12-12,26.788
2023-12-13,28.218
2023-12-14,29.913
2023-12-15,28.867
2023-12-16,28.867
2023-12-17,28.867
2023-12-18,28.261
2023-12-19,29.105
2023-12-20,27.933
2023-12-21,28.689
2023-12-22,28.947
2023-12-23,28.947
2023-12-24,28.947
2023-12-25,28.947
2023-12-26,29.545
2023-12-27,29.549
2023-12-28,29.937
2023-12-29,29.988
2023-12-30,29.988
2023-12-31,29.988
2024-01-01,29.988
2024-01-02,29.354
2024-01-03,27.925
2024-01-04,27.683
2024-01-05,27.846
2024-01-06,27.846
2024-01-07,27.846
2024-01-08,28.444
2024-01-09,27.718
2024-01-10,28.917
2024-01-11,28.205
2024-01-12,27.807
2024-01-13,27.807
2024-01-14,27.807
2024-01-15,27.807
2024-01-16,26.834
2024-01-17,25.724
2024-01-18,26.562
2024-01-19,24.509
2024-01-20,24.509
2024-01-21,24.509
2024-01-22,25.103
2024-01-23,25.091
2024-01-24,24.75
2024-01-25,25.736
2024-01-26,25.621
2024-01-27,25.621
2024-01-28,25.621
2024-01-29,26.182
2024-01-30,26.108
2024-01-31,25.662
2024-02-01,27.397
2024-02-02,28.239
2024-02-03,28.239
2024-02-04,28.239
2024-02-05,27.161
2024-02-06,27.564
2024-02-07,27.416
2024-02-08,27.66
2024-02-09,28.311
2024-02-10,28.311
2024-02-11,28.311
2024-02-12,29.309
2024-02-13,28.542
2024-02-14,29.065
2024-02-15,29.145
2024-02-16,28.387
2024-02-17,28.387
2024-02-18,28.387
2024-02-19,28.387
2024-02-20,27.68
2024-02-21,27.987
2024-02-22,28.838
2024-02-23,28.319
2024-02-24,28.319
2024-02-25,28.319
2024-02-26,28.798
2024-02-27,29.653
2024-02-28,29.856
2024-02-29,30.136
2024-03-01,33.145
2024-03-02,33.145
2024-03-03,33.145
2024-03-04,33.594
2024-03-05,32.584
2024-03-06,33.429
2024-03-07,34.508
2024-03-08,34.847
2024-03-09,34.847
2024-03-10,34.847
2024-03-11,33.399
2024-03-12,33.252
2024-03-13,32.643
2024-03-14,31.762
2024-03-15,31.781
2024-03-16,31.781
2024-03-17,31.781
2024-03-18,32.7
2024-03-19,32.544
2024-03-20,32.745
2024-03-21,34.366
2024-03-22,34.029
2024-03-23,34.029
2024-03-24,34.029
2024-03-25,34.854
2024-03-26,34.672
2024-03-27,35.49
2024-03-28,35.309
2024-03-29,35.309
2024-03-30,35.309
2024-03-31,35.309
2024-04-01,35.547
2024-04-02,35.047
2024-04-03,35.975
2024-04-04,34.828
2024-04-05,35.362
2024-04-06,35.362
2024-04-07,35.362
2024-04-08,35.653
