,UPS US Equity
2022-05-31,12.26
2022-06-01,12.124
2022-06-02,12.383
2022-06-03,12.478
2022-06-04,12.478
2022-06-05,12.478
2022-06-06,12.687
2022-06-07,12.579
2022-06-08,12.167
2022-06-09,11.971
2022-06-10,11.734
2022-06-11,11.734
2022-06-12,11.734
2022-06-13,11.712
2022-06-14,11.809
2022-06-15,11.977
2022-06-16,11.726
2022-06-17,11.65
2022-06-18,11.65
2022-06-19,11.65
2022-06-20,11.65
2022-06-21,11.883
2022-06-22,11.996
2022-06-23,12.164
2022-06-24,12.483
2022-06-25,12.483
2022-06-26,12.483
2022-06-27,12.351
2022-06-28,12.223
2022-06-29,12.305
2022-06-30,12.401
2022-07-01,12.567
2022-07-02,12.567
2022-07-03,12.567
2022-07-04,12.567
2022-07-05,12.543
2022-07-06,12.58
2022-07-07,12.649
2022-07-08,12.595
2022-07-09,12.595
2022-07-10,12.595
2022-07-11,12.545
2022-07-12,12.187
2022-07-13,12.089
2022-07-14,12.113
2022-07-15,12.406
2022-07-16,12.406
2022-07-17,12.406
2022-07-18,12.236
2022-07-19,12.625
2022-07-20,12.856
2022-07-21,12.867
2022-07-22,12.934
2022-07-23,12.934
2022-07-24,12.934
2022-07-25,12.929
2022-07-26,12.452
2022-07-27,12.658
2022-07-28,12.957
2022-07-29,13.414
2022-07-30,13.414
2022-07-31,13.414
2022-08-01,13.445
2022-08-02,13.34
2022-08-03,13.333
2022-08-04,13.409
2022-08-05,13.563
2022-08-06,13.563
2022-08-07,13.563
2022-08-08,13.612
2022-08-09,13.651
2022-08-10,14.048
2022-08-11,14.191
2022-08-12,14.33
2022-08-13,14.33
2022-08-14,14.33
2022-08-15,14.399
2022-08-16,14.432
2022-08-17,14.336
2022-08-18,14.551
2022-08-19,14.577
2022-08-20,14.577
2022-08-21,14.577
2022-08-22,14.435
2022-08-23,14.356
2022-08-24,14.2
2022-08-25,14.337
2022-08-26,13.913
2022-08-27,13.913
2022-08-28,13.913
2022-08-29,13.797
2022-08-30,13.641
2022-08-31,13.604
2022-09-01,13.751
2022-09-02,13.711
2022-09-03,13.711
2022-09-04,13.711
2022-09-05,13.711
2022-09-06,13.906
2022-09-07,13.93
2022-09-08,13.918
2022-09-09,14.1
2022-09-10,14.1
2022-09-11,14.1
2022-09-12,14.205
2022-09-13,13.676
2022-09-14,13.551
2022-09-15,13.129
2022-09-16,12.54
2022-09-17,12.54
2022-09-18,12.54
2022-09-19,12.776
2022-09-20,12.467
2022-09-21,12.336
2022-09-22,11.969
2022-09-23,11.717
2022-09-24,11.717
2022-09-25,11.717
2022-09-26,11.533
2022-09-27,11.749
2022-09-28,11.916
2022-09-29,11.788
2022-09-30,11.518
2022-10-01,11.518
2022-10-02,11.518
2022-10-03,11.912
2022-10-04,12.336
2022-10-05,12.265
2022-10-06,12.095
2022-10-07,11.623
2022-10-08,11.623
2022-10-09,11.623
2022-10-10,11.69
2022-10-11,11.699
2022-10-12,11.821
2022-10-13,12.131
2022-10-14,12.021
2022-10-15,12.021
2022-10-16,12.021
2022-10-17,12.247
2022-10-18,12.416
2022-10-19,12.327
2022-10-20,11.969
2022-10-21,12.309
2022-10-22,12.309
2022-10-23,12.309
2022-10-24,12.498
2022-10-25,12.438
2022-10-26,12.582
2022-10-27,12.396
2022-10-28,12.472
2022-10-29,12.472
2022-10-30,12.472
2022-10-31,12.517
2022-11-01,12.468
2022-11-02,12.258
2022-11-03,12.292
2022-11-04,12.418
2022-11-05,12.418
2022-11-06,12.418
2022-11-07,12.927
2022-11-08,12.901
2022-11-09,12.536
2022-11-10,13.294
2022-11-11,13.747
2022-11-12,13.747
2022-11-13,13.747
2022-11-14,13.716
2022-11-15,14.0
2022-11-16,13.66
2022-11-17,13.583
2022-11-18,13.807
2022-11-19,13.807
2022-11-20,13.807
2022-11-21,13.953
2022-11-22,14.118
2022-11-23,14.125
2022-11-24,14.125
2022-11-25,14.101
2022-11-26,14.101
2022-11-27,14.101
2022-11-28,13.793
2022-11-29,14.174
2022-11-30,14.545
2022-12-01,14.788
2022-12-02,14.726
2022-12-03,14.726
2022-12-04,14.726
2022-12-05,14.086
2022-12-06,13.615
2022-12-07,13.581
2022-12-08,13.967
2022-12-09,13.812
2022-12-10,13.812
2022-12-11,13.812
2022-12-12,14.192
2022-12-13,14.295
2022-12-14,14.331
2022-12-15,14.09
2022-12-16,13.856
2022-12-17,13.856
2022-12-18,13.856
2022-12-19,13.874
2022-12-20,13.5
2022-12-21,13.738
2022-12-22,13.654
2022-12-23,13.763
2022-12-24,13.763
2022-12-25,13.763
2022-12-26,13.763
2022-12-27,13.757
2022-12-28,13.499
2022-12-29,13.665
2022-12-30,13.517
2022-12-31,13.517
2023-01-01,13.517
2023-01-02,13.517
2023-01-03,13.629
2023-01-04,13.771
2023-01-05,13.517
2023-01-06,13.914
2023-01-07,13.914
2023-01-08,13.914
2023-01-09,14.009
2023-01-10,13.764
2023-01-11,14.052
2023-01-12,14.107
2023-01-13,14.046
2023-01-14,14.046
2023-01-15,14.046
2023-01-16,14.046
2023-01-17,13.803
2023-01-18,13.627
2023-01-19,13.547
2023-01-20,13.666
2023-01-21,13.666
2023-01-22,13.666
2023-01-23,13.875
2023-01-24,13.838
2023-01-25,13.643
2023-01-26,13.815
2023-01-27,13.999
2023-01-28,13.999
2023-01-29,13.999
2023-01-30,13.619
2023-01-31,14.479
2023-02-01,14.429
2023-02-02,14.921
2023-02-03,14.755
2023-02-04,14.755
2023-02-05,14.755
2023-02-06,14.55
2023-02-07,14.513
2023-02-08,14.365
2023-02-09,14.241
2023-02-10,14.277
2023-02-11,14.277
2023-02-12,14.277
2023-02-13,14.446
2023-02-14,14.546
2023-02-15,14.551
2023-02-16,14.451
2023-02-17,14.394
2023-02-18,14.394
2023-02-19,14.394
2023-02-20,14.394
2023-02-21,14.021
2023-02-22,13.878
2023-02-23,14.14
2023-02-24,14.162
2023-02-25,14.162
2023-02-26,14.162
2023-02-27,14.326
2023-02-28,14.346
2023-03-01,14.392
2023-03-02,14.518
2023-03-03,14.592
2023-03-04,14.592
2023-03-05,14.592
2023-03-06,14.657
2023-03-07,14.403
2023-03-08,14.484
2023-03-09,14.372
2023-03-10,14.267
2023-03-11,14.267
2023-03-12,14.267
2023-03-13,14.321
2023-03-14,14.543
2023-03-15,14.488
2023-03-16,14.763
2023-03-17,14.674
2023-03-18,14.674
2023-03-19,14.674
2023-03-20,14.419
2023-03-21,14.678
2023-03-22,14.58
2023-03-23,14.565
2023-03-24,14.626
2023-03-25,14.626
2023-03-26,14.626
2023-03-27,14.7
2023-03-28,14.733
2023-03-29,15.026
2023-03-30,14.996
2023-03-31,15.224
2023-04-01,15.224
2023-04-02,15.224
2023-04-03,15.052
2023-04-04,14.812
2023-04-05,14.718
2023-04-06,14.654
2023-04-07,14.654
2023-04-08,14.654
2023-04-09,14.654
2023-04-10,14.785
2023-04-11,14.955
2023-04-12,14.755
2023-04-13,14.845
2023-04-14,14.99
2023-04-15,14.99
2023-04-16,14.99
2023-04-17,15.026
2023-04-18,15.091
2023-04-19,15.239
2023-04-20,15.158
2023-04-21,15.179
2023-04-22,15.179
2023-04-23,15.179
2023-04-24,15.229
2023-04-25,14.087
2023-04-26,13.875
2023-04-27,14.293
2023-04-28,14.51
2023-04-29,14.51
2023-04-30,14.51
2023-05-01,14.703
2023-05-02,14.351
2023-05-03,14.189
2023-05-04,13.984
2023-05-05,14.181
2023-05-06,14.181
2023-05-07,14.181
2023-05-08,14.072
2023-05-09,14.082
2023-05-10,13.965
2023-05-11,13.856
2023-05-12,13.847
2023-05-13,13.847
2023-05-14,13.847
2023-05-15,13.852
2023-05-16,13.668
2023-05-17,14.137
2023-05-18,14.11
2023-05-19,14.101
2023-05-20,14.101
2023-05-21,14.101
2023-05-22,14.149
2023-05-23,14.007
2023-05-24,13.836
2023-05-25,14.126
2023-05-26,14.154
2023-05-27,14.154
2023-05-28,14.154
2023-05-29,14.154
2023-05-30,14.005
2023-05-31,13.777
2023-06-01,13.846
2023-06-02,14.059
2023-06-03,14.059
2023-06-04,14.059
2023-06-05,13.87
2023-06-06,13.86
2023-06-07,14.183
2023-06-08,14.182
2023-06-09,14.1
2023-06-10,14.1
2023-06-11,14.1
2023-06-12,14.188
2023-06-13,14.303
2023-06-14,14.468
2023-06-15,14.816
2023-06-16,14.671
2023-06-17,14.671
2023-06-18,14.671
2023-06-19,14.671
2023-06-20,14.566
2023-06-21,14.267
2023-06-22,14.082
