,UPS US Equity
,BEST_PE_RATIO
2020-01-01,7.648
2020-01-02,7.63
2020-01-03,7.626
2020-01-04,7.626
2020-01-05,7.626
2020-01-06,7.592
2020-01-07,7.579
2020-01-08,7.622
2020-01-09,7.64
2020-01-10,7.57
2020-01-11,7.57
2020-01-12,7.57
2020-01-13,7.628
2020-01-14,7.662
2020-01-15,7.705
2020-01-16,7.749
2020-01-17,7.749
2020-01-18,7.749
2020-01-19,7.749
2020-01-20,7.749
2020-01-21,7.67
2020-01-22,7.661
2020-01-23,7.64
2020-01-24,7.622
2020-01-25,7.622
2020-01-26,7.622
2020-01-27,7.508
2020-01-28,7.538
2020-01-29,7.563
2020-01-30,8.133
2020-01-31,7.795
2020-02-01,7.795
2020-02-02,7.795
2020-02-03,7.683
2020-02-04,7.785
2020-02-05,7.985
2020-02-06,8.02
2020-02-07,7.765
2020-02-08,7.765
2020-02-09,7.765
2020-02-10,7.761
2020-02-11,7.897
2020-02-12,7.947
2020-02-13,7.925
2020-02-14,7.978
2020-02-15,7.978
2020-02-16,7.978
2020-02-17,7.978
2020-02-18,8.014
2020-02-19,8.039
2020-02-20,8.018
2020-02-21,7.752
2020-02-22,7.752
2020-02-23,7.752
2020-02-24,7.49
2020-02-25,7.141
2020-02-26,7.128
2020-02-27,6.863
2020-02-28,6.882
2020-02-29,6.882
2020-03-01,6.882
2020-03-02,7.053
2020-03-03,6.943
2020-03-04,7.287
2020-03-05,7.072
2020-03-06,7.148
2020-03-07,7.148
2020-03-08,7.148
2020-03-09,6.67
2020-03-10,7.102
2020-03-11,6.732
2020-03-12,6.593
2020-03-13,7.21
2020-03-14,7.21
2020-03-15,7.21
2020-03-16,6.661
2020-03-17,7.405
2020-03-18,7.594
2020-03-19,7.612
2020-03-20,7.391
2020-03-21,7.391
2020-03-22,7.391
2020-03-23,7.268
2020-03-24,7.534
2020-03-25,7.474
2020-03-26,7.891
2020-03-27,7.712
2020-03-28,7.712
2020-03-29,7.712
2020-03-30,7.776
2020-03-31,7.425
2020-04-01,7.184
2020-04-02,7.395
2020-04-03,7.153
2020-04-04,7.153
2020-04-05,7.153
2020-04-06,7.684
2020-04-07,7.462
2020-04-08,7.934
2020-04-09,7.926
2020-04-10,7.926
2020-04-11,7.926
2020-04-12,7.926
2020-04-13,7.904
2020-04-14,8.144
2020-04-15,8.025
2020-04-16,8.209
2020-04-17,8.252
2020-04-18,8.252
2020-04-19,8.252
2020-04-20,8.128
2020-04-21,8.081
2020-04-22,7.839
2020-04-23,7.987
2020-04-24,8.046
2020-04-25,8.046
2020-04-26,8.046
2020-04-27,8.381
2020-04-28,8.015
2020-04-29,7.988
2020-04-30,8.0
2020-05-01,7.767
2020-05-02,7.767
2020-05-03,7.767
2020-05-04,7.643
2020-05-05,7.835
2020-05-06,7.854
2020-05-07,7.845
2020-05-08,8.014
2020-05-09,8.014
2020-05-10,8.014
2020-05-11,7.936
2020-05-12,7.847
2020-05-13,7.669
2020-05-14,7.749
2020-05-15,7.693
2020-05-16,7.693
2020-05-17,7.693
2020-05-18,8.122
2020-05-19,8.149
2020-05-20,8.213
2020-05-21,8.224
2020-05-22,8.26
2020-05-23,8.26
2020-05-24,8.26
2020-05-25,8.26
2020-05-26,8.29
2020-05-27,8.507
2020-05-28,8.516
2020-05-29,8.515
2020-05-30,8.515
2020-05-31,8.515
2020-06-01,8.478
2020-06-02,8.64
2020-06-03,8.851
2020-06-04,8.813
2020-06-05,9.108
2020-06-06,9.108
2020-06-07,9.108
2020-06-08,9.432
2020-06-09,9.208
2020-06-10,9.106
2020-06-11,8.58
2020-06-12,8.666
2020-06-13,8.666
2020-06-14,8.666
2020-06-15,9.021
2020-06-16,9.038
2020-06-17,9.137
2020-06-18,9.187
2020-06-19,9.203
2020-06-20,9.203
2020-06-21,9.203
2020-06-22,9.129
2020-06-23,9.446
2020-06-24,9.351
2020-06-25,9.486
2020-06-26,9.212
2020-06-27,9.212
2020-06-28,9.212
2020-06-29,9.397
2020-06-30,9.543
2020-07-01,9.821
2020-07-02,9.816
2020-07-03,9.816
2020-07-04,9.816
2020-07-05,9.816
2020-07-06,9.902
2020-07-07,9.824
2020-07-08,9.825
2020-07-09,9.824
2020-07-10,9.877
2020-07-11,9.877
2020-07-12,9.877
2020-07-13,9.764
2020-07-14,9.899
2020-07-15,10.232
2020-07-16,10.278
2020-07-17,10.176
2020-07-18,10.176
2020-07-19,10.176
2020-07-20,9.962
2020-07-21,10.02
2020-07-22,9.993
2020-07-23,9.944
2020-07-24,9.962
2020-07-25,9.962
2020-07-26,9.962
2020-07-27,10.185
2020-07-28,10.068
2020-07-29,10.41
2020-07-30,11.773
2020-07-31,11.575
2020-08-01,11.575
2020-08-02,11.575
2020-08-03,11.528
2020-08-04,11.734
2020-08-05,11.763
2020-08-06,11.795
2020-08-07,12.721
2020-08-08,12.721
2020-08-09,12.721
2020-08-10,12.94
2020-08-11,12.636
2020-08-12,12.794
2020-08-13,12.915
2020-08-14,13.033
2020-08-15,13.033
2020-08-16,13.033
2020-08-17,12.997
2020-08-18,12.972
2020-08-19,13.0
2020-08-20,12.936
2020-08-21,12.976
2020-08-22,12.976
2020-08-23,12.976
2020-08-24,13.084
2020-08-25,12.977
2020-08-26,13.403
2020-08-27,13.235
2020-08-28,13.413
2020-08-29,13.413
2020-08-30,13.413
2020-08-31,13.517
2020-09-01,13.437
2020-09-02,13.695
2020-09-03,13.054
2020-09-04,13.282
2020-09-05,13.282
2020-09-06,13.282
2020-09-07,13.282
2020-09-08,12.869
2020-09-09,13.144
2020-09-10,12.987
2020-09-11,13.068
2020-09-12,13.068
2020-09-13,13.068
2020-09-14,13.172
2020-09-15,13.644
2020-09-16,13.504
2020-09-17,13.494
2020-09-18,13.486
2020-09-19,13.486
2020-09-20,13.486
2020-09-21,13.604
2020-09-22,13.677
2020-09-23,13.648
2020-09-24,13.552
2020-09-25,14.034
2020-09-26,14.034
2020-09-27,14.034
2020-09-28,14.269
2020-09-29,14.235
2020-09-30,14.077
2020-10-01,14.163
2020-10-02,14.105
2020-10-03,14.105
2020-10-04,14.105
2020-10-05,14.291
2020-10-06,14.307
2020-10-07,14.784
2020-10-08,14.718
2020-10-09,14.758
2020-10-10,14.758
2020-10-11,14.758
2020-10-12,14.915
2020-10-13,14.812
2020-10-14,14.732
2020-10-15,14.703
2020-10-16,14.737
2020-10-17,14.737
2020-10-18,14.737
2020-10-19,14.539
2020-10-20,14.774
2020-10-21,14.316
2020-10-22,14.337
2020-10-23,14.247
2020-10-24,14.247
2020-10-25,14.247
2020-10-26,13.924
2020-10-27,14.159
2020-10-28,12.826
2020-10-29,12.919
2020-10-30,12.579
2020-10-31,12.579
2020-11-01,12.579
2020-11-02,12.774
2020-11-03,13.105
2020-11-04,13.033
2020-11-05,13.112
2020-11-06,13.442
2020-11-07,13.442
2020-11-08,13.442
2020-11-09,13.085
2020-11-10,13.206
2020-11-11,13.359
2020-11-12,13.155
2020-11-13,13.201
2020-11-14,13.201
2020-11-15,13.201
2020-11-16,13.585
2020-11-17,13.621
2020-11-18,13.586
2020-11-19,13.427
2020-11-20,13.208
2020-11-21,13.208
2020-11-22,13.208
2020-11-23,13.437
2020-11-24,13.941
2020-11-25,13.764
2020-11-26,13.764
2020-11-27,13.634
2020-11-28,13.634
2020-11-29,13.634
2020-11-30,13.81
2020-12-01,13.559
2020-12-02,13.629
2020-12-03,13.548
2020-12-04,13.501
2020-12-05,13.501
2020-12-06,13.501
2020-12-07,13.519
2020-12-08,13.432
2020-12-09,13.657
2020-12-10,13.258
2020-12-11,13.594
2020-12-12,13.594
2020-12-13,13.594
2020-12-14,13.41
2020-12-15,13.454
2020-12-16,13.692
2020-12-17,14.043
2020-12-18,14.099
2020-12-19,14.099
2020-12-20,14.099
2020-12-21,13.89
2020-12-22,14.049
2020-12-23,13.894
2020-12-24,13.858
2020-12-25,13.858
2020-12-26,13.858
2020-12-27,13.858
2020-12-28,13.791
2020-12-29,13.604
2020-12-30,13.378
2020-12-31,13.553
2021-01-01,13.553
2021-01-02,13.553
2021-01-03,13.553
2021-01-04,13.183
2021-01-05,12.999
2021-01-06,12.961
2021-01-07,12.797
2021-01-08,12.747
2021-01-09,12.747
2021-01-10,12.747
2021-01-11,13.029
2021-01-12,13.194
2021-01-13,13.13
2021-01-14,13.159
2021-01-15,12.791
2021-01-16,12.791
2021-01-17,12.791
2021-01-18,12.791
2021-01-19,12.58
2021-01-20,12.866
2021-01-21,12.887
2021-01-22,12.798
2021-01-23,12.798
2021-01-24,12.798
2021-01-25,13.02
2021-01-26,12.994
2021-01-27,12.69
2021-01-28,12.66
2021-01-29,12.477
2021-01-30,12.477
2021-01-31,12.477
2021-02-01,12.578
2021-02-02,12.788
2021-02-03,12.36
2021-02-04,12.479
2021-02-05,12.642
2021-02-06,12.642
2021-02-07,12.642
2021-02-08,12.571
2021-02-09,12.838
2021-02-10,12.741
2021-02-11,12.488
2021-02-12,12.566
2021-02-13,12.566
2021-02-14,12.566
2021-02-15,12.566
2021-02-16,12.44
2021-02-17,12.382
2021-02-18,12.469
2021-02-19,12.425
2021-02-20,12.425
2021-02-21,12.425
2021-02-22,12.507
2021-02-23,12.446
2021-02-24,12.389
2021-02-25,12.191
2021-02-26,12.216
2021-02-27,12.216
2021-02-28,12.216
2021-03-01,12.497
2021-03-02,12.49
2021-03-03,12.417
2021-03-04,12.341
2021-03-05,12.724
2021-03-06,12.724
2021-03-07,12.724
2021-03-08,12.451
2021-03-09,12.637
2021-03-10,12.788
2021-03-11,12.944
2021-03-12,12.979
2021-03-13,12.979
2021-03-14,12.979
2021-03-15,12.588
2021-03-16,12.602
2021-03-17,12.434
2021-03-18,12.399
2021-03-19,12.329
2021-03-20,12.329
2021-03-21,12.329
2021-03-22,12.466
2021-03-23,12.373
2021-03-24,12.377
2021-03-25,12.635
2021-03-26,13.001
2021-03-27,13.001
2021-03-28,13.001
2021-03-29,13.013
2021-03-30,13.052
2021-03-31,13.115
2021-04-01,13.215
2021-04-02,13.215
2021-04-03,13.215
2021-04-04,13.215
2021-04-05,13.266
2021-04-06,13.345
2021-04-07,14.09
2021-04-08,14.178
2021-04-09,14.417
2021-04-10,14.417
2021-04-11,14.417
2021-04-12,13.778
2021-04-13,13.843
2021-04-14,13.595
2021-04-15,13.86
2021-04-16,13.865
2021-04-17,13.865
2021-04-18,13.865
2021-04-19,13.738
2021-04-20,13.864
2021-04-21,13.777
2021-04-22,13.684
2021-04-23,13.796
2021-04-24,13.796
2021-04-25,13.796
2021-04-26,13.553
2021-04-27,14.965
2021-04-28,14.061
2021-04-29,14.394
2021-04-30,14.404
2021-05-01,14.404
2021-05-02,14.404
2021-05-03,14.993
2021-05-04,15.142
2021-05-05,15.157
2021-05-06,15.175
2021-05-07,15.368
2021-05-08,15.368
2021-05-09,15.368
2021-05-10,15.271
2021-05-11,15.144
2021-05-12,14.887
2021-05-13,15.238
2021-05-14,15.288
2021-05-15,15.288
2021-05-16,15.288
2021-05-17,15.282
2021-05-18,15.12
2021-05-19,15.145
2021-05-20,15.116
2021-05-21,15.042
2021-05-22,15.042
2021-05-23,15.042
2021-05-24,15.152
2021-05-25,15.015
2021-05-26,15.179
2021-05-27,15.108
2021-05-28,15.235
2021-05-29,15.235
2021-05-30,15.235
2021-05-31,15.235
2021-06-01,15.142
2021-06-02,15.044
2021-06-03,15.049
2021-06-04,14.953
2021-06-05,14.953
2021-06-06,14.953
2021-06-07,15.116
2021-06-08,14.892
2021-06-09,14.045
2021-06-10,14.195
2021-06-11,13.798
2021-06-12,13.798
2021-06-13,13.798
2021-06-14,13.655
2021-06-15,13.74
2021-06-16,13.609
2021-06-17,13.449
2021-06-18,13.43
2021-06-19,13.43
2021-06-20,13.43
2021-06-21,13.806
2021-06-22,13.948
2021-06-23,13.854
2021-06-24,13.995
2021-06-25,13.962
2021-06-26,13.962
2021-06-27,13.962
2021-06-28,13.936
2021-06-29,14.098
2021-06-30,14.122
2021-07-01,14.275
2021-07-02,14.364
2021-07-03,14.364
2021-07-04,14.364
2021-07-05,14.364
2021-07-06,14.348
2021-07-07,14.549
2021-07-08,14.401
2021-07-09,14.526
2021-07-10,14.526
2021-07-11,14.526
2021-07-12,14.486
2021-07-13,14.346
2021-07-14,14.364
2021-07-15,15.131
2021-07-16,14.968
2021-07-17,14.968
2021-07-18,14.968
2021-07-19,15.028
2021-07-20,15.102
2021-07-21,15.102
2021-07-22,15.157
2021-07-23,15.044
2021-07-24,15.044
2021-07-25,15.044
2021-07-26,14.917
2021-07-27,13.84
2021-07-28,13.617
2021-07-29,13.6
2021-07-30,13.569
2021-07-31,13.569
2021-08-01,13.569
2021-08-02,13.61
2021-08-03,13.766
2021-08-04,13.407
2021-08-05,13.381
2021-08-06,13.534
2021-08-07,13.534
2021-08-08,13.534
2021-08-09,13.42
2021-08-10,13.394
2021-08-11,13.56
2021-08-12,13.647
2021-08-13,13.671
2021-08-14,13.671
2021-08-15,13.671
2021-08-16,13.889
2021-08-17,13.783
2021-08-18,13.577
2021-08-19,13.525
2021-08-20,13.539
2021-08-21,13.539
2021-08-22,13.539
2021-08-23,13.522
2021-08-24,13.541
2021-08-25,13.513
2021-08-26,13.478
2021-08-27,13.544
2021-08-28,13.544
2021-08-29,13.544
2021-08-30,13.593
2021-08-31,13.707
2021-09-01,13.761
2021-09-02,13.886
2021-09-03,13.827
2021-09-04,13.827
2021-09-05,13.827
2021-09-06,13.827
2021-09-07,13.702
2021-09-08,13.632
2021-09-09,13.243
2021-09-10,13.541
2021-09-11,13.541
2021-09-12,13.541
2021-09-13,13.62
2021-09-14,13.383
2021-09-15,13.547
2021-09-16,13.52
2021-09-17,13.314
2021-09-18,13.314
2021-09-19,13.314
2021-09-20,13.27
2021-09-21,13.293
2021-09-22,12.983
2021-09-23,13.087
2021-09-24,13.174
2021-09-25,13.174
2021-09-26,13.174
2021-09-27,13.091
2021-09-28,13.085
2021-09-29,12.944
2021-09-30,12.759
2021-10-01,12.716
2021-10-02,12.716
2021-10-03,12.716
2021-10-04,12.501
2021-10-05,12.589
2021-10-06,12.661
2021-10-07,12.193
2021-10-08,12.32
2021-10-09,12.32
2021-10-10,12.32
2021-10-11,12.203
2021-10-12,12.219
2021-10-13,12.358
2021-10-14,12.852
2021-10-15,13.009
2021-10-16,13.009
2021-10-17,13.009
2021-10-18,12.985
2021-10-19,13.012
2021-10-20,13.111
2021-10-21,13.391
2021-10-22,13.684
2021-10-23,13.684
2021-10-24,13.684
2021-10-25,13.69
2021-10-26,14.573
2021-10-27,14.182
2021-10-28,14.295
2021-10-29,14.266
2021-10-30,14.266
2021-10-31,14.266
2021-11-01,14.061
2021-11-02,13.944
2021-11-03,14.153
2021-11-04,14.019
2021-11-05,13.853
2021-11-06,13.853
2021-11-07,13.853
2021-11-08,13.924
2021-11-09,13.968
2021-11-10,14.08
2021-11-11,14.19
2021-11-12,14.183
2021-11-13,14.183
2021-11-14,14.183
2021-11-15,14.072
2021-11-16,14.095
2021-11-17,13.828
2021-11-18,13.803
2021-11-19,13.938
2021-11-20,13.938
2021-11-21,13.938
2021-11-22,14.099
2021-11-23,14.161
2021-11-24,13.938
2021-11-25,13.938
2021-11-26,13.726
2021-11-27,13.726
2021-11-28,13.726
2021-11-29,13.682
2021-11-30,13.262
2021-12-01,12.98
2021-12-02,13.365
2021-12-03,13.42
2021-12-04,13.42
2021-12-05,13.42
2021-12-06,13.509
2021-12-07,13.732
2021-12-08,13.605
2021-12-09,13.726
2021-12-10,13.897
2021-12-11,13.897
2021-12-12,13.897
2021-12-13,13.711
2021-12-14,13.54
2021-12-15,13.675
2021-12-16,13.791
2021-12-17,13.7
2021-12-18,13.7
2021-12-19,13.7
2021-12-20,13.424
2021-12-21,13.733
2021-12-22,13.702
2021-12-23,13.948
2021-12-24,13.948
2021-12-25,13.948
2021-12-26,13.948
2021-12-27,14.14
2021-12-28,14.112
2021-12-29,14.107
2021-12-30,14.061
2021-12-31,14.09
2022-01-01,14.09
2022-01-02,14.09
2022-01-03,14.034
2022-01-04,14.284
2022-01-05,14.016
2022-01-06,14.152
2022-01-07,14.251
2022-01-08,14.251
2022-01-09,14.251
2022-01-10,13.831
2022-01-11,13.801
2022-01-12,13.798
2022-01-13,13.749
2022-01-14,13.492
2022-01-15,13.492
2022-01-16,13.492
2022-01-17,13.492
2022-01-18,13.43
2022-01-19,13.311
2022-01-20,13.608
2022-01-21,13.585
2022-01-22,13.585
2022-01-23,13.585
2022-01-24,13.731
2022-01-25,13.584
2022-01-26,13.386
2022-01-27,13.106
2022-01-28,13.336
2022-01-29,13.336
2022-01-30,13.336
2022-01-31,13.602
2022-02-01,15.221
2022-02-02,15.568
2022-02-03,15.339
2022-02-04,15.066
2022-02-05,15.066
2022-02-06,15.066
2022-02-07,15.084
2022-02-08,15.093
2022-02-09,15.085
2022-02-10,14.791
2022-02-11,14.309
2022-02-12,14.309
2022-02-13,14.309
2022-02-14,14.342
2022-02-15,14.561
2022-02-16,14.431
2022-02-17,14.122
2022-02-18,14.134
2022-02-19,14.134
2022-02-20,14.134
2022-02-21,14.134
2022-02-22,14.107
2022-02-23,13.804
2022-02-24,13.987
2022-02-25,14.162
2022-02-26,14.162
2022-02-27,14.162
2022-02-28,14.194
2022-03-01,13.868
2022-03-02,14.264
2022-03-03,14.33
2022-03-04,14.192
2022-03-05,14.192
2022-03-06,14.192
2022-03-07,13.571
2022-03-08,13.721
2022-03-09,13.948
2022-03-10,13.975
2022-03-11,13.754
2022-03-12,13.754
2022-03-13,13.754
2022-03-14,13.781
2022-03-15,14.201
2022-03-16,14.699
2022-03-17,14.997
2022-03-18,14.825
2022-03-19,14.825
2022-03-20,14.825
2022-03-21,14.743
2022-03-22,14.734
2022-03-23,14.475
2022-03-24,14.261
2022-03-25,14.307
2022-03-26,14.307
2022-03-27,14.307
2022-03-28,14.586
2022-03-29,14.779
2022-03-30,14.629
2022-03-31,14.248
2022-04-01,13.728
2022-04-02,13.728
2022-04-03,13.728
2022-04-04,13.621
2022-04-05,13.09
2022-04-06,12.902
2022-04-07,12.79
2022-04-08,12.628
2022-04-09,12.628
2022-04-10,12.628
2022-04-11,12.619
2022-04-12,12.424
2022-04-13,12.489
2022-04-14,12.496
2022-04-15,12.496
2022-04-16,12.496
2022-04-17,12.496
2022-04-18,12.439
2022-04-19,12.673
2022-04-20,12.656
2022-04-21,12.548
2022-04-22,12.438
2022-04-23,12.438
2022-04-24,12.438
2022-04-25,12.603
2022-04-26,12.163
2022-04-27,12.431
2022-04-28,12.69
2022-04-29,12.01
2022-04-30,12.01
2022-05-01,12.01
2022-05-02,11.917
2022-05-03,11.888
2022-05-04,12.267
2022-05-05,12.0
2022-05-06,12.008
2022-05-07,12.008
2022-05-08,12.008
2022-05-09,12.109
2022-05-10,12.148
2022-05-11,11.844
2022-05-12,11.923
2022-05-13,11.985
2022-05-14,11.985
2022-05-15,11.985
2022-05-16,12.101
2022-05-17,12.328
2022-05-18,11.594
2022-05-19,11.268
2022-05-20,11.513
2022-05-21,11.513
2022-05-22,11.513
2022-05-23,11.739
2022-05-24,11.72
2022-05-25,11.703
2022-05-26,12.0
2022-05-27,12.279
2022-05-28,12.279
2022-05-29,12.279
2022-05-30,12.279
