,ES US Equity
2020-09-06,15.648
2020-09-07,15.648
2020-09-08,15.499
2020-09-09,15.596
2020-09-10,15.15
2020-09-11,14.936
2020-09-12,14.936
2020-09-13,14.936
2020-09-14,15.072
2020-09-15,15.265
2020-09-16,15.257
2020-09-17,14.995
2020-09-18,14.433
2020-09-19,14.433
2020-09-20,14.433
2020-09-21,14.28
2020-09-22,14.455
2020-09-23,14.329
2020-09-24,14.633
2020-09-25,15.096
2020-09-26,15.096
2020-09-27,15.096
2020-09-28,15.127
2020-09-29,15.193
2020-09-30,15.292
2020-10-01,15.64
2020-10-02,15.932
2020-10-03,15.932
2020-10-04,15.932
2020-10-05,16.379
2020-10-06,16.615
2020-10-07,16.729
2020-10-08,16.917
2020-10-09,16.873
2020-10-10,16.873
2020-10-11,16.873
2020-10-12,17.032
2020-10-13,16.959
2020-10-14,16.807
2020-10-15,16.659
2020-10-16,16.732
2020-10-17,16.732
2020-10-18,16.732
2020-10-19,16.67
2020-10-20,16.882
2020-10-21,16.853
2020-10-22,17.007
2020-10-23,16.833
2020-10-24,16.833
2020-10-25,16.833
2020-10-26,16.789
2020-10-27,16.816
2020-10-28,16.273
2020-10-29,16.19
2020-10-30,15.973
2020-10-31,15.973
2020-11-01,15.973
2020-11-02,16.58
2020-11-03,16.835
2020-11-04,16.708
2020-11-05,17.025
2020-11-06,17.133
2020-11-07,17.133
2020-11-08,17.133
2020-11-09,17.271
2020-11-10,17.295
2020-11-11,17.435
2020-11-12,17.046
2020-11-13,17.227
2020-11-14,17.227
2020-11-15,17.227
2020-11-16,17.437
2020-11-17,16.942
2020-11-18,16.573
2020-11-19,16.285
2020-11-20,16.366
2020-11-21,16.366
2020-11-22,16.366
2020-11-23,16.211
2020-11-24,16.152
2020-11-25,16.329
2020-11-26,16.329
2020-11-27,16.237
2020-11-28,16.237
2020-11-29,16.237
2020-11-30,16.159
2020-12-01,16.291
2020-12-02,16.278
2020-12-03,16.03
2020-12-04,15.796
2020-12-05,15.796
2020-12-06,15.796
2020-12-07,16.185
2020-12-08,16.118
2020-12-09,16.051
2020-12-10,15.989
2020-12-11,16.008
2020-12-12,16.008
2020-12-13,16.008
2020-12-14,15.946
2020-12-15,16.165
2020-12-16,15.944
2020-12-17,16.006
2020-12-18,15.806
2020-12-19,15.806
2020-12-20,15.806
2020-12-21,15.725
2020-12-22,15.699
2020-12-23,15.577
2020-12-24,15.808
2020-12-25,15.808
2020-12-26,15.808
2020-12-27,15.808
2020-12-28,15.975
2020-12-29,16.003
2020-12-30,16.029
2020-12-31,16.083
2021-01-01,16.083
2021-01-02,16.083
2021-01-03,16.083
2021-01-04,15.711
2021-01-05,15.824
2021-01-06,16.57
2021-01-07,16.462
2021-01-08,16.793
2021-01-09,16.793
2021-01-10,16.793
2021-01-11,16.584
2021-01-12,16.637
2021-01-13,16.761
2021-01-14,16.651
2021-01-15,16.761
2021-01-16,16.761
2021-01-17,16.761
2021-01-18,16.761
2021-01-19,16.49
2021-01-20,16.62
2021-01-21,16.527
2021-01-22,16.58
2021-01-23,16.58
2021-01-24,16.58
2021-01-25,17.126
2021-01-26,17.05
2021-01-27,16.792
2021-01-28,16.908
2021-01-29,16.597
2021-01-30,16.597
2021-01-31,16.597
2021-02-01,16.654
2021-02-02,16.736
2021-02-03,16.692
2021-02-04,16.745
2021-02-05,16.654
2021-02-06,16.654
2021-02-07,16.654
2021-02-08,16.22
2021-02-09,16.263
2021-02-10,16.553
2021-02-11,16.356
2021-02-12,16.155
2021-02-13,16.155
2021-02-14,16.155
2021-02-15,16.155
2021-02-16,15.912
2021-02-17,15.622
2021-02-18,15.645
2021-02-19,15.438
2021-02-20,15.438
2021-02-21,15.438
2021-02-22,14.906
2021-02-23,15.198
2021-02-24,15.183
2021-02-25,15.268
2021-02-26,15.111
2021-02-27,15.111
2021-02-28,15.111
2021-03-01,15.349
2021-03-02,15.347
2021-03-03,14.899
2021-03-04,14.801
2021-03-05,15.451
2021-03-06,15.451
2021-03-07,15.451
2021-03-08,15.443
2021-03-09,15.642
2021-03-10,15.648
2021-03-11,15.483
2021-03-12,15.727
2021-03-13,15.727
2021-03-14,15.727
2021-03-15,15.851
2021-03-16,15.845
2021-03-17,15.696
2021-03-18,15.587
2021-03-19,15.734
2021-03-20,15.734
2021-03-21,15.734
2021-03-22,15.755
2021-03-23,16.17
2021-03-24,16.392
2021-03-25,16.469
2021-03-26,16.423
2021-03-27,16.423
2021-03-28,16.423
2021-03-29,16.645
2021-03-30,16.519
2021-03-31,16.576
2021-04-01,16.595
2021-04-02,16.595
2021-04-03,16.595
2021-04-04,16.595
2021-04-05,16.81
2021-04-06,16.828
2021-04-07,16.78
2021-04-08,16.711
2021-04-09,16.508
2021-04-10,16.508
2021-04-11,16.508
2021-04-12,16.552
2021-04-13,16.749
2021-04-14,16.887
2021-04-15,17.008
2021-04-16,17.18
2021-04-17,17.18
2021-04-18,17.18
2021-04-19,17.113
2021-04-20,17.451
2021-04-21,17.234
2021-04-22,16.982
2021-04-23,16.972
2021-04-24,16.972
2021-04-25,16.972
2021-04-26,16.895
2021-04-27,16.751
2021-04-28,16.449
2021-04-29,16.414
2021-04-30,16.661
2021-05-01,16.661
2021-05-02,16.661
2021-05-03,16.699
2021-05-04,16.727
2021-05-05,16.236
2021-05-06,16.38
2021-05-07,16.329
2021-05-08,16.329
2021-05-09,16.329
2021-05-10,16.637
2021-05-11,16.411
2021-05-12,16.149
2021-05-13,16.568
2021-05-14,16.648
2021-05-15,16.648
2021-05-16,16.648
2021-05-17,16.44
2021-05-18,16.481
2021-05-19,16.399
2021-05-20,16.5
2021-05-21,16.565
2021-05-22,16.565
2021-05-23,16.565
2021-05-24,16.409
2021-05-25,16.218
2021-05-26,16.054
2021-05-27,15.986
2021-05-28,15.993
2021-05-29,15.993
2021-05-30,15.993
2021-05-31,15.993
2021-06-01,15.741
2021-06-02,15.905
2021-06-03,16.192
2021-06-04,16.161
2021-06-05,16.161
2021-06-06,16.161
2021-06-07,16.175
2021-06-08,15.986
2021-06-09,16.263
2021-06-10,16.374
2021-06-11,16.313
2021-06-12,16.313
2021-06-13,16.313
2021-06-14,16.261
2021-06-15,16.502
2021-06-16,16.147
2021-06-17,16.289
2021-06-18,15.743
2021-06-19,15.743
2021-06-20,15.743
2021-06-21,15.895
2021-06-22,15.816
2021-06-23,15.524
2021-06-24,15.617
2021-06-25,15.816
2021-06-26,15.816
2021-06-27,15.816
2021-06-28,16.047
2021-06-29,15.785
2021-06-30,15.806
2021-07-01,15.731
2021-07-02,15.897
2021-07-03,15.897
2021-07-04,15.897
2021-07-05,15.897
2021-07-06,15.964
2021-07-07,16.291
2021-07-08,16.224
2021-07-09,16.228
2021-07-10,16.228
2021-07-11,16.228
2021-07-12,16.202
2021-07-13,16.287
2021-07-14,16.505
2021-07-15,16.911
2021-07-16,17.157
2021-07-17,17.157
2021-07-18,17.157
2021-07-19,16.822
2021-07-20,16.766
2021-07-21,16.344
2021-07-22,16.545
2021-07-23,16.82
2021-07-24,16.82
2021-07-25,16.82
2021-07-26,16.742
2021-07-27,17.09
2021-07-28,16.852
2021-07-29,16.853
2021-07-30,16.895
2021-07-31,16.895
2021-08-01,16.895
2021-08-02,17.097
2021-08-03,17.195
2021-08-04,17.267
2021-08-05,17.436
2021-08-06,17.422
2021-08-07,17.422
2021-08-08,17.422
2021-08-09,17.42
2021-08-10,17.414
2021-08-11,17.61
2021-08-12,17.547
2021-08-13,17.712
2021-08-14,17.712
2021-08-15,17.712
2021-08-16,17.784
2021-08-17,17.79
2021-08-18,17.669
2021-08-19,17.857
2021-08-20,18.039
2021-08-21,18.039
2021-08-22,18.039
2021-08-23,17.845
2021-08-24,17.817
2021-08-25,17.713
2021-08-26,17.702
2021-08-27,17.574
2021-08-28,17.574
2021-08-29,17.574
2021-08-30,17.744
2021-08-31,17.681
2021-09-01,17.862
2021-09-02,18.049
2021-09-03,17.927
2021-09-04,17.927
2021-09-05,17.927
2021-09-06,17.927
2021-09-07,17.486
2021-09-08,17.934
2021-09-09,17.528
2021-09-10,17.239
2021-09-11,17.239
2021-09-12,17.239
2021-09-13,17.258
2021-09-14,16.988
2021-09-15,16.78
2021-09-16,16.692
2021-09-17,16.403
2021-09-18,16.403
2021-09-19,16.403
2021-09-20,16.417
2021-09-21,16.45
2021-09-22,16.334
2021-09-23,16.243
2021-09-24,16.279
2021-09-25,16.279
2021-09-26,16.279
2021-09-27,16.048
2021-09-28,15.964
2021-09-29,16.174
2021-09-30,16.099
2021-10-01,16.115
2021-10-02,16.115
2021-10-03,16.115
2021-10-04,16.704
2021-10-05,16.659
2021-10-06,16.964
2021-10-07,16.93
2021-10-08,16.797
2021-10-09,16.797
2021-10-10,16.797
2021-10-11,16.584
2021-10-12,16.816
2021-10-13,16.96
2021-10-14,17.245
2021-10-15,16.993
2021-10-16,16.993
2021-10-17,16.993
2021-10-18,16.822
2021-10-19,16.97
2021-10-20,16.997
2021-10-21,16.967
2021-10-22,17.037
2021-10-23,17.037
2021-10-24,17.037
2021-10-25,16.94
2021-10-26,16.944
2021-10-27,16.83
2021-10-28,16.842
2021-10-29,16.693
2021-10-30,16.693
2021-10-31,16.693
2021-11-01,16.663
2021-11-02,16.624
2021-11-03,16.589
2021-11-04,16.452
2021-11-05,16.568
2021-11-06,16.568
2021-11-07,16.568
2021-11-08,16.217
2021-11-09,16.354
2021-11-10,16.436
2021-11-11,16.195
2021-11-12,16.085
2021-11-13,16.085
2021-11-14,16.085
2021-11-15,16.389
2021-11-16,16.364
2021-11-17,16.442
2021-11-18,16.332
2021-11-19,16.46
2021-11-20,16.46
2021-11-21,16.46
2021-11-22,16.621
2021-11-23,16.723
2021-11-24,16.67
2021-11-25,16.67
2021-11-26,16.629
2021-11-27,16.629
2021-11-28,16.629
2021-11-29,16.719
2021-11-30,16.176
2021-12-01,16.201
2021-12-02,16.335
2021-12-03,16.771
2021-12-04,16.771
2021-12-05,16.771
2021-12-06,16.936
2021-12-07,17.165
2021-12-08,17.174
2021-12-09,17.21
2021-12-10,17.279
2021-12-11,17.279
2021-12-12,17.279
2021-12-13,17.576
2021-12-14,17.576
2021-12-15,17.893
2021-12-16,18.021
2021-12-17,17.721
2021-12-18,17.721
2021-12-19,17.721
2021-12-20,17.775
2021-12-21,17.634
2021-12-22,17.711
2021-12-23,17.729
2021-12-24,17.729
2021-12-25,17.729
2021-12-26,17.729
2021-12-27,17.686
2021-12-28,17.852
2021-12-29,17.961
2021-12-30,18.066
2021-12-31,18.035
2022-01-01,18.035
2022-01-02,18.035
2022-01-03,17.668
2022-01-04,17.521
2022-01-05,17.688
2022-01-06,17.622
2022-01-07,17.773
2022-01-08,17.773
2022-01-09,17.773
2022-01-10,17.648
2022-01-11,17.18
2022-01-12,17.35
2022-01-13,17.465
2022-01-14,17.328
2022-01-15,17.328
2022-01-16,17.328
2022-01-17,17.328
2022-01-18,17.213
2022-01-19,17.231
2022-01-20,17.191
2022-01-21,17.279
2022-01-22,17.279
2022-01-23,17.279
2022-01-24,17.07
2022-01-25,16.988
2022-01-26,16.801
2022-01-27,17.018
2022-01-28,17.31
2022-01-29,17.31
2022-01-30,17.31
2022-01-31,17.766
2022-02-01,17.464
2022-02-02,17.605
2022-02-03,17.484
2022-02-04,17.419
2022-02-05,17.419
2022-02-06,17.419
2022-02-07,17.567
2022-02-08,17.423
2022-02-09,17.343
2022-02-10,16.809
2022-02-11,16.696
2022-02-12,16.696
2022-02-13,16.696
2022-02-14,16.317
2022-02-15,16.309
2022-02-16,16.206
2022-02-17,16.328
2022-02-18,16.46
2022-02-19,16.46
2022-02-20,16.46
2022-02-21,16.46
2022-02-22,16.378
2022-02-23,15.826
2022-02-24,15.83
2022-02-25,16.245
2022-02-26,16.245
2022-02-27,16.245
2022-02-28,16.243
2022-03-01,15.973
2022-03-02,16.162
2022-03-03,16.707
2022-03-04,17.201
2022-03-05,17.201
2022-03-06,17.201
2022-03-07,17.353
2022-03-08,17.02
2022-03-09,16.84
2022-03-10,16.874
2022-03-11,16.764
2022-03-12,16.764
2022-03-13,16.764
2022-03-14,16.657
2022-03-15,16.847
2022-03-16,16.819
2022-03-17,16.865
2022-03-18,16.699
2022-03-19,16.699
2022-03-20,16.699
2022-03-21,16.917
2022-03-22,16.853
2022-03-23,16.953
2022-03-24,17.101
2022-03-25,17.349
2022-03-26,17.349
2022-03-27,17.349
2022-03-28,17.423
2022-03-29,17.573
2022-03-30,17.745
2022-03-31,17.655
2022-04-01,17.986
2022-04-02,17.986
2022-04-03,17.986
2022-04-04,17.842
2022-04-05,18.036
2022-04-06,18.472
2022-04-07,18.446
2022-04-08,18.524
2022-04-09,18.524
2022-04-10,18.524
2022-04-11,18.374
2022-04-12,18.586
2022-04-13,18.52
2022-04-14,18.538
2022-04-15,18.538
2022-04-16,18.538
2022-04-17,18.538
2022-04-18,18.352
2022-04-19,18.518
2022-04-20,18.69
2022-04-21,18.658
2022-04-22,18.438
2022-04-23,18.438
2022-04-24,18.438
2022-04-25,18.195
2022-04-26,18.0
2022-04-27,17.958
2022-04-28,18.097
2022-04-29,17.535
2022-04-30,17.535
2022-05-01,17.535
2022-05-02,17.29
2022-05-03,17.399
2022-05-04,17.77
2022-05-05,17.955
2022-05-06,18.063
2022-05-07,18.063
2022-05-08,18.063
2022-05-09,18.091
2022-05-10,17.809
2022-05-11,17.841
2022-05-12,17.767
2022-05-13,17.851
2022-05-14,17.851
2022-05-15,17.851
2022-05-16,17.833
2022-05-17,17.991
2022-05-18,17.942
2022-05-19,17.994
2022-05-20,18.182
2022-05-21,18.182
2022-05-22,18.182
2022-05-23,18.367
2022-05-24,18.638
2022-05-25,18.54
2022-05-26,18.504
2022-05-27,18.727
2022-05-28,18.727
2022-05-29,18.727
2022-05-30,18.727
2022-05-31,18.53
2022-06-01,18.49
2022-06-02,18.55
2022-06-03,18.526
2022-06-04,18.526
2022-06-05,18.526
2022-06-06,18.522
2022-06-07,18.634
2022-06-08,18.189
2022-06-09,17.627
2022-06-10,17.669
2022-06-11,17.669
2022-06-12,17.669
2022-06-13,16.84
2022-06-14,16.195
2022-06-15,16.163
2022-06-16,15.808
2022-06-17,15.642
2022-06-18,15.642
2022-06-19,15.642
2022-06-20,15.642
2022-06-21,15.959
2022-06-22,16.163
2022-06-23,16.468
2022-06-24,16.719
2022-06-25,16.719
2022-06-26,16.719
2022-06-27,16.867
2022-06-28,16.733
2022-06-29,16.745
2022-06-30,16.944
2022-07-01,17.481
2022-07-02,17.481
2022-07-03,17.481
2022-07-04,17.481
2022-07-05,16.68
2022-07-06,16.836
2022-07-07,16.695
2022-07-08,16.642
2022-07-09,16.642
2022-07-10,16.642
2022-07-11,16.721
2022-07-12,16.643
2022-07-13,16.527
2022-07-14,16.663
2022-07-15,16.699
2022-07-16,16.699
2022-07-17,16.699
2022-07-18,16.492
2022-07-19,16.652
2022-07-20,16.498
2022-07-21,16.606
2022-07-22,16.814
2022-07-23,16.814
2022-07-24,16.814
2022-07-25,16.978
2022-07-26,17.082
2022-07-27,17.052
2022-07-28,17.662
2022-07-29,17.654
2022-07-30,17.654
2022-07-31,17.654
2022-08-01,17.841
2022-08-02,18.047
2022-08-03,18.165
2022-08-04,18.199
2022-08-05,18.075
2022-08-06,18.075
2022-08-07,18.075
2022-08-08,18.185
2022-08-09,18.337
2022-08-10,18.341
2022-08-11,18.333
2022-08-12,18.633
2022-08-13,18.633
2022-08-14,18.633
2022-08-15,18.689
2022-08-16,18.743
2022-08-17,18.781
2022-08-18,18.811
2022-08-19,18.745
2022-08-20,18.745
2022-08-21,18.745
2022-08-22,18.47
2022-08-23,18.37
2022-08-24,18.424
2022-08-25,18.587
2022-08-26,18.338
2022-08-27,18.338
2022-08-28,18.338
2022-08-29,18.392
2022-08-30,18.168
2022-08-31,17.941
2022-09-01,18.177
2022-09-02,17.913
2022-09-03,17.913
2022-09-04,17.913
2022-09-05,17.913
2022-09-06,17.825
2022-09-07,18.359
2022-09-08,18.279
2022-09-09,18.467
2022-09-10,18.467
2022-09-11,18.467
2022-09-12,18.65
2022-09-13,18.066
2022-09-14,18.277
2022-09-15,17.774
2022-09-16,17.896
2022-09-17,17.896
2022-09-18,17.896
2022-09-19,18.044
2022-09-20,17.858
2022-09-21,17.701
2022-09-22,17.733
2022-09-23,17.631
2022-09-24,17.631
2022-09-25,17.631
2022-09-26,17.181
2022-09-27,16.746
2022-09-28,16.882
2022-09-29,16.155
2022-09-30,15.826
2022-10-01,15.826
2022-10-02,15.826
2022-10-03,16.302
2022-10-04,16.448
2022-10-05,16.017
2022-10-06,15.325
2022-10-07,15.073
2022-10-08,15.073
2022-10-09,15.073
2022-10-10,15.229
2022-10-11,15.12
2022-10-12,14.579
2022-10-13,14.984
2022-10-14,14.74
2022-10-15,14.74
2022-10-16,14.74
2022-10-17,15.006
2022-10-18,15.41
2022-10-19,15.14
2022-10-20,14.53
2022-10-21,14.714
2022-10-22,14.714
2022-10-23,14.714
2022-10-24,14.751
2022-10-25,15.03
2022-10-26,15.006
2022-10-27,15.136
2022-10-28,15.561
2022-10-29,15.561
2022-10-30,15.561
2022-10-31,15.465
2022-11-01,15.607
2022-11-02,15.441
2022-11-03,15.426
2022-11-04,15.624
2022-11-05,15.624
2022-11-06,15.624
2022-11-07,15.189
2022-11-08,15.369
2022-11-09,15.158
2022-11-10,16.01
2022-11-11,15.802
2022-11-12,15.802
2022-11-13,15.802
2022-11-14,15.717
2022-11-15,15.915
2022-11-16,16.087
2022-11-17,15.804
2022-11-18,16.118
2022-11-19,16.118
2022-11-20,16.118
2022-11-21,16.269
2022-11-22,16.424
2022-11-23,16.662
2022-11-24,16.662
2022-11-25,16.714
2022-11-26,16.714
2022-11-27,16.714
2022-11-28,16.579
2022-11-29,16.362
2022-11-30,16.81
2022-12-01,17.009
2022-12-02,16.816
2022-12-03,16.816
2022-12-04,16.816
2022-12-05,16.804
2022-12-06,16.947
2022-12-07,16.834
2022-12-08,17.0
2022-12-09,16.892
2022-12-10,16.892
2022-12-11,16.892
2022-12-12,17.223
2022-12-13,17.244
2022-12-14,17.224
2022-12-15,17.005
2022-12-16,16.733
2022-12-17,16.733
2022-12-18,16.733
2022-12-19,16.743
2022-12-20,16.708
2022-12-21,16.975
2022-12-22,16.805
2022-12-23,17.026
2022-12-24,17.026
2022-12-25,17.026
2022-12-26,17.026
2022-12-27,17.175
2022-12-28,17.036
2022-12-29,17.197
2022-12-30,16.947
2022-12-31,16.947
2023-01-01,16.947
2023-01-02,16.947
2023-01-03,17.024
2023-01-04,17.263
2023-01-05,16.943
2023-01-06,17.358
2023-01-07,17.358
2023-01-08,17.358
2023-01-09,17.358
2023-01-10,17.354
2023-01-11,17.378
2023-01-12,17.241
2023-01-13,17.016
2023-01-14,17.016
2023-01-15,17.016
2023-01-16,17.016
2023-01-17,16.957
2023-01-18,16.447
2023-01-19,16.157
2023-01-20,16.149
2023-01-21,16.149
2023-01-22,16.149
2023-01-23,16.183
2023-01-24,16.256
2023-01-25,16.146
2023-01-26,16.27
2023-01-27,16.395
2023-01-28,16.395
2023-01-29,16.395
2023-01-30,16.483
2023-01-31,16.649
2023-02-01,16.725
2023-02-02,16.865
2023-02-03,16.248
2023-02-04,16.248
2023-02-05,16.248
2023-02-06,16.46
2023-02-07,16.332
2023-02-08,16.019
2023-02-09,15.828
2023-02-10,16.209
2023-02-11,16.209
2023-02-12,16.209
2023-02-13,16.253
2023-02-14,15.99
2023-02-15,16.202
2023-02-16,15.966
2023-02-17,16.281
2023-02-18,16.281
2023-02-19,16.281
2023-02-20,16.281
2023-02-21,15.914
2023-02-22,15.928
2023-02-23,15.849
2023-02-24,15.715
2023-02-25,15.715
2023-02-26,15.715
2023-02-27,15.656
2023-02-28,15.304
2023-03-01,14.994
2023-03-02,15.195
2023-03-03,15.459
2023-03-04,15.459
2023-03-05,15.459
2023-03-06,15.51
2023-03-07,15.176
2023-03-08,15.353
2023-03-09,15.219
2023-03-10,14.934
2023-03-11,14.934
2023-03-12,14.934
2023-03-13,15.328
2023-03-14,15.559
2023-03-15,15.742
2023-03-16,15.738
2023-03-17,15.545
2023-03-18,15.545
2023-03-19,15.545
2023-03-20,15.601
2023-03-21,15.346
2023-03-22,15.066
2023-03-23,15.01
2023-03-24,15.518
2023-03-25,15.518
2023-03-26,15.518
2023-03-27,15.545
2023-03-28,15.611
2023-03-29,15.891
2023-03-30,16.023
2023-03-31,16.064
2023-04-01,16.064
2023-04-02,16.064
2023-04-03,15.89
2023-04-04,16.021
2023-04-05,16.528
2023-04-06,16.59
2023-04-07,16.59
2023-04-08,16.59
2023-04-09,16.59
2023-04-10,16.516
2023-04-11,16.473
2023-04-12,16.374
2023-04-13,16.344
2023-04-14,16.105
2023-04-15,16.105
2023-04-16,16.105
2023-04-17,16.252
2023-04-18,16.096
2023-04-19,16.225
2023-04-20,16.157
2023-04-21,16.204
2023-04-22,16.204
2023-04-23,16.204
2023-04-24,16.314
2023-04-25,16.361
2023-04-26,15.938
2023-04-27,16.034
2023-04-28,15.958
2023-04-29,15.958
2023-04-30,15.958
2023-05-01,15.981
2023-05-02,15.718
2023-05-03,15.759
2023-05-04,15.782
2023-05-05,15.93
2023-05-06,15.93
2023-05-07,15.93
2023-05-08,15.792
2023-05-09,15.73
2023-05-10,15.839
2023-05-11,15.689
2023-05-12,15.86
2023-05-13,15.86
2023-05-14,15.86
2023-05-15,15.81
2023-05-16,15.333
2023-05-17,15.384
2023-05-18,15.286
2023-05-19,15.189
2023-05-20,15.189
2023-05-21,15.189
2023-05-22,15.102
2023-05-23,15.102
2023-05-24,14.905
2023-05-25,14.719
2023-05-26,14.269
2023-05-27,14.269
2023-05-28,14.269
2023-05-29,14.269
2023-05-30,14.112
2023-05-31,14.384
2023-06-01,14.301
2023-06-02,14.546
2023-06-03,14.546
2023-06-04,14.546
2023-06-05,14.65
2023-06-06,14.525
2023-06-07,14.884
2023-06-08,14.855
2023-06-09,14.602
2023-06-10,14.602
2023-06-11,14.602
2023-06-12,14.573
2023-06-13,14.538
2023-06-14,14.504
2023-06-15,14.735
2023-06-16,14.957
2023-06-17,14.957
2023-06-18,14.957
2023-06-19,14.957
2023-06-20,14.658
2023-06-21,14.787
2023-06-22,14.687
2023-06-23,14.475
2023-06-24,14.475
2023-06-25,14.475
2023-06-26,14.702
