,DK US Equity
2020-09-06,7.125
2020-09-07,7.125
2020-09-08,6.461
2020-09-09,6.177
2020-09-10,5.845
2020-09-11,5.802
2020-09-12,5.802
2020-09-13,5.802
2020-09-14,5.869
2020-09-15,5.691
2020-09-16,5.956
2020-09-17,5.826
2020-09-18,5.715
2020-09-19,5.715
2020-09-20,5.715
2020-09-21,5.72
2020-09-22,5.667
2020-09-23,5.123
2020-09-24,5.162
2020-09-25,5.176
2020-09-26,5.176
2020-09-27,5.176
2020-09-28,5.504
2020-09-29,5.436
2020-09-30,5.354
2020-10-01,5.224
2020-10-02,5.489
2020-10-03,5.489
2020-10-04,5.489
2020-10-05,5.792
2020-10-06,5.672
2020-10-07,5.855
2020-10-08,6.254
2020-10-09,3.661
2020-10-10,3.661
2020-10-11,3.661
2020-10-12,3.567
2020-10-13,3.814
2020-10-14,3.888
2020-10-15,3.865
2020-10-16,3.524
2020-10-17,3.524
2020-10-18,3.524
2020-10-19,3.454
2020-10-20,3.565
2020-10-21,3.443
2020-10-22,3.632
2020-10-23,3.676
2020-10-24,3.676
2020-10-25,3.676
2020-10-26,3.511
2020-10-27,3.376
2020-10-28,3.127
2020-10-29,3.288
2020-10-30,3.389
2020-10-31,3.389
2020-11-01,3.389
2020-11-02,3.615
2020-11-03,3.73
2020-11-04,3.608
2020-11-05,3.757
2020-11-06,3.548
2020-11-07,3.548
2020-11-08,3.548
2020-11-09,3.576
2020-11-10,3.418
2020-11-11,3.307
2020-11-12,3.222
2020-11-13,3.552
2020-11-14,3.552
2020-11-15,3.552
2020-11-16,3.836
2020-11-17,3.713
2020-11-18,3.478
2020-11-19,3.509
2020-11-20,3.39
2020-11-21,3.39
2020-11-22,3.39
2020-11-23,3.736
2020-11-24,3.88
2020-11-25,3.867
2020-11-26,3.867
2020-11-27,3.824
2020-11-28,3.824
2020-11-29,3.824
2020-11-30,3.431
2020-12-01,3.341
2020-12-02,3.54
2020-12-03,3.575
2020-12-04,4.027
2020-12-05,4.027
2020-12-06,4.027
2020-12-07,3.841
2020-12-08,3.891
2020-12-09,4.082
2020-12-10,4.301
2020-12-11,4.15
2020-12-12,4.15
2020-12-13,4.15
2020-12-14,3.944
2020-12-15,4.01
2020-12-16,3.884
2020-12-17,3.886
2020-12-18,3.773
2020-12-19,3.773
2020-12-20,3.773
2020-12-21,3.738
2020-12-22,3.778
2020-12-23,4.015
2020-12-24,3.879
2020-12-25,3.879
2020-12-26,3.879
2020-12-27,3.879
2020-12-28,3.854
2020-12-29,3.901
2020-12-30,4.075
2020-12-31,4.037
2021-01-01,4.037
2021-01-02,4.037
2021-01-03,4.037
2021-01-04,3.851
2021-01-05,3.992
2021-01-06,4.035
2021-01-07,4.236
2021-01-08,4.208
2021-01-09,4.208
2021-01-10,4.208
2021-01-11,5.011
2021-01-12,5.279
2021-01-13,5.251
2021-01-14,15.578
2021-01-15,15.539
2021-01-16,15.539
2021-01-17,15.539
2021-01-18,15.539
2021-01-19,15.928
2021-01-20,16.403
2021-01-21,15.975
2021-01-22,16.045
2021-01-23,16.045
2021-01-24,16.045
2021-01-25,16.605
2021-01-26,15.726
2021-01-27,16.519
2021-01-28,15.765
2021-01-29,14.59
2021-01-30,14.59
2021-01-31,14.59
2021-02-01,14.645
2021-02-02,15.36
2021-02-03,16.994
2021-02-04,17.064
2021-02-05,16.636
2021-02-06,16.636
2021-02-07,16.636
2021-02-08,17.219
2021-02-09,16.613
2021-02-10,16.955
2021-02-11,16.737
2021-02-12,17.445
2021-02-13,17.445
2021-02-14,17.445
2021-02-15,17.445
2021-02-16,18.106
2021-02-17,18.036
2021-02-18,17.523
2021-02-19,18.666
2021-02-20,18.666
2021-02-21,18.666
2021-02-22,19.856
2021-02-23,19.988
2021-02-24,20.478
2021-02-25,20.215
2021-02-26,19.508
2021-02-27,19.508
2021-02-28,19.508
2021-03-01,18.968
2021-03-02,18.173
2021-03-03,18.046
2021-03-04,18.976
2021-03-05,19.508
2021-03-06,19.508
2021-03-07,19.508
2021-03-08,18.89
2021-03-09,18.232
2021-03-10,19.254
2021-03-11,19.967
2021-03-12,19.316
2021-03-13,19.316
2021-03-14,19.316
2021-03-15,19.417
2021-03-16,18.782
2021-03-17,18.356
2021-03-18,16.939
2021-03-19,17.372
2021-03-20,17.372
2021-03-21,17.372
2021-03-22,17.155
2021-03-23,16.683
2021-03-24,17.109
2021-03-25,17.744
2021-03-26,18.031
2021-03-27,18.031
2021-03-28,18.031
2021-03-29,17.427
2021-03-30,16.791
2021-03-31,16.869
2021-04-01,18.1
2021-04-02,18.1
2021-04-03,18.1
2021-04-04,18.1
2021-04-05,17.628
2021-04-06,17.705
2021-04-07,17.713
2021-04-08,17.272
2021-04-09,16.822
2021-04-10,16.822
2021-04-11,16.822
2021-04-12,17.034
2021-04-13,17.131
2021-04-14,18.044
2021-04-15,14.182
2021-04-16,14.26
2021-04-17,14.26
2021-04-18,14.26
2021-04-19,13.856
2021-04-20,13.112
2021-04-21,13.373
2021-04-22,13.562
2021-04-23,13.973
2021-04-24,13.973
2021-04-25,13.973
2021-04-26,14.3
2021-04-27,14.867
2021-04-28,15.383
2021-04-29,15.683
2021-04-30,15.487
2021-05-01,15.487
2021-05-02,15.487
2021-05-03,16.577
2021-05-04,16.186
2021-05-05,16.486
2021-05-06,15.673
2021-05-07,15.774
2021-05-08,15.774
2021-05-09,15.774
2021-05-10,15.281
2021-05-11,14.958
2021-05-12,14.376
2021-05-13,13.37
2021-05-14,13.977
2021-05-15,13.977
2021-05-16,13.977
2021-05-17,14.262
2021-05-18,13.889
2021-05-19,13.066
2021-05-20,13.085
2021-05-21,12.965
2021-05-22,12.965
2021-05-23,12.965
2021-05-24,13.25
2021-05-25,13.072
2021-05-26,13.655
2021-05-27,13.572
2021-05-28,14.104
2021-05-29,14.104
2021-05-30,14.104
2021-05-31,14.104
2021-06-01,15.059
2021-06-02,15.736
2021-06-03,15.61
2021-06-04,15.787
2021-06-05,15.787
2021-06-06,15.787
2021-06-07,15.591
2021-06-08,15.629
2021-06-09,15.192
2021-06-10,15.028
2021-06-11,14.68
2021-06-12,14.68
2021-06-13,14.68
2021-06-14,14.18
2021-06-15,14.3
2021-06-16,14.224
2021-06-17,13.477
2021-06-18,13.091
2021-06-19,13.091
2021-06-20,13.091
2021-06-21,13.781
2021-06-22,14.793
2021-06-23,14.819
2021-06-24,14.509
2021-06-25,14.528
2021-06-26,14.528
2021-06-27,14.528
2021-06-28,13.325
2021-06-29,12.718
2021-06-30,13.188
2021-07-01,12.92
2021-07-02,12.718
2021-07-03,12.718
2021-07-04,12.718
2021-07-05,12.718
2021-07-06,11.883
2021-07-07,11.474
2021-07-08,11.48
2021-07-09,11.931
2021-07-10,11.931
2021-07-11,11.931
2021-07-12,11.602
2021-07-13,13.197
2021-07-14,12.658
2021-07-15,534.153
2021-07-16,515.798
2021-07-17,515.798
2021-07-18,515.798
2021-07-19,499.932
2021-07-20,504.599
2021-07-21,544.108
2021-07-22,516.731
2021-07-23,513.931
2021-07-24,513.931
2021-07-25,513.931
2021-07-26,538.197
2021-07-27,533.219
2021-07-28,551.574
2021-07-29,549.085
2021-07-30,540.686
2021-07-31,540.686
2021-08-01,540.686
2021-08-02,532.597
2021-08-03,545.974
2021-08-04,519.531
2021-08-05,519.531
2021-08-06,519.531
2021-08-07,519.531
2021-08-08,519.531
2021-08-09,519.531
2021-08-10,519.531
2021-08-11,519.531
2021-08-12,519.531
2021-08-13,519.531
2021-08-14,519.531
2021-08-15,519.531
2021-08-16,519.531
2021-08-17,519.531
2021-08-18,519.531
2021-08-19,519.531
2021-08-20,519.531
2021-08-21,519.531
2021-08-22,519.531
2021-08-23,519.531
2021-08-24,519.531
2021-08-25,519.531
2021-08-26,519.531
2021-08-27,519.531
2021-08-28,519.531
2021-08-29,519.531
2021-08-30,519.531
2021-08-31,519.531
2021-09-01,519.531
2021-09-02,519.531
2021-09-03,519.531
2021-09-04,519.531
2021-09-05,519.531
2021-09-06,519.531
2021-09-07,519.531
2021-09-08,519.531
2021-09-09,519.531
2021-09-10,519.531
2021-09-11,519.531
2021-09-12,519.531
2021-09-13,519.531
2021-09-14,519.531
2021-09-15,519.531
2021-09-16,519.531
2021-09-17,361.595
2021-09-18,361.595
2021-09-19,361.595
2021-09-20,345.751
2021-09-21,341.844
2021-09-22,360.076
2021-09-23,380.044
2021-09-24,378.525
2021-09-25,378.525
2021-09-26,378.525
2021-09-27,409.779
2021-09-28,392.199
2021-09-29,378.742
2021-09-30,390.028
2021-10-01,390.028
2021-10-02,390.028
2021-10-03,390.028
2021-10-04,396.757
2021-10-05,387.424
2021-10-06,396.105
2021-10-07,405.655
2021-10-08,422.368
2021-10-09,422.368
2021-10-10,422.368
2021-10-11,426.058
2021-10-12,424.321
2021-10-13,296.282
2021-10-14,82.053
2021-10-15,210.334
2021-10-16,210.334
2021-10-17,210.334
2021-10-18,211.808
2021-10-19,211.022
2021-10-20,463.389
2021-10-21,463.389
2021-10-22,461.219
2021-10-23,461.219
2021-10-24,461.219
2021-10-25,479.884
2021-10-26,459.482
2021-10-27,436.042
2021-10-28,430.181
2021-10-29,422.151
2021-10-30,422.151
2021-10-31,422.151
2021-11-01,426.275
2021-11-02,403.485
2021-11-03,396.974
2021-11-04,387.424
2021-11-05,399.361
2021-11-06,399.361
2021-11-07,399.361
2021-11-08,92.344
2021-11-09,95.818
2021-11-10,92.344
2021-11-11,93.329
2021-11-12,95.921
2021-11-13,95.921
2021-11-14,95.921
2021-11-15,95.714
2021-11-16,94.729
2021-11-17,86.174
2021-11-18,86.848
2021-11-19,80.159
2021-11-20,80.159
2021-11-21,80.159
2021-11-22,80.937
2021-11-23,84.152
2021-11-24,86.9
2021-11-25,86.9
2021-11-26,80.107
2021-11-27,80.107
2021-11-28,80.107
2021-11-29,79.796
2021-11-30,81.3
2021-12-01,82.233
2021-12-02,82.233
2021-12-03,82.233
2021-12-04,82.233
2021-12-05,82.233
2021-12-06,82.233
2021-12-07,82.233
2021-12-08,82.233
2021-12-09,82.233
2021-12-10,82.233
2021-12-11,82.233
2021-12-12,82.233
2021-12-13,82.233
2021-12-14,82.233
2021-12-15,82.233
2021-12-16,82.233
2021-12-17,82.233
2021-12-18,82.233
2021-12-19,82.233
2021-12-20,82.233
2021-12-21,82.233
2021-12-22,82.233
2021-12-23,82.233
2021-12-24,82.233
2021-12-25,82.233
2021-12-26,82.233
2021-12-27,82.233
2021-12-28,82.233
2021-12-29,82.233
2021-12-30,82.233
2021-12-31,82.233
2022-01-01,82.233
2022-01-02,82.233
2022-01-03,82.233
2022-01-04,82.233
2022-01-05,82.233
2022-01-06,82.233
2022-01-07,82.233
2022-01-08,82.233
2022-01-09,82.233
2022-01-10,82.233
2022-01-11,82.233
2022-01-12,82.233
2022-01-13,82.233
2022-01-14,82.233
2022-01-15,82.233
2022-01-16,82.233
2022-01-17,82.233
2022-01-18,82.233
2022-01-19,82.233
2022-01-20,138.721
2022-01-21,132.103
2022-01-22,132.103
2022-01-23,132.103
2022-01-24,133.715
2022-01-25,138.806
2022-01-26,292.306
2022-01-27,294.36
2022-01-28,289.693
2022-01-29,289.693
2022-01-30,289.693
2022-01-31,289.693
2022-02-01,320.305
2022-02-02,330.198
2022-02-03,324.411
2022-02-04,328.705
2022-02-05,328.705
2022-02-06,328.705
2022-02-07,338.037
2022-02-08,331.691
2022-02-09,334.678
2022-02-10,334.491
2022-02-11,356.33
2022-02-12,356.33
2022-02-13,356.33
2022-02-14,353.343
2022-02-15,349.984
2022-02-16,337.664
2022-02-17,335.051
2022-02-18,331.318
2022-02-19,331.318
2022-02-20,331.318
2022-02-21,331.318
2022-02-22,330.198
2022-02-23,313.772
2022-02-24,313.772
2022-02-25,313.772
2022-02-26,313.772
2022-02-27,313.772
2022-02-28,313.772
2022-03-01,313.772
2022-03-02,313.772
2022-03-03,313.772
2022-03-04,313.772
2022-03-05,313.772
2022-03-06,313.772
2022-03-07,59.361
2022-03-08,67.738
2022-03-09,67.771
2022-03-10,72.157
2022-03-11,73.41
2022-03-12,73.41
2022-03-13,73.41
2022-03-14,1125.986
2022-03-15,1014.541
2022-03-16,979.405
2022-03-17,1018.933
2022-03-18,1049.676
2022-03-19,1049.676
2022-03-20,1049.676
2022-03-21,1118.849
2022-03-22,1102.929
2022-03-23,1101.831
2022-03-24,1141.907
2022-03-25,1141.907
2022-03-26,1141.907
2022-03-27,1141.907
2022-03-28,1107.87
2022-03-29,1136.966
2022-03-30,217.091
2022-03-31,215.265
2022-04-01,225.105
2022-04-02,225.105
2022-04-03,225.105
2022-04-04,223.076
2022-04-05,226.728
2022-04-06,227.946
2022-04-07,225.815
2022-04-08,228.554
2022-04-09,228.554
2022-04-10,228.554
2022-04-11,222.772
2022-04-12,871.848
2022-04-13,119.907
2022-04-14,67.663
2022-04-15,67.663
2022-04-16,67.663
2022-04-17,67.663
2022-04-18,58.458
2022-04-19,57.785
2022-04-20,57.112
2022-04-21,54.395
2022-04-22,52.979
2022-04-23,52.979
2022-04-24,52.979
2022-04-25,51.517
2022-04-26,53.908
2022-04-27,55.394
2022-04-28,58.412
2022-04-29,56.183
2022-04-30,56.183
2022-05-01,56.183
2022-05-02,57.344
2022-05-03,59.944
2022-05-04,66.886
2022-05-05,65.121
2022-05-06,64.541
2022-05-07,64.541
2022-05-08,64.541
2022-05-09,52.052
2022-05-10,53.049
2022-05-11,57.131
2022-05-12,58.931
2022-05-13,60.753
2022-05-14,60.753
2022-05-15,60.753
2022-05-16,47.281
2022-05-17,43.684
2022-05-18,43.142
2022-05-19,42.224
2022-05-20,42.42
2022-05-21,42.42
2022-05-22,42.42
2022-05-23,42.766
2022-05-24,42.585
2022-05-25,43.413
2022-05-26,42.811
2022-05-27,44.557
2022-05-28,44.557
2022-05-29,44.557
2022-05-30,44.557
2022-05-31,43.895
2022-06-01,46.047
2022-06-02,44.766
2022-06-03,46.738
2022-06-04,46.738
2022-06-05,46.738
2022-06-06,48.151
2022-06-07,50.668
2022-06-08,50.036
2022-06-09,50.477
2022-06-10,49.152
2022-06-11,49.152
2022-06-12,49.152
2022-06-13,45.502
2022-06-14,46.812
2022-06-15,46.503
2022-06-16,44.088
2022-06-17,40.099
2022-06-18,40.099
2022-06-19,40.099
2022-06-20,40.099
2022-06-21,42.057
2022-06-22,41.394
2022-06-23,37.464
2022-06-24,36.802
2022-06-25,36.802
2022-06-26,36.802
2022-06-27,40.755
2022-06-28,41.252
2022-06-29,39.131
2022-06-30,37.8
2022-07-01,38.999
2022-07-02,38.999
2022-07-03,38.999
2022-07-04,38.999
2022-07-05,35.942
2022-07-06,34.494
2022-07-07,35.62
2022-07-08,27.365
2022-07-09,27.365
2022-07-10,27.365
2022-07-11,26.982
2022-07-12,26.877
2022-07-13,25.947
2022-07-14,21.033
2022-07-15,23.808
2022-07-16,23.808
2022-07-17,23.808
2022-07-18,24.561
2022-07-19,25.207
2022-07-20,25.581
2022-07-21,23.864
2022-07-22,23.853
2022-07-23,23.853
2022-07-24,23.853
2022-07-25,25.269
2022-07-26,25.332
2022-07-27,26.013
2022-07-28,26.054
2022-07-29,27.186
2022-07-30,27.186
2022-07-31,27.186
2022-08-01,26.503
2022-08-02,27.767
2022-08-03,27.329
2022-08-04,24.769
2022-08-05,29.527
2022-08-06,29.527
2022-08-07,29.527
2022-08-08,22.666
2022-08-09,24.077
2022-08-10,24.32
2022-08-11,26.19
2022-08-12,26.545
2022-08-13,26.545
2022-08-14,26.545
2022-08-15,25.358
2022-08-16,20.327
2022-08-17,21.104
2022-08-18,21.845
2022-08-19,21.671
2022-08-20,21.671
2022-08-21,21.671
2022-08-22,21.792
2022-08-23,22.409
2022-08-24,22.206
2022-08-25,22.68
2022-08-26,22.341
2022-08-27,22.341
2022-08-28,22.341
2022-08-29,22.846
2022-08-30,17.805
2022-08-31,18.09
2022-09-01,16.937
2022-09-02,17.814
2022-09-03,17.814
2022-09-04,17.814
2022-09-05,17.814
2022-09-06,18.499
2022-09-07,18.487
2022-09-08,18.365
2022-09-09,18.922
2022-09-10,18.922
2022-09-11,18.922
2022-09-12,18.692
2022-09-13,18.166
2022-09-14,17.853
2022-09-15,17.097
2022-09-16,16.572
2022-09-17,16.572
2022-09-18,16.572
2022-09-19,16.796
2022-09-20,17.36
2022-09-21,16.203
2022-09-22,16.837
2022-09-23,15.151
2022-09-24,15.151
2022-09-25,15.151
2022-09-26,14.862
2022-09-27,15.945
2022-09-28,17.182
2022-09-29,16.591
2022-09-30,16.702
2022-10-01,16.702
2022-10-02,16.702
2022-10-03,17.612
2022-10-04,18.585
2022-10-05,18.234
2022-10-06,18.776
2022-10-07,18.431
2022-10-08,18.431
2022-10-09,18.431
2022-10-10,18.019
2022-10-11,17.329
2022-10-12,17.166
2022-10-13,34.406
2022-10-14,31.582
2022-10-15,31.582
2022-10-16,31.582
2022-10-17,31.192
2022-10-18,31.679
2022-10-19,33.303
2022-10-20,32.909
2022-10-21,29.09
2022-10-22,29.09
2022-10-23,29.09
2022-10-24,29.06
2022-10-25,28.631
2022-10-26,29.16
2022-10-27,29.55
2022-10-28,29.35
2022-10-29,29.35
2022-10-30,29.35
2022-10-31,28.595
2022-11-01,29.405
2022-11-02,28.412
2022-11-03,29.655
2022-11-04,30.128
2022-11-05,30.128
2022-11-06,30.128
2022-11-07,32.413
2022-11-08,20.361
2022-11-09,19.448
2022-11-10,19.852
2022-11-11,20.28
2022-11-12,20.28
2022-11-13,20.28
2022-11-14,18.049
2022-11-15,18.48
2022-11-16,18.72
2022-11-17,19.126
2022-11-18,18.676
2022-11-19,18.676
2022-11-20,18.676
2022-11-21,18.621
2022-11-22,19.076
2022-11-23,18.56
2022-11-24,18.56
2022-11-25,18.533
2022-11-26,18.533
2022-11-27,18.533
2022-11-28,18.009
2022-11-29,17.615
2022-11-30,17.215
2022-12-01,16.554
2022-12-02,16.076
2022-12-03,16.076
2022-12-04,16.076
2022-12-05,14.802
2022-12-06,14.601
2022-12-07,14.39
2022-12-08,14.543
2022-12-09,14.504
2022-12-10,14.504
2022-12-11,14.504
2022-12-12,15.169
2022-12-13,15.041
2022-12-14,14.532
2022-12-15,11.543
2022-12-16,11.495
2022-12-17,11.495
2022-12-18,11.495
2022-12-19,11.333
2022-12-20,11.521
2022-12-21,11.617
2022-12-22,11.377
2022-12-23,12.081
2022-12-24,12.081
2022-12-25,12.081
2022-12-26,12.081
2022-12-27,13.156
2022-12-28,12.588
2022-12-29,12.941
2022-12-30,12.879
2022-12-31,12.879
2023-01-01,12.879
2023-01-02,12.879
2023-01-03,13.302
2023-01-04,13.23
2023-01-05,12.848
2023-01-06,14.575
2023-01-07,14.575
2023-01-08,14.575
2023-01-09,15.01
2023-01-10,14.993
2023-01-11,14.011
2023-01-12,14.286
2023-01-13,14.723
2023-01-14,14.723
2023-01-15,14.723
2023-01-16,14.723
2023-01-17,14.042
2023-01-18,14.74
2023-01-19,15.253
2023-01-20,13.115
2023-01-21,13.115
2023-01-22,13.115
2023-01-23,13.419
2023-01-24,13.574
2023-01-25,13.345
2023-01-26,13.678
2023-01-27,13.21
2023-01-28,13.21
2023-01-29,13.21
2023-01-30,13.006
2023-01-31,13.325
2023-02-01,13.155
2023-02-02,12.961
2023-02-03,12.802
2023-02-04,12.802
2023-02-05,12.802
2023-02-06,12.618
2023-02-07,12.916
2023-02-08,12.702
2023-02-09,12.568
2023-02-10,13.374
2023-02-11,13.374
2023-02-12,13.374
2023-02-13,13.27
2023-02-14,13.485
2023-02-15,13.415
2023-02-16,13.758
2023-02-17,13.71
2023-02-18,13.71
2023-02-19,13.71
2023-02-20,13.71
2023-02-21,13.899
2023-02-22,13.705
2023-02-23,11.947
2023-02-24,12.453
2023-02-25,12.453
2023-02-26,12.453
2023-02-27,12.587
2023-02-28,11.988
2023-03-01,12.344
2023-03-02,12.162
2023-03-03,12.315
2023-03-04,12.315
2023-03-05,12.315
2023-03-06,12.099
2023-03-07,11.987
2023-03-08,11.613
2023-03-09,11.343
2023-03-10,10.762
2023-03-11,10.762
2023-03-12,10.762
2023-03-13,10.241
2023-03-14,10.687
2023-03-15,10.104
2023-03-16,10.63
2023-03-17,10.601
2023-03-18,10.601
2023-03-19,10.601
2023-03-20,10.812
2023-03-21,10.874
2023-03-22,10.754
2023-03-23,10.625
2023-03-24,10.453
2023-03-25,10.453
2023-03-26,10.453
2023-03-27,10.815
2023-03-28,11.15
2023-03-29,11.006
2023-03-30,10.901
2023-03-31,9.469
2023-04-01,9.469
2023-04-02,9.469
2023-04-03,9.593
2023-04-04,9.995
2023-04-05,10.863
2023-04-06,10.69
2023-04-07,10.69
2023-04-08,10.69
2023-04-09,10.69
2023-04-10,11.005
2023-04-11,11.219
2023-04-12,10.809
2023-04-13,10.446
2023-04-14,10.41
2023-04-15,10.41
2023-04-16,10.41
2023-04-17,9.951
2023-04-18,9.998
2023-04-19,10.068
2023-04-20,10.027
2023-04-21,9.851
2023-04-22,9.851
2023-04-23,9.851
2023-04-24,10.373
2023-04-25,10.018
2023-04-26,10.034
2023-04-27,10.067
2023-04-28,10.188
2023-04-29,10.188
2023-04-30,10.188
2023-05-01,10.118
2023-05-02,9.57
2023-05-03,9.28
2023-05-04,9.191
2023-05-05,9.757
2023-05-06,9.757
2023-05-07,9.757
2023-05-08,12.023
2023-05-09,12.632
2023-05-10,12.869
2023-05-11,12.846
2023-05-12,12.928
2023-05-13,12.928
2023-05-14,12.928
2023-05-15,13.363
2023-05-16,12.686
2023-05-17,13.165
2023-05-18,13.498
2023-05-19,14.062
2023-05-20,14.062
2023-05-21,14.062
2023-05-22,13.684
2023-05-23,13.571
2023-05-24,13.969
2023-05-25,13.785
2023-05-26,13.773
2023-05-27,13.773
2023-05-28,13.773
2023-05-29,13.773
2023-05-30,13.258
2023-05-31,12.999
2023-06-01,12.65
2023-06-02,13.744
2023-06-03,13.744
2023-06-04,13.744
2023-06-05,13.563
2023-06-06,14.423
2023-06-07,15.289
2023-06-08,15.335
2023-06-09,15.31
2023-06-10,15.31
2023-06-11,15.31
2023-06-12,15.953
2023-06-13,15.79
2023-06-14,15.648
2023-06-15,16.028
2023-06-16,16.001
2023-06-17,16.001
2023-06-18,16.001
2023-06-19,16.001
2023-06-20,15.77
2023-06-21,16.095
2023-06-22,15.682
2023-06-23,15.695
2023-06-24,15.695
2023-06-25,15.695
