,FE US Equity
2020-11-28,7.441
2020-11-29,7.441
2020-11-30,7.396
2020-12-01,7.566
2020-12-02,7.608
2020-12-03,7.769
2020-12-04,8.062
2020-12-05,8.062
2020-12-06,8.062
2020-12-07,8.206
2020-12-08,8.426
2020-12-09,8.532
2020-12-10,8.516
2020-12-11,8.561
2020-12-12,8.561
2020-12-13,8.561
2020-12-14,8.552
2020-12-15,8.848
2020-12-16,8.853
2020-12-17,8.735
2020-12-18,8.689
2020-12-19,8.689
2020-12-20,8.689
2020-12-21,8.589
2020-12-22,8.578
2020-12-23,8.389
2020-12-24,8.5
2020-12-25,8.5
2020-12-26,8.5
2020-12-27,8.5
2020-12-28,8.483
2020-12-29,8.509
2020-12-30,8.623
2020-12-31,8.767
2021-01-01,8.767
2021-01-02,8.767
2021-01-03,8.767
2021-01-04,8.452
2021-01-05,8.546
2021-01-06,8.678
2021-01-07,8.486
2021-01-08,8.566
2021-01-09,8.566
2021-01-10,8.566
2021-01-11,8.649
2021-01-12,8.698
2021-01-13,8.784
2021-01-14,8.915
2021-01-15,9.035
2021-01-16,9.035
2021-01-17,9.035
2021-01-18,9.035
2021-01-19,8.875
2021-01-20,9.032
2021-01-21,9.107
2021-01-22,9.166
2021-01-23,9.166
2021-01-24,9.166
2021-01-25,9.339
2021-01-26,9.359
2021-01-27,9.046
2021-01-28,9.046
2021-01-29,9.016
2021-01-30,9.016
2021-01-31,9.016
2021-02-01,9.139
2021-02-02,9.353
2021-02-03,9.497
2021-02-04,9.562
2021-02-05,9.577
2021-02-06,9.577
2021-02-07,9.577
2021-02-08,9.705
2021-02-09,9.826
2021-02-10,9.59
2021-02-11,9.4
2021-02-12,9.436
2021-02-13,9.436
2021-02-14,9.436
2021-02-15,9.436
2021-02-16,9.645
2021-02-17,9.651
2021-02-18,10.345
2021-02-19,10.022
2021-02-20,10.022
2021-02-21,10.022
2021-02-22,9.978
2021-02-23,10.145
2021-02-24,10.363
2021-02-25,10.139
2021-02-26,10.027
2021-02-27,10.027
2021-02-28,10.027
2021-03-01,10.109
2021-03-02,9.927
2021-03-03,9.955
2021-03-04,10.052
2021-03-05,10.048
2021-03-06,10.048
2021-03-07,10.048
2021-03-08,10.097
2021-03-09,10.909
2021-03-10,11.027
2021-03-11,11.059
2021-03-12,11.148
2021-03-13,11.148
2021-03-14,11.148
2021-03-15,11.25
2021-03-16,11.349
2021-03-17,11.234
2021-03-18,11.052
2021-03-19,11.126
2021-03-20,11.126
2021-03-21,11.126
2021-03-22,10.97
2021-03-23,10.976
2021-03-24,10.957
2021-03-25,10.931
2021-03-26,10.938
2021-03-27,10.938
2021-03-28,10.938
2021-03-29,11.174
2021-03-30,11.008
2021-03-31,11.072
2021-04-01,10.95
2021-04-02,10.95
2021-04-03,10.95
2021-04-04,10.95
2021-04-05,11.107
2021-04-06,11.107
2021-04-07,11.18
2021-04-08,11.167
2021-04-09,11.097
2021-04-10,11.097
2021-04-11,11.097
2021-04-12,10.818
2021-04-13,10.965
2021-04-14,10.965
2021-04-15,11.077
2021-04-16,11.13
2021-04-17,11.13
2021-04-18,11.13
2021-04-19,11.164
2021-04-20,11.706
2021-04-21,11.87
2021-04-22,11.728
2021-04-23,11.747
2021-04-24,11.747
2021-04-25,11.747
2021-04-26,11.774
2021-04-27,11.831
2021-04-28,12.008
2021-04-29,12.104
2021-04-30,12.168
2021-05-01,12.168
2021-05-02,12.168
2021-05-03,12.297
2021-05-04,12.127
2021-05-05,12.156
2021-05-06,12.133
2021-05-07,12.165
2021-05-08,12.165
2021-05-09,12.165
2021-05-10,12.207
2021-05-11,12.061
2021-05-12,11.815
2021-05-13,12.152
2021-05-14,12.194
2021-05-15,12.194
2021-05-16,12.194
2021-05-17,12.227
2021-05-18,12.258
2021-05-19,12.17
2021-05-20,12.265
2021-05-21,12.369
2021-05-22,12.369
2021-05-23,12.369
2021-05-24,12.317
2021-05-25,12.22
2021-05-26,12.207
2021-05-27,12.301
2021-05-28,12.314
2021-05-29,12.314
2021-05-30,12.314
2021-05-31,12.314
2021-06-01,12.35
2021-06-02,12.389
2021-06-03,12.496
2021-06-04,12.45
2021-06-05,12.45
2021-06-06,12.45
2021-06-07,12.528
2021-06-08,12.431
2021-06-09,12.502
2021-06-10,12.548
2021-06-11,12.59
2021-06-12,12.59
2021-06-13,12.59
2021-06-14,12.6
2021-06-15,12.629
2021-06-16,12.392
2021-06-17,12.252
2021-06-18,12.061
2021-06-19,12.061
2021-06-20,12.061
2021-06-21,12.275
2021-06-22,12.181
2021-06-23,12.002
2021-06-24,12.077
2021-06-25,12.328
2021-06-26,12.328
2021-06-27,12.328
2021-06-28,12.449
2021-06-29,12.279
2021-06-30,12.171
2021-07-01,12.318
2021-07-02,12.259
2021-07-03,12.259
2021-07-04,12.259
2021-07-05,12.259
2021-07-06,12.321
2021-07-07,12.383
2021-07-08,12.239
2021-07-09,12.275
2021-07-10,12.275
2021-07-11,12.275
2021-07-12,12.259
2021-07-13,12.109
2021-07-14,12.118
2021-07-15,12.239
2021-07-16,12.36
2021-07-17,12.36
2021-07-18,12.36
2021-07-19,12.22
2021-07-20,12.154
2021-07-21,12.15
2021-07-22,12.584
2021-07-23,12.496
2021-07-24,12.496
2021-07-25,12.496
2021-07-26,12.558
2021-07-27,12.594
2021-07-28,12.357
2021-07-29,12.328
2021-07-30,12.416
2021-07-31,12.416
2021-08-01,12.416
2021-08-02,12.461
2021-08-03,12.487
2021-08-04,12.325
2021-08-05,12.43
2021-08-06,12.388
2021-08-07,12.388
2021-08-08,12.388
2021-08-09,12.398
2021-08-10,12.395
2021-08-11,12.496
2021-08-12,12.546
2021-08-13,12.654
2021-08-14,12.654
2021-08-15,12.654
2021-08-16,12.716
2021-08-17,12.657
2021-08-18,12.516
2021-08-19,12.752
2021-08-20,12.792
2021-08-21,12.792
2021-08-22,12.792
2021-08-23,12.7
2021-08-24,12.641
2021-08-25,12.762
2021-08-26,12.612
2021-08-27,12.622
2021-08-28,12.622
2021-08-29,12.622
2021-08-30,12.648
2021-08-31,12.72
2021-09-01,12.903
2021-09-02,13.063
2021-09-03,12.955
2021-09-04,12.955
2021-09-05,12.955
2021-09-06,12.955
2021-09-07,12.589
2021-09-08,12.72
2021-09-09,12.533
2021-09-10,12.311
2021-09-11,12.311
2021-09-12,12.311
2021-09-13,12.226
2021-09-14,12.233
2021-09-15,12.347
2021-09-16,12.187
2021-09-17,11.998
2021-09-18,11.998
2021-09-19,11.998
2021-09-20,11.929
2021-09-21,11.972
2021-09-22,12.04
2021-09-23,12.004
2021-09-24,12.03
2021-09-25,12.03
2021-09-26,12.03
2021-09-27,11.994
2021-09-28,11.9
2021-09-29,11.857
2021-09-30,11.635
2021-10-01,11.748
2021-10-02,11.748
2021-10-03,11.748
2021-10-04,11.801
2021-10-05,11.87
2021-10-06,12.038
2021-10-07,11.956
2021-10-08,11.887
2021-10-09,11.887
2021-10-10,11.887
2021-10-11,11.739
2021-10-12,11.72
2021-10-13,11.697
2021-10-14,11.985
2021-10-15,12.018
2021-10-16,12.018
2021-10-17,12.018
2021-10-18,11.862
2021-10-19,12.091
2021-10-20,12.265
2021-10-21,12.232
2021-10-22,12.403
2021-10-23,12.403
2021-10-24,12.403
2021-10-25,12.278
2021-10-26,12.386
2021-10-27,12.35
2021-10-28,12.452
2021-10-29,12.659
2021-10-30,12.659
2021-10-31,12.659
2021-11-01,12.592
2021-11-02,12.708
2021-11-03,12.692
2021-11-04,12.709
2021-11-05,12.761
2021-11-06,12.761
2021-11-07,12.761
2021-11-08,12.542
2021-11-09,12.474
2021-11-10,12.689
2021-11-11,12.734
2021-11-12,12.724
2021-11-13,12.724
2021-11-14,12.724
2021-11-15,12.871
2021-11-16,12.937
2021-11-17,12.773
2021-11-18,12.62
2021-11-19,12.594
2021-11-20,12.594
2021-11-21,12.594
2021-11-22,12.659
2021-11-23,12.728
2021-11-24,12.718
2021-11-25,12.718
2021-11-26,12.391
2021-11-27,12.391
2021-11-28,12.391
2021-11-29,12.764
2021-11-30,12.309
2021-12-01,12.332
2021-12-02,12.623
2021-12-03,12.695
2021-12-04,12.695
2021-12-05,12.695
2021-12-06,12.88
2021-12-07,12.949
2021-12-08,12.827
2021-12-09,12.827
2021-12-10,12.899
2021-12-11,12.899
2021-12-12,12.899
2021-12-13,13.078
2021-12-14,13.016
2021-12-15,13.003
2021-12-16,13.232
2021-12-17,13.157
2021-12-18,13.157
2021-12-19,13.157
2021-12-20,13.222
2021-12-21,13.209
2021-12-22,13.301
2021-12-23,13.396
2021-12-24,13.396
2021-12-25,13.396
2021-12-26,13.396
2021-12-27,13.37
2021-12-28,13.548
2021-12-29,13.611
2021-12-30,13.67
2021-12-31,13.746
2022-01-01,13.746
2022-01-02,13.746
2022-01-03,13.631
2022-01-04,13.578
2022-01-05,13.485
2022-01-06,13.532
2022-01-07,13.742
2022-01-08,13.742
2022-01-09,13.742
2022-01-10,13.778
2022-01-11,13.725
2022-01-12,13.732
2022-01-13,13.791
2022-01-14,13.785
2022-01-15,13.785
2022-01-16,13.785
2022-01-17,13.785
2022-01-18,13.791
2022-01-19,13.735
2022-01-20,13.738
2022-01-21,13.705
2022-01-22,13.705
2022-01-23,13.705
2022-01-24,13.733
2022-01-25,13.722
2022-01-26,13.669
2022-01-27,13.702
2022-01-28,13.865
2022-01-29,13.865
2022-01-30,13.865
2022-01-31,13.934
2022-02-01,13.884
2022-02-02,14.057
2022-02-03,14.147
2022-02-04,13.862
2022-02-05,13.862
2022-02-06,13.862
2022-02-07,13.889
2022-02-08,14.063
2022-02-09,14.147
2022-02-10,13.882
2022-02-11,13.929
2022-02-12,13.929
2022-02-13,13.929
2022-02-14,13.619
2022-02-15,13.436
2022-02-16,13.649
2022-02-17,13.662
2022-02-18,13.616
2022-02-19,13.616
2022-02-20,13.616
2022-02-21,13.616
2022-02-22,13.606
2022-02-23,13.164
2022-02-24,13.245
2022-02-25,13.747
2022-02-26,13.747
2022-02-27,13.747
2022-02-28,13.91
2022-03-01,13.734
2022-03-02,13.85
2022-03-03,14.099
2022-03-04,14.252
2022-03-05,14.252
2022-03-06,14.252
2022-03-07,14.814
2022-03-08,14.775
2022-03-09,14.699
2022-03-10,14.682
2022-03-11,14.662
2022-03-12,14.662
2022-03-13,14.662
2022-03-14,14.804
2022-03-15,14.783
2022-03-16,14.68
2022-03-17,14.774
2022-03-18,14.469
2022-03-19,14.469
2022-03-20,14.469
2022-03-21,14.581
2022-03-22,14.564
2022-03-23,14.561
2022-03-24,14.706
2022-03-25,15.017
2022-03-26,15.017
2022-03-27,15.017
2022-03-28,15.101
2022-03-29,15.225
2022-03-30,15.339
2022-03-31,15.359
2022-04-01,15.603
2022-04-02,15.603
2022-04-03,15.603
2022-04-04,15.51
2022-04-05,15.62
2022-04-06,16.052
2022-04-07,15.901
2022-04-08,15.898
2022-04-09,15.898
2022-04-10,15.898
2022-04-11,15.701
2022-04-12,15.788
2022-04-13,15.794
2022-04-14,15.875
2022-04-15,15.875
2022-04-16,15.875
2022-04-17,15.875
2022-04-18,15.838
2022-04-19,15.914
2022-04-20,16.241
2022-04-21,16.128
2022-04-22,15.42
2022-04-23,15.42
2022-04-24,15.42
2022-04-25,15.24
2022-04-26,15.086
2022-04-27,15.006
2022-04-28,15.006
2022-04-29,14.526
2022-04-30,14.526
2022-05-01,14.526
2022-05-02,14.402
2022-05-03,14.469
2022-05-04,14.64
2022-05-05,14.376
2022-05-06,14.444
2022-05-07,14.444
2022-05-08,14.444
2022-05-09,14.271
2022-05-10,14.231
2022-05-11,14.335
2022-05-12,14.285
2022-05-13,14.376
2022-05-14,14.376
2022-05-15,14.376
2022-05-16,14.119
2022-05-17,14.45
2022-05-18,14.295
2022-05-19,14.21
2022-05-20,14.334
2022-05-21,14.334
2022-05-22,14.334
2022-05-23,14.493
2022-05-24,14.683
2022-05-25,14.652
2022-05-26,14.703
2022-05-27,14.741
2022-05-28,14.741
2022-05-29,14.741
2022-05-30,14.741
2022-05-31,14.581
2022-06-01,14.445
2022-06-02,14.371
2022-06-03,14.214
2022-06-04,14.214
2022-06-05,14.214
2022-06-06,14.213
2022-06-07,14.23
2022-06-08,14.06
2022-06-09,13.856
2022-06-10,13.795
2022-06-11,13.795
2022-06-12,13.795
2022-06-13,13.217
2022-06-14,13.044
2022-06-15,12.653
2022-06-16,12.344
2022-06-17,12.202
2022-06-18,12.202
2022-06-19,12.202
2022-06-20,12.202
2022-06-21,12.222
2022-06-22,12.307
2022-06-23,12.558
2022-06-24,12.67
2022-06-25,12.67
2022-06-26,12.67
2022-06-27,12.963
2022-06-28,12.84
2022-06-29,12.99
2022-06-30,13.044
2022-07-01,13.364
2022-07-02,13.364
2022-07-03,13.364
2022-07-04,13.364
2022-07-05,12.786
2022-07-06,12.721
2022-07-07,12.65
2022-07-08,12.616
2022-07-09,12.616
2022-07-10,12.616
2022-07-11,12.724
2022-07-12,12.721
2022-07-13,12.646
2022-07-14,12.707
2022-07-15,12.741
2022-07-16,12.741
2022-07-17,12.741
2022-07-18,12.737
2022-07-19,12.911
2022-07-20,12.839
2022-07-21,12.884
2022-07-22,13.044
2022-07-23,13.044
2022-07-24,13.044
2022-07-25,13.146
2022-07-26,13.306
2022-07-27,13.427
2022-07-28,13.724
2022-07-29,14.073
2022-07-30,14.073
2022-07-31,14.073
2022-08-01,13.874
2022-08-02,13.582
2022-08-03,13.486
2022-08-04,13.396
2022-08-05,13.265
2022-08-06,13.265
2022-08-07,13.265
2022-08-08,13.23
2022-08-09,13.465
2022-08-10,13.666
2022-08-11,13.852
2022-08-12,14.115
2022-08-13,14.115
2022-08-14,14.115
2022-08-15,14.247
2022-08-16,14.181
2022-08-17,14.136
2022-08-18,14.24
2022-08-19,14.267
2022-08-20,14.267
2022-08-21,14.267
2022-08-22,13.98
2022-08-23,13.999
2022-08-24,14.041
2022-08-25,14.155
2022-08-26,13.899
2022-08-27,13.899
2022-08-28,13.899
2022-08-29,13.87
2022-08-30,13.715
2022-08-31,13.653
2022-09-01,13.867
2022-09-02,13.777
2022-09-03,13.777
2022-09-04,13.777
2022-09-05,13.777
2022-09-06,13.711
2022-09-07,14.205
2022-09-08,14.163
2022-09-09,14.204
2022-09-10,14.204
2022-09-11,14.204
2022-09-12,14.289
2022-09-13,14.081
2022-09-14,14.18
2022-09-15,13.826
2022-09-16,14.093
2022-09-17,14.093
2022-09-18,14.093
2022-09-19,14.318
2022-09-20,14.154
2022-09-21,14.024
2022-09-22,13.86
2022-09-23,13.709
2022-09-24,13.709
2022-09-25,13.709
2022-09-26,13.271
2022-09-27,13.079
2022-09-28,13.237
2022-09-29,12.727
2022-09-30,12.665
2022-10-01,12.665
2022-10-02,12.665
2022-10-03,12.888
2022-10-04,13.333
2022-10-05,12.929
2022-10-06,12.614
2022-10-07,12.357
2022-10-08,12.357
2022-10-09,12.357
2022-10-10,12.597
2022-10-11,12.569
2022-10-12,12.374
2022-10-13,12.706
2022-10-14,12.381
2022-10-15,12.381
2022-10-16,12.381
2022-10-17,12.638
2022-10-18,12.771
2022-10-19,12.642
2022-10-20,12.355
2022-10-21,12.468
2022-10-22,12.468
2022-10-23,12.468
2022-10-24,12.629
2022-10-25,12.868
2022-10-26,12.457
2022-10-27,12.783
2022-10-28,13.068
2022-10-29,13.068
2022-10-30,13.068
2022-10-31,12.922
2022-11-01,13.166
2022-11-02,13.015
2022-11-03,13.094
2022-11-04,13.121
2022-11-05,13.121
2022-11-06,13.121
2022-11-07,12.938
2022-11-08,13.038
2022-11-09,12.872
2022-11-10,13.509
2022-11-11,13.152
2022-11-12,13.152
2022-11-13,13.152
2022-11-14,12.888
2022-11-15,13.218
2022-11-16,13.183
2022-11-17,13.092
2022-11-18,13.381
2022-11-19,13.381
2022-11-20,13.381
2022-11-21,13.426
2022-11-22,13.555
2022-11-23,13.739
2022-11-24,13.739
2022-11-25,13.861
2022-11-26,13.861
2022-11-27,13.861
2022-11-28,13.781
2022-11-29,13.84
2022-11-30,14.341
2022-12-01,14.389
2022-12-02,14.438
2022-12-03,14.438
2022-12-04,14.438
2022-12-05,14.505
2022-12-06,14.589
2022-12-07,14.635
2022-12-08,14.635
2022-12-09,14.557
2022-12-10,14.557
2022-12-11,14.557
2022-12-12,14.824
2022-12-13,14.951
2022-12-14,14.987
2022-12-15,14.85
2022-12-16,14.472
2022-12-17,14.472
2022-12-18,14.472
2022-12-19,14.5
2022-12-20,14.585
2022-12-21,14.751
2022-12-22,14.638
2022-12-23,14.85
2022-12-24,14.85
2022-12-25,14.85
2022-12-26,14.85
2022-12-27,14.947
2022-12-28,14.88
2022-12-29,14.944
2022-12-30,14.834
2022-12-31,14.834
2023-01-01,14.834
2023-01-02,14.834
2023-01-03,14.866
2023-01-04,14.976
2023-01-05,14.742
2023-01-06,14.986
2023-01-07,14.986
2023-01-08,14.986
2023-01-09,15.019
2023-01-10,15.087
2023-01-11,15.182
2023-01-12,15.264
2023-01-13,15.136
2023-01-14,15.136
2023-01-15,15.136
2023-01-16,15.136
2023-01-17,15.24
2023-01-18,14.931
2023-01-19,14.853
2023-01-20,14.96
2023-01-21,14.96
2023-01-22,14.96
2023-01-23,14.573
2023-01-24,14.604
2023-01-25,14.54
2023-01-26,14.678
2023-01-27,14.621
2023-01-28,14.621
2023-01-29,14.621
2023-01-30,14.646
2023-01-31,14.56
2023-02-01,14.628
2023-02-02,14.578
2023-02-03,14.046
2023-02-04,14.046
2023-02-05,14.046
2023-02-06,14.255
2023-02-07,14.384
2023-02-08,14.132
2023-02-09,14.125
2023-02-10,14.323
2023-02-11,14.323
2023-02-12,14.323
2023-02-13,14.51
2023-02-14,14.393
2023-02-15,14.561
2023-02-16,14.493
2023-02-17,14.657
2023-02-18,14.657
2023-02-19,14.657
2023-02-20,14.657
2023-02-21,14.497
2023-02-22,14.282
2023-02-23,14.135
2023-02-24,14.255
2023-02-25,14.255
2023-02-26,14.255
2023-02-27,14.294
2023-02-28,14.162
2023-03-01,13.875
2023-03-02,13.997
2023-03-03,14.24
2023-03-04,14.24
2023-03-05,14.24
2023-03-06,14.319
2023-03-07,14.036
2023-03-08,14.233
2023-03-09,14.038
2023-03-10,13.658
2023-03-11,13.658
2023-03-12,13.658
2023-03-13,13.912
2023-03-14,14.052
2023-03-15,14.242
2023-03-16,14.396
2023-03-17,14.264
2023-03-18,14.264
2023-03-19,14.264
2023-03-20,14.457
2023-03-21,14.104
2023-03-22,13.739
2023-03-23,13.516
2023-03-24,14.019
2023-03-25,14.019
2023-03-26,14.019
2023-03-27,13.984
2023-03-28,13.837
2023-03-29,14.077
2023-03-30,14.181
2023-03-31,14.353
2023-04-01,14.353
2023-04-02,14.353
2023-04-03,14.26
2023-04-04,14.368
2023-04-05,14.909
2023-04-06,14.941
2023-04-07,14.941
2023-04-08,14.941
2023-04-09,14.941
2023-04-10,14.855
2023-04-11,14.995
2023-04-12,14.855
2023-04-13,14.806
2023-04-14,14.677
2023-04-15,14.677
2023-04-16,14.677
2023-04-17,14.684
2023-04-18,14.553
2023-04-19,14.668
2023-04-20,14.626
2023-04-21,14.655
2023-04-22,14.655
2023-04-23,14.655
2023-04-24,14.691
2023-04-25,14.796
2023-04-26,14.63
2023-04-27,14.788
2023-04-28,14.319
2023-04-29,14.319
2023-04-30,14.319
2023-05-01,14.035
2023-05-02,13.894
2023-05-03,14.006
2023-05-04,14.141
2023-05-05,14.428
2023-05-06,14.428
2023-05-07,14.428
2023-05-08,14.206
2023-05-09,14.141
2023-05-10,14.375
2023-05-11,14.331
2023-05-12,14.357
2023-05-13,14.357
2023-05-14,14.357
2023-05-15,14.12
2023-05-16,13.876
2023-05-17,13.945
2023-05-18,13.818
2023-05-19,13.738
2023-05-20,13.738
2023-05-21,13.738
2023-05-22,13.754
2023-05-23,13.758
2023-05-24,13.693
2023-05-25,13.439
2023-05-26,13.326
2023-05-27,13.326
2023-05-28,13.326
2023-05-29,13.326
2023-05-30,13.431
2023-05-31,13.573
2023-06-01,13.461
2023-06-02,13.65
2023-06-03,13.65
2023-06-04,13.65
2023-06-05,13.809
2023-06-06,13.677
2023-06-07,13.934
2023-06-08,14.097
2023-06-09,13.974
2023-06-10,13.974
2023-06-11,13.974
2023-06-12,14.024
2023-06-13,14.024
2023-06-14,14.05
2023-06-15,14.155
2023-06-16,14.098
2023-06-17,14.098
2023-06-18,14.098
2023-06-19,14.098
2023-06-20,14.167
2023-06-21,14.225
2023-06-22,14.142
2023-06-23,13.878
