,LYB US Equity
2022-01-18,5.358
2022-01-19,5.353
2022-01-20,5.108
2022-01-21,4.996
2022-01-22,4.996
2022-01-23,4.996
2022-01-24,4.955
2022-01-25,4.946
2022-01-26,4.936
2022-01-27,5.086
2022-01-28,5.098
2022-01-29,5.098
2022-01-30,5.098
2022-01-31,5.202
2022-02-01,5.459
2022-02-02,5.419
2022-02-03,5.401
2022-02-04,5.413
2022-02-05,5.413
2022-02-06,5.413
2022-02-07,5.373
2022-02-08,5.471
2022-02-09,5.541
2022-02-10,5.508
2022-02-11,5.488
2022-02-12,5.488
2022-02-13,5.488
2022-02-14,5.382
2022-02-15,5.473
2022-02-16,5.543
2022-02-17,5.425
2022-02-18,5.365
2022-02-19,5.365
2022-02-20,5.365
2022-02-21,5.365
2022-02-22,5.35
2022-02-23,5.291
2022-02-24,5.076
2022-02-25,5.266
2022-02-26,5.266
2022-02-27,5.266
2022-02-28,5.287
2022-03-01,5.08
2022-03-02,5.319
2022-03-03,5.428
2022-03-04,5.342
2022-03-05,5.342
2022-03-06,5.342
2022-03-07,5.213
2022-03-08,5.28
2022-03-09,5.411
2022-03-10,5.484
2022-03-11,5.712
2022-03-12,5.712
2022-03-13,5.712
2022-03-14,5.737
2022-03-15,5.448
2022-03-16,5.569
2022-03-17,5.755
2022-03-18,5.713
2022-03-19,5.713
2022-03-20,5.713
2022-03-21,5.853
2022-03-22,5.833
2022-03-23,5.781
2022-03-24,5.945
2022-03-25,5.975
2022-03-26,5.975
2022-03-27,5.975
2022-03-28,5.85
2022-03-29,5.819
2022-03-30,5.827
2022-03-31,5.702
2022-04-01,5.731
2022-04-02,5.731
2022-04-03,5.731
2022-04-04,5.574
2022-04-05,5.543
2022-04-06,5.421
2022-04-07,5.464
2022-04-08,5.536
2022-04-09,5.536
2022-04-10,5.536
2022-04-11,5.529
2022-04-12,5.645
2022-04-13,5.776
2022-04-14,5.866
2022-04-15,5.866
2022-04-16,5.866
2022-04-17,5.866
2022-04-18,5.941
2022-04-19,6.031
2022-04-20,6.061
2022-04-21,6.061
2022-04-22,5.817
2022-04-23,5.817
2022-04-24,5.817
2022-04-25,5.737
2022-04-26,5.685
2022-04-27,5.743
2022-04-28,5.91
2022-04-29,5.906
2022-04-30,5.906
2022-05-01,5.906
2022-05-02,5.778
2022-05-03,5.934
2022-05-04,6.162
2022-05-05,5.891
2022-05-06,5.827
2022-05-07,5.827
2022-05-08,5.827
2022-05-09,5.635
2022-05-10,5.583
2022-05-11,5.677
2022-05-12,5.591
2022-05-13,5.642
2022-05-14,5.642
2022-05-15,5.642
2022-05-16,5.678
2022-05-17,5.889
2022-05-18,5.831
2022-05-19,5.764
2022-05-20,5.704
2022-05-21,5.704
2022-05-22,5.704
2022-05-23,5.643
2022-05-24,5.629
2022-05-25,5.765
2022-05-26,5.44
2022-05-27,5.713
2022-05-28,5.713
2022-05-29,5.713
2022-05-30,5.713
2022-05-31,5.809
2022-06-01,5.812
2022-06-02,5.859
2022-06-03,5.781
2022-06-04,5.781
2022-06-05,5.781
2022-06-06,5.912
2022-06-07,6.045
2022-06-08,6.153
2022-06-09,6.054
2022-06-10,5.738
2022-06-11,5.738
2022-06-12,5.738
2022-06-13,5.459
2022-06-14,5.453
2022-06-15,5.378
2022-06-16,5.1
2022-06-17,5.017
2022-06-18,5.017
2022-06-19,5.017
2022-06-20,5.017
2022-06-21,5.14
2022-06-22,4.934
2022-06-23,4.763
2022-06-24,5.03
2022-06-25,5.03
2022-06-26,5.03
2022-06-27,4.971
2022-06-28,4.982
2022-06-29,4.95
2022-06-30,4.928
2022-07-01,4.939
2022-07-02,4.939
2022-07-03,4.939
2022-07-04,4.939
2022-07-05,4.795
2022-07-06,4.847
2022-07-07,5.0
2022-07-08,4.929
2022-07-09,4.929
2022-07-10,4.929
2022-07-11,4.967
2022-07-12,4.988
2022-07-13,4.925
2022-07-14,4.868
2022-07-15,4.935
2022-07-16,4.935
2022-07-17,4.935
2022-07-18,5.032
2022-07-19,5.203
2022-07-20,5.183
2022-07-21,5.067
2022-07-22,5.054
2022-07-23,5.054
2022-07-24,5.054
2022-07-25,5.097
2022-07-26,5.077
2022-07-27,5.148
2022-07-28,5.157
2022-07-29,5.185
2022-07-30,5.185
2022-07-31,5.185
2022-08-01,5.14
2022-08-02,5.172
2022-08-03,5.183
2022-08-04,5.114
2022-08-05,5.121
2022-08-06,5.121
2022-08-07,5.121
2022-08-08,5.144
2022-08-09,5.219
2022-08-10,5.323
2022-08-11,5.467
2022-08-12,5.522
2022-08-13,5.522
2022-08-14,5.522
2022-08-15,5.415
2022-08-16,5.466
2022-08-17,5.371
2022-08-18,5.452
2022-08-19,5.344
2022-08-20,5.344
2022-08-21,5.344
2022-08-22,5.272
2022-08-23,5.401
2022-08-24,5.284
2022-08-25,5.431
2022-08-26,5.27
2022-08-27,5.27
2022-08-28,5.27
2022-08-29,5.34
2022-08-30,5.202
2022-08-31,5.163
2022-09-01,5.088
2022-09-02,5.021
2022-09-03,5.021
2022-09-04,5.021
2022-09-05,5.021
2022-09-06,5.008
2022-09-07,5.066
2022-09-08,5.128
2022-09-09,5.351
2022-09-10,5.351
2022-09-11,5.351
2022-09-12,5.426
2022-09-13,5.209
2022-09-14,5.267
2022-09-15,5.283
2022-09-16,5.162
2022-09-17,5.162
2022-09-18,5.162
2022-09-19,5.299
2022-09-20,5.254
2022-09-21,5.338
2022-09-22,5.296
2022-09-23,5.158
2022-09-24,5.158
2022-09-25,5.158
2022-09-26,5.096
2022-09-27,5.173
2022-09-28,5.329
2022-09-29,5.281
2022-09-30,5.314
2022-10-01,5.314
2022-10-02,5.314
2022-10-03,5.521
2022-10-04,5.791
2022-10-05,5.808
2022-10-06,5.753
2022-10-07,5.645
2022-10-08,5.645
2022-10-09,5.645
2022-10-10,5.637
2022-10-11,5.613
2022-10-12,5.789
2022-10-13,5.969
2022-10-14,5.916
2022-10-15,5.916
2022-10-16,5.916
2022-10-17,5.955
2022-10-18,6.1
2022-10-19,6.007
2022-10-20,6.01
2022-10-21,6.247
2022-10-22,6.247
2022-10-23,6.247
2022-10-24,6.181
2022-10-25,6.228
2022-10-26,6.252
2022-10-27,6.274
2022-10-28,6.232
2022-10-29,6.232
2022-10-30,6.232
2022-10-31,6.321
2022-11-01,6.572
2022-11-02,6.642
2022-11-03,6.609
2022-11-04,7.106
2022-11-05,7.106
2022-11-06,7.106
2022-11-07,7.103
2022-11-08,7.184
2022-11-09,6.87
2022-11-10,7.187
2022-11-11,7.623
2022-11-12,7.623
2022-11-13,7.623
2022-11-14,7.46
2022-11-15,7.116
2022-11-16,6.9
2022-11-17,6.825
2022-11-18,6.867
2022-11-19,6.867
2022-11-20,6.867
2022-11-21,6.947
2022-11-22,7.299
2022-11-23,7.35
2022-11-24,7.35
2022-11-25,7.341
2022-11-26,7.341
2022-11-27,7.341
2022-11-28,7.084
2022-11-29,7.176
2022-11-30,7.19
2022-12-01,7.213
2022-12-02,7.235
2022-12-03,7.235
2022-12-04,7.235
2022-12-05,7.113
2022-12-06,7.014
2022-12-07,6.96
2022-12-08,6.952
2022-12-09,6.942
2022-12-10,6.942
2022-12-11,6.942
2022-12-12,7.07
2022-12-13,7.169
2022-12-14,7.145
2022-12-15,6.884
2022-12-16,6.876
2022-12-17,6.876
2022-12-18,6.876
2022-12-19,6.852
2022-12-20,6.89
2022-12-21,7.023
2022-12-22,6.948
2022-12-23,7.089
2022-12-24,7.089
2022-12-25,7.089
2022-12-26,7.089
2022-12-27,7.142
2022-12-28,7.001
2022-12-29,7.069
2022-12-30,7.08
2022-12-31,7.08
2023-01-01,7.08
2023-01-02,7.08
2023-01-03,7.164
2023-01-04,7.422
2023-01-05,7.511
2023-01-06,7.785
2023-01-07,7.785
2023-01-08,7.785
2023-01-09,7.892
2023-01-10,7.934
2023-01-11,7.961
2023-01-12,8.037
2023-01-13,8.043
2023-01-14,8.043
2023-01-15,8.043
2023-01-16,8.043
2023-01-17,7.859
2023-01-18,7.793
2023-01-19,7.747
2023-01-20,7.92
2023-01-21,7.92
2023-01-22,7.92
2023-01-23,7.975
2023-01-24,7.958
2023-01-25,7.977
2023-01-26,8.14
2023-01-27,8.199
2023-01-28,8.199
2023-01-29,8.199
2023-01-30,8.105
2023-01-31,8.188
2023-02-01,8.228
2023-02-02,8.16
2023-02-03,8.355
2023-02-04,8.355
2023-02-05,8.355
2023-02-06,8.65
2023-02-07,8.782
2023-02-08,8.724
2023-02-09,8.7
2023-02-10,8.887
2023-02-11,8.887
2023-02-12,8.887
2023-02-13,8.99
2023-02-14,8.912
2023-02-15,8.91
2023-02-16,8.789
2023-02-17,8.7
2023-02-18,8.7
2023-02-19,8.7
2023-02-20,8.7
2023-02-21,8.487
2023-02-22,8.482
2023-02-23,8.46
2023-02-24,8.614
2023-02-25,8.614
2023-02-26,8.614
2023-02-27,8.535
2023-02-28,8.516
2023-03-01,8.648
2023-03-02,8.667
2023-03-03,8.733
2023-03-04,8.733
2023-03-05,8.733
2023-03-06,8.499
2023-03-07,8.287
2023-03-08,8.353
2023-03-09,8.116
2023-03-10,7.918
2023-03-11,7.918
2023-03-12,7.918
2023-03-13,7.742
2023-03-14,7.756
2023-03-15,7.469
2023-03-16,7.547
2023-03-17,7.576
2023-03-18,7.576
2023-03-19,7.576
2023-03-20,7.784
2023-03-21,7.904
2023-03-22,7.751
2023-03-23,7.659
2023-03-24,7.733
2023-03-25,7.733
2023-03-26,7.733
2023-03-27,7.796
2023-03-28,8.021
2023-03-29,8.155
2023-03-30,8.274
2023-03-31,8.362
2023-04-01,8.362
2023-04-02,8.362
2023-04-03,8.497
2023-04-04,8.339
2023-04-05,8.414
2023-04-06,8.421
2023-04-07,8.421
2023-04-08,8.421
2023-04-09,8.421
2023-04-10,8.447
2023-04-11,8.474
2023-04-12,8.628
2023-04-13,8.613
2023-04-14,8.684
2023-04-15,8.684
2023-04-16,8.684
2023-04-17,8.705
2023-04-18,8.694
2023-04-19,8.626
2023-04-20,8.506
2023-04-21,8.397
2023-04-22,8.397
2023-04-23,8.397
2023-04-24,8.515
2023-04-25,8.144
2023-04-26,8.108
2023-04-27,8.173
2023-04-28,8.493
2023-04-29,8.493
2023-04-30,8.493
2023-05-01,8.491
2023-05-02,8.373
2023-05-03,8.149
2023-05-04,8.217
2023-05-05,8.415
2023-05-06,8.415
2023-05-07,8.415
2023-05-08,8.353
2023-05-09,8.238
2023-05-10,8.172
2023-05-11,8.013
2023-05-12,8.095
2023-05-13,8.095
2023-05-14,8.095
2023-05-15,8.195
2023-05-16,8.023
2023-05-17,8.109
2023-05-18,8.189
2023-05-19,8.267
2023-05-20,8.267
2023-05-21,8.267
2023-05-22,8.265
2023-05-23,8.27
2023-05-24,8.162
2023-05-25,8.091
2023-05-26,8.072
2023-05-27,8.072
2023-05-28,8.072
2023-05-29,8.072
2023-05-30,8.031
2023-05-31,7.798
2023-06-01,7.83
2023-06-02,8.125
2023-06-03,8.125
2023-06-04,8.125
2023-06-05,8.13
2023-06-06,7.981
2023-06-07,8.271
2023-06-08,8.112
2023-06-09,7.943
2023-06-10,7.943
2023-06-11,7.943
2023-06-12,7.945
2023-06-13,8.103
2023-06-14,8.066
2023-06-15,8.17
2023-06-16,8.212
2023-06-17,8.212
2023-06-18,8.212
2023-06-19,8.212
2023-06-20,7.963
2023-06-21,7.957
2023-06-22,7.848
