,AVNT US Equity
2021-02-26,11.478
2021-02-27,11.478
2021-02-28,11.478
2021-03-01,11.956
2021-03-02,11.942
2021-03-03,12.54
2021-03-04,12.001
2021-03-05,12.466
2021-03-06,12.466
2021-03-07,12.466
2021-03-08,12.617
2021-03-09,12.519
2021-03-10,12.885
2021-03-11,13.071
2021-03-12,13.353
2021-03-13,13.353
2021-03-14,13.353
2021-03-15,13.313
2021-03-16,13.185
2021-03-17,13.543
2021-03-18,13.657
2021-03-19,13.561
2021-03-20,13.561
2021-03-21,13.561
2021-03-22,13.044
2021-03-23,11.897
2021-03-24,12.126
2021-03-25,12.804
2021-03-26,13.097
2021-03-27,13.097
2021-03-28,13.097
2021-03-29,12.649
2021-03-30,12.727
2021-03-31,12.607
2021-04-01,12.788
2021-04-02,12.788
2021-04-03,12.788
2021-04-04,12.788
2021-04-05,13.105
2021-04-06,13.039
2021-04-07,12.847
2021-04-08,12.876
2021-04-09,13.049
2021-04-10,13.049
2021-04-11,13.049
2021-04-12,13.116
2021-04-13,12.913
2021-04-14,13.167
2021-04-15,13.177
2021-04-16,13.463
2021-04-17,13.463
2021-04-18,13.463
2021-04-19,13.292
2021-04-20,13.007
2021-04-21,13.257
2021-04-22,12.999
2021-04-23,13.359
2021-04-24,13.359
2021-04-25,13.359
2021-04-26,13.479
2021-04-27,13.42
2021-04-28,13.471
2021-04-29,13.391
2021-04-30,13.54
2021-05-01,13.54
2021-05-02,13.54
2021-05-03,11.698
2021-05-04,11.61
2021-05-05,11.964
2021-05-06,11.991
2021-05-07,12.087
2021-05-08,12.087
2021-05-09,12.087
2021-05-10,11.86
2021-05-11,12.009
2021-05-12,11.52
2021-05-13,11.869
2021-05-14,12.069
2021-05-15,12.069
2021-05-16,12.069
2021-05-17,12.013
2021-05-18,11.752
2021-05-19,11.597
2021-05-20,11.568
2021-05-21,11.897
2021-05-22,11.897
2021-05-23,11.897
2021-05-24,12.008
2021-05-25,11.699
2021-05-26,11.849
2021-05-27,11.975
2021-05-28,11.98
2021-05-29,11.98
2021-05-30,11.98
2021-05-31,11.98
2021-06-01,12.194
2021-06-02,11.658
2021-06-03,11.682
2021-06-04,11.687
2021-06-05,11.687
2021-06-06,11.687
2021-06-07,11.601
2021-06-08,11.606
2021-06-09,11.466
2021-06-10,11.314
2021-06-11,11.509
2021-06-12,11.509
2021-06-13,11.509
2021-06-14,9.002
2021-06-15,9.171
2021-06-16,9.146
2021-06-17,8.755
2021-06-18,8.513
2021-06-19,8.513
2021-06-20,8.513
2021-06-21,8.802
2021-06-22,8.784
2021-06-23,8.865
2021-06-24,8.784
2021-06-25,8.829
2021-06-26,8.829
2021-06-27,8.829
2021-06-28,8.719
2021-06-29,8.696
2021-06-30,8.861
2021-07-01,8.878
2021-07-02,8.753
2021-07-03,8.753
2021-07-04,8.753
2021-07-05,8.753
2021-07-06,8.411
2021-07-07,8.562
2021-07-08,8.362
2021-07-09,8.647
2021-07-10,8.647
2021-07-11,8.647
2021-07-12,8.696
2021-07-13,8.56
2021-07-14,8.523
2021-07-15,8.571
2021-07-16,8.339
2021-07-17,8.339
2021-07-18,8.339
2021-07-19,8.122
2021-07-20,8.393
2021-07-21,8.517
2021-07-22,8.501
2021-07-23,8.643
2021-07-24,8.643
2021-07-25,8.643
2021-07-26,8.669
2021-07-27,8.625
2021-07-28,8.641
2021-07-29,8.782
2021-07-30,8.746
2021-07-31,8.746
2021-08-01,8.746
2021-08-02,9.168
2021-08-03,9.282
2021-08-04,8.921
2021-08-05,9.047
2021-08-06,9.257
2021-08-07,9.257
2021-08-08,9.257
2021-08-09,9.17
2021-08-10,9.36
2021-08-11,9.454
2021-08-12,9.543
2021-08-13,9.644
2021-08-14,9.644
2021-08-15,9.644
2021-08-16,9.563
2021-08-17,9.497
2021-08-18,9.553
2021-08-19,9.197
2021-08-20,9.381
2021-08-21,9.381
2021-08-22,9.381
2021-08-23,9.569
2021-08-24,9.663
2021-08-25,9.752
2021-08-26,9.827
2021-08-27,10.144
2021-08-28,10.144
2021-08-29,10.144
2021-08-30,10.085
2021-08-31,10.067
2021-09-01,9.758
2021-09-02,9.688
2021-09-03,9.599
2021-09-04,9.599
2021-09-05,9.599
2021-09-06,9.599
2021-09-07,9.366
2021-09-08,9.155
2021-09-09,9.244
2021-09-10,9.138
2021-09-11,9.138
2021-09-12,9.138
2021-09-13,9.217
2021-09-14,9.081
2021-09-15,9.228
2021-09-16,9.118
2021-09-17,8.895
2021-09-18,8.895
2021-09-19,8.895
2021-09-20,8.744
2021-09-21,8.646
2021-09-22,8.835
2021-09-23,9.114
2021-09-24,9.06
2021-09-25,9.06
2021-09-26,9.06
2021-09-27,9.272
2021-09-28,9.14
2021-09-29,9.18
2021-09-30,8.998
2021-10-01,9.126
2021-10-02,9.126
2021-10-03,9.126
2021-10-04,9.157
2021-10-05,9.33
2021-10-06,9.147
2021-10-07,9.378
2021-10-08,9.347
2021-10-09,9.347
2021-10-10,9.347
2021-10-11,9.305
2021-10-12,9.34
2021-10-13,9.34
2021-10-14,9.64
2021-10-15,9.934
2021-10-16,9.934
2021-10-17,9.934
2021-10-18,9.902
2021-10-19,9.93
2021-10-20,10.155
2021-10-21,10.201
2021-10-22,10.378
2021-10-23,10.378
2021-10-24,10.378
2021-10-25,10.823
2021-10-26,10.861
2021-10-27,10.384
2021-10-28,10.677
2021-10-29,10.46
2021-10-30,10.46
2021-10-31,10.46
2021-11-01,10.833
2021-11-02,10.786
2021-11-03,10.918
2021-11-04,11.275
2021-11-05,11.351
2021-11-06,11.351
2021-11-07,11.351
2021-11-08,11.481
2021-11-09,11.555
2021-11-10,11.367
2021-11-11,11.591
2021-11-12,11.606
2021-11-13,11.606
2021-11-14,11.606
2021-11-15,11.687
2021-11-16,11.948
2021-11-17,11.949
2021-11-18,11.936
2021-11-19,11.773
2021-11-20,11.773
2021-11-21,11.773
2021-11-22,11.716
2021-11-23,11.787
2021-11-24,11.653
2021-11-25,11.653
2021-11-26,11.259
2021-11-27,11.259
2021-11-28,11.259
2021-11-29,11.267
2021-11-30,10.79
2021-12-01,10.673
2021-12-02,11.196
2021-12-03,10.986
2021-12-04,10.986
2021-12-05,10.986
2021-12-06,11.163
2021-12-07,11.147
2021-12-08,11.051
2021-12-09,10.804
2021-12-10,10.939
2021-12-11,10.939
2021-12-12,10.939
2021-12-13,10.539
2021-12-14,10.512
2021-12-15,10.512
2021-12-16,10.417
2021-12-17,10.44
2021-12-18,10.44
2021-12-19,10.44
2021-12-20,10.17
2021-12-21,10.57
2021-12-22,10.72
2021-12-23,10.789
2021-12-24,10.789
2021-12-25,10.789
2021-12-26,10.789
2021-12-27,11.049
2021-12-28,11.077
2021-12-29,11.217
2021-12-30,10.98
2021-12-31,11.023
2022-01-01,11.023
2022-01-02,11.023
2022-01-03,11.134
2022-01-04,11.345
2022-01-05,11.065
2022-01-06,11.075
2022-01-07,11.041
2022-01-08,11.041
2022-01-09,11.041
2022-01-10,10.771
2022-01-11,10.931
2022-01-12,10.878
2022-01-13,10.832
2022-01-14,10.822
2022-01-15,10.822
2022-01-16,10.822
2022-01-17,10.822
2022-01-18,10.641
2022-01-19,10.413
2022-01-20,10.192
2022-01-21,9.977
2022-01-22,9.977
2022-01-23,9.977
2022-01-24,10.22
2022-01-25,10.094
2022-01-26,10.027
2022-01-27,9.837
2022-01-28,9.743
2022-01-29,9.743
2022-01-30,9.743
2022-01-31,9.806
2022-02-01,9.973
2022-02-02,9.977
2022-02-03,9.721
2022-02-04,9.51
2022-02-05,9.51
2022-02-06,9.51
2022-02-07,9.607
2022-02-08,10.036
2022-02-09,10.855
2022-02-10,10.73
2022-02-11,10.775
2022-02-12,10.775
2022-02-13,10.775
2022-02-14,10.775
2022-02-15,11.312
2022-02-16,11.261
2022-02-17,11.021
2022-02-18,10.757
2022-02-19,10.757
2022-02-20,10.757
2022-02-21,10.757
2022-02-22,10.724
2022-02-23,10.474
2022-02-24,10.3
2022-02-25,10.833
2022-02-26,10.833
2022-02-27,10.833
2022-02-28,10.83
2022-03-01,10.402
2022-03-02,10.776
2022-03-03,10.716
2022-03-04,10.381
2022-03-05,10.381
2022-03-06,10.381
2022-03-07,9.713
2022-03-08,9.643
2022-03-09,10.183
2022-03-10,10.145
2022-03-11,10.014
2022-03-12,10.014
2022-03-13,10.014
2022-03-14,9.96
2022-03-15,9.997
2022-03-16,10.443
2022-03-17,10.614
2022-03-18,10.532
2022-03-19,10.532
2022-03-20,10.532
2022-03-21,10.521
2022-03-22,10.466
2022-03-23,10.229
2022-03-24,10.211
2022-03-25,10.159
2022-03-26,10.159
2022-03-27,10.159
2022-03-28,10.079
2022-03-29,10.454
2022-03-30,10.159
2022-03-31,9.874
2022-04-01,10.015
2022-04-02,10.015
2022-04-03,10.015
2022-04-04,9.976
2022-04-05,9.789
2022-04-06,9.47
2022-04-07,9.442
2022-04-08,9.326
2022-04-09,9.326
2022-04-10,9.326
2022-04-11,9.462
2022-04-12,9.491
2022-04-13,9.672
2022-04-14,9.575
2022-04-15,9.575
2022-04-16,9.575
2022-04-17,9.575
2022-04-18,9.575
2022-04-19,9.813
2022-04-20,11.018
2022-04-21,12.169
2022-04-22,11.812
2022-04-23,11.812
2022-04-24,11.812
2022-04-25,11.848
2022-04-26,11.473
2022-04-27,11.457
2022-04-28,11.544
2022-04-29,11.276
2022-04-30,11.276
2022-05-01,11.276
2022-05-02,11.25
2022-05-03,11.427
2022-05-04,11.885
2022-05-05,11.431
2022-05-06,11.163
2022-05-07,11.163
2022-05-08,11.163
2022-05-09,10.925
2022-05-10,10.687
2022-05-11,10.483
2022-05-12,10.545
2022-05-13,10.747
2022-05-14,10.747
2022-05-15,10.747
2022-05-16,10.641
2022-05-17,11.044
2022-05-18,10.811
2022-05-19,10.751
2022-05-20,10.683
2022-05-21,10.683
2022-05-22,10.683
2022-05-23,10.923
2022-05-24,10.747
2022-05-25,11.017
2022-05-26,11.196
2022-05-27,11.386
2022-05-28,11.386
2022-05-29,11.386
2022-05-30,11.386
2022-05-31,11.267
2022-06-01,11.147
2022-06-02,11.72
2022-06-03,11.654
2022-06-04,11.654
2022-06-05,11.654
2022-06-06,11.77
2022-06-07,11.981
2022-06-08,11.603
2022-06-09,11.512
2022-06-10,10.799
2022-06-11,10.799
2022-06-12,10.799
2022-06-13,10.286
2022-06-14,10.179
2022-06-15,10.195
2022-06-16,9.276
2022-06-17,9.414
2022-06-18,9.414
2022-06-19,9.414
2022-06-20,9.414
2022-06-21,9.458
2022-06-22,9.435
2022-06-23,9.329
2022-06-24,9.895
2022-06-25,9.895
2022-06-26,9.895
2022-06-27,9.502
2022-06-28,9.372
2022-06-29,9.249
2022-06-30,9.117
2022-07-01,8.922
2022-07-02,8.922
2022-07-03,8.922
2022-07-04,8.922
2022-07-05,8.753
2022-07-06,8.703
2022-07-07,9.026
2022-07-08,9.241
2022-07-09,9.241
2022-07-10,9.241
2022-07-11,9.219
2022-07-12,9.252
2022-07-13,9.245
2022-07-14,9.219
2022-07-15,9.495
2022-07-16,9.495
2022-07-17,9.495
2022-07-18,9.559
2022-07-19,10.087
2022-07-20,10.082
2022-07-21,10.167
2022-07-22,10.141
2022-07-23,10.141
2022-07-24,10.141
2022-07-25,10.292
2022-07-26,9.797
2022-07-27,10.42
2022-07-28,10.386
2022-07-29,10.552
2022-07-30,10.552
2022-07-31,10.552
2022-08-01,10.498
2022-08-02,10.283
2022-08-03,10.501
2022-08-04,10.547
2022-08-05,10.65
2022-08-06,10.65
2022-08-07,10.65
2022-08-08,10.772
2022-08-09,10.777
2022-08-10,11.19
2022-08-11,10.997
2022-08-12,11.87
2022-08-13,11.87
2022-08-14,11.87
2022-08-15,11.936
2022-08-16,12.011
2022-08-17,11.56
2022-08-18,11.645
2022-08-19,11.552
2022-08-20,11.552
2022-08-21,11.552
2022-08-22,11.099
2022-08-23,11.201
2022-08-24,11.128
2022-08-25,11.419
2022-08-26,10.912
2022-08-27,10.912
2022-08-28,10.912
2022-08-29,10.747
2022-08-30,10.716
2022-08-31,10.628
2022-09-01,10.493
2022-09-02,10.367
2022-09-03,10.367
2022-09-04,10.367
2022-09-05,10.367
2022-09-06,9.673
2022-09-07,10.131
2022-09-08,10.274
2022-09-09,10.51
2022-09-10,10.51
2022-09-11,10.51
2022-09-12,10.483
2022-09-13,9.843
2022-09-14,9.414
2022-09-15,9.281
2022-09-16,8.974
2022-09-17,8.974
2022-09-18,8.974
2022-09-19,9.242
2022-09-20,8.962
2022-09-21,8.654
2022-09-22,8.61
2022-09-23,8.293
2022-09-24,8.293
2022-09-25,8.293
2022-09-26,8.034
2022-09-27,7.873
2022-09-28,8.005
2022-09-29,7.767
2022-09-30,7.685
2022-10-01,7.685
2022-10-02,7.685
2022-10-03,8.213
2022-10-04,9.002
2022-10-05,8.774
2022-10-06,8.596
2022-10-07,8.147
2022-10-08,8.147
2022-10-09,8.147
2022-10-10,8.091
2022-10-11,8.038
2022-10-12,8.057
2022-10-13,8.176
2022-10-14,8.346
2022-10-15,8.346
2022-10-16,8.346
2022-10-17,8.742
2022-10-18,8.98
2022-10-19,8.71
2022-10-20,8.535
2022-10-21,8.758
2022-10-22,8.758
2022-10-23,8.758
2022-10-24,8.47
2022-10-25,9.194
2022-10-26,9.245
2022-10-27,9.242
2022-10-28,9.364
2022-10-29,9.364
2022-10-30,9.364
2022-10-31,9.329
2022-11-01,9.464
2022-11-02,8.166
2022-11-03,7.79
2022-11-04,8.374
2022-11-05,8.374
2022-11-06,8.374
2022-11-07,9.29
2022-11-08,9.293
2022-11-09,9.192
2022-11-10,10.202
2022-11-11,10.614
2022-11-12,10.614
2022-11-13,10.614
2022-11-14,10.643
2022-11-15,10.586
2022-11-16,10.421
2022-11-17,10.149
2022-11-18,10.31
2022-11-19,10.31
2022-11-20,10.31
2022-11-21,10.066
2022-11-22,10.551
2022-11-23,10.741
2022-11-24,10.741
2022-11-25,10.741
2022-11-26,10.741
2022-11-27,10.741
2022-11-28,10.37
2022-11-29,10.557
2022-11-30,10.966
2022-12-01,11.14
2022-12-02,11.292
2022-12-03,11.292
2022-12-04,11.292
2022-12-05,10.972
2022-12-06,10.684
2022-12-07,10.687
2022-12-08,10.735
2022-12-09,10.868
2022-12-10,10.868
2022-12-11,10.868
2022-12-12,10.994
2022-12-13,11.172
2022-12-14,10.998
2022-12-15,10.643
2022-12-16,10.681
2022-12-17,10.681
2022-12-18,10.681
2022-12-19,10.4
2022-12-20,10.973
2022-12-21,11.329
2022-12-22,10.87
2022-12-23,11.131
2022-12-24,11.131
2022-12-25,11.131
2022-12-26,11.131
2022-12-27,11.154
2022-12-28,10.818
2022-12-29,11.247
2022-12-30,11.144
2022-12-31,11.144
2023-01-01,11.144
2023-01-02,11.144
2023-01-03,11.214
2023-01-04,11.768
2023-01-05,11.867
2023-01-06,12.501
2023-01-07,12.501
2023-01-08,12.501
2023-01-09,12.491
2023-01-10,12.656
2023-01-11,12.679
2023-01-12,12.544
2023-01-13,12.696
2023-01-14,12.696
2023-01-15,12.696
2023-01-16,12.696
2023-01-17,12.557
2023-01-18,12.417
2023-01-19,12.224
2023-01-20,11.828
2023-01-21,11.828
2023-01-22,11.828
2023-01-23,12.07
2023-01-24,12.085
2023-01-25,12.054
2023-01-26,12.208
2023-01-27,12.288
2023-01-28,12.288
2023-01-29,12.288
2023-01-30,12.315
2023-01-31,12.627
2023-02-01,12.823
2023-02-02,13.275
2023-02-03,12.898
2023-02-04,12.898
2023-02-05,12.898
2023-02-06,12.596
2023-02-07,12.745
2023-02-08,12.396
2023-02-09,11.923
2023-02-10,11.804
2023-02-11,11.804
2023-02-12,11.804
2023-02-13,12.119
2023-02-14,12.047
2023-02-15,13.727
2023-02-16,13.65
2023-02-17,13.929
2023-02-18,13.929
2023-02-19,13.929
2023-02-20,13.929
2023-02-21,13.391
2023-02-22,13.621
2023-02-23,14.304
2023-02-24,14.538
2023-02-25,14.538
2023-02-26,14.538
2023-02-27,14.349
2023-02-28,14.472
2023-03-01,14.548
2023-03-02,14.584
2023-03-03,14.73
2023-03-04,14.73
2023-03-05,14.73
2023-03-06,14.226
2023-03-07,13.901
2023-03-08,13.981
2023-03-09,13.579
2023-03-10,13.145
2023-03-11,13.145
2023-03-12,13.145
2023-03-13,12.928
2023-03-14,13.37
2023-03-15,12.697
2023-03-16,12.965
2023-03-17,12.734
2023-03-18,12.734
2023-03-19,12.734
2023-03-20,12.968
2023-03-21,13.209
2023-03-22,12.767
2023-03-23,12.73
2023-03-24,12.955
2023-03-25,12.955
2023-03-26,12.955
2023-03-27,12.992
2023-03-28,13.213
2023-03-29,13.447
2023-03-30,13.528
2023-03-31,13.785
2023-04-01,13.785
2023-04-02,13.785
2023-04-03,13.729
2023-04-04,13.384
2023-04-05,13.283
2023-04-06,13.32
2023-04-07,13.32
2023-04-08,13.32
2023-04-09,13.32
2023-04-10,13.491
2023-04-11,13.595
2023-04-12,13.751
2023-04-13,13.605
2023-04-14,13.501
2023-04-15,13.501
2023-04-16,13.501
2023-04-17,13.298
2023-04-18,13.223
2023-04-19,13.18
2023-04-20,12.906
2023-04-21,12.781
2023-04-22,12.781
2023-04-23,12.781
2023-04-24,12.886
2023-04-25,12.291
2023-04-26,12.14
2023-04-27,12.389
2023-04-28,12.595
2023-04-29,12.595
2023-04-30,12.595
2023-05-01,12.677
2023-05-02,12.474
2023-05-03,13.576
2023-05-04,12.921
2023-05-05,13.441
2023-05-06,13.441
2023-05-07,13.441
2023-05-08,13.498
2023-05-09,13.31
2023-05-10,13.488
2023-05-11,13.456
2023-05-12,13.453
2023-05-13,13.453
2023-05-14,13.453
2023-05-15,13.728
2023-05-16,13.491
2023-05-17,13.759
2023-05-18,13.752
2023-05-19,13.568
2023-05-20,13.568
2023-05-21,13.568
2023-05-22,13.683
2023-05-23,13.55
2023-05-24,13.414
2023-05-25,13.143
2023-05-26,13.254
2023-05-27,13.254
2023-05-28,13.254
2023-05-29,13.254
2023-05-30,13.097
2023-05-31,12.714
2023-06-01,12.805
2023-06-02,13.738
2023-06-03,13.738
2023-06-04,13.738
2023-06-05,13.54
2023-06-06,13.958
2023-06-07,13.772
2023-06-08,13.521
2023-06-09,13.337
2023-06-10,13.337
2023-06-11,13.337
2023-06-12,13.381
2023-06-13,13.731
2023-06-14,14.507
2023-06-15,14.707
2023-06-16,14.876
2023-06-17,14.876
2023-06-18,14.876
2023-06-19,14.876
2023-06-20,14.709
2023-06-21,14.502
2023-06-22,14.379
