,NPO US Equity
2023-07-09,17.228
2023-07-10,17.492
2023-07-11,17.549
2023-07-12,17.86
2023-07-13,18.069
2023-07-14,18.073
2023-07-15,18.073
2023-07-16,18.073
2023-07-17,18.325
2023-07-18,18.636
2023-07-19,18.507
2023-07-20,18.428
2023-07-21,17.83
2023-07-22,17.83
2023-07-23,17.83
2023-07-24,17.824
2023-07-25,17.883
2023-07-26,17.727
2023-07-27,17.727
2023-07-28,17.749
2023-07-29,17.749
2023-07-30,17.749
2023-07-31,18.042
2023-08-01,18.247
2023-08-02,18.067
2023-08-03,17.947
2023-08-04,17.791
2023-08-05,17.791
2023-08-06,17.791
2023-08-07,17.937
2023-08-08,16.156
2023-08-09,16.898
2023-08-10,17.177
2023-08-11,17.197
2023-08-12,17.197
2023-08-13,17.197
2023-08-14,16.889
2023-08-15,16.785
2023-08-16,16.738
2023-08-17,16.443
2023-08-18,16.162
2023-08-19,16.162
2023-08-20,16.162
2023-08-21,16.295
2023-08-22,16.358
2023-08-23,16.593
2023-08-24,16.677
2023-08-25,16.885
2023-08-26,16.885
2023-08-27,16.885
2023-08-28,17.053
2023-08-29,17.238
2023-08-30,17.521
2023-08-31,17.525
2023-09-01,17.679
2023-09-02,17.679
2023-09-03,17.679
2023-09-04,17.679
2023-09-05,16.592
2023-09-06,16.533
2023-09-07,16.06
2023-09-08,15.998
2023-09-09,15.998
2023-09-10,15.998
2023-09-11,16.24
2023-09-12,16.127
2023-09-13,15.92
2023-09-14,16.26
2023-09-15,16.209
2023-09-16,16.209
2023-09-17,16.209
2023-09-18,15.984
2023-09-19,16.168
2023-09-20,15.554
2023-09-21,15.659
2023-09-22,15.498
2023-09-23,15.498
2023-09-24,15.498
2023-09-25,15.504
2023-09-26,15.448
2023-09-27,15.843
2023-09-28,15.863
2023-09-29,15.572
2023-09-30,15.572
2023-10-01,15.572
2023-10-02,15.658
2023-10-03,15.328
2023-10-04,15.62
2023-10-05,15.622
2023-10-06,15.732
2023-10-07,15.732
2023-10-08,15.732
2023-10-09,15.898
2023-10-10,15.82
2023-10-11,15.979
2023-10-12,15.997
2023-10-13,15.754
2023-10-14,15.754
2023-10-15,15.754
2023-10-16,16.082
2023-10-17,16.245
2023-10-18,15.559
2023-10-19,15.231
2023-10-20,14.975
2023-10-21,14.975
2023-10-22,14.975
2023-10-23,15.037
2023-10-24,15.155
2023-10-25,14.991
2023-10-26,15.026
2023-10-27,14.699
2023-10-28,14.699
2023-10-29,14.699
2023-10-30,14.781
2023-10-31,14.681
2023-11-01,15.413
2023-11-02,15.349
2023-11-03,15.686
2023-11-04,15.686
2023-11-05,15.686
2023-11-06,15.91
2023-11-07,15.613
2023-11-08,15.493
2023-11-09,15.875
2023-11-10,15.883
2023-11-11,15.883
2023-11-12,15.883
2023-11-13,16.356
2023-11-14,17.09
2023-11-15,16.76
2023-11-16,16.402
2023-11-17,16.564
2023-11-18,16.564
2023-11-19,16.564
2023-11-20,16.706
2023-11-21,16.853
2023-11-22,16.993
2023-11-23,16.993
2023-11-24,16.98
2023-11-25,16.98
2023-11-26,16.98
2023-11-27,17.02
2023-11-28,16.925
2023-11-29,17.026
2023-11-30,17.016
2023-12-01,17.434
2023-12-02,17.434
2023-12-03,17.434
2023-12-04,17.642
2023-12-05,17.489
2023-12-06,17.296
2023-12-07,17.856
2023-12-08,17.907
2023-12-09,17.907
2023-12-10,17.907
2023-12-11,18.217
2023-12-12,18.007
2023-12-13,18.613
2023-12-14,19.435
2023-12-15,19.94
2023-12-16,19.94
2023-12-17,19.94
2023-12-18,20.007
2023-12-19,20.154
2023-12-20,20.025
2023-12-21,20.241
2023-12-22,20.448
2023-12-23,20.448
2023-12-24,20.448
2023-12-25,20.448
2023-12-26,20.918
2023-12-27,21.083
2023-12-28,20.923
2023-12-29,20.449
2023-12-30,20.449
2023-12-31,20.449
2024-01-01,20.449
2024-01-02,20.322
2024-01-03,19.589
2024-01-04,19.469
2024-01-05,18.879
2024-01-06,18.879
2024-01-07,18.879
2024-01-08,18.881
2024-01-09,18.664
2024-01-10,18.704
2024-01-11,18.866
2024-01-12,18.787
2024-01-13,18.787
2024-01-14,18.787
2024-01-15,18.787
2024-01-16,18.737
2024-01-17,18.704
2024-01-18,19.639
2024-01-19,19.55
2024-01-20,19.55
2024-01-21,19.55
2024-01-22,20.039
2024-01-23,20.136
2024-01-24,20.262
2024-01-25,20.724
2024-01-26,20.612
2024-01-27,20.612
2024-01-28,20.612
2024-01-29,20.394
2024-01-30,20.266
2024-01-31,19.489
2024-02-01,20.309
2024-02-02,20.565
2024-02-03,20.565
2024-02-04,20.565
2024-02-05,20.239
2024-02-06,20.363
2024-02-07,20.082
2024-02-08,20.501
2024-02-09,20.753
2024-02-10,20.753
2024-02-11,20.753
2024-02-12,21.246
2024-02-13,20.303
2024-02-14,20.685
2024-02-15,21.515
2024-02-16,21.593
2024-02-17,21.593
2024-02-18,21.593
2024-02-19,21.593
2024-02-20,20.371
2024-02-21,20.993
2024-02-22,21.181
2024-02-23,21.39
2024-02-24,21.39
2024-02-25,21.39
2024-02-26,21.413
2024-02-27,21.067
2024-02-28,21.463
2024-02-29,21.016
2024-03-01,20.975
2024-03-02,20.975
2024-03-03,20.975
2024-03-04,20.657
2024-03-05,20.361
2024-03-06,20.624
2024-03-07,20.916
2024-03-08,21.809
2024-03-09,21.809
2024-03-10,21.809
2024-03-11,21.103
2024-03-12,21.328
2024-03-13,21.258
2024-03-14,20.884
2024-03-15,21.04
2024-03-16,21.04
2024-03-17,21.04
2024-03-18,20.859
2024-03-19,20.994
2024-03-20,21.541
2024-03-21,22.225
2024-03-22,21.861
2024-03-23,21.861
2024-03-24,21.861
2024-03-25,21.568
2024-03-26,21.635
2024-03-27,22.523
2024-03-28,22.754
2024-03-29,22.754
2024-03-30,22.754
2024-03-31,22.754
2024-04-01,22.252
2024-04-02,22.026
2024-04-03,22.419
2024-04-04,22.651
2024-04-05,22.87
2024-04-06,22.87
2024-04-07,22.87
2024-04-08,22.417
