,NPO US Equity
2020-09-17,14.744
2020-09-18,14.744
2020-09-19,14.744
2020-09-20,14.744
2020-09-21,14.004
2020-09-22,14.076
2020-09-23,14.002
2020-09-24,14.574
2020-09-25,14.312
2020-09-26,14.312
2020-09-27,14.312
2020-09-28,14.857
2020-09-29,14.672
2020-09-30,14.482
2020-10-01,14.587
2020-10-02,14.659
2020-10-03,14.659
2020-10-04,14.659
2020-10-05,15.226
2020-10-06,15.018
2020-10-07,15.06
2020-10-08,15.481
2020-10-09,15.393
2020-10-10,15.393
2020-10-11,15.393
2020-10-12,15.447
2020-10-13,15.203
2020-10-14,15.031
2020-10-15,15.362
2020-10-16,15.496
2020-10-17,15.496
2020-10-18,15.496
2020-10-19,15.252
2020-10-20,15.588
2020-10-21,15.778
2020-10-22,15.907
2020-10-23,16.004
2020-10-24,16.004
2020-10-25,16.004
2020-10-26,15.673
2020-10-27,15.298
2020-10-28,14.749
2020-10-29,15.185
2020-10-30,15.152
2020-10-31,15.152
2020-11-01,15.152
2020-11-02,15.635
2020-11-03,16.045
2020-11-04,15.673
2020-11-05,14.682
2020-11-06,14.543
2020-11-07,14.543
2020-11-08,14.543
2020-11-09,15.652
2020-11-10,15.916
2020-11-11,15.879
2020-11-12,15.315
2020-11-13,15.582
2020-11-14,15.582
2020-11-15,15.582
2020-11-16,16.538
2020-11-17,16.389
2020-11-18,16.065
2020-11-19,15.907
2020-11-20,15.905
2020-11-21,15.905
2020-11-22,15.905
2020-11-23,16.41
2020-11-24,16.925
2020-11-25,16.87
2020-11-26,16.87
2020-11-27,16.772
2020-11-28,16.772
2020-11-29,16.772
2020-11-30,16.427
2020-12-01,16.58
2020-12-02,16.722
2020-12-03,16.722
2020-12-04,16.722
2020-12-05,16.722
2020-12-06,16.722
2020-12-07,16.722
2020-12-08,16.722
2020-12-09,16.722
2020-12-10,16.722
2020-12-11,16.722
2020-12-12,16.722
2020-12-13,16.722
2020-12-14,16.722
2020-12-15,16.722
2020-12-16,16.722
2020-12-17,16.722
2020-12-18,16.722
2020-12-19,16.722
2020-12-20,16.722
2020-12-21,16.722
2020-12-22,16.722
2020-12-23,16.722
2020-12-24,16.722
2020-12-25,16.722
2020-12-26,16.722
2020-12-27,16.722
2020-12-28,16.722
2020-12-29,16.722
2020-12-30,16.722
2020-12-31,16.722
2021-01-01,16.722
2021-01-02,16.722
2021-01-03,16.722
2021-01-04,16.722
2021-01-05,16.722
2021-01-06,16.722
2021-01-07,16.722
2021-01-08,16.722
2021-01-09,16.722
2021-01-10,16.722
2021-01-11,16.722
2021-01-12,16.722
2021-01-13,16.722
2021-01-14,16.722
2021-01-15,16.722
2021-01-16,16.722
2021-01-17,16.722
2021-01-18,16.722
2021-01-19,16.722
2021-01-20,16.722
2021-01-21,16.722
2021-01-22,16.722
2021-01-23,16.722
2021-01-24,16.722
2021-01-25,16.722
2021-01-26,16.722
2021-01-27,16.722
2021-01-28,16.722
2021-01-29,16.722
2021-01-30,16.722
2021-01-31,16.722
2021-02-01,16.722
2021-02-02,16.722
2021-02-03,16.722
2021-02-04,16.722
2021-02-05,16.722
2021-02-06,16.722
2021-02-07,16.722
2021-02-08,16.722
2021-02-09,16.722
2021-02-10,16.722
2021-02-11,16.722
2021-02-12,16.722
2021-02-13,16.722
2021-02-14,16.722
2021-02-15,16.722
2021-02-16,16.722
2021-02-17,16.722
2021-02-18,16.722
2021-02-19,16.722
2021-02-20,16.722
2021-02-21,16.722
2021-02-22,16.722
2021-02-23,16.722
2021-02-24,16.722
2021-02-25,16.722
2021-02-26,16.722
2021-02-27,16.722
2021-02-28,16.722
2021-03-01,16.722
2021-03-02,16.722
2021-03-03,16.722
2021-03-04,16.722
2021-03-05,16.722
2021-03-06,16.722
2021-03-07,16.722
2021-03-08,16.722
2021-03-09,16.722
2021-03-10,16.722
2021-03-11,16.722
2021-03-12,16.722
2021-03-13,16.722
2021-03-14,16.722
2021-03-15,16.722
2021-03-16,16.722
2021-03-17,16.722
2021-03-18,16.722
2021-03-19,16.722
2021-03-20,16.722
2021-03-21,16.722
2021-03-22,16.722
2021-03-23,16.722
2021-03-24,16.722
2021-03-25,16.722
2021-03-26,16.722
2021-03-27,16.722
2021-03-28,16.722
2021-03-29,16.722
2021-03-30,16.722
2021-03-31,16.722
2021-04-01,16.722
2021-04-02,16.722
2021-04-03,16.722
2021-04-04,16.722
2021-04-05,16.722
2021-04-06,16.722
2021-04-07,16.722
2021-04-08,16.722
2021-04-09,16.722
2021-04-10,16.722
2021-04-11,16.722
2021-04-12,16.722
2021-04-13,16.722
2021-04-14,16.722
2021-04-15,16.722
2021-04-16,16.722
2021-04-17,16.722
2021-04-18,16.722
2021-04-19,16.722
2021-04-20,16.722
2021-04-21,16.722
2021-04-22,16.722
2021-04-23,16.722
2021-04-24,16.722
2021-04-25,16.722
2021-04-26,16.722
2021-04-27,16.722
2021-04-28,16.722
2021-04-29,16.722
2021-04-30,16.722
2021-05-01,16.722
2021-05-02,16.722
2021-05-03,16.722
2021-05-04,16.722
2021-05-05,16.722
2021-05-06,16.722
2021-05-07,16.722
2021-05-08,16.722
2021-05-09,16.722
2021-05-10,16.722
2021-05-11,16.722
2021-05-12,16.722
2021-05-13,16.722
2021-05-14,16.722
2021-05-15,16.722
2021-05-16,16.722
2021-05-17,16.722
2021-05-18,16.722
2021-05-19,16.722
2021-05-20,16.722
2021-05-21,16.722
2021-05-22,16.722
2021-05-23,16.722
2021-05-24,16.722
2021-05-25,16.722
2021-05-26,16.722
2021-05-27,16.722
2021-05-28,16.722
2021-05-29,16.722
2021-05-30,16.722
2021-05-31,16.722
2021-06-01,16.722
2021-06-02,16.722
2021-06-03,16.722
2021-06-04,16.722
2021-06-05,16.722
2021-06-06,16.722
2021-06-07,16.722
2021-06-08,16.722
2021-06-09,16.722
2021-06-10,16.722
2021-06-11,16.722
2021-06-12,16.722
2021-06-13,16.722
2021-06-14,16.722
2021-06-15,16.722
2021-06-16,16.722
2021-06-17,16.722
2021-06-18,16.722
2021-06-19,16.722
2021-06-20,16.722
2021-06-21,16.722
2021-06-22,16.722
2021-06-23,16.722
2021-06-24,16.722
2021-06-25,16.722
2021-06-26,16.722
2021-06-27,16.722
2021-06-28,16.722
2021-06-29,16.722
2021-06-30,16.722
2021-07-01,16.722
2021-07-02,16.722
2021-07-03,16.722
2021-07-04,16.722
2021-07-05,16.722
2021-07-06,16.722
2021-07-07,16.722
2021-07-08,16.722
2021-07-09,16.722
2021-07-10,16.722
2021-07-11,16.722
2021-07-12,16.722
2021-07-13,16.722
2021-07-14,16.722
2021-07-15,16.722
2021-07-16,16.722
2021-07-17,16.722
2021-07-18,16.722
2021-07-19,16.722
2021-07-20,16.722
2021-07-21,16.722
2021-07-22,16.722
2021-07-23,16.722
2021-07-24,16.722
2021-07-25,16.722
2021-07-26,16.722
2021-07-27,16.722
2021-07-28,16.722
2021-07-29,16.722
2021-07-30,16.722
2021-07-31,16.722
2021-08-01,16.722
2021-08-02,16.722
2021-08-03,16.722
2021-08-04,16.722
2021-08-05,16.722
2021-08-06,16.722
2021-08-07,16.722
2021-08-08,16.722
2021-08-09,16.722
2021-08-10,16.722
2021-08-11,16.722
2021-08-12,16.722
2021-08-13,16.722
2021-08-14,16.722
2021-08-15,16.722
2021-08-16,16.722
2021-08-17,16.722
2021-08-18,16.722
2021-08-19,16.722
2021-08-20,16.722
2021-08-21,16.722
2021-08-22,16.722
2021-08-23,16.722
2021-08-24,16.722
2021-08-25,16.722
2021-08-26,16.722
2021-08-27,16.722
2021-08-28,16.722
2021-08-29,16.722
2021-08-30,16.722
2021-08-31,16.722
2021-09-01,16.722
2021-09-02,16.722
2021-09-03,16.722
2021-09-04,16.722
2021-09-05,16.722
2021-09-06,16.722
2021-09-07,16.722
2021-09-08,16.722
2021-09-09,16.722
2021-09-10,16.722
2021-09-11,16.722
2021-09-12,16.722
2021-09-13,16.722
2021-09-14,16.722
2021-09-15,16.722
2021-09-16,16.722
2021-09-17,16.722
2021-09-18,16.722
2021-09-19,16.722
2021-09-20,16.722
2021-09-21,16.722
2021-09-22,16.722
2021-09-23,16.722
2021-09-24,16.722
2021-09-25,16.722
2021-09-26,16.722
2021-09-27,16.722
2021-09-28,16.722
2021-09-29,16.722
2021-09-30,16.722
2021-10-01,16.722
2021-10-02,16.722
2021-10-03,16.722
2021-10-04,16.722
2021-10-05,16.722
2021-10-06,16.722
2021-10-07,16.722
2021-10-08,16.722
2021-10-09,16.722
2021-10-10,16.722
2021-10-11,16.722
2021-10-12,16.722
2021-10-13,16.722
2021-10-14,16.722
2021-10-15,16.722
2021-10-16,16.722
2021-10-17,16.722
2021-10-18,16.722
2021-10-19,16.722
2021-10-20,16.722
2021-10-21,16.722
2021-10-22,16.722
2021-10-23,16.722
2021-10-24,16.722
2021-10-25,16.722
2021-10-26,16.722
2021-10-27,16.722
2021-10-28,16.722
2021-10-29,16.722
2021-10-30,16.722
2021-10-31,16.722
2021-11-01,16.722
2021-11-02,16.722
2021-11-03,16.722
2021-11-04,16.722
2021-11-05,16.722
2021-11-06,16.722
2021-11-07,16.722
2021-11-08,16.722
2021-11-09,16.722
2021-11-10,16.722
2021-11-11,16.722
2021-11-12,16.722
2021-11-13,16.722
2021-11-14,16.722
2021-11-15,16.722
2021-11-16,16.722
2021-11-17,16.722
2021-11-18,16.722
2021-11-19,16.722
2021-11-20,16.722
2021-11-21,16.722
2021-11-22,16.722
2021-11-23,16.722
2021-11-24,16.722
2021-11-25,16.722
2021-11-26,16.722
2021-11-27,16.722
2021-11-28,16.722
2021-11-29,16.722
2021-11-30,16.722
2021-12-01,16.722
2021-12-02,16.722
2021-12-03,16.722
2021-12-04,16.722
2021-12-05,16.722
2021-12-06,16.722
2021-12-07,16.722
2021-12-08,16.722
2021-12-09,16.722
2021-12-10,16.722
2021-12-11,16.722
2021-12-12,16.722
2021-12-13,16.722
2021-12-14,16.722
2021-12-15,16.722
2021-12-16,16.722
2021-12-17,16.722
2021-12-18,16.722
2021-12-19,16.722
2021-12-20,16.722
2021-12-21,16.722
2021-12-22,16.722
2021-12-23,16.722
2021-12-24,16.722
2021-12-25,16.722
2021-12-26,16.722
2021-12-27,16.722
2021-12-28,16.722
2021-12-29,16.722
2021-12-30,16.722
2021-12-31,16.722
2022-01-01,16.722
2022-01-02,16.722
2022-01-03,16.722
2022-01-04,16.722
2022-01-05,16.722
2022-01-06,16.722
2022-01-07,16.722
2022-01-08,16.722
2022-01-09,16.722
2022-01-10,16.722
2022-01-11,16.722
2022-01-12,16.722
2022-01-13,16.722
2022-01-14,16.722
2022-01-15,16.722
2022-01-16,16.722
2022-01-17,16.722
2022-01-18,16.722
2022-01-19,16.722
2022-01-20,16.722
2022-01-21,16.722
2022-01-22,16.722
2022-01-23,16.722
2022-01-24,16.722
2022-01-25,16.722
2022-01-26,16.722
2022-01-27,16.722
2022-01-28,16.722
2022-01-29,16.722
2022-01-30,16.722
2022-01-31,16.722
2022-02-01,16.722
2022-02-02,16.722
2022-02-03,16.722
2022-02-04,16.722
2022-02-05,16.722
2022-02-06,16.722
2022-02-07,16.722
2022-02-08,16.722
2022-02-09,16.722
2022-02-10,16.722
2022-02-11,16.722
2022-02-12,16.722
2022-02-13,16.722
2022-02-14,16.722
2022-02-15,16.722
2022-02-16,16.722
2022-02-17,16.722
2022-02-18,16.722
2022-02-19,16.722
2022-02-20,16.722
2022-02-21,16.722
2022-02-22,16.722
2022-02-23,16.722
2022-02-24,16.722
2022-02-25,16.722
2022-02-26,16.722
2022-02-27,16.722
2022-02-28,16.722
2022-03-01,16.722
2022-03-02,16.722
2022-03-03,16.722
2022-03-04,16.722
2022-03-05,16.722
2022-03-06,16.722
2022-03-07,16.722
2022-03-08,16.722
2022-03-09,16.722
2022-03-10,16.722
2022-03-11,16.722
2022-03-12,16.722
2022-03-13,16.722
2022-03-14,16.722
2022-03-15,16.722
2022-03-16,16.722
2022-03-17,16.722
2022-03-18,16.722
2022-03-19,16.722
2022-03-20,16.722
2022-03-21,16.722
2022-03-22,16.722
2022-03-23,16.722
2022-03-24,16.722
2022-03-25,16.722
2022-03-26,16.722
2022-03-27,16.722
2022-03-28,16.722
2022-03-29,16.722
2022-03-30,16.722
2022-03-31,16.722
2022-04-01,16.722
2022-04-02,16.722
2022-04-03,16.722
2022-04-04,16.722
2022-04-05,16.722
2022-04-06,16.722
2022-04-07,16.722
2022-04-08,16.722
2022-04-09,16.722
2022-04-10,16.722
2022-04-11,16.722
2022-04-12,16.722
2022-04-13,16.722
2022-04-14,16.722
2022-04-15,16.722
2022-04-16,16.722
2022-04-17,16.722
2022-04-18,16.722
2022-04-19,16.722
2022-04-20,16.722
2022-04-21,16.722
2022-04-22,16.722
2022-04-23,16.722
2022-04-24,16.722
2022-04-25,16.722
2022-04-26,16.722
2022-04-27,16.722
2022-04-28,16.722
2022-04-29,16.722
2022-04-30,16.722
2022-05-01,16.722
2022-05-02,16.722
2022-05-03,16.722
2022-05-04,16.722
2022-05-05,16.722
2022-05-06,16.722
2022-05-07,16.722
2022-05-08,16.722
2022-05-09,16.722
2022-05-10,16.722
2022-05-11,16.722
2022-05-12,16.722
2022-05-13,16.722
2022-05-14,16.722
2022-05-15,16.722
2022-05-16,16.722
2022-05-17,16.722
2022-05-18,16.722
2022-05-19,16.722
2022-05-20,16.722
2022-05-21,16.722
2022-05-22,16.722
2022-05-23,16.722
2022-05-24,16.722
2022-05-25,16.722
2022-05-26,16.722
2022-05-27,16.722
2022-05-28,16.722
2022-05-29,16.722
2022-05-30,16.722
2022-05-31,16.722
2022-06-01,16.722
2022-06-02,16.722
2022-06-03,16.722
2022-06-04,16.722
2022-06-05,16.722
2022-06-06,16.722
2022-06-07,16.722
2022-06-08,16.722
2022-06-09,16.722
2022-06-10,16.722
2022-06-11,16.722
2022-06-12,16.722
2022-06-13,16.722
2022-06-14,16.722
2022-06-15,16.722
2022-06-16,16.722
2022-06-17,16.722
2022-06-18,16.722
2022-06-19,16.722
2022-06-20,16.722
2022-06-21,16.722
2022-06-22,16.722
2022-06-23,16.722
2022-06-24,16.722
2022-06-25,16.722
2022-06-26,16.722
2022-06-27,16.722
2022-06-28,16.722
2022-06-29,16.722
2022-06-30,16.722
2022-07-01,16.722
2022-07-02,16.722
2022-07-03,16.722
2022-07-04,16.722
2022-07-05,16.722
2022-07-06,16.722
2022-07-07,16.722
2022-07-08,16.722
2022-07-09,16.722
2022-07-10,16.722
2022-07-11,16.722
2022-07-12,16.722
2022-07-13,16.722
2022-07-14,16.722
2022-07-15,16.722
2022-07-16,16.722
2022-07-17,16.722
2022-07-18,16.722
2022-07-19,16.722
2022-07-20,16.722
2022-07-21,16.722
2022-07-22,16.722
2022-07-23,16.722
2022-07-24,16.722
2022-07-25,16.722
2022-07-26,16.722
2022-07-27,16.722
2022-07-28,16.722
2022-07-29,16.722
2022-07-30,16.722
2022-07-31,16.722
2022-08-01,16.722
2022-08-02,16.722
2022-08-03,16.722
2022-08-04,16.722
2022-08-05,16.722
2022-08-06,16.722
2022-08-07,16.722
2022-08-08,16.722
2022-08-09,16.722
2022-08-10,16.722
2022-08-11,16.722
2022-08-12,16.722
2022-08-13,16.722
2022-08-14,16.722
2022-08-15,16.722
2022-08-16,16.722
2022-08-17,16.722
2022-08-18,16.722
2022-08-19,16.722
2022-08-20,16.722
2022-08-21,16.722
2022-08-22,16.722
2022-08-23,16.722
2022-08-24,16.722
2022-08-25,16.722
2022-08-26,16.722
2022-08-27,16.722
2022-08-28,16.722
2022-08-29,16.722
2022-08-30,16.722
2022-08-31,16.722
2022-09-01,16.722
2022-09-02,16.722
2022-09-03,16.722
2022-09-04,16.722
2022-09-05,16.722
2022-09-06,16.722
2022-09-07,16.722
2022-09-08,16.722
2022-09-09,16.722
2022-09-10,16.722
2022-09-11,16.722
2022-09-12,16.722
2022-09-13,16.722
2022-09-14,16.722
2022-09-15,16.722
2022-09-16,16.722
2022-09-17,16.722
2022-09-18,16.722
2022-09-19,16.722
2022-09-20,16.722
2022-09-21,16.722
2022-09-22,16.722
2022-09-23,16.722
2022-09-24,16.722
2022-09-25,16.722
2022-09-26,16.722
2022-09-27,16.722
2022-09-28,16.722
2022-09-29,16.722
2022-09-30,16.722
2022-10-01,16.722
2022-10-02,16.722
2022-10-03,16.722
2022-10-04,16.722
2022-10-05,16.722
2022-10-06,16.722
2022-10-07,16.722
2022-10-08,16.722
2022-10-09,16.722
2022-10-10,16.722
2022-10-11,16.722
2022-10-12,16.722
2022-10-13,16.722
2022-10-14,16.722
2022-10-15,16.722
2022-10-16,16.722
2022-10-17,16.722
2022-10-18,16.722
2022-10-19,16.722
2022-10-20,16.722
2022-10-21,12.391
2022-10-22,12.391
2022-10-23,12.391
2022-10-24,11.932
2022-10-25,12.34
2022-10-26,12.658
2022-10-27,13.03
2022-10-28,13.518
2022-10-29,13.518
2022-10-30,13.518
2022-10-31,13.41
2022-11-01,14.142
2022-11-02,13.877
2022-11-03,14.838
2022-11-04,15.143
2022-11-05,15.143
2022-11-06,15.143
2022-11-07,15.161
2022-11-08,15.048
2022-11-09,14.7
2022-11-10,15.396
2022-11-11,15.194
2022-11-12,15.194
2022-11-13,15.194
2022-11-14,15.25
2022-11-15,15.45
2022-11-16,15.172
2022-11-17,15.096
2022-11-18,14.844
2022-11-19,14.844
2022-11-20,14.844
2022-11-21,14.819
2022-11-22,14.858
2022-11-23,14.852
2022-11-24,14.852
2022-11-25,14.977
2022-11-26,14.977
2022-11-27,14.977
2022-11-28,14.56
2022-11-29,14.45
2022-11-30,14.919
2022-12-01,14.923
2022-12-02,15.048
2022-12-03,15.048
2022-12-04,15.048
2022-12-05,14.548
2022-12-06,14.472
2022-12-07,14.109
2022-12-08,14.076
2022-12-09,13.787
2022-12-10,13.787
2022-12-11,13.787
2022-12-12,13.962
2022-12-13,13.998
2022-12-14,13.555
2022-12-15,13.33
2022-12-16,13.271
2022-12-17,13.271
2022-12-18,13.271
2022-12-19,13.275
2022-12-20,13.873
2022-12-21,14.192
2022-12-22,14.001
2022-12-23,13.933
2022-12-24,13.933
2022-12-25,13.933
2022-12-26,13.933
2022-12-27,13.978
2022-12-28,13.72
2022-12-29,13.936
2022-12-30,13.649
2022-12-31,13.649
2023-01-01,13.649
2023-01-02,13.649
2023-01-03,13.644
2023-01-04,13.839
2023-01-05,13.658
2023-01-06,14.03
2023-01-07,14.03
2023-01-08,14.03
2023-01-09,14.208
2023-01-10,14.455
2023-01-11,14.599
2023-01-12,14.875
2023-01-13,14.675
2023-01-14,14.675
2023-01-15,14.675
2023-01-16,14.675
2023-01-17,14.619
2023-01-18,14.418
2023-01-19,13.902
2023-01-20,14.192
2023-01-21,14.192
2023-01-22,14.192
2023-01-23,14.388
2023-01-24,14.627
2023-01-25,14.375
2023-01-26,14.447
2023-01-27,14.382
2023-01-28,14.382
2023-01-29,14.382
2023-01-30,14.737
2023-01-31,15.108
2023-02-01,14.916
2023-02-02,15.021
2023-02-03,15.004
2023-02-04,15.004
2023-02-05,15.004
2023-02-06,14.785
2023-02-07,14.886
2023-02-08,14.415
2023-02-09,14.328
2023-02-10,14.208
2023-02-11,14.208
2023-02-12,14.208
2023-02-13,14.471
2023-02-14,14.494
2023-02-15,14.536
2023-02-16,14.584
2023-02-17,14.926
2023-02-18,14.926
2023-02-19,14.926
2023-02-20,14.926
2023-02-21,14.038
2023-02-22,14.348
2023-02-23,14.274
2023-02-24,14.299
2023-02-25,14.299
2023-02-26,14.299
2023-02-27,14.565
2023-02-28,14.003
2023-03-01,14.341
2023-03-02,14.423
2023-03-03,14.512
2023-03-04,14.512
2023-03-05,14.512
2023-03-06,13.751
2023-03-07,13.288
2023-03-08,13.157
2023-03-09,12.907
2023-03-10,12.502
2023-03-11,12.502
2023-03-12,12.502
2023-03-13,12.063
2023-03-14,12.458
2023-03-15,12.497
2023-03-16,12.703
2023-03-17,12.462
2023-03-18,12.462
2023-03-19,12.462
2023-03-20,12.544
2023-03-21,12.896
2023-03-22,12.561
2023-03-23,12.671
2023-03-24,12.699
2023-03-25,12.699
2023-03-26,12.699
2023-03-27,12.949
2023-03-28,13.117
2023-03-29,13.224
2023-03-30,13.301
2023-03-31,13.532
2023-04-01,13.532
2023-04-02,13.532
2023-04-03,13.439
2023-04-04,12.978
2023-04-05,12.725
2023-04-06,12.535
2023-04-07,12.535
2023-04-08,12.535
2023-04-09,12.535
2023-04-10,12.791
2023-04-11,12.84
2023-04-12,12.842
2023-04-13,12.743
2023-04-14,12.718
2023-04-15,12.718
2023-04-16,12.718
2023-04-17,12.925
2023-04-18,12.793
2023-04-19,12.726
2023-04-20,12.7
2023-04-21,12.73
2023-04-22,12.73
2023-04-23,12.73
2023-04-24,12.714
2023-04-25,12.442
2023-04-26,12.018
2023-04-27,12.422
2023-04-28,12.275
2023-04-29,12.275
2023-04-30,12.275
2023-05-01,12.206
2023-05-02,12.862
2023-05-03,13.077
2023-05-04,12.612
2023-05-05,12.846
2023-05-06,12.846
2023-05-07,12.846
2023-05-08,12.416
2023-05-09,12.395
2023-05-10,12.35
2023-05-11,12.238
2023-05-12,12.241
2023-05-13,12.241
2023-05-14,12.241
2023-05-15,12.316
2023-05-16,12.2
2023-05-17,12.663
2023-05-18,12.916
2023-05-19,12.95
2023-05-20,12.95
2023-05-21,12.95
2023-05-22,12.983
2023-05-23,13.051
2023-05-24,12.946
2023-05-25,13.371
2023-05-26,13.606
2023-05-27,13.606
2023-05-28,13.606
2023-05-29,13.606
2023-05-30,13.484
2023-05-31,13.168
2023-06-01,13.283
2023-06-02,14.168
2023-06-03,14.168
2023-06-04,14.168
2023-06-05,13.946
2023-06-06,14.665
2023-06-07,15.391
2023-06-08,15.536
2023-06-09,15.494
2023-06-10,15.494
2023-06-11,15.494
2023-06-12,15.603
2023-06-13,16.225
2023-06-14,16.378
2023-06-15,16.496
2023-06-16,16.713
2023-06-17,16.713
2023-06-18,16.713
2023-06-19,16.713
2023-06-20,16.438
2023-06-21,16.82
2023-06-22,16.824
2023-06-23,16.712
2023-06-24,16.712
2023-06-25,16.712
2023-06-26,16.997
2023-06-27,16.965
2023-06-28,17.208
2023-06-29,17.742
2023-06-30,17.738
2023-07-01,17.738
2023-07-02,17.738
2023-07-03,17.815
2023-07-04,17.815
2023-07-05,17.371
2023-07-06,17.263
2023-07-07,17.228
2023-07-08,17.228
