,JAZZ US Equity
2020-04-30,5.69
2020-05-01,5.656
2020-05-02,5.656
2020-05-03,5.656
2020-05-04,5.611
2020-05-05,6.373
2020-05-06,6.54
2020-05-07,6.318
2020-05-08,6.375
2020-05-09,6.375
2020-05-10,6.375
2020-05-11,6.599
2020-05-12,6.575
2020-05-13,6.466
2020-05-14,6.28
2020-05-15,6.417
2020-05-16,6.417
2020-05-17,6.417
2020-05-18,6.68
2020-05-19,6.524
2020-05-20,6.605
2020-05-21,6.399
2020-05-22,6.326
2020-05-23,6.326
2020-05-24,6.326
2020-05-25,6.326
2020-05-26,6.31
2020-05-27,6.545
2020-05-28,6.857
2020-05-29,6.888
2020-05-30,6.888
2020-05-31,6.888
2020-06-01,6.89
2020-06-02,6.804
2020-06-03,6.854
2020-06-04,7.035
2020-06-05,6.964
2020-06-06,6.964
2020-06-07,6.964
2020-06-08,6.424
2020-06-09,6.526
2020-06-10,6.497
2020-06-11,6.102
2020-06-12,6.042
2020-06-13,6.042
2020-06-14,6.042
2020-06-15,6.378
2020-06-16,6.441
2020-06-17,6.378
2020-06-18,6.397
2020-06-19,6.579
2020-06-20,6.579
2020-06-21,6.579
2020-06-22,6.513
2020-06-23,6.583
2020-06-24,6.294
2020-06-25,6.355
2020-06-26,6.231
2020-06-27,6.231
2020-06-28,6.231
2020-06-29,6.325
2020-06-30,6.369
2020-07-01,6.327
2020-07-02,6.335
2020-07-03,6.335
2020-07-04,6.335
2020-07-05,6.335
2020-07-06,6.419
2020-07-07,6.279
2020-07-08,6.208
2020-07-09,6.088
2020-07-10,6.153
2020-07-11,6.153
2020-07-12,6.153
2020-07-13,6.093
2020-07-14,6.194
2020-07-15,6.318
2020-07-16,6.266
2020-07-17,6.236
2020-07-18,6.236
2020-07-19,6.236
2020-07-20,6.235
2020-07-21,6.091
2020-07-22,6.365
2020-07-23,6.523
2020-07-24,6.516
2020-07-25,6.516
2020-07-26,6.516
2020-07-27,6.582
2020-07-28,6.605
2020-07-29,6.659
2020-07-30,6.595
2020-07-31,6.275
2020-08-01,6.275
2020-08-02,6.275
2020-08-03,6.488
2020-08-04,6.717
2020-08-05,7.313
2020-08-06,7.912
2020-08-07,7.85
2020-08-08,7.85
2020-08-09,7.85
2020-08-10,7.867
2020-08-11,7.638
2020-08-12,7.48
2020-08-13,7.666
2020-08-14,7.737
2020-08-15,7.737
2020-08-16,7.737
2020-08-17,7.732
2020-08-18,7.64
2020-08-19,7.737
2020-08-20,7.759
2020-08-21,7.703
2020-08-22,7.703
2020-08-23,7.703
2020-08-24,7.684
2020-08-25,7.691
2020-08-26,7.769
2020-08-27,8.098
2020-08-28,8.329
2020-08-29,8.329
2020-08-30,8.329
2020-08-31,8.367
2020-09-01,8.433
2020-09-02,8.477
2020-09-03,8.366
2020-09-04,8.2
2020-09-05,8.2
2020-09-06,8.2
2020-09-07,8.2
2020-09-08,8.609
2020-09-09,8.775
2020-09-10,8.661
2020-09-11,8.518
2020-09-12,8.518
2020-09-13,8.518
2020-09-14,8.742
2020-09-15,8.81
2020-09-16,8.974
2020-09-17,8.726
2020-09-18,8.835
2020-09-19,8.835
2020-09-20,8.835
2020-09-21,8.653
2020-09-22,8.668
2020-09-23,8.597
2020-09-24,8.595
2020-09-25,8.691
2020-09-26,8.691
2020-09-27,8.691
2020-09-28,8.81
2020-09-29,8.701
2020-09-30,8.878
2020-10-01,8.974
2020-10-02,8.935
2020-10-03,8.935
2020-10-04,8.935
2020-10-05,8.997
2020-10-06,8.766
2020-10-07,8.923
2020-10-08,9.639
2020-10-09,9.486
2020-10-10,9.486
2020-10-11,9.486
2020-10-12,9.441
2020-10-13,9.283
2020-10-14,9.29
2020-10-15,9.181
2020-10-16,9.154
2020-10-17,9.154
2020-10-18,9.154
2020-10-19,9.014
2020-10-20,9.057
2020-10-21,8.872
2020-10-22,9.225
2020-10-23,9.169
2020-10-24,9.169
2020-10-25,9.169
2020-10-26,8.893
2020-10-27,8.931
2020-10-28,8.695
2020-10-29,8.696
2020-10-30,8.279
2020-10-31,8.279
2020-11-01,8.279
2020-11-02,8.274
2020-11-03,8.14
2020-11-04,8.615
2020-11-05,8.351
2020-11-06,8.143
2020-11-07,8.143
2020-11-08,8.143
2020-11-09,8.005
2020-11-10,8.248
2020-11-11,8.08
2020-11-12,7.962
2020-11-13,8.056
2020-11-14,8.056
2020-11-15,8.056
2020-11-16,7.998
2020-11-17,8.01
2020-11-18,7.878
2020-11-19,7.867
2020-11-20,7.836
2020-11-21,7.836
2020-11-22,7.836
2020-11-23,7.902
2020-11-24,7.821
2020-11-25,7.766
2020-11-26,7.766
2020-11-27,7.846
2020-11-28,7.846
2020-11-29,7.846
2020-11-30,7.705
2020-12-01,7.838
2020-12-02,7.915
2020-12-03,8.269
2020-12-04,8.253
2020-12-05,8.253
2020-12-06,8.253
2020-12-07,8.128
2020-12-08,8.152
2020-12-09,7.997
2020-12-10,8.034
2020-12-11,7.97
2020-12-12,7.97
2020-12-13,7.97
2020-12-14,8.153
2020-12-15,8.336
2020-12-16,8.291
2020-12-17,8.135
2020-12-18,8.228
2020-12-19,8.228
2020-12-20,8.228
2020-12-21,8.202
2020-12-22,8.277
2020-12-23,8.524
2020-12-24,8.593
2020-12-25,8.593
2020-12-26,8.593
2020-12-27,8.593
2020-12-28,8.722
2020-12-29,8.757
2020-12-30,8.99
2020-12-31,9.017
2021-01-01,9.017
2021-01-02,9.017
2021-01-03,9.017
2021-01-04,8.838
2021-01-05,8.945
2021-01-06,9.036
2021-01-07,8.978
2021-01-08,8.894
2021-01-09,8.894
2021-01-10,8.894
2021-01-11,8.88
2021-01-12,8.854
2021-01-13,8.94
2021-01-14,9.094
2021-01-15,9.199
2021-01-16,9.199
2021-01-17,9.199
2021-01-18,9.199
2021-01-19,9.16
2021-01-20,9.176
2021-01-21,9.092
2021-01-22,9.25
2021-01-23,9.25
2021-01-24,9.25
2021-01-25,9.378
2021-01-26,9.108
2021-01-27,8.992
2021-01-28,8.954
2021-01-29,8.529
2021-01-30,8.529
2021-01-31,8.529
2021-02-01,8.515
2021-02-02,8.627
2021-02-03,8.338
2021-02-04,8.282
2021-02-05,8.652
2021-02-06,8.652
2021-02-07,8.652
2021-02-08,8.684
2021-02-09,8.764
2021-02-10,8.631
2021-02-11,8.728
2021-02-12,8.763
2021-02-13,8.763
2021-02-14,8.763
2021-02-15,8.763
2021-02-16,8.709
2021-02-17,8.453
2021-02-18,8.182
2021-02-19,7.872
2021-02-20,7.872
2021-02-21,7.872
2021-02-22,7.925
2021-02-23,7.345
2021-02-24,7.954
2021-02-25,7.907
2021-02-26,7.782
2021-02-27,7.782
2021-02-28,7.782
2021-03-01,7.817
2021-03-02,7.676
2021-03-03,7.545
2021-03-04,7.431
2021-03-05,7.63
2021-03-06,7.63
2021-03-07,7.63
2021-03-08,7.475
2021-03-09,7.449
2021-03-10,7.581
2021-03-11,7.643
2021-03-12,7.758
2021-03-13,7.758
2021-03-14,7.758
2021-03-15,7.995
2021-03-16,7.96
2021-03-17,8.019
2021-03-18,7.856
2021-03-19,7.982
2021-03-20,7.982
2021-03-21,7.982
2021-03-22,7.9
2021-03-23,7.609
2021-03-24,7.582
2021-03-25,7.718
2021-03-26,7.8
2021-03-27,7.8
2021-03-28,7.8
2021-03-29,7.758
2021-03-30,7.71
2021-03-31,7.612
2021-04-01,7.651
2021-04-02,7.651
2021-04-03,7.651
2021-04-04,7.651
2021-04-05,7.99
2021-04-06,7.895
2021-04-07,7.855
2021-04-08,7.971
2021-04-09,7.609
2021-04-10,7.609
2021-04-11,7.609
2021-04-12,7.65
2021-04-13,7.551
2021-04-14,7.692
2021-04-15,7.786
2021-04-16,7.809
2021-04-17,7.809
2021-04-18,7.809
2021-04-19,7.729
2021-04-20,7.772
2021-04-21,7.85
2021-04-22,7.746
2021-04-23,7.709
2021-04-24,7.709
2021-04-25,7.709
2021-04-26,7.658
2021-04-27,7.547
2021-04-28,7.636
2021-04-29,7.664
2021-04-30,7.601
2021-05-01,7.601
2021-05-02,7.601
2021-05-03,7.635
2021-05-04,7.55
2021-05-05,8.108
2021-05-06,8.204
2021-05-07,8.287
2021-05-08,8.287
2021-05-09,8.287
2021-05-10,8.359
2021-05-11,8.249
2021-05-12,8.349
2021-05-13,8.456
2021-05-14,8.504
2021-05-15,8.504
2021-05-16,8.504
2021-05-17,8.392
2021-05-18,8.087
2021-05-19,8.092
2021-05-20,8.209
2021-05-21,8.273
2021-05-22,8.273
2021-05-23,8.273
2021-05-24,8.225
2021-05-25,8.168
2021-05-26,7.828
2021-05-27,7.715
2021-05-28,7.818
2021-05-29,7.818
2021-05-30,7.818
2021-05-31,7.818
2021-06-01,7.709
2021-06-02,7.629
2021-06-03,7.613
2021-06-04,7.618
2021-06-05,7.618
2021-06-06,7.618
2021-06-07,7.745
2021-06-08,7.854
2021-06-09,7.981
2021-06-10,8.161
2021-06-11,8.171
2021-06-12,8.171
2021-06-13,8.171
2021-06-14,8.182
2021-06-15,8.455
2021-06-16,8.35
2021-06-17,8.524
2021-06-18,8.501
2021-06-19,8.501
2021-06-20,8.501
2021-06-21,8.391
2021-06-22,8.362
2021-06-23,8.347
2021-06-24,8.433
2021-06-25,8.541
2021-06-26,8.541
2021-06-27,8.541
2021-06-28,8.581
2021-06-29,8.444
2021-06-30,8.332
2021-07-01,8.497
2021-07-02,8.512
2021-07-03,8.512
2021-07-04,8.512
2021-07-05,8.512
2021-07-06,8.579
2021-07-07,8.631
2021-07-08,8.599
2021-07-09,8.629
2021-07-10,8.629
2021-07-11,8.629
2021-07-12,8.667
2021-07-13,8.566
2021-07-14,8.464
2021-07-15,8.369
2021-07-16,8.227
2021-07-17,8.227
2021-07-18,8.227
2021-07-19,7.729
2021-07-20,7.901
2021-07-21,7.97
2021-07-22,7.834
2021-07-23,7.839
2021-07-24,7.839
2021-07-25,7.839
2021-07-26,7.809
2021-07-27,7.829
2021-07-28,7.866
2021-07-29,7.688
2021-07-30,7.64
2021-07-31,7.64
2021-08-01,7.64
2021-08-02,7.694
2021-08-03,7.734
2021-08-04,7.027
2021-08-05,6.796
2021-08-06,6.867
2021-08-07,6.867
2021-08-08,6.867
2021-08-09,6.909
2021-08-10,6.619
2021-08-11,6.637
2021-08-12,6.666
2021-08-13,6.506
2021-08-14,6.506
2021-08-15,6.506
2021-08-16,6.416
2021-08-17,6.309
2021-08-18,6.165
2021-08-19,6.019
2021-08-20,6.11
2021-08-21,6.11
2021-08-22,6.11
2021-08-23,6.363
2021-08-24,6.242
2021-08-25,6.19
2021-08-26,6.085
2021-08-27,6.094
2021-08-28,6.094
2021-08-29,6.094
2021-08-30,6.02
2021-08-31,6.028
2021-09-01,6.04
2021-09-02,6.209
2021-09-03,6.267
2021-09-04,6.267
2021-09-05,6.267
2021-09-06,6.267
2021-09-07,6.178
2021-09-08,6.422
2021-09-09,6.394
2021-09-10,6.403
2021-09-11,6.403
2021-09-12,6.403
2021-09-13,6.416
2021-09-14,6.402
2021-09-15,6.319
2021-09-16,6.25
2021-09-17,6.32
2021-09-18,6.32
2021-09-19,6.32
2021-09-20,6.103
2021-09-21,6.125
2021-09-22,6.146
2021-09-23,6.381
2021-09-24,6.421
2021-09-25,6.421
2021-09-26,6.421
2021-09-27,6.349
2021-09-28,6.315
2021-09-29,6.245
2021-09-30,6.178
2021-10-01,6.166
2021-10-02,6.166
2021-10-03,6.166
2021-10-04,6.035
2021-10-05,6.074
2021-10-06,6.493
2021-10-07,6.567
2021-10-08,6.448
2021-10-09,6.448
2021-10-10,6.448
2021-10-11,6.482
2021-10-12,6.405
2021-10-13,6.383
2021-10-14,6.487
2021-10-15,6.652
2021-10-16,6.652
2021-10-17,6.652
2021-10-18,6.616
2021-10-19,6.787
2021-10-20,6.866
2021-10-21,6.794
2021-10-22,6.827
2021-10-23,6.827
2021-10-24,6.827
2021-10-25,6.725
2021-10-26,6.475
2021-10-27,6.314
2021-10-28,6.311
2021-10-29,6.271
2021-10-30,6.271
2021-10-31,6.271
2021-11-01,6.403
2021-11-02,6.373
2021-11-03,6.453
2021-11-04,6.294
2021-11-05,6.366
2021-11-06,6.366
2021-11-07,6.366
2021-11-08,6.283
2021-11-09,6.198
2021-11-10,6.463
2021-11-11,6.424
2021-11-12,6.615
2021-11-13,6.615
2021-11-14,6.615
2021-11-15,6.613
2021-11-16,6.555
2021-11-17,6.323
2021-11-18,6.192
2021-11-19,6.099
2021-11-20,6.099
2021-11-21,6.099
2021-11-22,6.149
2021-11-23,6.155
2021-11-24,6.144
2021-11-25,6.144
2021-11-26,5.896
2021-11-27,5.896
2021-11-28,5.896
2021-11-29,5.816
2021-11-30,5.695
2021-12-01,5.757
2021-12-02,5.83
2021-12-03,5.714
2021-12-04,5.714
2021-12-05,5.714
2021-12-06,5.773
2021-12-07,5.882
2021-12-08,5.992
2021-12-09,5.848
2021-12-10,5.831
2021-12-11,5.831
2021-12-12,5.831
2021-12-13,5.866
2021-12-14,5.739
2021-12-15,5.784
2021-12-16,5.932
2021-12-17,5.964
2021-12-18,5.964
2021-12-19,5.964
2021-12-20,6.022
2021-12-21,6.018
2021-12-22,6.079
2021-12-23,6.102
2021-12-24,6.102
2021-12-25,6.102
2021-12-26,6.102
2021-12-27,6.17
2021-12-28,6.211
2021-12-29,6.261
2021-12-30,6.106
2021-12-31,6.065
2022-01-01,6.065
2022-01-02,6.065
2022-01-03,6.23
2022-01-04,6.165
2022-01-05,6.173
2022-01-06,6.313
2022-01-07,6.393
2022-01-08,6.393
2022-01-09,6.393
2022-01-10,6.966
2022-01-11,7.121
2022-01-12,6.899
2022-01-13,6.807
2022-01-14,6.841
2022-01-15,6.841
2022-01-16,6.841
2022-01-17,6.841
2022-01-18,6.744
2022-01-19,6.644
2022-01-20,6.529
2022-01-21,6.418
2022-01-22,6.418
2022-01-23,6.418
2022-01-24,6.346
2022-01-25,6.129
2022-01-26,6.222
2022-01-27,6.317
2022-01-28,6.37
2022-01-29,6.37
2022-01-30,6.37
2022-01-31,6.497
2022-02-01,6.585
2022-02-02,6.583
2022-02-03,6.53
2022-02-04,6.592
2022-02-05,6.592
2022-02-06,6.592
2022-02-07,6.601
2022-02-08,6.531
2022-02-09,6.786
2022-02-10,6.733
2022-02-11,6.674
2022-02-12,6.674
2022-02-13,6.674
2022-02-14,6.691
2022-02-15,6.793
2022-02-16,6.798
2022-02-17,6.625
2022-02-18,6.483
2022-02-19,6.483
2022-02-20,6.483
2022-02-21,6.483
2022-02-22,6.37
2022-02-23,6.321
2022-02-24,6.339
2022-02-25,6.508
2022-02-26,6.508
2022-02-27,6.508
2022-02-28,6.425
2022-03-01,6.406
2022-03-02,7.491
2022-03-03,7.518
2022-03-04,7.813
2022-03-05,7.813
2022-03-06,7.813
2022-03-07,7.79
2022-03-08,7.771
2022-03-09,7.794
2022-03-10,7.852
2022-03-11,7.826
2022-03-12,7.826
2022-03-13,7.826
2022-03-14,7.788
2022-03-15,7.828
2022-03-16,8.055
2022-03-17,8.012
2022-03-18,7.968
2022-03-19,7.968
2022-03-20,7.968
2022-03-21,8.135
2022-03-22,8.114
2022-03-23,8.063
2022-03-24,8.121
2022-03-25,8.176
2022-03-26,8.176
2022-03-27,8.176
2022-03-28,8.127
2022-03-29,8.127
2022-03-30,8.09
2022-03-31,7.999
2022-04-01,8.165
2022-04-02,8.165
2022-04-03,8.165
2022-04-04,8.271
2022-04-05,8.382
2022-04-06,8.402
2022-04-07,8.679
2022-04-08,8.527
2022-04-09,8.527
2022-04-10,8.527
2022-04-11,8.242
2022-04-12,8.282
2022-04-13,8.352
2022-04-14,8.606
2022-04-15,8.606
2022-04-16,8.606
2022-04-17,8.606
2022-04-18,8.443
2022-04-19,8.57
2022-04-20,8.645
2022-04-21,8.491
2022-04-22,8.36
2022-04-23,8.36
2022-04-24,8.36
2022-04-25,8.521
2022-04-26,8.364
2022-04-27,8.369
2022-04-28,8.295
2022-04-29,8.245
2022-04-30,8.245
2022-05-01,8.245
2022-05-02,8.095
2022-05-03,8.038
2022-05-04,8.032
2022-05-05,7.776
2022-05-06,7.746
2022-05-07,7.746
2022-05-08,7.746
2022-05-09,7.172
2022-05-10,7.282
2022-05-11,7.291
2022-05-12,7.262
2022-05-13,7.449
2022-05-14,7.449
2022-05-15,7.449
2022-05-16,7.483
2022-05-17,7.745
2022-05-18,7.502
2022-05-19,7.604
2022-05-20,7.553
2022-05-21,7.553
2022-05-22,7.553
2022-05-23,7.457
2022-05-24,7.327
2022-05-25,7.585
2022-05-26,7.813
2022-05-27,7.734
2022-05-28,7.734
2022-05-29,7.734
2022-05-30,7.734
2022-05-31,7.671
2022-06-01,7.562
2022-06-02,7.735
2022-06-03,7.529
2022-06-04,7.529
2022-06-05,7.529
2022-06-06,7.409
2022-06-07,7.673
2022-06-08,7.526
2022-06-09,7.35
2022-06-10,7.322
2022-06-11,7.322
2022-06-12,7.322
2022-06-13,7.029
2022-06-14,7.095
2022-06-15,7.179
2022-06-16,7.021
2022-06-17,7.038
2022-06-18,7.038
2022-06-19,7.038
2022-06-20,7.038
2022-06-21,7.396
2022-06-22,7.392
2022-06-23,7.478
2022-06-24,7.612
2022-06-25,7.612
2022-06-26,7.612
2022-06-27,7.771
2022-06-28,7.699
2022-06-29,7.755
2022-06-30,7.737
2022-07-01,7.865
2022-07-02,7.865
2022-07-03,7.865
2022-07-04,7.865
2022-07-05,7.937
2022-07-06,7.957
2022-07-07,7.851
2022-07-08,7.851
2022-07-09,7.851
2022-07-10,7.851
2022-07-11,7.7
2022-07-12,7.651
2022-07-13,7.627
2022-07-14,7.892
2022-07-15,8.006
2022-07-16,8.006
2022-07-17,8.006
2022-07-18,7.915
2022-07-19,8.079
2022-07-20,7.937
2022-07-21,8.05
2022-07-22,8.007
2022-07-23,8.007
2022-07-24,8.007
2022-07-25,8.014
2022-07-26,8.059
2022-07-27,8.117
2022-07-28,8.018
2022-07-29,7.933
2022-07-30,7.933
2022-07-31,7.933
2022-08-01,7.709
2022-08-02,7.796
2022-08-03,7.908
2022-08-04,7.866
2022-08-05,7.962
2022-08-06,7.962
2022-08-07,7.962
2022-08-08,7.982
2022-08-09,8.109
2022-08-10,8.154
2022-08-11,7.988
2022-08-12,8.135
2022-08-13,8.135
2022-08-14,8.135
2022-08-15,8.299
2022-08-16,8.22
2022-08-17,8.162
2022-08-18,8.107
2022-08-19,8.112
2022-08-20,8.112
2022-08-21,8.112
2022-08-22,8.151
2022-08-23,8.121
2022-08-24,8.347
2022-08-25,8.312
2022-08-26,8.072
2022-08-27,8.072
2022-08-28,8.072
2022-08-29,7.907
2022-08-30,7.879
2022-08-31,8.038
2022-09-01,8.138
2022-09-02,8.021
2022-09-03,8.021
2022-09-04,8.021
2022-09-05,8.021
2022-09-06,7.815
2022-09-07,7.872
2022-09-08,7.848
2022-09-09,7.906
2022-09-10,7.906
2022-09-11,7.906
2022-09-12,7.917
2022-09-13,7.843
2022-09-14,7.862
2022-09-15,7.881
2022-09-16,7.638
2022-09-17,7.638
2022-09-18,7.638
2022-09-19,7.668
2022-09-20,6.944
2022-09-21,6.714
2022-09-22,6.578
2022-09-23,6.431
2022-09-24,6.431
2022-09-25,6.431
2022-09-26,6.412
2022-09-27,6.377
2022-09-28,6.495
2022-09-29,6.671
2022-09-30,6.715
2022-10-01,6.715
2022-10-02,6.715
2022-10-03,6.823
2022-10-04,6.972
2022-10-05,6.878
2022-10-06,7.012
2022-10-07,6.846
2022-10-08,6.846
2022-10-09,6.846
2022-10-10,6.726
2022-10-11,6.728
2022-10-12,6.464
2022-10-13,6.633
2022-10-14,6.566
2022-10-15,6.566
2022-10-16,6.566
2022-10-17,6.687
2022-10-18,6.659
2022-10-19,6.524
2022-10-20,6.421
2022-10-21,6.672
2022-10-22,6.672
2022-10-23,6.672
2022-10-24,6.662
2022-10-25,6.801
2022-10-26,6.888
2022-10-27,6.986
2022-10-28,7.113
2022-10-29,7.113
2022-10-30,7.113
2022-10-31,7.106
2022-11-01,7.196
2022-11-02,7.079
2022-11-03,7.173
2022-11-04,7.236
2022-11-05,7.236
2022-11-06,7.236
2022-11-07,7.183
2022-11-08,7.05
2022-11-09,6.963
2022-11-10,7.451
2022-11-11,7.327
2022-11-12,7.327
2022-11-13,7.327
2022-11-14,7.212
2022-11-15,7.211
2022-11-16,6.934
2022-11-17,7.05
2022-11-18,7.15
2022-11-19,7.15
2022-11-20,7.15
2022-11-21,7.372
2022-11-22,7.595
2022-11-23,7.499
2022-11-24,7.499
2022-11-25,7.585
2022-11-26,7.585
2022-11-27,7.585
2022-11-28,7.632
2022-11-29,7.716
2022-11-30,7.779
2022-12-01,7.76
2022-12-02,7.795
2022-12-03,7.795
2022-12-04,7.795
2022-12-05,7.484
2022-12-06,7.433
2022-12-07,7.491
2022-12-08,7.44
2022-12-09,7.533
2022-12-10,7.533
2022-12-11,7.533
2022-12-12,7.565
2022-12-13,7.548
2022-12-14,7.808
2022-12-15,7.583
2022-12-16,7.819
2022-12-17,7.819
2022-12-18,7.819
2022-12-19,7.752
2022-12-20,7.735
2022-12-21,7.855
2022-12-22,7.924
2022-12-23,7.792
2022-12-24,7.792
2022-12-25,7.792
2022-12-26,7.792
2022-12-27,7.856
2022-12-28,7.78
2022-12-29,7.84
2022-12-30,7.898
2022-12-31,7.898
2023-01-01,7.898
2023-01-02,7.898
2023-01-03,7.776
2023-01-04,7.981
2023-01-05,7.878
2023-01-06,7.848
2023-01-07,7.848
2023-01-08,7.848
2023-01-09,7.552
2023-01-10,7.543
2023-01-11,7.656
2023-01-12,7.797
2023-01-13,7.734
2023-01-14,7.734
2023-01-15,7.734
2023-01-16,7.734
2023-01-17,7.7
2023-01-18,7.655
2023-01-19,7.716
2023-01-20,7.772
2023-01-21,7.772
2023-01-22,7.772
2023-01-23,7.688
2023-01-24,7.57
2023-01-25,7.57
2023-01-26,7.536
2023-01-27,7.585
2023-01-28,7.585
2023-01-29,7.585
2023-01-30,7.497
2023-01-31,7.638
2023-02-01,7.692
2023-02-02,7.633
2023-02-03,7.596
2023-02-04,7.596
2023-02-05,7.596
2023-02-06,7.473
2023-02-07,7.54
2023-02-08,7.369
2023-02-09,7.321
2023-02-10,7.321
2023-02-11,7.321
2023-02-12,7.321
2023-02-13,7.298
2023-02-14,7.351
2023-02-15,7.289
2023-02-16,7.138
2023-02-17,7.212
2023-02-18,7.212
2023-02-19,7.212
2023-02-20,7.212
2023-02-21,7.079
2023-02-22,7.103
2023-02-23,7.125
2023-02-24,7.01
2023-02-25,7.01
2023-02-26,7.01
2023-02-27,6.987
2023-02-28,6.942
2023-03-01,7.124
2023-03-02,7.431
2023-03-03,7.528
2023-03-04,7.528
2023-03-05,7.528
2023-03-06,7.363
2023-03-07,7.169
2023-03-08,7.211
2023-03-09,7.103
2023-03-10,6.913
2023-03-11,6.913
2023-03-12,6.913
2023-03-13,6.776
2023-03-14,6.841
2023-03-15,6.822
2023-03-16,6.94
2023-03-17,6.835
2023-03-18,6.835
2023-03-19,6.835
2023-03-20,6.964
2023-03-21,7.052
2023-03-22,6.989
2023-03-23,6.938
2023-03-24,7.131
2023-03-25,7.131
2023-03-26,7.131
2023-03-27,7.236
2023-03-28,7.236
2023-03-29,7.277
2023-03-30,7.353
2023-03-31,7.425
2023-04-01,7.425
2023-04-02,7.425
2023-04-03,7.378
2023-04-04,7.306
2023-04-05,7.397
2023-04-06,7.477
2023-04-07,7.477
2023-04-08,7.477
2023-04-09,7.477
2023-04-10,7.431
2023-04-11,7.451
2023-04-12,7.32
2023-04-13,7.408
2023-04-14,7.395
2023-04-15,7.395
2023-04-16,7.395
2023-04-17,7.429
2023-04-18,7.308
2023-04-19,7.386
2023-04-20,7.378
2023-04-21,7.426
2023-04-22,7.426
2023-04-23,7.426
2023-04-24,7.381
2023-04-25,7.213
2023-04-26,7.047
2023-04-27,7.103
2023-04-28,7.176
2023-04-29,7.176
2023-04-30,7.176
2023-05-01,7.222
2023-05-02,7.001
2023-05-03,6.98
2023-05-04,6.993
2023-05-05,7.122
2023-05-06,7.122
2023-05-07,7.122
2023-05-08,7.085
2023-05-09,6.919
2023-05-10,7.078
2023-05-11,7.148
2023-05-12,7.076
2023-05-13,7.076
2023-05-14,7.076
2023-05-15,7.024
2023-05-16,6.891
2023-05-17,6.95
2023-05-18,6.929
2023-05-19,7.061
2023-05-20,7.061
2023-05-21,7.061
2023-05-22,6.991
2023-05-23,6.857
2023-05-24,6.701
2023-05-25,6.62
2023-05-26,6.534
2023-05-27,6.534
2023-05-28,6.534
2023-05-29,6.534
2023-05-30,6.583
2023-05-31,6.651
2023-06-01,6.701
2023-06-02,6.661
2023-06-03,6.661
2023-06-04,6.661
2023-06-05,6.733
2023-06-06,6.69
2023-06-07,6.67
2023-06-08,6.622
2023-06-09,6.619
2023-06-10,6.619
2023-06-11,6.619
2023-06-12,6.542
2023-06-13,6.616
2023-06-14,6.59
2023-06-15,6.714
2023-06-16,6.702
2023-06-17,6.702
2023-06-18,6.702
2023-06-19,6.702
2023-06-20,6.669
2023-06-21,6.68
2023-06-22,6.655
