,HZNP US Equity
2020-07-19,13.847
2020-07-20,14.069
2020-07-21,13.644
2020-07-22,14.063
2020-07-23,13.549
2020-07-24,13.482
2020-07-25,13.482
2020-07-26,13.482
2020-07-27,13.432
2020-07-28,13.209
2020-07-29,13.456
2020-07-30,13.821
2020-07-31,12.513
2020-08-01,12.513
2020-08-02,12.513
2020-08-03,12.898
2020-08-04,12.636
2020-08-05,11.674
2020-08-06,11.038
2020-08-07,11.625
2020-08-08,11.625
2020-08-09,11.625
2020-08-10,11.591
2020-08-11,10.954
2020-08-12,11.083
2020-08-13,11.047
2020-08-14,11.109
2020-08-15,11.109
2020-08-16,11.109
2020-08-17,11.385
2020-08-18,11.162
2020-08-19,11.329
2020-08-20,11.46
2020-08-21,11.495
2020-08-22,11.495
2020-08-23,11.495
2020-08-24,11.181
2020-08-25,11.246
2020-08-26,11.147
2020-08-27,11.187
2020-08-28,11.051
2020-08-29,11.051
2020-08-30,11.051
2020-08-31,11.46
2020-09-01,11.513
2020-09-02,11.5
2020-09-03,11.014
2020-09-04,10.912
2020-09-05,10.912
2020-09-06,10.912
2020-09-07,10.912
2020-09-08,10.633
2020-09-09,11.037
2020-09-10,10.775
2020-09-11,10.737
2020-09-12,10.737
2020-09-13,10.737
2020-09-14,11.659
2020-09-15,12.02
2020-09-16,11.84
2020-09-17,11.866
2020-09-18,12.166
2020-09-19,12.166
2020-09-20,12.166
2020-09-21,12.0
2020-09-22,11.896
2020-09-23,12.143
2020-09-24,11.466
2020-09-25,11.91
2020-09-26,11.91
2020-09-27,11.91
2020-09-28,12.126
2020-09-29,11.896
2020-09-30,11.823
2020-10-01,12.24
2020-10-02,12.149
2020-10-03,12.149
2020-10-04,12.149
2020-10-05,12.414
2020-10-06,12.192
2020-10-07,12.259
2020-10-08,12.688
2020-10-09,12.831
2020-10-10,12.831
2020-10-11,12.831
2020-10-12,12.37
2020-10-13,12.18
2020-10-14,12.211
2020-10-15,12.062
2020-10-16,12.107
2020-10-17,12.107
2020-10-18,12.107
2020-10-19,11.99
2020-10-20,11.355
2020-10-21,11.346
2020-10-22,11.619
2020-10-23,11.799
2020-10-24,11.799
2020-10-25,11.799
2020-10-26,11.774
2020-10-27,11.908
2020-10-28,11.772
2020-10-29,11.842
2020-10-30,11.417
2020-10-31,11.417
2020-11-01,11.417
2020-11-02,10.407
2020-11-03,10.376
2020-11-04,11.431
2020-11-05,11.134
2020-11-06,10.661
2020-11-07,10.661
2020-11-08,10.661
2020-11-09,10.075
2020-11-10,11.14
2020-11-11,11.74
2020-11-12,11.344
2020-11-13,11.148
2020-11-14,11.148
2020-11-15,11.148
2020-11-16,10.921
2020-11-17,11.012
2020-11-18,10.795
2020-11-19,10.954
2020-11-20,10.809
2020-11-21,10.809
2020-11-22,10.809
2020-11-23,10.794
2020-11-24,10.638
2020-11-25,10.616
2020-11-26,10.616
2020-11-27,10.871
2020-11-28,10.871
2020-11-29,10.871
2020-11-30,10.852
2020-12-01,10.558
2020-12-02,10.715
2020-12-03,10.974
2020-12-04,11.051
2020-12-05,11.051
2020-12-06,11.051
2020-12-07,10.766
2020-12-08,11.012
2020-12-09,10.801
2020-12-10,11.333
2020-12-11,11.644
2020-12-12,11.644
2020-12-13,11.644
2020-12-14,11.998
2020-12-15,11.88
2020-12-16,11.817
2020-12-17,10.148
2020-12-18,10.202
2020-12-19,10.202
2020-12-20,10.202
2020-12-21,9.81
2020-12-22,9.977
2020-12-23,9.908
2020-12-24,10.091
2020-12-25,10.091
2020-12-26,10.091
2020-12-27,10.091
2020-12-28,10.288
2020-12-29,10.228
2020-12-30,10.592
2020-12-31,10.71
2021-01-01,10.71
2021-01-02,10.71
2021-01-03,10.71
2021-01-04,10.621
2021-01-05,10.729
2021-01-06,11.012
2021-01-07,11.654
2021-01-08,11.646
2021-01-09,11.646
2021-01-10,11.646
2021-01-11,11.628
2021-01-12,11.634
2021-01-13,11.394
2021-01-14,11.661
2021-01-15,11.633
2021-01-16,11.633
2021-01-17,11.633
2021-01-18,11.633
2021-01-19,11.999
2021-01-20,11.886
2021-01-21,11.584
2021-01-22,11.629
2021-01-23,11.629
2021-01-24,11.629
2021-01-25,11.746
2021-01-26,11.216
2021-01-27,10.747
2021-01-28,10.941
2021-01-29,10.844
2021-01-30,10.844
2021-01-31,10.844
2021-02-01,11.452
2021-02-02,12.506
2021-02-03,12.393
2021-02-04,12.853
2021-02-05,12.756
2021-02-06,12.756
2021-02-07,12.756
2021-02-08,13.241
2021-02-09,13.019
2021-02-10,12.919
2021-02-11,13.643
2021-02-12,13.55
2021-02-13,13.55
2021-02-14,13.55
2021-02-15,13.55
2021-02-16,13.016
2021-02-17,13.108
2021-02-18,13.063
2021-02-19,13.364
2021-02-20,13.364
2021-02-21,13.364
2021-02-22,12.86
2021-02-23,12.94
2021-02-24,14.746
2021-02-25,14.158
2021-02-26,14.211
2021-02-27,14.211
2021-02-28,14.211
2021-03-01,14.368
2021-03-02,14.771
2021-03-03,14.227
2021-03-04,13.474
2021-03-05,13.858
2021-03-06,13.858
2021-03-07,13.858
2021-03-08,13.564
2021-03-09,13.811
2021-03-10,13.95
2021-03-11,14.262
2021-03-12,14.481
2021-03-13,14.481
2021-03-14,14.481
2021-03-15,14.593
2021-03-16,14.109
2021-03-17,14.513
2021-03-18,13.999
2021-03-19,14.226
2021-03-20,14.226
2021-03-21,14.226
2021-03-22,14.674
2021-03-23,13.933
2021-03-24,13.275
2021-03-25,13.621
2021-03-26,13.59
2021-03-27,13.59
2021-03-28,13.59
2021-03-29,13.127
2021-03-30,14.298
2021-03-31,15.103
2021-04-01,14.851
2021-04-02,14.851
2021-04-03,14.851
2021-04-04,14.851
2021-04-05,14.903
2021-04-06,14.767
2021-04-07,14.554
2021-04-08,14.933
2021-04-09,15.011
2021-04-10,15.011
2021-04-11,15.011
2021-04-12,14.746
2021-04-13,15.047
2021-04-14,15.021
2021-04-15,15.36
2021-04-16,15.32
2021-04-17,15.32
2021-04-18,15.32
2021-04-19,14.826
2021-04-20,14.957
2021-04-21,15.366
2021-04-22,15.465
2021-04-23,15.544
2021-04-24,15.544
2021-04-25,15.544
2021-04-26,15.676
2021-04-27,15.627
2021-04-28,15.571
2021-04-29,15.522
2021-04-30,15.509
2021-05-01,15.509
2021-05-02,15.509
2021-05-03,15.211
2021-05-04,14.871
2021-05-05,14.101
2021-05-06,14.088
2021-05-07,13.782
2021-05-08,13.782
2021-05-09,13.782
2021-05-10,13.517
2021-05-11,13.729
2021-05-12,13.638
2021-05-13,13.824
2021-05-14,14.517
2021-05-15,14.517
2021-05-16,14.517
2021-05-17,14.777
2021-05-18,14.626
2021-05-19,14.479
2021-05-20,14.944
2021-05-21,14.807
2021-05-22,14.807
2021-05-23,14.807
2021-05-24,15.002
2021-05-25,15.086
2021-05-26,14.763
2021-05-27,14.508
2021-05-28,14.441
2021-05-29,14.441
2021-05-30,14.441
2021-05-31,14.441
2021-06-01,14.194
2021-06-02,13.926
2021-06-03,13.903
2021-06-04,14.062
2021-06-05,14.062
2021-06-06,14.062
2021-06-07,14.096
2021-06-08,14.018
2021-06-09,14.311
2021-06-10,14.802
2021-06-11,14.698
2021-06-12,14.698
2021-06-13,14.698
2021-06-14,14.583
2021-06-15,14.385
2021-06-16,14.322
2021-06-17,14.517
2021-06-18,14.906
2021-06-19,14.906
2021-06-20,14.906
2021-06-21,14.791
2021-06-22,14.709
2021-06-23,14.878
2021-06-24,14.861
2021-06-25,15.113
2021-06-26,15.113
2021-06-27,15.113
2021-06-28,15.102
2021-06-29,14.946
2021-06-30,14.753
2021-07-01,15.218
2021-07-02,15.105
2021-07-03,15.105
2021-07-04,15.105
2021-07-05,15.105
2021-07-06,15.091
2021-07-07,14.864
2021-07-08,14.722
2021-07-09,15.114
2021-07-10,15.114
2021-07-11,15.114
2021-07-12,15.219
2021-07-13,15.135
2021-07-14,15.081
2021-07-15,14.952
2021-07-16,14.826
2021-07-17,14.826
2021-07-18,14.826
2021-07-19,14.58
2021-07-20,14.948
2021-07-21,15.255
2021-07-22,15.874
2021-07-23,16.03
2021-07-24,16.03
2021-07-25,16.03
2021-07-26,15.804
2021-07-27,15.911
2021-07-28,16.411
2021-07-29,16.428
2021-07-30,16.013
2021-07-31,16.013
2021-08-01,16.013
2021-08-02,15.975
2021-08-03,15.972
2021-08-04,16.027
2021-08-05,15.81
2021-08-06,15.749
2021-08-07,15.749
2021-08-08,15.749
2021-08-09,15.618
2021-08-10,15.606
2021-08-11,15.538
2021-08-12,15.874
2021-08-13,15.862
2021-08-14,15.862
2021-08-15,15.862
2021-08-16,15.789
2021-08-17,15.676
2021-08-18,15.337
2021-08-19,15.343
2021-08-20,15.611
2021-08-21,15.611
2021-08-22,15.611
2021-08-23,15.849
2021-08-24,15.906
2021-08-25,16.006
2021-08-26,15.316
2021-08-27,15.324
2021-08-28,15.324
2021-08-29,15.324
2021-08-30,15.393
2021-08-31,15.304
2021-09-01,15.588
2021-09-02,15.611
2021-09-03,15.576
2021-09-04,15.576
2021-09-05,15.576
2021-09-06,15.576
2021-09-07,15.438
2021-09-08,15.336
2021-09-09,15.209
2021-09-10,15.254
2021-09-11,15.254
2021-09-12,15.254
2021-09-13,14.892
2021-09-14,15.032
2021-09-15,15.018
2021-09-16,15.284
2021-09-17,15.533
2021-09-18,15.533
2021-09-19,15.533
2021-09-20,15.294
2021-09-21,15.54
2021-09-22,15.568
2021-09-23,15.502
2021-09-24,15.627
2021-09-25,15.627
2021-09-26,15.627
2021-09-27,15.568
2021-09-28,15.172
2021-09-29,15.481
2021-09-30,15.441
2021-10-01,15.488
2021-10-02,15.488
2021-10-03,15.488
2021-10-04,15.726
2021-10-05,16.047
2021-10-06,15.944
2021-10-07,16.018
2021-10-08,16.036
2021-10-09,16.036
2021-10-10,16.036
2021-10-11,15.96
2021-10-12,15.975
2021-10-13,16.191
2021-10-14,15.926
2021-10-15,15.828
2021-10-16,15.828
2021-10-17,15.828
2021-10-18,15.951
2021-10-19,15.941
2021-10-20,16.057
2021-10-21,16.447
2021-10-22,16.445
2021-10-23,16.445
2021-10-24,16.445
2021-10-25,16.392
2021-10-26,16.383
2021-10-27,16.205
2021-10-28,16.643
2021-10-29,16.934
2021-10-30,16.934
2021-10-31,16.934
2021-11-01,16.705
2021-11-02,16.58
2021-11-03,15.95
2021-11-04,15.219
2021-11-05,15.047
2021-11-06,15.047
2021-11-07,15.047
2021-11-08,14.71
2021-11-09,14.634
2021-11-10,14.71
2021-11-11,14.704
2021-11-12,14.938
2021-11-13,14.938
2021-11-14,14.938
2021-11-15,14.889
2021-11-16,14.63
2021-11-17,14.695
2021-11-18,14.425
2021-11-19,14.425
2021-11-20,14.425
2021-11-21,14.425
2021-11-22,14.216
2021-11-23,14.104
2021-11-24,14.113
2021-11-25,14.113
2021-11-26,14.063
2021-11-27,14.063
2021-11-28,14.063
2021-11-29,13.737
2021-11-30,13.963
2021-12-01,14.191
2021-12-02,13.959
2021-12-03,13.436
2021-12-04,13.436
2021-12-05,13.436
2021-12-06,13.263
2021-12-07,13.787
2021-12-08,14.059
2021-12-09,13.544
2021-12-10,13.593
2021-12-11,13.593
2021-12-12,13.593
2021-12-13,13.912
2021-12-14,13.855
2021-12-15,14.421
2021-12-16,13.935
2021-12-17,14.031
2021-12-18,14.031
2021-12-19,14.031
2021-12-20,13.955
2021-12-21,14.329
2021-12-22,14.503
2021-12-23,14.662
2021-12-24,14.662
2021-12-25,14.662
2021-12-26,14.662
2021-12-27,14.78
2021-12-28,14.659
2021-12-29,14.678
2021-12-30,14.628
2021-12-31,14.576
2022-01-01,14.576
2022-01-02,14.576
2022-01-03,14.603
2022-01-04,14.334
2022-01-05,13.564
2022-01-06,13.022
2022-01-07,13.074
2022-01-08,13.074
2022-01-09,13.074
2022-01-10,12.64
2022-01-11,12.781
2022-01-12,12.464
2022-01-13,12.167
2022-01-14,12.261
2022-01-15,12.261
2022-01-16,12.261
2022-01-17,12.261
2022-01-18,11.995
2022-01-19,11.973
2022-01-20,11.773
2022-01-21,11.759
2022-01-22,11.759
2022-01-23,11.759
2022-01-24,11.818
2022-01-25,11.81
2022-01-26,11.92
2022-01-27,11.912
2022-01-28,12.456
2022-01-29,12.456
2022-01-30,12.456
2022-01-31,12.727
2022-02-01,12.864
2022-02-02,12.73
2022-02-03,12.491
2022-02-04,12.621
2022-02-05,12.621
2022-02-06,12.621
2022-02-07,12.787
2022-02-08,12.955
2022-02-09,13.282
2022-02-10,13.236
2022-02-11,13.171
2022-02-12,13.171
2022-02-13,13.171
2022-02-14,13.149
2022-02-15,13.378
2022-02-16,13.314
2022-02-17,12.859
2022-02-18,12.724
2022-02-19,12.724
2022-02-20,12.724
2022-02-21,12.724
2022-02-22,12.641
2022-02-23,12.464
2022-02-24,12.649
2022-02-25,12.811
2022-02-26,12.811
2022-02-27,12.811
2022-02-28,12.424
2022-03-01,13.674
2022-03-02,13.848
2022-03-03,13.801
2022-03-04,13.987
2022-03-05,13.987
2022-03-06,13.987
2022-03-07,13.883
2022-03-08,14.087
2022-03-09,14.232
2022-03-10,14.232
2022-03-11,14.182
2022-03-12,14.182
2022-03-13,14.182
2022-03-14,14.139
2022-03-15,14.404
2022-03-16,14.565
2022-03-17,14.84
2022-03-18,15.065
2022-03-19,15.065
2022-03-20,15.065
2022-03-21,15.157
2022-03-22,15.191
2022-03-23,15.049
2022-03-24,15.232
2022-03-25,15.173
2022-03-26,15.173
2022-03-27,15.173
2022-03-28,15.081
2022-03-29,14.558
2022-03-30,14.677
2022-03-31,14.594
2022-04-01,14.863
2022-04-02,14.863
2022-04-03,14.863
2022-04-04,14.888
2022-04-05,14.911
2022-04-06,15.113
2022-04-07,15.59
2022-04-08,15.698
2022-04-09,15.698
2022-04-10,15.698
2022-04-11,15.61
2022-04-12,15.594
2022-04-13,15.973
2022-04-14,16.141
2022-04-15,16.141
2022-04-16,16.141
2022-04-17,16.141
2022-04-18,15.998
2022-04-19,15.918
2022-04-20,16.012
2022-04-21,15.327
2022-04-22,14.682
2022-04-23,14.682
2022-04-24,14.682
2022-04-25,14.801
2022-04-26,14.353
2022-04-27,14.264
2022-04-28,14.179
2022-04-29,13.672
2022-04-30,13.672
2022-05-01,13.672
2022-05-02,13.858
2022-05-03,13.386
2022-05-04,13.492
2022-05-05,12.909
2022-05-06,12.261
2022-05-07,12.261
2022-05-08,12.261
2022-05-09,11.763
2022-05-10,12.624
2022-05-11,12.398
2022-05-12,12.431
2022-05-13,12.776
2022-05-14,12.776
2022-05-15,12.776
2022-05-16,12.831
2022-05-17,13.125
2022-05-18,12.492
2022-05-19,12.622
2022-05-20,12.765
2022-05-21,12.765
2022-05-22,12.765
2022-05-23,12.382
2022-05-24,12.474
2022-05-25,12.529
2022-05-26,12.837
2022-05-27,13.439
2022-05-28,13.439
2022-05-29,13.439
2022-05-30,13.439
2022-05-31,12.709
2022-06-01,12.553
2022-06-02,12.96
2022-06-03,12.805
2022-06-04,12.805
2022-06-05,12.805
2022-06-06,12.235
2022-06-07,12.857
2022-06-08,12.71
2022-06-09,12.211
2022-06-10,11.982
2022-06-11,11.982
2022-06-12,11.982
2022-06-13,11.446
2022-06-14,11.368
2022-06-15,11.536
2022-06-16,11.106
2022-06-17,11.544
2022-06-18,11.544
2022-06-19,11.544
2022-06-20,11.544
2022-06-21,11.583
2022-06-22,11.602
2022-06-23,11.597
2022-06-24,11.908
2022-06-25,11.908
2022-06-26,11.908
2022-06-27,11.958
2022-06-28,11.427
2022-06-29,11.54
2022-06-30,11.157
2022-07-01,11.308
2022-07-02,11.308
2022-07-03,11.308
2022-07-04,11.308
2022-07-05,11.596
2022-07-06,11.555
2022-07-07,11.715
2022-07-08,11.715
2022-07-09,11.715
2022-07-10,11.715
2022-07-11,11.591
2022-07-12,11.437
2022-07-13,11.415
2022-07-14,11.14
2022-07-15,11.572
2022-07-16,11.572
2022-07-17,11.572
2022-07-18,11.54
2022-07-19,11.872
2022-07-20,11.824
2022-07-21,11.771
2022-07-22,11.628
2022-07-23,11.628
2022-07-24,11.628
2022-07-25,11.523
2022-07-26,11.422
2022-07-27,11.5
2022-07-28,11.737
2022-07-29,11.633
2022-07-30,11.633
2022-07-31,11.633
2022-08-01,11.323
2022-08-02,11.564
2022-08-03,12.0
2022-08-04,12.58
2022-08-05,13.068
2022-08-06,13.068
2022-08-07,13.068
2022-08-08,13.077
2022-08-09,12.602
2022-08-10,12.845
2022-08-11,12.599
2022-08-12,12.668
2022-08-13,12.668
2022-08-14,12.668
2022-08-15,12.129
2022-08-16,11.975
2022-08-17,11.536
2022-08-18,11.439
2022-08-19,11.288
2022-08-20,11.288
2022-08-21,11.288
2022-08-22,11.162
2022-08-23,11.424
2022-08-24,11.458
2022-08-25,11.738
2022-08-26,11.408
2022-08-27,11.408
2022-08-28,11.408
2022-08-29,11.128
2022-08-30,11.019
2022-08-31,11.073
2022-09-01,11.375
2022-09-02,11.221
2022-09-03,11.221
2022-09-04,11.221
2022-09-05,11.221
2022-09-06,11.152
2022-09-07,11.528
2022-09-08,11.601
2022-09-09,12.36
2022-09-10,12.36
2022-09-11,12.36
2022-09-12,12.536
2022-09-13,12.106
2022-09-14,11.987
2022-09-15,11.946
2022-09-16,11.78
2022-09-17,11.78
2022-09-18,11.78
2022-09-19,11.837
2022-09-20,11.93
2022-09-21,11.75
2022-09-22,11.77
2022-09-23,11.834
2022-09-24,11.834
2022-09-25,11.834
2022-09-26,11.705
2022-09-27,11.777
2022-09-28,12.093
2022-09-29,11.875
2022-09-30,11.724
2022-10-01,11.724
2022-10-02,11.724
2022-10-03,12.173
2022-10-04,12.533
2022-10-05,12.701
2022-10-06,12.86
2022-10-07,12.336
2022-10-08,12.336
2022-10-09,12.336
2022-10-10,12.351
2022-10-11,12.074
2022-10-12,11.701
2022-10-13,12.096
2022-10-14,11.925
2022-10-15,11.925
2022-10-16,11.925
2022-10-17,12.249
2022-10-18,12.187
2022-10-19,12.296
2022-10-20,12.078
2022-10-21,12.284
2022-10-22,12.284
2022-10-23,12.284
2022-10-24,12.25
2022-10-25,12.774
2022-10-26,12.579
2022-10-27,12.216
2022-10-28,12.33
2022-10-29,12.33
2022-10-30,12.33
2022-10-31,12.038
2022-11-01,12.237
2022-11-02,13.471
2022-11-03,13.969
2022-11-04,14.73
2022-11-05,14.73
2022-11-06,14.73
2022-11-07,14.825
2022-11-08,14.718
2022-11-09,14.314
2022-11-10,14.621
2022-11-11,14.176
2022-11-12,14.176
2022-11-13,14.176
2022-11-14,14.331
2022-11-15,14.522
2022-11-16,14.449
2022-11-17,14.344
2022-11-18,14.562
2022-11-19,14.562
2022-11-20,14.562
2022-11-21,14.648
2022-11-22,14.755
2022-11-23,14.804
2022-11-24,14.804
2022-11-25,14.947
2022-11-26,14.947
2022-11-27,14.947
2022-11-28,14.894
2022-11-29,15.039
2022-11-30,18.634
2022-12-01,18.744
2022-12-02,19.482
2022-12-03,19.482
2022-12-04,19.482
2022-12-05,18.298
2022-12-06,18.022
2022-12-07,17.92
2022-12-08,18.033
2022-12-09,18.104
2022-12-10,18.104
2022-12-11,18.104
2022-12-12,20.908
2022-12-13,21.009
2022-12-14,21.051
2022-12-15,21.027
2022-12-16,21.005
2022-12-17,21.005
2022-12-18,21.005
2022-12-19,21.022
2022-12-20,21.033
2022-12-21,21.033
2022-12-22,21.048
2022-12-23,21.027
2022-12-24,21.027
2022-12-25,21.027
2022-12-26,21.027
2022-12-27,21.076
2022-12-28,21.126
2022-12-29,21.138
2022-12-30,21.192
2022-12-31,21.192
2023-01-01,21.192
2023-01-02,21.192
2023-01-03,21.136
2023-01-04,21.132
2023-01-05,21.088
2023-01-06,21.043
2023-01-07,21.043
2023-01-08,21.043
2023-01-09,21.063
2023-01-10,21.054
2023-01-11,21.065
2023-01-12,21.082
2023-01-13,21.088
2023-01-14,21.088
2023-01-15,21.088
2023-01-16,21.088
2023-01-17,21.063
2023-01-18,21.034
2023-01-19,21.054
2023-01-20,21.047
2023-01-21,21.047
2023-01-22,21.047
2023-01-23,21.007
2023-01-24,21.013
2023-01-25,21.043
2023-01-26,20.717
2023-01-27,20.601
2023-01-28,20.601
2023-01-29,20.601
2023-01-30,20.493
2023-01-31,20.432
2023-02-01,20.568
2023-02-02,20.445
2023-02-03,20.425
2023-02-04,20.425
2023-02-05,20.425
2023-02-06,20.531
2023-02-07,20.447
2023-02-08,20.41
2023-02-09,20.326
2023-02-10,20.376
2023-02-11,20.376
2023-02-12,20.376
2023-02-13,20.393
2023-02-14,20.4
2023-02-15,20.425
2023-02-16,20.413
2023-02-17,20.471
2023-02-18,20.471
2023-02-19,20.471
2023-02-20,20.471
2023-02-21,20.462
2023-02-22,20.626
2023-02-23,20.615
2023-02-24,20.577
2023-02-25,20.577
2023-02-26,20.577
2023-02-27,20.454
2023-02-28,20.389
2023-03-01,20.418
2023-03-02,20.3
2023-03-03,20.263
2023-03-04,20.263
2023-03-05,20.263
2023-03-06,20.217
2023-03-07,20.247
2023-03-08,20.217
2023-03-09,20.19
2023-03-10,20.261
2023-03-11,20.261
2023-03-12,20.261
2023-03-13,20.153
2023-03-14,20.199
2023-03-15,20.157
2023-03-16,20.177
2023-03-17,20.081
2023-03-18,20.081
2023-03-19,20.081
2023-03-20,20.065
2023-03-21,20.161
2023-03-22,19.808
2023-03-23,19.897
2023-03-24,20.03
2023-03-25,20.03
2023-03-26,20.03
2023-03-27,20.146
2023-03-28,20.114
2023-03-29,20.094
2023-03-30,20.159
2023-03-31,20.14
2023-04-01,20.14
2023-04-02,20.14
2023-04-03,20.096
2023-04-04,19.994
2023-04-05,19.928
2023-04-06,20.063
2023-04-07,20.063
2023-04-08,20.063
2023-04-09,20.063
2023-04-10,20.17
2023-04-11,19.583
2023-04-12,19.61
2023-04-13,19.796
2023-04-14,19.954
2023-04-15,19.954
2023-04-16,19.954
2023-04-17,20.023
2023-04-18,20.007
2023-04-19,20.0
2023-04-20,19.98
2023-04-21,19.905
2023-04-22,19.905
2023-04-23,19.905
2023-04-24,19.816
2023-04-25,19.771
2023-04-26,19.762
2023-04-27,19.852
2023-04-28,19.875
2023-04-29,19.875
2023-04-30,19.875
2023-05-01,20.016
2023-05-02,19.982
2023-05-03,22.393
2023-05-04,22.29
2023-05-05,23.253
2023-05-06,23.253
2023-05-07,23.253
2023-05-08,22.934
2023-05-09,22.94
2023-05-10,22.843
2023-05-11,22.766
2023-05-12,22.967
2023-05-13,22.967
2023-05-14,22.967
2023-05-15,22.829
2023-05-16,20.138
2023-05-17,21.01
2023-05-18,21.244
2023-05-19,21.06
2023-05-20,21.06
2023-05-21,21.06
2023-05-22,20.715
2023-05-23,20.618
2023-05-24,20.494
2023-05-25,20.573
2023-05-26,20.517
2023-05-27,20.517
2023-05-28,20.517
2023-05-29,20.517
2023-05-30,20.463
2023-05-31,20.604
2023-06-01,20.68
2023-06-02,20.583
2023-06-03,20.583
2023-06-04,20.583
2023-06-05,20.529
2023-06-06,20.434
2023-06-07,20.36
2023-06-08,20.356
2023-06-09,20.321
2023-06-10,20.321
2023-06-11,20.321
2023-06-12,20.438
2023-06-13,20.487
2023-06-14,20.602
2023-06-15,20.743
2023-06-16,20.809
2023-06-17,20.809
2023-06-18,20.809
2023-06-19,20.809
2023-06-20,20.768
2023-06-21,20.803
2023-06-22,20.76
