,AJRD US Equity
2020-10-13,18.283
2020-10-14,18.081
2020-10-15,17.941
2020-10-16,17.878
2020-10-17,17.878
2020-10-18,17.878
2020-10-19,17.369
2020-10-20,17.017
2020-10-21,16.797
2020-10-22,17.004
2020-10-23,16.981
2020-10-24,16.981
2020-10-25,16.981
2020-10-26,16.981
2020-10-27,16.981
2020-10-28,16.981
2020-10-29,16.981
2020-10-30,16.981
2020-10-31,16.981
2020-11-01,16.981
2020-11-02,16.981
2020-11-03,16.981
2020-11-04,16.981
2020-11-05,16.981
2020-11-06,16.981
2020-11-07,16.981
2020-11-08,16.981
2020-11-09,16.981
2020-11-10,16.981
2020-11-11,16.981
2020-11-12,16.981
2020-11-13,16.981
2020-11-14,16.981
2020-11-15,16.981
2020-11-16,16.981
2020-11-17,16.981
2020-11-18,16.981
2020-11-19,16.981
2020-11-20,16.981
2020-11-21,16.981
2020-11-22,16.981
2020-11-23,16.981
2020-11-24,16.981
2020-11-25,16.981
2020-11-26,16.981
2020-11-27,16.981
2020-11-28,16.981
2020-11-29,16.981
2020-11-30,16.981
2020-12-01,16.981
2020-12-02,16.981
2020-12-03,16.981
2020-12-04,16.981
2020-12-05,16.981
2020-12-06,16.981
2020-12-07,16.981
2020-12-08,16.981
2020-12-09,16.981
2020-12-10,16.981
2020-12-11,16.981
2020-12-12,16.981
2020-12-13,16.981
2020-12-14,16.981
2020-12-15,16.981
2020-12-16,16.981
2020-12-17,16.981
2020-12-18,16.981
2020-12-19,16.981
2020-12-20,16.981
2020-12-21,16.981
2020-12-22,16.981
2020-12-23,16.981
2020-12-24,16.981
2020-12-25,16.981
2020-12-26,16.981
2020-12-27,16.981
2020-12-28,16.981
2020-12-29,16.981
2020-12-30,16.981
2020-12-31,16.981
2021-01-01,16.981
2021-01-02,16.981
2021-01-03,16.981
2021-01-04,16.981
2021-01-05,16.981
2021-01-06,16.981
2021-01-07,16.981
2021-01-08,16.981
2021-01-09,16.981
2021-01-10,16.981
2021-01-11,16.981
2021-01-12,16.981
2021-01-13,16.981
2021-01-14,16.981
2021-01-15,16.981
2021-01-16,16.981
2021-01-17,16.981
2021-01-18,16.981
2021-01-19,16.981
2021-01-20,16.981
2021-01-21,16.981
2021-01-22,16.981
2021-01-23,16.981
2021-01-24,16.981
2021-01-25,16.981
2021-01-26,16.981
2021-01-27,16.981
2021-01-28,16.981
2021-01-29,16.981
2021-01-30,16.981
2021-01-31,16.981
2021-02-01,16.981
2021-02-02,16.981
2021-02-03,16.981
2021-02-04,16.981
2021-02-05,16.981
2021-02-06,16.981
2021-02-07,16.981
2021-02-08,16.981
2021-02-09,16.981
2021-02-10,16.981
2021-02-11,16.981
2021-02-12,16.981
2021-02-13,16.981
2021-02-14,16.981
2021-02-15,16.981
2021-02-16,16.981
2021-02-17,16.981
2021-02-18,16.981
2021-02-19,16.981
2021-02-20,16.981
2021-02-21,16.981
2021-02-22,16.981
2021-02-23,16.981
2021-02-24,20.985
2021-02-25,20.932
2021-02-26,20.811
2021-02-27,20.811
2021-02-28,20.811
2021-03-01,21.034
2021-03-02,20.855
2021-03-03,21.042
2021-03-04,20.803
2021-03-05,20.725
2021-03-06,20.725
2021-03-07,20.725
2021-03-08,20.523
2021-03-09,20.964
2021-03-10,21.081
2021-03-11,21.171
2021-03-12,21.243
2021-03-13,21.243
2021-03-14,21.243
2021-03-15,21.405
2021-03-16,21.252
2021-03-17,21.27
2021-03-18,21.194
2021-03-19,20.995
2021-03-20,20.995
2021-03-21,20.995
2021-03-22,21.36
2021-03-23,21.284
2021-03-24,21.167
2021-03-25,21.216
2021-03-26,21.275
2021-03-27,21.275
2021-03-28,21.275
2021-03-29,21.279
2021-03-30,21.302
2021-03-31,21.153
2021-04-01,21.257
2021-04-02,21.257
2021-04-03,21.257
2021-04-04,21.257
2021-04-05,21.36
2021-04-06,21.437
2021-04-07,21.401
2021-04-08,21.491
2021-04-09,21.505
2021-04-10,21.505
2021-04-11,21.505
2021-04-12,21.55
2021-04-13,21.577
2021-04-14,21.168
2021-04-15,21.372
2021-04-16,21.473
2021-04-17,21.473
2021-04-18,21.473
2021-04-19,21.5
2021-04-20,21.372
2021-04-21,21.509
2021-04-22,21.522
2021-04-23,21.504
2021-04-24,21.504
2021-04-25,21.504
2021-04-26,21.447
2021-04-27,21.062
2021-04-28,21.044
2021-04-29,20.827
2021-04-30,20.673
2021-05-01,20.673
2021-05-02,20.673
2021-05-03,20.708
2021-05-04,20.836
2021-05-05,20.748
2021-05-06,20.872
2021-05-07,20.796
2021-05-08,20.796
2021-05-09,20.796
2021-05-10,20.934
2021-05-11,20.916
2021-05-12,21.312
2021-05-13,21.398
2021-05-14,21.425
2021-05-15,21.425
2021-05-16,21.425
2021-05-17,21.362
2021-05-18,21.357
2021-05-19,21.52
2021-05-20,21.584
2021-05-21,21.688
2021-05-22,21.688
2021-05-23,21.688
2021-05-24,21.638
2021-05-25,21.661
2021-05-26,21.842
2021-05-27,21.878
2021-05-28,21.923
2021-05-29,21.923
2021-05-30,21.923
2021-05-31,21.923
2021-06-01,21.946
2021-06-02,21.991
2021-06-03,21.986
2021-06-04,22.018
2021-06-05,22.018
2021-06-06,22.018
2021-06-07,22.077
2021-06-08,21.995
2021-06-09,21.982
2021-06-10,22.163
2021-06-11,22.403
2021-06-12,22.403
2021-06-13,22.403
2021-06-14,22.489
2021-06-15,22.326
2021-06-16,22.262
2021-06-17,22.109
2021-06-18,22.005
2021-06-19,22.005
2021-06-20,22.005
2021-06-21,21.792
2021-06-22,21.86
2021-06-23,21.86
2021-06-24,21.873
2021-06-25,21.76
2021-06-26,21.76
2021-06-27,21.76
2021-06-28,21.724
2021-06-29,21.778
2021-06-30,21.851
2021-07-01,21.873
2021-07-02,21.855
2021-07-03,21.855
2021-07-04,21.855
2021-07-05,21.855
2021-07-06,21.819
2021-07-07,21.833
2021-07-08,21.566
2021-07-09,21.484
2021-07-10,21.484
2021-07-11,21.484
2021-07-12,21.403
2021-07-13,21.403
2021-07-14,21.403
2021-07-15,21.403
2021-07-16,21.403
2021-07-17,21.403
2021-07-18,21.403
2021-07-19,21.403
2021-07-20,21.403
2021-07-21,21.403
2021-07-22,21.403
2021-07-23,21.403
2021-07-24,21.403
2021-07-25,21.403
2021-07-26,21.403
2021-07-27,21.403
2021-07-28,21.403
2021-07-29,21.403
2021-07-30,21.403
2021-07-31,21.403
2021-08-01,21.403
2021-08-02,21.403
2021-08-03,21.403
2021-08-04,21.403
2021-08-05,21.403
2021-08-06,21.403
2021-08-07,21.403
2021-08-08,21.403
2021-08-09,21.403
2021-08-10,21.403
2021-08-11,21.403
2021-08-12,21.403
2021-08-13,21.403
2021-08-14,21.403
2021-08-15,21.403
2021-08-16,21.403
2021-08-17,21.403
2021-08-18,21.403
2021-08-19,21.403
2021-08-20,21.403
2021-08-21,21.403
2021-08-22,21.403
2021-08-23,21.403
2021-08-24,21.403
2021-08-25,21.403
2021-08-26,21.403
2021-08-27,21.403
2021-08-28,21.403
2021-08-29,21.403
2021-08-30,21.403
2021-08-31,21.403
2021-09-01,21.403
2021-09-02,19.615
2021-09-03,19.665
2021-09-04,19.665
2021-09-05,19.665
2021-09-06,19.665
2021-09-07,19.52
2021-09-08,19.584
2021-09-09,19.489
2021-09-10,19.176
2021-09-11,19.176
2021-09-12,19.176
2021-09-13,18.914
2021-09-14,18.724
2021-09-15,18.665
2021-09-16,18.652
2021-09-17,18.751
2021-09-18,18.751
2021-09-19,18.751
2021-09-20,18.9
2021-09-21,19.0
2021-09-22,18.697
2021-09-23,18.733
2021-09-24,19.303
2021-09-25,19.303
2021-09-26,19.303
2021-09-27,19.48
2021-09-28,19.385
2021-09-29,19.656
2021-09-30,19.706
2021-10-01,19.253
2021-10-02,19.253
2021-10-03,19.253
2021-10-04,19.303
2021-10-05,18.738
2021-10-06,19.199
2021-10-07,19.326
2021-10-08,19.683
2021-10-09,19.683
2021-10-10,19.683
2021-10-11,19.643
2021-10-12,19.747
2021-10-13,19.76
2021-10-14,19.787
2021-10-15,19.864
2021-10-16,19.864
2021-10-17,19.864
2021-10-18,19.864
2021-10-19,19.923
2021-10-20,19.95
2021-10-21,20.023
2021-10-22,20.059
2021-10-23,20.059
2021-10-24,20.059
2021-10-25,19.824
2021-10-26,19.027
2021-10-27,19.557
2021-10-28,19.751
2021-10-29,19.914
2021-10-30,19.914
2021-10-31,19.914
2021-11-01,20.158
2021-11-02,20.145
2021-11-03,20.317
2021-11-04,20.466
2021-11-05,20.756
2021-11-06,20.756
2021-11-07,20.756
2021-11-08,20.398
2021-11-09,19.81
2021-11-10,20.027
2021-11-11,19.67
2021-11-12,19.747
2021-11-13,19.747
2021-11-14,19.747
2021-11-15,19.729
2021-11-16,19.833
2021-11-17,19.941
2021-11-18,19.342
2021-11-19,19.311
2021-11-20,19.311
2021-11-21,19.311
2021-11-22,19.527
2021-11-23,19.595
2021-11-24,19.833
2021-11-25,19.833
2021-11-26,19.486
2021-11-27,19.486
2021-11-28,19.486
2021-11-29,19.212
2021-11-30,18.937
2021-12-01,19.135
2021-12-02,19.505
2021-12-03,19.446
2021-12-04,19.446
2021-12-05,19.446
2021-12-06,19.703
2021-12-07,19.577
2021-12-08,19.288
2021-12-09,19.162
2021-12-10,19.185
2021-12-11,19.185
2021-12-12,19.185
2021-12-13,19.266
2021-12-14,19.707
2021-12-15,19.613
2021-12-16,20.486
2021-12-17,20.788
2021-12-18,20.788
2021-12-19,20.788
2021-12-20,21.005
2021-12-21,21.077
2021-12-22,20.64
2021-12-23,20.667
2021-12-24,20.667
2021-12-25,20.667
2021-12-26,20.667
2021-12-27,20.77
2021-12-28,21.027
2021-12-29,21.108
2021-12-30,20.874
2021-12-31,21.063
2022-01-01,21.063
2022-01-02,21.063
2022-01-03,20.946
2022-01-04,20.896
2022-01-05,20.532
2022-01-06,20.495
2022-01-07,20.014
2022-01-08,20.014
2022-01-09,20.014
2022-01-10,20.725
2022-01-11,20.306
2022-01-12,19.793
2022-01-13,19.685
2022-01-14,19.36
2022-01-15,19.36
2022-01-16,19.36
2022-01-17,19.36
2022-01-18,19.338
2022-01-19,19.77
2022-01-20,19.748
2022-01-21,19.338
2022-01-22,19.338
2022-01-23,19.338
2022-01-24,20.27
2022-01-25,16.509
2022-01-26,16.86
2022-01-27,17.126
2022-01-28,17.315
2022-01-29,17.315
2022-01-30,17.315
2022-01-31,17.383
2022-02-01,17.45
2022-02-02,17.167
2022-02-03,17.135
2022-02-04,16.689
2022-02-05,16.689
2022-02-06,16.689
2022-02-07,16.658
2022-02-08,16.762
2022-02-09,16.828
2022-02-10,16.753
2022-02-11,17.216
2022-02-12,17.216
2022-02-13,17.216
2022-02-14,16.251
2022-02-15,16.593
2022-02-16,16.673
2022-02-17,16.588
2022-02-18,16.198
2022-02-19,16.198
2022-02-20,16.198
2022-02-21,16.198
2022-02-22,16.322
2022-02-23,17.235
2022-02-24,17.428
2022-02-25,17.419
2022-02-26,17.419
2022-02-27,17.419
2022-02-28,18.252
2022-03-01,18.615
2022-03-02,18.7
2022-03-03,18.719
2022-03-04,18.619
2022-03-05,18.619
2022-03-06,18.619
2022-03-07,19.312
2022-03-08,18.32
2022-03-09,17.964
2022-03-10,17.954
2022-03-11,18.405
2022-03-12,18.405
2022-03-13,18.405
2022-03-14,18.097
2022-03-15,17.931
2022-03-16,17.997
2022-03-17,18.5
2022-03-18,18.638
2022-03-19,18.638
2022-03-20,18.638
2022-03-21,18.794
2022-03-22,19.056
2022-03-23,18.59
2022-03-24,18.937
2022-03-25,18.866
2022-03-26,18.866
2022-03-27,18.866
2022-03-28,18.477
2022-03-29,18.244
2022-03-30,18.51
2022-03-31,18.676
2022-04-01,19.079
2022-04-02,19.079
2022-04-03,19.079
2022-04-04,19.008
2022-04-05,19.108
2022-04-06,19.003
2022-04-07,20.154
2022-04-08,19.668
2022-04-09,19.668
2022-04-10,19.668
2022-04-11,19.631
2022-04-12,19.692
2022-04-13,20.126
2022-04-14,20.173
2022-04-15,20.173
2022-04-16,20.173
2022-04-17,20.173
2022-04-18,19.85
2022-04-19,19.757
2022-04-20,19.626
2022-04-21,19.308
2022-04-22,19.224
2022-04-23,19.224
2022-04-24,19.224
2022-04-25,19.187
2022-04-26,18.79
2022-04-27,18.902
2022-04-28,18.86
2022-04-29,18.682
2022-04-30,18.682
2022-05-01,18.682
2022-05-02,18.706
2022-05-03,18.636
2022-05-04,19.067
2022-05-05,19.176
2022-05-06,19.26
2022-05-07,19.26
2022-05-08,19.26
2022-05-09,18.789
2022-05-10,18.601
2022-05-11,18.276
2022-05-12,18.318
2022-05-13,18.672
2022-05-14,18.672
2022-05-15,18.672
2022-05-16,18.634
2022-05-17,19.001
2022-05-18,18.766
2022-05-19,18.549
2022-05-20,18.53
2022-05-21,18.53
2022-05-22,18.53
2022-05-23,18.865
2022-05-24,19.049
2022-05-25,19.119
2022-05-26,19.416
2022-05-27,19.463
2022-05-28,19.463
2022-05-29,19.463
2022-05-30,19.463
2022-05-31,19.19
2022-06-01,19.237
2022-06-02,19.27
2022-06-03,19.585
2022-06-04,19.585
2022-06-05,19.585
2022-06-06,19.557
2022-06-07,19.948
2022-06-08,19.854
2022-06-09,19.609
2022-06-10,18.822
2022-06-11,18.822
2022-06-12,18.822
2022-06-13,18.353
2022-06-14,17.899
2022-06-15,17.936
2022-06-16,17.328
2022-06-17,17.95
2022-06-18,17.95
2022-06-19,17.95
2022-06-20,17.95
2022-06-21,17.749
2022-06-22,18.035
2022-06-23,18.184
2022-06-24,18.783
2022-06-25,18.783
2022-06-26,18.783
2022-06-27,18.825
2022-06-28,18.83
2022-06-29,18.718
2022-06-30,19.124
2022-07-01,18.503
2022-07-02,18.503
2022-07-03,18.503
2022-07-04,18.503
2022-07-05,17.978
2022-07-06,18.126
2022-07-07,18.279
2022-07-08,18.364
2022-07-09,18.364
2022-07-10,18.364
2022-07-11,18.103
2022-07-12,17.802
2022-07-13,17.618
2022-07-14,17.578
2022-07-15,18.0
2022-07-16,18.0
2022-07-17,18.0
2022-07-18,18.656
2022-07-19,20.298
2022-07-20,20.298
2022-07-21,20.09
2022-07-22,20.279
2022-07-23,20.279
2022-07-24,20.279
2022-07-25,20.255
2022-07-26,20.08
2022-07-27,20.378
2022-07-28,20.704
2022-07-29,20.638
2022-07-30,20.638
2022-07-31,20.638
2022-08-01,19.641
2022-08-02,20.447
2022-08-03,20.638
2022-08-04,20.578
2022-08-05,20.638
2022-08-06,20.638
2022-08-07,20.638
2022-08-08,20.558
2022-08-09,20.497
2022-08-10,20.709
2022-08-11,20.784
2022-08-12,21.347
2022-08-13,21.347
2022-08-14,21.347
2022-08-15,21.352
2022-08-16,22.241
2022-08-17,22.211
2022-08-18,22.196
2022-08-19,21.274
2022-08-20,21.274
2022-08-21,21.274
2022-08-22,20.579
2022-08-23,21.293
2022-08-24,21.621
2022-08-25,21.877
2022-08-26,21.216
2022-08-27,21.216
2022-08-28,21.216
2022-08-29,22.231
2022-08-30,21.995
2022-08-31,21.643
2022-09-01,21.523
2022-09-02,21.528
2022-09-03,21.528
2022-09-04,21.528
2022-09-05,21.528
2022-09-06,21.015
2022-09-07,21.578
2022-09-08,22.357
2022-09-09,22.859
2022-09-10,22.859
2022-09-11,22.859
2022-09-12,22.628
2022-09-13,21.839
2022-09-14,22.176
2022-09-15,22.221
2022-09-16,22.231
2022-09-17,22.231
2022-09-18,22.231
2022-09-19,21.869
2022-09-20,21.799
2022-09-21,21.503
2022-09-22,21.256
2022-09-23,20.704
2022-09-24,20.704
2022-09-25,20.704
2022-09-26,20.307
2022-09-27,20.04
2022-09-28,20.296
2022-09-29,19.96
2022-09-30,20.095
2022-10-01,20.095
2022-10-02,20.095
2022-10-03,20.452
2022-10-04,21.075
2022-10-05,21.181
2022-10-06,20.633
2022-10-07,20.608
2022-10-08,20.608
2022-10-09,20.608
2022-10-10,20.827
2022-10-11,20.928
2022-10-12,20.691
2022-10-13,21.074
2022-10-14,20.262
2022-10-15,20.262
2022-10-16,20.262
2022-10-17,20.903
2022-10-18,21.447
2022-10-19,21.916
2022-10-20,21.962
2022-10-21,22.632
2022-10-22,22.632
2022-10-23,22.632
2022-10-24,22.859
2022-10-25,23.949
2022-10-26,23.58
2022-10-27,23.964
2022-10-28,24.508
2022-10-29,24.508
2022-10-30,24.508
2022-10-31,24.433
2022-11-01,23.687
2022-11-02,23.903
2022-11-03,24.221
2022-11-04,24.469
2022-11-05,24.469
2022-11-06,24.469
2022-11-07,24.993
2022-11-08,24.74
2022-11-09,24.508
2022-11-10,25.166
2022-11-11,24.256
2022-11-12,24.256
2022-11-13,24.256
2022-11-14,24.281
2022-11-15,24.538
2022-11-16,25.022
2022-11-17,25.205
2022-11-18,25.314
2022-11-19,25.314
2022-11-20,25.314
2022-11-21,25.284
2022-11-22,25.19
2022-11-23,25.052
2022-11-24,25.052
2022-11-25,25.205
2022-11-26,25.205
2022-11-27,25.205
2022-11-28,25.116
2022-11-29,24.691
2022-11-30,25.704
2022-12-01,26.461
2022-12-02,26.975
2022-12-03,26.975
2022-12-04,26.975
2022-12-05,26.614
2022-12-06,26.495
2022-12-07,26.747
2022-12-08,26.723
2022-12-09,26.639
2022-12-10,26.639
2022-12-11,26.639
2022-12-12,27.064
2022-12-13,27.064
2022-12-14,27.093
2022-12-15,26.92
2022-12-16,27.133
2022-12-17,27.133
2022-12-18,27.133
2022-12-19,27.484
2022-12-20,27.494
2022-12-21,27.558
2022-12-22,27.558
2022-12-23,27.583
2022-12-24,27.583
2022-12-25,27.583
2022-12-26,27.583
2022-12-27,27.608
2022-12-28,27.647
2022-12-29,27.682
2022-12-30,27.647
2022-12-31,27.647
2023-01-01,27.647
2023-01-02,27.647
2023-01-03,27.617
2023-01-04,27.632
2023-01-05,27.726
2023-01-06,27.632
2023-01-07,27.632
2023-01-08,27.632
2023-01-09,27.533
2023-01-10,27.548
2023-01-11,27.838
2023-01-12,27.923
2023-01-13,27.938
2023-01-14,27.938
2023-01-15,27.938
2023-01-16,27.938
2023-01-17,27.983
2023-01-18,28.013
2023-01-19,27.983
2023-01-20,28.018
2023-01-21,28.018
2023-01-22,28.018
2023-01-23,28.038
2023-01-24,28.078
2023-01-25,28.093
2023-01-26,28.138
2023-01-27,27.838
2023-01-28,27.838
2023-01-29,27.838
2023-01-30,27.838
2023-01-31,27.918
2023-02-01,27.622
2023-02-02,27.608
2023-02-03,27.608
2023-02-04,27.608
2023-02-05,27.608
2023-02-06,27.509
2023-02-07,27.612
2023-02-08,27.608
2023-02-09,27.548
2023-02-10,27.598
2023-02-11,27.598
2023-02-12,27.598
2023-02-13,27.593
2023-02-14,27.761
2023-02-15,28.259
2023-02-16,28.183
2023-02-17,28.173
2023-02-18,28.173
2023-02-19,28.173
2023-02-20,28.173
2023-02-21,28.183
2023-02-22,28.168
2023-02-23,28.239
2023-02-24,28.264
2023-02-25,28.264
2023-02-26,28.264
2023-02-27,28.284
2023-02-28,28.354
2023-03-01,28.299
2023-03-02,28.304
2023-03-03,28.234
2023-03-04,28.234
2023-03-05,28.234
2023-03-06,28.203
2023-03-07,28.213
2023-03-08,28.223
2023-03-09,28.188
2023-03-10,28.133
2023-03-11,28.133
2023-03-12,28.133
2023-03-13,28.103
2023-03-14,28.148
2023-03-15,28.244
2023-03-16,28.057
2023-03-17,27.987
2023-03-18,27.987
2023-03-19,27.987
2023-03-20,28.078
2023-03-21,28.037
2023-03-22,27.937
2023-03-23,28.007
2023-03-24,27.982
2023-03-25,27.982
2023-03-26,27.982
2023-03-27,28.062
2023-03-28,28.047
2023-03-29,28.133
2023-03-30,28.259
2023-03-31,28.269
2023-04-01,28.269
2023-04-02,28.269
2023-04-03,28.319
2023-04-04,28.324
2023-04-05,28.384
2023-04-06,28.354
2023-04-07,28.354
2023-04-08,28.354
2023-04-09,28.354
2023-04-10,27.627
2023-04-11,27.623
2023-04-12,27.642
2023-04-13,27.662
2023-04-14,27.657
2023-04-15,27.657
2023-04-16,27.657
2023-04-17,27.676
2023-04-18,27.667
2023-04-19,27.696
2023-04-20,27.833
2023-04-21,27.711
2023-04-22,27.711
2023-04-23,27.711
2023-04-24,27.725
2023-04-25,27.662
2023-04-26,27.632
2023-04-27,27.647
2023-04-28,27.652
2023-04-29,27.652
2023-04-30,27.652
2023-05-01,27.623
2023-05-02,27.623
2023-05-03,27.642
2023-05-04,27.642
2023-05-05,27.603
2023-05-06,27.603
2023-05-07,27.603
2023-05-08,26.577
2023-05-09,26.487
2023-05-10,26.496
2023-05-11,27.505
2023-05-12,27.5
2023-05-13,27.5
2023-05-14,27.5
2023-05-15,27.534
2023-05-16,27.304
2023-05-17,27.245
2023-05-18,27.206
2023-05-19,27.093
2023-05-20,27.093
2023-05-21,27.093
2023-05-22,27.074
2023-05-23,27.01
2023-05-24,26.936
2023-05-25,26.966
2023-05-26,26.613
2023-05-27,26.613
2023-05-28,26.613
2023-05-29,26.613
2023-05-30,26.828
2023-05-31,26.706
2023-06-01,26.721
2023-06-02,26.627
2023-06-03,26.627
2023-06-04,26.627
2023-06-05,26.814
2023-06-06,26.721
2023-06-07,26.716
2023-06-08,26.73
2023-06-09,26.49
2023-06-10,26.49
2023-06-11,26.49
2023-06-12,26.686
2023-06-13,26.529
2023-06-14,26.471
2023-06-15,26.422
2023-06-16,26.495
2023-06-17,26.495
2023-06-18,26.495
2023-06-19,26.495
2023-06-20,26.632
2023-06-21,26.711
2023-06-22,26.917
