,MLKN US Equity
2021-01-18,10.115
2021-01-19,10.115
2021-01-20,10.115
2021-01-21,10.115
2021-01-22,10.115
2021-01-23,10.115
2021-01-24,10.115
2021-01-25,10.115
2021-01-26,10.115
2021-01-27,10.115
2021-01-28,10.115
2021-01-29,10.115
2021-01-30,10.115
2021-01-31,10.115
2021-02-01,10.115
2021-02-02,10.115
2021-02-03,10.115
2021-02-04,10.115
2021-02-05,10.115
2021-02-06,10.115
2021-02-07,10.115
2021-02-08,10.115
2021-02-09,10.115
2021-02-10,10.115
2021-02-11,10.115
2021-02-12,10.115
2021-02-13,10.115
2021-02-14,10.115
2021-02-15,10.115
2021-02-16,10.115
2021-02-17,10.115
2021-02-18,10.115
2021-02-19,10.115
2021-02-20,10.115
2021-02-21,10.115
2021-02-22,10.115
2021-02-23,10.115
2021-02-24,10.115
2021-02-25,10.115
2021-02-26,10.115
2021-02-27,10.115
2021-02-28,10.115
2021-03-01,10.115
2021-03-02,10.115
2021-03-03,10.115
2021-03-04,10.115
2021-03-05,10.115
2021-03-06,10.115
2021-03-07,10.115
2021-03-08,10.115
2021-03-09,10.115
2021-03-10,10.115
2021-03-11,10.115
2021-03-12,10.115
2021-03-13,10.115
2021-03-14,10.115
2021-03-15,10.115
2021-03-16,10.115
2021-03-17,10.115
2021-03-18,10.115
2021-03-19,10.115
2021-03-20,10.115
2021-03-21,10.115
2021-03-22,10.115
2021-03-23,10.115
2021-03-24,10.115
2021-03-25,10.115
2021-03-26,10.115
2021-03-27,10.115
2021-03-28,10.115
2021-03-29,10.115
2021-03-30,10.115
2021-03-31,10.115
2021-04-01,10.115
2021-04-02,10.115
2021-04-03,10.115
2021-04-04,10.115
2021-04-05,10.115
2021-04-06,10.115
2021-04-07,10.115
2021-04-08,10.115
2021-04-09,10.115
2021-04-10,10.115
2021-04-11,10.115
2021-04-12,10.115
2021-04-13,10.115
2021-04-14,10.115
2021-04-15,10.115
2021-04-16,10.115
2021-04-17,10.115
2021-04-18,10.115
2021-04-19,10.115
2021-04-20,10.115
2021-04-21,10.115
2021-04-22,10.115
2021-04-23,10.115
2021-04-24,10.115
2021-04-25,10.115
2021-04-26,10.115
2021-04-27,10.115
2021-04-28,10.115
2021-04-29,10.115
2021-04-30,10.115
2021-05-01,10.115
2021-05-02,10.115
2021-05-03,10.115
2021-05-04,10.115
2021-05-05,10.115
2021-05-06,10.115
2021-05-07,10.115
2021-05-08,10.115
2021-05-09,10.115
2021-05-10,10.115
2021-05-11,11.902
2021-05-12,11.7
2021-05-13,11.634
2021-05-14,12.026
2021-05-15,12.026
2021-05-16,12.026
2021-05-17,12.131
2021-05-18,12.023
2021-05-19,11.876
2021-05-20,11.971
2021-05-21,11.887
2021-05-22,11.887
2021-05-23,11.887
2021-05-24,12.142
2021-05-25,12.058
2021-05-26,12.363
2021-05-27,12.729
2021-05-28,12.626
2021-05-29,12.626
2021-05-30,12.626
2021-05-31,12.626
2021-06-01,13.308
2021-06-02,13.205
2021-06-03,12.996
2021-06-04,13.136
2021-06-05,13.136
2021-06-06,13.136
2021-06-07,13.39
2021-06-08,13.134
2021-06-09,13.337
2021-06-10,13.197
2021-06-11,13.178
2021-06-12,13.178
2021-06-13,13.178
2021-06-14,12.706
2021-06-15,12.819
2021-06-16,12.447
2021-06-17,12.22
2021-06-18,11.763
2021-06-19,11.763
2021-06-20,11.763
2021-06-21,12.367
2021-06-22,12.312
2021-06-23,12.367
2021-06-24,12.745
2021-06-25,12.753
2021-06-26,12.753
2021-06-27,12.753
2021-06-28,12.666
2021-06-29,11.789
2021-06-30,12.452
2021-07-01,12.832
2021-07-02,12.399
2021-07-03,12.399
2021-07-04,12.399
2021-07-05,12.399
2021-07-06,12.42
2021-07-07,12.515
2021-07-08,11.977
2021-07-09,12.061
2021-07-10,12.061
2021-07-11,12.061
2021-07-12,12.349
2021-07-13,12.085
2021-07-14,11.797
2021-07-15,11.778
2021-07-16,11.369
2021-07-17,11.369
2021-07-18,11.369
2021-07-19,11.475
2021-07-20,11.675
2021-07-21,11.879
2021-07-22,11.686
2021-07-23,11.823
2021-07-24,11.823
2021-07-25,11.823
2021-07-26,11.85
2021-07-27,11.889
2021-07-28,11.707
2021-07-29,11.752
2021-07-30,11.398
2021-07-31,11.398
2021-08-01,11.398
2021-08-02,11.72
2021-08-03,11.707
2021-08-04,11.121
2021-08-05,11.44
2021-08-06,11.39
2021-08-07,11.39
2021-08-08,11.39
2021-08-09,11.234
2021-08-10,11.395
2021-08-11,11.448
2021-08-12,11.498
2021-08-13,11.451
2021-08-14,11.451
2021-08-15,11.451
2021-08-16,11.218
2021-08-17,11.187
2021-08-18,10.957
2021-08-19,10.851
2021-08-20,11.049
2021-08-21,11.049
2021-08-22,11.049
2021-08-23,11.224
2021-08-24,11.456
2021-08-25,11.601
2021-08-26,11.314
2021-08-27,11.534
2021-08-28,11.534
2021-08-29,11.534
2021-08-30,11.28
2021-08-31,11.15
2021-09-01,11.184
2021-09-02,11.232
2021-09-03,11.293
2021-09-04,11.293
2021-09-05,11.293
2021-09-06,11.293
2021-09-07,11.11
2021-09-08,10.77
2021-09-09,10.603
2021-09-10,10.619
2021-09-11,10.619
2021-09-12,10.619
2021-09-13,10.808
2021-09-14,10.744
2021-09-15,11.046
2021-09-16,11.195
2021-09-17,10.993
2021-09-18,10.993
2021-09-19,10.993
2021-09-20,10.635
2021-09-21,10.439
2021-09-22,10.725
2021-09-23,10.786
2021-09-24,10.892
2021-09-25,10.892
2021-09-26,10.892
2021-09-27,10.733
2021-09-28,10.449
2021-09-29,10.643
2021-09-30,9.991
2021-10-01,10.492
2021-10-02,10.492
2021-10-03,10.492
2021-10-04,10.33
2021-10-05,10.036
2021-10-06,9.853
2021-10-07,9.98
2021-10-08,9.908
2021-10-09,9.908
2021-10-10,9.908
2021-10-11,9.818
2021-10-12,9.847
2021-10-13,9.805
2021-10-14,8.202
2021-10-15,8.287
2021-10-16,8.287
2021-10-17,8.287
2021-10-18,8.319
2021-10-19,8.407
2021-10-20,8.496
2021-10-21,8.461
2021-10-22,8.52
2021-10-23,8.52
2021-10-24,8.52
2021-10-25,8.483
2021-10-26,8.496
2021-10-27,8.217
2021-10-28,8.415
2021-10-29,8.478
2021-10-30,8.478
2021-10-31,8.478
2021-11-01,8.505
2021-11-02,8.409
2021-11-03,8.847
2021-11-04,8.675
2021-11-05,9.038
2021-11-06,9.038
2021-11-07,9.038
2021-11-08,8.818
2021-11-09,8.681
2021-11-10,8.627
2021-11-11,8.642
2021-11-12,8.807
2021-11-13,8.807
2021-11-14,8.807
2021-11-15,8.868
2021-11-16,8.86
2021-11-17,8.945
2021-11-18,8.999
2021-11-19,9.152
2021-11-20,9.152
2021-11-21,9.152
2021-11-22,9.152
2021-11-23,9.141
2021-11-24,9.002
2021-11-25,9.002
2021-11-26,8.503
2021-11-27,8.503
2021-11-28,8.503
2021-11-29,8.449
2021-11-30,8.302
2021-12-01,8.136
2021-12-02,8.39
2021-12-03,8.383
2021-12-04,8.383
2021-12-05,8.383
2021-12-06,8.552
2021-12-07,8.713
2021-12-08,8.843
2021-12-09,8.814
2021-12-10,8.775
2021-12-11,8.775
2021-12-12,8.775
2021-12-13,8.611
2021-12-14,8.339
2021-12-15,8.446
2021-12-16,8.21
2021-12-17,8.018
2021-12-18,8.018
2021-12-19,8.018
2021-12-20,7.488
2021-12-21,7.917
2021-12-22,8.118
2021-12-23,8.219
2021-12-24,8.219
2021-12-25,8.219
2021-12-26,8.219
2021-12-27,8.37
2021-12-28,8.449
2021-12-29,8.433
2021-12-30,8.53
2021-12-31,8.576
2022-01-01,8.576
2022-01-02,8.576
2022-01-03,8.713
2022-01-04,8.576
2022-01-05,8.254
2022-01-06,8.074
2022-01-07,7.818
2022-01-08,7.818
2022-01-09,7.818
2022-01-10,7.814
2022-01-11,7.985
2022-01-12,7.93
2022-01-13,8.068
2022-01-14,8.171
2022-01-15,8.171
2022-01-16,8.171
2022-01-17,8.171
2022-01-18,8.081
2022-01-19,8.079
2022-01-20,8.072
2022-01-21,7.936
2022-01-22,7.936
2022-01-23,7.936
2022-01-24,8.301
2022-01-25,8.121
2022-01-26,8.123
2022-01-27,7.956
2022-01-28,8.279
2022-01-29,8.279
2022-01-30,8.279
2022-01-31,8.372
2022-02-01,8.402
2022-02-02,8.264
2022-02-03,8.099
2022-02-04,8.043
2022-02-05,8.043
2022-02-06,8.043
2022-02-07,8.121
2022-02-08,8.4
2022-02-09,8.524
2022-02-10,8.285
2022-02-11,8.257
2022-02-12,8.257
2022-02-13,8.257
2022-02-14,8.42
2022-02-15,8.788
2022-02-16,8.96
2022-02-17,8.814
2022-02-18,8.799
2022-02-19,8.799
2022-02-20,8.799
2022-02-21,8.799
2022-02-22,8.487
2022-02-23,8.311
2022-02-24,8.361
2022-02-25,8.465
2022-02-26,8.465
2022-02-27,8.465
2022-02-28,8.47
2022-03-01,8.13
2022-03-02,8.524
2022-03-03,8.516
2022-03-04,8.274
2022-03-05,8.274
2022-03-06,8.274
2022-03-07,7.906
2022-03-08,7.594
2022-03-09,7.76
2022-03-10,7.668
2022-03-11,7.439
2022-03-12,7.439
2022-03-13,7.439
2022-03-14,7.437
2022-03-15,7.256
2022-03-16,7.644
2022-03-17,7.681
2022-03-18,7.644
2022-03-19,7.644
2022-03-20,7.644
2022-03-21,7.402
2022-03-22,7.339
2022-03-23,7.097
2022-03-24,6.982
2022-03-25,7.006
2022-03-26,7.006
2022-03-27,7.006
2022-03-28,6.825
2022-03-29,7.187
2022-03-30,7.289
2022-03-31,7.266
2022-04-01,7.235
2022-04-02,7.235
2022-04-03,7.235
2022-04-04,7.146
2022-04-05,6.811
2022-04-06,6.748
2022-04-07,6.74
2022-04-08,6.744
2022-04-09,6.744
2022-04-10,6.744
2022-04-11,6.746
2022-04-12,6.715
2022-04-13,6.913
2022-04-14,6.794
2022-04-15,6.794
2022-04-16,6.794
2022-04-17,6.794
2022-04-18,6.715
2022-04-19,6.99
2022-04-20,6.959
2022-04-21,6.842
2022-04-22,6.803
2022-04-23,6.803
2022-04-24,6.803
2022-04-25,6.853
2022-04-26,6.536
2022-04-27,6.544
2022-04-28,6.876
2022-04-29,6.619
2022-04-30,6.619
2022-05-01,6.619
2022-05-02,6.523
2022-05-03,6.5
2022-05-04,6.899
2022-05-05,6.552
2022-05-06,6.256
2022-05-07,6.256
2022-05-08,6.256
2022-05-09,6.102
2022-05-10,6.095
2022-05-11,5.851
2022-05-12,5.989
2022-05-13,6.133
2022-05-14,6.133
2022-05-15,6.133
2022-05-16,5.952
2022-05-17,6.143
2022-05-18,5.828
2022-05-19,5.954
2022-05-20,5.985
2022-05-21,5.985
2022-05-22,5.985
2022-05-23,5.841
2022-05-24,5.774
2022-05-25,5.958
2022-05-26,6.216
2022-05-27,6.436
2022-05-28,6.436
2022-05-29,6.436
2022-05-30,6.436
2022-05-31,6.342
2022-06-01,6.434
2022-06-02,6.589
2022-06-03,6.522
2022-06-04,6.522
2022-06-05,6.522
2022-06-06,6.755
2022-06-07,6.68
2022-06-08,6.587
2022-06-09,6.552
2022-06-10,6.928
2022-06-11,6.928
2022-06-12,6.928
2022-06-13,6.517
2022-06-14,6.425
2022-06-15,6.489
2022-06-16,6.077
2022-06-17,6.223
2022-06-18,6.223
2022-06-19,6.223
2022-06-20,6.223
2022-06-21,6.294
2022-06-22,6.312
2022-06-23,6.552
2022-06-24,6.735
2022-06-25,6.735
2022-06-26,6.735
2022-06-27,6.423
2022-06-28,6.284
2022-06-29,6.193
2022-06-30,6.599
2022-07-01,6.634
2022-07-02,6.634
2022-07-03,6.634
2022-07-04,6.634
2022-07-05,6.838
2022-07-06,6.818
2022-07-07,6.905
2022-07-08,6.933
2022-07-09,6.933
2022-07-10,6.933
2022-07-11,6.853
2022-07-12,6.971
2022-07-13,6.905
2022-07-14,6.775
2022-07-15,6.863
2022-07-16,6.863
2022-07-17,6.863
2022-07-18,6.818
2022-07-19,7.162
2022-07-20,7.431
2022-07-21,7.519
2022-07-22,7.371
2022-07-23,7.371
2022-07-24,7.371
2022-07-25,7.343
2022-07-26,7.35
2022-07-27,7.977
2022-07-28,8.178
2022-07-29,8.297
2022-07-30,8.297
2022-07-31,8.297
2022-08-01,8.44
2022-08-02,8.415
2022-08-03,8.581
2022-08-04,8.597
2022-08-05,8.515
2022-08-06,8.515
2022-08-07,8.515
2022-08-08,8.639
2022-08-09,8.432
2022-08-10,8.619
2022-08-11,8.776
2022-08-12,8.958
2022-08-13,8.958
2022-08-14,8.958
2022-08-15,9.011
2022-08-16,9.159
2022-08-17,8.989
2022-08-18,8.9
2022-08-19,8.559
2022-08-20,8.559
2022-08-21,8.559
2022-08-22,8.506
2022-08-23,8.479
2022-08-24,8.515
2022-08-25,8.68
2022-08-26,7.988
2022-08-27,7.988
2022-08-28,7.988
2022-08-29,8.041
2022-08-30,7.941
2022-08-31,7.627
2022-09-01,7.313
2022-09-02,7.288
2022-09-03,7.288
2022-09-04,7.288
2022-09-05,7.288
2022-09-06,7.31
2022-09-07,7.413
2022-09-08,7.405
2022-09-09,7.579
2022-09-10,7.579
2022-09-11,7.579
2022-09-12,7.435
2022-09-13,7.197
2022-09-14,7.061
2022-09-15,6.708
2022-09-16,6.611
2022-09-17,6.611
2022-09-18,6.611
2022-09-19,6.926
2022-09-20,6.521
2022-09-21,6.386
2022-09-22,6.189
2022-09-23,5.832
2022-09-24,5.832
2022-09-25,5.832
2022-09-26,5.627
2022-09-27,5.6
2022-09-28,5.823
2022-09-29,5.111
2022-09-30,4.701
2022-10-01,4.701
2022-10-02,4.701
2022-10-03,5.654
2022-10-04,6.183
2022-10-05,6.107
2022-10-06,5.95
2022-10-07,5.784
2022-10-08,5.784
2022-10-09,5.784
2022-10-10,5.794
2022-10-11,5.764
2022-10-12,5.76
2022-10-13,5.664
2022-10-14,5.897
2022-10-15,5.897
2022-10-16,5.897
2022-10-17,5.95
2022-10-18,6.063
2022-10-19,6.007
2022-10-20,5.827
2022-10-21,5.963
2022-10-22,5.963
2022-10-23,5.963
2022-10-24,6.057
2022-10-25,6.393
2022-10-26,6.523
2022-10-27,6.65
2022-10-28,6.936
2022-10-29,6.936
2022-10-30,6.936
2022-10-31,7.056
2022-11-01,7.066
2022-11-02,6.756
2022-11-03,6.753
2022-11-04,6.94
2022-11-05,6.94
2022-11-06,6.94
2022-11-07,7.183
2022-11-08,7.156
2022-11-09,6.833
2022-11-10,7.676
2022-11-11,7.999
2022-11-12,7.999
2022-11-13,7.999
2022-11-14,7.779
2022-11-15,7.869
2022-11-16,7.586
2022-11-17,7.589
2022-11-18,7.543
2022-11-19,7.543
2022-11-20,7.543
2022-11-21,7.596
2022-11-22,7.569
2022-11-23,7.686
2022-11-24,7.686
2022-11-25,7.626
2022-11-26,7.626
2022-11-27,7.626
2022-11-28,7.353
2022-11-29,8.578
2022-11-30,7.819
2022-12-01,7.864
2022-12-02,7.845
2022-12-03,7.845
2022-12-04,7.845
2022-12-05,7.508
2022-12-06,7.512
2022-12-07,7.291
2022-12-08,7.357
2022-12-09,7.322
2022-12-10,7.322
2022-12-11,7.322
2022-12-12,7.578
2022-12-13,7.648
2022-12-14,7.508
2022-12-15,7.299
2022-12-16,7.175
2022-12-17,7.175
2022-12-18,7.175
2022-12-19,6.765
2022-12-20,7.028
2022-12-21,7.071
2022-12-22,8.011
2022-12-23,8.119
2022-12-24,8.119
2022-12-25,8.119
2022-12-26,8.119
2022-12-27,8.169
2022-12-28,7.86
2022-12-29,8.086
2022-12-30,8.06
2022-12-31,8.06
2023-01-01,8.06
2023-01-02,8.06
2023-01-03,8.155
2023-01-04,8.132
2023-01-05,8.313
2023-01-06,8.324
2023-01-07,8.324
2023-01-08,8.324
2023-01-09,8.505
2023-01-10,8.52
2023-01-11,8.608
2023-01-12,8.838
2023-01-13,8.719
2023-01-14,8.719
2023-01-15,8.719
2023-01-16,8.719
2023-01-17,9.042
2023-01-18,8.666
2023-01-19,8.416
2023-01-20,8.643
2023-01-21,8.643
2023-01-22,8.643
2023-01-23,8.758
2023-01-24,8.727
2023-01-25,8.708
2023-01-26,8.735
2023-01-27,8.884
2023-01-28,8.884
2023-01-29,8.884
2023-01-30,8.762
2023-01-31,9.16
2023-02-01,9.195
2023-02-02,9.264
2023-02-03,9.253
2023-02-04,9.253
2023-02-05,9.253
2023-02-06,8.9
2023-02-07,9.072
2023-02-08,8.857
2023-02-09,8.677
2023-02-10,8.792
2023-02-11,8.792
2023-02-12,8.792
2023-02-13,8.992
2023-02-14,8.992
2023-02-15,9.103
2023-02-16,9.103
2023-02-17,9.241
2023-02-18,9.241
2023-02-19,9.241
2023-02-20,9.241
2023-02-21,8.969
2023-02-22,9.061
2023-02-23,9.176
2023-02-24,9.261
2023-02-25,9.261
2023-02-26,9.261
2023-02-27,9.312
2023-02-28,9.359
2023-03-01,9.461
2023-03-02,9.555
2023-03-03,9.943
2023-03-04,9.943
2023-03-05,9.943
2023-03-06,9.006
2023-03-07,9.196
2023-03-08,9.192
2023-03-09,9.053
2023-03-10,8.868
2023-03-11,8.868
2023-03-12,8.868
2023-03-13,8.37
2023-03-14,8.405
2023-03-15,8.33
2023-03-16,8.358
2023-03-17,8.224
2023-03-18,8.224
2023-03-19,8.224
2023-03-20,8.413
2023-03-21,8.4
2023-03-22,8.327
2023-03-23,9.401
2023-03-24,10.284
2023-03-25,10.284
2023-03-26,10.284
2023-03-27,10.658
2023-03-28,10.533
2023-03-29,10.439
2023-03-30,10.439
2023-03-31,10.684
2023-04-01,10.684
2023-04-02,10.684
2023-04-03,10.585
2023-04-04,9.932
2023-04-05,9.66
2023-04-06,9.592
2023-04-07,9.592
2023-04-08,9.592
2023-04-09,9.592
2023-04-10,9.493
2023-04-11,9.697
2023-04-12,9.582
2023-04-13,9.655
2023-04-14,9.399
2023-04-15,9.399
2023-04-16,9.399
2023-04-17,9.66
2023-04-18,9.373
2023-04-19,9.284
2023-04-20,8.955
2023-04-21,9.065
2023-04-22,9.065
2023-04-23,9.065
2023-04-24,9.117
2023-04-25,8.783
2023-04-26,8.553
2023-04-27,8.762
2023-04-28,8.887
2023-04-29,8.887
2023-04-30,8.887
2023-05-01,8.809
2023-05-02,8.584
2023-05-03,8.454
2023-05-04,7.989
2023-05-05,8.302
2023-05-06,8.302
2023-05-07,8.302
2023-05-08,8.762
2023-05-09,8.72
2023-05-10,8.662
2023-05-11,8.71
2023-05-12,8.521
2023-05-13,8.521
2023-05-14,8.521
2023-05-15,8.501
2023-05-16,8.072
2023-05-17,8.359
2023-05-18,8.631
2023-05-19,8.229
2023-05-20,8.229
2023-05-21,8.229
2023-05-22,8.156
2023-05-23,8.077
2023-05-24,7.733
2023-05-25,7.581
2023-05-26,7.675
2023-05-27,7.675
2023-05-28,7.675
2023-05-29,7.675
2023-05-30,7.45
2023-05-31,7.079
2023-06-01,7.168
2023-06-02,7.544
2023-06-03,7.544
2023-06-04,7.544
2023-06-05,7.317
2023-06-06,7.777
2023-06-07,8.09
2023-06-08,7.735
2023-06-09,7.629
2023-06-10,7.629
2023-06-11,7.629
2023-06-12,7.64
2023-06-13,7.735
2023-06-14,7.613
2023-06-15,7.714
2023-06-16,7.746
2023-06-17,7.746
2023-06-18,7.746
2023-06-19,7.746
2023-06-20,7.571
2023-06-21,7.518
2023-06-22,7.74
