,OMF US Equity
2023-06-23,5.138
2023-06-24,5.138
2023-06-25,5.138
2023-06-26,5.164
2023-06-27,5.291
2023-06-28,5.333
2023-06-29,5.395
2023-06-30,5.387
2023-07-01,5.387
2023-07-02,5.387
2023-07-03,5.438
2023-07-04,5.438
2023-07-05,5.352
2023-07-06,5.331
2023-07-07,5.423
2023-07-08,5.423
2023-07-09,5.423
2023-07-10,5.505
2023-07-11,5.61
2023-07-12,5.644
2023-07-13,5.741
2023-07-14,5.708
2023-07-15,5.708
2023-07-16,5.708
2023-07-17,5.801
2023-07-18,5.886
2023-07-19,5.949
2023-07-20,5.865
2023-07-21,5.856
2023-07-22,5.856
2023-07-23,5.856
2023-07-24,5.966
2023-07-25,5.924
2023-07-26,5.54
2023-07-27,5.591
2023-07-28,5.585
2023-07-29,5.585
2023-07-30,5.585
2023-07-31,5.602
2023-08-01,5.606
2023-08-02,5.58
2023-08-03,5.591
2023-08-04,5.624
2023-08-05,5.624
2023-08-06,5.624
2023-08-07,5.717
2023-08-08,5.717
2023-08-09,5.59
2023-08-10,5.571
2023-08-11,5.521
2023-08-12,5.521
2023-08-13,5.521
2023-08-14,5.376
2023-08-15,5.167
2023-08-16,5.044
2023-08-17,5.055
2023-08-18,5.047
2023-08-19,5.047
2023-08-20,5.047
2023-08-21,5.061
2023-08-22,4.92
2023-08-23,5.011
2023-08-24,5.09
2023-08-25,5.084
2023-08-26,5.084
2023-08-27,5.084
2023-08-28,5.117
2023-08-29,5.256
2023-08-30,5.226
2023-08-31,5.282
2023-09-01,5.383
2023-09-02,5.383
2023-09-03,5.383
2023-09-04,5.383
2023-09-05,5.156
2023-09-06,5.117
2023-09-07,5.048
2023-09-08,5.062
2023-09-09,5.062
2023-09-10,5.062
2023-09-11,5.071
2023-09-12,5.223
2023-09-13,5.14
2023-09-14,5.253
2023-09-15,5.244
2023-09-16,5.244
2023-09-17,5.244
2023-09-18,5.164
2023-09-19,5.189
2023-09-20,5.206
2023-09-21,5.137
2023-09-22,5.069
2023-09-23,5.069
2023-09-24,5.069
2023-09-25,5.078
2023-09-26,5.034
2023-09-27,5.014
2023-09-28,5.115
2023-09-29,5.122
2023-09-30,5.122
2023-10-01,5.122
2023-10-02,5.014
2023-10-03,4.795
2023-10-04,4.784
2023-10-05,4.784
2023-10-06,4.824
2023-10-07,4.824
2023-10-08,4.824
2023-10-09,4.841
2023-10-10,4.919
2023-10-11,4.992
2023-10-12,4.959
2023-10-13,4.798
2023-10-14,4.798
2023-10-15,4.798
2023-10-16,4.962
2023-10-17,5.012
2023-10-18,4.931
2023-10-19,4.824
2023-10-20,4.738
2023-10-21,4.738
2023-10-22,4.738
2023-10-23,4.715
2023-10-24,4.71
2023-10-25,4.761
2023-10-26,4.68
2023-10-27,4.736
2023-10-28,4.736
2023-10-29,4.736
2023-10-30,4.833
2023-10-31,4.924
2023-11-01,4.982
2023-11-02,5.239
2023-11-03,5.381
2023-11-04,5.381
2023-11-05,5.381
2023-11-06,5.4
2023-11-07,5.305
2023-11-08,5.273
2023-11-09,5.258
2023-11-10,5.322
2023-11-11,5.322
2023-11-12,5.322
2023-11-13,5.291
2023-11-14,5.48
2023-11-15,5.541
2023-11-16,5.431
2023-11-17,5.482
2023-11-18,5.482
2023-11-19,5.482
2023-11-20,5.515
2023-11-21,5.421
2023-11-22,5.515
2023-11-23,5.515
2023-11-24,5.478
2023-11-25,5.478
2023-11-26,5.478
2023-11-27,5.64
2023-11-28,5.826
2023-11-29,6.031
2023-11-30,6.041
2023-12-01,6.188
2023-12-02,6.188
2023-12-03,6.188
2023-12-04,6.195
2023-12-05,6.168
2023-12-06,6.216
2023-12-07,6.433
2023-12-08,6.47
2023-12-09,6.47
2023-12-10,6.47
2023-12-11,6.338
2023-12-12,6.414
2023-12-13,6.666
2023-12-14,6.901
2023-12-15,6.931
2023-12-16,6.931
2023-12-17,6.931
2023-12-18,6.966
2023-12-19,7.054
2023-12-20,6.954
2023-12-21,7.065
2023-12-22,7.012
2023-12-23,7.012
2023-12-24,7.012
2023-12-25,7.012
2023-12-26,7.074
2023-12-27,7.109
2023-12-28,7.131
2023-12-29,7.038
2023-12-30,7.038
2023-12-31,7.038
2024-01-01,7.038
2024-01-02,7.074
2024-01-03,6.913
2024-01-04,6.891
2024-01-05,7.033
2024-01-06,7.033
2024-01-07,7.033
2024-01-08,7.049
2024-01-09,7.022
2024-01-10,7.145
2024-01-11,7.129
2024-01-12,6.906
2024-01-13,6.906
2024-01-14,6.906
2024-01-15,6.906
2024-01-16,6.832
2024-01-17,6.557
2024-01-18,6.405
2024-01-19,6.514
2024-01-20,6.514
2024-01-21,6.514
2024-01-22,6.684
2024-01-23,6.731
2024-01-24,6.746
2024-01-25,6.868
2024-01-26,7.005
2024-01-27,7.005
2024-01-28,7.005
2024-01-29,7.05
2024-01-30,7.072
2024-01-31,6.879
2024-02-01,6.918
2024-02-02,6.869
2024-02-03,6.869
2024-02-04,6.869
2024-02-05,6.83
2024-02-06,6.856
2024-02-07,7.363
2024-02-08,7.306
2024-02-09,7.451
2024-02-10,7.451
2024-02-11,7.451
2024-02-12,7.754
2024-02-13,7.607
2024-02-14,7.754
2024-02-15,7.953
2024-02-16,7.932
2024-02-17,7.932
2024-02-18,7.932
2024-02-19,7.932
2024-02-20,8.051
2024-02-21,7.898
2024-02-22,7.927
2024-02-23,7.922
2024-02-24,7.922
2024-02-25,7.922
2024-02-26,7.757
2024-02-27,7.835
2024-02-28,7.882
2024-02-29,7.94
2024-03-01,8.189
2024-03-02,8.189
2024-03-03,8.189
2024-03-04,7.945
2024-03-05,8.039
2024-03-06,8.168
2024-03-07,8.26
2024-03-08,8.231
2024-03-09,8.231
2024-03-10,8.231
2024-03-11,8.209
2024-03-12,8.28
2024-03-13,8.294
2024-03-14,8.207
2024-03-15,8.205
2024-03-16,8.205
2024-03-17,8.205
2024-03-18,8.15
2024-03-19,8.343
2024-03-20,8.585
2024-03-21,8.652
2024-03-22,8.428
2024-03-23,8.428
2024-03-24,8.428
2024-03-25,8.395
2024-03-26,8.362
2024-03-27,8.56
2024-03-28,8.756
2024-03-29,8.756
2024-03-30,8.756
2024-03-31,8.756
2024-04-01,8.665
2024-04-02,8.539
2024-04-03,8.506
2024-04-04,8.371
2024-04-05,8.452
2024-04-06,8.452
2024-04-07,8.452
2024-04-08,8.565
