,BBY US Equity
2020-10-01,11.726
2020-10-02,11.554
2020-10-03,11.554
2020-10-04,11.554
2020-10-05,11.929
2020-10-06,11.557
2020-10-07,11.767
2020-10-08,11.811
2020-10-09,11.983
2020-10-10,11.983
2020-10-11,11.983
2020-10-12,12.162
2020-10-13,12.149
2020-10-14,12.173
2020-10-15,12.391
2020-10-16,12.267
2020-10-17,12.267
2020-10-18,12.267
2020-10-19,12.419
2020-10-20,12.425
2020-10-21,12.199
2020-10-22,12.072
2020-10-23,12.149
2020-10-24,12.149
2020-10-25,12.149
2020-10-26,11.754
2020-10-27,11.673
2020-10-28,11.42
2020-10-29,11.54
2020-10-30,11.465
2020-10-31,11.465
2020-11-01,11.465
2020-11-02,11.893
2020-11-03,12.212
2020-11-04,12.319
2020-11-05,12.648
2020-11-06,12.648
2020-11-07,12.648
2020-11-08,12.648
2020-11-09,11.408
2020-11-10,11.576
2020-11-11,11.774
2020-11-12,11.717
2020-11-13,11.747
2020-11-14,11.747
2020-11-15,11.747
2020-11-16,11.266
2020-11-17,11.301
2020-11-18,11.182
2020-11-19,11.283
2020-11-20,11.312
2020-11-21,11.312
2020-11-22,11.312
2020-11-23,11.588
2020-11-24,9.902
2020-11-25,9.934
2020-11-26,9.934
2020-11-27,9.823
2020-11-28,9.823
2020-11-29,9.823
2020-11-30,9.489
2020-12-01,9.094
2020-12-02,8.978
2020-12-03,8.9
2020-12-04,8.514
2020-12-05,8.514
2020-12-06,8.514
2020-12-07,8.285
2020-12-08,8.306
2020-12-09,8.448
2020-12-10,7.862
2020-12-11,7.677
2020-12-12,7.677
2020-12-13,7.677
2020-12-14,7.771
2020-12-15,7.902
2020-12-16,7.941
2020-12-17,7.852
2020-12-18,7.822
2020-12-19,7.822
2020-12-20,7.822
2020-12-21,7.926
2020-12-22,7.99
2020-12-23,7.852
2020-12-24,7.868
2020-12-25,7.868
2020-12-26,7.868
2020-12-27,7.868
2020-12-28,7.871
2020-12-29,7.731
2020-12-30,7.779
2020-12-31,7.657
2021-01-01,7.657
2021-01-02,7.657
2021-01-03,7.657
2021-01-04,7.71
2021-01-05,7.749
2021-01-06,8.341
2021-01-07,8.483
2021-01-08,8.472
2021-01-09,8.472
2021-01-10,8.472
2021-01-11,8.725
2021-01-12,9.034
2021-01-13,8.917
2021-01-14,8.972
2021-01-15,8.979
2021-01-16,8.979
2021-01-17,8.979
2021-01-18,8.979
2021-01-19,8.791
2021-01-20,8.839
2021-01-21,9.018
2021-01-22,9.052
2021-01-23,9.052
2021-01-24,9.052
2021-01-25,8.958
2021-01-26,9.034
2021-01-27,8.945
2021-01-28,8.845
2021-01-29,8.571
2021-01-30,8.571
2021-01-31,8.571
2021-02-01,8.482
2021-02-02,8.567
2021-02-03,8.689
2021-02-04,8.966
2021-02-05,9.02
2021-02-06,9.02
2021-02-07,9.02
2021-02-08,9.234
2021-02-09,9.277
2021-02-10,9.305
2021-02-11,9.366
2021-02-12,9.438
2021-02-13,9.438
2021-02-14,9.438
2021-02-15,9.438
2021-02-16,9.457
2021-02-17,9.268
2021-02-18,9.144
2021-02-19,9.241
2021-02-20,9.241
2021-02-21,9.241
2021-02-22,9.142
2021-02-23,9.046
2021-02-24,8.886
2021-02-25,8.415
2021-02-26,8.203
2021-02-27,8.203
2021-02-28,8.203
2021-03-01,8.313
2021-03-02,8.381
2021-03-03,8.205
2021-03-04,8.031
2021-03-05,8.408
2021-03-06,8.408
2021-03-07,8.408
2021-03-08,8.712
2021-03-09,8.65
2021-03-10,8.841
2021-03-11,8.876
2021-03-12,9.073
2021-03-13,9.073
2021-03-14,9.073
2021-03-15,9.312
2021-03-16,9.274
2021-03-17,9.233
2021-03-18,9.326
2021-03-19,9.722
2021-03-20,9.722
2021-03-21,9.722
2021-03-22,9.949
2021-03-23,9.773
2021-03-24,9.403
2021-03-25,9.503
2021-03-26,9.755
2021-03-27,9.755
2021-03-28,9.755
2021-03-29,9.39
2021-03-30,9.465
2021-03-31,9.391
2021-04-01,9.469
2021-04-02,9.469
2021-04-03,9.469
2021-04-04,9.469
2021-04-05,9.651
2021-04-06,9.876
2021-04-07,9.864
2021-04-08,9.784
2021-04-09,10.018
2021-04-10,10.018
2021-04-11,10.018
2021-04-12,9.943
2021-04-13,9.883
2021-04-14,9.829
2021-04-15,9.758
2021-04-16,9.805
2021-04-17,9.805
2021-04-18,9.805
2021-04-19,9.721
2021-04-20,9.689
2021-04-21,9.731
2021-04-22,9.655
2021-04-23,9.631
2021-04-24,9.631
2021-04-25,9.631
2021-04-26,9.572
2021-04-27,9.681
2021-04-28,9.586
2021-04-29,9.676
2021-04-30,9.51
2021-05-01,9.51
2021-05-02,9.51
2021-05-03,9.609
2021-05-04,9.63
2021-05-05,9.519
2021-05-06,9.819
2021-05-07,10.007
2021-05-08,10.007
2021-05-09,10.007
2021-05-10,10.289
2021-05-11,9.952
2021-05-12,9.501
2021-05-13,9.734
2021-05-14,9.847
2021-05-15,9.847
2021-05-16,9.847
2021-05-17,9.785
2021-05-18,9.525
2021-05-19,9.262
2021-05-20,9.329
2021-05-21,9.363
2021-05-22,9.363
2021-05-23,9.363
2021-05-24,9.344
2021-05-25,9.321
2021-05-26,9.528
2021-05-27,9.046
2021-05-28,8.9
2021-05-29,8.9
2021-05-30,8.9
2021-05-31,8.9
2021-06-01,8.798
2021-06-02,9.062
2021-06-03,8.848
2021-06-04,8.881
2021-06-05,8.881
2021-06-06,8.881
2021-06-07,8.966
2021-06-08,9.052
2021-06-09,8.805
2021-06-10,8.617
2021-06-11,8.763
2021-06-12,8.763
2021-06-13,8.763
2021-06-14,8.731
2021-06-15,8.672
2021-06-16,8.467
2021-06-17,8.436
2021-06-18,8.292
2021-06-19,8.292
2021-06-20,8.292
2021-06-21,8.373
2021-06-22,8.555
2021-06-23,8.571
2021-06-24,8.581
2021-06-25,8.71
2021-06-26,8.71
2021-06-27,8.71
2021-06-28,8.847
2021-06-29,8.858
2021-06-30,8.859
2021-07-01,8.966
2021-07-02,8.91
2021-07-03,8.91
2021-07-04,8.91
2021-07-05,8.91
2021-07-06,8.517
2021-07-07,8.456
2021-07-08,8.333
2021-07-09,8.541
2021-07-10,8.541
2021-07-11,8.541
2021-07-12,8.571
2021-07-13,8.465
2021-07-14,8.468
2021-07-15,8.629
2021-07-16,8.52
2021-07-17,8.52
2021-07-18,8.52
2021-07-19,8.358
2021-07-20,8.757
2021-07-21,8.771
2021-07-22,8.707
2021-07-23,8.969
2021-07-24,8.969
2021-07-25,8.969
2021-07-26,9.091
2021-07-27,9.054
2021-07-28,8.951
2021-07-29,9.046
2021-07-30,8.895
2021-07-31,8.895
2021-08-01,8.895
2021-08-02,8.906
2021-08-03,9.077
2021-08-04,8.968
2021-08-05,9.134
2021-08-06,9.092
2021-08-07,9.092
2021-08-08,9.092
2021-08-09,8.91
2021-08-10,9.106
2021-08-11,9.347
2021-08-12,9.353
2021-08-13,9.008
2021-08-14,9.008
2021-08-15,9.008
2021-08-16,9.133
2021-08-17,8.768
2021-08-18,8.717
2021-08-19,8.69
2021-08-20,8.917
2021-08-21,8.917
2021-08-22,8.917
2021-08-23,8.88
2021-08-24,9.051
2021-08-25,9.223
2021-08-26,8.935
2021-08-27,8.891
2021-08-28,8.891
2021-08-29,8.891
2021-08-30,8.955
2021-08-31,8.816
2021-09-01,8.836
2021-09-02,8.797
2021-09-03,8.627
2021-09-04,8.627
2021-09-05,8.627
2021-09-06,8.627
2021-09-07,8.276
2021-09-08,8.238
2021-09-09,8.342
2021-09-10,8.265
2021-09-11,8.265
2021-09-12,8.265
2021-09-13,8.654
2021-09-14,8.508
2021-09-15,8.438
2021-09-16,8.461
2021-09-17,8.465
2021-09-18,8.465
2021-09-19,8.465
2021-09-20,8.237
2021-09-21,8.254
2021-09-22,8.247
2021-09-23,8.199
2021-09-24,8.088
2021-09-25,8.088
2021-09-26,8.088
2021-09-27,8.507
2021-09-28,8.446
2021-09-29,8.449
2021-09-30,8.162
2021-10-01,8.131
2021-10-02,8.131
2021-10-03,8.131
2021-10-04,8.145
2021-10-05,8.213
2021-10-06,8.166
2021-10-07,8.307
2021-10-08,8.281
2021-10-09,8.281
2021-10-10,8.281
2021-10-11,8.407
2021-10-12,8.635
2021-10-13,8.751
2021-10-14,8.899
2021-10-15,8.976
2021-10-16,8.976
2021-10-17,8.976
2021-10-18,9.132
2021-10-19,9.0
2021-10-20,9.047
2021-10-21,9.289
2021-10-22,9.352
2021-10-23,9.352
2021-10-24,9.352
2021-10-25,9.517
2021-10-26,9.576
2021-10-27,9.38
2021-10-28,9.567
2021-10-29,9.656
2021-10-30,9.656
2021-10-31,9.656
2021-11-01,9.788
2021-11-02,9.781
2021-11-03,9.882
2021-11-04,10.159
2021-11-05,10.195
2021-11-06,10.195
2021-11-07,10.195
2021-11-08,10.276
2021-11-09,10.501
2021-11-10,10.368
2021-11-11,10.498
2021-11-12,10.713
2021-11-13,10.713
2021-11-14,10.713
2021-11-15,10.455
2021-11-16,10.658
2021-11-17,10.72
2021-11-18,10.942
2021-11-19,10.984
2021-11-20,10.984
2021-11-21,10.984
2021-11-22,11.135
2021-11-23,9.789
2021-11-24,9.495
2021-11-25,9.495
2021-11-26,9.339
2021-11-27,9.339
2021-11-28,9.339
2021-11-29,9.028
2021-11-30,8.695
2021-12-01,8.32
2021-12-02,8.433
2021-12-03,8.591
2021-12-04,8.591
2021-12-05,8.591
2021-12-06,8.454
2021-12-07,8.617
2021-12-08,8.637
2021-12-09,8.431
2021-12-10,8.386
2021-12-11,8.386
2021-12-12,8.386
2021-12-13,8.152
2021-12-14,8.244
2021-12-15,8.335
2021-12-16,8.15
2021-12-17,8.135
2021-12-18,8.135
2021-12-19,8.135
2021-12-20,7.788
2021-12-21,7.927
2021-12-22,7.918
2021-12-23,7.976
2021-12-24,7.976
2021-12-25,7.976
2021-12-26,7.976
2021-12-27,8.057
2021-12-28,8.093
2021-12-29,8.202
2021-12-30,8.258
2021-12-31,8.262
2022-01-01,8.262
2022-01-02,8.262
2022-01-03,8.305
2022-01-04,8.55
2022-01-05,8.502
2022-01-06,8.408
2022-01-07,8.376
2022-01-08,8.376
2022-01-09,8.376
2022-01-10,8.397
2022-01-11,8.506
2022-01-12,8.391
2022-01-13,8.312
2022-01-14,8.105
2022-01-15,8.105
2022-01-16,8.105
2022-01-17,8.105
2022-01-18,7.991
2022-01-19,8.049
2022-01-20,7.688
2022-01-21,7.814
2022-01-22,7.814
2022-01-23,7.814
2022-01-24,8.213
2022-01-25,7.942
2022-01-26,7.852
2022-01-27,7.786
2022-01-28,7.91
2022-01-29,7.91
2022-01-30,7.91
2022-01-31,8.043
2022-02-01,8.138
2022-02-02,8.025
2022-02-03,7.867
2022-02-04,7.845
2022-02-05,7.845
2022-02-06,7.845
2022-02-07,7.906
2022-02-08,8.058
2022-02-09,8.281
2022-02-10,8.14
2022-02-11,8.148
2022-02-12,8.148
2022-02-13,8.148
2022-02-14,8.153
2022-02-15,8.279
2022-02-16,8.072
2022-02-17,7.991
2022-02-18,7.916
2022-02-19,7.916
2022-02-20,7.916
2022-02-21,7.916
2022-02-22,7.336
2022-02-23,7.18
2022-02-24,7.419
2022-02-25,7.764
2022-02-26,7.764
2022-02-27,7.764
2022-02-28,7.822
2022-03-01,7.866
2022-03-02,8.162
2022-03-03,8.565
2022-03-04,7.9
2022-03-05,7.9
2022-03-06,7.9
2022-03-07,7.614
2022-03-08,7.354
2022-03-09,7.398
2022-03-10,7.174
2022-03-11,6.878
2022-03-12,6.878
2022-03-13,6.878
2022-03-14,6.882
2022-03-15,7.203
2022-03-16,7.187
2022-03-17,7.22
2022-03-18,7.405
2022-03-19,7.405
2022-03-20,7.405
2022-03-21,7.202
2022-03-22,7.214
2022-03-23,6.995
2022-03-24,7.004
2022-03-25,6.974
2022-03-26,6.974
2022-03-27,6.974
2022-03-28,7.005
2022-03-29,7.296
2022-03-30,6.983
2022-03-31,6.583
2022-04-01,6.545
2022-04-02,6.545
2022-04-03,6.545
2022-04-04,6.79
2022-04-05,6.659
2022-04-06,6.554
2022-04-07,6.626
2022-04-08,6.719
2022-04-09,6.719
2022-04-10,6.719
2022-04-11,6.777
2022-04-12,6.71
2022-04-13,6.854
2022-04-14,6.754
2022-04-15,6.754
2022-04-16,6.754
2022-04-17,6.754
2022-04-18,6.728
2022-04-19,6.878
2022-04-20,6.794
2022-04-21,6.739
2022-04-22,6.569
2022-04-23,6.569
2022-04-24,6.569
2022-04-25,6.698
2022-04-26,6.681
2022-04-27,6.695
2022-04-28,6.735
2022-04-29,6.472
2022-04-30,6.472
2022-05-01,6.472
2022-05-02,6.812
2022-05-03,6.873
2022-05-04,7.101
2022-05-05,6.696
2022-05-06,6.621
2022-05-07,6.621
2022-05-08,6.621
2022-05-09,6.597
2022-05-10,6.427
2022-05-11,6.069
2022-05-12,6.327
2022-05-13,6.255
2022-05-14,6.255
2022-05-15,6.255
2022-05-16,6.179
2022-05-17,6.159
2022-05-18,5.512
2022-05-19,5.344
2022-05-20,5.274
2022-05-21,5.274
2022-05-22,5.274
2022-05-23,5.269
2022-05-24,5.467
2022-05-25,6.158
2022-05-26,6.339
2022-05-27,6.479
2022-05-28,6.479
2022-05-29,6.479
2022-05-30,6.479
2022-05-31,6.263
2022-06-01,6.112
2022-06-02,6.202
2022-06-03,6.171
2022-06-04,6.171
2022-06-05,6.171
2022-06-06,6.085
2022-06-07,6.014
2022-06-08,5.945
2022-06-09,5.776
2022-06-10,5.591
2022-06-11,5.591
2022-06-12,5.591
2022-06-13,5.414
2022-06-14,5.503
2022-06-15,5.594
2022-06-16,5.339
2022-06-17,5.51
2022-06-18,5.51
2022-06-19,5.51
2022-06-20,5.51
2022-06-21,5.507
2022-06-22,5.461
2022-06-23,5.593
2022-06-24,5.86
2022-06-25,5.86
2022-06-26,5.86
2022-06-27,5.66
2022-06-28,5.402
2022-06-29,5.268
2022-06-30,5.115
2022-07-01,5.239
2022-07-02,5.239
2022-07-03,5.239
2022-07-04,5.239
2022-07-05,5.49
2022-07-06,5.4
2022-07-07,5.587
2022-07-08,5.609
2022-07-09,5.609
2022-07-10,5.609
2022-07-11,5.51
2022-07-12,5.55
2022-07-13,5.619
2022-07-14,5.607
2022-07-15,5.712
2022-07-16,5.712
2022-07-17,5.712
2022-07-18,5.78
2022-07-19,6.003
2022-07-20,6.173
2022-07-21,6.179
2022-07-22,6.068
2022-07-23,6.068
2022-07-24,6.068
2022-07-25,5.993
2022-07-26,5.69
2022-07-27,6.326
2022-07-28,7.656
2022-07-29,7.887
2022-07-30,7.887
2022-07-31,7.887
2022-08-01,8.214
2022-08-02,7.962
2022-08-03,8.077
2022-08-04,8.141
2022-08-05,8.15
2022-08-06,8.15
2022-08-07,8.15
2022-08-08,8.381
2022-08-09,8.146
2022-08-10,8.378
2022-08-11,8.582
2022-08-12,8.751
2022-08-13,8.751
2022-08-14,8.751
2022-08-15,8.863
2022-08-16,9.257
2022-08-17,8.964
2022-08-18,8.982
2022-08-19,8.667
2022-08-20,8.667
2022-08-21,8.667
2022-08-22,8.437
2022-08-23,8.591
2022-08-24,8.46
2022-08-25,8.521
2022-08-26,8.08
2022-08-27,8.08
2022-08-28,8.08
2022-08-29,8.031
2022-08-30,8.196
2022-08-31,7.989
2022-09-01,7.987
2022-09-02,7.908
2022-09-03,7.908
2022-09-04,7.908
2022-09-05,7.908
2022-09-06,7.935
2022-09-07,8.141
2022-09-08,8.304
2022-09-09,8.475
2022-09-10,8.475
2022-09-11,8.475
2022-09-12,8.651
2022-09-13,8.191
2022-09-14,8.115
2022-09-15,7.99
2022-09-16,8.014
2022-09-17,8.014
2022-09-18,8.014
2022-09-19,8.261
2022-09-20,7.921
2022-09-21,7.816
2022-09-22,7.658
2022-09-23,7.682
2022-09-24,7.682
2022-09-25,7.682
2022-09-26,7.295
2022-09-27,7.305
2022-09-28,7.532
2022-09-29,7.269
2022-09-30,7.074
2022-10-01,7.074
2022-10-02,7.074
2022-10-03,7.111
2022-10-04,7.528
2022-10-05,7.584
2022-10-06,7.462
2022-10-07,7.207
2022-10-08,7.207
2022-10-09,7.207
2022-10-10,7.074
2022-10-11,7.131
2022-10-12,7.059
2022-10-13,7.205
2022-10-14,7.075
2022-10-15,7.075
2022-10-16,7.075
2022-10-17,7.326
2022-10-18,7.52
2022-10-19,7.201
2022-10-20,7.101
2022-10-21,7.204
2022-10-22,7.204
2022-10-23,7.204
2022-10-24,7.208
2022-10-25,7.421
2022-10-26,7.455
2022-10-27,7.438
2022-10-28,7.722
2022-10-29,7.722
2022-10-30,7.722
2022-10-31,7.729
2022-11-01,7.783
2022-11-02,7.458
2022-11-03,7.617
2022-11-04,7.745
2022-11-05,7.745
2022-11-06,7.745
2022-11-07,7.798
2022-11-08,7.816
2022-11-09,7.643
2022-11-10,8.18
2022-11-11,8.467
2022-11-12,8.467
2022-11-13,8.467
2022-11-14,8.542
2022-11-15,8.696
2022-11-16,7.951
2022-11-17,8.055
2022-11-18,8.316
2022-11-19,8.316
2022-11-20,8.316
2022-11-21,8.175
2022-11-22,9.064
2022-11-23,9.511
2022-11-24,9.511
2022-11-25,9.377
2022-11-26,9.377
2022-11-27,9.377
2022-11-28,9.461
2022-11-29,9.694
2022-11-30,9.825
2022-12-01,9.96
2022-12-02,9.992
2022-12-03,9.992
2022-12-04,9.992
2022-12-05,9.729
2022-12-06,9.609
2022-12-07,9.389
2022-12-08,9.623
2022-12-09,9.44
2022-12-10,9.44
2022-12-11,9.44
2022-12-12,9.619
2022-12-13,9.806
2022-12-14,9.427
2022-12-15,9.422
2022-12-16,9.271
2022-12-17,9.271
2022-12-18,9.271
2022-12-19,9.399
2022-12-20,9.333
2022-12-21,9.497
2022-12-22,9.477
2022-12-23,9.581
2022-12-24,9.581
2022-12-25,9.581
2022-12-26,9.581
2022-12-27,9.641
2022-12-28,9.442
2022-12-29,9.568
2022-12-30,9.447
2022-12-31,9.447
2023-01-01,9.447
2023-01-02,9.447
2023-01-03,9.471
2023-01-04,9.651
2023-01-05,9.605
2023-01-06,9.788
2023-01-07,9.788
2023-01-08,9.788
2023-01-09,9.672
2023-01-10,9.933
2023-01-11,10.119
2023-01-12,10.184
2023-01-13,10.253
2023-01-14,10.253
2023-01-15,10.253
2023-01-16,10.253
2023-01-17,10.091
2023-01-18,9.936
2023-01-19,9.764
2023-01-20,9.902
2023-01-21,9.902
2023-01-22,9.902
2023-01-23,10.09
2023-01-24,10.017
2023-01-25,10.061
2023-01-26,10.055
2023-01-27,10.205
2023-01-28,10.205
2023-01-29,10.205
2023-01-30,10.349
2023-01-31,10.629
2023-02-01,10.74
2023-02-02,10.953
2023-02-03,10.821
2023-02-04,10.821
2023-02-05,10.821
2023-02-06,10.539
2023-02-07,10.518
2023-02-08,10.351
2023-02-09,10.179
2023-02-10,10.246
2023-02-11,10.246
2023-02-12,10.246
2023-02-13,10.454
2023-02-14,10.58
2023-02-15,10.657
2023-02-16,10.567
2023-02-17,10.416
2023-02-18,10.416
2023-02-19,10.416
2023-02-20,10.416
2023-02-21,9.959
2023-02-22,9.965
2023-02-23,9.944
2023-02-24,10.018
2023-02-25,10.018
2023-02-26,10.018
2023-02-27,9.877
2023-02-28,9.934
2023-03-01,9.866
2023-03-02,10.575
2023-03-03,10.967
2023-03-04,10.967
2023-03-05,10.967
2023-03-06,10.786
2023-03-07,10.882
2023-03-08,10.735
2023-03-09,10.451
2023-03-10,10.399
2023-03-11,10.399
2023-03-12,10.399
2023-03-13,9.998
2023-03-14,9.876
2023-03-15,10.007
2023-03-16,10.211
2023-03-17,10.163
2023-03-18,10.163
2023-03-19,10.163
2023-03-20,10.349
2023-03-21,10.301
2023-03-22,10.179
2023-03-23,9.998
2023-03-24,9.962
2023-03-25,9.962
2023-03-26,9.962
2023-03-27,9.899
2023-03-28,9.828
2023-03-29,10.035
2023-03-30,10.108
2023-03-31,10.503
2023-04-01,10.503
2023-04-02,10.503
2023-04-03,10.536
2023-04-04,10.48
2023-04-05,10.27
2023-04-06,10.108
2023-04-07,10.108
2023-04-08,10.108
2023-04-09,10.108
2023-04-10,10.092
2023-04-11,10.131
2023-04-12,9.851
2023-04-13,9.854
2023-04-14,9.879
2023-04-15,9.879
2023-04-16,9.879
2023-04-17,9.87
2023-04-18,9.96
2023-04-19,9.789
2023-04-20,9.772
2023-04-21,9.796
2023-04-22,9.796
2023-04-23,9.796
2023-04-24,9.902
2023-04-25,9.609
2023-04-26,9.627
2023-04-27,9.899
2023-04-28,10.033
2023-04-29,10.033
2023-04-30,10.033
2023-05-01,9.916
2023-05-02,9.855
2023-05-03,9.793
2023-05-04,9.634
2023-05-05,9.899
2023-05-06,9.899
2023-05-07,9.899
2023-05-08,9.75
2023-05-09,9.78
2023-05-10,9.722
2023-05-11,9.688
2023-05-12,9.702
2023-05-13,9.702
2023-05-14,9.702
2023-05-15,9.842
2023-05-16,9.577
2023-05-17,10.01
2023-05-18,9.912
2023-05-19,9.571
2023-05-20,9.571
2023-05-21,9.571
2023-05-22,9.552
2023-05-23,9.44
2023-05-24,9.393
2023-05-25,9.833
2023-05-26,10.273
2023-05-27,10.273
2023-05-28,10.273
2023-05-29,10.273
2023-05-30,10.216
2023-05-31,10.114
2023-06-01,10.146
2023-06-02,10.194
2023-06-03,10.194
2023-06-04,10.194
2023-06-05,10.141
2023-06-06,10.352
2023-06-07,10.538
2023-06-08,10.513
2023-06-09,10.496
2023-06-10,10.496
2023-06-11,10.496
2023-06-12,10.658
2023-06-13,10.792
2023-06-14,10.824
2023-06-15,11.154
2023-06-16,11.275
2023-06-17,11.275
2023-06-18,11.275
2023-06-19,11.275
2023-06-20,11.138
2023-06-21,11.166
2023-06-22,11.17
