,AMGN US Equity
2020-06-25,10.333
2020-06-26,10.233
2020-06-27,10.233
2020-06-28,10.233
2020-06-29,10.177
2020-06-30,10.366
2020-07-01,11.212
2020-07-02,11.258
2020-07-03,11.258
2020-07-04,11.258
2020-07-05,11.258
2020-07-06,11.171
2020-07-07,11.036
2020-07-08,10.968
2020-07-09,10.971
2020-07-10,10.857
2020-07-11,10.857
2020-07-12,10.857
2020-07-13,10.916
2020-07-14,11.033
2020-07-15,11.043
2020-07-16,11.125
2020-07-17,11.305
2020-07-18,11.305
2020-07-19,11.305
2020-07-20,11.308
2020-07-21,11.176
2020-07-22,11.136
2020-07-23,10.931
2020-07-24,10.746
2020-07-25,10.746
2020-07-26,10.746
2020-07-27,10.992
2020-07-28,11.061
2020-07-29,10.842
2020-07-30,10.729
2020-07-31,10.664
2020-08-01,10.664
2020-08-02,10.664
2020-08-03,10.784
2020-08-04,10.62
2020-08-05,10.528
2020-08-06,10.531
2020-08-07,10.494
2020-08-08,10.494
2020-08-09,10.494
2020-08-10,10.384
2020-08-11,10.23
2020-08-12,10.538
2020-08-13,10.484
2020-08-14,10.521
2020-08-15,10.521
2020-08-16,10.521
2020-08-17,10.666
2020-08-18,10.599
2020-08-19,10.555
2020-08-20,10.478
2020-08-21,10.43
2020-08-22,10.43
2020-08-23,10.43
2020-08-24,10.339
2020-08-25,10.894
2020-08-26,10.98
2020-08-27,11.096
2020-08-28,11.109
2020-08-29,11.109
2020-08-30,11.109
2020-08-31,11.118
2020-09-01,11.01
2020-09-02,11.329
2020-09-03,10.881
2020-09-04,10.902
2020-09-05,10.902
2020-09-06,10.902
2020-09-07,10.902
2020-09-08,10.585
2020-09-09,10.778
2020-09-10,10.562
2020-09-11,10.674
2020-09-12,10.674
2020-09-13,10.674
2020-09-14,10.724
2020-09-15,10.793
2020-09-16,10.768
2020-09-17,10.781
2020-09-18,10.766
2020-09-19,10.766
2020-09-20,10.766
2020-09-21,10.552
2020-09-22,10.739
2020-09-23,10.526
2020-09-24,10.427
2020-09-25,10.579
2020-09-26,10.579
2020-09-27,10.579
2020-09-28,10.718
2020-09-29,10.773
2020-09-30,11.028
2020-10-01,11.072
2020-10-02,10.639
2020-10-03,10.639
2020-10-04,10.639
2020-10-05,11.099
2020-10-06,10.928
2020-10-07,11.144
2020-10-08,10.441
2020-10-09,10.342
2020-10-10,10.342
2020-10-11,10.342
2020-10-12,10.46
2020-10-13,10.453
2020-10-14,10.408
2020-10-15,10.283
2020-10-16,10.314
2020-10-17,10.314
2020-10-18,10.314
2020-10-19,10.07
2020-10-20,10.087
2020-10-21,9.994
2020-10-22,9.95
2020-10-23,9.896
2020-10-24,9.896
2020-10-25,9.896
2020-10-26,9.797
2020-10-27,9.735
2020-10-28,9.389
2020-10-29,9.49
2020-10-30,9.459
2020-10-31,9.459
2020-11-01,9.459
2020-11-02,9.625
2020-11-03,9.619
2020-11-04,10.068
2020-11-05,10.139
2020-11-06,10.126
2020-11-07,10.126
2020-11-08,10.126
2020-11-09,10.272
2020-11-10,10.558
2020-11-11,10.493
2020-11-12,10.338
2020-11-13,10.418
2020-11-14,10.418
2020-11-15,10.418
2020-11-16,10.391
2020-11-17,10.206
2020-11-18,10.0
2020-11-19,9.864
2020-11-20,9.799
2020-11-21,9.799
2020-11-22,9.799
2020-11-23,9.759
2020-11-24,9.681
2020-11-25,9.675
2020-11-26,9.675
2020-11-27,9.872
2020-11-28,9.872
2020-11-29,9.872
2020-11-30,9.751
2020-12-01,9.884
2020-12-02,9.949
2020-12-03,9.965
2020-12-04,10.066
2020-12-05,10.066
2020-12-06,10.066
2020-12-07,9.944
2020-12-08,10.033
2020-12-09,10.073
2020-12-10,9.999
2020-12-11,9.966
2020-12-12,9.966
2020-12-13,9.966
2020-12-14,10.056
2020-12-15,10.103
2020-12-16,10.011
2020-12-17,10.134
2020-12-18,10.014
2020-12-19,10.014
2020-12-20,10.014
2020-12-21,9.962
2020-12-22,9.685
2020-12-23,9.77
2020-12-24,9.77
2020-12-25,9.77
2020-12-26,9.77
2020-12-27,9.77
2020-12-28,9.858
2020-12-29,9.999
2020-12-30,10.013
2020-12-31,10.134
2021-01-01,10.134
2021-01-02,10.134
2021-01-03,10.134
2021-01-04,9.997
2021-01-05,10.045
2021-01-06,10.287
2021-01-07,10.321
2021-01-08,10.518
2021-01-09,10.518
2021-01-10,10.518
2021-01-11,10.478
2021-01-12,10.433
2021-01-13,10.484
2021-01-14,10.657
2021-01-15,10.826
2021-01-16,10.826
2021-01-17,10.826
2021-01-18,10.826
2021-01-19,10.949
2021-01-20,11.129
2021-01-21,11.114
2021-01-22,11.198
2021-01-23,11.198
2021-01-24,11.198
2021-01-25,11.368
2021-01-26,11.434
2021-01-27,11.076
2021-01-28,10.93
2021-01-29,10.652
2021-01-30,10.652
2021-01-31,10.652
2021-02-01,10.534
2021-02-02,10.44
2021-02-03,10.234
2021-02-04,10.251
2021-02-05,10.212
2021-02-06,10.212
2021-02-07,10.212
2021-02-08,10.239
2021-02-09,10.199
2021-02-10,10.277
2021-02-11,10.205
2021-02-12,10.299
2021-02-13,10.299
2021-02-14,10.299
2021-02-15,10.299
2021-02-16,10.11
2021-02-17,10.23
2021-02-18,10.096
2021-02-19,10.078
2021-02-20,10.078
2021-02-21,10.078
2021-02-22,10.068
2021-02-23,10.111
2021-02-24,9.968
2021-02-25,9.861
2021-02-26,9.742
2021-02-27,9.742
2021-02-28,9.742
2021-03-01,9.815
2021-03-02,9.756
2021-03-03,9.681
2021-03-04,9.596
2021-03-05,9.783
2021-03-06,9.783
2021-03-07,9.783
2021-03-08,9.787
2021-03-09,9.838
2021-03-10,9.879
2021-03-11,9.931
2021-03-12,9.896
2021-03-13,9.896
2021-03-14,9.896
2021-03-15,10.134
2021-03-16,10.321
2021-03-17,10.491
2021-03-18,10.498
2021-03-19,10.563
2021-03-20,10.563
2021-03-21,10.563
2021-03-22,10.724
2021-03-23,10.524
2021-03-24,10.543
2021-03-25,10.576
2021-03-26,10.86
2021-03-27,10.86
2021-03-28,10.86
2021-03-29,10.95
2021-03-30,10.726
2021-03-31,10.686
2021-04-01,10.709
2021-04-02,10.709
2021-04-03,10.709
2021-04-04,10.709
2021-04-05,10.822
2021-04-06,10.696
2021-04-07,10.654
2021-04-08,10.601
2021-04-09,10.711
2021-04-10,10.711
2021-04-11,10.711
2021-04-12,10.711
2021-04-13,10.754
2021-04-14,10.74
2021-04-15,10.977
2021-04-16,11.005
2021-04-17,11.005
2021-04-18,11.005
2021-04-19,11.015
2021-04-20,11.163
2021-04-21,11.148
2021-04-22,10.987
2021-04-23,11.073
2021-04-24,11.073
2021-04-25,11.073
2021-04-26,11.037
2021-04-27,11.13
2021-04-28,10.601
2021-04-29,10.508
2021-04-30,10.729
2021-05-01,10.729
2021-05-02,10.729
2021-05-03,11.037
2021-05-04,11.205
2021-05-05,11.295
2021-05-06,11.383
2021-05-07,11.515
2021-05-08,11.515
2021-05-09,11.515
2021-05-10,11.443
2021-05-11,11.429
2021-05-12,11.362
2021-05-13,11.418
2021-05-14,11.467
2021-05-15,11.467
2021-05-16,11.467
2021-05-17,11.502
2021-05-18,11.433
2021-05-19,11.331
2021-05-20,11.482
2021-05-21,11.44
2021-05-22,11.44
2021-05-23,11.44
2021-05-24,11.291
2021-05-25,11.029
2021-05-26,10.872
2021-05-27,10.724
2021-05-28,10.838
2021-05-29,10.838
2021-05-30,10.838
2021-05-31,10.838
2021-06-01,10.617
2021-06-02,10.689
2021-06-03,10.706
2021-06-04,10.757
2021-06-05,10.757
2021-06-06,10.757
2021-06-07,10.804
2021-06-08,10.787
2021-06-09,10.91
2021-06-10,11.143
2021-06-11,11.141
2021-06-12,11.141
2021-06-13,11.141
2021-06-14,11.068
2021-06-15,11.007
2021-06-16,10.995
2021-06-17,11.049
2021-06-18,10.953
2021-06-19,10.953
2021-06-20,10.953
2021-06-21,11.027
2021-06-22,11.011
2021-06-23,10.956
2021-06-24,11.059
2021-06-25,11.139
2021-06-26,11.139
2021-06-27,11.139
2021-06-28,11.146
2021-06-29,11.128
2021-06-30,11.204
2021-07-01,11.349
2021-07-02,11.432
2021-07-03,11.432
2021-07-04,11.432
2021-07-05,11.432
2021-07-06,11.192
2021-07-07,11.172
2021-07-08,11.221
2021-07-09,11.232
2021-07-10,11.232
2021-07-11,11.232
2021-07-12,11.194
2021-07-13,11.215
2021-07-14,11.209
2021-07-15,11.231
2021-07-16,11.291
2021-07-17,11.291
2021-07-18,11.291
2021-07-19,11.216
2021-07-20,11.224
2021-07-21,11.104
2021-07-22,11.099
2021-07-23,11.162
2021-07-24,11.162
2021-07-25,11.162
2021-07-26,11.043
2021-07-27,11.025
2021-07-28,11.005
2021-07-29,10.925
2021-07-30,10.883
2021-07-31,10.883
2021-08-01,10.883
2021-08-02,10.804
2021-08-03,11.025
2021-08-04,10.286
2021-08-05,10.562
2021-08-06,10.388
2021-08-07,10.388
2021-08-08,10.388
2021-08-09,10.397
2021-08-10,10.4
2021-08-11,10.335
2021-08-12,10.336
2021-08-13,10.406
2021-08-14,10.406
2021-08-15,10.406
2021-08-16,10.549
2021-08-17,10.555
2021-08-18,10.356
2021-08-19,10.244
2021-08-20,10.205
2021-08-21,10.205
2021-08-22,10.205
2021-08-23,10.319
2021-08-24,10.262
2021-08-25,10.134
2021-08-26,10.129
2021-08-27,10.189
2021-08-28,10.189
2021-08-29,10.189
2021-08-30,10.25
2021-08-31,10.314
2021-09-01,10.215
2021-09-02,10.334
2021-09-03,10.353
2021-09-04,10.353
2021-09-05,10.353
2021-09-06,10.353
2021-09-07,10.123
2021-09-08,10.101
2021-09-09,9.859
2021-09-10,9.776
2021-09-11,9.776
2021-09-12,9.776
2021-09-13,9.911
2021-09-14,9.88
2021-09-15,9.976
2021-09-16,9.941
2021-09-17,10.033
2021-09-18,10.033
2021-09-19,10.033
2021-09-20,9.838
2021-09-21,9.846
2021-09-22,9.768
2021-09-23,9.721
2021-09-24,9.656
2021-09-25,9.656
2021-09-26,9.656
2021-09-27,9.664
2021-09-28,9.626
2021-09-29,9.746
2021-09-30,9.643
2021-10-01,9.701
2021-10-02,9.701
2021-10-03,9.701
2021-10-04,9.589
2021-10-05,9.622
2021-10-06,9.536
2021-10-07,9.502
2021-10-08,9.494
2021-10-09,9.494
2021-10-10,9.494
2021-10-11,9.392
2021-10-12,9.174
2021-10-13,9.246
2021-10-14,9.39
2021-10-15,9.433
2021-10-16,9.433
2021-10-17,9.433
2021-10-18,9.204
2021-10-19,9.369
2021-10-20,9.499
2021-10-21,9.469
2021-10-22,9.48
2021-10-23,9.48
2021-10-24,9.48
2021-10-25,9.408
2021-10-26,9.455
2021-10-27,9.36
2021-10-28,9.387
2021-10-29,9.378
2021-10-30,9.378
2021-10-31,9.378
2021-11-01,9.531
2021-11-02,9.624
2021-11-03,9.881
2021-11-04,9.725
2021-11-05,9.673
2021-11-06,9.673
2021-11-07,9.673
2021-11-08,9.564
2021-11-09,9.586
2021-11-10,9.655
2021-11-11,9.58
2021-11-12,9.573
2021-11-13,9.573
2021-11-14,9.573
2021-11-15,9.448
2021-11-16,9.356
2021-11-17,9.376
2021-11-18,9.295
2021-11-19,9.388
2021-11-20,9.388
2021-11-21,9.388
2021-11-22,9.273
2021-11-23,9.355
2021-11-24,9.329
2021-11-25,9.329
2021-11-26,9.198
2021-11-27,9.198
2021-11-28,9.198
2021-11-29,9.306
2021-11-30,9.097
2021-12-01,9.184
2021-12-02,9.201
2021-12-03,9.259
2021-12-04,9.259
2021-12-05,9.259
2021-12-06,9.55
2021-12-07,9.666
2021-12-08,9.797
2021-12-09,9.753
2021-12-10,9.676
2021-12-11,9.676
2021-12-12,9.676
2021-12-13,9.699
2021-12-14,9.807
2021-12-15,10.059
2021-12-16,10.212
2021-12-17,10.209
2021-12-18,10.209
2021-12-19,10.209
2021-12-20,10.101
2021-12-21,10.144
2021-12-22,10.172
2021-12-23,10.276
2021-12-24,10.276
2021-12-25,10.276
2021-12-26,10.276
2021-12-27,10.339
2021-12-28,10.367
2021-12-29,10.451
2021-12-30,10.399
2021-12-31,10.33
2022-01-01,10.33
2022-01-02,10.33
2022-01-03,10.4
2022-01-04,10.453
2022-01-05,10.329
2022-01-06,10.327
2022-01-07,10.425
2022-01-08,10.425
2022-01-09,10.425
2022-01-10,10.566
2022-01-11,10.658
2022-01-12,10.63
2022-01-13,10.588
2022-01-14,10.795
2022-01-15,10.795
2022-01-16,10.795
2022-01-17,10.795
2022-01-18,10.725
2022-01-19,10.609
2022-01-20,10.476
2022-01-21,10.422
2022-01-22,10.422
2022-01-23,10.422
2022-01-24,10.345
2022-01-25,10.297
2022-01-26,10.176
2022-01-27,10.239
2022-01-28,10.449
2022-01-29,10.449
2022-01-30,10.449
2022-01-31,10.358
2022-02-01,10.449
2022-02-02,10.46
2022-02-03,10.237
2022-02-04,10.149
2022-02-05,10.149
2022-02-06,10.149
2022-02-07,10.185
2022-02-08,10.895
2022-02-09,10.543
2022-02-10,10.161
2022-02-11,10.134
2022-02-12,10.134
2022-02-13,10.134
2022-02-14,10.031
2022-02-15,10.012
2022-02-16,9.955
2022-02-17,9.911
2022-02-18,9.862
2022-02-19,9.862
2022-02-20,9.862
2022-02-21,9.862
2022-02-22,9.891
2022-02-23,9.872
2022-02-24,9.795
2022-02-25,10.141
2022-02-26,10.141
2022-02-27,10.141
2022-02-28,10.156
2022-03-01,10.099
2022-03-02,10.251
2022-03-03,10.432
2022-03-04,10.444
2022-03-05,10.444
2022-03-06,10.444
2022-03-07,10.509
2022-03-08,10.363
2022-03-09,10.379
2022-03-10,10.177
2022-03-11,10.262
2022-03-12,10.262
2022-03-13,10.262
2022-03-14,10.278
2022-03-15,10.384
2022-03-16,10.389
2022-03-17,10.577
2022-03-18,10.594
2022-03-19,10.594
2022-03-20,10.594
2022-03-21,10.597
2022-03-22,10.597
2022-03-23,10.495
2022-03-24,10.615
2022-03-25,10.701
2022-03-26,10.701
2022-03-27,10.701
2022-03-28,10.777
2022-03-29,10.825
2022-03-30,10.871
2022-03-31,10.888
2022-04-01,10.96
2022-04-02,10.96
2022-04-03,10.96
2022-04-04,11.052
2022-04-05,11.038
2022-04-06,11.28
2022-04-07,11.358
2022-04-08,11.375
2022-04-09,11.375
2022-04-10,11.375
2022-04-11,11.323
2022-04-12,11.182
2022-04-13,11.338
2022-04-14,11.36
2022-04-15,11.36
2022-04-16,11.36
2022-04-17,11.36
2022-04-18,11.29
2022-04-19,11.355
2022-04-20,11.428
2022-04-21,11.432
2022-04-22,11.199
2022-04-23,11.199
2022-04-24,11.199
2022-04-25,11.277
2022-04-26,11.177
2022-04-27,11.233
2022-04-28,10.869
2022-04-29,10.644
2022-04-30,10.644
2022-05-01,10.644
2022-05-02,10.529
2022-05-03,10.587
2022-05-04,10.765
2022-05-05,10.688
2022-05-06,10.774
2022-05-07,10.774
2022-05-08,10.774
2022-05-09,10.904
2022-05-10,10.971
2022-05-11,10.968
2022-05-12,11.138
2022-05-13,11.078
2022-05-14,11.078
2022-05-15,11.078
2022-05-16,11.188
2022-05-17,11.256
2022-05-18,11.2
2022-05-19,11.237
2022-05-20,11.362
2022-05-21,11.362
2022-05-22,11.362
2022-05-23,11.455
2022-05-24,11.586
2022-05-25,11.638
2022-05-26,11.64
2022-05-27,11.741
2022-05-28,11.741
2022-05-29,11.741
2022-05-30,11.741
2022-05-31,11.809
2022-06-01,11.657
2022-06-02,11.412
2022-06-03,11.465
2022-06-04,11.465
2022-06-05,11.465
2022-06-06,11.326
2022-06-07,11.371
2022-06-08,11.328
2022-06-09,11.156
2022-06-10,11.076
2022-06-11,11.076
2022-06-12,11.076
2022-06-13,10.926
2022-06-14,10.877
2022-06-15,10.871
2022-06-16,10.647
2022-06-17,10.832
2022-06-18,10.832
2022-06-19,10.832
2022-06-20,10.832
2022-06-21,11.002
2022-06-22,11.082
2022-06-23,11.218
2022-06-24,11.323
2022-06-25,11.323
2022-06-26,11.323
2022-06-27,11.299
2022-06-28,11.237
2022-06-29,11.326
2022-06-30,11.228
2022-07-01,11.331
2022-07-02,11.331
2022-07-03,11.331
2022-07-04,11.331
2022-07-05,11.386
2022-07-06,11.318
2022-07-07,11.401
2022-07-08,11.45
2022-07-09,11.45
2022-07-10,11.45
2022-07-11,11.398
2022-07-12,11.361
2022-07-13,11.365
2022-07-14,11.433
2022-07-15,11.631
2022-07-16,11.631
2022-07-17,11.631
2022-07-18,11.42
2022-07-19,11.583
2022-07-20,11.557
2022-07-21,11.517
2022-07-22,11.525
2022-07-23,11.525
2022-07-24,11.525
2022-07-25,11.654
2022-07-26,11.768
2022-07-27,11.795
2022-07-28,11.702
2022-07-29,11.596
2022-07-30,11.596
2022-07-31,11.596
2022-08-01,11.51
2022-08-02,11.429
2022-08-03,11.58
2022-08-04,11.342
2022-08-05,11.347
2022-08-06,11.347
2022-08-07,11.347
2022-08-08,11.357
2022-08-09,11.447
2022-08-10,11.619
2022-08-11,11.439
2022-08-12,11.441
2022-08-13,11.441
2022-08-14,11.441
2022-08-15,11.529
2022-08-16,11.624
2022-08-17,11.595
2022-08-18,11.554
2022-08-19,11.608
2022-08-20,11.608
2022-08-21,11.608
2022-08-22,11.424
2022-08-23,11.312
2022-08-24,11.313
2022-08-25,11.368
2022-08-26,11.135
2022-08-27,11.135
2022-08-28,11.135
2022-08-29,11.076
2022-08-30,11.064
2022-08-31,11.119
2022-09-01,11.362
2022-09-02,11.217
2022-09-03,11.217
2022-09-04,11.217
2022-09-05,11.217
2022-09-06,11.21
2022-09-07,11.329
2022-09-08,11.359
2022-09-09,11.463
2022-09-10,11.463
2022-09-11,11.463
2022-09-12,11.038
2022-09-13,10.543
2022-09-14,10.602
2022-09-15,10.58
2022-09-16,10.742
2022-09-17,10.742
2022-09-18,10.742
2022-09-19,10.74
2022-09-20,10.598
2022-09-21,10.447
2022-09-22,10.6
2022-09-23,10.564
2022-09-24,10.564
2022-09-25,10.564
2022-09-26,10.559
2022-09-27,10.518
2022-09-28,10.75
2022-09-29,10.631
2022-09-30,10.495
2022-10-01,10.495
2022-10-02,10.495
2022-10-03,10.73
2022-10-04,10.85
2022-10-05,10.887
2022-10-06,10.756
2022-10-07,10.667
2022-10-08,10.667
2022-10-09,10.667
2022-10-10,10.812
2022-10-11,11.638
2022-10-12,11.695
2022-10-13,11.943
2022-10-14,11.928
2022-10-15,11.928
2022-10-16,11.928
2022-10-17,12.003
2022-10-18,11.962
2022-10-19,11.776
2022-10-20,11.707
2022-10-21,11.97
2022-10-22,11.97
2022-10-23,11.97
2022-10-24,12.404
2022-10-25,12.341
2022-10-26,12.659
2022-10-27,12.686
2022-10-28,12.998
2022-10-29,12.998
2022-10-30,12.998
2022-10-31,12.834
2022-11-01,12.915
2022-11-02,12.771
2022-11-03,12.504
2022-11-04,12.692
2022-11-05,12.692
2022-11-06,12.692
2022-11-07,13.032
2022-11-08,13.755
2022-11-09,13.626
2022-11-10,13.69
2022-11-11,13.47
2022-11-12,13.47
2022-11-13,13.47
2022-11-14,13.483
2022-11-15,13.396
2022-11-16,13.524
2022-11-17,13.683
2022-11-18,13.683
2022-11-19,13.683
2022-11-20,13.683
2022-11-21,13.724
2022-11-22,13.671
2022-11-23,13.497
2022-11-24,13.497
2022-11-25,13.514
2022-11-26,13.514
2022-11-27,13.514
2022-11-28,13.46
2022-11-29,13.43
2022-11-30,13.671
2022-12-01,13.649
2022-12-02,13.628
2022-12-03,13.628
2022-12-04,13.628
2022-12-05,13.601
2022-12-06,13.524
2022-12-07,13.642
2022-12-08,13.632
2022-12-09,13.302
2022-12-10,13.302
2022-12-11,13.302
2022-12-12,13.143
2022-12-13,12.919
2022-12-14,12.866
2022-12-15,12.629
2022-12-16,12.738
2022-12-17,12.738
2022-12-18,12.738
2022-12-19,12.657
2022-12-20,12.608
2022-12-21,12.681
2022-12-22,12.633
2022-12-23,12.57
2022-12-24,12.57
2022-12-25,12.57
2022-12-26,12.57
2022-12-27,12.544
2022-12-28,12.45
2022-12-29,12.533
2022-12-30,12.509
2022-12-31,12.509
2023-01-01,12.509
2023-01-02,12.509
2023-01-03,12.399
2023-01-04,12.529
2023-01-05,12.576
2023-01-06,12.969
2023-01-07,12.969
2023-01-08,12.969
2023-01-09,12.73
2023-01-10,12.907
2023-01-11,12.861
2023-01-12,12.767
2023-01-13,12.805
2023-01-14,12.805
2023-01-15,12.805
2023-01-16,12.805
2023-01-17,12.697
2023-01-18,12.525
2023-01-19,12.413
2023-01-20,12.47
2023-01-21,12.47
2023-01-22,12.47
2023-01-23,12.362
2023-01-24,12.302
2023-01-25,12.161
2023-01-26,12.072
2023-01-27,12.014
2023-01-28,12.014
2023-01-29,12.014
2023-01-30,11.935
2023-01-31,12.046
2023-02-01,11.889
2023-02-02,11.922
2023-02-03,11.856
2023-02-04,11.856
2023-02-05,11.856
2023-02-06,11.801
2023-02-07,11.867
2023-02-08,11.682
2023-02-09,11.672
2023-02-10,11.79
2023-02-11,11.79
2023-02-12,11.79
2023-02-13,11.912
2023-02-14,11.845
2023-02-15,11.797
2023-02-16,11.51
2023-02-17,11.82
2023-02-18,11.82
2023-02-19,11.82
2023-02-20,11.82
2023-02-21,11.718
2023-02-22,11.616
2023-02-23,11.688
2023-02-24,11.686
2023-02-25,11.686
2023-02-26,11.686
2023-02-27,11.725
2023-02-28,11.586
2023-03-01,11.812
2023-03-02,11.74
2023-03-03,11.743
2023-03-04,11.743
2023-03-05,11.743
2023-03-06,11.758
2023-03-07,11.439
2023-03-08,11.424
2023-03-09,11.292
2023-03-10,11.396
2023-03-11,11.396
2023-03-12,11.396
2023-03-13,11.662
2023-03-14,11.532
2023-03-15,11.748
2023-03-16,11.757
2023-03-17,11.517
2023-03-18,11.517
2023-03-19,11.517
2023-03-20,11.764
2023-03-21,11.675
2023-03-22,11.518
2023-03-23,11.682
2023-03-24,11.887
2023-03-25,11.887
2023-03-26,11.887
2023-03-27,11.823
2023-03-28,11.909
2023-03-29,12.037
2023-03-30,12.06
2023-03-31,12.073
2023-04-01,12.073
2023-04-02,12.073
2023-04-03,12.207
2023-04-04,12.361
2023-04-05,12.653
2023-04-06,12.705
2023-04-07,12.705
2023-04-08,12.705
2023-04-09,12.705
2023-04-10,12.584
2023-04-11,12.609
2023-04-12,12.526
2023-04-13,12.692
2023-04-14,12.576
2023-04-15,12.576
2023-04-16,12.576
2023-04-17,12.48
2023-04-18,12.386
2023-04-19,12.392
2023-04-20,12.254
2023-04-21,12.285
2023-04-22,12.285
2023-04-23,12.285
2023-04-24,12.315
2023-04-25,12.336
2023-04-26,12.03
2023-04-27,12.048
2023-04-28,12.019
2023-04-29,12.019
2023-04-30,12.019
2023-05-01,11.977
2023-05-02,11.961
2023-05-03,11.617
2023-05-04,11.748
2023-05-05,11.983
2023-05-06,11.983
2023-05-07,11.983
2023-05-08,11.82
2023-05-09,11.808
2023-05-10,11.792
2023-05-11,11.67
2023-05-12,11.703
2023-05-13,11.703
2023-05-14,11.703
2023-05-15,11.732
2023-05-16,11.448
2023-05-17,11.423
2023-05-18,11.383
2023-05-19,11.356
2023-05-20,11.356
2023-05-21,11.356
2023-05-22,11.385
2023-05-23,11.408
2023-05-24,11.249
2023-05-25,11.049
2023-05-26,11.022
2023-05-27,11.022
2023-05-28,11.022
2023-05-29,11.022
2023-05-30,11.103
2023-05-31,11.211
2023-06-01,10.887
2023-06-02,11.08
2023-06-03,11.08
2023-06-04,11.08
2023-06-05,11.273
2023-06-06,11.24
2023-06-07,11.241
2023-06-08,11.216
2023-06-09,11.115
2023-06-10,11.115
2023-06-11,11.115
2023-06-12,11.044
2023-06-13,11.279
2023-06-14,11.294
2023-06-15,11.607
2023-06-16,11.669
2023-06-17,11.669
2023-06-18,11.669
2023-06-19,11.669
2023-06-20,11.614
2023-06-21,11.536
2023-06-22,11.669
