,JPM US Equity,JPM US Equity,JPM US Equity,JPM US Equity,JPM US Equity
2022-05-05,118.0681,118.8694,115.1553,116.8144,15055401.0
2022-05-06,116.7013,117.1632,114.2315,116.6259,14417942.0
2022-05-07,116.7013,117.1632,114.2315,116.6259,14417942.0
2022-05-08,116.7013,117.1632,114.2315,116.6259,14417942.0
2022-05-09,115.1082,116.2582,113.5905,114.8725,14312300.0
2022-05-10,116.0509,116.6824,110.8191,112.0728,16382441.0
2022-05-11,112.4593,115.8435,111.1773,111.3658,14630299.0
2022-05-12,110.2912,111.5355,108.7547,111.2716,16318801.0
2022-05-13,112.563,113.3548,111.1962,112.2614,10443203.0
2022-05-14,112.563,113.3548,111.1962,112.2614,10443203.0
2022-05-15,112.563,113.3548,111.1962,112.2614,10443203.0
2022-05-16,111.7429,112.6101,110.508,111.479,10269025.0
2022-05-17,114.0995,115.9189,113.8827,115.1742,11160151.0
2022-05-18,114.3446,114.9762,112.6761,113.204,12664912.0
2022-05-19,111.413,112.7893,110.8851,111.5261,12765769.0
2022-05-20,112.6101,112.8081,108.4247,110.6117,13150099.0
2022-05-21,112.6101,112.8081,108.4247,110.6117,13150099.0
2022-05-22,112.6101,112.8081,108.4247,110.6117,13150099.0
2022-05-23,113.5528,119.3125,113.5434,117.4554,24376725.0
2022-05-24,117.2292,120.1797,116.0509,119.1145,19324922.0
2022-05-25,119.0391,120.5285,117.9927,119.944,12780385.0
2022-05-26,121.0092,122.7286,120.8584,122.0179,15990944.0
2022-05-27,122.6966,123.743,121.7351,123.743,11177759.0
2022-05-28,122.6966,123.743,121.7351,123.743,11177759.0
2022-05-29,122.6966,123.743,121.7351,123.743,11177759.0
2022-05-30,122.6966,123.743,121.7351,123.743,11177759.0
2022-05-31,122.7155,125.5152,122.2724,124.6479,17015042.0
2022-06-01,125.2512,125.2512,121.292,122.4609,10768023.0
2022-06-02,122.4515,124.4405,121.292,124.4311,8374794.0
2022-06-03,123.6864,124.2143,122.5364,122.6966,8596022.0
2022-06-04,123.6864,124.2143,122.5364,122.6966,8596022.0
2022-06-05,123.6864,124.2143,122.5364,122.6966,8596022.0
2022-06-06,123.5733,124.7987,122.0367,122.2913,11323459.0
2022-06-07,121.4429,122.8474,121.241,122.6118,6722167.0
2022-06-08,121.6031,122.0273,119.6235,120.6605,8422110.0
2022-06-09,120.0666,120.7547,118.087,118.1247,13565478.0
2022-06-10,115.5607,116.3242,112.4782,112.695,12951760.0
2022-06-11,115.5607,116.3242,112.4782,112.695,12951760.0
2022-06-12,115.5607,116.3242,112.4782,112.695,12951760.0
2022-06-13,110.1592,111.1867,108.4624,109.3391,16805564.0
2022-06-14,108.9243,110.5929,106.7279,107.5198,13357912.0
2022-06-15,108.9903,110.2441,106.6792,108.7924,14083548.0
2022-06-16,107.3313,107.7077,105.4554,106.9259,16724855.0
2022-06-17,107.0296,108.0571,105.7287,106.5488,30919865.0
2022-06-18,107.0296,108.0571,105.7287,106.5488,30919865.0
2022-06-19,107.0296,108.0571,105.7287,106.5488,30919865.0
2022-06-20,107.0296,108.0571,105.7287,106.5488,30919865.0
2022-06-21,109.2213,110.3195,108.4436,109.1883,11680485.0
2022-06-22,108.2928,109.537,107.8309,108.5756,9848572.0
2022-06-23,108.4153,108.5756,105.0877,107.3878,11851541.0
2022-06-24,106.7374,111.0642,106.3603,110.5929,14841090.0
2022-06-25,106.7374,111.0642,106.3603,110.5929,14841090.0
2022-06-26,106.7374,111.0642,106.3603,110.5929,14841090.0
2022-06-27,111.2904,111.7052,109.0108,109.7068,11280485.0
2022-06-28,110.9228,112.4499,108.9715,109.1789,11615519.0
2022-06-29,109.3485,110.1215,108.1514,108.6887,9338432.0
2022-06-30,106.6808,107.5339,104.5693,106.1529,15172611.0
2022-07-01,106.1906,107.8544,104.7861,107.5104,10573577.0
2022-07-02,106.1906,107.8544,104.7861,107.5104,10573577.0
2022-07-03,106.1906,107.8544,104.7861,107.5104,10573577.0
2022-07-04,106.1906,107.8544,104.7861,107.5104,10573577.0
2022-07-05,105.3421,107.187,103.9441,107.1014,12515590.0
2022-07-06,106.255,107.4533,105.3563,106.4072,10656197.0
2022-07-07,107.9383,109.2697,107.8432,109.0985,10347385.0
2022-07-08,109.517,109.9829,108.0429,108.7562,8807840.0
2022-07-09,109.517,109.9829,108.0429,108.7562,8807840.0
2022-07-10,109.517,109.9829,108.0429,108.7562,8807840.0
2022-07-11,107.9858,108.6325,106.7163,107.3297,7944573.0
2022-07-12,107.0634,109.536,106.7591,107.4343,11250917.0
2022-07-13,106.274,106.9653,104.9712,106.4262,12979883.0
2022-07-14,102.6983,102.9265,100.8629,102.7078,26204846.0
2022-07-15,103.811,108.2997,102.394,107.4152,18863886.0
2022-07-16,103.811,108.2997,102.394,107.4152,18863886.0
2022-07-17,103.811,108.2997,102.394,107.4152,18863886.0
2022-07-18,109.1461,110.1637,105.8366,106.3121,13977903.0
2022-07-19,107.5864,109.303,107.149,108.9464,11862269.0
2022-07-20,108.5089,109.1165,107.9193,108.9273,11667540.0
2022-07-21,108.8322,109.8688,107.8147,109.6691,11595860.0
2022-07-22,109.593,110.5535,108.1,109.1366,7645542.0
2022-07-23,109.593,110.5535,108.1,109.1366,7645542.0
2022-07-24,109.593,110.5535,108.1,109.1366,7645542.0
2022-07-25,110.1636,110.7533,109.1461,109.574,9394033.0
2022-07-26,108.9654,109.9164,107.4913,107.8622,10675119.0
2022-07-27,108.4233,110.0685,107.7481,109.593,9274454.0
2022-07-28,109.6025,110.2968,107.9668,109.1841,10384770.0
2022-07-29,109.9259,110.7913,109.1603,109.7072,12944544.0
2022-07-30,109.9259,110.7913,109.1603,109.7072,12944544.0
2022-07-31,109.9259,110.7913,109.1603,109.7072,12944544.0
2022-08-01,108.8893,109.4646,107.5294,108.6135,14740406.0
2022-08-02,108.3377,108.7894,106.7686,106.9207,14942854.0
2022-08-03,107.8907,108.5066,106.236,108.0429,14394499.0
2022-08-04,107.3201,107.7671,105.5812,106.8542,18033854.0
2022-08-05,107.0158,110.4964,106.5593,110.0876,14174642.0
2022-08-06,107.0158,110.4964,106.5593,110.0876,14174642.0
2022-08-07,107.0158,110.4964,106.5593,110.0876,14174642.0
2022-08-08,110.5535,110.9815,108.585,108.7466,10339584.0
2022-08-09,109.127,110.3063,108.7657,109.7262,10233754.0
2022-08-10,112.1797,113.5207,111.7423,112.5887,12847258.0
2022-08-11,114.0247,115.261,113.4636,114.2529,11684856.0
2022-08-12,114.757,116.2595,113.5872,116.1454,9906716.0
2022-08-13,114.757,116.2595,113.5872,116.1454,9906716.0
2022-08-14,114.757,116.2595,113.5872,116.1454,9906716.0
2022-08-15,115.2039,116.7065,114.6904,116.4592,8456202.0
2022-08-16,116.2976,118.151,115.8982,117.5719,9554966.0
2022-08-17,116.3071,117.1249,115.7315,116.5829,8149335.0
2022-08-18,116.25,116.4688,114.6428,115.6794,9531752.0
2022-08-19,114.7094,115.0613,112.3224,112.8169,13464469.0
2022-08-20,114.7094,115.0613,112.3224,112.8169,13464469.0
2022-08-21,114.7094,115.0613,112.3224,112.8169,13464469.0
2022-08-22,111.029,111.4189,109.8403,110.953,8967607.0
2022-08-23,110.972,111.5426,109.7287,109.8593,7607042.0
2022-08-24,109.6406,110.7057,108.8417,110.1256,9771264.0
2022-08-25,110.468,112.9215,110.0115,112.7408,10758870.0
2022-08-26,113.6062,114.1103,108.9844,109.051,11276212.0
2022-08-27,113.6062,114.1103,108.9844,109.051,11276212.0
2022-08-28,113.6062,114.1103,108.9844,109.051,11276212.0
2022-08-29,108.4138,109.2317,107.9003,108.7847,8117296.0
2022-08-30,109.3648,109.9164,107.8052,108.8037,10745404.0
2022-08-31,108.8703,109.3933,107.7852,108.157,10738299.0
2022-09-01,107.7386,109.0129,106.4262,108.8988,9979823.0
2022-09-02,110.1922,111.6947,107.6387,108.138,10666594.0
2022-09-03,110.1922,111.6947,107.6387,108.138,10666594.0
2022-09-04,110.1922,111.6947,107.6387,108.138,10666594.0
2022-09-05,110.1922,111.6947,107.6387,108.138,10666594.0
2022-09-06,108.7276,109.1223,106.5784,108.1665,9751914.0
2022-09-07,107.5864,110.4204,107.2346,110.2207,10647866.0
2022-09-08,109.6311,112.9691,109.0129,112.7884,11434984.0
2022-09-09,113.3019,114.1673,112.855,113.3305,9302228.0
2022-09-10,113.3019,114.1673,112.855,113.3305,9302228.0
2022-09-11,113.3019,114.1673,112.855,113.3305,9302228.0
2022-09-12,114.7094,115.5938,113.9201,114.6714,8614630.0
2022-09-13,112.2844,113.0927,110.1066,110.6867,12904575.0
2022-09-14,110.9815,112.0656,109.2507,110.4299,9345718.0
2022-09-15,110.4299,113.5302,110.0828,112.0942,10821438.0
2022-09-16,111.6377,111.6472,109.7167,111.3429,14844136.0
2022-09-17,111.6377,111.6472,109.7167,111.3429,14844136.0
2022-09-18,111.6377,111.6472,109.7167,111.3429,14844136.0
2022-09-19,110.3158,112.912,109.8498,112.3699,8201305.0
2022-09-20,111.6567,111.923,109.0224,110.1541,9619026.0
2022-09-21,110.8293,110.8864,106.9112,106.9778,12606281.0
2022-09-22,107.8242,108.0334,105.6274,105.7605,11684463.0
2022-09-23,104.6574,104.933,101.909,103.7919,18138572.0
2022-09-24,104.6574,104.933,101.909,103.7919,18138572.0
2022-09-25,104.6574,104.933,101.909,103.7919,18138572.0
2022-09-26,102.7078,104.2342,100.8629,101.5571,15753581.0
2022-09-27,102.4701,102.8695,99.522,100.6632,12793612.0
2022-09-28,100.7583,103.402,100.4635,102.6983,12762596.0
2022-09-29,101.7093,102.0231,99.2823,100.958,12713926.0
2022-09-30,100.8629,102.3464,99.2842,99.3793,15973415.0
2022-10-01,100.8629,102.3464,99.2842,99.3793,15973415.0
2022-10-02,100.8629,102.3464,99.2842,99.3793,15973415.0
2022-10-03,100.4444,103.0502,99.3413,102.451,12248137.0
2022-10-04,105.1899,107.4533,104.4767,107.2441,16013586.0
2022-10-05,105.3059,106.4573,104.4232,105.92,10943502.0
2022-10-06,105.0276,105.7281,103.5692,103.7611,11521415.0
2022-10-07,103.1662,103.3485,101.0025,101.6886,11681088.0
2022-10-08,103.1662,103.3485,101.0025,101.6886,11681088.0
2022-10-09,103.1662,103.3485,101.0025,101.6886,11681088.0
2022-10-10,102.4082,102.9647,100.2877,100.7387,8931729.0
2022-10-11,100.1438,100.3069,97.7258,97.8313,12739700.0
2022-10-12,97.6778,100.4892,97.1789,99.4145,13180960.0
2022-10-13,97.8505,105.4498,97.6394,104.9413,22398706.0
2022-10-14,107.4283,110.5736,106.2405,106.6876,33420141.0
2022-10-15,107.4283,110.5736,106.2405,106.6876,33420141.0
2022-10-16,107.4283,110.5736,106.2405,106.6876,33420141.0
2022-10-17,110.7367,112.2719,109.6909,111.1685,22276272.0
2022-10-18,114.8146,115.2752,112.224,114.0278,21539680.0
2022-10-19,113.2122,114.0182,110.9863,111.7922,17072035.0
2022-10-20,112.4159,113.9031,110.967,111.4276,12207437.0
2022-10-21,111.7442,117.4341,111.6195,117.2806,20593310.0
2022-10-22,111.7442,117.4341,111.6195,117.2806,20593310.0
2022-10-23,111.7442,117.4341,111.6195,117.2806,20593310.0
2022-10-24,117.127,118.1153,116.417,117.4245,12624177.0
2022-10-25,116.9159,118.2791,115.9948,117.7315,11289101.0
2022-10-26,118.0194,120.1303,117.9042,119.0844,11671494.0
2022-10-27,120.1303,121.0898,119.1804,119.5546,10727612.0
2022-10-28,120.2166,121.1666,119.0269,120.9747,11859472.0
2022-10-29,120.2166,121.1666,119.0269,120.9747,11859472.0
2022-10-30,120.2166,121.1666,119.0269,120.9747,11859472.0
2022-10-31,120.61,122.27,120.5045,120.7828,13295173.0
2022-11-01,121.7327,123.0856,121.2145,122.9608,13386945.0
2022-11-02,122.4811,125.0813,121.512,121.8286,16546085.0
2022-11-03,121.1953,122.9896,120.8115,122.0493,12474358.0
2022-11-04,124.2466,125.5323,123.2583,125.3884,14354353.0
2022-11-05,124.2466,125.5323,123.2583,125.3884,14354353.0
2022-11-06,124.2466,125.5323,123.2583,125.3884,14354353.0
2022-11-07,125.6954,126.9332,125.198,126.0504,12011157.0
2022-11-08,125.9257,126.7125,124.8703,126.1272,9884053.0
2022-11-09,126.0025,126.108,123.9875,124.4865,9493961.0
2022-11-10,127.2594,129.7733,127.1635,129.6102,16351589.0
2022-11-11,129.7158,130.6561,128.3633,129.8213,10704664.0
2022-11-12,129.7158,130.6561,128.3633,129.8213,10704664.0
2022-11-13,129.7158,130.6561,128.3633,129.8213,10704664.0
2022-11-14,129.3416,130.2339,128.4876,128.4876,11085604.0
2022-11-15,129.2264,130.2147,126.2711,127.5569,14038346.0
2022-11-16,127.6144,128.1518,126.6837,127.7296,7893359.0
2022-11-17,126.6549,127.5089,125.9641,127.1731,8824558.0
2022-11-18,129.1209,129.2168,126.9236,128.4204,9468537.0
2022-11-19,129.1209,129.2168,126.9236,128.4204,9468537.0
2022-11-20,129.1209,129.2168,126.9236,128.4204,9468537.0
2022-11-21,128.3245,129.1113,127.3746,127.6624,7800517.0
2022-11-22,128.574,129.7925,128.2765,129.5718,9185670.0
2022-11-23,129.4759,130.9727,129.3991,130.9535,7316204.0
2022-11-24,129.4759,130.9727,129.3991,130.9535,7316204.0
2022-11-25,130.9535,131.5868,130.5457,131.203,3220496.0
2022-11-26,130.9535,131.5868,130.5457,131.203,3220496.0
2022-11-27,130.9535,131.5868,130.5457,131.203,3220496.0
2022-11-28,130.5601,131.1742,128.7563,128.9098,9907551.0
2022-11-29,129.2072,131.1071,128.9674,131.0303,7925322.0
2022-11-30,130.5793,132.5847,127.7968,132.5847,14761248.0
2022-12-01,132.5847,133.0453,129.946,130.7232,8858472.0
2022-12-02,129.0441,129.8693,127.9407,129.687,8932057.0
2022-12-03,129.0441,129.8693,127.9407,129.687,8932057.0
2022-12-04,129.0441,129.8693,127.9407,129.687,8932057.0
2022-12-05,128.8042,129.1209,125.3116,126.0504,10154531.0
2022-12-06,127.9887,129.639,124.6112,126.2615,13966691.0
2022-12-07,125.9929,127.6912,125.0526,126.1752,11739425.0
2022-12-08,126.9716,127.5953,126.108,127.4993,8907257.0
2022-12-09,126.8468,128.3437,126.6549,126.8085,7957818.0
2022-12-10,126.8468,128.3437,126.6549,126.8085,7957818.0
2022-12-11,126.8468,128.3437,126.6549,126.8085,7957818.0
2022-12-12,127.0387,129.1976,126.2711,128.7754,8841631.0
2022-12-13,131.3421,131.5388,127.6912,128.6507,10025383.0
2022-12-14,128.3629,130.2147,127.3842,128.0078,9966115.0
2022-12-15,125.8346,126.7317,123.8244,124.8319,12090286.0
2022-12-16,123.9203,124.64,123.2247,124.0547,21133707.0
2022-12-17,123.9203,124.64,123.2247,124.0547,21133707.0
2022-12-18,123.9203,124.64,123.2247,124.0547,21133707.0
2022-12-19,124.4001,126.0121,123.8628,124.7935,9017156.0
2022-12-20,125.6666,126.7029,124.9278,125.398,8549927.0
2022-12-21,126.8277,127.5953,126.4343,126.8085,8051704.0
2022-12-22,125.7914,125.9833,123.2103,125.3692,8651131.0
2022-12-23,125.2924,126.1176,124.3905,125.9641,5091905.0
2022-12-24,125.2924,126.1176,124.3905,125.9641,5091905.0
2022-12-25,125.2924,126.1176,124.3905,125.9641,5091905.0
2022-12-26,125.2924,126.1176,124.3905,125.9641,5091905.0
2022-12-27,126.2424,126.866,125.2637,126.4055,5410991.0
2022-12-28,126.511,128.0078,125.705,127.0963,8827738.0
2022-12-29,127.5473,127.8735,126.9524,127.8255,6585228.0
2022-12-30,127.4321,128.8906,127.0771,128.6699,9292519.0
2022-12-31,127.4321,128.8906,127.0771,128.6699,9292519.0
2023-01-01,127.4321,128.8906,127.0771,128.6699,9292519.0
2023-01-02,127.4321,128.8906,127.0771,128.6699,9292519.0
2023-01-03,129.7637,131.203,128.4684,129.6486,11054778.0
2023-01-04,130.4834,132.1049,130.0804,130.8576,11687643.0
2023-01-05,131.1282,131.1765,129.234,130.8285,8381265.0
2023-01-06,131.5776,133.7573,129.9973,133.332,10029076.0
2023-01-07,131.5776,133.7573,129.9973,133.332,10029076.0
2023-01-08,131.5776,133.7573,129.9973,133.332,10029076.0
2023-01-09,133.97,134.2406,132.3074,132.781,8482297.0
2023-01-10,133.187,134.0859,132.723,133.97,9048665.0
2023-01-11,134.2599,135.0815,133.4867,134.9655,8703698.0
2023-01-12,135.3232,136.1545,134.5692,134.8302,11001666.0
2023-01-13,131.0702,138.6966,130.2969,138.2326,20200047.0
2023-01-14,131.0702,138.6966,130.2969,138.2326,20200047.0
2023-01-15,131.0702,138.6966,130.2969,138.2326,20200047.0
2023-01-16,131.0702,138.6966,130.2969,138.2326,20200047.0
2023-01-17,136.4541,136.8117,134.5741,136.0965,14292881.0
2023-01-18,134.2793,136.0288,131.8531,132.0078,13392601.0
2023-01-19,130.7995,131.3601,129.1273,130.2486,13303371.0
2023-01-20,130.6449,130.9638,129.0887,130.5675,13092492.0
2023-01-21,130.6449,130.9638,129.0887,130.5675,13092492.0
2023-01-22,130.6449,130.9638,129.0887,130.5675,13092492.0
2023-01-23,130.6014,133.3513,130.3162,132.6844,10487128.0
2023-01-24,131.8579,135.6035,130.4902,133.825,6944991.0
2023-01-25,133.4383,134.4726,132.6651,134.4726,8967007.0
2023-01-26,134.7626,135.3812,133.738,135.3039,7487631.0
2023-01-27,135.9128,136.5363,135.0814,135.6325,7489946.0
2023-01-28,135.9128,136.5363,135.0814,135.6325,7489946.0
2023-01-29,135.9128,136.5363,135.0814,135.6325,7489946.0
2023-01-30,134.5789,135.4102,134.2696,134.4822,6729255.0
2023-01-31,135.2072,135.3908,133.6316,135.2845,9188738.0
2023-02-01,133.593,136.169,133.506,134.9269,8841846.0
2023-02-02,135.3232,135.7678,133.39,134.2986,11822064.0
2023-02-03,133.564,137.5753,133.5157,136.3768,11501232.0
2023-02-04,133.564,137.5753,133.5157,136.3768,11501232.0
2023-02-05,133.564,137.5753,133.5157,136.3768,11501232.0
2023-02-06,135.5455,137.4884,135.3534,137.179,8406231.0
2023-02-07,136.6571,139.5182,136.4638,138.8513,10447888.0
2023-02-08,137.8847,139.2282,137.5234,137.875,6957965.0
2023-02-09,138.339,138.5516,135.1975,135.7292,6443109.0
2023-02-10,135.1105,136.5604,133.9603,136.3284,6582853.0
2023-02-11,135.1105,136.5604,133.9603,136.3284,6582853.0
2023-02-12,135.1105,136.5604,133.9603,136.3284,6582853.0
2023-02-13,136.5798,137.962,136.0385,137.8073,7134607.0
2023-02-14,137.7397,139.0059,136.8649,138.4163,9249399.0
2023-02-15,136.8794,139.0832,136.5798,138.9962,6731172.0
2023-02-16,138.136,138.5999,136.9432,137.0824,8165306.0
2023-02-17,136.2704,138.0586,135.3908,137.4884,7948829.0
2023-02-18,136.2704,138.0586,135.3908,137.4884,7948829.0
2023-02-19,136.2704,138.0586,135.3908,137.4884,7948829.0
2023-02-20,136.2704,138.0586,135.3908,137.4884,7948829.0
2023-02-21,135.9901,136.6184,134.1149,134.9655,9996283.0
2023-02-22,134.2793,134.7722,132.8439,133.9313,11107501.0
2023-02-23,134.0956,135.4875,133.332,135.0042,8068010.0
2023-02-24,134.4629,136.6378,134.2889,136.2221,9126888.0
2023-02-25,134.4629,136.6378,134.2889,136.2221,9126888.0
2023-02-26,134.4629,136.6378,134.2889,136.2221,9126888.0
2023-02-27,137.3627,138.5226,136.9858,137.411,10014654.0
2023-02-28,138.165,138.9576,137.1598,138.5613,11019757.0
2023-03-01,137.353,138.666,137.0631,137.788,7139155.0
2023-03-02,137.4884,137.672,134.8786,136.3574,11107549.0
2023-03-03,136.7827,138.9382,136.3671,138.8609,9513063.0
2023-03-04,136.7827,138.9382,136.3671,138.8609,9513063.0
2023-03-05,136.7827,138.9382,136.3671,138.8609,9513063.0
2023-03-06,138.6483,139.2282,137.8943,138.049,9261255.0
2023-03-07,137.266,137.556,133.2063,133.9893,11747620.0
2023-03-08,133.39,133.9603,132.3122,133.1967,10002548.0
2023-03-09,132.1914,132.7617,124.8985,125.9859,25888097.0
2023-03-10,124.652,130.7415,123.5501,129.1853,37599655.0
2023-03-11,124.652,130.7415,123.5501,129.1853,37599655.0
2023-03-12,124.652,130.7415,123.5501,129.1853,37599655.0
2023-03-13,126.8268,129.4076,125.087,126.8655,42901132.0
2023-03-14,130.7609,131.0025,126.9042,130.1229,29648116.0
2023-03-15,126.6045,126.6142,122.4965,123.9754,34280607.0
2023-03-16,123.7337,127.5421,121.8102,126.3822,24570587.0
2023-03-17,124.0914,124.188,121.2592,121.6072,38395982.0
2023-03-18,124.0914,124.188,121.2592,121.6072,38395982.0
2023-03-19,124.0914,124.188,121.2592,121.6072,38395982.0
2023-03-20,122.7478,125.1449,121.8005,122.8928,22875505.0
2023-03-21,126.2275,127.3295,125.8409,126.1889,17807808.0
2023-03-22,126.1985,126.2904,122.8348,122.9314,17250168.0
2023-03-23,123.6274,125.2029,121.8102,122.6028,16677640.0
2023-03-24,121.4332,121.4816,118.9974,120.7373,22326916.0
2023-03-25,121.4332,121.4816,118.9974,120.7373,22326916.0
2023-03-26,121.4332,121.4816,118.9974,120.7373,22326916.0
2023-03-27,122.5545,125.058,122.0712,124.1977,18853935.0
2023-03-28,124.4103,125.0209,123.4766,124.5747,10820466.0
2023-03-29,125.7539,125.8699,123.5017,124.826,14595260.0
2023-03-30,125.6089,125.7732,123.3857,124.449,12134675.0
2023-03-31,125.3286,125.9859,124.547,125.9569,13105215.0
2023-04-01,125.3286,125.9859,124.547,125.9569,13105215.0
2023-04-02,125.3286,125.9859,124.547,125.9569,13105215.0
2023-04-03,125.5703,127.0491,125.087,125.8119,11775388.0
2023-04-04,126.1405,126.2275,123.1538,124.13,11579916.0
2023-04-05,123.526,124.8412,123.1948,124.3151,9614692.0
2023-04-06,123.7209,124.773,123.5799,124.1787,8760220.0
2023-04-07,123.7209,124.773,123.5799,124.1787,8760220.0
2023-04-08,123.7209,124.773,123.5799,124.1787,8760220.0
2023-04-09,123.7209,124.773,123.5799,124.1787,8760220.0
2023-04-10,123.2728,124.9191,122.961,124.5879,9477292.0
2023-04-11,124.9873,125.6108,124.2469,125.2016,10516267.0
2023-04-12,125.8446,127.0623,124.7538,125.1821,11820995.0
2023-04-13,125.1432,125.7082,123.5553,125.6595,12450242.0
2023-04-14,131.6604,135.5279,131.417,135.148,43931328.0
2023-04-15,131.6604,135.5279,131.417,135.148,43931328.0
2023-04-16,131.6604,135.5279,131.417,135.148,43931328.0
2023-04-17,136.3365,136.4437,134.1056,136.2196,16050486.0
2023-04-18,136.6482,138.1193,135.4403,137.7491,13760139.0
2023-04-19,137.5835,137.8465,136.7749,137.5737,9158112.0
2023-04-20,136.2975,137.7783,136.2293,137.1743,10586245.0
2023-04-21,136.1319,137.4666,135.1967,136.9113,11842537.0
2023-04-22,136.1319,137.4666,135.1967,136.9113,11842537.0
2023-04-23,136.1319,137.4666,135.1967,136.9113,11842537.0
2023-04-24,136.8285,137.4568,136.4242,137.0964,7567666.0
2023-04-25,135.9955,136.3462,134.0715,134.1154,10629325.0
2023-04-26,134.0667,134.2511,130.5401,131.7384,14416145.0
2023-04-27,132.4885,134.3492,132.1573,133.5114,9041092.0
2023-04-28,133.034,134.7486,132.167,134.6707,9887262.0
2023-04-29,133.034,134.7486,132.167,134.6707,9887262.0
2023-04-30,133.034,134.7486,132.167,134.6707,9887262.0
2023-05-01,138.5869,139.6682,137.1938,137.5542,20415762.0
2023-05-02,137.7491,138.733,134.8558,135.3331,14113447.0
2023-05-03,134.8655,135.0883,132.2547,132.469,12930906.0
2023-05-04,131.4753,132.2157,128.4067,130.657,17089164.0
2023-05-05,132.9171,134.32,132.4028,133.2094,11261394.0
2023-05-06,132.9171,134.32,132.4028,133.2094,11261394.0
2023-05-07,132.9171,134.32,132.4028,133.2094,11261394.0
2023-05-08,133.94,134.4076,132.9512,133.5309,7484872.0
2023-05-09,132.4203,133.414,131.7189,132.8879,7343573.0
2023-05-10,134.3881,134.4953,131.3877,132.9561,8133416.0
2023-05-11,131.5143,133.2776,131.4169,132.5372,7057277.0
2023-05-12,133.2873,133.4529,129.6926,130.6376,9988598.0
2023-05-13,133.2873,133.4529,129.6926,130.6376,9988598.0
2023-05-14,133.2873,133.4529,129.6926,130.6376,9988598.0
2023-05-15,130.8032,132.167,130.5012,131.7384,7639451.0
2023-05-16,131.9624,132.4283,130.5012,130.8519,6483267.0
2023-05-17,132.3911,135.0115,131.9624,134.8752,12711522.0
2023-05-18,134.6999,136.1222,134.2031,135.8981,10999607.0
2023-05-19,136.1806,136.8626,134.5586,135.5864,13492239.0
2023-05-20,136.1806,136.8626,134.5586,135.5864,13492239.0
2023-05-21,136.1806,136.8626,134.5586,135.5864,13492239.0
2023-05-22,137.3594,137.9829,134.1056,134.4661,11402476.0
2023-05-23,133.9887,135.4403,132.9317,133.0633,9514897.0
2023-05-24,131.904,132.8295,131.5923,131.8455,8577997.0
2023-05-25,131.339,132.7515,131.1052,132.167,8472505.0
2023-05-26,132.5957,134.0472,132.1281,133.4042,8579941.0
2023-05-27,132.5957,134.0472,132.1281,133.4042,8579941.0
2023-05-28,132.5957,134.0472,132.1281,133.4042,8579941.0
2023-05-29,132.5957,134.0472,132.1281,133.4042,8579941.0
2023-05-30,133.2678,134.1641,132.508,133.9108,7399867.0
2023-05-31,133.1996,133.3068,130.9341,132.206,14219906.0
2023-06-01,132.9951,134.6609,131.9478,134.0277,12248094.0
2023-06-02,135.9566,137.827,135.7423,136.8431,12922471.0
2023-06-03,135.9566,137.827,135.7423,136.8431,12922471.0
2023-06-04,135.9566,137.827,135.7423,136.8431,12922471.0
2023-06-05,136.4924,136.7164,134.5635,135.4987,9685780.0
2023-06-06,135.0993,136.4826,134.6381,135.7423,9329541.0
2023-06-07,135.9468,137.6224,135.2454,137.0574,9281389.0
2023-06-08,137.0379,137.2522,135.8793,137.0964,7370043.0
2023-06-09,136.7262,138.1387,136.5898,137.3691,7253946.0
2023-06-10,136.7262,138.1387,136.5898,137.3691,7253946.0
2023-06-11,136.7262,138.1387,136.5898,137.3691,7253946.0
2023-06-12,137.4276,137.6711,136.1514,137.3594,7600196.0
2023-06-13,136.8528,139.1811,136.5216,138.3531,7701567.0
2023-06-14,139.3078,139.902,137.0671,137.8367,9068729.0
2023-06-15,136.96,139.6974,136.4144,139.3954,9343096.0
2023-06-16,139.3565,140.2478,138.8207,139.561,13813512.0
2023-06-17,139.3565,140.2478,138.8207,139.561,13813512.0
2023-06-18,139.3565,140.2478,138.8207,139.561,13813512.0
2023-06-19,139.3565,140.2478,138.8207,139.561,13813512.0
2023-06-20,138.9278,139.3078,137.3984,138.8499,8431008.0
2023-06-21,139.2103,140.3014,138.0326,138.6453,9926459.0
2023-06-22,138.6356,138.9181,135.3623,135.9761,10076325.0
2023-06-23,134.9629,135.5864,134.0667,135.2649,9919539.0
2023-06-24,134.9629,135.5864,134.0667,135.2649,9919539.0
2023-06-25,134.9629,135.5864,134.0667,135.2649,9919539.0
2023-06-26,135.2844,136.395,134.1349,135.5961,8429727.0
2023-06-27,135.411,136.2293,134.9629,135.6059,8154024.0
2023-06-28,135.5669,135.6156,134.3979,135.0116,7558644.0
2023-06-29,136.4534,139.8533,136.2391,139.7267,15423230.0
2023-06-30,140.8664,142.2303,139.9507,141.6848,14212816.0
2023-07-01,140.8664,142.2303,139.9507,141.6848,14212816.0
2023-07-02,140.8664,142.2303,139.9507,141.6848,14212816.0
2023-07-03,142.4154,143.6721,142.2303,142.8245,8021622.0
2023-07-04,142.4154,143.6721,142.2303,142.8245,8021622.0
2023-07-05,142.1674,142.648,141.5985,141.8731,8935519.0
2023-07-06,140.2841,140.647,138.7344,140.4705,9714100.0
2023-07-07,141.1571,143.0537,140.2645,141.5789,8981456.0
