,AZTA US Equity,AZTA US Equity,AZTA US Equity,AZTA US Equity,AZTA US Equity
2020-03-14,29.1593,29.8587,26.0404,28.3573,735598.0
2020-03-15,29.1593,29.8587,26.0404,28.3573,735598.0
2020-03-16,24.9711,28.3276,24.1393,24.476,723978.0
2020-03-17,24.981,26.7285,23.9413,25.5453,668638.0
2020-03-18,23.7334,24.3374,20.9808,22.466,730352.0
2020-03-19,22.3769,23.6146,21.4224,22.6542,869907.0
2020-03-20,23.1789,24.8027,22.4066,22.773,1293386.0
2020-03-21,23.1789,24.8027,22.4066,22.773,1293386.0
2020-03-22,23.1789,24.8027,22.4066,22.773,1293386.0
2020-03-23,23.3076,23.9017,22.0403,23.6839,722241.0
2020-03-24,25.0107,28.4365,24.5156,27.8919,851835.0
2020-03-25,27.7137,29.189,26.8226,28.0603,811785.0
2020-03-26,28.4266,30.7534,27.882,30.4762,547241.0
2020-03-27,29.0009,29.6544,27.9811,29.2187,497888.0
2020-03-28,29.0009,29.6544,27.9811,29.2187,497888.0
2020-03-29,29.0009,29.6544,27.9811,29.2187,497888.0
2020-03-30,29.7039,30.7237,29.2385,30.2286,718872.0
2020-03-31,30.4465,31.1099,29.6247,30.1989,3306193.0
2020-04-01,29.1692,30.3178,28.3969,28.9316,650599.0
2020-04-02,28.5949,30.0999,28.4167,28.8524,673819.0
2020-04-03,28.6246,28.9712,25.9612,26.278,877905.0
2020-04-04,28.6246,28.9712,25.9612,26.278,877905.0
2020-04-05,28.6246,28.9712,25.9612,26.278,877905.0
2020-04-06,27.9711,30.8128,27.9414,30.5158,575252.0
2020-04-07,32.2287,32.5554,30.0009,30.1989,934597.0
2020-04-08,30.9019,31.4663,30.1579,31.3079,553245.0
2020-04-09,31.6841,32.1099,29.9217,30.1989,1119566.0
2020-04-10,31.6841,32.1099,29.9217,30.1989,1119566.0
2020-04-11,31.6841,32.1099,29.9217,30.1989,1119566.0
2020-04-12,31.6841,32.1099,29.9217,30.1989,1119566.0
2020-04-13,30.2484,30.6346,29.5257,30.298,439305.0
2020-04-14,31.5356,34.5159,31.5356,34.3773,1912796.0
2020-04-15,33.1297,33.4862,31.7831,31.9713,505839.0
2020-04-16,32.4762,33.5654,32.2386,33.3079,665902.0
2020-04-17,33.8525,34.2189,33.0604,33.6149,411658.0
2020-04-18,33.8525,34.2189,33.0604,33.6149,411658.0
2020-04-19,33.8525,34.2189,33.0604,33.6149,411658.0
2020-04-20,33.4169,34.4268,33.0703,33.5555,369761.0
2020-04-21,32.9812,33.5109,32.4168,32.7139,574953.0
2020-04-22,33.9317,34.4961,33.2881,34.2387,490729.0
2020-04-23,34.1793,34.7634,33.605,34.0406,366664.0
2020-04-24,33.8921,34.5852,33.5654,34.5357,243314.0
2020-04-25,33.8921,34.5852,33.5654,34.5357,243314.0
2020-04-26,33.8921,34.5852,33.5654,34.5357,243314.0
2020-04-27,35.0605,36.4219,34.9763,36.1001,778111.0
2020-04-28,37.0605,38.3725,36.7932,37.516,973531.0
2020-04-29,38.7339,42.0805,37.6398,41.1696,1072117.0
2020-04-30,39.6349,40.724,37.8427,38.1101,926565.0
2020-05-01,35.8427,36.9714,34.1397,34.8327,1157268.0
2020-05-02,35.8427,36.9714,34.1397,34.8327,1157268.0
2020-05-03,35.8427,36.9714,34.1397,34.8327,1157268.0
2020-05-04,34.308,35.2585,33.8872,34.9516,761375.0
2020-05-05,35.7536,36.9021,35.7536,36.0902,545392.0
2020-05-06,36.2783,36.9021,35.8922,36.5754,432337.0
2020-05-07,37.8625,37.8625,37.011,37.6249,407315.0
2020-05-08,38.2388,39.1596,38.2388,38.8032,537069.0
2020-05-09,38.2388,39.1596,38.2388,38.8032,537069.0
2020-05-10,38.2388,39.1596,38.2388,38.8032,537069.0
2020-05-11,38.3675,39.2487,37.7932,38.7141,558843.0
2020-05-12,38.9814,39.7636,37.8922,38.8032,858236.0
2020-05-13,38.5061,39.0408,37.3081,38.2388,816243.0
2020-05-14,37.5061,38.3774,36.6051,38.3477,619931.0
2020-05-15,37.5457,37.8229,36.6645,37.1694,421822.0
2020-05-16,37.5457,37.8229,36.6645,37.1694,421822.0
2020-05-17,37.5457,37.8229,36.6645,37.1694,421822.0
2020-05-18,40.3574,40.3574,37.9219,38.7041,509979.0
2020-05-19,38.3774,39.9616,38.2388,38.8527,351237.0
2020-05-20,39.6052,40.7735,39.2982,40.219,539669.0
2020-05-21,39.7339,40.2765,39.2487,39.8329,380669.0
2020-05-22,40.1596,40.9022,39.5557,40.5755,269282.0
2020-05-23,40.1596,40.9022,39.5557,40.5755,269282.0
2020-05-24,40.1596,40.9022,39.5557,40.5755,269282.0
2020-05-25,40.1596,40.9022,39.5557,40.5755,269282.0
2020-05-26,42.0706,42.2983,40.6881,40.823,441121.0
2020-05-27,41.2191,41.6745,39.4864,41.5656,457799.0
2020-05-28,41.7736,41.8033,39.3972,39.6844,534361.0
2020-05-29,39.6745,40.2289,39.1596,39.5755,680472.0
2020-05-30,39.6745,40.2289,39.1596,39.5755,680472.0
2020-05-31,39.6745,40.2289,39.1596,39.5755,680472.0
2020-06-01,39.7042,40.8626,39.4269,40.4468,344969.0
2020-06-02,40.7042,40.8131,39.2388,40.6547,391923.0
2020-06-03,41.5062,42.5954,41.1894,42.0805,388241.0
2020-06-04,41.1377,43.331,41.1277,42.6958,397254.0
2020-06-05,43.5196,44.522,43.1922,43.3905,439599.0
2020-06-06,43.5196,44.522,43.1922,43.3905,439599.0
2020-06-07,43.5196,44.522,43.1922,43.3905,439599.0
2020-06-08,43.6287,43.7578,42.7057,43.2218,438039.0
2020-06-09,42.537,43.5196,41.5843,43.2516,353347.0
2020-06-10,43.4203,44.1845,43.3657,43.6585,596659.0
2020-06-11,42.0606,42.1996,38.8153,38.8252,518702.0
2020-06-12,40.0757,40.7407,38.2595,39.4306,312500.0
2020-06-13,40.0757,40.7407,38.2595,39.4306,312500.0
2020-06-14,40.0757,40.7407,38.2595,39.4306,312500.0
2020-06-15,38.5374,40.4429,37.8724,40.1353,446633.0
2020-06-16,41.5148,42.408,41.088,41.9515,459531.0
2020-06-17,42.4973,42.8943,41.7232,42.2988,368945.0
2020-06-18,42.2691,42.7008,42.1301,42.4973,304856.0
2020-06-19,42.6859,43.2119,41.7431,42.1797,1066450.0
2020-06-20,42.6859,43.2119,41.7431,42.1797,1066450.0
2020-06-21,42.6859,43.2119,41.7431,42.1797,1066450.0
2020-06-22,40.7804,42.1599,40.3536,42.1301,553217.0
2020-06-23,42.7057,43.2516,42.2889,43.0184,481248.0
2020-06-24,42.8844,43.2119,41.882,42.7057,791749.0
2020-06-25,42.4378,43.5394,41.9217,43.5096,533989.0
2020-06-26,43.2714,43.3012,41.6934,41.8622,1300321.0
2020-06-27,43.2714,43.3012,41.6934,41.8622,1300321.0
2020-06-28,43.2714,43.3012,41.6934,41.8622,1300321.0
2020-06-29,42.2095,43.0432,41.7828,42.5668,475809.0
2020-06-30,42.6462,44.1002,42.4973,43.9066,835075.0
2020-07-01,43.7578,43.8669,43.1226,43.1424,437284.0
2020-07-02,43.6883,44.6212,43.4799,44.125,281963.0
2020-07-03,43.6883,44.6212,43.4799,44.125,281963.0
2020-07-04,43.6883,44.6212,43.4799,44.125,281963.0
2020-07-05,43.6883,44.6212,43.4799,44.125,281963.0
2020-07-06,44.6609,45.1571,44.2242,44.3433,411057.0
2020-07-07,44.0952,44.4426,43.331,43.3608,353388.0
2020-07-08,43.3012,44.6212,43.1921,44.6014,464904.0
2020-07-09,44.6609,45.3259,43.9527,44.9586,478178.0
2020-07-10,45.1472,45.3953,44.4376,44.9586,373751.0
2020-07-11,45.1472,45.3953,44.4376,44.9586,373751.0
2020-07-12,45.1472,45.3953,44.4376,44.9586,373751.0
2020-07-13,45.574,46.6458,44.125,44.3433,597189.0
2020-07-14,43.9662,44.7601,43.2516,44.7304,322906.0
2020-07-15,45.2862,45.574,44.6212,45.0877,360689.0
2020-07-16,44.4823,44.7204,43.7975,44.0257,410475.0
2020-07-17,44.0853,45.1274,43.6585,44.7701,237624.0
2020-07-18,44.0853,45.1274,43.6585,44.7701,237624.0
2020-07-19,44.0853,45.1274,43.6585,44.7701,237624.0
2020-07-20,44.9686,46.1595,44.6807,45.8717,344189.0
2020-07-21,46.5168,46.6458,45.3259,45.574,285340.0
2020-07-22,45.6732,46.5863,45.4648,46.1893,285962.0
2020-07-23,45.961,46.9535,45.0281,45.3556,532792.0
2020-07-24,44.8495,44.8495,42.9439,43.3211,382080.0
2020-07-25,44.8495,44.8495,42.9439,43.3211,382080.0
2020-07-26,44.8495,44.8495,42.9439,43.3211,382080.0
2020-07-27,43.6585,45.4549,43.4997,45.435,448443.0
2020-07-28,44.9487,45.3457,44.259,44.6609,358465.0
2020-07-29,45.0678,46.1496,44.651,45.8618,289257.0
2020-07-30,45.5144,47.4795,44.7701,46.9535,681357.0
2020-07-31,49.6232,54.1191,48.6407,54.0397,1209952.0
2020-08-01,49.6232,54.1191,48.6407,54.0397,1209952.0
2020-08-02,49.6232,54.1191,48.6407,54.0397,1209952.0
2020-08-03,52.2433,54.4863,52.1639,54.1588,687586.0
2020-08-04,55.7765,55.7765,54.7642,55.583,544445.0
2020-08-05,55.7467,56.5209,55.0123,56.2628,441873.0
2020-08-06,56.2628,56.5209,55.2306,56.2628,417604.0
2020-08-07,56.3224,57.1234,54.9627,55.8857,388530.0
2020-08-08,56.3224,57.1234,54.9627,55.8857,388530.0
2020-08-09,56.3224,57.1234,54.9627,55.8857,388530.0
2020-08-10,55.846,55.846,54.8237,54.923,512936.0
2020-08-11,55.0322,55.6872,53.9504,54.258,377237.0
2020-08-12,54.3474,55.5582,54.258,55.3398,333796.0
2020-08-13,55.4391,55.5284,54.794,55.0123,200583.0
2020-08-14,54.7245,55.578,54.3374,54.4764,204700.0
2020-08-15,54.7245,55.578,54.3374,54.4764,204700.0
2020-08-16,54.7245,55.578,54.3374,54.4764,204700.0
2020-08-17,54.8734,55.4084,54.5161,54.784,312516.0
2020-08-18,55.052,55.052,52.5708,52.8487,593217.0
2020-08-19,52.3922,52.8278,50.9928,51.3997,593879.0
2020-08-20,50.8241,51.5089,50.3179,50.8638,217991.0
2020-08-21,50.6653,50.9035,50.0289,50.5164,227163.0
2020-08-22,50.6653,50.9035,50.0289,50.5164,227163.0
2020-08-23,50.6653,50.9035,50.0289,50.5164,227163.0
2020-08-24,51.2608,51.2955,50.1989,50.9333,236374.0
2020-08-25,50.9829,51.5188,50.8043,51.0127,183738.0
2020-08-26,51.0027,51.7868,50.7447,51.6776,198780.0
2020-08-27,51.6975,51.8116,50.4271,50.7745,331519.0
2020-08-28,51.3203,52.0945,50.9581,51.9257,262557.0
2020-08-29,51.3203,52.0945,50.9581,51.9257,262557.0
2020-08-30,51.3203,52.0945,50.9581,51.9257,262557.0
2020-08-31,51.5982,51.8166,51.1218,51.2409,394759.0
2020-09-01,51.3898,52.4617,51.1417,51.9555,560292.0
2020-09-02,52.1342,53.0968,51.6975,52.4319,327955.0
2020-09-03,52.0739,52.0739,47.4701,48.5241,489781.0
2020-09-04,48.4346,48.4843,45.6604,46.963,401727.0
2020-09-05,48.4346,48.4843,45.6604,46.963,401727.0
2020-09-06,48.4346,48.4843,45.6604,46.963,401727.0
2020-09-07,48.4346,48.4843,45.6604,46.963,401727.0
2020-09-08,44.9942,45.4267,44.0496,44.1291,427149.0
2020-09-09,44.7456,45.382,43.8954,44.7158,361122.0
2020-09-10,45.0539,46.4857,43.2541,43.3436,426213.0
2020-09-11,43.7115,44.0794,42.4089,42.5282,395064.0
2020-09-12,43.7115,44.0794,42.4089,42.5282,395064.0
2020-09-13,43.7115,44.0794,42.4089,42.5282,395064.0
2020-09-14,42.8862,44.7357,42.8862,44.1788,337652.0
2020-09-15,44.7456,45.3174,44.1589,44.4374,437993.0
2020-09-16,44.7456,47.0972,44.6064,46.088,595499.0
2020-09-17,44.8848,45.7201,44.2584,45.3919,501256.0
2020-09-18,46.0681,46.0681,44.2584,45.2527,1726093.0
2020-09-19,46.0681,46.0681,44.2584,45.2527,1726093.0
2020-09-20,46.0681,46.0681,44.2584,45.2527,1726093.0
2020-09-21,45.7499,45.9885,44.0595,45.0737,446958.0
2020-09-22,45.2925,45.6499,44.4274,45.5809,304707.0
2020-09-23,45.6703,46.1675,44.1641,44.497,433684.0
2020-09-24,44.0794,45.024,42.8961,44.0297,268737.0
2020-09-25,43.9601,44.8053,43.1397,44.6859,298734.0
2020-09-26,43.9601,44.8053,43.1397,44.6859,298734.0
2020-09-27,43.9601,44.8053,43.1397,44.6859,298734.0
2020-09-28,45.74,46.1576,45.2279,45.9985,359096.0
2020-09-29,46.1079,47.5099,46.1079,46.784,348167.0
2020-09-30,46.7045,47.0227,45.74,45.9985,454250.0
2020-10-01,46.6945,48.196,46.3366,48.1264,401785.0
2020-10-02,46.5752,47.6193,46.5752,46.8735,312101.0
2020-10-03,46.5752,47.6193,46.5752,46.8735,312101.0
2020-10-04,46.5752,47.6193,46.5752,46.8735,312101.0
2020-10-05,47.321,48.9507,47.321,48.9417,258947.0
2020-10-06,48.9417,51.3033,48.8423,49.608,484495.0
2020-10-07,50.1449,50.7614,49.7372,50.4532,385614.0
2020-10-08,51.1094,51.3481,50.4929,51.01,410885.0
2020-10-09,51.6961,52.4816,51.5569,52.2529,313695.0
2020-10-10,51.6961,52.4816,51.5569,52.2529,313695.0
2020-10-11,51.6961,52.4816,51.5569,52.2529,313695.0
2020-10-12,53.0385,53.0782,51.9049,52.5214,303754.0
2020-10-13,52.2828,52.8794,51.7657,52.1435,354464.0
2020-10-14,52.5711,52.6208,50.7813,50.9503,325014.0
2020-10-15,50.0554,50.7912,49.3594,50.6321,264410.0
2020-10-16,50.6918,50.6918,49.4588,49.7273,284742.0
2020-10-17,50.6918,50.6918,49.4588,49.7273,284742.0
2020-10-18,50.6918,50.6918,49.4588,49.7273,284742.0
2020-10-19,49.8963,50.5625,48.9815,49.1506,291643.0
2020-10-20,49.6975,49.7173,48.6335,48.902,299182.0
2020-10-21,49.081,49.5384,47.9275,48.0071,235611.0
2020-10-22,48.2159,49.2401,47.3508,49.0014,362636.0
2020-10-23,49.071,49.5433,47.8082,48.4048,249684.0
2020-10-24,49.071,49.5433,47.8082,48.4048,249684.0
2020-10-25,49.071,49.5433,47.8082,48.4048,249684.0
2020-10-26,47.8281,48.2276,46.078,46.9531,346156.0
2020-10-27,47.2016,47.9268,47.0326,47.4999,311069.0
2020-10-28,46.4658,47.3309,46.3714,46.6349,316400.0
2020-10-29,46.6448,48.6434,46.4559,48.0966,477593.0
2020-10-30,47.5198,47.9971,45.9587,46.436,417912.0
2020-10-31,47.5198,47.9971,45.9587,46.436,417912.0
2020-11-01,47.5198,47.9971,45.9587,46.436,417912.0
2020-11-02,46.9332,48.5937,46.9332,48.5937,259088.0
2020-11-03,49.25,51.4873,48.8622,51.3083,437501.0
2020-11-04,51.6762,53.6649,50.8409,53.5058,377353.0
2020-11-05,54.3212,56.7275,54.2118,56.6479,356310.0
2020-11-06,56.6877,57.4931,54.8382,57.1252,360610.0
2020-11-07,56.6877,57.4931,54.8382,57.1252,360610.0
2020-11-08,56.6877,57.4931,54.8382,57.1252,360610.0
2020-11-09,59.1338,61.1822,58.6665,60.3668,653107.0
2020-11-10,61.908,63.7873,58.3682,59.094,867650.0
2020-11-11,66.6113,71.8773,63.8868,66.2235,1852336.0
2020-11-12,66.9991,67.009,63.9564,64.722,639472.0
2020-11-13,65.7959,68.1923,65.1198,68.1028,417193.0
2020-11-14,65.7959,68.1923,65.1198,68.1028,417193.0
2020-11-15,65.7959,68.1923,65.1198,68.1028,417193.0
2020-11-16,68.4111,70.1014,67.7747,69.8628,787392.0
2020-11-17,69.5546,70.8671,67.6355,70.35,639636.0
2020-11-18,70.1313,70.6782,67.6554,67.8841,930695.0
2020-11-19,67.1482,68.749,66.8335,68.242,488943.0
2020-11-20,67.725,68.8486,66.7406,66.8002,560729.0
2020-11-21,67.725,68.8486,66.7406,66.8002,560729.0
2020-11-22,67.725,68.8486,66.7406,66.8002,560729.0
2020-11-23,67.198,68.2917,66.6411,68.1625,441664.0
2020-11-24,69.1767,69.654,67.6653,69.306,447170.0
2020-11-25,69.5247,70.4296,68.4409,70.002,670259.0
2020-11-26,69.5247,70.4296,68.4409,70.002,670259.0
2020-11-27,70.36,72.9552,69.6242,72.6171,330130.0
2020-11-28,70.36,72.9552,69.6242,72.6171,330130.0
2020-11-29,70.36,72.9552,69.6242,72.6171,330130.0
2020-11-30,72.3387,73.0049,70.9765,72.5774,577089.0
2020-12-01,73.9993,73.9993,72.2197,72.995,1269129.0
2020-12-02,72.9851,73.1151,71.1654,71.2648,468522.0
2020-12-03,71.7926,73.8637,71.6731,71.693,688356.0
2020-12-04,73.4056,75.1084,70.0301,74.8694,521079.0
2020-12-05,73.4056,75.1084,70.0301,74.8694,521079.0
2020-12-06,73.4056,75.1084,70.0301,74.8694,521079.0
2020-12-07,75.2179,75.4469,73.3061,74.8196,388461.0
2020-12-08,74.72,75.6062,73.9035,74.8992,542803.0
2020-12-09,74.491,75.0586,70.6176,70.8466,624463.0
2020-12-10,70.2591,72.9078,69.1041,72.4995,403908.0
2020-12-11,71.5834,72.1411,69.8807,71.1652,394551.0
2020-12-12,71.5834,72.1411,69.8807,71.1652,394551.0
2020-12-13,71.5834,72.1411,69.8807,71.1652,394551.0
2020-12-14,72.3203,77.108,72.3203,74.7499,770235.0
2020-12-15,75.1781,75.7528,73.4156,74.5607,417761.0
2020-12-16,74.2421,74.5939,71.3943,72.7783,526656.0
2020-12-17,72.9874,74.6802,72.6388,74.4512,382620.0
2020-12-18,74.9689,75.666,72.0415,72.7335,1166904.0
2020-12-19,74.9689,75.666,72.0415,72.7335,1166904.0
2020-12-20,74.9689,75.666,72.0415,72.7335,1166904.0
2020-12-21,71.9618,74.8146,71.6432,74.1724,440550.0
2020-12-22,74.3715,75.5863,73.6745,74.2321,252840.0
2020-12-23,74.6304,75.4369,72.8879,72.9078,180421.0
2020-12-24,72.7883,74.9391,72.7883,74.2421,125653.0
2020-12-25,72.7883,74.9391,72.7883,74.2421,125653.0
2020-12-26,72.7883,74.9391,72.7883,74.2421,125653.0
2020-12-27,72.7883,74.9391,72.7883,74.2421,125653.0
2020-12-28,74.9391,76.0742,74.023,74.1325,405579.0
2020-12-29,74.8694,74.8694,71.0408,71.5536,248257.0
2020-12-30,72.0514,74.8395,71.7627,73.4056,294017.0
2020-12-31,68.2776,69.7412,65.5692,67.5607,2452333.0
2021-01-01,68.2776,69.7412,65.5692,67.5607,2452333.0
2021-01-02,68.2776,69.7412,65.5692,67.5607,2452333.0
2021-01-03,68.2776,69.7412,65.5692,67.5607,2452333.0
2021-01-04,68.7058,70.1994,65.0912,66.0372,1459288.0
2021-01-05,65.9476,67.7997,65.2605,67.1624,924860.0
2021-01-06,67.0628,68.8452,65.9277,67.1773,14554787.0
2021-01-07,68.1482,70.9362,67.7698,69.5422,1497334.0
2021-01-08,70.3587,70.9362,66.3459,67.9391,836682.0
2021-01-09,70.3587,70.9362,66.3459,67.9391,836682.0
2021-01-10,70.3587,70.9362,66.3459,67.9391,836682.0
2021-01-11,66.8338,72.1311,66.8338,72.0913,812093.0
2021-01-12,72.5194,74.4512,72.0763,74.3317,522661.0
2021-01-13,74.959,75.3473,73.7044,73.9633,423701.0
2021-01-14,75.6261,80.555,74.9192,79.3502,788806.0
2021-01-15,78.4242,80.2862,76.9305,77.3985,568056.0
2021-01-16,78.4242,80.2862,76.9305,77.3985,568056.0
2021-01-17,78.4242,80.2862,76.9305,77.3985,568056.0
2021-01-18,78.4242,80.2862,76.9305,77.3985,568056.0
2021-01-19,77.1845,81.6205,77.1845,81.5508,597156.0
2021-01-20,82.9348,84.4284,81.969,83.7215,830852.0
2021-01-21,84.6774,85.2792,82.676,83.7812,809603.0
2021-01-22,82.9149,84.4185,82.3324,84.06,456061.0
2021-01-23,82.9149,84.4185,82.3324,84.06,456061.0
2021-01-24,82.9149,84.4185,82.3324,84.06,456061.0
2021-01-25,85.3246,85.6831,80.4206,81.1027,567530.0
2021-01-26,82.5067,82.5067,75.9846,76.6717,568700.0
2021-01-27,74.6802,77.4284,72.9078,74.9391,722327.0
2021-01-28,77.06,78.6532,75.3971,77.6973,576689.0
2021-01-29,77.1397,77.5778,74.0728,75.4369,498876.0
2021-01-30,77.1397,77.5778,74.0728,75.4369,498876.0
2021-01-31,77.1397,77.5778,74.0728,75.4369,498876.0
2021-02-01,76.1937,80.1269,76.1937,79.4995,542161.0
2021-02-02,81.0529,84.9661,78.3246,84.1994,997616.0
2021-02-03,83.4924,84.1397,76.2435,77.2492,1398626.0
2021-02-04,77.9163,80.4853,77.1795,79.7584,728093.0
2021-02-05,80.6546,80.9533,78.2648,79.2506,459701.0
2021-02-06,80.6546,80.9533,78.2648,79.2506,459701.0
2021-02-07,80.6546,80.9533,78.2648,79.2506,459701.0
2021-02-08,79.619,83.9206,79.619,83.6418,525602.0
2021-02-09,83.6617,84.0102,82.1283,82.6461,501526.0
2021-02-10,85.2649,86.6191,83.3431,84.9263,390941.0
2021-02-11,86.4896,89.4071,86.1112,87.8936,643356.0
2021-02-12,87.8239,91.3886,87.0572,90.5423,372436.0
2021-02-13,87.8239,91.3886,87.0572,90.5423,372436.0
2021-02-14,87.8239,91.3886,87.0572,90.5423,372436.0
2021-02-15,87.8239,91.3886,87.0572,90.5423,372436.0
2021-02-16,91.0003,91.3886,87.9932,88.3417,594054.0
2021-02-17,88.511,88.511,82.5565,85.454,666727.0
2021-02-18,84.1198,84.517,81.4412,82.6361,476938.0
2021-02-19,84.1994,87.5252,83.8609,86.0216,479793.0
2021-02-20,84.1994,87.5252,83.8609,86.0216,479793.0
2021-02-21,84.1994,87.5252,83.8609,86.0216,479793.0
2021-02-22,84.8267,85.3943,80.1518,80.804,484120.0
2021-02-23,78.6133,81.8794,71.9321,80.8338,893112.0
2021-02-24,79.9476,87.1269,79.2506,86.9476,603731.0
2021-02-25,86.161,87.2022,79.4,79.5294,688259.0
2021-02-26,80.9334,85.23,78.6731,82.8054,635112.0
2021-02-27,80.9334,85.23,78.6731,82.8054,635112.0
2021-02-28,80.9334,85.23,78.6731,82.8054,635112.0
2021-03-01,85.5138,89.0287,84.8566,88.9889,562476.0
2021-03-02,88.7898,88.7898,82.895,82.9348,541250.0
2021-03-03,83.4227,84.9114,81.0131,81.5906,873030.0
2021-03-04,80.9027,81.4551,75.2101,76.2668,800612.0
2021-03-05,78.6296,78.9287,72.0398,77.5629,814489.0
2021-03-06,78.6296,78.9287,72.0398,77.5629,814489.0
2021-03-07,78.6296,78.9287,72.0398,77.5629,814489.0
2021-03-08,77.7722,79.0284,72.9769,74.253,586766.0
2021-03-09,75.5989,82.2585,75.1303,81.2715,723397.0
2021-03-10,83.1757,84.4418,79.6266,79.8758,426114.0
2021-03-11,83.3751,86.1566,82.1987,85.5684,461542.0
2021-03-12,83.6243,84.3172,82.3683,83.8337,302710.0
2021-03-13,83.6243,84.3172,82.3683,83.8337,302710.0
2021-03-14,83.6243,84.3172,82.3683,83.8337,302710.0
2021-03-15,84.8406,88.3798,83.6842,88.1704,453124.0
2021-03-16,89.307,89.5861,85.5784,86.8345,357697.0
2021-03-17,84.731,89.7307,83.2626,89.0278,447313.0
2021-03-18,87.3529,88.31,82.9763,83.3851,451547.0
2021-03-19,83.086,87.3528,82.3283,85.5784,1389869.0
2021-03-20,83.086,87.3528,82.3283,85.5784,1389869.0
2021-03-21,83.086,87.3528,82.3283,85.5784,1389869.0
2021-03-22,87.7318,90.8223,85.1098,88.1605,1325365.0
2021-03-23,87.9013,88.1007,76.5609,78.2109,1236919.0
2021-03-24,80.6335,81.4709,74.4624,74.5122,901614.0
2021-03-25,72.9171,77.3037,69.9561,76.875,1214391.0
2021-03-26,78.8689,83.2953,78.8589,81.7102,829705.0
2021-03-27,78.8689,83.2953,78.8589,81.7102,829705.0
2021-03-28,78.8689,83.2953,78.8589,81.7102,829705.0
2021-03-29,80.7531,81.7102,77.4881,77.9866,617757.0
2021-03-30,77.9816,80.4341,76.9647,79.2378,549044.0
2021-03-31,79.9256,82.747,78.8589,81.4011,920617.0
2021-04-01,83.3053,90.4236,83.1657,90.3637,806701.0
2021-04-02,83.3053,90.4236,83.1657,90.3637,806701.0
2021-04-03,83.3053,90.4236,83.1657,90.3637,806701.0
2021-04-04,83.3053,90.4236,83.1657,90.3637,806701.0
2021-04-05,93.1353,101.1208,92.9558,98.0602,1668801.0
2021-04-06,98.6683,101.3227,96.7243,99.2167,958625.0
2021-04-07,98.768,99.8746,95.7074,96.3853,672354.0
2021-04-08,97.5418,98.1898,95.5291,98.0602,623854.0
2021-04-09,96.8838,97.133,94.3216,95.4083,519916.0
2021-04-10,96.8838,97.133,94.3216,95.4083,519916.0
2021-04-11,96.8838,97.133,94.3216,95.4083,519916.0
2021-04-12,94.0923,95.3684,91.1314,95.1092,669414.0
2021-04-13,95.7373,98.5986,94.2819,96.4451,594571.0
2021-04-14,95.4681,97.3623,94.7005,96.0065,596756.0
2021-04-15,98.4989,100.8317,97.0034,99.4958,794323.0
2021-04-16,99.8049,102.7758,97.4845,102.0181,1065709.0
2021-04-17,99.8049,102.7758,97.4845,102.0181,1065709.0
2021-04-18,99.8049,102.7758,97.4845,102.0181,1065709.0
2021-04-19,100.089,104.0818,95.0495,97.6714,1078971.0
2021-04-20,97.0333,97.7661,91.6697,93.3745,754025.0
2021-04-21,93.3745,97.3324,92.9458,97.0932,752267.0
2021-04-22,97.0832,100.2734,95.2289,98.798,725661.0
2021-04-23,99.9145,103.0848,99.75,102.4269,743281.0
2021-04-24,99.9145,103.0848,99.75,102.4269,743281.0
2021-04-25,99.9145,103.0848,99.75,102.4269,743281.0
2021-04-26,104.022,107.0228,103.1845,106.3947,678869.0
2021-04-27,107.3917,108.3886,103.5335,105.1784,680021.0
2021-04-28,105.1884,107.8104,104.4746,107.1424,781167.0
2021-04-29,107.5811,107.601,100.8418,102.7858,755623.0
2021-04-30,100.8816,104.8096,99.5158,101.0212,895122.0
2021-05-01,100.8816,104.8096,99.5158,101.0212,895122.0
2021-05-02,100.8816,104.8096,99.5158,101.0212,895122.0
2021-05-03,103.5235,103.673,95.7573,97.6614,660208.0
2021-05-04,95.2588,95.7622,90.4839,92.228,1119882.0
2021-05-05,94.5111,95.4283,91.2696,94.4114,615409.0
2021-05-06,93.2649,94.4811,91.3853,94.3515,643763.0
2021-05-07,96.7243,100.3033,95.0594,98.8677,1038280.0
2021-05-08,96.7243,100.3033,95.0594,98.8677,1038280.0
2021-05-09,96.7243,100.3033,95.0594,98.8677,1038280.0
2021-05-10,97.6116,97.7012,88.629,89.1674,1357412.0
2021-05-11,92.4573,95.4582,88.1804,91.6897,1611407.0
2021-05-12,89.626,90.7725,85.8575,86.3261,1239615.0
2021-05-13,88.5293,90.4584,87.667,89.307,1213851.0
2021-05-14,90.4535,92.9758,89.4067,91.8293,780191.0
2021-05-15,90.4535,92.9758,89.4067,91.8293,780191.0
2021-05-16,90.4535,92.9758,89.4067,91.8293,780191.0
2021-05-17,89.636,90.6429,87.2433,90.5133,786546.0
2021-05-18,91.5501,93.0455,89.5761,91.1613,1176985.0
2021-05-19,88.0109,93.6437,87.8414,93.4244,527823.0
2021-05-20,93.8132,96.814,92.7365,95.8968,680344.0
2021-05-21,96.5149,96.5946,93.7085,94.7204,739927.0
2021-05-22,96.5149,96.5946,93.7085,94.7204,739927.0
2021-05-23,96.5149,96.5946,93.7085,94.7204,739927.0
2021-05-24,95.9267,97.7711,95.174,97.3723,523639.0
2021-05-25,96.7741,98.8478,95.6476,95.7872,627997.0
2021-05-26,96.0563,98.1001,95.9616,97.7113,501009.0
