,ALLY US Equity,ALLY US Equity,ALLY US Equity,ALLY US Equity,ALLY US Equity
2019-02-24,23.0589,23.1185,22.8971,22.9482,2261518.0
2019-02-25,23.0163,23.0929,22.4884,22.5139,4735449.0
2019-02-26,22.7012,22.9567,22.6331,22.7523,5020729.0
2019-02-27,22.7268,22.8162,22.5991,22.6757,2555427.0
2019-02-28,22.6927,23.0674,22.6161,23.0674,4178062.0
2019-03-01,23.2036,23.3484,22.9056,23.0163,2713030.0
2019-03-02,23.2036,23.3484,22.9056,23.0163,2713030.0
2019-03-03,23.2036,23.3484,22.9056,23.0163,2713030.0
2019-03-04,22.9822,23.1951,22.7055,22.9397,2335835.0
2019-03-05,22.863,22.9397,22.6416,22.7353,2839098.0
2019-03-06,22.6927,22.9056,22.5395,22.5395,1586208.0
2019-03-07,22.5139,22.5139,22.1563,22.2499,3255348.0
2019-03-08,22.02,22.2755,21.9689,22.0967,2989168.0
2019-03-09,22.02,22.2755,21.9689,22.0967,2989168.0
2019-03-10,22.02,22.2755,21.9689,22.0967,2989168.0
2019-03-11,22.2414,22.582,22.2414,22.5054,2601647.0
2019-03-12,22.5309,22.7098,22.5054,22.6161,2815452.0
2019-03-13,22.7523,22.9567,22.7012,22.863,2287786.0
2019-03-14,22.8034,22.9013,22.7183,22.7608,1912563.0
2019-03-15,22.7268,23.1185,22.7268,22.9993,3512847.0
2019-03-16,22.7268,23.1185,22.7268,22.9993,3512847.0
2019-03-17,22.7268,23.1185,22.7268,22.9993,3512847.0
2019-03-18,23.0844,23.4676,23.0248,23.2632,2427071.0
2019-03-19,23.3399,23.3399,22.8375,22.8715,2588479.0
2019-03-20,22.846,22.846,22.5054,22.565,2926789.0
2019-03-21,22.3862,22.6927,22.1478,22.6331,2793257.0
2019-03-22,22.4799,22.6076,21.9775,22.1989,5499195.0
2019-03-23,22.4799,22.6076,21.9775,22.1989,5499195.0
2019-03-24,22.4799,22.6076,21.9775,22.1989,5499195.0
2019-03-25,22.2159,22.4458,22.0541,22.2414,3755546.0
2019-03-26,22.4458,22.6416,22.2883,22.6076,3649076.0
2019-03-27,22.6331,23.0461,22.6331,22.9397,4187824.0
2019-03-28,22.9908,23.2462,22.9737,23.2292,2758901.0
2019-03-29,23.4165,23.4804,23.2718,23.408,3161835.0
2019-03-30,23.4165,23.4804,23.2718,23.408,3161835.0
2019-03-31,23.4165,23.4804,23.2718,23.408,3161835.0
2019-04-01,23.5868,24.1403,23.5868,24.1147,4964441.0
2019-04-02,24.4383,24.451,24.1403,24.2851,3543681.0
2019-04-03,24.3276,24.5746,24.3276,24.4809,4800076.0
2019-04-04,24.4724,24.549,24.3021,24.515,3209893.0
2019-04-05,24.549,24.6682,24.4639,24.566,2311633.0
2019-04-06,24.549,24.6682,24.4639,24.566,2311633.0
2019-04-07,24.549,24.6682,24.4639,24.566,2311633.0
2019-04-08,24.4468,24.6853,24.3957,24.6767,2409829.0
2019-04-09,24.6597,24.6597,24.3702,24.4468,2024403.0
2019-04-10,24.515,24.8641,24.515,24.83,2722475.0
2019-04-11,24.9067,24.9237,24.6257,24.6767,2999948.0
2019-04-12,24.9748,25.1621,24.6469,25.128,5779561.0
2019-04-13,24.9748,25.1621,24.6469,25.128,5779561.0
2019-04-14,24.9748,25.1621,24.6469,25.128,5779561.0
2019-04-15,25.1451,25.2558,24.9152,25.0855,2659160.0
2019-04-16,25.1621,25.1621,24.8002,24.9237,4872598.0
2019-04-17,25.0429,25.3069,24.9918,25.2643,4297450.0
2019-04-18,25.6134,25.7156,25.111,25.3154,3308003.0
2019-04-19,25.6134,25.7156,25.111,25.3154,3308003.0
2019-04-20,25.6134,25.7156,25.111,25.3154,3308003.0
2019-04-21,25.6134,25.7156,25.111,25.3154,3308003.0
2019-04-22,25.392,25.5708,25.2387,25.5027,4231735.0
2019-04-23,25.5027,25.5368,25.3069,25.3409,4344468.0
2019-04-24,25.3835,25.5538,25.3494,25.4686,2420890.0
2019-04-25,25.3665,25.6475,25.3069,25.358,3669874.0
2019-04-26,25.375,25.656,25.375,25.6475,4069470.0
2019-04-27,25.375,25.656,25.375,25.6475,4069470.0
2019-04-28,25.375,25.656,25.375,25.6475,4069470.0
2019-04-29,25.6304,25.7752,25.4729,25.5283,3580718.0
2019-04-30,25.4683,25.6439,25.2328,25.4426,5032276.0
2019-05-01,25.5197,25.6738,25.4597,25.4597,3023782.0
2019-05-02,25.4426,25.631,25.3398,25.3912,3241270.0
2019-05-03,25.4084,25.6738,25.3784,25.6139,3323833.0
2019-05-04,25.4084,25.6738,25.3784,25.6139,3323833.0
2019-05-05,25.4084,25.6738,25.3784,25.6139,3323833.0
2019-05-06,25.2285,25.6096,25.0658,25.5368,3601495.0
2019-05-07,25.357,25.5882,25.22,25.2885,3941614.0
2019-05-08,25.2371,25.4084,25.0658,25.0915,3843592.0
2019-05-09,24.8346,25.1686,24.6804,25.1686,2682303.0
2019-05-10,25.0316,25.6952,24.9973,25.6053,2747134.0
2019-05-11,25.0316,25.6952,24.9973,25.6053,2747134.0
2019-05-12,25.0316,25.6952,24.9973,25.6053,2747134.0
2019-05-13,25.1514,25.1514,24.5777,24.6119,3244752.0
2019-05-14,24.8089,25.3013,24.749,25.1343,2084398.0
2019-05-15,24.9545,25.0658,24.749,24.963,1746977.0
2019-05-16,24.9887,25.4683,24.963,25.4426,2696577.0
2019-05-17,25.1686,25.4683,25.0915,25.1857,1744955.0
2019-05-18,25.1686,25.4683,25.0915,25.1857,1744955.0
2019-05-19,25.1686,25.4683,25.0915,25.1857,1744955.0
2019-05-20,25.0915,25.4126,25.0572,25.3484,1832573.0
2019-05-21,25.5111,25.5882,25.297,25.4854,3262134.0
2019-05-22,25.3227,25.6267,25.2885,25.5197,3082117.0
2019-05-23,25.297,25.3227,24.7061,24.8432,5544063.0
2019-05-24,25.0059,25.2285,24.9545,25.2028,3006780.0
2019-05-25,25.0059,25.2285,24.9545,25.2028,3006780.0
2019-05-26,25.0059,25.2285,24.9545,25.2028,3006780.0
2019-05-27,25.0059,25.2285,24.9545,25.2028,3006780.0
2019-05-28,25.2028,25.5026,25.0487,25.1001,3392462.0
2019-05-29,24.9802,25.0958,24.689,25.0316,2038106.0
2019-05-30,25.1343,25.2713,24.826,24.9973,2032853.0
2019-05-31,24.7661,24.876,24.6248,24.7233,3169321.0
2019-06-01,24.7661,24.876,24.6248,24.7233,3169321.0
2019-06-02,24.7661,24.876,24.6248,24.7233,3169321.0
2019-06-03,24.6633,24.9887,24.5349,24.749,2979002.0
2019-06-04,25.1514,25.5882,24.9716,25.5539,4059287.0
2019-06-05,25.6053,25.6738,25.3912,25.5539,2647811.0
2019-06-06,25.631,25.6738,25.4084,25.5454,2160142.0
2019-06-07,25.5796,25.6567,25.3827,25.5625,2908832.0
2019-06-08,25.5796,25.6567,25.3827,25.5625,2908832.0
2019-06-09,25.5796,25.6567,25.3827,25.5625,2908832.0
2019-06-10,25.691,25.7852,25.3527,25.3741,3145881.0
2019-06-11,25.5197,25.661,25.3398,25.4597,2297761.0
2019-06-12,25.3998,25.3998,25.0572,25.1086,1868021.0
2019-06-13,25.2371,25.3827,25.1215,25.2114,2110313.0
2019-06-14,25.1686,25.1686,24.8217,25.0144,3373271.0
2019-06-15,25.1686,25.1686,24.8217,25.0144,3373271.0
2019-06-16,25.1686,25.1686,24.8217,25.0144,3373271.0
2019-06-17,25.0744,25.2628,25.0144,25.1686,2776942.0
2019-06-18,25.22,25.5454,25.1771,25.5454,2597160.0
2019-06-19,25.5968,25.631,25.3741,25.4769,2610062.0
2019-06-20,25.691,25.7338,25.4096,25.6824,2779541.0
2019-06-21,25.6653,25.7809,25.5625,25.6053,3834623.0
2019-06-22,25.6653,25.7809,25.5625,25.6053,3834623.0
2019-06-23,25.6653,25.7809,25.5625,25.6053,3834623.0
2019-06-24,25.6053,25.8023,25.3099,25.3398,2813612.0
2019-06-25,25.4169,25.7509,25.3484,25.5539,5542153.0
2019-06-26,25.6481,25.905,25.5539,25.7338,4212198.0
2019-06-27,25.8622,26.0806,25.7595,25.9821,5764970.0
2019-06-28,26.1363,26.5441,26.1191,26.5388,5815822.0
2019-06-29,26.1363,26.5441,26.1191,26.5388,5815822.0
2019-06-30,26.1363,26.5441,26.1191,26.5388,5815822.0
2019-07-01,26.8042,27.1468,26.6244,26.8556,3110089.0
2019-07-02,26.8642,26.9755,26.6758,26.7357,3340014.0
2019-07-03,26.8556,27.0911,26.8556,26.9498,2809771.0
2019-07-04,26.8556,27.0911,26.8556,26.9498,2809771.0
2019-07-05,26.9584,27.0611,26.5045,26.9841,4914990.0
2019-07-06,26.9584,27.0611,26.5045,26.9841,4914990.0
2019-07-07,26.9584,27.0611,26.5045,26.9841,4914990.0
2019-07-08,26.8813,26.9926,26.71,26.8042,3076870.0
2019-07-09,26.633,26.9327,26.5752,26.8899,3369860.0
2019-07-10,26.9755,26.9841,26.7614,26.8899,2770590.0
2019-07-11,27.0183,27.181,26.9156,27.1296,6472682.0
2019-07-12,27.2667,27.7034,27.2667,27.5921,3451699.0
2019-07-13,27.2667,27.7034,27.2667,27.5921,3451699.0
2019-07-14,27.2667,27.7034,27.2667,27.5921,3451699.0
2019-07-15,27.6435,27.6692,27.2067,27.4037,3496737.0
2019-07-16,27.4551,27.515,27.0868,27.1468,3319958.0
2019-07-17,27.104,27.2153,26.8556,26.9327,3274626.0
2019-07-18,27.2752,28.731,27.1643,28.6797,8793848.0
2019-07-19,28.8338,29.0479,28.3029,28.3029,4049106.0
2019-07-20,28.8338,29.0479,28.3029,28.3029,4049106.0
2019-07-21,28.8338,29.0479,28.3029,28.3029,4049106.0
2019-07-22,28.3885,28.6411,28.32,28.4313,4178235.0
2019-07-23,28.5598,28.9537,28.4913,28.8681,2885742.0
2019-07-24,28.791,29.3091,28.7396,29.1935,3685255.0
2019-07-25,29.1421,29.2021,28.7781,28.8852,4033854.0
2019-07-26,28.9794,29.0393,28.8681,28.8852,2145478.0
2019-07-27,28.9794,29.0393,28.8681,28.8852,2145478.0
2019-07-28,28.9794,29.0393,28.8681,28.8852,2145478.0
2019-07-29,28.9194,28.9794,28.6026,28.6197,2329419.0
2019-07-30,28.3971,28.9194,28.2258,28.9194,2631404.0
2019-07-31,28.9281,28.9883,28.2739,28.3256,3586192.0
2019-08-01,28.3084,28.5924,27.8608,27.9038,3431694.0
2019-08-02,27.8178,27.8436,27.3745,27.5854,3022056.0
2019-08-03,27.8178,27.8436,27.3745,27.5854,3022056.0
2019-08-04,27.8178,27.8436,27.3745,27.5854,3022056.0
2019-08-05,27.0517,27.155,26.1069,26.4751,5862758.0
2019-08-06,26.7075,27.1507,26.6128,27.0689,3000125.0
2019-08-07,26.5956,27.3272,26.4665,27.155,3649539.0
2019-08-08,27.3444,27.7618,27.1722,27.5854,2654612.0
2019-08-09,27.4735,27.6026,27.1981,27.4132,1775885.0
2019-08-10,27.4735,27.6026,27.1981,27.4132,1775885.0
2019-08-11,27.4735,27.6026,27.1981,27.4132,1775885.0
2019-08-12,27.112,27.2583,26.5439,26.7419,2576198.0
2019-08-13,26.6042,27.3099,26.5913,26.9657,2738473.0
2019-08-14,26.4148,26.5956,25.7435,25.8295,3979372.0
2019-08-15,25.9242,26.0964,25.6402,25.8898,4827735.0
2019-08-16,26.0791,26.531,26.0791,26.4751,4613208.0
2019-08-17,26.0791,26.531,26.0791,26.4751,4613208.0
2019-08-18,26.0791,26.531,26.0791,26.4751,4613208.0
2019-08-19,26.8107,27.0948,26.5353,26.6644,2563840.0
2019-08-20,26.6214,26.6816,26.4148,26.4406,2534019.0
2019-08-21,26.7161,26.8366,26.6214,26.7935,2350379.0
2019-08-22,26.9054,27.0001,26.6472,26.9054,2247924.0
2019-08-23,26.7247,26.9054,25.8209,25.907,3054787.0
2019-08-24,26.7247,26.9054,25.8209,25.907,3054787.0
2019-08-25,26.7247,26.9054,25.8209,25.907,3054787.0
2019-08-26,26.1824,26.346,26.1394,26.3287,3248914.0
2019-08-27,26.4923,26.6042,26.1394,26.2427,3964604.0
2019-08-28,26.0878,26.5095,26.0791,26.5009,2972421.0
2019-08-29,26.7763,27.2024,26.7462,27.0431,3266948.0
2019-08-30,27.1894,27.2583,26.8366,26.9829,2352181.0
2019-08-31,27.1894,27.2583,26.8366,26.9829,2352181.0
2019-09-01,27.1894,27.2583,26.8366,26.9829,2352181.0
2019-09-02,27.1894,27.2583,26.8366,26.9829,2352181.0
2019-09-03,26.8021,26.8796,26.29,26.5784,4023204.0
2019-09-04,26.8796,27.4304,26.8753,27.353,3018366.0
2019-09-05,27.6714,28.2825,27.6647,27.9985,3145472.0
2019-09-06,28.0588,28.1706,27.9813,28.0329,4132335.0
2019-09-07,28.0588,28.1706,27.9813,28.0329,4132335.0
2019-09-08,28.0588,28.1706,27.9813,28.0329,4132335.0
2019-09-09,28.8248,29.5133,28.7817,29.4359,11149866.0
2019-09-10,29.5133,30.0082,29.4531,29.8404,9588532.0
2019-09-11,30.2105,30.2191,29.4875,29.9351,4449061.0
2019-09-12,29.9953,30.4644,29.8318,30.1675,4288794.0
2019-09-13,30.3138,30.4859,29.9953,30.1072,3068591.0
2019-09-14,30.3138,30.4859,29.9953,30.1072,3068591.0
2019-09-15,30.3138,30.4859,29.9953,30.1072,3068591.0
2019-09-16,29.8662,30.0211,29.6769,29.9265,2725862.0
2019-09-17,29.8232,30.1373,29.5348,30.0556,3044204.0
2019-09-18,29.9953,30.1502,29.6855,30.0039,2625412.0
2019-09-19,29.9179,30.047,29.5994,29.6769,3309248.0
2019-09-20,29.651,29.6769,29.0055,29.0227,7323216.0
2019-09-21,29.651,29.6769,29.0055,29.0227,7323216.0
2019-09-22,29.651,29.6769,29.0055,29.0227,7323216.0
2019-09-23,28.8076,29.225,28.6785,29.0658,3402494.0
2019-09-24,29.2723,29.5521,28.8592,29.0399,4015971.0
2019-09-25,28.9367,29.3068,28.842,29.1604,2075462.0
2019-09-26,29.0572,29.1863,28.7903,28.8334,2017067.0
2019-09-27,29.0658,29.0916,28.6612,28.8764,2678206.0
2019-09-28,29.0658,29.0916,28.6612,28.8764,2678206.0
2019-09-29,29.0658,29.0916,28.6612,28.8764,2678206.0
2019-09-30,28.842,28.9625,28.5063,28.5407,3200730.0
2019-10-01,28.7731,29.0313,27.8091,27.9469,3564432.0
2019-10-02,27.6628,27.6628,26.7677,27.0689,6248392.0
2019-10-03,27.0173,27.1722,26.6128,27.1292,4174686.0
2019-10-04,27.1292,27.3874,26.9657,27.3702,3192470.0
2019-10-05,27.1292,27.3874,26.9657,27.3702,3192470.0
2019-10-06,27.1292,27.3874,26.9657,27.3702,3192470.0
2019-10-07,27.2325,27.3099,26.9485,27.0345,6077332.0
2019-10-08,26.6214,26.6558,25.9242,25.9242,5474874.0
2019-10-09,26.148,26.3201,25.963,26.2083,3802432.0
2019-10-10,26.2685,26.6386,26.2599,26.5784,4686749.0
2019-10-11,26.9571,27.3917,26.9485,26.9571,4456891.0
2019-10-12,26.9571,27.3917,26.9485,26.9571,4456891.0
2019-10-13,26.9571,27.3917,26.9485,26.9571,4456891.0
2019-10-14,26.8538,27.0603,26.7591,26.9743,2274515.0
2019-10-15,27.0517,27.8005,26.9915,27.5595,5942038.0
2019-10-16,27.5337,27.5337,26.0447,26.3632,10365658.0
2019-10-17,26.5009,26.7247,25.9931,26.2771,6968303.0
2019-10-18,26.1222,26.2771,25.9802,26.0705,3682866.0
2019-10-19,26.1222,26.2771,25.9802,26.0705,3682866.0
2019-10-20,26.1222,26.2771,25.9802,26.0705,3682866.0
2019-10-21,26.148,26.6128,26.148,26.4148,4699178.0
2019-10-22,26.4837,26.772,26.2943,26.5525,3314208.0
2019-10-23,26.389,26.5654,26.3417,26.5181,3361821.0
2019-10-24,26.5095,26.6644,26.1824,26.2857,3385177.0
2019-10-25,26.148,26.6773,26.148,26.5267,2122313.0
2019-10-26,26.148,26.6773,26.148,26.5267,2122313.0
2019-10-27,26.148,26.6773,26.148,26.5267,2122313.0
2019-10-28,26.6816,26.9743,26.673,26.9398,2600334.0
2019-10-29,26.8538,27.2024,26.7634,26.8538,2074225.0
2019-10-30,26.914,26.914,26.5009,26.8624,2306358.0
2019-10-31,26.7153,26.8364,26.3042,26.5076,2234060.0
2019-11-01,26.7412,27.1047,26.7412,27.0441,1761455.0
2019-11-02,26.7412,27.1047,26.7412,27.0441,1761455.0
2019-11-03,26.7412,27.1047,26.7412,27.0441,1761455.0
2019-11-04,27.2864,27.6239,27.2605,27.598,4612502.0
2019-11-05,27.6759,28.3336,27.6759,28.1432,5482969.0
2019-11-06,28.1172,28.1172,27.5374,27.6066,2902541.0
2019-11-07,27.7797,28.0999,27.4855,27.5201,4029375.0
2019-11-08,27.3384,27.4422,27.0182,27.3124,2231752.0
2019-11-09,27.3384,27.4422,27.0182,27.3124,2231752.0
2019-11-10,27.3384,27.4422,27.0182,27.3124,2231752.0
2019-11-11,27.0528,27.3643,27.0441,27.1826,1558926.0
2019-11-12,27.1739,27.3297,26.9316,26.9576,2873181.0
2019-11-13,26.6806,26.8018,26.5335,26.5508,2308141.0
2019-11-14,26.4816,26.8191,26.447,26.6893,2823372.0
2019-11-15,26.8624,27.0787,26.6114,26.7153,2706085.0
2019-11-16,26.8624,27.0787,26.6114,26.7153,2706085.0
2019-11-17,26.8624,27.0787,26.6114,26.7153,2706085.0
2019-11-18,26.646,26.698,26.183,26.5508,3251212.0
2019-11-19,26.5941,26.7845,26.4037,26.5941,3241445.0
2019-11-20,26.6201,26.8451,26.5249,26.6633,4123783.0
2019-11-21,26.7239,26.8278,26.5162,26.5681,3565618.0
2019-11-22,26.6893,27.9441,26.646,27.8922,10070731.0
2019-11-23,26.6893,27.9441,26.646,27.8922,10070731.0
2019-11-24,26.6893,27.9441,26.646,27.8922,10070731.0
2019-11-25,27.823,28.048,27.2864,27.9701,6293943.0
2019-11-26,27.849,28.0107,27.2735,27.4509,3825113.0
2019-11-27,27.4941,27.9095,27.4249,27.8663,3548462.0
2019-11-28,27.4941,27.9095,27.4249,27.8663,3548462.0
2019-11-29,27.7018,27.8749,27.5287,27.5547,1976372.0
2019-11-30,27.7018,27.8749,27.5287,27.5547,1976372.0
2019-12-01,27.7018,27.8749,27.5287,27.5547,1976372.0
2019-12-02,27.6845,27.7451,27.2085,27.2691,2432300.0
2019-12-03,26.9749,27.0441,26.3172,26.7931,3277580.0
2019-12-04,26.8883,27.1826,26.8278,26.8883,3264819.0
2019-12-05,26.9835,27.2172,26.871,26.9922,2138293.0
2019-12-06,27.373,27.585,27.3124,27.3989,2005711.0
2019-12-07,27.373,27.585,27.3124,27.3989,2005711.0
2019-12-08,27.373,27.585,27.3124,27.3989,2005711.0
2019-12-09,27.3989,27.5287,27.2951,27.347,1997727.0
2019-12-10,27.1739,27.3773,27.1393,27.1566,1725342.0
2019-12-11,27.1826,27.3384,27.122,27.2778,1813000.0
2019-12-12,27.1739,27.797,27.1739,27.6239,3038590.0
2019-12-13,27.6239,27.9078,27.2129,27.2259,2203811.0
2019-12-14,27.6239,27.9078,27.2129,27.2259,2203811.0
2019-12-15,27.6239,27.9078,27.2129,27.2259,2203811.0
2019-12-16,27.4509,27.6456,27.1047,27.1134,3849875.0
2019-12-17,27.2345,27.6542,27.148,27.4768,4421712.0
2019-12-18,27.5114,27.5677,27.096,27.122,3402895.0
2019-12-19,27.1653,27.4033,27.1047,27.1393,2813134.0
2019-12-20,27.321,27.4336,26.6201,26.6633,7989018.0
2019-12-21,27.321,27.4336,26.6201,26.6633,7989018.0
2019-12-22,27.321,27.4336,26.6201,26.6633,7989018.0
2019-12-23,26.698,26.8754,26.5984,26.6547,3678179.0
2019-12-24,26.8018,26.9143,26.5162,26.5595,1757874.0
2019-12-25,26.8018,26.9143,26.5162,26.5595,1757874.0
2019-12-26,26.5854,26.7412,26.3864,26.5854,3335489.0
2019-12-27,26.5768,26.6893,26.4556,26.4729,1776182.0
2019-12-28,26.5768,26.6893,26.4556,26.4729,1776182.0
2019-12-29,26.5768,26.6893,26.4556,26.4729,1776182.0
2019-12-30,26.5162,26.6114,26.2047,26.2739,2243112.0
2019-12-31,26.2047,26.5595,26.2047,26.447,1832527.0
2020-01-01,26.2047,26.5595,26.2047,26.447,1832527.0
2020-01-02,26.5681,26.646,26.3258,26.5854,3089399.0
2020-01-03,26.1787,26.4124,26.0662,26.2999,1929596.0
2020-01-04,26.1787,26.4124,26.0662,26.2999,1929596.0
2020-01-05,26.1787,26.4124,26.0662,26.2999,1929596.0
2020-01-06,26.1354,26.196,25.8412,25.9537,4640448.0
2020-01-07,25.7979,25.971,25.5643,25.72,4205434.0
2020-01-08,25.7806,26.4729,25.7806,26.2047,4044331.0
2020-01-09,26.3778,26.4729,25.9883,26.1614,4185282.0
2020-01-10,26.1095,26.2306,25.8455,25.9191,3042634.0
2020-01-11,26.1095,26.2306,25.8455,25.9191,3042634.0
2020-01-12,26.1095,26.2306,25.8455,25.9191,3042634.0
2020-01-13,25.9191,25.9797,25.7071,25.971,3307023.0
2020-01-14,25.8585,26.4297,25.7893,26.1787,3122193.0
2020-01-15,26.1787,26.3951,25.9364,26.2479,2698633.0
2020-01-16,26.421,26.6287,26.3604,26.6201,3909879.0
2020-01-17,26.7585,26.7585,26.3258,26.3518,4016150.0
2020-01-18,26.7585,26.7585,26.3258,26.3518,4016150.0
2020-01-19,26.7585,26.7585,26.3258,26.3518,4016150.0
2020-01-20,26.7585,26.7585,26.3258,26.3518,4016150.0
2020-01-21,26.1354,26.6893,26.0835,26.1874,9166304.0
2020-01-22,27.5374,28.0134,27.1047,27.9615,7545212.0
2020-01-23,27.9268,28.3249,27.5461,28.299,6539652.0
2020-01-24,28.2903,28.299,27.598,27.8143,4704701.0
2020-01-25,28.2903,28.299,27.598,27.8143,4704701.0
2020-01-26,28.2903,28.299,27.598,27.8143,4704701.0
2020-01-27,27.2085,27.3081,27.0311,27.1393,4133441.0
2020-01-28,27.4076,27.7754,27.2864,27.4768,3587719.0
2020-01-29,27.6326,28.1086,27.6066,27.9095,2757823.0
2020-01-30,27.6309,28.2882,27.5874,28.249,4338968.0
2020-01-31,28.0314,28.1402,27.7267,27.8834,3968518.0
2020-02-01,28.0314,28.1402,27.7267,27.8834,3968518.0
2020-02-02,28.0314,28.1402,27.7267,27.8834,3968518.0
2020-02-03,28.0053,28.3796,27.792,27.8312,3843714.0
2020-02-04,28.1707,28.2316,27.8512,28.014,4214877.0
2020-02-05,28.3883,28.6843,28.3448,28.6059,3279627.0
2020-02-06,28.7714,28.8149,28.3622,28.4057,3425440.0
2020-02-07,28.1881,28.4057,28.0096,28.3535,2663296.0
2020-02-08,28.1881,28.4057,28.0096,28.3535,2663296.0
2020-02-09,28.1881,28.4057,28.0096,28.3535,2663296.0
2020-02-10,28.2926,28.4667,28.1446,28.397,2709498.0
2020-02-11,28.5798,28.8258,28.5363,28.5624,2748823.0
2020-02-12,28.7975,29.0238,28.5624,28.6843,2538815.0
2020-02-13,28.6756,28.8236,28.5363,28.7801,2004955.0
2020-02-14,28.7975,28.8149,28.4797,28.5972,1768210.0
2020-02-15,28.7975,28.8149,28.4797,28.5972,1768210.0
2020-02-16,28.7975,28.8149,28.4797,28.5972,1768210.0
2020-02-17,28.7975,28.8149,28.4797,28.5972,1768210.0
2020-02-18,28.4667,28.5972,27.8051,27.8834,2830582.0
2020-02-19,24.6363,25.1064,24.4274,24.6624,18718451.0
2020-02-20,24.8104,25.6287,24.7059,25.5939,10961817.0
2020-02-21,25.4807,25.7636,24.7582,24.7843,7310895.0
2020-02-22,25.4807,25.7636,24.7582,24.7843,7310895.0
2020-02-23,25.4807,25.7636,24.7582,24.7843,7310895.0
2020-02-24,23.9137,24.3055,23.6352,23.8615,5906027.0
2020-02-25,23.8702,23.9747,22.6036,22.7298,7695931.0
2020-02-26,22.9387,23.2173,22.4599,22.6079,5544245.0
2020-02-27,22.0508,22.6515,21.2891,22.103,6693731.0
2020-02-28,21.2934,22.0551,21.2606,21.8244,8315062.0
2020-02-29,21.2934,22.0551,21.2606,21.8244,8315062.0
