,ALLY US Equity,ALLY US Equity,ALLY US Equity,ALLY US Equity,ALLY US Equity
2020-03-01,21.2934,22.0551,21.2606,21.8244,8315062.0
2020-03-02,21.955,22.3119,21.5328,22.3032,4887748.0
2020-03-03,22.2075,22.3294,21.3761,21.4414,5982792.0
2020-03-04,21.7548,22.6819,21.6329,22.4948,4237928.0
2020-03-05,21.6939,21.7809,21.3108,21.5285,4414458.0
2020-03-06,20.7885,21.6982,20.6927,21.1454,4964993.0
2020-03-07,20.7885,21.6982,20.6927,21.1454,4964993.0
2020-03-08,20.7885,21.6982,20.6927,21.1454,4964993.0
2020-03-09,19.6394,19.9267,17.9767,18.3336,5279867.0
2020-03-10,19.0735,19.6307,18.4206,19.5088,4733669.0
2020-03-11,18.9517,19.1432,17.7242,18.0376,6173713.0
2020-03-12,16.8362,17.4804,16.179,17.0452,6741839.0
2020-03-13,18.0028,18.3249,16.5054,17.907,6634010.0
2020-03-14,18.0028,18.3249,16.5054,17.907,6634010.0
2020-03-15,18.0028,18.3249,16.5054,17.907,6634010.0
2020-03-16,16.2095,16.4445,13.9809,14.007,5957181.0
2020-03-17,14.2943,15.0952,12.3791,13.9896,11934045.0
2020-03-18,13.2409,13.4063,8.8969,10.7425,13180195.0
2020-03-19,10.5422,12.131,9.7938,11.2126,15077929.0
2020-03-20,11.5085,12.0222,10.1505,10.1853,12214913.0
2020-03-21,11.5085,12.0222,10.1505,10.1853,12214913.0
2020-03-22,11.5085,12.0222,10.1505,10.1853,12214913.0
2020-03-23,10.107,10.7425,9.2364,10.5597,11290365.0
2020-03-24,11.5172,12.4487,11.2723,12.4226,11849559.0
2020-03-25,13.6675,14.7774,13.0929,14.2507,11939837.0
2020-03-26,14.7469,16.1398,14.4074,14.9472,11147987.0
2020-03-27,14.0505,14.2315,13.4411,13.7284,5505188.0
2020-03-28,14.0505,14.2315,13.4411,13.7284,5505188.0
2020-03-29,14.0505,14.2315,13.4411,13.7284,5505188.0
2020-03-30,13.6936,13.8155,13.0581,13.3367,5915643.0
2020-03-31,13.2757,13.4934,12.4226,12.5619,8572436.0
2020-04-01,11.6478,11.8829,10.9906,11.2561,6813787.0
2020-04-02,11.0994,11.6826,10.9688,11.2735,4252221.0
2020-04-03,11.2474,11.2735,10.3638,10.4291,6338920.0
2020-04-04,11.2474,11.2735,10.3638,10.4291,6338920.0
2020-04-05,11.2474,11.2735,10.3638,10.4291,6338920.0
2020-04-06,11.4737,12.1832,11.02,12.0483,9312272.0
2020-04-07,13.0581,13.9025,12.4531,12.5271,9588614.0
2020-04-08,12.9536,13.624,12.6577,13.2496,5710199.0
2020-04-09,14.1985,15.3346,14.0592,14.6512,10543420.0
2020-04-10,14.1985,15.3346,14.0592,14.6512,10543420.0
2020-04-11,14.1985,15.3346,14.0592,14.6512,10543420.0
2020-04-12,14.1985,15.3346,14.0592,14.6512,10543420.0
2020-04-13,14.7992,15.0862,13.4063,13.711,4976098.0
2020-04-14,14.0157,14.1463,12.9101,13.1974,8211563.0
2020-04-15,12.2224,12.6141,11.9525,12.3268,6934914.0
2020-04-16,12.3268,12.3878,11.6826,11.8045,8272198.0
2020-04-17,12.6054,13.4324,12.5445,13.3802,8546789.0
2020-04-18,12.6054,13.4324,12.5445,13.3802,8546789.0
2020-04-19,12.6054,13.4324,12.5445,13.3802,8546789.0
2020-04-20,12.588,13.8677,12.0135,13.1016,11209793.0
2020-04-21,12.4748,13.0321,12.2267,12.3443,7401109.0
2020-04-22,12.8144,12.8405,11.9351,12.205,8193853.0
2020-04-23,12.2311,12.6794,12.1527,12.4487,7280827.0
2020-04-24,12.6315,12.7621,12.1005,12.4487,6416985.0
2020-04-25,12.6315,12.7621,12.1005,12.4487,6416985.0
2020-04-26,12.6315,12.7621,12.1005,12.4487,6416985.0
2020-04-27,12.5271,13.328,12.3617,13.2322,7174117.0
2020-04-28,13.8329,14.4205,13.6152,14.1202,8603535.0
2020-04-29,15.0429,15.9091,14.8191,15.6871,7666798.0
2020-04-30,15.0977,15.344,14.341,14.4202,5717197.0
2020-05-01,13.8395,13.9539,13.4524,13.6987,6277948.0
2020-05-02,13.8395,13.9539,13.4524,13.6987,6277948.0
2020-05-03,13.8395,13.9539,13.4524,13.6987,6277948.0
2020-05-04,13.294,13.6453,12.8981,13.3644,5859466.0
2020-05-05,13.8131,14.1475,13.1005,13.1445,6949370.0
2020-05-06,13.2236,13.4612,12.4406,12.467,6817707.0
2020-05-07,12.7046,13.4876,12.6958,13.2676,5431907.0
2020-05-08,13.6724,13.9803,13.5448,13.8835,4065207.0
2020-05-09,13.6724,13.9803,13.5448,13.8835,4065207.0
2020-05-10,13.6724,13.9803,13.5448,13.8835,4065207.0
2020-05-11,13.4788,13.6196,13.0125,13.3116,4674083.0
2020-05-12,13.382,13.6548,12.8235,12.9069,4406197.0
2020-05-13,12.7573,12.7881,12.0975,12.2998,8727072.0
2020-05-14,11.9479,13.2984,11.6928,13.294,6599438.0
2020-05-15,13.2764,13.7603,13.0037,13.4084,5206930.0
2020-05-16,13.2764,13.7603,13.0037,13.4084,5206930.0
2020-05-17,13.2764,13.7603,13.0037,13.4084,5206930.0
2020-05-18,14.1035,14.6665,14.0859,14.5786,6572140.0
2020-05-19,14.4114,14.6709,13.8571,14.0419,3599227.0
2020-05-20,14.473,14.8601,14.3586,14.4818,5236324.0
2020-05-21,14.473,14.7281,14.1607,14.1914,5056547.0
2020-05-22,14.2618,14.2882,13.7603,13.9803,3477895.0
2020-05-23,14.2618,14.2882,13.7603,13.9803,3477895.0
2020-05-24,14.2618,14.2882,13.7603,13.9803,3477895.0
2020-05-25,14.2618,14.2882,13.7603,13.9803,3477895.0
2020-05-26,14.7897,15.1548,14.4202,14.8865,6741071.0
2020-05-27,15.7927,16.3954,15.4496,16.3646,6360830.0
2020-05-28,17.4908,17.4996,16.1094,16.1622,9495839.0
2020-05-29,15.7487,16.0303,15.2736,15.344,11025352.0
2020-05-30,15.7487,16.0303,15.2736,15.344,11025352.0
2020-05-31,15.7487,16.0303,15.2736,15.344,11025352.0
2020-06-01,15.476,16.3206,15.3088,16.215,7680875.0
2020-06-02,16.4526,16.8837,16.369,16.4702,6072643.0
2020-06-03,17.1212,17.9219,16.9233,17.7987,9591149.0
2020-06-04,17.6227,18.6697,17.4644,18.6609,8765930.0
2020-06-05,20.8693,21.4499,19.7431,19.9191,10589955.0
2020-06-06,20.8693,21.4499,19.7431,19.9191,10589955.0
2020-06-07,20.8693,21.4499,19.7431,19.9191,10589955.0
2020-06-08,20.7549,21.2256,20.4557,20.7813,9921909.0
2020-06-09,20.0158,20.6053,19.7167,20.1654,6519430.0
2020-06-10,19.7343,19.9454,18.265,18.2738,9604537.0
2020-06-11,16.8925,17.7899,16.5318,16.5845,8043793.0
2020-06-12,17.9131,18.0099,16.9233,17.9835,7039663.0
2020-06-13,17.9131,18.0099,16.9233,17.9835,7039663.0
2020-06-14,17.9131,18.0099,16.9233,17.9835,7039663.0
2020-06-15,17.0157,18.6697,16.7957,18.4322,6384343.0
2020-06-16,19.3384,19.4,18.0626,18.4586,6810436.0
2020-06-17,18.3442,18.4938,17.6227,17.6755,5362147.0
2020-06-18,17.3764,18.0362,17.2444,17.526,3734848.0
2020-06-19,18.0362,18.0362,16.7341,16.9013,8523260.0
2020-06-20,18.0362,18.0362,16.7341,16.9013,8523260.0
2020-06-21,18.0362,18.0362,16.7341,16.9013,8523260.0
2020-06-22,16.7605,17.4248,16.7473,17.0684,4267879.0
2020-06-23,17.4292,17.5347,16.9717,17.0684,4384036.0
2020-06-24,16.7517,16.9013,16.0127,16.1094,6315758.0
2020-06-25,17.7723,18.2914,17.2796,18.0362,15015773.0
2020-06-26,17.5348,17.6051,16.4966,16.5845,8889027.0
2020-06-27,17.5348,17.6051,16.4966,16.5845,8889027.0
2020-06-28,17.5348,17.6051,16.4966,16.5845,8889027.0
2020-06-29,16.7605,17.2444,16.3822,17.218,7294967.0
2020-06-30,17.0245,17.5699,16.7869,17.4468,4894354.0
2020-07-01,17.5172,17.9923,16.8397,16.9805,5473331.0
2020-07-02,17.5963,17.8207,17.0333,17.1212,3697854.0
2020-07-03,17.5963,17.8207,17.0333,17.1212,3697854.0
2020-07-04,17.5963,17.8207,17.0333,17.1212,3697854.0
2020-07-05,17.5963,17.8207,17.0333,17.1212,3697854.0
2020-07-06,17.7723,17.8955,17.4512,17.8251,5077341.0
2020-07-07,17.6051,17.6843,17.1402,17.2532,5716569.0
2020-07-08,17.2532,17.5875,16.9233,17.306,4399439.0
2020-07-09,17.2708,17.3588,16.4702,16.7605,4471823.0
2020-07-10,16.6637,17.7547,16.4966,17.7019,4762337.0
2020-07-11,16.6637,17.7547,16.4966,17.7019,4762337.0
2020-07-12,16.6637,17.7547,16.4966,17.7019,4762337.0
2020-07-13,17.9483,18.5949,17.4732,18.0538,5741588.0
2020-07-14,17.9483,18.3794,17.6491,18.3178,4127178.0
2020-07-15,18.7929,19.3692,18.5377,19.2768,5356347.0
2020-07-16,19.3032,20.6317,19.092,19.7167,10294677.0
2020-07-17,19.7255,20.1038,18.485,18.7313,11666281.0
2020-07-18,19.7255,20.1038,18.485,18.7313,11666281.0
2020-07-19,19.7255,20.1038,18.485,18.7313,11666281.0
2020-07-20,18.8193,18.9425,18.3882,18.6873,5668287.0
2020-07-21,18.9425,19.1331,18.6433,18.7665,6438220.0
2020-07-22,18.5729,19.1448,18.4014,18.9073,4491501.0
2020-07-23,18.7225,19.0744,18.6169,18.8193,5776210.0
2020-07-24,18.9425,19.0092,18.5993,18.6345,2919125.0
2020-07-25,18.9425,19.0092,18.5993,18.6345,2919125.0
2020-07-26,18.9425,19.0092,18.5993,18.6345,2919125.0
2020-07-27,18.4762,18.4762,17.9923,18.3706,2901301.0
2020-07-28,18.2826,18.6433,18.2122,18.3266,2921841.0
2020-07-29,18.353,18.6961,18.221,18.6785,3292468.0
2020-07-30,18.2346,18.2701,17.7286,18.2169,3751332.0
2020-07-31,18.279,18.279,17.631,17.844,3942274.0
2020-08-01,18.279,18.279,17.631,17.844,3942274.0
2020-08-02,18.279,18.279,17.631,17.844,3942274.0
2020-08-03,17.8884,18.5897,17.7197,18.2435,6121514.0
2020-08-04,18.2346,18.6075,18.0482,18.2524,3305071.0
2020-08-05,18.501,18.8916,18.3057,18.8916,3719712.0
2020-08-06,18.7052,19.0452,18.659,18.7229,3016726.0
2020-08-07,18.5365,19.0865,18.3323,19.0603,3211490.0
2020-08-08,18.5365,19.0865,18.3323,19.0603,3211490.0
2020-08-09,18.5365,19.0865,18.3323,19.0603,3211490.0
2020-08-10,19.0869,19.7705,19.078,19.5219,3266883.0
2020-08-11,20.241,20.5695,19.8415,19.9125,4127369.0
2020-08-12,20.383,20.383,19.3799,19.6906,3322163.0
2020-08-13,19.4686,19.9214,19.3621,19.7971,3701481.0
2020-08-14,19.5308,20.3076,19.3932,20.0989,2406107.0
2020-08-15,19.5308,20.3076,19.3932,20.0989,2406107.0
2020-08-16,19.5308,20.3076,19.3932,20.0989,2406107.0
2020-08-17,19.9924,20.0546,19.4775,19.4775,3471386.0
2020-08-18,19.584,19.8149,19.3133,19.4686,2839945.0
2020-08-19,19.4953,19.8237,19.3532,19.7705,3245769.0
2020-08-20,19.3799,19.6284,19.2245,19.3976,3685633.0
2020-08-21,19.3976,19.3976,18.9626,19.1845,4727098.0
2020-08-22,19.3976,19.3976,18.9626,19.1845,4727098.0
2020-08-23,19.3976,19.3976,18.9626,19.1845,4727098.0
2020-08-24,19.1668,20.4185,19.149,20.3386,7667457.0
2020-08-25,20.5783,20.7914,19.9747,19.9835,2814954.0
2020-08-26,20.1167,20.1167,19.6728,19.7971,2318248.0
2020-08-27,19.7882,20.6982,19.7793,20.5428,3585375.0
2020-08-28,20.7736,21.0133,20.4496,20.9068,3079274.0
2020-08-29,20.7736,21.0133,20.4496,20.9068,3079274.0
2020-08-30,20.7736,21.0133,20.4496,20.9068,3079274.0
2020-08-31,20.9246,20.9867,20.312,20.312,4492136.0
2020-09-01,20.1256,20.5961,19.9835,20.3386,2738864.0
2020-09-02,20.4008,21.0222,20.17,20.9068,3391729.0
2020-09-03,21.0311,21.5105,20.7914,21.1021,7399257.0
2020-09-04,21.6081,22.6468,21.4661,22.4071,7095244.0
2020-09-05,21.6081,22.6468,21.4661,22.4071,7095244.0
2020-09-06,21.6081,22.6468,21.4661,22.4071,7095244.0
2020-09-07,21.6081,22.6468,21.4661,22.4071,7095244.0
2020-09-08,21.8833,22.2029,21.4572,21.4927,5219614.0
2020-09-09,21.688,21.7413,21.3951,21.404,3778125.0
2020-09-10,21.5105,21.9277,20.9734,20.9778,5023910.0
2020-09-11,21.0222,21.2797,20.6937,21.2264,4728365.0
2020-09-12,21.0222,21.2797,20.6937,21.2264,4728365.0
2020-09-13,21.0222,21.2797,20.6937,21.2264,4728365.0
2020-09-14,21.3152,22.092,21.2353,21.6703,4202097.0
2020-09-15,22.0787,22.6468,21.4838,22.0165,7389031.0
2020-09-16,22.1763,23.1351,21.7857,22.8155,11004608.0
2020-09-17,22.4515,23.2949,22.2828,23.1617,5394706.0
2020-09-18,23.1351,23.3837,22.6779,22.8066,6381791.0
2020-09-19,23.1351,23.3837,22.6779,22.8066,6381791.0
2020-09-20,23.1351,23.3837,22.6779,22.8066,6381791.0
2020-09-21,21.9189,22.123,21.2619,21.7946,7343465.0
2020-09-22,21.839,22.1852,21.293,21.475,7609846.0
2020-09-23,21.7058,22.1541,20.7248,20.7736,6890424.0
2020-09-24,20.8092,21.3951,20.2499,20.9246,6350032.0
2020-09-25,20.7293,21.8256,20.6849,21.7502,4855722.0
2020-09-26,20.7293,21.8256,20.6849,21.7502,4855722.0
2020-09-27,20.7293,21.8256,20.6849,21.7502,4855722.0
2020-09-28,22.3805,22.5403,22.0431,22.1408,4635650.0
2020-09-29,21.9721,22.2029,21.6703,21.7058,3876595.0
2020-09-30,21.7946,22.6823,21.7946,22.2562,5057711.0
2020-10-01,22.4781,22.7045,22.1319,22.6379,2913352.0
2020-10-02,22.1763,23.6145,21.8833,23.5168,4784588.0
2020-10-03,22.1763,23.6145,21.8833,23.5168,4784588.0
2020-10-04,22.1763,23.6145,21.8833,23.5168,4784588.0
2020-10-05,23.8808,24.3513,23.7388,24.085,5774063.0
2020-10-06,24.4135,24.7064,23.4636,23.6677,5271160.0
2020-10-07,24.4312,24.7508,23.9873,24.5022,5628567.0
2020-10-08,24.6354,24.8485,24.1738,24.7774,3183228.0
2020-10-09,24.9905,25.1681,24.5821,24.7242,4133861.0
2020-10-10,24.9905,25.1681,24.5821,24.7242,4133861.0
2020-10-11,24.9905,25.1681,24.5821,24.7242,4133861.0
2020-10-12,25.1947,25.1947,24.4978,24.6177,3095781.0
2020-10-13,24.7597,25.0881,24.4337,24.5022,3987726.0
2020-10-14,24.5466,24.9017,24.3069,24.3158,4574614.0
2020-10-15,23.9074,24.7641,23.7299,24.7419,5189726.0
2020-10-16,25.0704,25.9049,24.7774,25.4166,8474778.0
2020-10-17,25.0704,25.9049,24.7774,25.4166,8474778.0
2020-10-18,25.0704,25.9049,24.7774,25.4166,8474778.0
2020-10-19,25.7984,26.6595,25.2036,25.2568,8919401.0
2020-10-20,25.5498,25.9315,25.2391,25.2391,4932588.0
2020-10-21,25.4699,25.8339,24.7153,24.7331,5602068.0
2020-10-22,24.8929,25.7007,24.7952,25.6119,5214049.0
2020-10-23,25.6652,25.9537,25.4521,25.8161,3584844.0
2020-10-24,25.6652,25.9537,25.4521,25.8161,3584844.0
2020-10-25,25.6652,25.9537,25.4521,25.8161,3584844.0
2020-10-26,25.3989,25.4122,24.8573,25.2746,3973642.0
2020-10-27,25.1414,25.1939,24.2182,24.227,3790635.0
2020-10-28,23.579,24.0406,22.9575,23.5878,5522041.0
2020-10-29,23.6504,24.1869,23.5253,23.8024,4375681.0
2020-10-30,23.7399,23.9768,23.2123,23.8561,4306443.0
2020-10-31,23.7399,23.9768,23.2123,23.8561,4306443.0
2020-11-01,23.7399,23.9768,23.2123,23.8561,4306443.0
2020-11-02,24.2406,24.8307,24.178,24.6787,4170474.0
2020-11-03,25.1973,25.7472,25.1973,25.5371,5230636.0
2020-11-04,25.3046,25.6176,24.4999,24.6698,5987243.0
2020-11-05,24.9559,25.6086,24.9559,25.3046,3721109.0
2020-11-06,25.4119,25.7115,24.8397,24.947,3376368.0
2020-11-07,25.4119,25.7115,24.8397,24.947,3376368.0
2020-11-08,25.4119,25.7115,24.8397,24.947,3376368.0
2020-11-09,26.8247,28.3805,26.3776,26.7085,9436776.0
2020-11-10,26.8158,27.0035,26.02,26.0378,5953948.0
2020-11-11,26.2435,26.3776,25.3583,25.7249,4901465.0
2020-11-12,25.4835,26.2025,25.394,25.6981,3414877.0
2020-11-13,25.9216,26.8694,25.8679,26.7442,3233767.0
2020-11-14,25.9216,26.8694,25.8679,26.7442,3233767.0
2020-11-15,25.9216,26.8694,25.8679,26.7442,3233767.0
2020-11-16,27.6116,28.1928,27.2271,27.4595,5763258.0
2020-11-17,27.0304,27.4238,26.4357,27.2807,3205877.0
2020-11-18,27.2718,27.7591,26.7979,26.8962,5013930.0
2020-11-19,26.5028,26.8426,26.1183,26.7263,3825696.0
2020-11-20,26.5564,26.6438,25.7741,25.9127,4072584.0
2020-11-21,26.5564,26.6438,25.7741,25.9127,4072584.0
2020-11-22,26.5564,26.6438,25.7741,25.9127,4072584.0
2020-11-23,26.2614,26.9231,26.0825,26.6995,3315126.0
2020-11-24,27.2718,27.7814,27.0482,27.7814,4805976.0
2020-11-25,27.5132,27.5668,26.8336,27.4506,3021827.0
2020-11-26,27.5132,27.5668,26.8336,27.4506,3021827.0
2020-11-27,27.2718,27.5132,27.1287,27.4238,1518091.0
2020-11-28,27.2718,27.5132,27.1287,27.4238,1518091.0
2020-11-29,27.2718,27.5132,27.1287,27.4238,1518091.0
2020-11-30,27.4238,27.6652,26.4223,26.5117,6934854.0
2020-12-01,27.3344,27.9692,27.0929,27.7546,6920386.0
2020-12-02,27.6205,27.8574,27.084,27.7636,5015120.0
2020-12-03,27.7725,28.2106,27.7054,27.8709,8377111.0
2020-12-04,28.2106,28.7248,28.1972,28.7024,7920104.0
2020-12-05,28.2106,28.7248,28.1972,28.7024,7920104.0
2020-12-06,28.2106,28.7248,28.1972,28.7024,7920104.0
2020-12-07,28.4878,28.7829,28.0855,28.6488,6856316.0
2020-12-08,28.2553,29.1227,28.2017,29.0333,6948587.0
2020-12-09,29.3104,30.446,29.221,29.9811,7163353.0
2020-12-10,30.0526,31.0451,29.5966,30.8395,8696931.0
2020-12-11,30.446,30.8395,29.9721,30.3298,6278857.0
2020-12-12,30.446,30.8395,29.9721,30.3298,6278857.0
2020-12-13,30.446,30.8395,29.9721,30.3298,6278857.0
2020-12-14,31.0004,31.1166,29.7888,30.1062,5392489.0
2020-12-15,30.4371,30.9915,29.8872,30.8663,3587731.0
2020-12-16,30.8663,30.987,30.303,30.7143,2976721.0
2020-12-17,30.7053,30.8126,30.142,30.4192,3451180.0
2020-12-18,30.3834,30.5533,29.9185,30.0079,4832244.0
2020-12-19,30.3834,30.5533,29.9185,30.0079,4832244.0
2020-12-20,30.3834,30.5533,29.9185,30.0079,4832244.0
2020-12-21,30.4013,31.2329,29.8648,31.0541,8232033.0
2020-12-22,31.0541,31.1971,30.3208,30.5802,4638550.0
2020-12-23,30.9378,31.3938,30.6785,31.1882,3221627.0
2020-12-24,31.3581,31.4028,30.6249,30.8842,828139.0
2020-12-25,31.3581,31.4028,30.6249,30.8842,828139.0
2020-12-26,31.3581,31.4028,30.6249,30.8842,828139.0
2020-12-27,31.3581,31.4028,30.6249,30.8842,828139.0
2020-12-28,31.2418,31.5816,30.9199,31.2776,2047028.0
2020-12-29,31.2597,31.367,30.7769,31.0809,1517175.0
2020-12-30,31.0272,31.68,31.0272,31.519,1875327.0
2020-12-31,31.5369,32.1181,31.3402,31.8856,2654717.0
2021-01-01,31.5369,32.1181,31.3402,31.8856,2654717.0
2021-01-02,31.5369,32.1181,31.3402,31.8856,2654717.0
2021-01-03,31.5369,32.1181,31.3402,31.8856,2654717.0
2021-01-04,32.5473,32.8066,31.5637,31.68,5414091.0
2021-01-05,31.832,32.2656,31.7247,32.0197,2761305.0
2021-01-06,32.905,33.6069,32.6188,33.057,5602999.0
2021-01-07,33.513,34.1246,32.9407,33.2716,6010920.0
2021-01-08,33.4862,33.4862,32.744,33.4146,2815138.0
2021-01-09,33.4862,33.4862,32.744,33.4146,2815138.0
2021-01-10,33.4862,33.4862,32.744,33.4146,2815138.0
2021-01-11,32.9407,33.5488,32.7708,33.513,1981189.0
2021-01-12,33.6829,34.4608,33.4683,34.3088,3349519.0
2021-01-13,37.5456,37.5456,35.2476,35.3728,11403285.0
2021-01-14,35.5248,36.7185,35.346,36.5531,6332634.0
2021-01-15,36.1329,36.7945,35.7663,36.5531,5883054.0
2021-01-16,36.1329,36.7945,35.7663,36.5531,5883054.0
2021-01-17,36.1329,36.7945,35.7663,36.5531,5883054.0
2021-01-18,36.1329,36.7945,35.7663,36.5531,5883054.0
2021-01-19,36.875,37.3041,36.7057,36.9108,4579609.0
2021-01-20,37.0717,37.4741,36.8124,36.9734,3587866.0
2021-01-21,36.9644,37.2327,35.6277,35.7126,6438182.0
2021-01-22,35.4712,37.2236,35.4622,36.3117,7815011.0
2021-01-23,35.4712,37.2236,35.4622,36.3117,7815011.0
2021-01-24,35.4712,37.2236,35.4622,36.3117,7815011.0
2021-01-25,36.1239,36.1239,34.3177,35.194,6263360.0
2021-01-26,35.4086,35.6679,34.5055,34.586,6609694.0
2021-01-27,33.9332,34.2149,32.4892,32.592,7467782.0
2021-01-28,33.1732,34.7469,33.0927,34.4787,5010763.0
2021-01-29,34.2181,34.7033,33.625,34.0024,3989483.0
2021-01-30,34.2181,34.7033,33.625,34.0024,3989483.0
2021-01-31,34.2181,34.7033,33.625,34.0024,3989483.0
2021-02-01,34.3439,34.7572,33.7688,34.6853,2809593.0
2021-02-02,35.3772,36.3522,35.1885,35.7187,4558735.0
2021-02-03,36.0871,36.5005,35.5929,36.5005,3311144.0
2021-02-04,36.5005,37.7765,36.4735,37.6596,4913261.0
2021-02-05,37.8573,38.055,37.2104,37.417,4362987.0
2021-02-06,37.8573,38.055,37.2104,37.417,4362987.0
2021-02-07,37.8573,38.055,37.2104,37.417,4362987.0
2021-02-08,37.435,37.8169,37.0037,37.5338,2412425.0
2021-02-09,37.3811,37.417,36.6712,36.7611,2629311.0
2021-02-10,37.0756,37.3631,36.3657,37.0935,3198709.0
2021-02-11,37.1924,37.5518,36.2938,36.8959,3080142.0
2021-02-12,36.788,37.7675,36.7521,37.7495,3176310.0
2021-02-13,36.788,37.7675,36.7521,37.7495,3176310.0
2021-02-14,36.788,37.7675,36.7521,37.7495,3176310.0
2021-02-15,36.788,37.7675,36.7521,37.7495,3176310.0
2021-02-16,38.1898,38.7974,37.9023,38.2707,4686420.0
2021-02-17,38.1,38.3426,37.417,37.5069,2881306.0
2021-02-18,37.2463,37.6417,36.6353,37.1475,2755712.0
2021-02-19,37.7225,38.5627,37.5608,38.4594,2979265.0
2021-02-20,37.7225,38.5627,37.5608,38.4594,2979265.0
2021-02-21,37.7225,38.5627,37.5608,38.4594,2979265.0
2021-02-22,38.3156,39.0974,38.2078,38.3066,3508887.0
2021-02-23,38.3066,38.3426,36.6532,38.0011,3934500.0
2021-02-24,38.2347,38.7919,37.6057,38.3605,4031342.0
2021-02-25,38.5942,38.6391,36.5184,36.824,4529861.0
2021-02-26,36.7611,37.8093,36.5903,37.2912,5503301.0
2021-02-27,36.7611,37.8093,36.5903,37.2912,5503301.0
2021-02-28,36.7611,37.8093,36.5903,37.2912,5503301.0
2021-03-01,38.2797,39.1243,38.1584,38.5582,4064649.0
2021-03-02,38.5582,39.4388,38.5582,39.0794,3108695.0
2021-03-03,39.2052,39.7354,38.8098,38.8098,4520486.0
2021-03-04,38.5492,39.4928,37.5878,38.711,4219315.0
2021-03-05,39.2591,39.6365,37.4889,39.5197,3445268.0
2021-03-06,39.2591,39.6365,37.4889,39.5197,3445268.0
2021-03-07,39.2591,39.6365,37.4889,39.5197,3445268.0
2021-03-08,39.7084,40.625,39.2187,39.4029,4510212.0
2021-03-09,39.0884,40.3105,38.3516,39.7983,4716430.0
2021-03-10,40.1487,41.263,40.0409,40.8586,5887587.0
2021-03-11,40.9125,41.254,40.7058,41.0114,3943409.0
2021-03-12,41.254,41.6943,40.8227,40.9664,2813905.0
2021-03-13,41.254,41.6943,40.8227,40.9664,2813905.0
2021-03-14,41.254,41.6943,40.8227,40.9664,2813905.0
2021-03-15,41.0833,41.9639,40.8496,41.892,6580102.0
2021-03-16,41.8111,41.9414,40.9485,41.3888,2633091.0
2021-03-17,41.6134,42.0627,40.9494,42.0268,4245067.0
2021-03-18,42.3233,42.503,40.4542,40.7238,6170895.0
2021-03-19,40.4453,41.0204,39.5377,40.625,6843486.0
2021-03-20,40.4453,41.0204,39.5377,40.625,6843486.0
2021-03-21,40.4453,41.0204,39.5377,40.625,6843486.0
2021-03-22,40.2206,40.4902,39.7623,40.3464,4430028.0
2021-03-23,40.0319,40.5576,38.8503,39.2052,2934193.0
2021-03-24,39.7084,40.0229,39.0614,39.0614,3074938.0
2021-03-25,38.8458,40.9754,38.3875,40.8586,4945182.0
2021-03-26,41.3528,41.883,40.3824,41.1731,5290428.0
2021-03-27,41.3528,41.883,40.3824,41.1731,5290428.0
2021-03-28,41.3528,41.883,40.3824,41.1731,5290428.0
2021-03-29,40.5082,40.8316,39.8073,40.2206,4010822.0
2021-03-30,40.5441,41.4517,40.4093,41.3349,4490459.0
2021-03-31,41.3349,41.6494,40.625,40.625,5142196.0
2021-04-01,40.9844,42.0987,40.8856,41.9908,4817115.0
2021-04-02,40.9844,42.0987,40.8856,41.9908,4817115.0
2021-04-03,40.9844,42.0987,40.8856,41.9908,4817115.0
2021-04-04,40.9844,42.0987,40.8856,41.9908,4817115.0
2021-04-05,42.5569,42.7816,41.9711,42.1616,3820970.0
2021-04-06,42.1256,42.3278,41.5595,42.0358,2771082.0
2021-04-07,42.2245,42.512,41.8111,42.2514,2714934.0
2021-04-08,42.0627,42.512,41.3798,42.2963,3394494.0
2021-04-09,42.5929,42.6288,42.0358,42.3682,2509831.0
2021-04-10,42.5929,42.6288,42.0358,42.3682,2509831.0
2021-04-11,42.5929,42.6288,42.0358,42.3682,2509831.0
2021-04-12,42.5749,43.4375,42.521,43.177,5533855.0
2021-04-13,43.0601,43.0601,42.166,42.1975,3683342.0
2021-04-14,42.0807,43.4252,41.9998,42.9074,4658750.0
2021-04-15,43.132,43.2111,42.2604,42.8085,3911741.0
2021-04-16,42.8085,44.4709,42.1256,42.8714,6314442.0
2021-04-17,42.8085,44.4709,42.1256,42.8714,6314442.0
2021-04-18,42.8085,44.4709,42.1256,42.8714,6314442.0
2021-04-19,42.6648,43.2399,42.1076,43.2129,5353190.0
2021-04-20,42.9523,42.9523,41.5865,42.0447,5095882.0
2021-04-21,41.7752,43.5454,41.4966,43.5184,4015574.0
2021-04-22,43.3207,43.761,42.5479,42.9074,4108266.0
2021-04-23,42.9433,44.0576,42.3772,43.9407,2406667.0
2021-04-24,42.9433,44.0576,42.3772,43.9407,2406667.0
2021-04-25,42.9433,44.0576,42.3772,43.9407,2406667.0
2021-04-26,44.2732,44.9957,44.2373,44.5428,3432685.0
2021-04-27,44.5787,45.2212,44.5069,45.1269,3343208.0
2021-04-28,45.028,45.7469,45.028,45.4594,4268573.0
2021-04-29,46.226,46.7762,45.9645,46.6229,3883455.0
2021-04-30,46.3523,46.6545,46.0231,46.4064,3539769.0
2021-05-01,46.3523,46.6545,46.0231,46.4064,3539769.0
