,EIX US Equity,EIX US Equity,EIX US Equity,EIX US Equity,EIX US Equity
2022-05-05,64.2535,64.6514,62.4057,62.9545,1335028.0
2022-05-06,62.7807,64.4639,62.7807,64.3084,1588087.0
2022-05-07,62.7807,64.4639,62.7807,64.3084,1588087.0
2022-05-08,62.7807,64.4639,62.7807,64.3084,1588087.0
2022-05-09,64.0889,64.7658,63.2473,64.0889,2633054.0
2022-05-10,63.4485,64.6469,61.125,61.7379,2717347.0
2022-05-11,61.8751,63.476,61.747,62.5886,1696285.0
2022-05-12,60.4206,61.5824,58.8472,59.332,4459745.0
2022-05-13,60.073,60.2377,59.2451,59.8809,3002716.0
2022-05-14,60.073,60.2377,59.2451,59.8809,3002716.0
2022-05-15,60.073,60.2377,59.2451,59.8809,3002716.0
2022-05-16,60.3108,61.3171,59.9541,60.9146,2520680.0
2022-05-17,61.3079,61.3079,60.1553,60.9786,2077526.0
2022-05-18,61.0701,61.3262,60.0822,60.2194,1475975.0
2022-05-19,60.1645,60.3932,59.0576,60.2377,2047703.0
2022-05-20,60.1096,60.4847,59.2863,60.2377,1886743.0
2022-05-21,60.1096,60.4847,59.2863,60.2377,1886743.0
2022-05-22,60.1096,60.4847,59.2863,60.2377,1886743.0
2022-05-23,60.9146,61.3994,60.3017,60.7865,1336228.0
2022-05-24,60.878,62.305,60.4206,62.2776,1251605.0
2022-05-25,62.241,62.6435,61.8019,62.5886,1404281.0
2022-05-26,62.9179,63.7778,62.7611,63.1466,2069170.0
2022-05-27,62.9454,64.6011,62.9372,64.0889,2300633.0
2022-05-28,62.9454,64.6011,62.9372,64.0889,2300633.0
2022-05-29,62.9454,64.6011,62.9372,64.0889,2300633.0
2022-05-30,62.9454,64.6011,62.9372,64.0889,2300633.0
2022-05-31,63.5217,64.1712,62.9454,63.9516,3662551.0
2022-06-01,64.2444,64.2901,62.735,63.787,2054244.0
2022-06-02,64.098,64.4776,62.5612,64.3633,1492581.0
2022-06-03,64.034,64.4548,63.7184,63.8327,1423299.0
2022-06-04,64.034,64.4548,63.7184,63.8327,1423299.0
2022-06-05,64.034,64.4548,63.7184,63.8327,1423299.0
2022-06-06,63.7687,64.0111,63.293,63.4851,1232893.0
2022-06-07,63.4028,64.2718,63.1283,64.2444,1632349.0
2022-06-08,63.8144,64.1959,63.046,63.2381,1202119.0
2022-06-09,63.6132,64.2352,60.9695,61.0518,1410456.0
2022-06-10,60.2285,61.7653,60.0181,61.2714,1624758.0
2022-06-11,60.2285,61.7653,60.0181,61.2714,1624758.0
2022-06-12,60.2285,61.7653,60.0181,61.2714,1624758.0
2022-06-13,60.1279,60.5716,56.757,57.0634,2579265.0
2022-06-14,57.4293,57.4476,55.0875,55.7827,1988245.0
2022-06-15,56.2127,56.8347,55.1058,55.9199,1897958.0
2022-06-16,55.0601,55.3162,54.0721,55.1881,2175455.0
2022-06-17,55.4443,55.673,53.6056,53.8983,3924168.0
2022-06-18,55.4443,55.673,53.6056,53.8983,3924168.0
2022-06-19,55.4443,55.673,53.6056,53.8983,3924168.0
2022-06-20,55.4443,55.673,53.6056,53.8983,3924168.0
2022-06-21,54.1361,55.4809,54.0264,55.1424,1834893.0
2022-06-22,54.6759,55.5615,54.4838,54.996,1381318.0
2022-06-23,55.1515,55.7553,55.1378,55.5449,1384903.0
2022-06-24,55.7827,57.5894,55.6638,57.4385,1672000.0
2022-06-25,55.7827,57.5894,55.6638,57.4385,1672000.0
2022-06-26,55.7827,57.5894,55.6638,57.4385,1672000.0
2022-06-27,57.3561,58.0971,57.1183,57.8776,1498338.0
2022-06-28,58.2343,58.5636,56.9902,57.0726,1669367.0
2022-06-29,57.3287,57.5391,56.6975,57.5025,1009910.0
2022-06-30,57.1549,58.3166,56.7981,57.8501,2233729.0
2022-07-01,58.0351,59.0526,57.8409,58.9694,1764906.0
2022-07-02,58.0351,59.0526,57.8409,58.9694,1764906.0
2022-07-03,58.0351,59.0526,57.8409,58.9694,1764906.0
2022-07-04,58.0351,59.0526,57.8409,58.9694,1764906.0
2022-07-05,58.6364,58.7289,55.8058,57.0639,1842276.0
2022-07-06,57.4431,58.2294,56.8881,57.5819,1247861.0
2022-07-07,57.9149,58.5346,57.7484,58.0166,1718812.0
2022-07-08,58.1369,58.16,57.4154,57.7854,942564.0
2022-07-09,58.1369,58.16,57.4154,57.7854,942564.0
2022-07-10,58.1369,58.16,57.4154,57.7854,942564.0
2022-07-11,57.5541,58.1554,57.124,57.8131,831725.0
2022-07-12,57.4061,58.3681,57.3044,57.6096,706445.0
2022-07-13,56.9806,58.2201,56.8141,57.5356,1272434.0
2022-07-14,55.3803,56.8049,55.2508,56.6939,1907448.0
2022-07-15,57.1934,57.1934,56.1944,56.9436,1128002.0
2022-07-16,57.1934,57.1934,56.1944,56.9436,1128002.0
2022-07-17,57.1934,57.1934,56.1944,56.9436,1128002.0
2022-07-18,56.7956,57.1101,56.2314,56.4071,1068367.0
2022-07-19,56.8141,57.4894,56.5274,57.0176,1362923.0
2022-07-20,57.0361,57.2859,56.0648,56.2961,1765111.0
2022-07-21,56.2314,56.3516,55.6393,56.2036,1037062.0
2022-07-22,56.6754,57.0546,56.3516,56.7309,764820.0
2022-07-23,56.6754,57.0546,56.3516,56.7309,764820.0
2022-07-24,56.6754,57.0546,56.3516,56.7309,764820.0
2022-07-25,56.6106,58.0536,56.5829,58.0444,1070552.0
2022-07-26,58.1091,58.6456,58.0767,58.4791,1952196.0
2022-07-27,58.4236,58.7936,57.9889,58.6364,2118095.0
2022-07-28,59.2931,60.8934,58.8723,60.5789,1648542.0
2022-07-29,61.8739,62.7804,61.1154,62.6879,3148203.0
2022-07-30,61.8739,62.7804,61.1154,62.6879,3148203.0
2022-07-31,61.8739,62.7804,61.1154,62.6879,3148203.0
2022-08-01,62.4289,62.6787,61.4669,61.9664,1606023.0
2022-08-02,62.1699,64.1772,61.9849,63.4742,2951920.0
2022-08-03,63.5297,64.3899,62.6417,64.1032,1866900.0
2022-08-04,64.0754,64.2049,63.6037,63.7794,1466791.0
2022-08-05,63.6869,63.9737,62.9932,63.1412,2393429.0
2022-08-06,63.6869,63.9737,62.9932,63.1412,2393429.0
2022-08-07,63.6869,63.9737,62.9932,63.1412,2393429.0
2022-08-08,63.5482,64.0569,62.2347,62.6232,1474812.0
2022-08-09,62.9099,63.1227,62.5445,63.0024,1591554.0
2022-08-10,63.4187,63.4927,62.5122,63.0024,1400388.0
2022-08-11,63.1042,64.0708,62.5954,63.8257,1768612.0
2022-08-12,64.3437,65.5277,64.1494,65.4444,1675089.0
2022-08-13,64.3437,65.5277,64.1494,65.4444,1675089.0
2022-08-14,64.3437,65.5277,64.1494,65.4444,1675089.0
2022-08-15,65.2317,66.166,65.0957,66.0457,993868.0
2022-08-16,66.0457,66.5452,65.8885,66.425,1144711.0
2022-08-17,66.0827,66.7298,65.8052,66.6562,1735832.0
2022-08-18,66.7487,67.128,66.1845,66.4065,1411109.0
2022-08-19,66.3325,66.4712,65.8145,66.1752,1231095.0
2022-08-20,66.3325,66.4712,65.8145,66.1752,1231095.0
2022-08-21,66.3325,66.4712,65.8145,66.1752,1231095.0
2022-08-22,65.7035,65.7682,64.8154,64.9634,889730.0
2022-08-23,65.0097,65.0097,63.9552,64.1587,1188686.0
2022-08-24,63.8904,64.0699,63.2337,63.9737,1054438.0
2022-08-25,64.2142,64.8524,63.6314,64.8339,1191678.0
2022-08-26,64.9357,65.2178,63.9922,64.0754,1046378.0
2022-08-27,64.9357,65.2178,63.9922,64.0754,1046378.0
2022-08-28,64.9357,65.2178,63.9922,64.0754,1046378.0
2022-08-29,63.6777,64.8154,63.081,64.4269,904605.0
2022-08-30,64.3714,64.5564,63.2707,63.6592,1090267.0
2022-08-31,63.5852,64.1679,62.6602,62.6879,2023038.0
2022-09-01,62.6787,63.4094,62.014,63.1504,1695142.0
2022-09-02,63.4187,64.0662,62.6972,62.8637,1301111.0
2022-09-03,63.4187,64.0662,62.6972,62.8637,1301111.0
2022-09-04,63.4187,64.0662,62.6972,62.8637,1301111.0
2022-09-05,63.4187,64.0662,62.6972,62.8637,1301111.0
2022-09-06,62.1237,62.4382,60.343,60.9304,3232166.0
2022-09-07,61.0692,63.0487,61.0692,62.9284,2223800.0
2022-09-08,62.8082,63.5282,62.4844,63.3909,1449546.0
2022-09-09,63.8997,64.3252,63.0209,63.9182,1332376.0
2022-09-10,63.8997,64.3252,63.0209,63.9182,1332376.0
2022-09-11,63.8997,64.3252,63.0209,63.9182,1332376.0
2022-09-12,63.9922,65.8607,63.9922,65.7867,1821843.0
2022-09-13,65.0744,65.3427,63.2984,63.7332,1642452.0
2022-09-14,63.9829,64.5749,63.7794,64.2789,1881862.0
2022-09-15,64.0477,64.1309,63.0163,63.1782,2059234.0
2022-09-16,63.2892,63.3169,61.9572,62.4567,2949825.0
2022-09-17,63.2892,63.3169,61.9572,62.4567,2949825.0
2022-09-18,63.2892,63.3169,61.9572,62.4567,2949825.0
2022-09-19,62.2532,63.3539,61.9849,63.2429,1211333.0
2022-09-20,62.8082,62.9932,61.9285,62.6324,1219113.0
2022-09-21,63.0209,63.2522,61.2357,61.2449,1365923.0
2022-09-22,61.2357,61.5825,60.5974,60.8656,1509805.0
2022-09-23,60.1256,60.2551,58.7011,59.9961,1341486.0
2022-09-24,60.1256,60.2551,58.7011,59.9961,1341486.0
2022-09-25,60.1256,60.2551,58.7011,59.9961,1341486.0
2022-09-26,59.9036,60.0516,57.8316,58.4329,1742097.0
2022-09-27,58.7289,59.2654,56.6984,56.7679,2249353.0
2022-09-28,57.4894,57.6466,56.4904,56.7124,4032030.0
2022-09-29,56.5533,56.6001,53.7088,53.7649,2551551.0
2022-09-30,54.1018,54.2749,52.9181,52.9415,6264674.0
2022-10-01,54.1018,54.2749,52.9181,52.9415,6264674.0
2022-10-02,54.1018,54.2749,52.9181,52.9415,6264674.0
2022-10-03,54.0924,55.8234,53.6433,55.5801,3059917.0
2022-10-04,55.524,57.0211,55.4117,56.9182,2860733.0
2022-10-05,56.0761,56.7816,55.3649,56.2258,2161780.0
2022-10-06,56.0948,56.1416,54.5041,54.8784,2906076.0
2022-10-07,54.8597,55.1497,54.214,54.8597,2779006.0
2022-10-08,54.8597,55.1497,54.214,54.8597,2779006.0
2022-10-09,54.8597,55.1497,54.214,54.8597,2779006.0
2022-10-10,55.0842,55.7018,54.1111,54.1298,1612601.0
2022-10-11,53.9146,54.6164,53.4281,53.7649,1309263.0
2022-10-12,53.4748,53.7368,51.9403,51.9871,1813460.0
2022-10-13,51.4631,53.531,50.9485,53.2409,1860809.0
2022-10-14,53.7555,53.9941,51.407,51.4912,2787026.0
2022-10-15,53.7555,53.9941,51.407,51.4912,2787026.0
2022-10-16,53.7555,53.9941,51.407,51.4912,2787026.0
2022-10-17,52.3426,53.5965,52.3426,53.4468,1954673.0
2022-10-18,54.1111,54.4386,53.2035,53.7275,1762206.0
2022-10-19,52.9228,53.531,52.5672,53.0912,1392886.0
2022-10-20,53.1006,53.1006,51.1637,51.407,1336446.0
2022-10-21,51.5286,52.3988,51.2058,52.0619,1365519.0
2022-10-22,51.5286,52.3988,51.2058,52.0619,1365519.0
2022-10-23,51.5286,52.3988,51.2058,52.0619,1365519.0
2022-10-24,52.3988,52.8666,51.7438,52.1836,1618129.0
2022-10-25,52.0432,53.525,51.9777,53.1941,3788663.0
2022-10-26,53.5778,53.8491,52.8854,53.2222,1590129.0
2022-10-27,53.9053,54.9064,53.7743,54.6257,2317876.0
2022-10-28,54.8877,56.4082,54.8877,56.3568,1961395.0
2022-10-29,54.8877,56.4082,54.8877,56.3568,1961395.0
2022-10-30,54.8877,56.4082,54.8877,56.3568,1961395.0
2022-10-31,55.9731,56.5439,55.4304,56.179,2289883.0
2022-11-01,56.8901,56.8901,55.8889,56.6188,1678627.0
2022-11-02,55.6456,56.6281,54.448,54.9813,3324532.0
2022-11-03,54.5602,55.2901,54.0737,54.6912,1732207.0
2022-11-04,55.0187,55.917,54.4199,55.2339,1368312.0
2022-11-05,55.0187,55.917,54.4199,55.2339,1368312.0
2022-11-06,55.0187,55.917,54.4199,55.2339,1368312.0
2022-11-07,55.0,55.131,53.0257,54.0363,1849242.0
2022-11-08,54.3357,54.7792,53.6919,54.2795,1511438.0
2022-11-09,54.083,54.4386,53.5778,53.6245,1206711.0
2022-11-10,55.4959,56.5533,54.738,56.4129,1953432.0
2022-11-11,56.4971,56.5813,55.4117,56.0199,1324168.0
2022-11-12,56.4971,56.5813,55.4117,56.0199,1324168.0
2022-11-13,56.4971,56.5813,55.4117,56.0199,1324168.0
2022-11-14,56.1135,56.6468,55.8889,56.0667,1871158.0
2022-11-15,56.7404,57.489,56.0293,56.7685,2218462.0
2022-11-16,56.6936,57.4235,56.6656,57.1053,1387699.0
2022-11-17,56.4223,56.572,55.4866,55.9918,1278257.0
2022-11-18,56.6843,58.0691,56.6843,57.751,1722295.0
2022-11-19,56.6843,58.0691,56.6843,57.751,1722295.0
2022-11-20,56.6843,58.0691,56.6843,57.751,1722295.0
2022-11-21,57.648,58.3779,57.5638,57.9755,1180285.0
2022-11-22,58.5369,59.5101,58.0129,58.4153,1079013.0
2022-11-23,58.3124,59.6504,58.3124,59.6317,1717582.0
2022-11-24,58.3124,59.6504,58.3124,59.6317,1717582.0
2022-11-25,59.9124,60.2867,59.7065,60.0995,625948.0
2022-11-26,59.9124,60.2867,59.7065,60.0995,625948.0
2022-11-27,59.9124,60.2867,59.7065,60.0995,625948.0
2022-11-28,59.5475,59.8797,59.1171,59.3136,2610520.0
2022-11-29,59.0796,59.613,58.5556,59.4258,2217951.0
2022-11-30,59.3136,62.4294,59.0796,62.3733,5860653.0
2022-12-01,62.7008,62.785,61.2411,61.3066,2779956.0
2022-12-02,60.558,61.2879,60.3802,61.1662,1658808.0
2022-12-03,60.558,61.2879,60.3802,61.1662,1658808.0
2022-12-04,60.558,61.2879,60.3802,61.1662,1658808.0
2022-12-05,60.5955,61.2224,60.5346,60.9323,1251318.0
2022-12-06,60.8575,61.8119,60.82,61.7744,1816126.0
2022-12-07,61.6996,62.1674,61.0352,61.1662,1758771.0
2022-12-08,61.1943,61.4189,60.9978,61.1943,1807249.0
2022-12-09,61.1849,62.3826,61.0914,61.5592,1493500.0
2022-12-10,61.1849,62.3826,61.0914,61.5592,1493500.0
2022-12-11,61.1849,62.3826,61.0914,61.5592,1493500.0
2022-12-12,62.0271,63.2949,61.5124,63.0844,1911256.0
2022-12-13,64.0856,64.6096,62.5323,63.5055,1685766.0
2022-12-14,63.6552,64.5254,63.0563,63.2996,1670400.0
2022-12-15,62.8411,62.944,61.7557,62.4388,1854227.0
2022-12-16,61.8119,61.9896,60.2118,60.9136,4609155.0
2022-12-17,61.8119,61.9896,60.2118,60.9136,4609155.0
2022-12-18,61.8119,61.9896,60.2118,60.9136,4609155.0
2022-12-19,60.82,61.5499,60.2025,60.7732,1396215.0
2022-12-20,60.8575,60.9089,60.0621,60.7077,1261149.0
2022-12-21,61.0352,61.344,60.6048,61.0259,1361779.0
2022-12-22,60.6048,60.7124,59.2948,60.3522,1595726.0
2022-12-23,60.2867,61.0539,60.0995,60.9884,1000094.0
2022-12-24,60.2867,61.0539,60.0995,60.9884,1000094.0
2022-12-25,60.2867,61.0539,60.0995,60.9884,1000094.0
2022-12-26,60.2867,61.0539,60.0995,60.9884,1000094.0
2022-12-27,61.1943,61.8399,60.7639,61.5873,1058378.0
2022-12-28,61.7183,61.9148,60.7077,60.8387,1192818.0
2022-12-29,60.9784,61.4326,60.7985,60.95,1418188.0
2022-12-30,60.9973,61.0635,59.36,60.2118,1532084.0
2022-12-31,60.9973,61.0635,59.36,60.2118,1532084.0
2023-01-01,60.9973,61.0635,59.36,60.2118,1532084.0
2023-01-02,60.9973,61.0635,59.36,60.2118,1532084.0
2023-01-03,60.5809,60.9216,59.5019,60.8364,1769801.0
2023-01-04,61.3285,63.4012,61.1203,62.8334,3094465.0
2023-01-05,62.3791,62.5778,60.8837,61.4137,1738146.0
2023-01-06,62.1519,63.5905,62.1235,63.2876,1591422.0
2023-01-07,62.1519,63.5905,62.1235,63.2876,1591422.0
2023-01-08,62.1519,63.5905,62.1235,63.2876,1591422.0
2023-01-09,63.2687,64.6221,62.9848,64.1584,1990719.0
2023-01-10,63.7987,64.7546,62.8428,64.5464,2735053.0
2023-01-11,64.6978,65.7578,64.395,65.701,4205728.0
2023-01-12,65.7767,66.0607,64.7641,64.783,3764671.0
2023-01-13,64.2909,64.7309,63.5952,64.5464,1485606.0
2023-01-14,64.2909,64.7309,63.5952,64.5464,1485606.0
2023-01-15,64.2909,64.7309,63.5952,64.5464,1485606.0
2023-01-16,64.2909,64.7309,63.5952,64.5464,1485606.0
2023-01-17,65.0575,65.9282,64.8776,65.0196,3081955.0
2023-01-18,65.2467,65.2941,63.1835,63.2119,1893763.0
2023-01-19,62.8996,63.0889,61.745,62.1519,2273957.0
2023-01-20,62.1519,63.2214,61.4516,63.1551,1895337.0
2023-01-21,62.1519,63.2214,61.4516,63.1551,1895337.0
2023-01-22,62.1519,63.2214,61.4516,63.1551,1895337.0
2023-01-23,63.1362,64.5227,63.07,63.4391,1856311.0
2023-01-24,63.2687,64.4328,62.6725,64.1867,1417690.0
2023-01-25,63.5716,64.111,63.3444,63.9123,1635317.0
2023-01-26,63.7892,64.8303,63.7609,64.7073,1609253.0
2023-01-27,64.6316,65.1994,64.4517,65.0575,1229965.0
2023-01-28,64.6316,65.1994,64.4517,65.0575,1229965.0
2023-01-29,64.6316,65.1994,64.4517,65.0575,1229965.0
2023-01-30,64.7073,65.2751,64.4517,64.4896,1333018.0
2023-01-31,64.9534,65.2278,64.0637,65.2089,2172114.0
2023-02-01,64.3855,64.9344,63.3255,64.2341,2265029.0
2023-02-02,64.3855,66.3067,64.0164,65.0575,2491496.0
2023-02-03,64.4801,64.66,62.6819,63.2876,2281222.0
2023-02-04,64.4801,64.66,62.6819,63.2876,2281222.0
2023-02-05,64.4801,64.66,62.6819,63.2876,2281222.0
2023-02-06,63.0416,64.2057,62.786,64.1773,2373038.0
2023-02-07,63.9312,64.2246,63.1457,63.7041,1414433.0
2023-02-08,63.3728,63.7041,63.051,63.2309,1025574.0
2023-02-09,63.3255,63.6946,62.1803,62.2844,992683.0
2023-02-10,62.5021,63.5498,62.3128,63.4201,1031375.0
2023-02-11,62.5021,63.5498,62.3128,63.4201,1031375.0
2023-02-12,62.5021,63.5498,62.3128,63.4201,1031375.0
2023-02-13,63.4201,64.5227,63.4012,64.376,1111113.0
2023-02-14,64.2057,64.7546,63.6473,63.9217,1039178.0
2023-02-15,63.6567,64.1016,63.2025,64.0732,1293097.0
2023-02-16,63.2592,63.9785,62.7151,63.6189,918898.0
2023-02-17,63.7135,64.2293,63.1362,63.9691,6172465.0
2023-02-18,63.7135,64.2293,63.1362,63.9691,6172465.0
2023-02-19,63.7135,64.2293,63.1362,63.9691,6172465.0
2023-02-20,63.7135,64.2293,63.1362,63.9691,6172465.0
2023-02-21,63.7419,63.9217,62.9185,63.1362,1700489.0
2023-02-22,62.8901,63.581,62.4926,62.6535,1702786.0
2023-02-23,63.0794,63.4533,62.0005,62.3317,2142347.0
2023-02-24,62.9848,65.1994,62.9469,64.9534,3337130.0
2023-02-25,62.9848,65.1994,62.9469,64.9534,3337130.0
2023-02-26,62.9848,65.1994,62.9469,64.9534,3337130.0
2023-02-27,65.3982,66.0512,64.3902,64.4801,1833011.0
2023-02-28,64.3003,64.4991,62.6251,62.663,3012368.0
2023-03-01,62.4642,62.4642,60.95,61.1298,2738916.0
2023-03-02,60.95,62.1803,60.5051,62.0478,2450546.0
2023-03-03,62.1519,63.7325,61.8585,63.6946,1807434.0
2023-03-04,62.1519,63.7325,61.8585,63.6946,1807434.0
2023-03-05,62.1519,63.7325,61.8585,63.6946,1807434.0
2023-03-06,63.7514,64.8303,63.7231,64.7546,2370212.0
2023-03-07,64.906,65.0291,63.458,63.7798,1917488.0
2023-03-08,63.7419,64.7546,63.5526,64.6316,1574714.0
2023-03-09,64.8682,65.0906,63.2403,63.4107,1699749.0
2023-03-10,63.5905,63.7419,62.2466,62.6819,1856667.0
2023-03-11,63.5905,63.7419,62.2466,62.6819,1856667.0
2023-03-12,63.5905,63.7419,62.2466,62.6819,1856667.0
2023-03-13,62.3412,64.9439,62.2087,63.7798,1580107.0
2023-03-14,64.4234,65.3603,63.7892,64.641,1512175.0
2023-03-15,64.111,65.2184,63.6189,64.4707,2115567.0
2023-03-16,63.9123,65.3603,63.5432,65.2846,2203125.0
2023-03-17,65.2562,65.313,63.7798,64.13,4978041.0
2023-03-18,65.2562,65.313,63.7798,64.13,4978041.0
2023-03-19,65.2562,65.313,63.7798,64.13,4978041.0
2023-03-20,64.5464,65.6064,64.4612,65.3035,2204109.0
2023-03-21,65.4928,65.7294,63.6189,64.1773,2427051.0
2023-03-22,64.0732,64.5842,62.7387,62.7576,1872743.0
2023-03-23,62.6157,63.9691,61.8585,62.5021,2614208.0
2023-03-24,62.5589,64.7546,62.2845,64.7167,2041433.0
2023-03-25,62.5589,64.7546,62.2845,64.7167,2041433.0
2023-03-26,62.5589,64.7546,62.2845,64.7167,2041433.0
2023-03-27,65.1142,65.3603,64.6514,64.8587,1976885.0
2023-03-28,64.6884,65.7128,64.6126,65.0196,1500091.0
2023-03-29,65.4834,66.2405,65.436,66.0607,1872724.0
2023-03-30,66.2592,66.9957,66.2592,66.9574,2386103.0
2023-03-31,67.12,67.5887,66.6992,67.5218,1937167.0
2023-04-01,67.12,67.5887,66.6992,67.5218,1937167.0
2023-04-02,67.12,67.5887,66.6992,67.5218,1937167.0
2023-04-03,67.0818,68.1053,66.6418,67.474,2468355.0
2023-04-04,67.2827,67.6174,66.7567,67.2348,1527523.0
2023-04-05,67.5218,69.3009,67.254,69.1192,1921233.0
2023-04-06,69.3488,69.5879,68.6409,69.4062,1349799.0
2023-04-07,69.3488,69.5879,68.6409,69.4062,1349799.0
2023-04-08,69.3488,69.5879,68.6409,69.4062,1349799.0
2023-04-09,69.3488,69.5879,68.6409,69.4062,1349799.0
2023-04-10,69.0522,69.7505,68.8179,69.674,1129413.0
2023-04-11,69.6549,70.1266,69.5209,69.6453,1206263.0
2023-04-12,69.9705,70.1331,69.475,69.894,1550637.0
2023-04-13,69.3488,70.0662,68.5166,69.7792,1731723.0
2023-04-14,69.1766,69.2053,68.3348,68.4975,1285374.0
2023-04-15,69.1766,69.2053,68.3348,68.4975,1285374.0
2023-04-16,69.1766,69.2053,68.3348,68.4975,1285374.0
2023-04-17,68.6505,69.0427,68.3444,68.947,1398941.0
2023-04-18,68.9662,69.674,68.8227,68.9757,1395829.0
2023-04-19,68.947,70.0088,68.947,69.5783,1280132.0
2023-04-20,69.6549,70.1618,69.2914,69.827,1107090.0
2023-04-21,70.3053,70.4105,69.5879,69.7601,922879.0
2023-04-22,70.3053,70.4105,69.5879,69.7601,922879.0
2023-04-23,70.3053,70.4105,69.5879,69.7601,922879.0
2023-04-24,69.8844,70.4775,69.5975,70.4679,885693.0
2023-04-25,70.3053,70.8792,70.2001,70.5636,880986.0
2023-04-26,70.1427,70.7262,69.3296,69.827,1553522.0
2023-04-27,70.0757,70.5062,69.3488,70.3723,1182175.0
2023-04-28,70.114,70.6592,70.0279,70.401,1646714.0
2023-04-29,70.114,70.6592,70.0279,70.401,1646714.0
2023-04-30,70.114,70.6592,70.0279,70.401,1646714.0
2023-05-01,70.5253,71.6636,70.3197,70.7357,1353522.0
2023-05-02,70.7357,70.8984,69.5401,70.0949,2214482.0
2023-05-03,71.1758,71.1758,68.3253,68.5548,2628943.0
2023-05-04,69.167,70.0996,67.8327,69.3392,2365153.0
2023-05-05,68.7653,70.5253,67.9714,70.3627,1569751.0
2023-05-06,68.7653,70.5253,67.9714,70.3627,1569751.0
2023-05-07,68.7653,70.5253,67.9714,70.3627,1569751.0
2023-05-08,70.1331,70.7549,69.7888,70.2001,783343.0
2023-05-09,69.9896,70.5062,69.7601,70.4297,1110614.0
2023-05-10,70.8123,71.1662,70.267,70.9653,958689.0
2023-05-11,71.061,71.1566,69.8175,70.0279,2011077.0
2023-05-12,70.5253,71.0944,69.827,70.4775,1508266.0
2023-05-13,70.5253,71.0944,69.827,70.4775,1508266.0
2023-05-14,70.5253,71.0944,69.827,70.4775,1508266.0
2023-05-15,70.7931,71.0131,68.8418,69.1001,1255996.0
2023-05-16,69.0905,69.1049,67.1966,67.2444,1232603.0
2023-05-17,67.5409,67.5505,66.5509,66.7087,1607638.0
2023-05-18,66.2879,66.4122,65.2452,65.8574,1503250.0
2023-05-19,66.2687,66.5843,65.1591,65.2739,1788656.0
2023-05-20,66.2687,66.5843,65.1591,65.2739,1788656.0
2023-05-21,66.2687,66.5843,65.1591,65.2739,1788656.0
2023-05-22,65.5418,65.7139,64.4609,64.7383,1371600.0
2023-05-23,64.5565,65.3696,64.3461,64.4417,1007070.0
2023-05-24,64.0878,64.4609,63.4326,63.6861,1031602.0
2023-05-25,63.5426,63.5713,62.2895,62.8061,1471409.0
2023-05-26,62.7487,63.313,61.8495,62.7774,1644578.0
2023-05-27,62.7487,63.313,61.8495,62.7774,1644578.0
2023-05-28,62.7487,63.313,61.8495,62.7774,1644578.0
2023-05-29,62.7487,63.313,61.8495,62.7774,1644578.0
2023-05-30,62.8348,64.0112,62.653,62.8635,1456525.0
2023-05-31,62.873,64.7191,62.873,64.5852,4153905.0
2023-06-01,64.3844,64.6044,63.1983,63.7817,2042912.0
2023-06-02,63.5713,64.5422,63.1409,63.7817,1877278.0
2023-06-03,63.5713,64.5422,63.1409,63.7817,1877278.0
2023-06-04,63.5713,64.5422,63.1409,63.7817,1877278.0
2023-06-05,63.887,65.0444,63.6287,63.8965,911936.0
2023-06-06,64.4417,64.6952,63.8009,63.8104,1055296.0
2023-06-07,64.1452,65.8,63.4756,65.7139,1555321.0
2023-06-08,65.6183,65.8957,64.7957,65.5896,1409625.0
2023-06-09,65.5896,65.7522,64.2313,64.7765,2002703.0
2023-06-10,65.5896,65.7522,64.2313,64.7765,2002703.0
2023-06-11,65.5896,65.7522,64.2313,64.7765,2002703.0
2023-06-12,64.9487,65.1974,64.327,64.7096,1132340.0
2023-06-13,64.2887,65.1878,64.2122,64.9296,1185240.0
2023-06-14,65.1591,65.6948,64.9391,65.207,1997629.0
2023-06-15,65.5513,66.0966,65.0252,65.8096,1113952.0
2023-06-16,66.1826,67.5983,66.0487,67.1296,3758001.0
2023-06-17,66.1826,67.5983,66.0487,67.1296,3758001.0
2023-06-18,66.1826,67.5983,66.0487,67.1296,3758001.0
2023-06-19,66.1826,67.5983,66.0487,67.1296,3758001.0
2023-06-20,67.1774,67.1966,65.6661,65.7809,1393236.0
2023-06-21,65.7044,66.9287,65.3983,66.6992,1245379.0
2023-06-22,66.9574,67.1583,65.9531,66.087,1056345.0
2023-06-23,65.9626,66.1444,64.7287,64.8148,1590170.0
2023-06-24,65.9626,66.1444,64.7287,64.8148,1590170.0
2023-06-25,65.9626,66.1444,64.7287,64.8148,1590170.0
2023-06-26,65.1783,66.0487,64.9583,65.8096,1205361.0
2023-06-27,66.0296,66.4409,65.8287,66.3835,1330282.0
2023-06-28,66.2783,66.2783,65.1687,65.3983,1426732.0
2023-06-29,64.7383,66.0679,64.6044,65.5896,1539526.0
2023-06-30,65.9148,66.5844,65.8383,66.4313,1766141.0
2023-07-01,65.9148,66.5844,65.8383,66.4313,1766141.0
2023-07-02,65.9148,66.5844,65.8383,66.4313,1766141.0
2023-07-03,66.2065,67.125,66.047,66.7963,736247.0
2023-07-04,66.2065,67.125,66.047,66.7963,736247.0
2023-07-05,66.5546,68.4495,66.3419,67.8984,1988994.0
2023-07-06,67.2314,67.4296,66.7093,67.125,1526468.0
